query	reference	enzyme	tag_len	body_len	n_miss	hist
NZ_CP047898.1	NZ_JWTB01000001.1	Bsp24I	27	21	1104	25,77,100
NZ_CP047898.1	NZ_JWTB01000001.1	CjeI	28	23	3685	117,202,291
NZ_CP047898.1	NZ_JWTB01000001.1	CjePI	27	22	3432	108,196,263
NZ_CP047898.1	NZ_JWTB01000001.1	FalI	27	21	362	14,34,47
NZ_CP047898.1	NZ_JWTB01000001.1	PpiI	28	21	459	12,30,28
NZ_CP047898.1	NZ_JWTB01000001.1	PsrI	27	20	171	9,14,16
PAWC01000001.1	NNSG01000001.1	AlfI	32	26	30	0,0,1
PAWC01000001.1	NNSG01000001.1	AloI	27	20	14	0,1,0
PAWC01000001.1	NNSG01000001.1	BcgI	32	26	43	0,0,0
PAWC01000001.1	NNSG01000001.1	BplI	27	21	9	0,0,0
PAWC01000001.1	NNSG01000001.1	BsaXI	27	21	40	0,1,3
PAWC01000001.1	NNSG01000001.1	Bsp24I	27	21	49	0,0,3
PAWC01000001.1	NNSG01000001.1	CjeI	28	23	348	2,7,21
PAWC01000001.1	NNSG01000001.1	CjePI	27	22	366	0,9,25
PAWC01000001.1	NNSG01000001.1	FalI	27	21	47	0,0,2
PAWC01000001.1	NNSG01000001.1	PpiI	28	21	7	0,0,0
PAWC01000001.1	NNSG01000001.1	PsrI	27	20	18	0,0,0
PBZW01000050.1	PAWC01000001.1	AlfI	32	26	44	1,1,0
PBZW01000050.1	PAWC01000001.1	AloI	27	20	19	1,0,1
PBZW01000050.1	PAWC01000001.1	BcgI	32	26	54	2,1,6
PBZW01000050.1	PAWC01000001.1	BplI	27	21	14	0,0,0
PBZW01000050.1	PAWC01000001.1	BsaXI	27	21	50	2,0,3
PBZW01000050.1	PAWC01000001.1	Bsp24I	27	21	75	1,3,2
PBZW01000050.1	PAWC01000001.1	CjeI	28	23	378	9,13,26
PBZW01000050.1	PAWC01000001.1	CjePI	27	22	404	10,25,24
PBZW01000050.1	PAWC01000001.1	FalI	27	21	39	1,1,3
PBZW01000050.1	PAWC01000001.1	PpiI	28	21	11	0,0,0
PBZW01000050.1	PAWC01000001.1	PsrI	27	20	20	1,0,2
NNSG01000001.1	DJKX01000018.1	AlfI	32	26	127	7,15,10
NNSG01000001.1	DJKX01000018.1	AloI	27	20	85	9,18,8
NNSG01000001.1	DJKX01000018.1	BcgI	32	26	218	14,19,24
NNSG01000001.1	DJKX01000018.1	BplI	27	21	46	8,3,2
NNSG01000001.1	DJKX01000018.1	BsaXI	27	21	244	24,30,34
NNSG01000001.1	DJKX01000018.1	Bsp24I	27	21	218	17,23,28
NNSG01000001.1	DJKX01000018.1	CjeI	28	23	1487	117,186,223
NNSG01000001.1	DJKX01000018.1	CjePI	27	22	1605	168,264,278
NNSG01000001.1	DJKX01000018.1	FalI	27	21	219	22,32,38
NNSG01000001.1	DJKX01000018.1	PpiI	28	21	54	4,5,5
NNSG01000001.1	DJKX01000018.1	PsrI	27	20	75	6,10,14
NZ_CP034842.1	NZ_CP028106.1	AlfI	32	26	92	6,2,3
NZ_CP034842.1	NZ_CP028106.1	AloI	27	20	125	4,8,7
NZ_CP034842.1	NZ_CP028106.1	BcgI	32	26	198	9,2,4
NZ_CP034842.1	NZ_CP028106.1	BplI	27	21	95	7,4,1
NZ_CP034842.1	NZ_CP028106.1	BsaXI	27	21	627	23,55,74
NZ_CP034842.1	NZ_CP028106.1	Bsp24I	27	21	226	10,12,14
NZ_CP034842.1	NZ_CP028106.1	CjeI	28	23	1180	63,60,82
NZ_CP034842.1	NZ_CP028106.1	CjePI	27	22	2142	82,152,185
NZ_CP034842.1	NZ_CP028106.1	FalI	27	21	449	26,31,27
NZ_CP034842.1	NZ_CP028106.1	PpiI	28	21	92	2,6,4
NZ_CP034842.1	NZ_CP028106.1	PsrI	27	20	91	4,9,8
JACNLB010000068.1	SCKN01000001.1	AlfI	32	26	92	0,1,2
JACNLB010000068.1	SCKN01000001.1	AloI	27	20	57	1,1,5
JACNLB010000068.1	SCKN01000001.1	BcgI	32	26	149	3,3,5
JACNLB010000068.1	SCKN01000001.1	BplI	27	21	22	0,1,1
JACNLB010000068.1	SCKN01000001.1	BsaXI	27	21	160	3,7,6
JACNLB010000068.1	SCKN01000001.1	Bsp24I	27	21	135	1,2,9
JACNLB010000068.1	SCKN01000001.1	CjeI	28	23	947	14,36,68
JACNLB010000068.1	SCKN01000001.1	CjePI	27	22	1111	24,56,88
JACNLB010000068.1	SCKN01000001.1	FalI	27	21	141	4,9,13
JACNLB010000068.1	SCKN01000001.1	PpiI	28	21	37	0,0,0
JACNLB010000068.1	SCKN01000001.1	PsrI	27	20	47	2,2,1
NZ_WYEU01000001.1	NZMB01000012.1	AlfI	32	26	4	0,0,0
NZ_WYEU01000001.1	NZMB01000012.1	AloI	27	20	1	0,1,0
NZ_WYEU01000001.1	NZMB01000012.1	BcgI	32	26	4	0,0,0
NZ_WYEU01000001.1	NZMB01000012.1	BplI	27	21	1	0,0,0
NZ_WYEU01000001.1	NZMB01000012.1	BsaXI	27	21	5	0,0,1
NZ_WYEU01000001.1	NZMB01000012.1	Bsp24I	27	21	6	0,1,0
NZ_WYEU01000001.1	NZMB01000012.1	CjeI	28	23	31	3,1,1
NZ_WYEU01000001.1	NZMB01000012.1	CjePI	27	22	29	0,3,1
NZ_WYEU01000001.1	NZMB01000012.1	FalI	27	21	13	0,0,0
NZ_WYEU01000001.1	NZMB01000012.1	PpiI	28	21	1	0,0,0
DTBL01000040.1	AWOE01000001.1	AlfI	32	26	37	1,1,1
DTBL01000040.1	AWOE01000001.1	AloI	27	20	49	4,8,11
DTBL01000040.1	AWOE01000001.1	BcgI	32	26	205	0,8,16
DTBL01000040.1	AWOE01000001.1	BplI	27	21	137	3,10,17
DTBL01000040.1	AWOE01000001.1	BsaXI	27	21	251	5,18,30
DTBL01000040.1	AWOE01000001.1	Bsp24I	27	21	72	4,14,9
DTBL01000040.1	AWOE01000001.1	CjeI	28	23	207	8,37,30
DTBL01000040.1	AWOE01000001.1	CjePI	27	22	308	10,25,43
DTBL01000040.1	AWOE01000001.1	FalI	27	21	35	8,14,8
DTBL01000040.1	AWOE01000001.1	PpiI	28	21	61	6,17,17
DTBL01000040.1	AWOE01000001.1	PsrI	27	20	26	4,9,6
WALA01000001.1	WALQ01000001.1	AlfI	32	26	12	8,1,3
WALA01000001.1	WALQ01000001.1	AloI	27	20	22	3,9,4
WALA01000001.1	WALQ01000001.1	BcgI	32	26	68	20,15,6
WALA01000001.1	WALQ01000001.1	BplI	27	21	10	7,9,3
WALA01000001.1	WALQ01000001.1	BsaXI	27	21	34	14,12,11
WALA01000001.1	WALQ01000001.1	Bsp24I	27	21	29	11,6,6
WALA01000001.1	WALQ01000001.1	CjeI	28	23	86	50,30,33
WALA01000001.1	WALQ01000001.1	CjePI	27	22	145	53,49,32
WALA01000001.1	WALQ01000001.1	FalI	27	21	28	16,13,6
WALA01000001.1	WALQ01000001.1	PpiI	28	21	14	7,5,1
WALA01000001.1	WALQ01000001.1	PsrI	27	20	9	7,9,3
NC_014216.1	DSDS01000011.1	AlfI	32	26	45	1,5,6
NC_014216.1	DSDS01000011.1	AloI	27	20	16	0,0,4
NC_014216.1	DSDS01000011.1	BcgI	32	26	56	1,6,6
NC_014216.1	DSDS01000011.1	BplI	27	21	9	0,1,3
NC_014216.1	DSDS01000011.1	BsaXI	27	21	40	2,4,5
NC_014216.1	DSDS01000011.1	Bsp24I	27	21	24	1,4,4
NC_014216.1	DSDS01000011.1	CjeI	28	23	145	6,17,18
NC_014216.1	DSDS01000011.1	CjePI	27	22	121	4,19,28
NC_014216.1	DSDS01000011.1	FalI	27	21	29	0,2,7
NC_014216.1	DSDS01000011.1	PpiI	28	21	12	1,0,1
NC_014216.1	DSDS01000011.1	PsrI	27	20	5	0,0,1
SCUD01000004.1	JAENJD010000136.1	AlfI	32	26	158	4,8,13
SCUD01000004.1	JAENJD010000136.1	AloI	27	20	38	0,2,4
SCUD01000004.1	JAENJD010000136.1	BcgI	32	26	333	6,15,10
SCUD01000004.1	JAENJD010000136.1	BplI	27	21	44	0,0,4
SCUD01000004.1	JAENJD010000136.1	BsaXI	27	21	56	0,2,4
SCUD01000004.1	JAENJD010000136.1	Bsp24I	27	21	93	0,4,4
SCUD01000004.1	JAENJD010000136.1	CjeI	28	23	254	1,13,12
SCUD01000004.1	JAENJD010000136.1	CjePI	27	22	282	0,10,13
SCUD01000004.1	JAENJD010000136.1	FalI	27	21	18	0,2,0
SCUD01000004.1	JAENJD010000136.1	PpiI	28	21	47	1,0,5
SCUD01000004.1	JAENJD010000136.1	PsrI	27	20	13	1,0,0
VGVB01000001.1	JAENJD010000136.1	AlfI	32	26	87	3,5,7
VGVB01000001.1	JAENJD010000136.1	AloI	27	20	22	1,2,2
VGVB01000001.1	JAENJD010000136.1	BcgI	32	26	173	3,10,17
VGVB01000001.1	JAENJD010000136.1	BplI	27	21	18	0,1,4
VGVB01000001.1	JAENJD010000136.1	BsaXI	27	21	32	0,2,1
VGVB01000001.1	JAENJD010000136.1	Bsp24I	27	21	37	2,0,5
VGVB01000001.1	JAENJD010000136.1	CjeI	28	23	124	4,3,13
VGVB01000001.1	JAENJD010000136.1	CjePI	27	22	115	2,1,14
VGVB01000001.1	JAENJD010000136.1	FalI	27	21	6	0,0,3
VGVB01000001.1	JAENJD010000136.1	PpiI	28	21	30	2,2,2
VGVB01000001.1	JAENJD010000136.1	PsrI	27	20	13	0,0,0
SJBG01000001.1	PWOG01000255.1	AlfI	32	26	2	0,1,0
SJBG01000001.1	PWOG01000255.1	BcgI	32	26	2	0,0,0
SJBG01000001.1	PWOG01000255.1	BplI	27	21	2	0,0,0
SJBG01000001.1	PWOG01000255.1	BsaXI	27	21	2	0,1,0
SJBG01000001.1	PWOG01000255.1	Bsp24I	27	21	4	0,0,0
SJBG01000001.1	PWOG01000255.1	CjeI	28	23	9	0,0,1
SJBG01000001.1	PWOG01000255.1	CjePI	27	22	14	0,0,1
SJBG01000001.1	PWOG01000255.1	FalI	27	21	4	0,0,0
SJBG01000001.1	PWOG01000255.1	PpiI	28	21	0	0,1,0
SJBG01000001.1	PWOG01000255.1	PsrI	27	20	1	0,0,0
DSDS01000011.1	PWOG01000255.1	AlfI	32	26	3	0,1,0
DSDS01000011.1	PWOG01000255.1	AloI	27	20	2	0,1,0
DSDS01000011.1	PWOG01000255.1	BcgI	32	26	12	0,0,0
DSDS01000011.1	PWOG01000255.1	BplI	27	21	4	0,0,1
DSDS01000011.1	PWOG01000255.1	BsaXI	27	21	10	1,1,2
DSDS01000011.1	PWOG01000255.1	Bsp24I	27	21	5	0,1,1
DSDS01000011.1	PWOG01000255.1	CjeI	28	23	44	2,3,7
DSDS01000011.1	PWOG01000255.1	CjePI	27	22	31	0,3,5
DSDS01000011.1	PWOG01000255.1	FalI	27	21	4	0,1,1
DSDS01000011.1	PWOG01000255.1	PpiI	28	21	1	0,0,0
VGUH01000001.1	VGVB01000001.1	AlfI	32	26	206	5,14,15
VGUH01000001.1	VGVB01000001.1	AloI	27	20	79	2,8,0
VGUH01000001.1	VGVB01000001.1	BcgI	32	26	631	9,27,40
VGUH01000001.1	VGVB01000001.1	BplI	27	21	74	1,6,6
VGUH01000001.1	VGVB01000001.1	BsaXI	27	21	104	2,7,1
VGUH01000001.1	VGVB01000001.1	Bsp24I	27	21	146	1,5,8
VGUH01000001.1	VGVB01000001.1	CjeI	28	23	381	19,16,22
VGUH01000001.1	VGVB01000001.1	CjePI	27	22	363	7,13,28
VGUH01000001.1	VGVB01000001.1	FalI	27	21	35	2,7,2
VGUH01000001.1	VGVB01000001.1	PpiI	28	21	90	3,12,5
VGUH01000001.1	VGVB01000001.1	PsrI	27	20	31	1,2,2
SCUD01000004.1	VGUH01000001.1	AlfI	32	26	350	7,18,30
SCUD01000004.1	VGUH01000001.1	AloI	27	20	116	1,2,7
SCUD01000004.1	VGUH01000001.1	BcgI	32	26	882	15,27,38
SCUD01000004.1	VGUH01000001.1	BplI	27	21	100	2,5,13
SCUD01000004.1	VGUH01000001.1	BsaXI	27	21	169	2,4,6
SCUD01000004.1	VGUH01000001.1	Bsp24I	27	21	235	2,3,10
SCUD01000004.1	VGUH01000001.1	CjeI	28	23	700	14,20,26
SCUD01000004.1	VGUH01000001.1	CjePI	27	22	703	12,15,40
SCUD01000004.1	VGUH01000001.1	FalI	27	21	39	2,3,9
SCUD01000004.1	VGUH01000001.1	PpiI	28	21	136	3,8,9
SCUD01000004.1	VGUH01000001.1	PsrI	27	20	25	1,4,3
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	AlfI	32	26	2	0,0,0
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	AloI	27	20	2	0,0,0
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	BcgI	32	26	1	2,0,0
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	BplI	27	21	0	0,1,0
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	BsaXI	27	21	2	1,1,0
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	Bsp24I	27	21	1	1,2,0
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	CjeI	28	23	7	5,3,2
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	CjePI	27	22	5	3,4,0
NZ_WTVA01000005.1	NZ_JABBYJ010000001.1	FalI	27	21	1	0,0,0
QCRS01000001.1	QCGF01000001.1	AlfI	32	26	16	0,1,0
QCRS01000001.1	QCGF01000001.1	AloI	27	20	7	1,0,2
QCRS01000001.1	QCGF01000001.1	BcgI	32	26	15	4,1,1
QCRS01000001.1	QCGF01000001.1	BplI	27	21	4	3,0,0
QCRS01000001.1	QCGF01000001.1	BsaXI	27	21	24	3,1,2
QCRS01000001.1	QCGF01000001.1	Bsp24I	27	21	13	4,0,1
QCRS01000001.1	QCGF01000001.1	CjeI	28	23	102	14,6,10
QCRS01000001.1	QCGF01000001.1	CjePI	27	22	123	12,7,3
QCRS01000001.1	QCGF01000001.1	FalI	27	21	41	1,1,3
QCRS01000001.1	QCGF01000001.1	PpiI	28	21	5	2,0,1
QCRS01000001.1	QCGF01000001.1	PsrI	27	20	6	1,0,0
QCFO01000001.1	QCGF01000001.1	AlfI	32	26	3	0,0,0
QCFO01000001.1	QCGF01000001.1	AloI	27	20	6	0,0,0
QCFO01000001.1	QCGF01000001.1	BcgI	32	26	14	1,2,0
QCFO01000001.1	QCGF01000001.1	BplI	27	21	5	3,0,0
QCFO01000001.1	QCGF01000001.1	BsaXI	27	21	24	2,0,1
QCFO01000001.1	QCGF01000001.1	Bsp24I	27	21	26	2,1,1
QCFO01000001.1	QCGF01000001.1	CjeI	28	23	88	13,1,10
QCFO01000001.1	QCGF01000001.1	CjePI	27	22	113	12,3,9
QCFO01000001.1	QCGF01000001.1	FalI	27	21	24	2,1,2
QCFO01000001.1	QCGF01000001.1	PpiI	28	21	8	1,0,0
QCFO01000001.1	QCGF01000001.1	PsrI	27	20	6	1,1,0
QCFO01000001.1	QCRS01000001.1	AlfI	32	26	6	2,0,0
QCFO01000001.1	QCRS01000001.1	AloI	27	20	4	0,0,0
QCFO01000001.1	QCRS01000001.1	BcgI	32	26	11	3,2,0
QCFO01000001.1	QCRS01000001.1	BplI	27	21	4	3,0,0
QCFO01000001.1	QCRS01000001.1	BsaXI	27	21	6	3,1,0
QCFO01000001.1	QCRS01000001.1	Bsp24I	27	21	17	2,2,2
QCFO01000001.1	QCRS01000001.1	CjeI	28	23	69	16,6,8
QCFO01000001.1	QCRS01000001.1	CjePI	27	22	76	16,7,7
QCFO01000001.1	QCRS01000001.1	FalI	27	21	19	2,0,2
QCFO01000001.1	QCRS01000001.1	PpiI	28	21	4	1,0,0
QCFO01000001.1	QCRS01000001.1	PsrI	27	20	4	1,0,0
QCFI01000001.1	QCRS01000001.1	AlfI	32	26	57	3,2,2
QCFI01000001.1	QCRS01000001.1	AloI	27	20	24	0,0,3
QCFI01000001.1	QCRS01000001.1	BcgI	32	26	58	1,1,2
QCFI01000001.1	QCRS01000001.1	BplI	27	21	40	0,0,1
QCFI01000001.1	QCRS01000001.1	BsaXI	27	21	101	4,4,7
QCFI01000001.1	QCRS01000001.1	Bsp24I	27	21	54	2,4,2
QCFI01000001.1	QCRS01000001.1	CjeI	28	23	374	7,20,28
QCFI01000001.1	QCRS01000001.1	CjePI	27	22	425	17,22,21
QCFI01000001.1	QCRS01000001.1	FalI	27	21	176	2,4,5
QCFI01000001.1	QCRS01000001.1	PpiI	28	21	29	0,0,3
QCFI01000001.1	QCRS01000001.1	PsrI	27	20	27	0,1,0
JAFKKQ010000200.1	SHVN01000060.1	AlfI	32	26	88	1,10,9
JAFKKQ010000200.1	SHVN01000060.1	AloI	27	20	35	4,3,4
JAFKKQ010000200.1	SHVN01000060.1	BcgI	32	26	246	9,18,37
JAFKKQ010000200.1	SHVN01000060.1	BplI	27	21	24	2,3,3
JAFKKQ010000200.1	SHVN01000060.1	BsaXI	27	21	41	2,4,4
JAFKKQ010000200.1	SHVN01000060.1	Bsp24I	27	21	58	2,7,15
JAFKKQ010000200.1	SHVN01000060.1	CjeI	28	23	182	3,14,21
JAFKKQ010000200.1	SHVN01000060.1	CjePI	27	22	184	10,25,34
JAFKKQ010000200.1	SHVN01000060.1	FalI	27	21	19	2,4,3
JAFKKQ010000200.1	SHVN01000060.1	PpiI	28	21	33	3,6,5
JAFKKQ010000200.1	SHVN01000060.1	PsrI	27	20	6	2,2,0
VGEP01000001.1	PNAI01000016.1	AlfI	32	26	142	1,9,9
VGEP01000001.1	PNAI01000016.1	AloI	27	20	53	1,4,5
VGEP01000001.1	PNAI01000016.1	BcgI	32	26	410	6,11,15
VGEP01000001.1	PNAI01000016.1	BplI	27	21	40	1,3,3
VGEP01000001.1	PNAI01000016.1	BsaXI	27	21	99	2,4,4
VGEP01000001.1	PNAI01000016.1	Bsp24I	27	21	93	0,2,11
VGEP01000001.1	PNAI01000016.1	CjeI	28	23	243	3,8,20
VGEP01000001.1	PNAI01000016.1	CjePI	27	22	290	3,9,33
VGEP01000001.1	PNAI01000016.1	FalI	27	21	57	3,5,7
VGEP01000001.1	PNAI01000016.1	PpiI	28	21	65	3,4,2
VGEP01000001.1	PNAI01000016.1	PsrI	27	20	24	1,0,2
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	AlfI	32	26	11	1,3,0
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	AloI	27	20	1	0,2,0
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	BcgI	32	26	21	3,3,1
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	BplI	27	21	4	3,0,1
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	BsaXI	27	21	8	1,1,0
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	Bsp24I	27	21	11	3,3,2
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	CjeI	28	23	72	12,13,14
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	CjePI	27	22	55	17,15,15
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	FalI	27	21	20	7,5,0
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	PpiI	28	21	0	2,1,0
NZ_VKKH01000001.1	NZ_JAHKPT010000021.1	PsrI	27	20	3	3,0,1
NZ_BAEN01000076.1	NZ_VKKH01000001.1	AlfI	32	26	6	2,1,0
NZ_BAEN01000076.1	NZ_VKKH01000001.1	AloI	27	20	1	0,1,0
NZ_BAEN01000076.1	NZ_VKKH01000001.1	BcgI	32	26	23	3,1,3
NZ_BAEN01000076.1	NZ_VKKH01000001.1	BplI	27	21	3	1,1,0
NZ_BAEN01000076.1	NZ_VKKH01000001.1	BsaXI	27	21	8	0,2,0
NZ_BAEN01000076.1	NZ_VKKH01000001.1	Bsp24I	27	21	12	3,5,0
NZ_BAEN01000076.1	NZ_VKKH01000001.1	CjeI	28	23	84	13,15,9
NZ_BAEN01000076.1	NZ_VKKH01000001.1	CjePI	27	22	63	18,16,16
NZ_BAEN01000076.1	NZ_VKKH01000001.1	FalI	27	21	17	9,5,3
NZ_BAEN01000076.1	NZ_VKKH01000001.1	PpiI	28	21	1	2,0,0
NZ_BAEN01000076.1	NZ_VKKH01000001.1	PsrI	27	20	13	2,2,0
JAFYHY010000002.1	JAFNPO010000120.1	AlfI	32	26	6	0,0,0
JAFYHY010000002.1	JAFNPO010000120.1	AloI	27	20	1	0,0,0
JAFYHY010000002.1	JAFNPO010000120.1	BcgI	32	26	9	0,0,1
JAFYHY010000002.1	JAFNPO010000120.1	BplI	27	21	4	0,0,0
JAFYHY010000002.1	JAFNPO010000120.1	BsaXI	27	21	4	0,0,0
JAFYHY010000002.1	JAFNPO010000120.1	Bsp24I	27	21	6	0,0,0
JAFYHY010000002.1	JAFNPO010000120.1	CjeI	28	23	27	0,1,1
JAFYHY010000002.1	JAFNPO010000120.1	CjePI	27	22	23	0,0,1
JAFYHY010000002.1	JAFNPO010000120.1	FalI	27	21	3	0,1,1
JAFYHY010000002.1	JAFNPO010000120.1	PpiI	28	21	1	0,0,0
JAFYHY010000002.1	JAFNPO010000120.1	PsrI	27	20	1	1,0,0
JAFNPO010000120.1	JAFRAT010000018.1	AlfI	32	26	225	23,42,42
JAFNPO010000120.1	JAFRAT010000018.1	AloI	27	20	128	25,25,25
JAFNPO010000120.1	JAFRAT010000018.1	BcgI	32	26	676	61,93,129
JAFNPO010000120.1	JAFRAT010000018.1	BplI	27	21	135	10,21,26
JAFNPO010000120.1	JAFRAT010000018.1	BsaXI	27	21	346	51,58,64
JAFNPO010000120.1	JAFRAT010000018.1	Bsp24I	27	21	410	39,65,59
JAFNPO010000120.1	JAFRAT010000018.1	CjeI	28	23	1355	113,186,182
JAFNPO010000120.1	JAFRAT010000018.1	CjePI	27	22	1363	135,188,202
JAFNPO010000120.1	JAFRAT010000018.1	FalI	27	21	121	15,23,23
JAFNPO010000120.1	JAFRAT010000018.1	PpiI	28	21	95	18,27,17
JAFNPO010000120.1	JAFRAT010000018.1	PsrI	27	20	69	18,15,13
JAFYHY010000002.1	JAFRAT010000018.1	AlfI	32	26	6	0,0,0
JAFYHY010000002.1	JAFRAT010000018.1	AloI	27	20	2	0,0,0
JAFYHY010000002.1	JAFRAT010000018.1	BcgI	32	26	7	0,0,0
JAFYHY010000002.1	JAFRAT010000018.1	BplI	27	21	2	1,1,0
JAFYHY010000002.1	JAFRAT010000018.1	BsaXI	27	21	3	0,1,0
JAFYHY010000002.1	JAFRAT010000018.1	Bsp24I	27	21	4	0,1,0
JAFYHY010000002.1	JAFRAT010000018.1	CjeI	28	23	19	0,1,2
JAFYHY010000002.1	JAFRAT010000018.1	CjePI	27	22	20	0,2,1
JAFYHY010000002.1	JAFRAT010000018.1	FalI	27	21	7	0,1,0
JAFYHY010000002.1	JAFRAT010000018.1	PpiI	28	21	2	0,0,0
JAFYHY010000002.1	JAFRAT010000018.1	PsrI	27	20	2	1,0,0
NZ_FNOR01000055.1	NZ_PDBX01000001.1	AlfI	32	26	1778	79,166,248
NZ_FNOR01000055.1	NZ_PDBX01000001.1	AloI	27	20	273	22,38,45
NZ_FNOR01000055.1	NZ_PDBX01000001.1	BcgI	32	26	2988	144,273,353
NZ_FNOR01000055.1	NZ_PDBX01000001.1	BplI	27	21	145	7,10,9
NZ_FNOR01000055.1	NZ_PDBX01000001.1	BsaXI	27	21	446	25,27,29
NZ_FNOR01000055.1	NZ_PDBX01000001.1	Bsp24I	27	21	856	53,76,95
NZ_FNOR01000055.1	NZ_PDBX01000001.1	CjeI	28	23	3599	214,297,337
NZ_FNOR01000055.1	NZ_PDBX01000001.1	CjePI	27	22	3439	218,330,460
NZ_FNOR01000055.1	NZ_PDBX01000001.1	FalI	27	21	430	34,45,53
NZ_FNOR01000055.1	NZ_PDBX01000001.1	PpiI	28	21	156	8,19,23
NZ_FNOR01000055.1	NZ_PDBX01000001.1	PsrI	27	20	139	14,17,17
PNAI01000016.1	NZ_CP007440.1	AlfI	32	26	106	0,9,11
PNAI01000016.1	NZ_CP007440.1	AloI	27	20	29	1,1,2
PNAI01000016.1	NZ_CP007440.1	BcgI	32	26	264	3,12,10
PNAI01000016.1	NZ_CP007440.1	BplI	27	21	28	0,3,5
PNAI01000016.1	NZ_CP007440.1	BsaXI	27	21	50	2,1,1
PNAI01000016.1	NZ_CP007440.1	Bsp24I	27	21	65	0,1,7
PNAI01000016.1	NZ_CP007440.1	CjeI	28	23	167	0,5,14
PNAI01000016.1	NZ_CP007440.1	CjePI	27	22	276	4,10,26
PNAI01000016.1	NZ_CP007440.1	FalI	27	21	32	1,4,7
PNAI01000016.1	NZ_CP007440.1	PpiI	28	21	30	0,4,2
PNAI01000016.1	NZ_CP007440.1	PsrI	27	20	9	0,0,2
SHVN01000060.1	NZ_CP007440.1	AlfI	32	26	697	26,40,71
SHVN01000060.1	NZ_CP007440.1	AloI	27	20	260	6,23,24
SHVN01000060.1	NZ_CP007440.1	BcgI	32	26	1881	57,120,201
SHVN01000060.1	NZ_CP007440.1	BplI	27	21	215	14,20,19
SHVN01000060.1	NZ_CP007440.1	BsaXI	27	21	472	10,24,22
SHVN01000060.1	NZ_CP007440.1	Bsp24I	27	21	461	16,44,53
SHVN01000060.1	NZ_CP007440.1	CjeI	28	23	1234	40,100,136
SHVN01000060.1	NZ_CP007440.1	CjePI	27	22	1714	44,130,168
SHVN01000060.1	NZ_CP007440.1	FalI	27	21	254	16,24,39
SHVN01000060.1	NZ_CP007440.1	PpiI	28	21	311	17,29,37
SHVN01000060.1	NZ_CP007440.1	PsrI	27	20	78	1,8,12
NZ_PDBX01000001.1	DCSW01000110.1	AlfI	32	26	261	4,19,25
NZ_PDBX01000001.1	DCSW01000110.1	AloI	27	20	50	6,11,5
NZ_PDBX01000001.1	DCSW01000110.1	BcgI	32	26	441	13,32,45
NZ_PDBX01000001.1	DCSW01000110.1	BplI	27	21	20	0,2,1
NZ_PDBX01000001.1	DCSW01000110.1	BsaXI	27	21	60	2,6,6
NZ_PDBX01000001.1	DCSW01000110.1	Bsp24I	27	21	118	2,13,14
NZ_PDBX01000001.1	DCSW01000110.1	CjeI	28	23	490	16,47,64
NZ_PDBX01000001.1	DCSW01000110.1	CjePI	27	22	459	17,54,71
NZ_PDBX01000001.1	DCSW01000110.1	FalI	27	21	74	5,4,8
NZ_PDBX01000001.1	DCSW01000110.1	PpiI	28	21	35	1,4,3
NZ_PDBX01000001.1	DCSW01000110.1	PsrI	27	20	28	3,4,4
NZ_CP009962.1	NZ_CP013234.1	AlfI	32	26	2172	84,190,289
NZ_CP009962.1	NZ_CP013234.1	AloI	27	20	317	35,47,46
NZ_CP009962.1	NZ_CP013234.1	BcgI	32	26	3520	168,275,421
NZ_CP009962.1	NZ_CP013234.1	BplI	27	21	174	12,9,9
NZ_CP009962.1	NZ_CP013234.1	BsaXI	27	21	663	41,32,31
NZ_CP009962.1	NZ_CP013234.1	Bsp24I	27	21	1291	64,111,111
NZ_CP009962.1	NZ_CP013234.1	CjeI	28	23	5278	251,394,441
NZ_CP009962.1	NZ_CP013234.1	CjePI	27	22	4990	282,431,541
NZ_CP009962.1	NZ_CP013234.1	FalI	27	21	565	38,51,57
NZ_CP009962.1	NZ_CP013234.1	PpiI	28	21	203	17,15,14
NZ_CP009962.1	NZ_CP013234.1	PsrI	27	20	197	13,18,29
NZ_FOQI01000043.1	NZ_FOLC01000061.1	AlfI	32	26	1797	90,212,291
NZ_FOQI01000043.1	NZ_FOLC01000061.1	AloI	27	20	269	29,62,47
NZ_FOQI01000043.1	NZ_FOLC01000061.1	BcgI	32	26	3058	154,327,383
