query	reference	ani	ani_uniform	af_query	af_reference	std_err
NZ_JIAL01000001.1	NZ_LMUM01000038.1	84.6385	90.8167	0.0044	0.0030	0.74960
JAATFH010000434.1	JABDHA010000001.1	88.6147	88.6147	0.0222	0.0268	0.32377
NZ_CP060394.1	JAATFH010000434.1	85.0842	86.2999	0.0648	0.0735	0.20676
NZ_LMDB01000001.1	NZ_FOOF01000061.1	90.4006	91.7452	0.8103	0.8580	0.03700
NZ_LMDB01000001.1	NZ_WKJJ01000010.1	79.1008	84.5494	0.3237	0.2615	0.10980
VMFZ01000024.1	MHSA01000001.1	88.8873	88.8873	0.0045	0.0043	2.22058
NZ_LMEC01000001.1	NZ_LMDJ01000001.1	91.0974	92.5682	0.8456	0.8901	0.03517
NZ_JABWEB010000001.1	NZ_JACHXD010000001.1	93.7181	94.6731	0.8242	0.8681	0.02985
DATY01000014.1	CACJKA010000001.1	85.9482	86.8709	0.6593	0.8140	0.13703
JABIKU010000034.1	DADI01000078.1	98.4293	98.4293	0.0009	0.0010	0.89968
MEOL01000001.1	DJVY01000037.1	89.6437	91.9073	0.0042	0.0048	0.65252
PHDN01000043.1	MEOL01000001.1	95.1055	95.6137	0.8354	0.7740	0.03403
PCUL01000102.1	MEOL01000001.1	94.3055	94.8781	0.6729	0.6994	0.03876
JADHRW010000015.1	DUAE01000001.1	60.9129	86.3796	0.0279	0.0274	0.71583
NZ_JACHXS010000001.1	NZ_CP038026.1	81.9828	86.1594	0.5672	0.7450	0.06979
PAXL01000078.1	PBWH01000024.1	60.4718	84.1160	0.1966	0.1928	0.16197
DUAE01000001.1	DAJO01000034.1	99.2857	99.2857	0.0006	0.0008	0.71173
DANB01000016.1	JABIKU010000034.1	79.9843	79.9843	0.0141	0.0128	1.80122
JAFGMJ010000022.1	JACVJB010000001.1	89.3623	89.3623	0.0044	0.0047	1.46213
NZ_CP015363.1	DAUP01000108.1	82.7209	89.3289	0.0543	0.0672	0.40656
DAUP01000108.1	NC_021592.1	71.2066	90.4255	0.1003	0.0815	0.29218
DDIN01000004.1	NZUJ01000119.1	78.8832	88.8398	0.0356	0.0358	0.33181
NHBK01000021.1	NZUJ01000119.1	77.7410	83.2293	0.0791	0.0826	0.33862
NZ_ATVJ01000001.1	NHBK01000021.1	70.1834	80.6743	0.7517	0.7145	0.14393
NZLU01000002.1	NZ_ATVJ01000001.1	71.2411	78.1576	0.3472	0.3920	0.25455
NHBK01000021.1	PBNO01000001.1	62.6089	82.9809	0.6626	0.6158	0.12073
SCQS01000014.1	JAFEEJ010000100.1	83.7114	85.9902	0.0507	0.0681	0.32268
JAFEDX010000100.1	MKWP01000001.1	84.3112	87.8176	0.5846	0.5175	0.08468
JAFEEJ010000100.1	MKWP01000001.1	87.0112	88.3255	0.0996	0.0750	0.23056
JAFEDX010000100.1	JAGWZT010000495.1	88.3889	89.1651	0.1276	0.1540	0.15633
SCQS01000014.1	SCQU01000006.1	82.5222	84.5127	0.2645	0.3156	0.16188
DUVO01000284.1	DUTA01000020.1	88.4067	88.4067	0.0999	0.1342	0.28766
DUTA01000020.1	LFSN01000011.1	86.9680	87.9939	0.4526	0.3073	0.17299
DTKJ01000055.1	DTMF01000312.1	86.6541	86.6541	0.0083	0.0064	0.95149
DTGR01000049.1	DTKJ01000055.1	86.9340	86.9340	0.0047	0.0068	1.01225
JAFTTI010000023.1	JAFXHL010000016.1	92.3715	93.6965	0.6586	0.6477	0.09199
DTMF01000312.1	DTGR01000049.1	87.0620	87.8391	0.1074	0.1049	0.22241
SVNT01000005.1	JAGAJQ010000053.1	90.5900	90.5900	0.0076	0.0072	0.92396
JAGAJQ010000053.1	JAFTTI010000023.1	92.2901	93.3374	0.4810	0.5104	0.10510
DVHG01000017.1	USLQ01000001.1	90.1937	90.1937	0.0760	0.1077	0.23376
CADBPF010000001.1	JAFQUW010000055.1	NaN	NaN	0.0000	0.0000	NaN
JAFYLE010000135.1	CADBPF010000001.1	87.0097	87.0097	0.0090	0.0072	1.46455
NZ_JAASQL010000001.1	NZ_JAATJG010000001.1	84.4208	87.3947	0.7123	0.7327	0.09931
SBFT01000005.1	JAGYKE010000002.1	88.9589	89.8372	0.2880	0.2167	0.12373
NZ_CP014224.1	NZ_FQXQ01000001.1	85.4314	88.2234	0.6572	0.7715	0.09952
NZ_JAATJG010000001.1	NZ_FQXQ01000001.1	84.2213	86.1444	0.4427	0.4776	0.14016
NZ_FQXQ01000001.1	NZ_JAASQL010000001.1	82.1669	85.9550	0.4126	0.3891	0.15271
JAHLFG010000049.1	JADINH010000044.1	88.3630	88.3630	0.0279	0.0235	0.50258
DBOM01000050.1	QMOQ01000001.1	92.9292	92.9292	0.4793	0.6624	0.11559
JAHLFG010000049.1	DVOQ01000007.1	83.9850	88.2599	0.0100	0.0080	0.83831
JADINH010000044.1	DVOQ01000007.1	89.1232	89.1232	0.0073	0.0072	0.80411
DTMM01000082.1	NC_018649.1	74.6013	80.4407	0.1317	0.1182	0.43810
MFMW01000001.1	PFHP01000028.1	90.9689	90.9689	0.3311	0.3613	0.22790
NZ_JPXX01000001.1	NZ_JTJR01000001.1	82.2846	88.0690	0.1472	0.1397	0.24781
NZ_KB903667.1	NZ_JTJL01000001.1	85.3230	88.9458	0.1045	0.1000	0.26698
NZ_JTJR01000001.1	NZ_JTJL01000001.1	83.5252	87.1923	0.5023	0.4896	0.13430
CAIMSF010000001.1	DMTN01000027.1	89.1721	90.6058	0.5337	0.5616	0.10356
DTMM01000082.1	NZ_JPGK01000001.1	75.9916	80.2521	0.1454	0.1281	0.42326
MGMS01000001.1	CAISEW010000001.1	84.3439	86.0589	0.4758	0.5593	0.14161
NZ_QREG01000001.1	NZ_LR734814.1	66.5117	82.1979	0.0306	0.0350	0.48934
JAEKFU010000620.1	JABDJG010000172.1	86.8810	86.8810	0.0071	0.0087	0.64696
NZ_LR734814.1	PBTY01000089.1	94.3210	95.4467	0.0017	0.0014	0.56913
NKIM01000047.1	NZ_CP013692.1	81.7216	86.2326	0.3588	0.3739	0.10359
CAIJIT010000001.1	NZ_QAJN01000001.1	85.2681	85.2681	0.0369	0.0359	0.32256
NZ_CP013692.1	NZ_QAJN01000001.1	81.2809	86.6286	0.6498	0.6749	0.07600
SCOI01000010.1	JADMJQ010000182.1	84.4343	86.7457	0.1326	0.1422	0.15826
NZ_QAJN01000001.1	NKIM01000047.1	79.6596	85.6832	0.4134	0.4136	0.09737
NZ_WEIO01000001.1	NZ_NQYC01000001.1	77.2267	82.9287	0.3670	0.3017	0.17720
NZ_NQYC01000001.1	NZ_MAYT01000001.1	77.3767	84.6108	0.6148	0.6650	0.10459
NZ_WEIO01000001.1	NZ_MAYT01000001.1	78.1846	83.6597	0.3535	0.3216	0.16990
JAFXDI010000044.1	JAFYPQ010000002.1	83.9218	85.8965	0.4103	0.4444	0.17659
JADIMW010000035.1	JAFYRT010000063.1	83.9281	83.9281	0.0049	0.0049	1.97491
JAGBHI010000070.1	JAFYRT010000063.1	85.3286	87.0118	0.2183	0.2074	0.23615
SUXK01000015.1	JAFXDI010000044.1	92.9857	94.2542	0.8256	0.7601	0.06395
DQHR01000176.1	RPRQ01000160.1	83.9788	86.7873	0.0562	0.0311	0.37999
JABFRB010000019.1	DQHR01000176.1	87.5161	87.5161	0.0112	0.0216	0.52362
JACABB010000001.1	DQHR01000176.1	87.0472	87.0472	0.0117	0.0215	0.54692
RPRQ01000160.1	JABFRB010000019.1	84.8748	87.7630	0.0372	0.0345	0.32103
JAGBHI010000070.1	JAFQBL010000025.1	88.8924	89.6252	0.1476	0.1645	0.21850
NZ_JACHVA010000142.1	DGMY01000004.1	79.3197	86.1480	0.0422	0.0540	0.28491
REDU01000051.1	SKSP01000255.1	87.7377	88.7897	0.1943	0.1759	0.11930
JAFVUF010000027.1	JAFVTO010000236.1	87.1431	87.1431	0.0056	0.0043	1.75255
SVSQ01000078.1	JAFVTO010000236.1	NaN	NaN	0.0000	0.0000	NaN
JAFVUF010000027.1	SVSQ01000078.1	92.5802	92.5802	0.0034	0.0025	1.01028
NZ_CP043427.1	JAGBJQ010000022.1	NaN	NaN	0.0000	0.0000	NaN
JAGPGE010000812.1	JABUFB010000001.1	90.0141	90.2111	0.6379	0.6108	0.04789
CP051247.1	NC_015174.1	86.1319	90.3337	0.0095	0.0102	0.40286
JAESQE010000011.1	CP051247.1	97.6483	97.6483	0.0005	0.0004	1.04456
JAESQE010000011.1	NZ_SJPG01000001.1	97.1311	97.1311	0.0004	0.0003	1.06866
NZ_KE340326.1	CAJPRT010000001.1	NaN	NaN	0.0000	0.0000	NaN
CP051247.1	JACTNB010000019.1	94.6803	94.6803	0.0005	0.0006	1.30646
NZ_SJPG01000001.1	JACTNB010000019.1	81.4489	89.5652	0.0014	0.0018	1.19998
JAAYFN010000053.1	NZ_VWSJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAJPSJ010000001.1	NZ_CP012196.1	94.3613	95.1274	0.7122	0.6205	0.06746
PBOG01000001.1	PAQH01000001.1	86.0013	86.9819	0.5739	0.7462	0.05297
CAJPSJ010000001.1	JAAYPR010000023.1	NaN	NaN	0.0000	0.0000	NaN
WGAE01000001.1	QNZT01000053.1	88.6931	88.6931	0.0078	0.0098	1.03352
OMYN01000042.1	ONYR01000392.1	NaN	NaN	0.0000	0.0000	NaN
NRJH01000001.1	NRJG01000001.1	90.2437	92.1115	0.0270	0.0249	0.42747
NRJF01000001.1	NRJG01000001.1	87.2720	90.7476	0.0321	0.0286	0.48300
JAFZQZ010000011.1	OMYN01000042.1	84.3983	84.3983	0.0051	0.0073	1.31528
JAFRZE010000038.1	OMYN01000042.1	83.9962	83.9962	0.0055	0.0073	1.30703
NRHC01000001.1	NRJH01000001.1	81.0789	87.9835	0.1238	0.1244	0.32071
NRJF01000001.1	NRHC01000001.1	89.1003	92.0459	0.0308	0.0297	0.42475
CACZRP010000001.1	JAFRZE010000038.1	80.6066	83.4782	0.0734	0.0627	0.41074
DFNY01000167.1	NZ_HE978641.1	84.3456	87.5855	0.0572	0.0472	0.28803
SKJK01000277.1	JAAYDD010000033.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JACXAD010000010.1	NZ_FWWW01000123.1	82.8329	86.3469	0.0190	0.0199	0.46200
NZ_WQKZ01000001.1	NZ_JABKAV010000001.1	82.7145	86.0749	0.0286	0.0384	0.38734
NZ_JAFFQA010000100.1	NZ_CP021255.1	95.0571	95.0571	0.0007	0.0027	1.00251
JACPNL010000002.1	MGKI01000001.1	NaN	NaN	0.0000	0.0000	NaN
MGKI01000001.1	MGJU01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_SRII01000010.1	NZ_JAHLZZ010000001.1	84.5870	87.4072	0.0843	0.1076	0.20228
NZ_JAGETX010000100.1	NZ_JAELXR010000010.1	84.1095	87.2387	0.0418	0.0396	0.28137
WJMK01000006.1	JAFGCC010000015.1	NaN	NaN	0.0000	0.0000	NaN
NC_014972.1	JAAYIE010000040.1	87.0603	87.0603	0.0035	0.0046	1.06881
WRKE01000001.1	JAAYIE010000040.1	NaN	NaN	0.0000	0.0000	NaN
WJMN01000019.1	CAIKOA010000001.1	97.9167	97.9167	0.0008	0.0007	1.19022
NZ_BMHT01000001.1	NZ_LATM01000001.1	87.0680	87.0680	0.0143	0.0130	0.49030
WJMK01000006.1	WJMN01000019.1	67.5852	83.6838	0.1917	0.2040	0.40886
JAFGCC010000015.1	WJMN01000019.1	NaN	NaN	0.0000	0.0000	NaN
NC_014972.1	JAGODN010000066.1	89.2557	89.7694	0.0426	0.0599	0.25465
PFCO01000002.1	JACQLG010000030.1	NaN	NaN	0.0000	0.0000	NaN
NVWI01000014.1	DHZH01000008.1	80.2317	80.2317	0.0522	0.0583	0.68259
JAFVFO010000043.1	SUTT01000005.1	87.0622	87.0622	0.0054	0.0051	1.83482
JACDGB010000337.1	JACDAR010000115.1	87.4310	90.0431	0.0598	0.0540	0.24105
JAFTXY010000005.1	CADBOZ010000001.1	93.3172	93.3172	0.0014	0.0011	1.91525
JAFQOV010000004.1	JAFQHZ010000007.1	88.5635	88.5635	0.0582	0.0549	0.44211
CADBOZ010000001.1	JAFQHZ010000007.1	NaN	NaN	0.0000	0.0000	NaN
JACDAR010000115.1	JACCTS010000171.1	88.6960	89.0322	0.1918	0.1553	0.13714
NZ_VMNK01000034.1	NZ_CP048836.1	79.2720	84.6230	0.3715	0.3824	0.12557
NZ_VMNI01000019.1	NZ_VMNK01000034.1	95.0173	95.8381	0.8156	0.8430	0.03014
NZ_CP048836.1	QQUN01000033.1	81.8810	86.0563	0.4271	0.4218	0.10634
CP071321.1	QQUN01000033.1	78.0488	83.5961	0.2823	0.3102	0.14350
CAJBIG010000001.1	WLNG01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAJBIG010000001.1	WLOQ01000001.1	90.6114	90.6114	0.0071	0.0046	0.90187
CAJBXY010000001.1	WLNV01000001.1	89.5355	89.9164	0.2065	0.1893	0.17418
CP071321.1	NZ_JAEKFT010000023.1	79.3144	84.1806	0.3043	0.2753	0.13203
WFTK01000001.1	WFWP01000001.1	NaN	NaN	0.0000	0.0000	NaN
NC_014041.1	NZ_FOKV01000030.1	83.2473	86.2277	0.5694	0.6846	0.09572
CAIJLJ010000001.1	CAJBXY010000001.1	87.8844	88.3477	0.2693	0.3293	0.15135
WLNV01000001.1	JADGPM010000002.1	76.1993	89.4645	0.0027	0.0016	1.57893
NZ_FNQH01000023.1	NZ_FOQC01000108.1	88.4390	90.3764	0.6920	0.7373	0.07019
NZ_QBLC01000001.1	MUZD01000001.1	91.7283	92.9909	0.8870	0.5980	0.06403
MUZD01000001.1	NZ_FONM01000044.1	91.8293	93.3114	0.8261	0.8382	0.05061
NZ_QBLC01000001.1	NZ_FOTD01000052.1	73.6767	83.9910	0.3884	0.2555	0.21294
NZ_PXZT01000010.1	NZ_FNQH01000023.1	92.0883	93.3239	0.8269	0.8375	0.05202
DPJB01000034.1	DDBN01000009.1	80.8856	84.8634	0.1227	0.1515	0.24955
JACPES010000004.1	JACRNH010000010.1	80.8145	80.8145	0.3775	0.2991	0.44951
DSKS01000001.1	DTKM01000033.1	92.2976	92.8370	0.8821	0.8964	0.04979
DTGS01000167.1	DTKM01000033.1	81.2522	86.6756	0.0205	0.0213	0.56992
PWTL01000032.1	PXEP01000191.1	65.4178	84.5022	0.0271	0.0207	0.79274
DTGS01000167.1	DSKS01000001.1	87.0701	87.0701	0.0123	0.0114	0.67730
CAININ010000001.1	JADGOF010000135.1	90.2498	90.2498	0.0073	0.0073	0.56029
NZ_CP032157.1	NZ_JAARML010000020.1	78.0100	83.0109	0.5529	0.5354	0.09012
CAIQOJ010000001.1	JADGOI010000150.1	83.2366	83.2366	0.0184	0.0192	0.69393
CAININ010000001.1	JADGOI010000150.1	88.0422	88.0422	0.0042	0.0039	0.81409
PLSY01000352.1	JADGOI010000150.1	86.5964	86.5964	0.0012	0.0023	1.45076
JAFXJK010000025.1	SVLF01000041.1	97.2891	97.2891	0.0104	0.0042	0.40696
PKXA01000080.1	PLSY01000352.1	82.3979	85.7130	0.0179	0.0133	0.46628
JAFQVE010000226.1	JAFQSU010000013.1	94.3366	94.3366	0.0136	0.0262	0.32293
JAFYPW010000012.1	JAFQSU010000013.1	86.7986	86.7986	0.0428	0.0315	0.65657
JAFXJK010000025.1	JAFQSU010000013.1	89.6222	89.6222	0.0103	0.0073	0.88936
JAFSIZ010000081.1	JAFYPW010000012.1	89.7631	89.7631	0.0017	0.0026	1.55666
MKTW01000001.1	JAGODE010000169.1	86.7201	86.7201	0.0039	0.0045	0.89516
SDZZ01000565.1	SEAD01000267.1	86.0842	86.0842	0.1045	0.0996	0.19535
MKTW01000001.1	QFQQ01000157.1	77.8325	82.2676	0.2384	0.1983	0.18736
SEAD01000267.1	QFQQ01000157.1	86.0777	86.0777	0.0010	0.0007	1.75090
MKTY01000001.1	QFQQ01000157.1	84.9787	84.9787	0.0231	0.0180	0.47586
MUCI01000001.1	VFHF01000001.1	85.7524	85.7524	0.0860	0.0585	0.33661
VFHG01000001.1	MUCI01000001.1	86.9299	86.9299	0.0318	0.0403	0.41749
NVWX01000016.1	DCWQ01000073.1	80.6835	85.3318	0.5759	0.6343	0.10091
PBMF01000001.1	PCAH01000003.1	83.7485	83.7485	0.0878	0.0813	0.34424
JABMNL010000014.1	NVWX01000016.1	80.6125	81.9092	0.3208	0.2931	0.18593
NZ_CP007034.1	NZ_NFHZ01000001.1	85.6576	88.4108	0.6837	0.7346	0.08055
NZ_NFJR01000001.1	DXDM01000010.1	87.6330	89.3165	0.5725	0.6991	0.08086
NZ_JH815203.1	DXFL01000003.1	77.4330	83.6774	0.2388	0.3175	0.22640
DXFL01000003.1	NZ_CP007034.1	78.3459	84.7819	0.5711	0.4920	0.14360
NZ_JH815203.1	NZ_NFJR01000001.1	61.6015	87.7274	0.1360	0.1497	0.21934
NZ_JQMG01000001.1	CAIRBH010000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_MCVI01000001.1	NZ_JACJFI010000100.1	87.3273	89.6110	0.0291	0.0276	0.30309
NZ_UGYM01000002.1	NZ_CP071501.1	82.0987	88.2343	0.0089	0.0114	0.58181
PERG01000001.1	NZ_KB913035.1	99.8932	99.9028	0.0426	0.0352	0.02508
NZ_AFOZ01000047.1	NZ_BMOT01000001.1	86.8773	88.8057	0.0168	0.0191	0.45755
CAIRXI010000001.1	NCHI01000206.1	81.9893	90.0847	0.0162	0.0134	0.75691
NZ_CP034073.1	NZ_NIJM01000100.1	89.0436	89.0436	0.0066	0.0077	0.67935
NZ_JAESVD010000001.1	NZ_MPHK01000001.1	80.8302	87.6490	0.0370	0.0376	0.30623
CAINWC010000001.1	CAILXF010000001.1	89.7192	89.7192	0.0046	0.0071	1.25823
SXVG01000040.1	MHBU01000001.1	NaN	NaN	0.0000	0.0000	NaN
PASL01000001.1	PAOV01000039.1	84.5861	86.2116	0.5679	0.5522	0.21503
PAXI01000001.1	PASL01000001.1	87.6470	89.8344	0.8766	0.9024	0.12246
PAXI01000001.1	PBVQ01000007.1	92.7218	93.8732	0.9127	0.9342	0.08493
PUKG01000197.1	PWFS01000145.1	75.2554	86.8374	0.0115	0.0098	0.93504
QENA01000001.1	QENC01000001.1	83.0148	94.7421	0.0034	0.0047	0.98928
QEND01000001.1	QENC01000001.1	96.3296	96.3296	0.0050	0.0047	0.72975
PWFS01000145.1	PWGV01000121.1	87.5291	89.0027	0.0258	0.0204	0.47839
QENB01000001.1	QEND01000001.1	95.5681	95.5681	0.0031	0.0041	0.84297
PWGV01000121.1	PUNE01000129.1	66.9430	86.1144	0.2804	0.2851	0.16396
PWFS01000145.1	PUNE01000129.1	90.8929	95.4000	0.0491	0.0339	0.20001
QENA01000001.1	QENB01000001.1	83.8048	83.8048	0.2079	0.2371	0.33581
JAGCTA010000236.1	CAAGGB010000001.1	92.5051	92.5051	0.0004	0.0005	1.25589
SDNL01000034.1	SHMU01000001.1	NaN	NaN	0.0000	0.0000	NaN
SDNL01000034.1	JAEOUA010000003.1	NaN	NaN	0.0000	0.0000	NaN
WJIS01000123.1	SDNL01000034.1	NaN	NaN	0.0000	0.0000	NaN
WJIN01000103.1	SDNL01000034.1	NaN	NaN	0.0000	0.0000	NaN
WJIN01000103.1	WJIS01000123.1	90.4687	91.5670	0.0097	0.0115	0.44007
RDDZ01000117.1	NZ_CP061770.1	84.4081	87.4007	0.5206	0.5446	0.10467
NZ_SGXI01000001.1	NZ_VRTZ01000001.1	83.1171	85.8986	0.6772	0.7304	0.09548
NZ_CP032630.1	QFQR01000001.1	85.8801	88.7765	0.6805	0.6160	0.07706
NZ_VRTZ01000001.1	RDDZ01000117.1	84.2893	87.3713	0.4552	0.4880	0.10538
NZ_CP059987.1	MKVM01000001.1	87.5728	89.6059	0.8018	0.8062	0.06691
NZ_JAAVTY010000100.1	PSRO01000026.1	90.8050	90.8050	0.4937	0.5756	0.12542
NZ_JAACYT010000006.1	NZ_JAAVTY010000100.1	92.0739	92.2017	0.6518	0.6185	0.09948
MGZB01000001.1	JAHJDE010000129.1	88.0768	89.2364	0.2421	0.2441	0.11757
NZ_JAACYT010000006.1	NZ_CAAJGQ010000001.1	88.9892	89.3632	0.8756	0.7922	0.11144
NZ_JAAVTY010000100.1	NZ_CAAJGQ010000001.1	91.2547	91.2547	0.6078	0.5466	0.11009
NZ_SMAF01000001.1	DDTN01000052.1	82.8621	85.8340	0.1784	0.1834	0.18048
VAFM01000001.1	QFOU01000079.1	70.5876	84.9465	0.1426	0.1752	0.31026
CAJUDM010000001.1	CAJTNC010000001.1	84.7234	86.0560	0.0779	0.1073	0.27244
SVFS01000074.1	JAAUZC010000001.1	NaN	NaN	0.0000	0.0000	NaN
CAJTNC010000001.1	JAAUZC010000001.1	82.7536	85.3380	0.1588	0.1430	0.24432
QFOU01000079.1	DIUO01000015.1	88.7674	88.7674	0.0056	0.0070	1.15884
SVFS01000074.1	CAJTPM010000001.1	54.2528	86.8581	0.0032	0.0019	1.81861
RAZE01000010.1	CAJTPM010000001.1	82.7264	86.1395	0.1516	0.1463	0.19738
CACUVI010000001.1	JACRJC010000016.1	81.9701	86.3221	0.4788	0.6082	0.10684
PDZW01000064.1	JACRJC010000016.1	82.5687	86.1391	0.2917	0.3112	0.15472
CACUVI010000001.1	PDZW01000064.1	80.0039	85.0620	0.3617	0.4342	0.13950
JADFZV010000010.1	PDZW01000064.1	94.7103	95.8402	0.7226	0.8590	0.03732
NZ_VNHP01000008.1	DTIN01000034.1	92.0323	92.0323	0.8988	0.8590	0.07915
CACUVI010000001.1	JADGAX010000010.1	90.5924	92.6717	0.8245	0.8439	0.04805
DUKA01000186.1	VGJH01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFEGF010000099.1	JAFEGU010000100.1	92.7796	93.1048	0.6191	0.6447	0.05704
DUKA01000186.1	JAFGHP010000090.1	NaN	NaN	0.0000	0.0000	NaN
MEZF01000001.1	DUKA01000186.1	88.2371	88.2371	0.0210	0.0257	0.52580
JADGNG010000013.1	DUKA01000186.1	87.6308	87.6308	0.1417	0.1282	0.23990
JAACSN010000012.1	DOCA01000216.1	88.1436	88.1436	0.1957	0.1709	0.26180
JAFEGF010000099.1	JAFEGV010000100.1	86.6877	87.4629	0.2851	0.3083	0.13981
JADGNG010000013.1	MEZF01000001.1	85.2090	85.2090	0.0687	0.0479	0.44639
NZ_JAGGJP010000001.1	NZ_KE557318.1	80.2743	84.2981	0.1314	0.1580	0.26423
NZ_VDFU01000104.1	NZ_KE557318.1	80.7416	83.7157	0.0699	0.0997	0.30839
NZ_VDFU01000104.1	NZ_WYDP01000001.1	78.9609	84.0328	0.0900	0.1288	0.26174
JAAYAJ010000028.1	JAFGSS010000003.1	89.3857	90.4807	0.5955	0.5622	0.08159
JAFGSS010000003.1	JAAYCX010000001.1	94.0447	94.7337	0.8580	0.7508	0.04303
NZ_KK088521.1	NZ_VDFU01000104.1	82.7565	85.9980	0.3624	0.3706	0.11257
NZ_SDDX01000001.1	CP018628.1	89.2143	91.4215	0.8395	0.8907	0.04700
DFNH01000033.1	JACUUW010000173.1	87.2947	87.2947	0.0269	0.0253	0.59509
VAUL01000066.1	VEPG01000085.1	85.0323	87.7318	0.4237	0.4660	0.11569
LR134135.1	NZ_SDDX01000001.1	84.0855	87.8854	0.8143	0.8108	0.06499
JACUUW010000173.1	MPOA01000001.1	87.7329	87.7329	0.0567	0.0689	0.36209
NC_009436.1	LR134135.1	93.9534	94.6821	0.8471	0.9210	0.03408
WJYB01000001.1	LR134135.1	83.4473	87.6494	0.8104	0.8309	0.06623
NZ_SDDX01000001.1	NZ_CP015774.2	82.3090	86.8390	0.7943	0.8339	0.07064
NZ_CP038241.1	NZ_CP038017.1	94.1038	95.1484	0.8877	0.9511	0.06924
NZ_FXLO01000009.1	CP046522.1	79.6941	84.1169	0.2104	0.1554	0.29486
CACZGZ010000001.1	ONAY01000054.1	84.1558	89.5328	0.0560	0.0549	0.36629
JAFPXY010000027.1	ONAY01000054.1	87.7853	87.7853	0.0561	0.0640	0.34926
NC_011729.1	NC_014501.1	85.1794	88.0020	0.0900	0.0721	0.19246
JAEEOX010000039.1	JAFPXY010000027.1	90.8209	90.8209	0.0232	0.0174	0.44618
CP046522.1	NZ_LHUR01000001.1	82.8059	82.8059	0.1783	0.1763	0.29329
WTFX01000002.1	VYDH01000011.1	89.8104	92.1054	0.7822	0.8258	0.04853
NZ_PVXN01000001.1	NZ_CP063965.1	83.7494	83.7494	0.1567	0.1439	0.34104
NZ_FXLO01000009.1	NZ_CP063965.1	83.3967	86.7558	0.7884	0.7554	0.12453
NC_015425.1	NZ_CP063965.1	95.6529	96.3138	0.8226	0.8715	0.04723
CACZGZ010000001.1	CAJOKT010000001.1	84.5677	87.7159	0.0527	0.0476	0.44604
DTMX01000001.1	JACAEJ010000031.1	85.5892	85.5892	0.0190	0.0236	0.86793
JAEEOX010000039.1	CACZGZ010000001.1	88.5445	88.5445	0.0210	0.0203	0.57259
NZ_CP045483.1	QEFN01000001.1	95.2095	95.4642	0.3241	0.6419	0.08462
SVQW01000007.1	JAFSGN010000005.1	86.7426	86.7426	0.0134	0.0207	0.86646
NZ_VOSC01000019.1	NZ_CP019389.1	81.7507	84.5725	0.4651	0.4534	0.16492
NZ_VRKQ01000004.1	NZ_QRDX01000001.1	81.2281	84.3515	0.2309	0.2830	0.20659
NZ_VRKQ01000004.1	NZ_SMZJ02000001.1	82.1622	83.9777	0.2903	0.3495	0.18741
ONPN01000094.1	JAFPWF010000036.1	92.1745	92.1745	0.0056	0.0055	0.53288
NZ_ATVH01000001.1	NZ_JMLV01000001.1	85.9220	89.1971	0.8410	0.8429	0.05871
JAFUUR010000059.1	JAGAFT010000109.1	89.4988	89.4988	0.0103	0.0083	0.66078
NZ_CP019389.1	NZ_VRKQ01000004.1	80.2562	84.5619	0.2773	0.2376	0.20646
ONNS01000155.1	JAFQZI010000029.1	88.0860	88.0860	0.0022	0.0019	1.29087
CACXDT010000001.1	JAFSNA010000027.1	90.8652	90.8652	0.0018	0.0019	1.38201
JAFPWF010000036.1	JAFQQV010000016.1	92.4535	92.4535	0.0007	0.0010	1.37029
MTMG01000017.1	QMVI01000001.1	94.4485	94.5578	0.5692	0.8963	0.07263
PWIL01000015.1	PWLE01000002.1	NaN	NaN	0.0000	0.0000	NaN
JAFXJJ010000037.1	SVBO01000044.1	80.9469	89.3618	0.0074	0.0090	1.05878
PWLE01000002.1	PXDA01000008.1	84.3628	91.4119	0.0531	0.0569	0.68505
PWIL01000015.1	PXDA01000008.1	99.9999	99.9999	0.0026	0.0051	4.64739
SBHI01000009.1	CP053449.1	88.6822	89.8660	0.7157	0.6124	0.09528
SKHU01000070.1	CP053449.1	89.4774	89.4774	0.0150	0.0119	0.68672
CACXCH010000001.1	JAFWNQ010000004.1	NaN	NaN	0.0000	0.0000	NaN
CACXCH010000001.1	DGSM01000059.1	NaN	NaN	0.0000	0.0000	NaN
USTA01000001.1	CACXCH010000001.1	NaN	NaN	0.0000	0.0000	NaN
QHUL01000043.1	QHUR01000043.1	93.2729	93.6030	0.5895	0.8589	0.05605
NZ_FOVE01000040.1	JAGTRM010000020.1	86.5893	87.9127	0.0844	0.0682	0.23391
JAFWMA010000016.1	JABCOX020000001.1	NaN	NaN	0.0000	0.0000	NaN
DVMH01000006.1	JAFQHB010000031.1	NaN	NaN	0.0000	0.0000	NaN
JAADHR010000212.1	BDTM01000001.1	86.1984	86.1984	0.0173	0.0190	0.57079
CAJQNO010000001.1	JABDNT010000060.1	79.5249	83.5688	0.0492	0.0527	0.45475
QQUG01000017.1	JABDNT010000060.1	72.3137	83.1260	0.0767	0.0781	0.40056
