query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags
GCA_003228585.1	GCA_016937135.1	mid	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__BMS3Abin14	g__SZUA-204	g__JAFGWO01	s__SZUA-204 sp003228585	s__JAFGWO01 sp016937135	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002897695.1	GCA_003229755.1	mid	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__BMS3Abin14	g__BMS3ABIN14	g__SZUA-178	s__BMS3ABIN14 sp002897695	s__SZUA-178 sp003229755	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_014203025.1	GCF_000177635.2	mid	d__Bacteria	d__Bacteria	p__Chrysiogenota	p__Chrysiogenota	g__Desulfurispira	g__Desulfurispirillum	s__Desulfurispira natronophila	s__Desulfurispirillum indicum	0.000000	0.000000	0.000000	0.970588	0.893194	17
GCA_004195035.1	GCA_004195025.1	mid	d__Bacteria	d__Bacteria	p__SZUA-79	p__SZUA-79	g__Acidulodesulfobacterium	g__Acididesulfobacter	s__Acidulodesulfobacterium ferriphilum	s__Acididesulfobacter diazotrophicus	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003230535.1	GCA_016235675.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__SZUA-191	g__JACRJN01	s__SZUA-191 sp003230535	s__JACRJN01 sp016235675	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003230635.1	GCA_016934595.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__SZUA-182	g__JAFGSM01	s__SZUA-182 sp003230635	s__JAFGSM01 sp016934595	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016934595.1	GCA_016235675.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__JAFGSM01	g__JACRJN01	s__JAFGSM01 sp016934595	s__JACRJN01 sp016235675	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003230635.1	GCA_003230535.1	mid	d__Bacteria	d__Bacteria	p__SZUA-182	p__SZUA-182	g__SZUA-182	g__SZUA-191	s__SZUA-182 sp003230635	s__SZUA-191 sp003230535	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003649085.1	GCA_002254665.1	mid	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__B66-G16	g__EX4484-58	s__B66-G16 sp003649085	s__EX4484-58 sp002254665	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_009845545.1	GCF_004349245.1	low	d__Bacteria	d__Bacteria	p__Poribacteria	p__Actinobacteriota	g__WGA-3G	g__Spirillospora	s__WGA-3G sp009845545	s__Spirillospora sp004349245	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016938065.1	GCA_002292025.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Firmicutes_H	g__DSCM01	g__UBA994	s__DSCM01 sp016938065	s__UBA994 sp002292025	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_004375695.1	GCA_015486015.1	low	d__Archaea	d__Bacteria	p__Hadarchaeota	p__Thermosulfidibacterota	g__DG-33	g__WFSI01	s__DG-33 sp004375695	s__WFSI01 sp015486015	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016192135.1	GCA_017993055.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Armatimonadota	g__2-12-FULL-69-37	g__JAGONM01	s__2-12-FULL-69-37 sp016192135	s__JAGONM01 sp017993055	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_011388305.1	GCA_016933315.1	low	d__Bacteria	d__Bacteria	p__UBP14	p__UBA6266	g__UBA6098	g__UBA6266	s__UBA6098 sp011388305	s__UBA6266 sp016933315	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_001949125.1	GCA_009841265.1	low	d__Bacteria	d__Bacteria	p__Deinococcota	p__JAAXHH01	g__Deinococcus	g__JAAXHH01	s__Deinococcus marmoris_A	s__JAAXHH01 sp009841265	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016194335.1	GCF_014203025.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__Chrysiogenota	g__JACQBR01	g__Desulfurispira	s__JACQBR01 sp016194335	s__Desulfurispira natronophila	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_017161655.1	GCA_014360495.1	low	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__JACIXR01	g__DRVG01	g__JACIXR01	s__DRVG01 sp017161655	s__JACIXR01 sp014360495	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_011523725.1	GCA_019116905.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Deferribacterota	g__Bin107	g__Mucispirillum	s__Bin107 sp011523725	s__Mucispirillum faecigallinarum	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_007132905.1	GCA_003696125.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Tectomicrobia	g__SLNR01	g__J063	s__SLNR01 sp007132905	s__J063 sp003696125	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001304225.1	GCA_003327425.1	low	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Riflebacteria	g__SM1-73	g__Ozemobacter	s__SM1-73 sp001304225	s__Ozemobacter sibiricus	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_007571365.1	GCA_018435605.1	low	d__Bacteria	d__Bacteria	p__Latescibacterota	p__Aureabacteria	g__GCA-2724215	g__R3-B46	s__GCA-2724215 sp007571365	s__R3-B46 sp018435605	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018821925.1	GCA_013151735.1	low	d__Bacteria	d__Bacteria	p__Edwardsbacteria	p__JdFR-76	g__UBA2226	g__BMS3Abin05	s__UBA2226 sp018821925	s__BMS3Abin05 sp013151735	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002478245.1	GCA_001774505.1	low	d__Bacteria	d__Bacteria	p__UBP18	p__RBG-13-66-14	g__UBA7526	g__RBG-13-66-14	s__UBA7526 sp002478245	s__RBG-13-66-14 sp001774505	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001730085.1	GCA_018831195.1	low	d__Bacteria	d__Bacteria	p__GCA-001730085	p__Eisenbacteria	g__GCA-001730085	g__JAHJDP01	s__GCA-001730085 sp001730085	s__JAHJDP01 sp018831195	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_011049955.1	GCA_016176845.1	low	d__Bacteria	d__Bacteria	p__UBP18	p__Nitrospinota_B	g__DRGV01	g__JACOWJ01	s__DRGV01 sp011049955	s__JACOWJ01 sp016176845	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001778375.1	GCA_002780705.1	low	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__CG03	g__D2-FULL-39-29	g__CG03	s__D2-FULL-39-29 sp001778375	s__CG03 sp002780705	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003170555.1	GCA_002748705.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__Fermentibacterota	g__FEN-1099	g__Sabulitectum	s__FEN-1099 sp003170555	s__Sabulitectum sp002748705	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003644925.1	GCA_014801735.1	low	d__Bacteria	d__Bacteria	p__Fermentibacterota	p__Bacteroidota	g__Aegiribacteria	g__Paramuribaculum	s__Aegiribacteria sp003644925	s__Paramuribaculum sp014801735	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016867715.1	GCA_002424645.1	low	d__Bacteria	d__Bacteria	p__JABDJQ01	p__Desulfobacterota	g__VGIW01	g__Syntrophotalea	s__VGIW01 sp016867715	s__Syntrophotalea sp002424645	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002450755.1	GCA_013288105.1	low	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__Chlamydiota	g__UBA6930	g__JABDCM01	s__UBA6930 sp002450755	s__JABDCM01 sp013288105	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003554345.1	GCA_003280095.1	low	d__Bacteria	d__Bacteria	p__T1SED10-198M	p__Cyanobacteria	g__T1SED10-198M	g__AG-363-J23	s__T1SED10-198M sp003554345	s__AG-363-J23 sp003280095	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018829455.1	GCF_000221185.1	low	d__Bacteria	d__Archaea	p__Ratteibacteria	p__Methanobacteriota_B	g__JAHJUB01	g__Thermococcus	s__JAHJUB01 sp018829455	s__Thermococcus sp000221185	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016935655.1	GCA_001304015.1	low	d__Archaea	d__Bacteria	p__Altiarchaeota	p__TA06_A	g__JAFGQM01	g__SM23-81	s__JAFGQM01 sp016935655	s__SM23-81 sp001304015	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002346625.1	GCA_016783505.1	low	d__Bacteria	d__Bacteria	p__Gemmatimonadota	p__BS750m-G25	g__UBA6934	g__BS750m-G25	s__UBA6934 sp002346625	s__BS750m-G25 sp016783505	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_000438015.1	GCF_000021645.1	low	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Dictyoglomota	g__Merdousia	g__Dictyoglomus	s__Merdousia sp000438015	s__Dictyoglomus turgidum	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016180645.1	GCA_003233535.1	low	d__Bacteria	d__Bacteria	p__JACPQY01	p__Proteobacteria	g__JACPAV01	g__SZUA-5	s__JACPAV01 sp016180645	s__SZUA-5 sp003233535	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018812265.1	GCA_014728125.1	low	d__Bacteria	d__Bacteria	p__AABM5-125-24	p__VGIX01	g__JAHJDG01	g__WJMD01	s__JAHJDG01 sp018812265	s__WJMD01 sp014728125	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002410925.1	GCA_016196885.1	low	d__Bacteria	d__Bacteria	p__UBP13	p__JACPWU01	g__UBA5359	g__JACPWU01	s__UBA5359 sp002410925	s__JACPWU01 sp016196885	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_009695585.1	GCA_001788415.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__Methylomirabilota	g__Anaerovibrio	g__UBA12499	s__Anaerovibrio slackiae	s__UBA12499 sp001788415	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003558145.1	GCA_001871015.1	low	d__Bacteria	d__Bacteria	p__CG03	p__Desantisbacteria	g__PWMP01	g__UBA1559	s__PWMP01 sp003558145	s__UBA1559 sp001871015	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018812925.1	GCA_016937175.1	low	d__Bacteria	d__Bacteria	p__CAIJMQ01	p__Mcinerneyibacteriota	g__CAIJMQ01	g__DSCS01	s__CAIJMQ01 sp018812925	s__DSCS01 sp016937175	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015485525.1	GCA_015272165.1	low	d__Bacteria	d__Bacteria	p__KSB1	p__Cyanobacteria	g__DRLW01	g__Cyanobacterium	s__DRLW01 sp015485525	s__Cyanobacterium sp015272165	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003663045.1	GCA_016937715.1	low	d__Archaea	d__Bacteria	p__Altiarchaeota	p__Goldbacteria	g__QMZG01	g__PGYV01	s__QMZG01 sp003663045	s__PGYV01 sp016937715	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003230635.1	GCA_003153935.1	low	d__Bacteria	d__Bacteria	p__SZUA-182	p__UBA6262	g__SZUA-182	g__Fen-1174	s__SZUA-182 sp003230635	s__Fen-1174 sp003153935	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_014523495.1	GCA_017609945.1	low	d__Archaea	d__Archaea	p__Thermoproteota	p__Iainarchaeota	g__TA-21	g__JAFCCZ01	s__TA-21 sp014523495	s__JAFCCZ01 sp017609945	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018903055.1	GCA_016783505.1	low	d__Bacteria	d__Bacteria	p__UBP18	p__BS750m-G25	g__DRGV01	g__BS750m-G25	s__DRGV01 sp018903055	s__BS750m-G25 sp016783505	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016193565.1	GCA_015488335.1	low	d__Bacteria	d__Bacteria	p__CSP1-3	p__Aquificota	g__JACPRY01	g__Balnearium	s__JACPRY01 sp016193565	s__Balnearium sp015488335	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_017610305.1	GCA_003645885.1	low	d__Archaea	d__Bacteria	p__Iainarchaeota	p__Latescibacterota	g__JAFCCJ01	g__B68-G9	s__JAFCCJ01 sp017610305	s__B68-G9 sp003645885	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002428685.1	GCA_001730085.1	low	d__Bacteria	d__Bacteria	p__Cloacimonadota	p__GCA-001730085	g__Cloacimonas	g__GCA-001730085	s__Cloacimonas sp002428685	s__GCA-001730085 sp001730085	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002085385.1	GCA_001803705.1	low	d__Bacteria	d__Bacteria	p__UBP14	p__Nitrospirota	g__4484-93	g__GWC2-56-14	s__4484-93 sp002085385	s__GWC2-56-14 sp001803705	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016717595.1	GCA_012962055.1	low	d__Bacteria	d__Archaea	p__Myxococcota_A	p__Hadarchaeota	g__JADKFE01	g__B75-G9	s__JADKFE01 sp016717595	s__B75-G9 sp012962055	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002347565.1	GCA_016202815.1	low	d__Bacteria	d__Archaea	p__Edwardsbacteria	p__Aenigmatarchaeota	g__UBA2255	g__JACPZZ01	s__UBA2255 sp002347565	s__JACPZZ01 sp016202815	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_000021565.1	GCA_001563915.1	low	d__Bacteria	d__Archaea	p__Aquificota	p__Nanohaloarchaeota	g__Persephonella	g__B1-Br10-U2g21	s__Persephonella marina	s__B1-Br10-U2g21 sp001563915	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002402105.1	GCA_003696075.1	low	d__Bacteria	d__Bacteria	p__UBP17	p__Acidobacteriota	g__GCA-2402105	g__J045	s__GCA-2402105 sp002402105	s__J045 sp003696075	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002505935.1	GCA_002869225.1	low	d__Archaea	d__Bacteria	p__Thermoplasmatota	p__Muirbacteria	g__UBA226	g__Muirbacterium	s__UBA226 sp002505935	s__Muirbacterium halophilum	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016787925.1	GCA_902590655.1	low	d__Bacteria	d__Archaea	p__CLD3	p__Thermoproteota	g__SB21	g__Nitrosopelagicus	s__SB21 sp016787925	s__Nitrosopelagicus sp902590655	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_013791675.1	GCA_018812585.1	low	d__Bacteria	d__Bacteria	p__CG03	p__AABM5-125-24	g__CG03	g__JAHJDJ01	s__CG03 sp013791675	s__JAHJDJ01 sp018812585	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016200385.1	GCA_018701395.1	low	d__Bacteria	d__Bacteria	p__Methylomirabilota	p__Planctomycetota	g__Methylomirabilis	g__GCA-002718515	s__Methylomirabilis sp016200385	s__GCA-002718515 sp018701395	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001303705.1	GCA_003551625.1	low	d__Bacteria	d__Bacteria	p__TA06	p__PUNC01	g__SM1-40	g__PUNC01	s__SM1-40 sp001303705	s__PUNC01 sp003551625	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003565715.1	GCA_016931415.1	low	d__Archaea	d__Bacteria	p__Halobacteriota	p__JABMQX01	g__Methanolobus	g__JAFGEW01	s__Methanolobus sp003565715	s__JAFGEW01 sp016931415	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003230635.1	GCA_002167555.2	low	d__Bacteria	d__Bacteria	p__SZUA-182	p__Desulfobacterota_D	g__SZUA-182	g__TMED58	s__SZUA-182 sp003230635	s__TMED58 sp002167555	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018220935.1	GCA_012797725.1	low	d__Archaea	d__Bacteria	p__SpSt-1190	p__Bdellovibrionota_C	g__JAAOXX01	g__JAAZON01	s__JAAOXX01 sp018220935	s__JAAZON01 sp012797725	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016713535.1	GCA_015520605.1	low	d__Bacteria	d__Archaea	p__JADJOY01	p__EX4484-52	g__JADJOY01	g__WAPT01	s__JADJOY01 sp016713535	s__WAPT01 sp015520605	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003134685.1	GCA_003451675.1	low	d__Bacteria	d__Bacteria	p__Gemmatimonadota	p__Atribacterota	g__UBA4720	g__34-128	s__UBA4720 sp003134685	s__34-128 sp003451675	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_014728225.1	GCA_018821925.1	low	d__Bacteria	d__Bacteria	p__RBG-13-66-14	p__Edwardsbacteria	g__WJLX01	g__UBA2226	s__WJLX01 sp014728225	s__UBA2226 sp018821925	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_905372875.1	GCF_900215655.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__Aquificota	g__CAJPQU01	g__Hydrogenobacter	s__CAJPQU01 sp905372875	s__Hydrogenobacter hydrogenophilus	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002716355.1	GCA_003485015.1	low	d__Bacteria	d__Bacteria	p__UBP7	p__UBA9089	g__UBA6624	g__UBA9089	s__UBA6624 sp002716355	s__UBA9089 sp003485015	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018435605.1	GCA_903831825.1	low	d__Bacteria	d__Bacteria	p__Aureabacteria	p__Verrucomicrobiota	g__R3-B46	g__CAIPAT01	s__R3-B46 sp018435605	s__CAIPAT01 sp903831825	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002686915.1	GCF_000023985.1	low	d__Bacteria	d__Archaea	p__ARS69	p__Methanobacteriota_A	g__ARS69	g__Methanocaldococcus	s__ARS69 sp002686915	s__Methanocaldococcus fervens	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016190245.1	GCA_003105225.1	low	d__Bacteria	d__Bacteria	p__JACPQY01	p__Desulfobacterota_E	g__JACPQY01	g__FEB-35	s__JACPQY01 sp016190245	s__FEB-35 sp003105225	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_017546175.1	GCF_900079095.1	low	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__Tectomicrobia	g__Avelusimicrobium	g__Entotheonella	s__Avelusimicrobium sp017546175	s__Entotheonella palauensis	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_005893185.1	GCA_016930435.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__UBP14	g__WS-2	g__JAFGGQ01	s__WS-2 sp005893185	s__JAFGGQ01 sp016930435	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002502785.1	GCA_002069765.1	low	d__Archaea	d__Bacteria	p__Halobacteriota	p__Wallbacteria	g__Methanothrix_A	g__UBA9980	s__Methanothrix_A harundinacea_A	s__UBA9980 sp002069765	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_014729955.1	GCA_012839925.1	low	d__Bacteria	d__Bacteria	p__AABM5-125-24	p__DUMJ01	g__WJJA01	g__DUMJ01	s__WJJA01 sp014729955	s__DUMJ01 sp012839925	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002839445.1	GCA_007121385.1	low	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Bdellovibrionota	g__Rifleibacterium	g__SKLV01	s__Rifleibacterium sp002839445	s__SKLV01 sp007121385	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002410925.1	GCA_003697085.1	low	d__Bacteria	d__Bacteria	p__UBP13	p__UBA8481	g__UBA5359	g__J006	s__UBA5359 sp002410925	s__J006 sp003697085	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002404215.1	GCA_014728115.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_B	p__KSB1	g__Desulfosporosinus	g__WJME01	s__Desulfosporosinus sp002404215	s__WJME01 sp014728115	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002402105.1	GCA_001730085.1	low	d__Bacteria	d__Bacteria	p__UBP17	p__GCA-001730085	g__GCA-2402105	g__GCA-001730085	s__GCA-2402105 sp002402105	s__GCA-001730085 sp001730085	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_008933615.1	GCA_018435605.1	low	d__Bacteria	d__Bacteria	p__CLD3	p__Aureabacteria	g__SB21	g__R3-B46	s__SB21 sp008933615	s__R3-B46 sp018435605	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016931515.1	GCA_002410925.1	low	d__Bacteria	d__Bacteria	p__CSSED10-310	p__UBP13	g__JAFGEQ01	g__UBA5359	s__JAFGEQ01 sp016931515	s__UBA5359 sp002410925	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_012933365.1	GCA_011523725.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_E	p__UBA8248	g__Sulfobacillus_B	g__Bin107	s__Sulfobacillus_B sp012933365	s__Bin107 sp011523725	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_011620825.1	GCA_016783345.1	low	d__Archaea	d__Bacteria	p__Thermoplasmatota	p__BS750m-G34	g__VadinCA11	g__BS750m-G34	s__VadinCA11 sp011620825	s__BS750m-G34 sp016783345	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_007136565.1	GCA_012838235.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_E	p__Firmicutes_A	g__CSSED11-154	g__DUPQ01	s__CSSED11-154 sp007136565	s__DUPQ01 sp012838235	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_007118235.1	GCA_016235675.1	low	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__SZUA-182	g__SKRY01	g__JACRJN01	s__SKRY01 sp007118235	s__JACRJN01 sp016235675	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_902577625.1	GCA_903930515.1	low	d__Bacteria	d__Bacteria	p__Proteobacteria	p__RBG-13-61-14	g__Pelagibacter	g__CAIYYW01	s__Pelagibacter sp902577625	s__CAIYYW01 sp903930515	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003152075.1	GCF_003057965.1	low	d__Bacteria	d__Bacteria	p__FCPU426	p__Thermodesulfobiota	g__PALSA-1180	g__Thermodesulfobium	s__PALSA-1180 sp003152075	s__Thermodesulfobium acidiphilum	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_905215675.1	GCA_003644825.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_I	p__SM23-31	g__Desulfovibrio	g__B21-G16	s__Desulfovibrio sp905215675	s__B21-G16 sp003644825	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016926495.1	GCA_018830845.1	low	d__Bacteria	d__Archaea	p__JAFGOL01	p__Nanoarchaeota	g__JAFGOL01	g__GW2011-AR1	s__JAFGOL01 sp016926495	s__GW2011-AR1 sp018830845	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016783345.1	GCA_005893365.1	low	d__Bacteria	d__Bacteria	p__BS750m-G34	p__Eisenbacteria	g__BS750m-G34	g__WS-11	s__BS750m-G34 sp016783345	s__WS-11 sp005893365	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_902791475.1	GCA_002478245.1	low	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__UBP18	g__Fibrobacter	g__UBA7526	s__Fibrobacter succinogenes_J	s__UBA7526 sp002478245	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003574845.1	GCA_004347925.1	low	d__Bacteria	d__Archaea	p__NPL-UPA2	p__Hadarchaeota	g__NPL-UPA2	g__WYZ-LMO6	s__NPL-UPA2 sp003574845	s__WYZ-LMO6 sp004347925	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_000494225.1	GCA_011605725.1	low	d__Bacteria	d__Archaea	p__Calescibacterota	p__Thermoproteota	g__Calescibacterium	g__JAAOZP01	s__Calescibacterium nevadense	s__JAAOZP01 sp011605725	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003551125.1	GCA_900321865.1	low	d__Archaea	d__Bacteria	p__B1Sed10-29	p__RUG730	g__B1Sed10-29	g__RUG730	s__B1Sed10-29 sp003551125	s__RUG730 sp900321865	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016192455.1	GCA_011388275.1	low	d__Bacteria	d__Bacteria	p__JACPUC01	p__QNDG01	g__JACPUC01	g__DSAB01	s__JACPUC01 sp016192455	s__DSAB01 sp011388275	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002796305.1	GCA_016934635.1	low	d__Bacteria	d__Bacteria	p__UBA10199	p__WOR-3	g__1-14-0-20-49-13	g__B3-TA06	s__1-14-0-20-49-13 sp002796305	s__B3-TA06 sp016934635	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002403295.1	GCF_000304355.2	low	d__Bacteria	d__Archaea	p__Krumholzibacteriota	p__Halobacteriota	g__SSS58A	g__Methanoculleus	s__SSS58A sp002403295	s__Methanoculleus bourgensis	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002779825.1	GCA_003599815.1	low	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Aureabacteria	g__CG2-30-66-41	g__SURF-26	s__CG2-30-66-41 sp002779825	s__SURF-26 sp003599815	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_005880915.1	GCA_002789275.1	low	d__Bacteria	d__Archaea	p__Dormibacterota	p__Huberarchaeota	g__40CM-4-65-16	g__Huberarchaeum	s__40CM-4-65-16 sp005880915	s__Huberarchaeum crystalense	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001771575.1	GCA_016176845.1	low	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__Nitrospinota_B	g__XYB2-FULL-45-9	g__JACOWJ01	s__XYB2-FULL-45-9 sp001771575	s__JACOWJ01 sp016176845	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016789165.1	GCA_002725915.1	low	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Latescibacterota	g__SpSt-583	g__GCA-2725915	s__SpSt-583 sp016789165	s__GCA-2725915 sp002725915	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015490115.1	GCA_002634395.1	low	d__Bacteria	d__Bacteria	p__Aquificota	p__Methylomirabilota	g__Hydrogenivirga	g__Methylomirabilis	s__Hydrogenivirga sp015490115	s__Methylomirabilis sp002634395	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_902779965.1	GCA_003230535.1	low	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__SZUA-182	g__Fibrobacter	g__SZUA-191	s__Fibrobacter succinogenes_F	s__SZUA-191 sp003230535	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003644825.1	GCA_016202395.1	low	d__Bacteria	d__Bacteria	p__SM23-31	p__JACQOV01	g__B21-G16	g__JACQOV01	s__B21-G16 sp003644825	s__JACQOV01 sp016202395	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003696125.1	GCA_003650935.1	low	d__Bacteria	d__Archaea	p__Tectomicrobia	p__Thermoplasmatota	g__J063	g__B91-G9	s__J063 sp003696125	s__B91-G9 sp003650935	0.000000	0.000000	0.000000	0.000000	0.000000	0
