query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags	s2b_af_q	s2b_af_r	s2b_ref_gc
GCA_003695505.1	GCA_002686915.1	low	d__Bacteria	d__Bacteria	p__J088	p__ARS69	g__J088	g__ARS69	s__J088 sp003695505	s__ARS69 sp002686915		0.000000	0.000000	0.000000	0.000000	0	0.000225	0.000774	0.655980
GCA_903861835.1	GCA_001791795.1	low	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__Wallbacteria	g__CAIOVX01	g__UBA9980	s__CAIOVX01 sp903861835	s__UBA9980 sp001791795		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.498558
GCA_016845065.1	GCF_000212395.1	low	d__Bacteria	d__Bacteria	p__Marinisomatota	p__Thermodesulfobiota	g__JABMPR01	g__Thermodesulfobium	s__JABMPR01 sp016845065	s__Thermodesulfobium narugense		0.000000	0.000000	0.000000	0.000000	0	0.000837	0.003745	0.338662
GCA_016125385.1	GCA_016178055.1	low	d__Bacteria	d__Bacteria	p__OLB16	p__JACPWU01	g__WGLV01	g__JACOUC01	s__WGLV01 sp016125385	s__JACOUC01 sp016178055		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.415408
GCA_017444325.1	GCA_002069885.1	low	d__Bacteria	d__Bacteria	p__UBA3054	p__UBP15	g__UBA3054	g__UBA6099	s__UBA3054 sp017444325	s__UBA6099 sp002069885		0.000000	0.000000	0.000000	0.000000	0	0.000933	0.000415	0.548049
GCA_016931775.1	GCA_016935775.1	low	d__Bacteria	d__Bacteria	p__KSB1	p__WOR-3	g__JAFGEC01	g__DSBX01	s__JAFGEC01 sp016931775	s__DSBX01 sp016935775		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.683256
GCF_008327825.1	GCA_017533795.1	low	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Firmicutes_A	g__Leptotrichia	g__CAG-269	s__Leptotrichia shahii	s__CAG-269 sp017533795		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.291236
GCA_004376575.1	GCA_018812925.1	low	d__Bacteria	d__Bacteria	p__TA06	p__CAIJMQ01	g__E44-bin18	g__CAIJMQ01	s__E44-bin18 sp004376575	s__CAIJMQ01 sp018812925		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.373307
GCA_009777535.1	GCA_016932965.1	low	d__Bacteria	d__Bacteria	p__Spirochaetota	p__JAFGBW01	g__WQXQ01	g__JAFGBW01	s__WQXQ01 sp009777535	s__JAFGBW01 sp016932965		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.436094
GCA_002069885.1	GCA_001777915.1	low	d__Bacteria	d__Bacteria	p__UBP15	p__Edwardsbacteria	g__UBA6099	g__UBA2226	s__UBA6099 sp002069885	s__UBA2226 sp001777915		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.541809
GCA_002011815.1	GCA_001515185.1	low	d__Bacteria	d__Archaea	p__Nitrospirota	p__Hadarchaeota	g__JdFR-86	g__DG-33	s__JdFR-86 sp002011815	s__DG-33 sp001515185		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.504595
GCA_013360775.1	GCA_002495465.1	low	d__Bacteria	d__Archaea	p__OLB16	p__Undinarchaeota	g__JABWAZ01	g__Undinarchaeum	s__JABWAZ01 sp013360775	s__Undinarchaeum marinum		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.414786
GCA_003159495.1	GCA_001730085.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__GCA-001730085	g__Bog-1181	g__GCA-001730085	s__Bog-1181 sp003159495	s__GCA-001730085 sp001730085		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.346725
GCA_009841255.1	GCA_002084765.1	low	d__Bacteria	d__Bacteria	p__Poribacteria	p__4572-55	g__WGA-3G	g__4572-55	s__WGA-3G sp009841255	s__4572-55 sp002084765		0.000000	0.000000	0.000000	0.000000	0	0.000265	0.000461	0.462876
GCA_001780165.1	GCA_014728245.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__VGIX01	g__RBG-16-71-46	g__WJLY01	s__RBG-16-71-46 sp001780165	s__WJLY01 sp014728245		0.000000	0.000000	0.000000	0.000000	0	0.000479	0.000845	0.658326
GCA_017999075.1	GCA_002780705.1	low	d__Bacteria	d__Bacteria	p__JAGOBX01	p__CG03	g__JAGOBX01	g__CG03	s__JAGOBX01 sp017999075	s__CG03 sp002780705		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.497381
GCA_003697085.1	GCF_004526235.1	low	d__Bacteria	d__Bacteria	p__UBA8481	p__Bacteroidota	g__J006	g__Sphingobacterium	s__J006 sp003697085	s__Sphingobacterium sp002734245		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.406803
GCA_016928315.1	GCA_016293495.1	low	d__Bacteria	d__Bacteria	p__Calditrichota	p__Spirochaetota	g__JAFGKZ01	g__Treponema_D	s__JAFGKZ01 sp016928315	s__Treponema_D sp016293495		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.378769
GCA_003290465.1	GCA_001799675.1	low	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Elusimicrobiota	g__Sumerlaea	g__GWA2-66-18	s__Sumerlaea chitinivorans	s__GWA2-66-18 sp001799675		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.654119
GCA_016867715.1	GCA_001515185.1	low	d__Bacteria	d__Archaea	p__JABDJQ01	p__Hadarchaeota	g__VGIW01	g__DG-33	s__VGIW01 sp016867715	s__DG-33 sp001515185		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.504595
GCA_007132905.1	GCA_005881715.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Dormibacterota	g__SLNR01	g__CF-13	s__SLNR01 sp007132905	s__CF-13 sp005881715		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.655695
GCA_002067555.1	GCA_007132905.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_G	p__SLNR01	g__Delta-02	g__SLNR01	s__Delta-02 sp002067555	s__SLNR01 sp007132905		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.445228
GCA_016209945.1	GCF_000517445.1	low	d__Bacteria	d__Archaea	p__Gemmatimonadota	p__Methanobacteriota_B	g__JACQVD01	g__Thermococcus_B	s__JACQVD01 sp016209945	s__Thermococcus_B paralvinellae		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.402965
GCA_001730085.1	GCA_016196885.1	low	d__Bacteria	d__Bacteria	p__GCA-001730085	p__JACPWU01	g__GCA-001730085	g__JACPWU01	s__GCA-001730085 sp001730085	s__JACPWU01 sp016196885		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.443731
GCA_005808505.1	GCA_016188005.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Methylomirabilota	g__SYLX01	g__UBA12499	s__SYLX01 sp005808505	s__UBA12499 sp016188005		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.707376
GCA_013151915.1	GCA_002070645.1	low	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__Ratteibacteria	g__BMS3ABIN14	g__DTJG01	s__BMS3ABIN14 sp013151915	s__DTJG01 sp002070645		0.000000	0.000000	0.000000	0.000000	0	0.000984	0.002681	0.361270
GCA_013359335.1	GCA_016217735.1	low	d__Bacteria	d__Bacteria	p__CLD3	p__Nitrospinota	g__JABWBZ01	g__JACRGQ01	s__JABWBZ01 sp013359335	s__JACRGQ01 sp016217735		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.588720
GCA_016880395.1	GCA_002686955.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__Gemmatimonadota_A	g__WS-9	g__GCA-2686955	s__WS-9 sp016880395	s__GCA-2686955 sp002686955		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.634401
GCA_016281815.1	GCA_003660975.1	low	d__Bacteria	d__Archaea	p__Bacteroidota	p__B1Sed10-29	g__Prevotella	g__B47-G15	s__Prevotella sp016281815	s__B47-G15 sp003660975		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.434847
GCA_001512435.1	GCA_018644935.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__AABM5-125-24	g__DTU029	g__JABGPL01	s__DTU029 sp001512435	s__JABGPL01 sp018644935		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.429039
GCA_016931515.1	GCA_016929035.1	low	d__Bacteria	d__Bacteria	p__CSSED10-310	p__JAFGBW01	g__JAFGEQ01	g__JAFGJP01	s__JAFGEQ01 sp016931515	s__JAFGJP01 sp016929035		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.447398
GCA_902776765.1	GCA_018968815.1	low	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Chlamydiota	g__Fibrobacter	g__REEB52	s__Fibrobacter succinogenes_N	s__REEB52 sp018968815		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.495390
GCF_000147695.2	GCA_002839415.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Patescibacteria	g__Thermoanaerobacter	g__UBA1547	s__Thermoanaerobacter wiegelii	s__UBA1547 sp002839415		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.396120
GCA_900316465.1	GCA_002422125.1	low	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__UBP17	g__Fibrobacter	g__UBA6191	s__Fibrobacter sp900316465	s__UBA6191 sp002422125		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.444272
GCA_016839275.1	GCF_000024805.1	low	d__Archaea	d__Bacteria	p__Asgardarchaeota	p__Myxococcota	g__MP8T-1	g__Haliangium	s__MP8T-1 sp016839275	s__Haliangium ochraceum		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.694834
GCA_001790855.1	GCF_008362905.1	low	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Deferribacterota	g__2-02-FULL-38-14-A	g__Deferribacter	s__2-02-FULL-38-14-A sp001790855	s__Deferribacter autotrophicus		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.326169
GCA_015494645.1	GCF_016907385.1	low	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__Actinobacteriota	g__Thermosulfidibacter	g__Subtercola	s__Thermosulfidibacter sp015494645	s__Subtercola frigoramans		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.644345
GCA_902812405.1	GCA_016196885.1	low	d__Bacteria	d__Bacteria	p__Eremiobacterota	p__JACPWU01	g__CADDZI01	g__JACPWU01	s__CADDZI01 sp902812405	s__JACPWU01 sp016196885		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.443731
GCA_016926495.1	GCA_016867335.1	low	d__Bacteria	d__Bacteria	p__JAFGOL01	p__JAAXHH01	g__JAFGOL01	g__VGJU01	s__JAFGOL01 sp016926495	s__VGJU01 sp016867335		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.565831
GCA_013138965.1	GCA_013044185.1	low	d__Bacteria	d__Bacteria	p__Fermentibacterota	p__Eremiobacterota	g__Aegiribacteria	g__JABEUX01	s__Aegiribacteria sp013138965	s__JABEUX01 sp013044185		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.624516
GCA_017610225.1	GCA_001303705.1	low	d__Archaea	d__Bacteria	p__Aenigmatarchaeota	p__TA06	g__CG10238-14	g__SM1-40	s__CG10238-14 sp017610225	s__SM1-40 sp001303705		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.603293
GCA_003557085.1	GCA_016929465.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_H	p__B130-G9	g__PWPR01	g__JAFGIT01	s__PWPR01 sp003557085	s__JAFGIT01 sp016929465		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.544627
GCF_000009905.1	GCA_005223185.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_E	p__AABM5-125-24	g__Symbiobacterium	g__B3-LCP	s__Symbiobacterium thermophilum	s__B3-LCP sp005223185		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.465391
GCA_002440765.1	GCA_017539325.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__UBA3054	g__UBA6266	g__UBA3054	s__UBA6266 sp002440765	s__UBA3054 sp017539325		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.547811
GCA_003554945.1	GCA_003599815.1	low	d__Bacteria	d__Bacteria	p__T1Sed10-126	p__Aureabacteria	g__T1Sed10-126	g__SURF-26	s__T1Sed10-126 sp003554945	s__SURF-26 sp003599815		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.446225
GCA_001790645.1	GCA_018903055.1	low	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__UBP18	g__GWA2-38-11	g__DRGV01	s__GWA2-38-11 sp001790645	s__DRGV01 sp018903055		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.446500
GCA_016783505.1	GCA_016937175.1	low	d__Bacteria	d__Bacteria	p__BS750m-G25	p__Mcinerneyibacteriota	g__BS750m-G25	g__DSCS01	s__BS750m-G25 sp016783505	s__DSCS01 sp016937175		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.509629
GCA_002050035.1	GCA_003252515.1	low	d__Bacteria	d__Bacteria	p__4484-113	p__Delongbacteria	g__4484-113	g__UBA4055	s__4484-113 sp002050035	s__UBA4055 sp003252515		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.425756
GCA_002440765.1	GCA_017853715.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__Verrucomicrobiota	g__UBA6266	g__DSYF01	s__UBA6266 sp002440765	s__DSYF01 sp017853715		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.598032
GCA_016178055.1	GCA_018812485.1	low	d__Bacteria	d__Bacteria	p__JACPWU01	p__JAHJDO01	g__JACOUC01	g__JAHJDO01	s__JACOUC01 sp016178055	s__JAHJDO01 sp018812485		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.381410
GCA_018725175.1	GCA_012267415.1	low	d__Bacteria	d__Bacteria	p__HKB111	p__Poribacteria	g__HKB111	g__MSPOR6	s__HKB111 sp018725175	s__MSPOR6 sp012267415		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.418301
GCA_002428325.1	GCA_012799605.1	low	d__Bacteria	d__Bacteria	p__UBP4	p__DTU030	g__UBA4092	g__DUNI01	s__UBA4092 sp002428325	s__DUNI01 sp012799605		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.494943
GCA_017995975.1	GCA_004376575.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__TA06	g__JAGOHU01	g__E44-bin18	s__JAGOHU01 sp017995975	s__E44-bin18 sp004376575		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.502117
GCA_003230535.1	GCA_013151235.1	low	d__Bacteria	d__Bacteria	p__SZUA-182	p__CG2-30-53-67	g__SZUA-191	g__JAADIO01	s__SZUA-191 sp003230535	s__JAADIO01 sp013151235		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.549651
GCA_003650255.1	GCA_002497345.1	low	d__Bacteria	d__Archaea	p__CG03	p__Thermoproteota	g__B21-G15	g__Thermoproteus	s__B21-G15 sp003650255	s__Thermoproteus sp002497345		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.586594
GCF_004010955.1	GCA_016926495.1	low	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__JAFGOL01	g__Actinomyces	g__JAFGOL01	s__Actinomyces wuliandei	s__JAFGOL01 sp016926495		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.441262
GCA_003168375.1	GCA_012840855.1	low	d__Bacteria	d__Bacteria	p__Eremiobacterota	p__Firmicutes_D	g__Elarobacter	g__JAAZPQ01	s__Elarobacter winogradskyi	s__JAAZPQ01 sp012840855		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.570689
GCA_003167475.1	GCA_013138965.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Fermentibacterota	g__PALSA-1178	g__Aegiribacteria	s__PALSA-1178 sp003167475	s__Aegiribacteria sp013138965		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.482047
GCA_013335425.1	GCF_000243455.1	low	d__Bacteria	d__Archaea	p__FCPU426	p__Methanobacteriota_A	g__JAAXVQ01	g__Methanotorris	s__JAAXVQ01 sp013335425	s__Methanotorris formicicus		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.324431
GCA_016934335.1	GCA_016937175.1	low	d__Bacteria	d__Bacteria	p__OLB16	p__Mcinerneyibacteriota	g__JAFGTC01	g__DSCS01	s__JAFGTC01 sp016934335	s__DSCS01 sp016937175		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.509629
GCA_018814945.1	GCA_006226755.1	low	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Bdellovibrionota	g__JAHIYT01	g__M0603	s__JAHIYT01 sp018814945	s__M0603 sp006226755		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.392892
GCF_004362045.1	GCA_014360495.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__JACIXR01	g__Halanaerobium	g__JACIXR01	s__Halanaerobium saccharolyticum_C	s__JACIXR01 sp014360495		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.459611
GCA_014859085.1	GCA_011390455.1	low	d__Bacteria	d__Bacteria	p__WOR-3	p__Deinococcota	g__SM23-42	g__JAABTL01	s__SM23-42 sp014859085	s__JAABTL01 sp011390455		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.731536
GCA_001871075.1	GCA_001443485.1	low	d__Bacteria	d__Bacteria	p__Desantisbacteria	p__CSP1-3	g__UBA1551	g__CSP1-3	s__UBA1551 sp001871075	s__CSP1-3 sp001443485		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.682443
GCA_003228585.1	GCA_003695505.1	low	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__J088	g__SZUA-204	g__J088	s__SZUA-204 sp003228585	s__J088 sp003695505		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.624018
GCA_903920925.1	GCA_018650445.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__Marinisomatota	g__CAIXOA01	g__JABMPR01	s__CAIXOA01 sp903920925	s__JABMPR01 sp018650445		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.436010
GCA_018240015.1	GCA_013152765.1	low	d__Bacteria	d__Bacteria	p__Chlamydiota	p__KSB1	g__SZAS-15	g__JADDFT01	s__SZAS-15 sp018240015	s__JADDFT01 sp013152765		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.602568
GCA_014360495.1	GCA_001774505.1	low	d__Bacteria	d__Bacteria	p__JACIXR01	p__RBG-13-66-14	g__JACIXR01	g__RBG-13-66-14	s__JACIXR01 sp014360495	s__RBG-13-66-14 sp001774505		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.644514
GCA_008534395.1	GCA_011773985.1	low	d__Bacteria	d__Bacteria	p__SZUA-79	p__RBG-13-66-14	g__Acidulodesulfobacterium	g__WVWN01	s__Acidulodesulfobacterium acidiphilum	s__WVWN01 sp011773985		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.622226
GCA_016783345.1	GCA_003022845.1	low	d__Bacteria	d__Archaea	p__BS750m-G34	p__Halobacteriota	g__BS750m-G34	g__Halovenus	s__BS750m-G34 sp016783345	s__Halovenus sp003022845		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.658748
GCA_002502135.1	GCA_015490465.1	low	d__Archaea	d__Bacteria	p__Undinarchaeota	p__WOR-3	g__UBA543	g__JAADCS01	s__UBA543 sp002502135	s__JAADCS01 sp015490465		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.550882
GCA_016929035.1	GCA_018335695.1	low	d__Bacteria	d__Bacteria	p__JAFGBW01	p__Firmicutes_D	g__JAFGJP01	g__GPS1B09	s__JAFGJP01 sp016929035	s__GPS1B09 sp018335695		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.475253
GCA_001730085.1	GCA_018725175.1	low	d__Bacteria	d__Bacteria	p__GCA-001730085	p__HKB111	g__GCA-001730085	g__HKB111	s__GCA-001730085 sp001730085	s__HKB111 sp018725175		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.386138
GCA_009783675.1	GCA_016934595.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_H	p__SZUA-182	g__WRDA01	g__JAFGSM01	s__WRDA01 sp009783675	s__JAFGSM01 sp016934595		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.437925
GCA_002421965.1	GCA_016927185.1	low	d__Bacteria	d__Bacteria	p__Patescibacteria	p__JAFGND01	g__Nanosynbacter	g__JAFGND01	s__Nanosynbacter sp002421965	s__JAFGND01 sp016927185		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.358659
GCA_014896535.1	GCA_002697705.1	low	d__Bacteria	d__Archaea	p__Firmicutes_E	p__Thermoplasmatota	g__DUSS01	g__MGIIa-L1	s__DUSS01 sp014896535	s__MGIIa-L1 sp002697705		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.396902
GCF_003057965.1	GCA_016931555.1	low	d__Bacteria	d__Archaea	p__Thermodesulfobiota	p__Iainarchaeota	g__Thermodesulfobium	g__JAFGEM01	s__Thermodesulfobium acidiphilum	s__JAFGEM01 sp016931555		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.411788
GCA_005889345.1	GCA_013151555.1	low	d__Bacteria	d__Bacteria	p__Dormibacterota	p__NPL-UPA2	g__CF-13	g__JAADIA01	s__CF-13 sp005889345	s__JAADIA01 sp013151555		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.454620
GCA_012517325.1	GCA_001730085.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__GCA-001730085	g__JAAYVF01	g__GCA-001730085	s__JAAYVF01 sp012517325	s__GCA-001730085 sp001730085		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.346725
GCA_001304015.1	GCA_014384545.1	low	d__Bacteria	d__Bacteria	p__TA06_A	p__UBP7	g__SM23-81	g__NIOZ-UU106	s__SM23-81 sp001304015	s__NIOZ-UU106 sp014384545		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.525247
GCA_016840545.1	GCA_001303705.1	low	d__Archaea	d__Bacteria	p__Asgardarchaeota	p__TA06	g__SOKP01	g__SM1-40	s__SOKP01 sp016840545	s__SM1-40 sp001303705		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.603293
GCF_000526155.1	GCA_002898315.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_C	p__Calescibacterota	g__Deferrisoma	g__Calescibacterium	s__Deferrisoma camini	s__Calescibacterium sp002898315		0.000000	0.000000	0.000000	0.000000	0	0.000411	0.003759	0.369351
GCA_016927185.1	GCF_018789675.1	low	d__Bacteria	d__Bacteria	p__JAFGND01	p__Bacteroidota	g__JAFGND01	g__Prevotella	s__JAFGND01 sp016927185	s__Prevotella sp002300055		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.524273
GCA_003694225.1	GCA_014382245.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota_C	p__Desulfobacterota_B	g__J135	g__UBA1149	s__J135 sp003694225	s__UBA1149 sp014382245		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.637322
GCA_002685755.1	GCA_016933515.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Acidobacteriota	g__UBA8248	g__JAFGAV01	s__UBA8248 sp002685755	s__JAFGAV01 sp016933515		0.000000	0.000000	0.000000	0.000000	0	0.000647	0.000714	0.622096
GCA_013153795.1	GCA_017997825.1	low	d__Bacteria	d__Bacteria	p__Aquificota	p__JAGOEH01	g__JAADDV01	g__JAGOEH01	s__JAADDV01 sp013153795	s__JAGOEH01 sp017997825		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.487336
GCA_001873285.1	GCA_016935395.1	low	d__Bacteria	d__Bacteria	p__CG2-30-53-67	p__Chlamydiota	g__CG2-30-53-67	g__JAFGQY01	s__CG2-30-53-67 sp001873285	s__JAFGQY01 sp016935395		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.295514
GCA_001513125.1	GCA_016938275.1	low	d__Bacteria	d__Bacteria	p__DTU030	p__Delongbacteria	g__DTU030	g__JAFGUZ01	s__DTU030 sp001513125	s__JAFGUZ01 sp016938275		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.313821
GCA_016929465.1	GCF_000007205.1	low	d__Bacteria	d__Bacteria	p__B130-G9	p__Chlamydiota	g__JAFGIT01	g__Chlamydophila	s__JAFGIT01 sp016929465	s__Chlamydophila pneumoniae		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.405762
GCA_002686915.1	GCA_002377645.1	low	d__Bacteria	d__Bacteria	p__ARS69	p__UBA8248	g__ARS69	g__UBA3496	s__ARS69 sp002686915	s__UBA3496 sp002377645		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.349029
GCA_014361095.1	GCA_009692585.1	low	d__Archaea	d__Bacteria	p__Hadarchaeota	p__Myxococcota_A	g__Hadarchaeum	g__SXON01	s__Hadarchaeum sp014361095	s__SXON01 sp009692585		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.692107
GCA_012974305.1	GCA_001577135.1	low	d__Bacteria	d__Bacteria	p__Methylomirabilota	p__Cloacimonadota	g__CSP1-5	g__TCS60	s__CSP1-5 sp012974305	s__TCS60 sp001577135		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.355500
GCA_003647755.1	GCA_016193065.1	low	d__Bacteria	d__Bacteria	p__B130-G9	p__JACPSX01	g__B130-G9	g__JACPSX01	s__B130-G9 sp003647755	s__JACPSX01 sp016193065		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.595774
GCA_016929575.1	GCA_016199865.1	low	d__Bacteria	d__Bacteria	p__FCPU426	p__Zixibacteria	g__JAFGIQ01	g__JACQFV01	s__JAFGIQ01 sp016929575	s__JACQFV01 sp016199865		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.610468
GCA_018820855.1	GCA_016180645.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__JACPQY01	g__Desulfocapsa	g__JACPAV01	s__Desulfocapsa sp018820855	s__JACPAV01 sp016180645		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.607585
GCA_012517485.1	GCA_004195035.1	low	d__Bacteria	d__Bacteria	p__Atribacterota	p__SZUA-79	g__Atribacter	g__Acidulodesulfobacterium	s__Atribacter sp012517485	s__Acidulodesulfobacterium ferriphilum		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.373489
GCA_003228585.1	GCA_000494225.1	low	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__Calescibacterota	g__SZUA-204	g__Calescibacterium	s__SZUA-204 sp003228585	s__Calescibacterium nevadense		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.340876
