query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	ani_gated	gate	flag
DAQS01000002.1	JAAYKC010000058.1	88.1580	90.3568	0.1059	0.0991	0.53716	9	0.9107	5	88.1580	gamma	INCONSISTENT
DUTZ01000168.1	CP054691.1	94.3405	94.3405	0.0025	0.0017	1.24896	2	1.0000	0	94.3405	uniform	ok
DASQ01000128.1	DAXW01000013.1	90.1816	90.8519	0.3193	0.3150	0.19164	50	0.9928	3	90.1816	gamma	ok
DASQ01000128.1	DAYL01000007.1	90.2168	90.8315	0.1707	0.1580	0.25870	34	0.9742	6	90.2168	gamma	ok
DASQ01000128.1	DUKV01000008.1	97.1773	97.1773	0.0007	0.0010	1.60788	1	1.0000	0	97.1773	uniform	ok
DASQ01000128.1	DUHF01000103.1	99.9999	99.9999	0.0015	0.0017	7.00139	1	1.0000	0	99.9999	uniform	ok
DASQ01000128.1	PGYH01000170.1	91.9055	91.9055	0.1603	0.1600	0.22882	49	0.9753	7	91.9055	uniform	ok
DAQP01000045.1	PBGL02000028.1	87.3685	87.3685	0.0857	0.0744	0.88544	4	1.0000	0	87.3685	uniform	BELOW_DETECTION
DAQP01000045.1	PBKF01000051.1	92.5152	92.5152	0.0053	0.0031	1.70601	1	1.0000	0	92.5152	uniform_fallback	INCONSISTENT
JAAYLE010000178.1	JAAZLZ010000128.1	90.7496	90.7496	0.0300	0.0270	0.73149	7	1.0000	0	90.7496	uniform_fallback	INCONSISTENT
DAUW01000124.1	DAWS01000006.1	97.1735	97.1735	0.0021	0.0029	1.13793	1	1.0000	0	97.1735	uniform	ok
DAUW01000124.1	DUKK01000171.1	95.5844	95.5844	0.0016	0.0017	1.39724	1	1.0000	0	95.5844	uniform	ok
JAAYKZ010000263.1	JAAYGY010000028.1	95.1220	95.1220	0.0018	0.0016	1.94228	1	1.0000	0	95.1220	uniform_fallback	INCONSISTENT
DAVG01000116.1	DADO01000170.1	90.8460	90.8460	0.0445	0.0608	0.43980	14	0.9767	2	90.8460	uniform	INCONSISTENT
DAVG01000116.1	DUGT01000020.1	92.0973	92.0973	0.1762	0.1647	0.20599	57	0.9578	17	92.0973	uniform	INCONSISTENT
JABBPF010000171.1	JABBPC010000032.1	89.9956	89.9956	0.0159	0.0153	0.72529	5	0.9630	1	89.9956	uniform	ok
JABBPF010000171.1	JABBPE010000001.1	89.4926	89.4926	0.0459	0.0382	0.44644	13	1.0000	0	89.4926	uniform	INCONSISTENT
JABBPF010000171.1	JABCYW010000001.1	95.1220	95.1220	0.0001	0.0000	1.94228	1	1.0000	0	95.1220	uniform_fallback	INCONSISTENT
JABBPF010000171.1	JABWBN010000166.1	91.0185	91.0185	0.0010	0.0008	1.85726	1	1.0000	0	91.0185	uniform	ok
JABBPF010000171.1	JAAFKF010000001.1	92.2404	92.2404	0.0007	0.0007	2.01230	1	1.0000	0	92.2404	uniform_fallback	INCONSISTENT
JABBPF010000171.1	PNMN01000001.1	94.4443	94.4443	0.0007	0.0009	1.64055	1	1.0000	0	94.4443	uniform_fallback	INCONSISTENT
JABBPF010000171.1	PNNC01000063.1	93.5361	93.5361	0.0015	0.0014	1.10837	3	0.9091	1	93.5361	uniform	INCONSISTENT
JABBPC010000032.1	JABBPE010000001.1	88.2896	88.2896	0.0538	0.0434	0.49041	10	0.9655	2	88.2896	uniform	INCONSISTENT
JABBPC010000032.1	JABBOY010000025.1	94.7892	94.7892	0.0010	0.0008	1.75292	1	1.0000	0	94.7892	uniform_fallback	INCONSISTENT
DUDB01000001.1	PBIX01000003.1	90.2186	91.8923	0.5768	0.6428	0.10465	97	0.9658	50	90.2186	gamma	ok
DAXQ01000006.1	PBSB01000074.1	99.3633	99.3633	0.0294	0.0176	0.28515	3	1.0000	0	99.3633	uniform	ok
DUCT01000001.1	DUCH01000001.1	95.1690	95.1690	0.0005	0.0004	1.46643	1	1.0000	0	95.1690	uniform_fallback	INCONSISTENT
DAXW01000013.1	DAYL01000007.1	88.7435	89.3753	0.2880	0.2768	0.22726	28	0.9492	16	88.7435	gamma	ok
DAXW01000013.1	JAAYAK010000074.1	99.9999	99.9999	0.0003	0.0003	8.16496	1	1.0000	0	99.9999	uniform	ok
DAXW01000013.1	DUHF01000103.1	95.0878	95.0878	0.0020	0.0024	1.53968	1	1.0000	0	95.0878	uniform	ok
DAXW01000013.1	PGYH01000170.1	90.1351	92.2335	0.0971	0.1024	0.28664	26	0.9316	13	90.1351	gamma	INCONSISTENT
DAYJ01000064.1	NYST01000003.1	99.9999	99.9999	0.0065	0.0130	4.32742	2	1.0000	0	99.9999	uniform	ok
DAYJ01000064.1	PAUH01000036.1	99.1150	99.1150	0.0005	0.0006	0.88103	1	1.0000	0	99.1150	uniform	ok
JAAYJD010000119.1	JAAYDK010000065.1	99.8925	99.8925	0.0037	0.0048	0.10747	5	1.0000	0	99.8925	uniform	ok
JAAYJD010000119.1	JAAYBY010000088.1	99.9999	99.9999	0.0005	0.0009	5.67961	1	1.0000	0	99.9999	uniform	ok
DUBU01000001.1	PALT01000044.1	99.9999	99.9999	0.0045	0.0032	5.48821	1	1.0000	0	99.9999	uniform	ok
JAAYIV010000082.1	PGXW01000035.1	92.3184	92.3184	0.0019	0.0013	1.84952	1	1.0000	0	92.3184	uniform_fallback	INCONSISTENT
DUBH01000001.1	PACZ01000049.1	94.6942	97.7270	0.0081	0.0079	0.41868	3	1.0000	0	94.6942	gamma	ok
DUBH01000001.1	PBNO01000001.1	99.9411	99.9411	0.0083	0.0076	0.05885	2	1.0000	0	99.9411	uniform	ok
DUBH01000001.1	NVWP01000027.1	85.7943	87.5364	0.1733	0.1812	0.27425	27	0.9482	10	85.7943	gamma	BELOW_DETECTION
DANA01000044.1	DUHF01000103.1	95.0866	95.0866	0.0302	0.0269	0.40296	11	0.9747	2	95.0866	uniform	ok
DANA01000044.1	PGYM01000001.1	90.6387	90.6387	0.0049	0.0038	1.57536	1	1.0000	0	90.6387	uniform_fallback	INCONSISTENT
DUBC01000001.1	JABSSR010000001.1	92.8619	93.4241	0.1981	0.2358	0.18789	67	0.9168	38	92.8619	gamma	INCONSISTENT
DAYL01000007.1	PGYH01000170.1	90.0912	90.0912	0.0675	0.0720	0.40633	16	0.9681	3	90.0912	uniform	INCONSISTENT
DUAT01000001.1	PCCP01000027.1	98.9138	98.9138	0.0007	0.0013	0.77150	1	1.0000	0	98.9138	uniform	ok
DADO01000170.1	DUGT01000020.1	91.8619	91.8619	0.0104	0.0072	0.82646	5	1.0000	0	91.8619	uniform	INCONSISTENT
DUAC01000001.1	PAUA01000023.1	98.5715	99.1987	0.0369	0.0464	0.14910	9	1.0000	0	98.5715	gamma	ok
DUAC01000001.1	PBUO01000061.1	91.6494	91.6494	0.0084	0.0105	0.97830	3	0.8824	2	91.6494	uniform	ok
NYSK01000002.1	PAJL01000001.1	81.8782	95.7156	0.0183	0.0232	0.68050	5	0.9643	1	95.7156	uniform_fallback	INCONSISTENT
NYSK01000002.1	PBLD01000001.1	86.9536	90.5373	0.3715	0.4154	0.23734	26	0.9868	4	86.9536	gamma	ok
DTUL01000001.1	PAWC01000001.1	99.9999	99.9999	0.0045	0.0068	6.44156	1	1.0000	0	99.9999	uniform	ok
NYSO01000027.1	PBNH01000008.1	95.6615	95.6615	0.0858	0.0857	0.53349	8	1.0000	0	95.6615	uniform	ok
JAAYBA010000016.1	JAAYBV010000032.1	91.4440	91.4440	0.0609	0.0489	0.26418	41	1.0000	0	91.4440	uniform	ok
DTTO01000001.1	PBBH01000001.1	93.5993	94.0431	0.4329	0.5774	0.23059	31	0.9821	5	93.5993	gamma	ok
DTSE01000001.1	PNLN01000104.1	94.5199	94.5199	0.0055	0.0082	0.54196	10	1.0000	0	94.5199	uniform	ok
NYUU01000112.1	PAEP01000043.1	87.8181	87.8181	0.0113	0.0095	1.90222	1	1.0000	0	87.8181	uniform_fallback	BELOW_DETECTION
JAAXZZ010000037.1	JAAYFI010000083.1	87.4249	90.6975	0.0572	0.0512	0.44650	12	1.0000	0	87.4249	gamma	ok
JABDHK010000001.1	JABDHL010000001.1	86.0848	90.9386	0.1794	0.1908	0.25892	27	0.9780	5	86.0848	gamma	ok
JABDHK010000001.1	JAAXWX010000074.1	88.9976	88.9976	0.0074	0.0106	1.31713	2	1.0000	0	88.9976	uniform	INCONSISTENT
JAAXZN010000012.1	SMDS01000001.1	87.8869	87.8869	0.0049	0.0094	1.79870	1	1.0000	0	87.8869	uniform	BELOW_DETECTION
NYVP01000091.1	NZVD01000050.1	99.0792	99.0792	0.0049	0.0047	0.40990	3	0.9545	1	99.0792	uniform	ok
JAAXQG010000289.1	JAAXQN010000032.1	99.8599	99.8599	0.0026	0.0031	0.14003	4	1.0000	0	99.8599	uniform	ok
JAAXQG010000289.1	JAAXQF010000412.1	99.9999	99.9999	0.0008	0.0007	8.30454	1	1.0000	0	99.9999	uniform	ok
JABDNH010000024.1	NZOF01000190.1	97.5623	97.5623	0.0008	0.0003	1.39515	1	1.0000	0	97.5623	uniform	INCONSISTENT
JABDNH010000024.1	JABDNC010000141.1	99.1158	99.1158	0.0048	0.0041	0.36080	2	0.9545	1	99.1158	uniform	ok
JABDNH010000024.1	JABDLY010000097.1	90.3173	90.3173	0.0011	0.0011	2.01185	1	1.0000	0	90.3173	uniform_fallback	INCONSISTENT
JABDNH010000024.1	PHEB01000023.1	91.1620	91.1620	0.0015	0.0012	1.90104	1	1.0000	0	91.1620	uniform	INCONSISTENT
NYVY01000018.1	PBSY01000001.1	99.9999	99.9999	0.0085	0.0032	4.71404	2	1.0000	0	99.9999	uniform	ok
JAAYHA010000142.1	PGXO01000005.1	91.2338	92.3118	0.1917	0.1466	0.28856	31	1.0000	0	91.2338	gamma	ok
JABDMV010000093.1	JABDKX010000162.1	99.0741	99.0741	0.0008	0.0005	0.92163	1	1.0000	0	99.0741	uniform	ok
JABDMV010000093.1	JABSPM010000001.1	91.1775	91.1775	0.0040	0.0035	2.10880	1	1.0000	0	91.1775	uniform	ok
NYWC01000053.1	NYWV01000036.1	99.4673	99.4673	0.0019	0.0036	0.37654	1	1.0000	0	99.4673	uniform	ok
JABDMQ010000238.1	JABDKX010000162.1	99.9999	99.9999	0.0026	0.0017	5.61655	2	1.0000	0	99.9999	uniform	ok
JABDMQ010000238.1	JABDKJ010000058.1	98.3051	98.3051	0.0012	0.0017	1.18829	1	1.0000	0	98.3051	uniform	ok
JABDMQ010000238.1	JABDOZ010000064.1	96.2555	96.2555	0.0012	0.0015	1.05787	2	1.0000	0	96.2555	uniform	ok
JAAYGN010000074.1	JAAYDB010000048.1	99.9999	99.9999	0.0008	0.0007	8.16496	1	1.0000	0	99.9999	uniform	ok
JABDLW010000400.1	JABDPQ010000251.1	99.5215	99.5215	0.0006	0.0006	0.47732	1	1.0000	0	99.5215	uniform	ok
NYXM01000195.1	PBSM01000001.1	94.9211	94.9211	0.0015	0.0006	1.19729	2	1.0000	0	94.9211	uniform_fallback	INCONSISTENT
JAAYFQ010000139.1	JAAYFL010000122.1	96.7429	96.7429	0.0016	0.0016	1.53967	1	1.0000	0	96.7429	uniform	ok
JAAYFL010000122.1	JAAYCK010000003.1	99.9999	99.9999	0.0007	0.0003	8.30454	1	1.0000	0	99.9999	uniform	ok
JAAYFI010000083.1	DUNL01000195.1	99.1870	99.1870	0.0004	0.0006	0.80970	1	1.0000	0	99.1870	uniform	ok
JABDKH010000214.1	JABDQB010000149.1	98.6111	98.6111	0.0010	0.0016	0.68960	2	1.0000	0	98.6111	uniform	ok
JAAYFF010000049.1	DUSW01000010.1	99.5676	99.5676	0.0047	0.0055	0.43407	1	1.0000	0	99.5676	uniform	ok
NZDA01000031.1	PAHZ01000018.1	98.4903	98.4903	0.0112	0.0122	0.67234	1	1.0000	0	98.4903	uniform	ok
JAAYEX010000148.1	DUPE01000211.1	95.3704	95.3704	0.0008	0.0007	2.02194	1	1.0000	0	95.3704	uniform_fallback	INCONSISTENT
JABDJE010000161.1	JABDMD010000088.1	99.9999	99.9999	0.0008	0.0009	7.51645	1	1.0000	0	99.9999	uniform	ok
JABDJE010000161.1	JABDLA010000117.1	99.9999	99.9999	0.0008	0.0009	7.31272	1	1.0000	0	99.9999	uniform	ok
NYYF01000001.1	PBSB01000074.1	96.2491	96.2491	0.2393	0.1225	0.29613	23	0.9847	2	96.2491	uniform	ok
JABDLS010000097.1	JABDQB010000149.1	99.9999	99.9999	0.0009	0.0014	5.17087	2	1.0000	0	99.9999	uniform	ok
NYYJ01000001.1	PAZF01000001.1	90.9175	90.9175	0.0026	0.0053	1.43458	1	1.0000	0	90.9175	uniform_fallback	INCONSISTENT
NYYJ01000001.1	PBOG01000001.1	97.6735	97.6735	0.0070	0.0029	0.41989	6	1.0000	0	97.6735	uniform	ok
NYYJ01000001.1	NVWP01000027.1	96.7414	96.7414	0.0019	0.0019	0.92018	1	1.0000	0	96.7414	uniform	ok
NYYT01000055.1	PAUH01000036.1	90.6276	90.6276	0.0115	0.0305	1.00970	3	0.9333	1	90.6276	uniform	ok
NYYT01000055.1	PBOR01000037.1	99.9999	99.9999	0.0013	0.0016	6.10847	1	1.0000	0	99.9999	uniform	ok
JAAYED010000039.1	JAAZLP010000159.1	95.6250	95.6250	0.0006	0.0005	1.61702	1	1.0000	0	95.6250	uniform_fallback	INCONSISTENT
NZAJ01000002.1	NZNU01000077.1	95.0979	95.0979	0.0039	0.0036	1.43320	1	1.0000	0	95.0979	uniform	ok
JABDIV010000058.1	JABDPL010000073.1	99.9621	99.9621	0.0188	0.0241	0.03788	12	0.9494	4	99.9621	uniform	ok
JABDIV010000058.1	JABDNT010000060.1	99.2787	99.2787	0.0020	0.0021	0.72812	1	1.0000	0	99.2787	uniform	ok
NZBC01000001.1	PBIX01000003.1	99.9999	99.9999	0.0005	0.0009	6.68152	1	1.0000	0	99.9999	uniform	ok
JAAXCX010000001.1	JAAXCW010000001.1	86.0578	88.0277	0.6684	0.5988	0.15765	29	0.9884	7	86.0578	gamma	BELOW_DETECTION
JAAYCS010000023.1	PHBE01000008.1	89.4540	89.4540	0.0059	0.0042	1.84413	1	1.0000	0	89.4540	uniform_fallback	INCONSISTENT
JABDQU010000019.1	JABDPD010000124.1	98.4925	98.4925	0.0004	0.0006	0.86379	1	1.0000	0	98.4925	uniform	ok
JABDQH010000076.1	JABEVI010000016.1	91.9570	91.9570	0.0013	0.0015	1.79461	1	1.0000	0	91.9570	uniform	ok
JABDQH010000076.1	CP054689.1	91.4388	91.4388	0.0016	0.0015	1.88009	1	1.0000	0	91.4388	uniform_fallback	INCONSISTENT
JABDPF010000056.1	JABDLD010000039.1	99.9999	99.9999	0.0078	0.0063	3.01237	2	1.0000	0	99.9999	uniform	ok
NZEN01000038.1	PATX01000008.1	93.7246	94.5677	0.0944	0.1796	0.31613	18	0.9859	2	93.7246	gamma	ok
JABEUW010000128.1	JABEUX010000053.1	94.1454	95.2624	0.5273	0.5004	0.08247	213	0.9778	39	94.1454	gamma	ok
JABEVL010000084.1	JABEVK010000021.1	99.9999	99.9999	0.0011	0.0008	8.16496	1	1.0000	0	99.9999	uniform	ok
NZDS01000001.1	NZOF01000190.1	94.7161	94.7161	0.0006	0.0005	1.56698	1	1.0000	0	94.7161	uniform_fallback	INCONSISTENT
NZET01000017.1	PAFB01000154.1	99.9999	99.9999	0.0005	0.0003	9.20574	1	1.0000	0	99.9999	uniform	ok
NZET01000017.1	PAGB01000034.1	75.1806	87.4455	0.1624	0.1255	0.45343	9	1.0000	0	87.4455	uniform_fallback	BELOW_DETECTION
JABEUQ010000111.1	JABEUN010000040.1	99.8893	99.8893	0.0066	0.0067	0.11062	4	1.0000	0	99.8893	uniform	ok
JAAZPQ010000016.1	DUNG01000001.1	99.9999	99.9999	0.0012	0.0007	8.16496	1	1.0000	0	99.9999	uniform	ok
NZGD01000280.1	NZGT01000162.1	89.6699	89.6699	0.0014	0.0027	1.72345	1	1.0000	0	89.6699	uniform	ok
NZGD01000280.1	PAKW01000001.1	96.0000	96.0000	0.0002	0.0007	1.60000	1	1.0000	0	96.0000	uniform_fallback	INCONSISTENT
NZGD01000280.1	PAUV01000006.1	89.4832	90.5381	0.0909	0.2925	0.21228	46	0.9683	11	89.4832	gamma	ok
CP039999.1	CP039998.1	91.2391	93.0970	0.9997	0.9997	0.17887	1	1.0000	0	91.2391	gamma	ok
CP039999.1	CP040001.1	91.2354	94.5141	0.9684	0.9724	0.15932	1	1.0000	0	91.2354	gamma	ok
JAAZOP010000309.1	PFUG01000278.1	97.2098	97.2098	0.0001	0.0000	0.55020	38	0.8381	34	97.2098	uniform	INCONSISTENT
JAAZOP010000309.1	JACCVE010000120.1	93.7457	93.7457	0.0000	0.0000	1.39044	2	1.0000	0	93.7457	uniform_fallback	INCONSISTENT
NZHJ01000024.1	PABM01000013.1	93.7065	93.7065	0.2927	0.3393	0.37009	16	0.9797	3	93.7065	uniform	ok
JABFGC010000001.1	JACAEP010000057.1	99.0654	99.0654	0.0011	0.0015	0.65775	1	1.0000	0	99.0654	uniform	INCONSISTENT
JABFGC010000001.1	PHBY01000040.1	93.2239	93.2239	0.0013	0.0012	1.60503	1	1.0000	0	93.2239	uniform	ok
NZHI01000009.1	CT978603.1	98.6111	98.6111	0.0016	0.0013	0.68960	1	1.0000	0	98.6111	uniform	ok
NZHI01000009.1	PAEP01000043.1	85.3648	85.3648	0.0159	0.0153	1.66931	1	1.0000	0	85.3648	uniform_fallback	BELOW_DETECTION
NZHI01000009.1	JACETC010000001.1	78.8566	87.8355	0.0466	0.0495	0.76762	4	1.0000	0	87.8355	uniform_fallback	BELOW_DETECTION
NZHP01000022.1	NZZH01000022.1	98.3683	98.3683	0.0082	0.0080	0.61318	1	1.0000	0	98.3683	uniform	ok
NZHP01000022.1	PAWF01000007.1	94.4727	94.4727	0.0026	0.0015	1.77472	1	1.0000	0	94.4727	uniform_fallback	INCONSISTENT
NZHP01000022.1	PBDY01000001.1	93.5876	93.5876	0.0056	0.0052	2.01018	1	1.0000	0	93.5876	uniform	INCONSISTENT
NZHP01000022.1	PBEI01000021.1	86.7437	86.7437	0.0417	0.0635	1.31281	2	1.0000	0	86.7437	uniform_fallback	BELOW_DETECTION
WTCM01000044.1	WTCN01000213.1	98.6667	98.6667	0.0001	0.0001	0.93650	1	1.0000	0	98.6667	uniform	ok
JAAZNS010000270.1	JABLXK010000001.1	99.4505	99.4505	0.0012	0.0016	0.54794	1	1.0000	0	99.4505	uniform	ok
NZJB01000123.1	PBCW01000063.1	97.5134	97.5134	0.0057	0.0062	0.68169	3	1.0000	0	97.5134	uniform	ok
NZJB01000123.1	PBTW01000019.1	94.4983	94.4983	0.5496	0.4746	0.11539	110	0.9796	21	94.4983	uniform	ok
JAAZNH010000162.1	DUHF01000103.1	95.3452	95.3452	0.0015	0.0019	1.52763	1	1.0000	0	95.3452	uniform	ok
NZKG01000003.1	NZYP01000017.1	94.3859	95.3493	0.1133	0.1166	0.45726	11	0.9692	2	94.3859	gamma	ok
JAAZMR010000087.1	JAAZLW010000003.1	84.4135	84.4135	0.0197	0.0157	1.82607	1	1.0000	0	84.4135	uniform	BELOW_DETECTION
NZLI01000001.1	PBET01000001.1	88.9840	88.9840	0.0116	0.0083	1.77819	1	1.0000	0	88.9840	uniform	ok
NZNC01000030.1	PABK01000058.1	92.8709	95.1394	0.0077	0.0054	0.58713	4	1.0000	0	92.8709	gamma	INCONSISTENT
NZNC01000030.1	CP053448.1	96.7349	96.7349	0.0019	0.0020	0.91689	1	1.0000	0	96.7349	uniform	ok
NZNC01000030.1	PBSH01000001.1	97.2603	97.2603	0.0002	0.0002	1.10306	1	1.0000	0	97.2603	uniform	ok
NZNC01000030.1	NVUM01000001.1	96.7432	96.7432	0.0002	0.0004	1.20136	1	1.0000	0	96.7432	uniform	ok
JAAZMK010000176.1	JAAZKT010000002.1	93.6435	93.6435	0.3637	0.3328	0.17274	59	0.9855	7	93.6435	uniform	ok
JAAZMK010000176.1	DUNG01000001.1	97.4834	98.2037	0.0141	0.0065	0.40045	3	0.9744	1	97.4834	gamma	ok
NZPK01000134.1	DUDC01000001.1	95.2344	95.2344	0.0003	0.0001	1.84988	1	1.0000	0	95.2344	uniform	ok
NZPK01000134.1	PAYZ01000018.1	96.4211	96.4211	0.0017	0.0040	1.54099	1	1.0000	0	96.4211	uniform	ok
NZRJ01000011.1	NZQU01000072.1	99.9999	99.9999	0.0021	0.0020	9.40720	1	1.0000	0	99.9999	uniform	ok
JAAZLW010000003.1	DUNL01000195.1	99.9999	99.9999	0.0015	0.0024	5.27779	2	1.0000	0	99.9999	uniform	ok
JABFSO010000381.1	JABFQV010000004.1	99.9999	99.9999	0.0003	0.0006	9.40720	1	1.0000	0	99.9999	uniform	ok
JAAZLP010000159.1	NZNS01000011.1	97.6845	97.6845	0.0008	0.0008	1.14423	1	1.0000	0	97.6845	uniform	ok
NZNH01000015.1	PBLO01000004.1	98.2794	98.2794	0.0030	0.0030	0.49394	1	1.0000	0	98.2794	uniform	ok
NZNH01000015.1	PBTQ01000003.1	93.7311	93.8672	0.7020	0.7216	0.07681	133	0.9797	51	93.7311	gamma	ok
JAAZKT010000002.1	DUNG01000001.1	96.9118	98.1395	0.0305	0.0156	0.29729	7	1.0000	0	96.9118	gamma	ok
NZNS01000011.1	PARB01000030.1	93.9562	93.9562	0.0011	0.0009	1.81708	1	1.0000	0	93.9562	uniform	INCONSISTENT
NZNS01000011.1	JACAEB010000051.1	86.8457	86.8457	0.0045	0.0052	1.67855	1	1.0000	0	86.8457	uniform_fallback	BELOW_DETECTION
NZNS01000011.1	CP059262.1	93.0139	93.0139	0.0004	0.0003	2.23685	1	1.0000	0	93.0139	uniform_fallback	INCONSISTENT
NZNS01000011.1	VMTE01000048.1	91.6081	91.6081	0.0026	0.0023	1.64727	1	1.0000	0	91.6081	uniform	INCONSISTENT
NZNS01000011.1	PHEO01000083.1	86.8364	88.9442	0.0681	0.0702	0.38473	16	0.9126	9	86.8364	gamma	INCONSISTENT
NZNS01000011.1	PHEM01000350.1	92.8121	92.8121	0.0025	0.0024	1.39473	1	1.0000	0	92.8121	uniform_fallback	INCONSISTENT
NZOF01000190.1	JABDNC010000141.1	92.3385	92.3385	0.0068	0.0124	0.64989	8	1.0000	0	92.3385	uniform	INCONSISTENT
NZOF01000190.1	NVWP01000027.1	99.9999	99.9999	0.0010	0.0015	6.05227	1	1.0000	0	99.9999	uniform	ok
NZOF01000190.1	PHEB01000023.1	95.9950	95.9950	0.0001	0.0003	1.71823	1	1.0000	0	95.9950	uniform	ok
NZOF01000190.1	PHEM01000350.1	96.1204	96.1204	0.0025	0.0035	0.85804	2	1.0000	0	96.1204	uniform	ok
JABFRJ010000513.1	JABFSI010000010.1	93.5585	93.5585	0.0012	0.0019	1.40997	1	1.0000	0	93.5585	uniform	ok
NZTP01000093.1	NVXN01000018.1	97.4194	97.4194	0.0013	0.0012	1.27356	1	1.0000	0	97.4194	uniform	ok
JABFRA010000131.1	JABFQV010000004.1	98.7072	98.7072	0.0030	0.0030	0.75077	1	1.0000	0	98.7072	uniform	ok
NZSH01000037.1	DTWD01000001.1	97.0414	97.0414	0.0050	0.0031	0.75252	3	1.0000	0	97.0414	uniform	ok
NZSH01000037.1	PAUA01000023.1	95.6808	97.2951	0.0140	0.0121	0.55467	2	1.0000	0	95.6808	gamma	ok
NZSH01000037.1	PBHT01000001.1	99.5012	99.5012	0.0164	0.0185	0.20339	3	1.0000	0	99.5012	uniform	ok
JABFQV010000004.1	JABFSF010000135.1	99.1912	99.1912	0.0049	0.0046	0.33015	2	1.0000	0	99.1912	uniform	ok
NZTJ01000024.1	PATH01000027.1	98.9821	98.9821	0.0154	0.0114	0.59209	1	1.0000	0	98.9821	uniform	ok
JAAZIU010000015.1	DUUJ01000039.1	89.7033	91.9107	0.3606	0.5513	0.18409	50	0.9415	28	89.7033	gamma	ok
NZWE01000012.1	PBEQ01000001.1	96.5644	96.5644	0.0178	0.0194	0.85360	2	1.0000	0	96.5644	uniform	ok
NZXL01000055.1	PADF01000010.1	91.1673	91.1673	0.0051	0.0041	1.96505	1	1.0000	0	91.1673	uniform	ok
NZWD01000031.1	PBWO01000013.1	87.7301	87.7301	0.0379	0.0319	1.18443	2	1.0000	0	87.7301	uniform	BELOW_DETECTION
CT978603.1	PAEP01000043.1	91.7436	91.7436	0.0058	0.0066	1.33955	2	0.8889	1	91.7436	uniform	INCONSISTENT
NZZG01000132.1	PBYI01000025.1	91.1313	91.1313	0.0240	0.0211	0.47828	11	0.9833	1	91.1313	uniform	INCONSISTENT
PAAR01000029.1	PAQS01000001.1	90.7121	90.7121	0.0074	0.0052	1.49672	1	1.0000	0	90.7121	uniform	ok
DUQH01000076.1	DUVI01000022.1	83.7292	86.5856	0.1552	0.1997	0.50950	9	0.9825	1	83.7292	gamma	BELOW_DETECTION
PABK01000058.1	PACZ01000049.1	99.9999	99.9999	0.0003	0.0004	8.16496	1	1.0000	0	99.9999	uniform	ok
PABK01000058.1	PAPM01000001.1	92.7627	92.7627	0.0013	0.0013	1.80393	1	1.0000	0	92.7627	uniform	ok
PABK01000058.1	PAQI01000001.1	76.9545	93.3248	0.0015	0.0020	1.66554	1	1.0000	0	93.3248	uniform_fallback	INCONSISTENT
PABT01000005.1	PAJL01000001.1	99.8175	99.8175	0.0065	0.0101	0.18231	2	0.9444	1	99.8175	uniform	ok
PABT01000005.1	PBLD01000001.1	98.1274	99.6104	0.0074	0.0102	0.22546	1	1.0000	0	98.1274	gamma	ok
JAADHG010000051.1	JABSPM010000001.1	96.7645	96.7645	0.0054	0.0047	1.40276	1	1.0000	0	96.7645	uniform	ok
JAADHD010000431.1	PASB01000002.1	88.6693	88.6693	0.0002	0.0000	1.80421	1	1.0000	0	88.6693	uniform	INCONSISTENT
PACZ01000049.1	VMTE01000048.1	91.7421	91.7421	0.0023	0.0021	1.34990	2	1.0000	0	91.7421	uniform_fallback	INCONSISTENT
PACZ01000049.1	PNMA01000001.1	88.3870	88.3870	0.0035	0.0032	1.90111	1	1.0000	0	88.3870	uniform_fallback	INCONSISTENT
PAFB01000154.1	PAHJ01000128.1	88.6516	88.6516	0.0241	0.0187	0.89988	4	1.0000	0	88.6516	uniform	ok
PAFB01000154.1	PAGB01000034.1	90.7095	90.7095	0.0076	0.0045	1.15838	2	0.9091	1	90.7095	uniform	ok
NZVD01000050.1	PATG01000002.1	99.5253	99.5253	0.0023	0.0029	0.27404	1	1.0000	0	99.5253	uniform	ok
NZVD01000050.1	PBPN01000004.1	97.6760	97.6760	0.0011	0.0056	1.15189	1	1.0000	0	97.6760	uniform	ok
NZWU01000031.1	PARU01000005.1	99.6577	99.6577	0.0113	0.0081	0.34249	1	1.0000	0	99.6577	uniform	ok
JAADFC010000112.1	JAADEY010000034.1	88.9061	88.9061	0.0076	0.0072	2.06600	1	1.0000	0	88.9061	uniform_fallback	INCONSISTENT
NZZH01000022.1	PBGL02000028.1	97.4847	97.4847	0.0113	0.0113	0.64126	2	1.0000	0	97.4847	uniform	ok
NZZH01000022.1	PBHD01000001.1	95.8644	95.8644	0.0148	0.0103	1.09378	2	1.0000	0	95.8644	uniform	ok
NZZH01000022.1	PBWA01000001.1	89.8976	89.8976	0.0536	0.0482	1.13593	3	1.0000	0	89.8976	uniform	ok
PADF01000010.1	PAJN01000001.1	92.7883	92.7883	0.0073	0.0086	2.02018	1	1.0000	0	92.7883	uniform	ok
PADF01000010.1	DUJK01000127.1	98.6667	98.6667	0.0016	0.0018	0.93650	1	1.0000	0	98.6667	uniform	ok
PAEG01000092.1	PBIQ01000002.1	92.5491	92.5491	0.0483	0.0577	0.59299	7	1.0000	0	92.5491	uniform	ok
