pairid	anim_ani	band	n_syn2b	n_dnadiff	n_matched	n_syn2b_only	n_dnadiff_only	median_dist	max_dist	shared_tags	spacing_bp	observable_fraction	dists
GCF_001189965.1__GCF_000282135.1		unknown	17	10	10	7	0	215174	2819540	1305	3448	0.9909	6632,11884,12155,20732,50011,380338,990543,1574935,2223352,2819540
GCF_000334405.1__GCF_000022605.2		unknown	0	2	0	0	2			5	900000	1.0000	
GCA_900314605.1__GCA_905235195.1		unknown	1	8	1	0	7	52029	52029	59	76271	0.5000	52029
GCF_018613995.1__GCF_001049495.1		unknown	3	0	0	3	0			226	19912	0.1963	
GCA_902588315.1__GCA_902571955.1		unknown	0	2	0	0	2			88	51136	0.8571	
GCA_902626245.1__GCA_902559305.1		unknown	0	1	0	0	1			11	409091	0.0000	
GCA_902629465.1__GCA_902540995.1		unknown	0	3	0	0	3			80	56250	0.7188	
GCF_000513195.1__GCA_905207245.1		unknown	2	18	2	0	16	480581	636695	470	9574	0.8753	324467,636695
GCF_001180025.1__GCA_902596785.1		unknown	0	2	0	0	2			73	61644	0.8679	
GCA_902623215.1__GCA_902561015.1		unknown	0	1	0	0	1			100	45000	0.8642	
GCA_017549085.1__GCA_017436025.1		unknown	0	7	0	0	7			346	13006	0.4306	
GCA_016841485.1__GCA_011045995.1		unknown	0	2	0	0	2			85	52941	0.5778	
GCF_002022265.1__GCF_013522705.1		unknown	6	10	6	0	4	226268	1517127	601	7488	0.9727	123006,147531,158649,293886,409548,1517127
GCA_902576395.1__GCA_902516395.1		unknown	0	3	0	0	3			78	57692	0.7115	
GCA_902590755.1__GCA_902583585.1		unknown	0	1	0	0	1			32	140625	0.7727	
GCF_003314435.2__GCA_017995345.1		unknown	0	12	0	0	12			49	91837	1.0000	
GCF_000988205.1__GCA_019114925.1		unknown	2	0	0	2	0			334	13473	0.9895	
GCA_003130815.1__GCA_902561795.1		unknown	0	13	0	0	13			310	14516	0.9457	
GCA_003281415.1__GCA_902611225.1		unknown	2	4	2	0	2	1870	3011	126	35714	0.8776	728,3011
GCA_902546085.1__GCA_902541745.1		unknown	0	1	0	0	1			73	61644	0.8163	
GCA_902605215.1__GCA_902521655.1		unknown	1	2	1	0	1	604	604	145	31034	0.8783	604
GCA_018402175.1__GCA_017390475.1		unknown	9	17	9	0	8	58016	664372	68	66176	0.8302	5643,28043,45254,54767,58016,117710,139284,435136,664372
GCA_900299075.1__GCA_013335115.1		unknown	1	2	1	0	1	130034	130034	104	43269	0.4598	130034
GCF_003943935.1__GCA_905372925.1		unknown	3	9	3	0	6	70852	173829	122	36885	0.9655	443,70852,173829
GCF_002001005.1__GCF_013284035.1		unknown	5	22	5	0	17	67762	585146	214	21028	0.6197	13402,25139,67762,100868,585146
GCA_000419465.1__GCA_000371745.1		unknown	0	9	0	0	9			12	375000	0.0000	
GCA_902514745.1__GCA_902511185.1		unknown	0	1	0	0	1			12	375000	0.6000	
GCF_001654615.1__GCF_001436315.1		unknown	0	6	0	0	6			554	8123	0.9333	
GCA_902580275.1__GCA_902572945.1		unknown	0	2	0	0	2			67	67164	0.9778	
GCA_009928005.1__GCA_903854725.1		unknown	0	2	0	0	2			23	195652	0.0000	
GCA_019116585.1__GCA_019119685.1		unknown	16	12	12	4	0	123871	751799	492	9146	0.9301	938,7696,37662,104365,109139,110008,137734,370169,556749,608330,701765,751799
GCA_902594145.1__GCA_902555695.1		unknown	0	2	0	0	2			20	225000	0.7692	
GCA_016873315.1__GCA_903927725.1		unknown	1	0	0	1	0			162	27778	0.6143	
GCA_902608795.1__GCA_902519075.1		unknown	0	2	0	0	2			41	109756	0.6667	
GCA_902635225.1__GCA_902552345.1		unknown	0	1	0	0	1			34	132353	0.6429	
GCA_900550355.1__GCA_900544425.1		unknown	0	3	0	0	3			1043	4314	0.8772	
GCA_902569615.1__GCA_902519625.1		unknown	0	1	0	0	1			10	450000	0.8333	
GCA_017443345.1__GCA_016286575.1		unknown	2	13	2	0	11	35159	46607	224	20089	0.8936	23711,46607
GCA_017536625.1__GCA_017399765.1		unknown	11	15	11	0	4	32897	214701	99	45455	0.6714	348,3313,9018,10651,14992,32897,39087,57628,60709,84132,214701
GCA_003602575.1__GCA_002697705.1		unknown	0	5	0	0	5			99	45455	0.8491	
GCF_001937445.1__GCF_000195595.1		unknown	5	8	5	0	3	163766	334410	394	11421	0.8852	3511,106505,163766,304453,334410
GCA_902592285.1__GCA_902571235.1		unknown	0	2	0	0	2			9	500000	1.0000	
GCA_003208695.1__GCA_003279855.1		unknown	2	8	2	0	6	63492	74994	97	46392	0.3820	51989,74994
GCA_902633185.1__GCA_902515965.1		unknown	0	1	0	0	1			14	321429	0.5000	
GCF_003606285.1__GCF_003076595.1		unknown	0	1	0	0	1			17	264706	1.0000	
GCA_017962825.1__GCA_017940415.1		unknown	0	5	0	0	5			149	30201	0.7778	
GCA_900553515.1__GCA_900551465.1		unknown	0	1	0	0	1			284	15845	0.8509	
GCF_009711185.1__GCF_016446475.1		unknown	23	21	21	2	0	132222	2798733	164	27439	0.8652	2154,2339,4661,47341,52430,62635,64415,79214,96772,118026,132222,142673,173037,286238,387045,463894,502218,642607,1710878,2151212,2798733
GCA_016870365.1__GCA_003569145.1		unknown	1	0	0	1	0			12	375000	0.2857	
GCA_902612345.1__GCA_902553695.1		unknown	0	2	0	0	2			14	321429	1.0000	
GCF_014251255.1__GCF_000334405.1		unknown	0	3	0	0	3			10	450000	1.0000	
GCA_016845345.1__GCA_012964335.1		unknown	0	1	0	0	1			35	128571	0.3125	
GCF_001953875.1__GCA_001298555.1		unknown	12	27	12	0	15	132488	1452187	781	5762	0.8675	1147,3046,10004,12975,47382,81996,182981,184480,252806,393993,659419,1452187
GCF_900637905.1__GCA_015257355.1		unknown	0	23	0	0	23			54	83333	1.0000	
GCA_015258605.1__GCA_015259045.1		unknown	2	2	2	0	0	63476	126657	498	9036	0.8940	295,126657
GCA_017614755.1__GCA_016282135.1		unknown	1	11	1	0	10	48397	48397	171	26316	0.4414	48397
GCA_902615855.1__GCA_902526825.1		unknown	1	4	1	0	3	372	372	120	37500	0.9519	372
GCA_003210095.1__GCA_902530715.1		unknown	0	2	0	0	2			25	180000	0.8889	
GCA_900547445.1__GCA_904501875.1		unknown	0	5	0	0	5			30	150000	0.8571	
GCF_008632075.1__GCA_002434205.1		unknown	0	10	0	0	10			227	19824	0.9231	
GCF_002927275.1__GCF_000816565.1		unknown	10	23	10	0	13	43683	106359	616	7305	0.9902	3168,9306,16166,29213,40092,47274,56960,84260,90312,106359
GCA_900313205.1__GCA_017451395.1		unknown	2	53	2	0	51	23182	41951	229	19651	0.4706	4413,41951
GCA_903882665.1__GCA_903840935.1		unknown	4	6	4	0	2	362917	846946	645	6977	0.9947	207980,337347,388487,846946
GCA_018240285.1__GCA_018240935.1		unknown	3	1	1	2	0	284959	284959	169	26627	0.9524	284959
GCF_004168205.1__GCA_900764565.1		unknown	0	3	0	0	3			339	13274	0.7865	
GCF_003626575.1__GCF_001083795.1		unknown	11	10	10	1	0	527686	2809486	357	12605	0.9435	39832,171340,173378,343983,427680,627692,754458,1224684,2270651,2809486
GCA_018970045.1__GCA_903927725.1		unknown	2	1	1	1	0	220710	220710	634	7098	0.7273	220710
GCA_902622655.1__GCA_902619745.1		unknown	0	3	0	0	3			28	160714	0.6429	
GCF_000344155.1__GCF_000225505.1		unknown	3	5	3	0	2	358157	389275	261	17241	0.8058	132890,358157,389275
GCF_001436305.1__GCF_001434975.1		unknown	0	1	0	0	1			65	69231	0.6410	
GCA_013333695.2__GCA_010202845.1		unknown	0	2	0	0	2			186	24194	0.8432	
GCA_003209565.1__GCA_003278705.1		unknown	2	4	2	0	2	606664	793752	160	28125	0.8640	419577,793752
GCA_017962005.1__GCA_002308815.1		unknown	15	5	5	10	0	48978	160647	179	25140	0.7769	27752,36446,48978,85821,160647
GCA_014653935.1__GCA_902566315.1		unknown	0	1	0	0	1			26	173077	0.6471	
GCA_902605865.1__GCA_902580535.1		unknown	0	1	0	0	1			12	375000	1.0000	
GCA_900550895.1__GCF_003626515.1		unknown	0	6	0	0	6			93	48387	0.2778	
GCA_902635515.1__GCA_902594605.1		unknown	0	1	0	0	1			91	49451	0.8382	
GCA_003216755.1__GCA_902572395.1		unknown	2	2	2	0	0	397764	764310	128	35156	0.9208	31218,764310
GCA_001567185.1__GCA_013414665.1		unknown	12	17	12	0	5	150105	564284	903	4983	0.8814	11802,39981,40322,55499,142247,145967,154243,185466,245804,321868,353876,564284
GCA_902569285.1__GCA_902568875.1		unknown	0	4	0	0	4			50	90000	0.7353	
GCF_005061465.1__GCF_000266865.1		unknown	2	1	1	1	0	115984	115984	28	160714	0.9583	115984
GCA_003209795.1__GCA_000635495.1		unknown	0	3	0	0	3			22	204545	0.5000	
GCA_003212375.1__GCA_902519235.1		unknown	0	2	0	0	2			37	121622	0.9200	
GCF_004352845.1__GCA_012510865.1		unknown	1	0	0	1	0			214	21028	0.9714	
GCA_003484865.1__GCA_002435595.1		unknown	0	3	0	0	3			447	10067	0.4465	
GCA_902616385.1__GCA_902535025.1		unknown	0	6	0	0	6			70	64286	0.8158	
GCA_003216235.1__GCA_902632515.1		unknown	0	2	0	0	2			8	562500	0.6667	
GCA_905612385.1__GCA_905612365.1		unknown	0	7	0	0	7			45	100000	0.6000	
GCA_018687785.1__GCA_011045995.1		unknown	0	7	0	0	7			48	93750	1.0000	
GCA_900318885.1__GCA_902774925.1		unknown	38	28	28	10	0	56739	545634	1055	4265	0.9503	1233,2969,5092,8594,15440,16788,20370,21502,28895,31975,32380,33679,47145,54753,58725,72723,78747,114300,114376,133063,216204,243408,261604,329607,373063,384910,458018,545634
GCF_015752315.1__GCF_011045035.1		unknown	16	71	16	0	55	2836	274537	1649	2729	0.9994	52,248,517,535,734,1481,1549,2030,3642,5701,36903,45352,50162,84390,97984,274537
GCA_902560805.1__GCA_902558835.1		unknown	0	5	0	0	5			23	195652	0.6667	
GCA_003213155.1__GCA_003281045.1		unknown	0	2	0	0	2			164	27439	0.9259	
GCF_014251735.1__GCF_000334405.1		unknown	2	3	2	0	1	25796	48812	76	59211	1.0000	2780,48812
GCA_003214085.1__GCA_003281165.1		unknown	3	4	3	0	1	321532	861147	234	19231	0.8976	21601,321532,861147
GCF_013408825.1__GCA_013287375.1		unknown	3	29	3	0	26	94237	281373	132	34091	0.9697	51,94237,281373
GCF_019039055.1__GCA_013205335.1		unknown	6	50	6	0	44	45797	140748	591	7614	0.9962	273,20355,36475,55119,82937,140748
GCA_902580445.1__GCA_902570785.1		unknown	0	1	0	0	1			63	71429	0.7660	
GCA_902526795.1__GCA_902525615.1		unknown	0	3	0	0	3			6	750000	0.7500	
GCA_003278735.1__GCF_017696085.1		unknown	2	4	2	0	2	190410	298651	305	14754	0.9139	82170,298651
GCA_005697565.1__GCA_905373315.1		unknown	0	2	0	0	2			74	60811	1.0000	
GCA_003211415.1__GCA_003216535.1		unknown	1	7	1	0	6	662111	662111	140	32143	0.6585	662111
GCA_003141095.1__GCA_003132205.1		unknown	2	5	2	0	3	92770	184001	77	58442	0.7308	1538,184001
GCA_905234995.1__GCA_902797915.1		unknown	1	2	1	0	1	778165	778165	57	78947	1.0000	778165
GCF_900156165.1__GCA_903864295.1		unknown	30	13	13	17	0	107304	339095	2703	1665	0.9954	270,891,6365,33129,73597,106456,107304,108741,112151,241749,300840,324208,339095
GCA_902605645.1__GCA_902596745.1		unknown	0	1	0	0	1			18	250000	0.6667	
GCF_002285435.1__GCF_000744955.1		unknown	19	14	14	5	0	146187	872889	487	9240	0.9648	1057,5634,17720,50264,52921,63377,131558,160816,171812,216104,374679,492164,505821,872889
GCF_008119785.1__GCA_016802835.1		unknown	4	13	4	0	9	182545	662752	433	10393	0.9301	36811,116866,248224,662752
GCF_001008345.1__GCF_014650175.1		unknown	8	17	8	0	9	145406	512722	587	7666	0.8369	2181,9858,26484,27251,263561,389990,403727,512722
GCA_003485325.1__GCA_002418775.1		unknown	0	8	0	0	8			84	53571	0.6222	
GCA_013333285.2__GCA_013333935.1		unknown	0	6	0	0	6			23	195652	0.5000	
GCF_001643305.1__GCF_000388115.1		unknown	8	10	8	0	2	476670	3928258	208	21635	0.9204	1705,46604,58677,162631,790708,1423387,1660661,3928258
GCA_900556605.1__GCA_900539035.1		unknown	1	3	1	0	2	65	65	419	10740	0.9722	65
GCA_902538745.1__GCA_902527635.1		unknown	0	1	0	0	1			45	100000	0.7143	
GCA_902597675.1__GCA_902589765.1		unknown	0	1	0	0	1			137	32847	0.8879	
GCF_001665785.1__GCF_000455325.1		unknown	0	40	0	0	40			721	6241	0.9456	
GCA_003214055.1__GCA_902583265.1		unknown	0	1	0	0	1			74	60811	0.8167	
GCA_902581695.1__GCA_902571925.1		unknown	0	3	0	0	3			9	500000	0.5000	
GCA_018262895.1__GCA_012719175.1		unknown	3	6	3	0	3	1540883	1595743	212	21226	0.8850	173276,1540883,1595743
GCA_902623585.1__GCA_902575815.1		unknown	0	1	0	0	1			98	45918	0.8267	
GCA_902616725.1__GCA_902578265.1		unknown	0	1	0	0	1			15	300000	0.8182	
GCA_002715825.1__GCA_002686085.1		unknown	0	3	0	0	3			135	33333	0.7742	
GCF_003205295.1__GCF_013523055.1		unknown	20	10	10	10	0	209679	610980	183	24590	0.7677	4079,11809,22984,160478,193184,226174,273443,399455,567246,610980
GCA_017629595.1__GCA_017407305.1		unknown	0	2	0	0	2			71	63380	0.6562	
GCA_002717835.1__GCA_002712645.1		unknown	0	1	0	0	1			25	180000	0.7000	
GCA_902561765.1__GCA_902518395.1		unknown	0	2	0	0	2			15	300000	0.6000	
GCF_002210285.1__GCA_902771595.1		unknown	25	25	25	0	0	44103	3424174	408	11029	0.9831	1389,5210,5358,8523,10602,12037,16124,17332,27843,34485,37365,42952,44103,50148,64215,84097,108057,134491,157816,203217,664216,1384409,2903070,3162318,3424174
GCF_003403295.1__GCF_014199155.1		unknown	6	13	6	0	7	85139	196018	494	9109	0.8418	407,6672,18125,152153,194922,196018
GCA_014240055.1__GCA_014240255.1		unknown	0	1	0	0	1			27	166667	0.2727	
GCA_902587515.1__GCA_902572475.1		unknown	0	1	0	0	1			50	90000	0.8250	
GCA_003280725.1__GCF_002025975.1		unknown	0	13	0	0	13			105	42857	0.8767	
GCF_004745075.1__GCF_013623835.1		unknown	3	2	2	1	0	2076402	3690517	284	15845	0.8996	462286,3690517
GCA_003209425.1__GCF_000760115.1		unknown	0	6	0	0	6			118	38136	0.7414	
GCA_902557585.1__GCA_902520645.1		unknown	0	2	0	0	2			15	300000	0.6000	
GCF_015461835.1__GCF_017114915.1		unknown	26	14	14	12	0	70202	1856085	401	11222	0.9622	2067,3486,7496,15798,22998,43822,56581,83823,135592,153492,266253,304619,1263562,1856085
GCA_902611265.1__GCA_902535275.1		unknown	0	1	0	0	1			19	236842	0.3750	
GCA_016292575.1__GCA_002438505.1		unknown	0	8	0	0	8			49	91837	0.5238	
GCA_003522945.1__GCA_900763675.1		unknown	2	4	2	0	2	250975	400753	160	28125	0.5686	101197,400753
GCF_004402405.1__GCF_015751745.1		unknown	13	7	7	6	0	143643	376416	192	23438	0.9141	7210,59321,68719,143643,347555,370375,376416
GCA_018433525.1__GCA_012517575.1		unknown	1	5	1	0	4	493768	493768	87	51724	0.5238	493768
GCF_009709675.1__GCF_009674665.1		unknown	6	10	6	0	4	89144	847418	751	5992	0.9658	690,5265,74891,103396,104636,847418
GCF_003051085.1__GCF_003008695.1		unknown	1	14	1	0	13	109323	109323	716	6285	0.9624	109323
GCA_003212655.1__GCA_003279535.1		unknown	0	7	0	0	7			63	71429	0.8140	
GCF_000730605.1__GCA_017744435.1		unknown	31	10	10	21	0	132266	307157	695	6475	0.9368	10992,25848,36947,67857,73917,190616,221321,259585,298358,307157
GCA_910579375.1__GCA_910577125.1		unknown	3	11	3	0	8	192258	239489	287	15679	0.6977	4553,192258,239489
GCA_003280725.1__GCA_902583265.1		unknown	0	5	0	0	5			97	46392	0.8353	
GCA_014654115.1__GCA_902597335.1		unknown	0	7	0	0	7			10	450000	0.4000	
GCA_900313675.1__GCA_902768715.1		unknown	90	17	17	73	0	7857	46939	791	5689	0.9479	154,1400,1793,2610,3329,3530,3635,6126,7857,9542,13537,16917,20720,22836,23769,44869,46939
GCA_902601865.1__GCA_902588615.1		unknown	0	1	0	0	1			12	375000	0.2000	
GCF_014251735.1__GCF_000022605.2		unknown	0	1	0	0	1			7	642857	1.0000	
GCA_902596915.1__GCA_902561765.1		unknown	0	4	0	0	4			27	166667	0.2353	
GCA_902558435.1__GCA_902536975.1		unknown	1	2	1	0	1	542793	542793	91	49451	0.9344	542793
GCF_000819765.1__GCF_000819785.1		unknown	59	18	18	41	0	25040	296240	538	8364	0.9615	166,1484,2470,4162,10969,12760,13088,17416,17809,32271,53248,55201,55543,64780,78835,117024,217363,296240
GCF_018614615.1__GCF_000429085.1		unknown	43	17	17	26	0	58654	699516	1540	2922	0.9454	959,4754,4949,10158,16545,28340,31931,53575,58654,64825,92252,94240,167585,248528,294227,677228,699516
GCA_900320905.1__GCA_017518935.1		unknown	15	14	14	1	0	76290	673154	625	7200	0.9727	10790,15501,26630,35029,35615,37075,42239,110342,135335,173531,179278,201955,418611,673154
GCA_000383115.1__GCA_902539895.1		unknown	0	14	0	0	14			65	69231	0.8182	
GCA_009917645.1__GCF_003586445.1		unknown	11	34	11	0	23	110480	577859	606	7426	0.8777	4490,16967,30157,58515,60012,110480,112896,228480,254748,521905,577859
GCA_902632445.1__GCA_902585045.1		unknown	0	1	0	0	1			11	409091	0.5000	
GCF_000278725.1__GCA_902373545.1		unknown	4	6	4	0	2	566400	816820	313	14377	0.8627	1700,544763,588036,816820
GCA_013361685.1__GCA_013362315.1		unknown	4	25	4	0	21	174404	296265	959	4692	0.7652	43423,117012,231795,296265
GCF_001665875.1__GCA_019243155.1		unknown	1	8	1	0	7	402212	402212	155	29032	0.9167	402212
GCF_004005375.1__GCF_000986865.1		unknown	0	6	0	0	6			108	41667	0.6842	
GCA_005843825.1__GCA_903908555.1		unknown	2	7	2	0	5	139318	226812	289	15571	0.9245	51825,226812
GCA_017992915.1__GCA_002376715.1		unknown	0	4	0	0	4			179	25140	0.7983	
GCA_902626065.1__GCA_000384495.1		unknown	0	6	0	0	6			21	214286	0.7692	
GCA_014653585.1__GCA_902520355.1		unknown	0	3	0	0	3			19	236842	1.0000	
GCA_902577525.1__GCA_902570425.1		unknown	0	3	0	0	3			13	346154	0.3333	
GCF_003387415.1__GCF_001442625.1		unknown	23	34	23	0	11	75592	921543	720	6250	0.9541	8138,10053,11312,12918,23548,36666,37864,44183,47236,52569,71441,75592,82640,88813,139090,142998,161079,358819,374064,456026,568371,597707,921543
GCA_902621725.1__GCA_902517315.1		unknown	0	1	0	0	1			37	121622	0.9000	
GCA_902613845.1__GCA_902599045.1		unknown	0	3	0	0	3			20	225000	0.7333	
GCA_002708885.1__GCA_012960505.1		unknown	0	2	0	0	2			35	128571	0.1176	
GCF_002077695.1__GCA_002095305.1		unknown	2	8	2	0	6	1190027	2342718	75	60000	0.8788	37336,2342718
GCF_002205795.1__GCA_015999765.1		unknown	0	7	0	0	7			82	54878	0.9714	
GCF_008084905.1__GCF_003148645.1		unknown	4	11	4	0	7	225506	370497	80	56250	0.8571	71836,171030,279983,370497
GCA_016288175.1__GCA_002309375.1		unknown	2	6	2	0	4	42918	52805	324	13889	0.6050	33031,52805
GCF_012276695.1__GCA_905612365.1		unknown	0	12	0	0	12			35	128571	1.0000	
GCF_015864665.1__GCF_004118935.1		unknown	0	6	0	0	6			387	11628	0.9948	
GCA_003209795.1__GCA_003278045.1		unknown	0	3	0	0	3			22	204545	0.8000	
GCA_902619055.1__GCA_902560675.1		unknown	0	2	0	0	2			47	95745	0.8438	
GCF_900474185.1__GCA_016779825.1		unknown	0	2	0	0	2			124	36290	1.0000	
GCA_902517365.1__GCA_902516925.1		unknown	0	2	0	0	2			31	145161	0.6667	
GCF_004127215.1__GCF_000257845.1		unknown	33	20	20	13	0	18096	137278	281	16014	0.9328	296,1384,2137,2862,4239,4509,8211,8919,14518,15560,20633,22530,23216,42913,55976,56503,74378,106826,109146,137278
GCA_003280485.1__GCA_902527265.1		unknown	0	2	0	0	2			95	47368	0.8636	
GCA_002437565.1__GCA_002299635.1		unknown	0	1	0	0	1			61	73770	0.1667	
GCF_001584325.1__GCF_001461825.1		unknown	2	6	2	0	4	128316	154787	215	20930	0.8600	101846,154787
GCF_002009585.1__GCF_014207375.1		unknown	2	16	2	0	14	12587	16688	416	10817	0.8878	8486,16688
GCA_902583585.1__GCA_902539235.1		unknown	0	1	0	0	1			24	187500	0.8462	
GCA_900317425.1__GCA_902782615.1		unknown	2	13	2	0	11	82346	124594	230	19565	0.9630	40099,124594
GCA_001802655.1__GCA_012274165.1		unknown	3	3	3	0	0	40657	181633	157	28662	0.7812	14181,40657,181633
GCA_003216635.1__GCA_902574405.1		unknown	0	8	0	0	8			136	33088	0.9239	
GCA_902599655.1__GCA_902526795.1		unknown	0	1	0	0	1			4	1125000	0.0000	
GCA_017524445.1__GCA_902789675.1		unknown	14	15	14	0	1	49740	1737591	205	21951	0.8433	785,1809,13555,14220,32977,39789,44223,55258,120514,183954,419281,473774,907282,1737591
GCF_001280455.1__GCF_000337335.1		unknown	25	61	25	0	36	9611	115440	423	10638	0.9947	261,306,1528,1787,2264,3408,3937,4088,4907,5218,5302,6183,9611,10803,14432,15359,16591,18348,22576,29220,31040,44408,103713,112340,115440
GCA_003279765.1__GCA_902592545.1		unknown	0	2	0	0	2			14	321429	1.0000	
GCF_008011665.1__GCF_008245045.1		unknown	3	10	3	0	7	153417	220751	369	12195	0.9647	105031,153417,220751
GCF_000812565.1__GCF_012844305.1		unknown	10	31	10	0	21	117828	439246	396	11364	0.9201	37,21674,27810,113734,114522,121134,129116,134893,239265,439246
GCA_007845165.1__GCA_015257455.1		unknown	0	4	0	0	4			116	38793	0.6863	
GCA_016218665.1__GCA_002422505.1		unknown	8	19	8	0	11	23627	409092	139	32374	0.8393	185,7394,10700,18054,29200,33883,130761,409092
GCF_002015085.1__GCF_004519515.1		unknown	101	42	42	59	0	6682	99813	206	21845	0.8537	179,215,261,416,420,437,631,872,1488,1603,1883,2187,2241,2307,2464,3410,4701,4803,5318,5393,5721,7644,8862,9137,9551,10045,13283,13292,13530,15660,19202,20636,23115,26941,29402,30328,31499,33692,41778,45149,51003,99813
GCA_003210655.1__GCA_003209065.1		unknown	0	5	0	0	5			138	32609	0.8774	
GCF_015557435.1__GCA_902835305.1		unknown	4	10	4	0	6	211386	448291	993	4532	0.9257	7731,33355,389417,448291
GCF_001037465.1__GCF_016306625.1		unknown	1	4	1	0	3	308181	308181	140	32143	0.4948	308181
GCF_001676655.1__GCA_002342025.1		unknown	3	3	3	0	0	4401	650630	1255	3586	0.9991	261,4401,650630
GCF_002165785.1__GCA_018375265.1		unknown	2	22	2	0	20	16880	17122	164	27439	1.0000	16637,17122
GCA_902577575.1__GCA_902549495.1		unknown	0	2	0	0	2			24	187500	0.8500	
GCA_003215695.1__GCA_003278445.1		unknown	0	2	0	0	2			13	346154	0.4000	
GCF_000225445.1__GCA_011752475.1		unknown	0	2	0	0	2			10	450000	1.0000	
GCA_902603305.1__GCA_902528135.1		unknown	0	1	0	0	1			58	77586	0.7727	
GCA_017541025.1__GCA_902791675.1		unknown	8	22	8	0	14	7458	60438	281	16014	0.9024	1408,1791,5508,6583,8334,11306,31261,60438
GCA_009693715.1__GCA_903953815.1		unknown	0	3	0	0	3			147	30612	0.6452	
GCA_902628525.1__GCA_902623415.1		unknown	0	1	0	0	1			13	346154	0.6250	
GCF_002551815.1__GCF_002200015.1		unknown	0	9	0	0	9			146	30822	0.7304	
GCF_000440555.1__GCA_000440235.1		unknown	11	11	11	0	0	194533	1189631	166	27108	0.8810	36707,60141,76886,103402,127118,194533,196417,203753,449423,981639,1189631
GCA_003279945.1__GCA_003281645.1		unknown	0	3	0	0	3			104	43269	0.8471	
GCA_902603625.1__GCA_902596515.1		unknown	0	1	0	0	1			26	173077	0.7692	
GCA_902604245.1__GCA_902531455.1		unknown	1	4	1	0	3	4309	4309	56	80357	0.6897	4309
GCA_902630555.1__GCA_902618195.1		unknown	1	2	1	0	1	1062	1062	75	60000	0.8333	1062
GCA_902563075.1__GCA_902524045.1		unknown	0	2	0	0	2			11	409091	1.0000	
GCA_900548255.1__GCA_900544205.1		unknown	1	6	1	0	5	264645	264645	827	5441	0.8900	264645
GCA_902572675.1__GCA_902534685.1		unknown	0	2	0	0	2			60	75000	0.7692	
GCF_018687895.1__GCF_000019745.1		unknown	2	3	2	0	1	67642	70466	52	86538	1.0000	64818,70466
GCA_003284215.1__GCA_000307935.1		unknown	0	3	0	0	3			29	155172	0.7391	
GCF_901543175.1__GCA_905369855.1		unknown	3	43	3	0	40	9441	56922	134	33582	1.0000	957,9441,56922
GCA_004558145.1__GCA_019114225.1		unknown	12	12	12	0	0	130214	1869126	576	7812	0.9888	72,10222,11847,20941,31818,99759,160670,537448,1069095,1385361,1694334,1869126
GCF_003337175.1__GCF_000154985.1		unknown	0	2	0	0	2			96	46875	0.6747	
GCF_900103585.1__GCA_013362785.1		unknown	22	31	22	0	9	132721	1600267	1438	3129	0.9882	2059,5862,7035,7191,18745,30661,32905,48540,63249,121238,130228,135214,165683,409507,433682,524582,526885,566026,761981,804199,1277786,1600267
GCA_902626045.1__GCA_902594835.1		unknown	0	1	0	0	1			15	300000	0.2500	
GCF_011752975.1__GCF_004119455.1		unknown	0	12	0	0	12			113	39823	0.8788	
GCA_902621205.1__GCA_902546975.1		unknown	0	4	0	0	4			215	20930	0.9317	
GCA_003283665.1__GCA_003284185.1		unknown	0	2	0	0	2			29	155172	1.0000	
GCA_902609535.1__GCA_902589395.1		unknown	0	1	0	0	1			75	60000	0.6600	
GCA_902587025.1__GCA_902526825.1		unknown	1	4	1	0	3	368	368	106	42453	0.9333	368
GCA_017961265.1__GCA_016285085.1		unknown	9	17	9	0	8	15428	586665	132	34091	0.8667	1960,2845,10252,13545,15428,21328,22096,442169,586665
GCF_007786235.1__GCF_000281065.1		unknown	10	12	10	0	2	56134	1396169	315	14286	0.9414	1325,1767,4710,25498,26896,85371,106298,279666,1244905,1396169
GCF_001945665.1__GCF_000222305.1		unknown	4	16	4	0	12	2942	5651	170	26471	0.9747	111,1475,4410,5651
GCA_003279565.1__GCA_003284375.1		unknown	0	1	0	0	1			67	67164	0.7391	
GCA_902603475.1__GCA_902585265.1		unknown	0	4	0	0	4			59	76271	0.7895	
GCA_009693615.1__GCA_013205585.1		unknown	1	4	1	0	3	50569	50569	253	17787	0.7077	50569
GCF_001171885.1__GCA_905369855.1		unknown	11	20	11	0	9	24435	87661	426	10563	0.9888	4983,7762,11266,13356,22708,24435,46450,55520,59489,84946,87661
GCA_003212175.1__GCA_003280995.1		unknown	1	3	1	0	2	385514	385514	44	102273	0.7586	385514
GCF_016642265.1__GCA_018365265.1		unknown	4	29	4	0	25	46343	98742	236	19068	0.9774	456,17561,75125,98742
GCA_902624275.1__GCA_902526795.1		unknown	0	2	0	0	2			14	321429	0.8000	
GCA_903916325.1__GCA_903894145.1		unknown	2	2	2	0	0	537062	1034542	262	17176	0.7328	39583,1034542
GCF_000445425.4__GCF_000012085.2		unknown	0	1	0	0	1			34	132353	1.0000	
GCA_900314795.1__GCA_902764715.1		unknown	7	17	7	0	10	156658	648470	285	15789	0.9467	4596,52759,144181,156658,283921,606970,648470
GCF_013033965.1__GCF_013032505.1		unknown	16	11	11	5	0	142340	1999374	393	11450	0.9789	13148,14829,25281,36336,112737,142340,326418,536554,839892,954969,1999374
