assembly_acc	strain	biosample	organism	assembly_level	genome_file	epi_type	serovar_pd	serotype_biosample	geo	host	isolation_source	collection_date	host_disease	amrfinderplus_applied	n_amr_genes	AMR_genotypes	AMR_genotypes_core	AST_phenotypes	n_virulence_genes	virulence_genotypes	stress_genotypes
GCF_016889685.1	FDAARGOS_1267	SAMN16357409	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016889685.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	3	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT	marR_S3N=POINT		25	astA=COMPLETE,clbB=COMPLETE,clbN=COMPLETE,cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,mchB=COMPLETE,mchF=MISTRANSLATION,papC=COMPLETE,papF=COMPLETE,papG-III=COMPLETE,papH=COMPLETE,sfaF=COMPLETE,sfaS=COMPLETE,sinH=HMM,sslE=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016889725.1	FDAARGOS_1252	SAMN16357394	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016889725.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	10	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC-5=COMPLETE,blaTEM=PARTIAL,dfrA8=COMPLETE,marR_S3N=POINT,sul2=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM=PARTIAL,dfrA8=COMPLETE,marR_S3N=POINT,sul2=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT		30	bfpA=COMPLETE,clbB=COMPLETE,clbN=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,sat=COMPLETE,senB=COMPLETE,sinH=HMM,sslE=HMM,traT=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016889845.1	FDAARGOS_1248	SAMN16357390	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016889845.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	22	aac(3)-IId=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_L43Ter=POINT,parC_S57T=POINT,parC_S80I=POINT,parE_S458A=POINT,sat2=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	aac(3)-IId=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaCTX-M-15=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_L43Ter=POINT,parC_S57T=POINT,parC_S80I=POINT,parE_S458A=POINT,sat2=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE		7	astA=COMPLETE,capU=COMPLETE,eatA=PARTIAL_END_OF_CONTIG,espX1=COMPLETE,fdeC=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE
GCF_016889865.1	FDAARGOS_1253	SAMN16357395	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016889865.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	4	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT,parE_D475E=POINT	marR_S3N=POINT,parE_D475E=POINT		10	bfpA=COMPLETE,fdeC=COMPLETE,ibeA=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sinH=HMM,sslE=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016889905.1	FDAARGOS_1259	SAMN16357401	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016889905.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	11	aadA5=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaKPC-2=COMPLETE,blaOXA=MISTRANSLATION,blaTEM-1=COMPLETE,dfrA17=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_E194Ter=POINT,sul1=COMPLETE	aadA5=COMPLETE,blaKPC-2=COMPLETE,blaOXA=MISTRANSLATION,blaTEM-1=COMPLETE,dfrA17=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_E194Ter=POINT,sul1=COMPLETE		12	afaC=COMPLETE,bfpA=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,nfaE=COMPLETE,papA=PARTIAL,senB=COMPLETE,sinH=HMM,sslE=HMM,vactox=PARTIAL,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE
GCF_016890005.1	FDAARGOS_1250	SAMN16357392	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016890005.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	14	aac(3)-IIe=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,estX-3=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,qnrB19=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE	aac(3)-IIe=COMPLETE,aadA1=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-55=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,estX-3=COMPLETE,floR=COMPLETE,qnrB19=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE		10	cvaC=PARTIAL,espX1=PARTIAL,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,sslE=HMM,traT=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacL=COMPLETE
GCF_016890045.1	FDAARGOS_1265	SAMN16357407	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016890045.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	16	aac(6')-Ib-cr5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,nfsB_Q101Ter=POINT,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT	aac(6')-Ib-cr5=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL,gyrA_D87N=POINT,gyrA_S83L=POINT,nfsB_Q101Ter=POINT,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT		20	cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papA=PARTIAL,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sat=COMPLETE,senB=COMPLETE,sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016890105.1	FDAARGOS_1266	SAMN16357408	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016890105.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	16	aac(6')-Ib-cr5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT	aac(6')-Ib-cr5=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,gyrA_D87N=POINT,gyrA_S83L=POINT,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT		14	fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=PARTIAL,sat=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016903275.1	FDAARGOS_1282	SAMN16357424	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903275.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	21	aac(3)-IId=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cirA_L343NfsTer5=POINT,cyaA_S352T=POINT,dfrA14=COMPLETE,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,parC_E84G=POINT,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(3)-IId=COMPLETE,aadA5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,cirA_L343NfsTer5=POINT,cyaA_S352T=POINT,dfrA14=COMPLETE,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,parC_E84G=POINT,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		9	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,senB=COMPLETE,sinH=HMM,traT=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE
GCF_016903315.1	FDAARGOS_1289	SAMN16357431	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903315.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	11	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,blaTEMp_C32T=POINT,cyaA_S352T=POINT,dfrA8=COMPLETE,parC_S57T=POINT,sul2=COMPLETE,tet(B)=COMPLETE	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,blaTEMp_C32T=POINT,cyaA_S352T=POINT,dfrA8=COMPLETE,parC_S57T=POINT,sul2=COMPLETE,tet(B)=COMPLETE		22	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,iroD=COMPLETE,iroE=MISTRANSLATION,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,lpfA-O113=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,sat=COMPLETE,sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,arsD=COMPLETE,emrE=COMPLETE
GCF_016903335.1	FDAARGOS_1295	SAMN16357437	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903335.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	3	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT	marR_S3N=POINT		25	clbB=COMPLETE,clbN=COMPLETE,cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,ibeA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-III=COMPLETE,papH=COMPLETE,senB=COMPLETE,sfaF=COMPLETE,sfaS=COMPLETE,sslE=COMPLETE,traT=COMPLETE,vactox=PARTIAL,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016903375.1	FDAARGOS_1286	SAMN16357428	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903375.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	6	acrF=COMPLETE,blaEC=COMPLETE,cirA_E450AfsTer30=POINT,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE	cirA_E450AfsTer30=POINT,cyaA_S352T=POINT		22	fdeC=COMPLETE,hlyE=MISTRANSLATION,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,lpfA-O113=COMPLETE,pic=COMPLETE,sinH=HMM,sslE=COMPLETE,tsh=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016903435.1	FDAARGOS_1302	SAMN16357444	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903435.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	13	aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,marR_S3N=POINT,parC_S80I=POINT,sat2=COMPLETE,sul2=COMPLETE	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,marR_S3N=POINT,parC_S80I=POINT,sat2=COMPLETE,sul2=COMPLETE		24	cvaB=COMPLETE,cvaC=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sslE=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016903535.1	FDAARGOS_1373	SAMN16357515	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903535.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	2	acrF=COMPLETE,blaEC=COMPLETE			8	fdeC=COMPLETE,iss=COMPLETE,pic=COMPLETE,sinH=HMM,sslE=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016903595.1	FDAARGOS_1279	SAMN16357421	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903595.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	16	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,blaTEM=PARTIAL,cyaA_S352T=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_Y253EfsTer3=POINT,parC_S80I=POINT,parE_S458A=POINT,sul2=COMPLETE,tet(A)=COMPLETE	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaTEM=PARTIAL,cyaA_S352T=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_Y253EfsTer3=POINT,parC_S80I=POINT,parE_S458A=POINT,sul2=COMPLETE,tet(A)=COMPLETE		8	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016903615.1	FDAARGOS_1304	SAMN16357446	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903615.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	4	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT,mdtM=COMPLETE	marR_S3N=POINT		15	clbB=COMPLETE,clbN=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,senB=COMPLETE,sslE=COMPLETE,vactox=PARTIAL,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016903815.1	FDAARGOS_1280	SAMN16357422	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903815.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	19	aac(3)-IId=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,erm(B)=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_Y253EfsTer3=POINT,parC_S80I=POINT,parE_S458A=POINT,qnrS1=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	aac(3)-IId=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,erm(B)=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_Y253EfsTer3=POINT,parC_S80I=POINT,parE_S458A=POINT,qnrS1=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE		6	air=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE
GCF_016903835.1	FDAARGOS_1299	SAMN16357441	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903835.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	3	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT	marR_S3N=POINT		22	clbB=COMPLETE,clbN=COMPLETE,cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,ibeA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=PARTIAL,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=PARTIAL,papG-III=COMPLETE,papH=COMPLETE,sfaF=COMPLETE,sfaS=COMPLETE,sslE=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	emrE=COMPLETE
GCF_016903855.1	FDAARGOS_1291	SAMN16357433	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903855.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	20	acrF=COMPLETE,acrR_E111RfsTer30=POINT,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,marR_N30insTer12=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_C9AfsTer49=POINT,nfsA_H11Y=POINT,parC_S80I=POINT,sul2=COMPLETE,tet(B)=COMPLETE	acrR_E111RfsTer30=POINT,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,marR_N30insTer12=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_C9AfsTer49=POINT,nfsA_H11Y=POINT,parC_S80I=POINT,sul2=COMPLETE,tet(B)=COMPLETE		9	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA-O113=COMPLETE,sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,arsD=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE
GCF_016903915.1	FDAARGOS_1300	SAMN16357442	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903915.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	16	aadA1=COMPLETE,acrF=COMPLETE,acrR_D84IfsTer5=POINT,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,marR_S3N=POINT,parC_E84G=POINT,parC_S80I=POINT,sat2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aadA1=COMPLETE,acrR_D84IfsTer5=POINT,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,marR_S3N=POINT,parC_E84G=POINT,parC_S80I=POINT,sat2=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		24	cvaB=COMPLETE,cvaC=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sslE=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE
GCF_016903935.1	FDAARGOS_1288	SAMN16357430	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903935.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	15	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,gyrA_D87G=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=PARTIAL,mrx(A)=COMPLETE,parC_S80I=POINT,sul2=COMPLETE,tet(B)=COMPLETE	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,gyrA_D87G=POINT,gyrA_S83L=POINT,mph(A)=PARTIAL,mrx(A)=COMPLETE,parC_S80I=POINT,sul2=COMPLETE,tet(B)=COMPLETE		12	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA-O113=COMPLETE,papA=PARTIAL,papF=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,arsD=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE
GCF_016903995.1	FDAARGOS_1337	SAMN16357479	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016903995.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	3	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE			3	espX1=PARTIAL,fdeC=COMPLETE,sslE=HMM	ariR=COMPLETE,emrE=COMPLETE
GCF_016904055.1	FDAARGOS_1293	SAMN16357435	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904055.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	3	acrF=COMPLETE,blaEC-5=COMPLETE,mdtM=COMPLETE			23	clbB=COMPLETE,clbN=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,pic=COMPLETE,sat=COMPLETE,senB=COMPLETE,sinH=HMM,traT=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904075.1	FDAARGOS_1303	SAMN16357445	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904075.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	3	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT	marR_S3N=POINT		22	clbB=COMPLETE,clbN=COMPLETE,cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,ibeA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-III=COMPLETE,papH=COMPLETE,sfaF=COMPLETE,sfaS=COMPLETE,sslE=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	emrE=COMPLETE
