assembly_acc	assembly_name	organism	strain	biosample	seq_rel_date	submission	assembly_level
GCF_001019035.2	ASM101903v2	Staphylococcus aureus (firmicutes)	FDAARGOS_34	SAMN03255473	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001019455.2	ASM101945v2	Staphylococcus aureus (firmicutes)	FDAARGOS_32	SAMN03255471	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001019015.2	ASM101901v2	Staphylococcus aureus (firmicutes)	FDAARGOS_31	SAMN03255470	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001019475.2	ASM101947v2	Staphylococcus aureus (firmicutes)	FDAARGOS_33	SAMN03255472	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018965.2	ASM101896v2	Staphylococcus aureus (firmicutes)	FDAARGOS_29	SAMN03255468	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018905.2	ASM101890v2	Staphylococcus aureus (firmicutes)	FDAARGOS_26	SAMN03255465	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018955.2	ASM101895v2	Staphylococcus aureus (firmicutes)	FDAARGOS_28	SAMN03255467	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018885.2	ASM101888v2	Staphylococcus aureus (firmicutes)	FDAARGOS_23	SAMN03255462	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018875.2	ASM101887v2	Staphylococcus aureus (firmicutes)	FDAARGOS_22	SAMN03255461	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018795.2	ASM101879v2	Staphylococcus aureus (firmicutes)	FDAARGOS_18	SAMN03255457	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001019375.2	ASM101937v2	Staphylococcus aureus (firmicutes)	FDAARGOS_17	SAMN03255456	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001019355.2	ASM101935v2	Staphylococcus aureus (firmicutes)	FDAARGOS_16	SAMN03255455	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001019335.2	ASM101933v2	Staphylococcus aureus (firmicutes)	FDAARGOS_13	SAMN03255452	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018715.2	ASM101871v2	Staphylococcus aureus (firmicutes)	FDAARGOS_11	SAMN03255450	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001018635.2	ASM101863v2	Staphylococcus aureus (firmicutes)	FDAARGOS_3	SAMN03255443	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001019295.2	ASM101929v2	Staphylococcus aureus (firmicutes)	FDAARGOS_8	SAMN03255447	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001188035.2	ASM118803v2	Vibrio parahaemolyticus (g-proteobacteria)	FDAARGOS_53	SAMN03255433	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001188155.2	ASM118815v2	Salmonella enterica subsp. houtenae serovar 50:g,z51:- (enterobacteria)	FDAARGOS_55	SAMN03255435	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_001188055.2	ASM118805v2	Shigella flexneri (enterobacteria)	FDAARGOS_59	SAMN03255439	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783895.2	ASM78389v2	Klebsiella michiganensis (enterobacteria)	FDAARGOS_66	SAMN02934515	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783835.2	ASM78383v2	Enterobacter hormaechei (CDC Enteric Group 75)	FDAARGOS_69	SAMN02934520	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783715.2	ASM78371v2	Aeromonas caviae (g-proteobacteria)	FDAARGOS_75	SAMN02934527	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783795.2	ASM78379v2	Shigella sonnei (enterobacteria)	FDAARGOS_71	SAMN02934522	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783615.1	ASM78361v2	Serratia marcescens (enterobacteria)	FDAARGOS_79	SAMN02934533	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783555.1	ASM78355v2	Burkholderia cenocepacia (b-proteobacteria)	FDAARGOS_82	SAMN02700076	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783465.2	ASM78346v2	Proteus mirabilis (enterobacteria)	FDAARGOS_85	SAMN02934539	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783515.2	ASM78351v2	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_84	SAMN02934538	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_000783535.2	ASM78353v2	Staphylococcus epidermidis (firmicutes)	FDAARGOS_83	SAMN02934537	2018/01/19 00:00	2018/01/19 00:00	Contig
GCF_002891275.1	ASM289127v1	Enterococcus faecium (firmicutes)	FDAARGOS_326	SAMN06173339	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891255.1	ASM289125v1	Burkholderia cenocepacia (b-proteobacteria)	FDAARGOS_187	SAMN05004742	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891235.1	ASM289123v1	Enterobacter cancerogenus (enterobacteria)	FDAARGOS_232	SAMN04875569	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891215.1	ASM289121v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS_231	SAMN04875568	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891195.1	ASM289119v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_240	SAMN05004749	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891175.1	ASM289117v1	Enterococcus faecium (firmicutes)	FDAARGOS_331	SAMN06173344	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891155.1	ASM289115v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_243	SAMN05004752	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891135.1	ASM289113v1	Burkholderia cenocepacia (b-proteobacteria)	FDAARGOS_189	SAMN05004744	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891115.1	ASM289111v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_236	SAMN05004745	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891095.1	ASM289109v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_244	SAMN05004753	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891075.1	ASM289107v1	Paraburkholderia fungorum (b-proteobacteria)	FDAARGOS_245	SAMN05004754	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891055.1	ASM289105v1	Enterococcus avium (firmicutes)	FDAARGOS_180	SAMN04327388	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002891025.1	ASM289102v1	Enterococcus avium (firmicutes)	FDAARGOS_182	SAMN04327390	2018/01/17 00:00	2018/01/17 00:00	Contig
GCF_002407525.2	ASM240752v3	Burkholderia cepacia (b-proteobacteria)	FDAARGOS_388	SAMN07312432	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002754815.1	ASM275481v1	Roseomonas sp. FDAARGOS_362 (a-proteobacteria)	FDAARGOS_362	SAMN07312406	2017/11/06 00:00	2017/11/06 00:00	Complete Genome
GCA_002735265.1	ASM273526v1	Streptococcus agalactiae (firmicutes)	FDAARGOS_413	SAMN07312457	2017/10/28 00:00	2017/10/28 00:00	Contig
GCF_002407525.1	ASM240752v2	Burkholderia cepacia (b-proteobacteria)	FDAARGOS_388	SAMN07312432	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002636515.1	ASM263651v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_443	SAMN07312487	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002636375.1	ASM263637v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_442	SAMN07312486	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002636215.1	ASM263621v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_447	SAMN07312491	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002636095.1	ASM263609v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_436	SAMN07312480	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002635725.1	ASM263572v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_440	SAMN07312484	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002635365.1	ASM263536v1	Klebsiella ornithinolytica (enterobacteria)	FDAARGOS_431	SAMN07312475	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002635135.1	ASM263513v1	Klebsiella planticola (enterobacteria)	FDAARGOS_429	SAMN07312473	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002634895.1	ASM263489v1	Escherichia coli (E. coli)	FDAARGOS_434	SAMN07312478	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_002591785.1	ASM259178v1	Budvicia aquatica (enterobacteria)	FDAARGOS_387	SAMN07312431	2017/10/19 00:00	2017/10/19 00:00	Contig
GCF_002591295.1	ASM259129v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_385	SAMN07312429	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591275.1	ASM259127v1	Chryseobacterium indologenes (CFB group bacteria)	FDAARGOS_379	SAMN07312423	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591255.1	ASM259125v1	Brucella canis (a-proteobacteria)	FDAARGOS_420	SAMN07312464	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591235.1	ASM259123v1	Pseudomonas sp. FDAARGOS_380 (g-proteobacteria)	FDAARGOS_380	SAMN07312424	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591215.1	ASM259121v1	Staphylococcus lugdunensis (firmicutes)	FDAARGOS_381	SAMN07312425	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591195.1	ASM259119v1	Yersinia frederiksenii (enterobacteria)	FDAARGOS_418	SAMN07312462	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591175.1	ASM259117v1	Staphylococcus capitis (firmicutes)	FDAARGOS_378	SAMN07312422	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591155.1	ASM259115v1	Proteus vulgaris (enterobacteria)	FDAARGOS_366	SAMN07312410	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591135.1	ASM259113v1	Escherichia coli (E. coli)	FDAARGOS_448	SAMN07312492	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591115.1	ASM259111v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS_363	SAMN07312407	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591095.1	ASM259109v1	Yersinia frederiksenii (enterobacteria)	FDAARGOS_417	SAMN07312461	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002591075.1	ASM259107v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_439	SAMN07312483	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002589795.1	ASM258979v1	Escherichia coli (E. coli)	FDAARGOS_433	SAMN07312477	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002588845.1	ASM258884v1	Serratia fonticola (enterobacteria)	FDAARGOS_411	SAMN07312455	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002588535.1	ASM258853v1	Pluralibacter gergoviae (enterobacteria)	FDAARGOS_386	SAMN07312430	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588555.1	ASM258855v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_425	SAMN07312469	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588485.1	ASM258848v1	Pseudomonas putida (g-proteobacteria)	FDAARGOS_376	SAMN07312420	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588385.1	ASM258838v1	Escherichia coli (E. coli)	FDAARGOS_427	SAMN07312471	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588355.1	ASM258835v1	Klebsiella planticola (enterobacteria)	FDAARGOS_428	SAMN07312472	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588365.1	ASM258836v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_435	SAMN07312479	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588345.1	ASM258834v1	Klebsiella oxytoca (enterobacteria)	FDAARGOS_432	SAMN07312476	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588265.1	ASM258826v1	Morganella morganii (enterobacteria)	FDAARGOS_438	SAMN07312482	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588255.1	ASM258825v1	Leclercia adecarboxylata (enterobacteria)	FDAARGOS_404	SAMN07312448	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588205.1	ASM258820v1	Clostridium sporogenes (firmicutes)	FDAARGOS_423	SAMN07312467	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588215.1	ASM258821v1	Mycobacterium tuberculosis (high G+C Gram-positive bacteria)	FDAARGOS_424	SAMN07312468	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588135.1	ASM258813v1	Escherichia coli (E. coli)	FDAARGOS_437	SAMN07312481	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002588125.1	ASM258812v1	Escherichia coli (E. coli)	FDAARGOS_441	SAMN07312485	2017/10/18 00:00	2017/10/18 00:00	Contig
GCF_002587885.1	ASM258788v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_446	SAMN07312490	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002587225.1	ASM258722v1	Campylobacter jejuni (e-proteobacteria)	FDAARGOS_421	SAMN07312465	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002587165.1	ASM258716v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_444	SAMN07312488	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002587105.1	ASM258710v1	Campylobacter jejuni (e-proteobacteria)	FDAARGOS_422	SAMN07312466	2017/10/18 00:00	2017/10/18 00:00	Complete Genome
GCF_002557645.1	ASM255764v1	Listeria monocytogenes (firmicutes)	FDAARGOS_405	SAMN07312449	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002557625.1	ASM255762v1	Enterococcus faecium (firmicutes)	FDAARGOS_374	SAMN07312418	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554675.1	ASM255467v1	Escherichia coli (E. coli)	FDAARGOS_399	SAMN07312443	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554645.1	ASM255464v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_416	SAMN07312460	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554625.1	ASM255462v1	Yersinia enterocolitica (enterobacteria)	FDAARGOS_357	SAMN06173370	2017/10/16 00:00	2017/10/16 00:00	Contig
GCA_002554635.1	ASM255463v1	Klebsiella planticola (enterobacteria)	FDAARGOS_283	SAMN06173296	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554555.1	ASM255455v1	Pantoea agglomerans (enterobacteria)	FDAARGOS_407	SAMN07312451	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554535.1	ASM255453v1	Pseudomonas putida (g-proteobacteria)	FDAARGOS_409	SAMN07312453	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554515.1	ASM255451v1	Nocardia sp. FDAARGOS_372 (high G+C Gram-positive bacteria)	FDAARGOS_372	SAMN07312416	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554485.1	ASM255448v1	Escherichia coli (E. coli)	FDAARGOS_402	SAMN07312446	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554475.1	ASM255447v1	Escherichia coli (E. coli)	FDAARGOS_398	SAMN07312442	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554435.1	ASM255443v1	Burkholderia ambifaria (b-proteobacteria)	FDAARGOS_419	SAMN07312463	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554415.1	ASM255441v1	Edwardsiella tarda (enterobacteria)	FDAARGOS_370	SAMN07312414	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554425.1	ASM255442v1	Comamonas terrigena (b-proteobacteria)	FDAARGOS_394	SAMN07312438	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554395.1	ASM255439v1	Burkholderia gladioli (b-proteobacteria)	FDAARGOS_391	SAMN07312435	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554365.1	ASM255436v1	Yersinia kristensenii (enterobacteria)	FDAARGOS_415	SAMN07312459	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554355.1	ASM255435v1	Enterococcus faecium (firmicutes)	FDAARGOS_397	SAMN07312441	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554325.1	ASM255432v1	Escherichia coli (E. coli)	FDAARGOS_400	SAMN07312444	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554315.1	ASM255431v1	Enterococcus durans (firmicutes)	FDAARGOS_396	SAMN07312440	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554295.1	ASM255429v1	Staphylococcus aureus (firmicutes)	FDAARGOS_359	SAMN07312405	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554275.1	ASM255427v1	Micrococcus luteus (high G+C Gram-positive bacteria)	FDAARGOS_406	SAMN07312450	2017/10/16 00:00	2017/10/16 00:00	Contig
GCF_002554225.1	ASM255422v1	Burkholderia gladioli (b-proteobacteria)	FDAARGOS_390	SAMN07312434	2017/10/16 00:00	2017/10/16 00:00	Contig
GCA_002407525.1	ASM240752v1	Burkholderia cepacia (b-proteobacteria)	FDAARGOS_388	SAMN07312432	2017/09/28 00:00	2017/09/28 00:00	Chromosome
GCF_002407165.1	ASM240716v1	Staphylococcus lugdunensis (firmicutes)	FDAARGOS_377	SAMN07312421	2017/10/02 00:00	2017/10/02 00:00	Complete Genome
GCF_002393505.1	ASM239350v1	Providencia alcalifaciens (enterobacteria)	FDAARGOS_408	SAMN07312452	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393485.1	ASM239348v1	Ralstonia pickettii (b-proteobacteria)	FDAARGOS_410	SAMN07312454	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393465.1	ASM239346v1	Escherichia coli (E. coli)	FDAARGOS_401	SAMN07312445	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393445.1	ASM239344v1	Cedecea neteri (enterobacteria)	FDAARGOS_392	SAMN07312436	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393425.1	ASM239342v1	Burkholderia gladioli pv. gladioli (b-proteobacteria)	FDAARGOS_389	SAMN07312433	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393405.1	ASM239340v1	Lelliottia amnigena (enterobacteria)	FDAARGOS_395	SAMN07312439	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393385.1	ASM239338v1	Pasteurella multocida (g-proteobacteria)	FDAARGOS_384	SAMN07312428	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393365.1	ASM239336v1	Escherichia coli (E. coli)	FDAARGOS_403	SAMN07312447	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393265.1	ASM239326v1	Enterococcus sp. FDAARGOS_375 (firmicutes)	FDAARGOS_375	SAMN07312419	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002393245.1	ASM239324v1	Citrobacter koseri (enterobacteria)	FDAARGOS_393	SAMN07312437	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386385.1	ASM238638v1	Citrobacter werkmanii (enterobacteria)	FDAARGOS_364	SAMN07312408	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386365.1	ASM238636v1	Rothia mucilaginosa (high G+C Gram-positive bacteria)	FDAARGOS_369	SAMN07312413	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386345.1	ASM238634v1	Streptococcus oralis (firmicutes)	FDAARGOS_367	SAMN07312411	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386325.1	ASM238632v1	Salmonella enterica subsp. enterica serovar Saintpaul (enterobacteria)	FDAARGOS_373	SAMN07312417	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386305.1	ASM238630v1	Morganella morganii (enterobacteria)	FDAARGOS_365	SAMN07312409	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386285.1	ASM238628v1	Streptococcus gordonii (firmicutes)	FDAARGOS_371	SAMN07312415	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386265.1	ASM238626v1	Weissella paramesenteroides (firmicutes)	FDAARGOS_414	SAMN07312458	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386245.1	ASM238624v1	Staphylococcus aureus (firmicutes)	FDAARGOS_412	SAMN07312456	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386225.1	ASM238622v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_445	SAMN07312489	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386205.1	ASM238620v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_426	SAMN07312470	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386185.1	ASM238618v1	Staphylococcus simulans (firmicutes)	FDAARGOS_383	SAMN07312427	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002386165.1	ASM238616v1	Salmonella enterica subsp. enterica serovar Paratyphi A (enterobacteria)	FDAARGOS_368	SAMN07312412	2017/09/28 00:00	2017/09/28 00:00	Complete Genome
GCF_002313185.1	ASM231318v1	Pantoea sp. FDAARGOS_194 (enterobacteria)	FDAARGOS_194	SAMN04875531	2017/09/19 00:00	2017/09/19 00:00	Contig
GCF_002313155.1	ASM231315v1	Psychrobacter sp. FDAARGOS_221 (g-proteobacteria)	FDAARGOS_221	SAMN04875558	2017/09/19 00:00	2017/09/19 00:00	Contig
GCF_002313145.1	ASM231314v1	Hafnia paralvei (enterobacteria)	FDAARGOS_230	SAMN04875567	2017/09/19 00:00	2017/09/19 00:00	Contig
GCF_002289235.1	ASM228923v1	Streptococcus sp. FDAARGOS_256 (firmicutes)	FDAARGOS_256	SAMN04875582	2017/09/11 00:00	2017/09/11 00:00	Contig
GCF_002278015.1	ASM227801v1	Enterococcus hirae (firmicutes)	FDAARGOS_234	SAMN04875571	2017/08/30 00:00	2017/08/30 00:00	Complete Genome
GCF_002277995.1	ASM227799v1	Elizabethkingia anophelis (CFB group bacteria)	FDAARGOS_198	SAMN04875535	2017/08/30 00:00	2017/08/30 00:00	Complete Genome
GCA_002211485.1	ASM221148v1	Aspergillus niger (ascomycete fungi)	FDAARGOS_311	SAMN06173324	2017/06/30 00:00	2017/06/30 00:00	Contig
GCA_002209265.1	ASM220926v1	Staphylococcus saprophyticus (firmicutes)	FDAARGOS_355	SAMN06173368	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209245.1	ASM220924v1	Shewanella sp. FDAARGOS_354 (g-proteobacteria)	FDAARGOS_354	SAMN06173367	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCA_002209225.1	ASM220922v1	Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	FDAARGOS_321	SAMN06173334	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209205.1	ASM220920v1	Salmonella enterica (enterobacteria)	FDAARGOS_313	SAMN06173326	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209185.1	ASM220918v1	Corynebacterium jeikeium (high G+C Gram-positive bacteria)	FDAARGOS_328	SAMN06173341	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209165.1	ASM220916v1	Mammaliicoccus sciuri (firmicutes)	FDAARGOS_285	SAMN06173298	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209145.1	ASM220914v1	Jonesia denitrificans (high G+C Gram-positive bacteria)	FDAARGOS_301	SAMN06173314	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209125.1	ASM220912v1	Nocardia brasiliensis (high G+C Gram-positive bacteria)	FDAARGOS_352	SAMN06173365	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209105.1	ASM220910v1	Escherichia coli O104:H4 (E. coli)	FDAARGOS_348	SAMN06173361	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209085.1	ASM220908v1	Burkholderia cepacia (b-proteobacteria)	FDAARGOS_345	SAMN06173358	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209065.1	ASM220906v1	Campylobacter jejuni (e-proteobacteria)	FDAARGOS_266	SAMN04875592	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209045.1	ASM220904v1	Campylobacter jejuni (e-proteobacteria)	FDAARGOS_265	SAMN04875591	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209025.1	ASM220902v1	Campylobacter jejuni (e-proteobacteria)	FDAARGOS_263	SAMN04875589	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002209005.1	ASM220900v1	Campylobacter jejuni (e-proteobacteria)	FDAARGOS_262	SAMN04875588	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCA_002208985.1	ASM220898v1	Citrobacter koseri (enterobacteria)	FDAARGOS_287	SAMN06173300	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCA_002208965.1	ASM220896v1	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- (enterobacteria)	FDAARGOS_312	SAMN06173325	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCA_002208945.1	ASM220894v1	Enterococcus faecalis (firmicutes)	FDAARGOS_338	SAMN06173351	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208925.1	ASM220892v1	Chryseobacterium indologenes (CFB group bacteria)	FDAARGOS_337	SAMN06173350	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCA_002208905.1	ASM220890v1	Staphylococcus saprophyticus (firmicutes)	FDAARGOS_336	SAMN06173349	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208885.1	ASM220888v1	Stenotrophomonas maltophilia (g-proteobacteria)	FDAARGOS_325	SAMN06173338	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208865.1	ASM220886v1	Escherichia coli O157 (E. coli)	FDAARGOS_293	SAMN06173306	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208845.1	ASM220884v1	Citrobacter braakii (enterobacteria)	FDAARGOS_290	SAMN06173303	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208825.1	ASM220882v1	Brevundimonas vesicularis (a-proteobacteria)	FDAARGOS_289	SAMN06173302	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208805.1	ASM220880v1	Staphylococcus pettenkoferi (firmicutes)	FDAARGOS_288	SAMN06173301	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCA_002208785.1	ASM220878v1	Bacillus anthracis (anthrax bacterium)	FDAARGOS_341	SAMN06173354	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208765.1	ASM220876v1	Psychrobacter cryohalolentis (g-proteobacteria)	FDAARGOS_308	SAMN06173321	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208745.1	ASM220874v1	Pseudomonas protegens (g-proteobacteria)	FDAARGOS_307	SAMN06173320	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
GCF_002208725.1	ASM220872v1	Prevotella melaninogenica (CFB group bacteria)	FDAARGOS_306	SAMN06173319	2017/06/27 00:00	2017/06/27 00:00	Complete Genome
