pairid	band	phylum	dd_breakpoints_ref	dd_breakpoints_qry	dd_relocations_ref	dd_relocations_qry	dd_translocations_ref	dd_translocations_qry	dd_inversions_ref	dd_inversions_qry	dd_insertions_ref	dd_insertions_qry	dd_insertionsum_ref	dd_insertionsum_qry	dd_tandemins_ref	dd_tandemins_qry	dd_tandeminssum_ref	dd_tandeminssum_qry
GCA_900550055.1__GCA_905215325.1	90-95	Actinobacteriota	999.0	928.0	2.0	1.0	81.0	44.0	0.0	0.0	500.0	464.0	582496.0	591414.0	0.0	0.0	0.0	0.0
GCA_011389715.1__GCA_011390335.1	90-95	Desulfobacterota	1695.0	1329.0	5.0	11.0	366.0	77.0	0.0	0.0	802.0	772.0	1952263.0	736248.0	0.0	0.0	0.0	0.0
GCF_012027635.1__GCF_000769655.1	80-85	Methanobacteriota_B	1112.0	1112.0	32.0	37.0	0.0	0.0	28.0	26.0	552.0	485.0	1157132.0	904932.0	0.0	0.0	0.0	0.0
GCF_002531905.1__GCF_001187535.1	90-95	Proteobacteria	2653.0	3011.0	14.0	14.0	196.0	443.0	8.0	7.0	1456.0	1248.0	1427931.0	1724256.0	1.0	2.0	150.0	873.0
GCF_004770905.1__GCF_002812125.1	80-85	Spirochaetota	1149.0	1153.0	5.0	6.0	14.0	21.0	0.0	0.0	587.0	582.0	1861167.0	1745680.0	0.0	0.0	0.0	0.0
GCF_014200015.1__GCA_001724355.1	80-85	Proteobacteria	2046.0	2151.0	8.0	8.0	58.0	195.0	30.0	11.0	1070.0	1055.0	1460520.0	2922067.0	0.0	0.0	0.0	0.0
GCA_900553705.1__GCA_900549215.1	90-95	Actinobacteriota	854.0	960.0	1.0	2.0	170.0	161.0	1.0	1.0	530.0	633.0	481541.0	301944.0	0.0	0.0	0.0	0.0
GCF_004522235.1__GCF_000383915.1	85-90	Actinobacteriota	3664.0	3596.0	45.0	68.0	231.0	0.0	10.0	76.0	1811.0	1843.0	3546165.0	4259539.0	0.0	0.0	0.0	0.0
GCF_002939305.1__GCF_000317555.1	85-90	Cyanobacteria	2714.0	2689.0	10.0	26.0	61.0	10.0	16.0	29.0	1330.0	1331.0	1759275.0	1140640.0	0.0	1.0	0.0	42.0
GCA_017622635.1__GCA_002362175.1	85-90	Firmicutes_A	1125.0	859.0	0.0	1.0	284.0	59.0	3.0	3.0	605.0	562.0	970575.0	289082.0	0.0	0.0	0.0	0.0
GCF_001650905.1__GCA_017643645.1	85-90	Bacteroidota	1773.0	1801.0	30.0	36.0	60.0	53.0	5.0	7.0	807.0	812.0	1086836.0	1267687.0	0.0	0.0	0.0	0.0
GCF_902506205.1__GCA_018608325.1	80-85	Proteobacteria	1911.0	1962.0	42.0	9.0	0.0	303.0	79.0	5.0	1084.0	968.0	1790829.0	1702934.0	0.0	0.0	0.0	0.0
GCA_015069215.1__GCA_017617935.1	85-90	Firmicutes_A	921.0	907.0	2.0	2.0	122.0	55.0	0.0	0.0	489.0	540.0	924147.0	911070.0	0.0	0.0	0.0	0.0
GCA_902550325.1__GCA_902526165.1	90-95	Bacteroidota	152.0	148.0	0.0	0.0	26.0	18.0	2.0	2.0	86.0	88.0	459875.0	273551.0	0.0	0.0	0.0	0.0
GCF_006442685.1__GCF_013170705.1	85-90	Proteobacteria	3004.0	2996.0	56.0	49.0	87.0	0.0	18.0	61.0	1487.0	1472.0	3096239.0	2271203.0	0.0	0.0	0.0	0.0
GCF_001428005.1__GCF_017052465.1	80-85	Actinobacteriota	2393.0	2470.0	27.0	31.0	174.0	204.0	10.0	6.0	1201.0	1214.0	2167933.0	3163168.0	0.0	3.0	0.0	366.0
GCF_003612015.1__GCF_002095315.1	80-85	Proteobacteria	1572.0	1586.0	0.0	3.0	29.0	113.0	7.0	4.0	841.0	822.0	2202510.0	2987850.0	0.0	1.0	0.0	100.0
GCF_016406305.1__GCF_014647135.1	80-85	Proteobacteria	2209.0	2286.0	69.0	49.0	0.0	154.0	61.0	3.0	1071.0	1120.0	2674158.0	2663355.0	0.0	0.0	0.0	0.0
GCF_003626635.1__GCF_014201145.1	80-85	Actinobacteriota	3432.0	3408.0	68.0	146.0	238.0	0.0	20.0	116.0	1697.0	1717.0	3919795.0	3965098.0	0.0	0.0	0.0	0.0
GCF_017313785.1__GCF_011068285.1	85-90	Bacteroidota	1277.0	1243.0	19.0	34.0	78.0	0.0	2.0	32.0	608.0	604.0	1989705.0	1849563.0	0.0	0.0	0.0	0.0
GCF_000959725.1__GCF_001411805.1	85-90	Proteobacteria	4878.0	4878.0	121.0	128.0	135.0	108.0	71.0	71.0	2401.0	2422.0	3667567.0	4444901.0	0.0	0.0	0.0	0.0
GCF_003185895.1__GCF_002929555.1	85-90	Actinobacteriota	1929.0	1929.0	49.0	50.0	47.0	88.0	13.0	3.0	980.0	960.0	1758525.0	2000309.0	0.0	1.0	0.0	81.0
GCF_002270415.1__GCF_000425965.1	85-90	Proteobacteria	3080.0	3080.0	27.0	16.0	129.0	152.0	21.0	19.0	1500.0	1548.0	2292704.0	4108910.0	1.0	0.0	179.0	0.0
GCA_019118245.1__GCA_019118935.1	90-95	Firmicutes_A	1777.0	1777.0	4.0	3.0	147.0	164.0	3.0	3.0	798.0	889.0	679331.0	726816.0	0.0	0.0	0.0	0.0
GCF_003253435.1__GCF_000367765.1	80-85	Firmicutes	322.0	327.0	4.0	3.0	23.0	16.0	0.0	0.0	162.0	186.0	306298.0	267763.0	0.0	0.0	0.0	0.0
GCA_900556145.1__GCA_003522105.1	90-95	Firmicutes_A	1272.0	997.0	0.0	2.0	314.0	97.0	2.0	4.0	567.0	601.0	803266.0	426293.0	0.0	4.0	0.0	597.0
GCF_001424125.1__GCF_001426705.1	90-95	Actinobacteriota	1377.0	1375.0	33.0	22.0	39.0	33.0	7.0	18.0	680.0	666.0	1481812.0	991943.0	0.0	0.0	0.0	0.0
GCA_900556355.1__GCA_900555265.1	90-95	Patescibacteria	239.0	152.0	0.0	0.0	76.0	3.0	0.0	0.0	118.0	104.0	331461.0	63194.0	0.0	0.0	0.0	0.0
GCA_016790145.1__GCA_016709335.1	90-95	Proteobacteria	2249.0	2040.0	18.0	18.0	384.0	190.0	0.0	12.0	1037.0	967.0	1374367.0	1080744.0	0.0	1.0	0.0	102.0
GCF_005889725.1__GCF_004348995.1	85-90	Actinobacteriota	5214.0	5232.0	5.0	13.0	722.0	566.0	19.0	23.0	2862.0	3142.0	4446185.0	7470362.0	0.0	0.0	0.0	0.0
GCF_003942965.1__GCF_002096685.1	85-90	Firmicutes	875.0	871.0	19.0	23.0	100.0	45.0	2.0	7.0	395.0	461.0	696660.0	590784.0	0.0	0.0	0.0	0.0
GCF_016862555.1__GCF_016862515.1	85-90	Actinobacteriota	3325.0	3325.0	17.0	12.0	342.0	339.0	75.0	82.0	1774.0	1782.0	3098698.0	3088120.0	0.0	0.0	0.0	0.0
GCF_007680845.1__GCF_001865065.1	85-90	Actinobacteriota	1933.0	1933.0	10.0	11.0	52.0	74.0	6.0	3.0	985.0	961.0	1333460.0	1203117.0	0.0	0.0	0.0	0.0
GCF_003428885.1__GCF_016658865.1	90-95	Firmicutes	1182.0	1137.0	77.0	52.0	88.0	0.0	4.0	47.0	458.0	479.0	628123.0	525792.0	1.0	0.0	447.0	0.0
GCA_902623785.1__GCA_902599625.1	90-95	Proteobacteria	167.0	148.0	0.0	0.0	25.0	10.0	1.0	1.0	89.0	85.0	353446.0	191883.0	0.0	0.0	0.0	0.0
GCF_002289565.1__GCA_007753675.1	90-95	Planctomycetota	7616.0	7578.0	418.0	222.0	546.0	0.0	7.0	206.0	3247.0	3428.0	3438439.0	2402181.0	3.0	4.0	4944.0	271.0
GCF_000816185.1__GCF_000816785.1	80-85	Campylobacterota	598.0	598.0	17.0	16.0	0.0	0.0	8.0	8.0	298.0	291.0	857533.0	620803.0	1.0	0.0	266.0	0.0
GCF_001270265.1__GCF_000583045.1	90-95	Proteobacteria	3081.0	3062.0	103.0	72.0	272.0	112.0	9.0	52.0	1418.0	1424.0	2318684.0	1968246.0	0.0	2.0	0.0	178.0
GCF_003148825.1__GCF_008642275.1	90-95	Actinobacteriota	3006.0	2966.0	94.0	102.0	149.0	0.0	7.0	61.0	1404.0	1427.0	1582296.0	2274931.0	1.0	0.0	114.0	0.0
GCF_002577655.1__GCF_003667825.1	90-95	Firmicutes	1768.0	1573.0	48.0	32.0	203.0	0.0	1.0	35.0	805.0	709.0	1425253.0	872756.0	5.0	1.0	968.0	130.0
GCA_015206945.1__GCA_017115095.1	90-95	Cyanobacteria	5998.0	6061.0	18.0	23.0	912.0	860.0	10.0	9.0	3113.0	3079.0	2760379.0	3314289.0	1.0	1.0	160.0	102.0
GCF_015071065.1__GCF_002574955.1	90-95	Firmicutes	2907.0	2973.0	36.0	25.0	212.0	237.0	4.0	2.0	1198.0	1322.0	1268193.0	1311832.0	4.0	4.0	446.0	539.0
GCA_017651225.1__GCA_017548445.1	80-85	Bacteroidota	898.0	890.0	8.0	5.0	83.0	103.0	60.0	58.0	515.0	450.0	1092952.0	1063462.0	0.0	0.0	0.0	0.0
GCF_011089895.1__GCF_900103125.1	85-90	Bacteroidota	3893.0	3901.0	49.0	72.0	175.0	221.0	41.0	20.0	1906.0	1788.0	2694011.0	2675000.0	0.0	1.0	0.0	225.0
GCF_006715395.1__GCF_002242805.1	85-90	Actinobacteriota	4731.0	4804.0	52.0	40.0	154.0	315.0	54.0	23.0	2406.0	2377.0	5562496.0	4901848.0	0.0	0.0	0.0	0.0
GCF_002270415.1__GCF_003952365.1	80-85	Proteobacteria	3525.0	3517.0	118.0	146.0	234.0	0.0	26.0	138.0	1695.0	1756.0	3169917.0	4804572.0	0.0	1.0	0.0	404.0
GCF_002080455.1__GCF_016755875.1	90-95	Actinobacteriota	3221.0	3222.0	210.0	198.0	10.0	97.0	142.0	84.0	1595.0	1481.0	2826517.0	2084207.0	1.0	1.0	153.0	103.0
GCF_000716435.1__GCF_000376565.1	90-95	Actinobacteriota	4121.0	4112.0	33.0	33.0	338.0	432.0	18.0	13.0	2039.0	1987.0	3525120.0	3037135.0	0.0	0.0	0.0	0.0
GCA_017619655.1__GCA_905233345.1	85-90	Bacteroidota	602.0	611.0	7.0	10.0	16.0	50.0	51.0	46.0	332.0	302.0	1125895.0	422347.0	0.0	0.0	0.0	0.0
GCF_013407275.1__GCF_000685395.1	90-95	Thermoproteota	323.0	350.0	13.0	9.0	0.0	27.0	4.0	2.0	140.0	156.0	227320.0	299854.0	1.0	4.0	294.0	684.0
GCF_002165775.1__GCA_018375265.1	90-95	Campylobacterota	794.0	1203.0	8.0	1.0	27.0	461.0	14.0	5.0	616.0	545.0	397541.0	586306.0	0.0	0.0	0.0	0.0
GCA_902597725.1__GCA_902576375.1	90-95	Proteobacteria	135.0	102.0	0.0	0.0	31.0	5.0	0.0	0.0	69.0	64.0	424666.0	116474.0	0.0	0.0	0.0	0.0
GCF_001021505.1__GCF_000455125.1	90-95	Actinobacteriota	1406.0	1464.0	11.0	6.0	58.0	109.0	0.0	0.0	705.0	742.0	634541.0	1226873.0	0.0	0.0	0.0	0.0
GCA_007280195.1__GCA_011391555.1	85-90	Desulfobacterota_E	722.0	734.0	0.0	0.0	78.0	118.0	0.0	0.0	459.0	428.0	507175.0	627588.0	0.0	0.0	0.0	0.0
GCF_002156455.1__GCF_000316985.1	90-95	Proteobacteria	1978.0	2117.0	5.0	2.0	126.0	258.0	0.0	0.0	1082.0	1169.0	1217739.0	1227749.0	0.0	0.0	0.0	0.0
GCF_001665535.1__GCF_001583415.1	80-85	Actinobacteriota	2349.0	2334.0	15.0	12.0	126.0	0.0	5.0	23.0	1160.0	1254.0	2807345.0	2910642.0	0.0	0.0	0.0	0.0
GCA_900320595.1__GCA_017444665.1	85-90	Firmicutes_A	921.0	941.0	6.0	3.0	88.0	85.0	6.0	7.0	455.0	505.0	472219.0	833672.0	0.0	1.0	0.0	156.0
GCA_003210825.1__GCA_003283415.1	90-95	Cyanobacteria	275.0	247.0	3.0	5.0	54.0	35.0	2.0	1.0	154.0	151.0	462397.0	251056.0	0.0	0.0	0.0	0.0
GCF_010686765.1__GCF_900114385.1	80-85	Actinobacteriota	2379.0	2377.0	15.0	17.0	107.0	105.0	2.0	2.0	1199.0	1219.0	2803819.0	2555033.0	0.0	0.0	0.0	0.0
GCF_014084125.1__GCA_014284505.1	85-90	Actinobacteriota	4634.0	4633.0	241.0	225.0	0.0	9.0	160.0	171.0	2322.0	2228.0	5418517.0	4067198.0	0.0	1.0	0.0	272.0
GCF_900111825.1__GCF_005938645.2	80-85	Bacteroidota	2876.0	2874.0	61.0	72.0	164.0	0.0	9.0	85.0	1404.0	1424.0	3198810.0	2615133.0	0.0	0.0	0.0	0.0
GCF_900112325.1__GCF_014764405.1	85-90	Actinobacteriota	2866.0	2847.0	40.0	49.0	101.0	0.0	12.0	50.0	1393.0	1448.0	3643992.0	3201897.0	0.0	0.0	0.0	0.0
GCF_014836425.1__GCF_014145505.1	90-95	Firmicutes	551.0	529.0	3.0	0.0	45.0	36.0	2.0	4.0	273.0	260.0	345510.0	385261.0	0.0	0.0	0.0	0.0
GCF_003637665.1__GCF_000277405.1	90-95	Campylobacterota	591.0	536.0	20.0	27.0	64.0	0.0	4.0	24.0	235.0	253.0	203882.0	175501.0	0.0	0.0	0.0	0.0
GCF_902460355.1__GCA_905372115.1	80-85	Firmicutes	1050.0	1145.0	21.0	7.0	70.0	170.0	14.0	0.0	456.0	621.0	1485882.0	1272088.0	0.0	0.0	0.0	0.0
GCF_001684335.1__GCF_001010285.1	85-90	Proteobacteria	3254.0	3085.0	217.0	181.0	284.0	0.0	15.0	130.0	1355.0	1466.0	2029914.0	2281480.0	3.0	0.0	976.0	0.0
GCA_018883185.1__GCA_010029775.1	85-90	Proteobacteria	858.0	1186.0	0.0	0.0	28.0	331.0	0.0	0.0	562.0	631.0	411011.0	991648.0	0.0	0.0	0.0	0.0
GCF_005405925.1__GCA_005405945.1	90-95	Actinobacteriota	5138.0	5138.0	260.0	238.0	22.0	155.0	226.0	150.0	2485.0	2307.0	4184775.0	3607417.0	1.0	3.0	87.0	283.0
GCA_902599805.1__GCA_902578115.1	85-90	Proteobacteria	167.0	156.0	0.0	0.0	19.0	14.0	0.0	0.0	98.0	90.0	336003.0	270495.0	0.0	0.0	0.0	0.0
GCA_902598595.1__GCA_902590845.1	80-85	Proteobacteria	174.0	171.0	0.0	0.0	19.0	13.0	0.0	0.0	106.0	110.0	477901.0	329465.0	0.0	0.0	0.0	0.0
GCA_900549715.1__GCA_900545555.1	90-95	Actinobacteriota	539.0	638.0	4.0	2.0	22.0	121.0	3.0	2.0	309.0	280.0	472292.0	418169.0	0.0	0.0	0.0	0.0
GCF_016648925.1__GCF_000448565.1	95-100	Firmicutes	1259.0	1138.0	56.0	41.0	91.0	0.0	4.0	26.0	477.0	359.0	507267.0	250057.0	1.0	0.0	225.0	0.0
GCA_910588335.1__GCA_910585505.1	90-95	Firmicutes_A	2326.0	2420.0	9.0	8.0	114.0	293.0	4.0	3.0	1166.0	846.0	463901.0	603189.0	0.0	1.0	0.0	246.0
GCF_904846525.1__GCA_904846265.1	95-100	Proteobacteria	770.0	769.0	3.0	6.0	52.0	45.0	2.0	2.0	383.0	315.0	482491.0	395735.0	1.0	0.0	96.0	0.0
GCA_902619055.1__GCA_902590695.1	90-95	Proteobacteria	168.0	135.0	0.0	0.0	38.0	10.0	1.0	1.0	89.0	84.0	727927.0	174011.0	0.0	0.0	0.0	0.0
GCF_000369525.1__GCF_000368585.1	80-85	Proteobacteria	1361.0	1354.0	25.0	19.0	17.0	15.0	19.0	26.0	654.0	670.0	1719809.0	2769349.0	1.0	0.0	114.0	0.0
GCF_003627155.1__GCF_000257845.1	85-90	Firmicutes	887.0	890.0	23.0	30.0	0.0	42.0	24.0	7.0	395.0	427.0	651489.0	781214.0	0.0	1.0	0.0	183.0
GCA_900550895.1__GCF_002093545.1	90-95	Firmicutes	762.0	577.0	2.0	2.0	210.0	36.0	0.0	2.0	362.0	335.0	759183.0	200390.0	3.0	0.0	408.0	0.0
GCF_001637315.1__GCA_001314905.1	85-90	Cyanobacteria	2482.0	2520.0	18.0	12.0	194.0	255.0	4.0	2.0	1382.0	1085.0	1262161.0	712583.0	0.0	0.0	0.0	0.0
GCA_002727695.1__GCA_002710205.1	80-85	Thermoplasmatota	450.0	393.0	0.0	0.0	58.0	14.0	0.0	0.0	221.0	272.0	468534.0	465005.0	0.0	0.0	0.0	0.0
GCA_900543025.1__GCA_900754435.1	90-95	Actinobacteriota	551.0	832.0	1.0	1.0	48.0	236.0	2.0	2.0	309.0	425.0	196706.0	849532.0	0.0	0.0	0.0	0.0
GCA_004020315.1__GCF_007830515.1	90-95	Proteobacteria	3064.0	3061.0	12.0	11.0	275.0	306.0	13.0	12.0	1567.0	1477.0	3143146.0	2125561.0	1.0	1.0	408.0	141.0
GCF_003696365.1__GCF_002890895.1	80-85	Proteobacteria	1648.0	1641.0	6.0	4.0	33.0	36.0	6.0	4.0	824.0	820.0	2411644.0	2564728.0	0.0	0.0	0.0	0.0
GCF_000412635.1__GCA_000264945.2	80-85	Proteobacteria	1810.0	1778.0	20.0	74.0	169.0	21.0	20.0	60.0	935.0	860.0	2272745.0	1925160.0	0.0	0.0	0.0	0.0
GCF_000718135.1__GCF_000718455.1	85-90	Actinobacteriota	3928.0	3890.0	17.0	20.0	214.0	207.0	10.0	2.0	1924.0	1955.0	2105702.0	2751216.0	1.0	1.0	16.0	150.0
GCA_900546615.1__GCA_900545405.1	80-85	Firmicutes_A	1221.0	1205.0	6.0	6.0	215.0	220.0	13.0	18.0	661.0	655.0	1401232.0	1533762.0	0.0	0.0	0.0	0.0
GCF_000702205.1__GCF_000424105.1	85-90	Firmicutes_A	1485.0	1499.0	37.0	37.0	69.0	86.0	9.0	7.0	746.0	636.0	1883232.0	1652550.0	1.0	0.0	123.0	0.0
GCA_900551195.1__GCA_008671285.1	90-95	Actinobacteriota	811.0	955.0	3.0	1.0	164.0	187.0	2.0	2.0	503.0	471.0	628075.0	511095.0	0.0	0.0	0.0	0.0
GCF_009769385.1__GCF_003014735.1	85-90	Actinobacteriota	4344.0	4339.0	25.0	30.0	361.0	281.0	12.0	18.0	2037.0	2279.0	3664147.0	5249514.0	0.0	0.0	0.0	0.0
GCF_900141765.1__GCA_001898785.1	80-85	Bacteroidota	1717.0	1731.0	25.0	18.0	14.0	84.0	24.0	6.0	839.0	851.0	1593460.0	2273264.0	0.0	0.0	0.0	0.0
GCF_900099805.1__GCF_003019815.1	85-90	Proteobacteria	3062.0	3034.0	74.0	78.0	175.0	46.0	16.0	65.0	1531.0	1412.0	3584000.0	3000961.0	0.0	0.0	0.0	0.0
GCF_004187715.1__GCA_016893485.2	80-85	Actinobacteriota	4562.0	4541.0	74.0	112.0	273.0	0.0	22.0	116.0	2185.0	2400.0	6217273.0	5489806.0	0.0	0.0	0.0	0.0
GCA_003212055.1__GCF_002026005.1	90-95	Cyanobacteria	281.0	428.0	5.0	5.0	37.0	148.0	9.0	4.0	217.0	156.0	460481.0	164580.0	0.0	0.0	0.0	0.0
GCA_002171765.1__GCA_002364975.1	90-95	Verrucomicrobiota	391.0	463.0	0.0	2.0	26.0	92.0	1.0	1.0	237.0	225.0	562458.0	303741.0	0.0	0.0	0.0	0.0
GCA_003279945.1__GCA_003281285.1	85-90	Cyanobacteria	124.0	143.0	0.0	1.0	17.0	29.0	3.0	4.0	71.0	80.0	122653.0	496491.0	0.0	0.0	0.0	0.0
GCF_000160675.1__GCA_015264885.1	85-90	Firmicutes	620.0	754.0	2.0	4.0	19.0	163.0	3.0	2.0	367.0	377.0	337452.0	1068953.0	0.0	0.0	0.0	0.0
GCA_002699185.1__GCF_003932505.1	85-90	Proteobacteria	1918.0	1825.0	44.0	33.0	188.0	15.0	8.0	36.0	916.0	958.0	1415603.0	683737.0	0.0	0.0	0.0	0.0
GCF_000191405.1__GCA_018381425.1	90-95	Proteobacteria	481.0	1206.0	3.0	2.0	5.0	457.0	2.0	0.0	304.0	313.0	429144.0	519305.0	0.0	0.0	0.0	0.0
GCF_015680405.1__GCF_900188455.1	80-85	Proteobacteria	2901.0	2894.0	9.0	11.0	276.0	212.0	5.0	8.0	1473.0	1522.0	4070017.0	3336270.0	0.0	0.0	0.0	0.0
GCA_900549535.1__GCA_905215385.1	90-95	Actinobacteriota	968.0	822.0	3.0	4.0	187.0	50.0	4.0	4.0	470.0	442.0	673872.0	312317.0	1.0	0.0	210.0	0.0
GCF_900090245.1__GCF_900089585.1	85-90	Actinobacteriota	3516.0	3501.0	61.0	70.0	177.0	58.0	8.0	39.0	1699.0	1760.0	3577084.0	2912910.0	0.0	0.0	0.0	0.0
GCF_900476395.1__GCF_001423495.1	85-90	Proteobacteria	3698.0	3705.0	31.0	54.0	89.0	116.0	6.0	1.0	1811.0	1516.0	1418196.0	1135464.0	3.0	0.0	483.0	0.0
GCA_009773075.1__GCA_016209225.1	90-95	Desulfobacterota	2536.0	2180.0	13.0	14.0	436.0	206.0	2.0	2.0	1299.0	885.0	1448317.0	402750.0	0.0	0.0	0.0	0.0
GCF_003289925.1__GCF_002833405.1	90-95	Firmicutes	1132.0	1088.0	46.0	38.0	68.0	4.0	4.0	27.0	524.0	426.0	747490.0	410177.0	1.0	0.0	216.0	0.0
GCA_017509685.1__GCA_905234795.1	80-85	Bacteroidota	1109.0	1074.0	21.0	21.0	87.0	61.0	95.0	99.0	574.0	586.0	1123080.0	1145730.0	0.0	0.0	0.0	0.0
GCF_000235465.1__GCF_014217355.1	85-90	Fusobacteriota	1670.0	1607.0	55.0	158.0	392.0	0.0	26.0	149.0	777.0	784.0	1037543.0	701292.0	0.0	0.0	0.0	0.0
GCF_014673495.1__GCF_003675325.1	85-90	Actinobacteriota	4082.0	4082.0	148.0	156.0	17.0	2.0	113.0	108.0	1982.0	2043.0	4131512.0	5007236.0	0.0	0.0	0.0	0.0
GCF_002155695.1__GCF_002155425.1	80-85	Proteobacteria	2044.0	2043.0	5.0	8.0	80.0	57.0	4.0	13.0	1033.0	1029.0	1795064.0	1467911.0	0.0	0.0	0.0	0.0
GCA_902604545.1__GCA_902596355.1	85-90	Proteobacteria	173.0	164.0	1.0	1.0	23.0	16.0	1.0	1.0	102.0	103.0	464481.0	300570.0	0.0	0.0	0.0	0.0
GCF_000155895.1__GCA_902515485.1	90-95	Proteobacteria	110.0	160.0	1.0	1.0	0.0	44.0	6.0	3.0	61.0	80.0	107751.0	742040.0	0.0	0.0	0.0	0.0
GCF_900142905.1__GCF_902833645.1	85-90	Proteobacteria	3746.0	3781.0	96.0	76.0	62.0	209.0	63.0	13.0	1700.0	1771.0	3023691.0	4863334.0	0.0	1.0	0.0	117.0
GCF_001570745.1__GCF_000024285.1	85-90	Firmicutes	849.0	806.0	4.0	4.0	98.0	8.0	0.0	4.0	415.0	417.0	874346.0	440492.0	0.0	0.0	0.0	0.0
GCA_003281725.1__GCA_014653605.1	90-95	Proteobacteria	143.0	159.0	1.0	1.0	16.0	28.0	2.0	1.0	83.0	83.0	270251.0	240963.0	0.0	0.0	0.0	0.0
GCF_018881975.1__GCF_018687075.1	80-85	Proteobacteria	438.0	440.0	2.0	3.0	24.0	0.0	0.0	2.0	214.0	239.0	745433.0	1250970.0	0.0	0.0	0.0	0.0
GCA_902609285.1__GCA_902571385.1	90-95	Actinobacteriota	145.0	102.0	0.0	0.0	29.0	5.0	3.0	3.0	76.0	57.0	273334.0	163786.0	0.0	0.0	0.0	0.0
GCA_010672455.1__GCA_010672525.1	90-95	Cyanobacteria	33268.0	33365.0	322.0	299.0	3558.0	3539.0	49.0	45.0	11228.0	13733.0	4038379.0	4819215.0	21.0	24.0	3877.0	7308.0
GCA_017555085.1__GCA_017390185.1	90-95	Bacteroidota	671.0	826.0	1.0	0.0	53.0	175.0	0.0	0.0	386.0	356.0	184715.0	838086.0	0.0	1.0	0.0	405.0
GCF_003048575.1__GCF_003048675.2	85-90	Campylobacterota	676.0	670.0	33.0	46.0	58.0	0.0	37.0	68.0	342.0	323.0	636054.0	432955.0	0.0	0.0	0.0	0.0
GCF_018966525.1__GCF_000520715.1	90-95	Firmicutes	2250.0	2902.0	34.0	31.0	0.0	686.0	41.0	3.0	1287.0	1401.0	900960.0	2057359.0	0.0	1.0	0.0	66.0
GCF_013114825.1__GCF_009930815.1	85-90	Proteobacteria	4182.0	4177.0	122.0	127.0	209.0	0.0	14.0	117.0	2063.0	1950.0	3993481.0	2227891.0	1.0	0.0	383.0	0.0
GCA_016870975.1__GCA_018969585.1	80-85	Actinobacteriota	278.0	294.0	0.0	0.0	14.0	33.0	0.0	0.0	166.0	160.0	389447.0	529330.0	0.0	0.0	0.0	0.0
GCF_003121485.1__GCF_016586165.1	80-85	Proteobacteria	2495.0	2510.0	3.0	7.0	82.0	188.0	6.0	1.0	1397.0	1218.0	2789208.0	2678908.0	0.0	0.0	0.0	0.0
GCA_902626365.1__GCA_902604715.1	85-90	Bacteroidota	279.0	252.0	3.0	4.0	37.0	26.0	1.0	1.0	166.0	147.0	321531.0	300576.0	0.0	0.0	0.0	0.0
GCF_003332825.1__GCF_003121485.1	80-85	Proteobacteria	2178.0	2178.0	12.0	10.0	67.0	84.0	5.0	4.0	1124.0	1105.0	2728512.0	2499039.0	0.0	0.0	0.0	0.0
GCF_001646655.1__GCF_900105195.1	90-95	Actinobacteriota	1413.0	1270.0	10.0	12.0	145.0	11.0	3.0	16.0	652.0	629.0	1264069.0	814752.0	1.0	1.0	148.0	66.0
GCA_013538675.1__GCA_002898655.1	85-90	Thermoproteota	827.0	883.0	0.0	1.0	35.0	112.0	1.0	0.0	495.0	474.0	516766.0	602339.0	0.0	0.0	0.0	0.0
GCA_900541725.1__GCA_900756725.1	90-95	Actinobacteriota	726.0	858.0	1.0	2.0	38.0	151.0	3.0	3.0	417.0	401.0	416217.0	616864.0	0.0	0.0	0.0	0.0
GCF_900475315.1__GCF_005221305.1	85-90	Proteobacteria	1006.0	1006.0	157.0	154.0	0.0	0.0	170.0	172.0	507.0	471.0	1517540.0	1157052.0	1.0	0.0	120.0	0.0
GCF_002561455.1__GCF_001591825.1	85-90	Firmicutes	1693.0	1715.0	3.0	4.0	58.0	135.0	0.0	0.0	877.0	889.0	1360513.0	1346119.0	2.0	0.0	249.0	0.0
GCF_002157625.1__GCA_000335735.1	85-90	Proteobacteria	1719.0	1730.0	7.0	12.0	37.0	102.0	25.0	8.0	880.0	871.0	992639.0	1050649.0	0.0	0.0	0.0	0.0
GCF_900155575.1__GCF_000724605.1	90-95	Actinobacteriota	894.0	877.0	52.0	54.0	25.0	0.0	11.0	12.0	361.0	401.0	232300.0	364912.0	0.0	3.0	0.0	737.0
GCF_009827025.1__GCF_005280195.1	80-85	Actinobacteriota	3938.0	3936.0	14.0	15.0	165.0	122.0	34.0	38.0	1949.0	2016.0	4124520.0	4961801.0	0.0	0.0	0.0	0.0
GCA_900552385.1__GCA_900550815.1	90-95	Actinobacteriota	587.0	713.0	6.0	3.0	24.0	214.0	8.0	8.0	413.0	290.0	253504.0	447962.0	0.0	0.0	0.0	0.0
GCF_014493765.1__GCF_011044995.1	90-95	Actinobacteriota	4813.0	4910.0	26.0	27.0	227.0	664.0	30.0	24.0	2685.0	2469.0	2404303.0	3355401.0	0.0	0.0	0.0	0.0
GCA_017960085.1__GCA_017519185.1	85-90	Bacteroidota	826.0	709.0	2.0	1.0	219.0	20.0	7.0	10.0	401.0	518.0	1191766.0	619213.0	0.0	0.0	0.0	0.0
GCA_001421175.1__GCA_002502965.1	85-90	Thermoplasmatota	227.0	220.0	0.0	0.0	17.0	9.0	0.0	0.0	103.0	114.0	203788.0	241883.0	0.0	0.0	0.0	0.0
