pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum
GCF_001074295.1__GCF_015551785.1	GCF_001074295.1	GCF_015551785.1	97-100	test	97.0000	strict	
GCF_001077855.1__GCF_014644275.1	GCF_001077855.1	GCF_014644275.1	97-100	test	99.2000	strict	
GCF_001078435.1__GCF_018785395.1	GCF_001078435.1	GCF_018785395.1	97-100	train	99.4400	strict	
GCF_001183565.1__GCF_001685165.1	GCF_001183565.1	GCF_001685165.1	97-100	train	98.0500	strict	
GCF_001184645.1__GCF_003414885.1	GCF_001184645.1	GCF_003414885.1	97-100	test	97.2000	strict	
GCF_001189035.1__GCF_900215595.1	GCF_001189035.1	GCF_900215595.1	97-100	train	99.4600	strict	
GCF_001223385.1__GCF_902173195.1	GCF_001223385.1	GCF_902173195.1	97-100	train	99.5000	strict	
GCF_001253055.1__GCF_008083325.1	GCF_001253055.1	GCF_008083325.1	97-100	train	97.7400	strict	
GCF_001267945.1__GCF_011090275.1	GCF_001267945.1	GCF_011090275.1	97-100	test	98.3500	strict	
GCF_001269685.1__GCF_900102295.1	GCF_001269685.1	GCF_900102295.1	97-100	test	98.7200	strict	
GCF_001272985.1__GCF_002896635.1	GCF_001272985.1	GCF_002896635.1	97-100	test	99.9800	strict	
GCF_001273895.1__GCF_900112635.1	GCF_001273895.1	GCF_900112635.1	97-100	train	98.1800	strict	
GCF_001278535.1__GCF_001988975.1	GCF_001278535.1	GCF_001988975.1	97-100	train	97.6900	strict	
GCF_001280885.1__GCF_004364395.1	GCF_001280885.1	GCF_004364395.1	97-100	train	98.9800	strict	
GCF_001280885.1__GCF_004794975.1	GCF_001280885.1	GCF_004794975.1	97-100	train	99.1100	strict	
GCF_001280945.1__GCF_013277735.1	GCF_001280945.1	GCF_013277735.1	97-100	train	97.5800	strict	
GCF_001282985.1__GCF_900197695.1	GCF_001282985.1	GCF_900197695.1	97-100	train	98.2200	strict	
GCF_001283025.1__GCF_900197675.1	GCF_001283025.1	GCF_900197675.1	97-100	train	98.3400	strict	
GCF_001294605.1__GCF_017615005.1	GCF_001294605.1	GCF_017615005.1	97-100	train	97.5500	strict	
GCF_001297765.1__GCF_001297785.1	GCF_001297765.1	GCF_001297785.1	97-100	train	99.9700	strict	
GCF_001297765.1__GCF_001297845.1	GCF_001297765.1	GCF_001297845.1	97-100	train	99.9700	strict	
GCF_001298125.1__GCF_013002825.1	GCF_001298125.1	GCF_013002825.1	97-100	train	99.2400	strict	
GCF_001298415.1__GCF_012952265.1	GCF_001298415.1	GCF_012952265.1	97-100	train	98.9000	strict	
GCF_001299615.1__GCF_012030115.1	GCF_001299615.1	GCF_012030115.1	97-100	test	99.1700	strict	
GCF_001406535.1__GCF_018305165.1	GCF_001406535.1	GCF_018305165.1	97-100	train	98.5000	strict	
GCF_001406535.1__GCF_018305205.1	GCF_001406535.1	GCF_018305205.1	97-100	train	98.3200	strict	
GCF_001406595.1__GCF_018305165.1	GCF_001406595.1	GCF_018305165.1	97-100	train	98.9100	strict	
GCF_001422425.1__GCF_001422845.1	GCF_001422425.1	GCF_001422845.1	97-100	train	98.8000	strict	
GCF_001422425.1__GCF_001424745.1	GCF_001422425.1	GCF_001424745.1	97-100	train	98.8400	strict	
GCF_001422775.1__GCF_001424745.1	GCF_001422775.1	GCF_001424745.1	97-100	train	98.7600	strict	
GCF_001431365.1__GCF_003254095.1	GCF_001431365.1	GCF_003254095.1	97-100	test	99.9900	strict	
GCF_001435115.1__GCF_001702175.1	GCF_001435115.1	GCF_001702175.1	97-100	test	99.6300	strict	
GCF_001436325.1__GCF_009217765.1	GCF_001436325.1	GCF_009217765.1	97-100	test	98.2000	strict	
GCF_001437465.1__GCF_902386015.1	GCF_001437465.1	GCF_902386015.1	97-100	train	100.0000	strict	
GCF_001438685.1__GCF_002907065.1	GCF_001438685.1	GCF_002907065.1	97-100	train	99.8500	strict	
GCF_001441635.1__GCF_900112725.1	GCF_001441635.1	GCF_900112725.1	97-100	train	99.9900	strict	
GCF_001447335.1__GCF_001481395.1	GCF_001447335.1	GCF_001481395.1	97-100	test	98.9400	strict	
GCF_001460955.1__GCF_002007845.1	GCF_001460955.1	GCF_002007845.1	97-100	train	99.2300	strict	
GCF_001465255.1__GCF_005403365.1	GCF_001465255.1	GCF_005403365.1	97-100	train	99.6400	strict	
GCF_001467785.1__GCF_900101805.1	GCF_001467785.1	GCF_900101805.1	97-100	train	99.9800	strict	
GCF_001476855.1__GCF_005250605.1	GCF_001476855.1	GCF_005250605.1	97-100	train	97.8900	strict	
GCF_001476875.1__GCF_001913135.1	GCF_001476875.1	GCF_001913135.1	97-100	train	97.8100	strict	
GCF_001485395.1__GCF_002939035.1	GCF_001485395.1	GCF_002939035.1	97-100	train	97.3200	strict	
GCF_001499915.1__GCF_001499925.1	GCF_001499915.1	GCF_001499925.1	97-100	train	98.1700	strict	
GCF_001499915.1__GCF_001500105.1	GCF_001499915.1	GCF_001500105.1	97-100	train	98.7900	strict	
GCF_001499925.1__GCF_001500105.1	GCF_001499925.1	GCF_001500105.1	97-100	train	98.3300	strict	
GCF_001515365.1__GCF_003431565.1	GCF_001515365.1	GCF_003431565.1	97-100	train	98.1300	strict	
GCF_001524825.1__GCF_002925705.1	GCF_001524825.1	GCF_002925705.1	97-100	train	99.3100	strict	
GCF_001526385.1__GCF_001532725.1	GCF_001526385.1	GCF_001532725.1	97-100	train	99.0800	strict	
GCF_001527555.1__GCF_002223285.1	GCF_001527555.1	GCF_002223285.1	97-100	train	99.4100	strict	
GCF_001534765.1__GCF_003660425.1	GCF_001534765.1	GCF_003660425.1	97-100	test	99.0300	strict	
GCF_001552095.1__GCF_003024475.1	GCF_001552095.1	GCF_003024475.1	97-100	train	97.9100	strict	
GCF_001555555.1__GCF_002888235.1	GCF_001555555.1	GCF_002888235.1	97-100	train	99.8100	strict	
GCF_001556235.1__GCF_003815615.1	GCF_001556235.1	GCF_003815615.1	97-100	train	98.4600	strict	
GCF_001556235.1__GCF_003815635.1	GCF_001556235.1	GCF_003815635.1	97-100	train	98.5400	strict	
GCF_001556895.1__GCF_001557305.1	GCF_001556895.1	GCF_001557305.1	97-100	test	99.8700	strict	
GCF_001558125.2__GCF_900113515.1	GCF_001558125.2	GCF_900113515.1	97-100	train	99.9900	strict	
GCF_001560305.1__GCF_001560515.1	GCF_001560305.1	GCF_001560515.1	97-100	test	99.9100	strict	
GCF_001560855.1__GCF_009834045.1	GCF_001560855.1	GCF_009834045.1	97-100	train	99.1600	strict	
GCF_001573875.1__GCF_010692705.1	GCF_001573875.1	GCF_010692705.1	97-100	test	98.8400	strict	
GCF_001579135.1__GCF_900109835.1	GCF_001579135.1	GCF_900109835.1	97-100	train	97.2300	strict	
GCF_001587475.1__GCF_011405175.1	GCF_001587475.1	GCF_011405175.1	97-100	train	99.2900	strict	
GCF_001601275.1__GCF_018972165.1	GCF_001601275.1	GCF_018972165.1	97-100	train	98.3800	strict	
GCF_001610775.1__GCF_013620765.1	GCF_001610775.1	GCF_013620765.1	97-100	test	99.5900	strict	
GCF_001623175.1__GCF_003574045.1	GCF_001623175.1	GCF_003574045.1	97-100	train	99.0800	strict	
GCF_001634305.1__GCF_002075365.1	GCF_001634305.1	GCF_002075365.1	97-100	test	98.4900	strict	
GCF_001635445.1__GCF_002869505.1	GCF_001635445.1	GCF_002869505.1	97-100	test	98.4400	strict	
GCF_001636145.1__GCF_009217765.1	GCF_001636145.1	GCF_009217765.1	97-100	test	98.2500	strict	
GCF_001636145.1__GCF_009295865.1	GCF_001636145.1	GCF_009295865.1	97-100	test	98.5400	strict	
GCF_001637525.1__GCF_018729275.1	GCF_001637525.1	GCF_018729275.1	97-100	train	99.1700	strict	
GCF_001643095.1__GCF_006740745.1	GCF_001643095.1	GCF_006740745.1	97-100	test	98.0000	strict	
GCF_001643095.1__GCF_009193375.1	GCF_001643095.1	GCF_009193375.1	97-100	test	97.9200	strict	
GCF_001644095.1__GCF_001644685.1	GCF_001644095.1	GCF_001644685.1	97-100	test	97.4500	strict	
GCF_001655035.1__GCF_004308085.1	GCF_001655035.1	GCF_004308085.1	97-100	train	98.2700	strict	
GCF_001655905.1__GCF_002983685.1	GCF_001655905.1	GCF_002983685.1	97-100	train	99.4500	strict	
GCF_001656335.1__GCF_900453075.1	GCF_001656335.1	GCF_900453075.1	97-100	train	97.4800	strict	
GCF_001656355.1__GCF_900453075.1	GCF_001656355.1	GCF_900453075.1	97-100	train	97.4700	strict	
GCF_001657785.1__GCF_001657875.1	GCF_001657785.1	GCF_001657875.1	97-100	train	99.4500	strict	
GCF_001660045.1__GCF_009870095.1	GCF_001660045.1	GCF_009870095.1	97-100	train	99.3400	strict	
GCF_001665445.1__GCF_900236745.1	GCF_001665445.1	GCF_900236745.1	97-100	train	98.5500	strict	
GCF_001673235.1__GCF_002086345.1	GCF_001673235.1	GCF_002086345.1	97-100	train	99.4200	strict	
GCF_001679125.1__GCF_016028775.1	GCF_001679125.1	GCF_016028775.1	97-100	train	98.2100	strict	
GCF_001679155.1__GCF_016127895.1	GCF_001679155.1	GCF_016127895.1	97-100	train	98.1800	strict	
GCF_001683975.1__GCF_003263315.1	GCF_001683975.1	GCF_003263315.1	97-100	train	99.3000	strict	
GCF_001685165.1__GCF_900618115.1	GCF_001685165.1	GCF_900618115.1	97-100	train	98.2200	strict	
GCF_001702115.1__GCF_001702135.1	GCF_001702115.1	GCF_001702135.1	97-100	train	99.9600	strict	
GCF_001702115.1__GCF_002907065.1	GCF_001702115.1	GCF_002907065.1	97-100	train	99.9400	strict	
GCF_001702155.1__GCF_001702195.1	GCF_001702155.1	GCF_001702195.1	97-100	test	99.9200	strict	
GCF_001702175.1__GCF_001702195.1	GCF_001702175.1	GCF_001702195.1	97-100	test	99.7500	strict	
GCF_001715715.1__GCF_900332065.1	GCF_001715715.1	GCF_900332065.1	97-100	test	99.1700	strict	
GCF_001718335.1__GCF_016836745.1	GCF_001718335.1	GCF_016836745.1	97-100	test	98.7900	strict	
GCF_001722585.1__GCF_902385915.1	GCF_001722585.1	GCF_902385915.1	97-100	train	97.7700	strict	
GCF_001746215.1__GCF_003054835.1	GCF_001746215.1	GCF_003054835.1	97-100	test	97.5700	strict	
GCF_001747885.1__GCF_001747995.1	GCF_001747885.1	GCF_001747995.1	97-100	train	98.9700	strict	
GCF_001755835.1__GCF_902832905.1	GCF_001755835.1	GCF_902832905.1	97-100	train	99.2400	strict	
GCF_001756795.1__GCF_001853525.1	GCF_001756795.1	GCF_001853525.1	97-100	train	97.9400	strict	
GCF_001758545.1__GCF_001758795.1	GCF_001758545.1	GCF_001758795.1	97-100	train	98.2000	strict	
GCF_001762595.1__GCF_017644995.1	GCF_001762595.1	GCF_017644995.1	97-100	train	97.4200	strict	
GCF_001807395.1__GCF_001807575.1	GCF_001807395.1	GCF_001807575.1	97-100	test	98.2900	strict	
GCF_001808785.1__GCF_018603625.1	GCF_001808785.1	GCF_018603625.1	97-100	train	99.4500	strict	
GCF_001869365.1__GCF_900518825.1	GCF_001869365.1	GCF_900518825.1	97-100	train	98.5300	strict	
GCF_001869395.1__GCF_900518835.1	GCF_001869395.1	GCF_900518835.1	97-100	train	98.7000	strict	
GCF_001888095.1__GCF_003722115.1	GCF_001888095.1	GCF_003722115.1	97-100	train	99.9900	strict	
GCF_001888095.1__GCF_900177455.1	GCF_001888095.1	GCF_900177455.1	97-100	train	99.9800	strict	
GCF_001889125.1__GCF_014217915.1	GCF_001889125.1	GCF_014217915.1	97-100	train	97.2500	strict	
GCF_001889125.1__GCF_014883915.1	GCF_001889125.1	GCF_014883915.1	97-100	train	98.5200	strict	
GCF_001889445.1__GCF_001889465.1	GCF_001889445.1	GCF_001889465.1	97-100	test	97.7300	strict	
GCF_001901345.1__GCF_001901355.1	GCF_001901345.1	GCF_001901355.1	97-100	test	99.4200	strict	
GCF_001905025.1__GCF_018555775.1	GCF_001905025.1	GCF_018555775.1	97-100	train	97.0800	strict	
GCF_001913815.1__GCF_900167325.1	GCF_001913815.1	GCF_900167325.1	97-100	test	99.6200	strict	
GCF_001942225.1__GCF_001942435.1	GCF_001942225.1	GCF_001942435.1	97-100	test	98.0000	strict	
GCF_001955615.1__GCF_001955625.1	GCF_001955615.1	GCF_001955625.1	97-100	train	99.6500	strict	
GCF_001984525.1__GCF_001984535.1	GCF_001984525.1	GCF_001984535.1	97-100	train	99.9300	strict	
GCF_001984525.1__GCF_007833835.1	GCF_001984525.1	GCF_007833835.1	97-100	train	98.6400	strict	
GCF_001984535.1__GCF_007833835.1	GCF_001984535.1	GCF_007833835.1	97-100	train	98.6400	strict	
GCF_001989795.2__GCF_003390655.1	GCF_001989795.2	GCF_003390655.1	97-100	test	98.9400	strict	
GCF_002003305.1__GCF_013294445.1	GCF_002003305.1	GCF_013294445.1	97-100	train	98.3200	strict	
GCF_002003305.1__GCF_013297125.1	GCF_002003305.1	GCF_013297125.1	97-100	train	98.3200	strict	
GCF_002006175.1__GCF_002006215.1	GCF_002006175.1	GCF_002006215.1	97-100	train	100.0000	strict	
GCF_002006175.1__GCF_002006235.1	GCF_002006175.1	GCF_002006235.1	97-100	train	98.8700	strict	
GCF_002006215.1__GCF_002006235.1	GCF_002006215.1	GCF_002006235.1	97-100	train	98.8300	strict	
GCF_002007845.1__GCF_002007865.1	GCF_002007845.1	GCF_002007865.1	97-100	train	99.9800	strict	
GCF_002037625.1__GCF_009648775.1	GCF_002037625.1	GCF_009648775.1	97-100	test	99.0300	strict	
GCF_002049255.1__GCF_002049395.1	GCF_002049255.1	GCF_002049395.1	97-100	test	99.3900	strict	
GCF_002049255.1__GCF_003047205.1	GCF_002049255.1	GCF_003047205.1	97-100	test	99.1600	strict	
GCF_002057455.1__GCF_012034275.1	GCF_002057455.1	GCF_012034275.1	97-100	train	97.1600	strict	
GCF_002076915.1__GCF_014646495.1	GCF_002076915.1	GCF_014646495.1	97-100	train	99.4900	strict	
GCF_002086345.1__GCF_002285715.1	GCF_002086345.1	GCF_002285715.1	97-100	train	99.3800	strict	
GCF_002088815.1__GCF_003202815.1	GCF_002088815.1	GCF_003202815.1	97-100	train	97.8300	strict	
GCF_002095995.1__GCF_002128045.1	GCF_002095995.1	GCF_002128045.1	97-100	train	99.9400	strict	
GCF_002097765.1__GCF_900604905.1	GCF_002097765.1	GCF_900604905.1	97-100	train	99.9900	strict	
GCF_002112365.1__GCF_002113365.1	GCF_002112365.1	GCF_002113365.1	97-100	train	100.0000	strict	
GCF_002112395.1__GCF_002112455.1	GCF_002112395.1	GCF_002112455.1	97-100	train	100.0000	strict	
GCF_002112395.1__GCF_002113365.1	GCF_002112395.1	GCF_002113365.1	97-100	train	100.0000	strict	
GCF_002113055.1__GCF_002113705.1	GCF_002113055.1	GCF_002113705.1	97-100	test	99.9900	strict	
GCF_002127615.1__GCF_002127625.1	GCF_002127615.1	GCF_002127625.1	97-100	test	99.9700	strict	
GCF_002128025.1__GCF_009810255.1	GCF_002128025.1	GCF_009810255.1	97-100	test	99.7800	strict	
GCF_002142285.1__GCF_002142345.1	GCF_002142285.1	GCF_002142345.1	97-100	train	99.9800	strict	
GCF_002151115.1__GCF_011801245.1	GCF_002151115.1	GCF_011801245.1	97-100	train	97.9500	strict	
GCF_002151265.1__GCF_900108215.1	GCF_002151265.1	GCF_900108215.1	97-100	test	98.5600	strict	
GCF_002157125.1__GCF_002157165.1	GCF_002157125.1	GCF_002157165.1	97-100	train	97.2200	strict	
GCF_002157125.1__GCF_002157185.1	GCF_002157125.1	GCF_002157185.1	97-100	train	99.9800	strict	
GCF_002157165.1__GCF_002157185.1	GCF_002157165.1	GCF_002157185.1	97-100	train	97.2100	strict	
GCF_002160465.1__GCF_015550635.1	GCF_002160465.1	GCF_015550635.1	97-100	train	98.6200	strict	
GCF_002162115.1__GCF_016019785.1	GCF_002162115.1	GCF_016019785.1	97-100	test	99.8400	strict	
GCF_002204305.1__GCF_002920555.1	GCF_002204305.1	GCF_002920555.1	97-100	test	99.0800	strict	
GCF_002206155.2__GCF_900076365.1	GCF_002206155.2	GCF_900076365.1	97-100	train	99.9200	strict	
GCF_002213185.1__GCF_002213225.1	GCF_002213185.1	GCF_002213225.1	97-100	train	98.7500	strict	
GCF_002213195.1__GCF_002213235.1	GCF_002213195.1	GCF_002213235.1	97-100	train	98.8000	strict	
GCF_002213225.1__GCF_002213235.1	GCF_002213225.1	GCF_002213235.1	97-100	train	98.8000	strict	
GCF_002215055.1__GCF_902386745.1	GCF_002215055.1	GCF_902386745.1	97-100	test	100.0000	strict	
GCF_002241275.1__GCF_018790395.1	GCF_002241275.1	GCF_018790395.1	97-100	train	98.7100	strict	
GCF_002250905.2__GCF_017909435.1	GCF_002250905.2	GCF_017909435.1	97-100	train	99.4800	strict	
GCF_002252745.1__GCF_002252965.1	GCF_002252745.1	GCF_002252965.1	97-100	test	98.8400	strict	
GCF_002253455.1__GCF_002253465.1	GCF_002253455.1	GCF_002253465.1	97-100	train	98.8000	strict	
GCF_002266475.1__GCF_003176815.1	GCF_002266475.1	GCF_003176815.1	97-100	train	98.8200	strict	
GCF_002285155.1__GCF_007786415.1	GCF_002285155.1	GCF_007786415.1	97-100	train	97.5700	strict	
GCF_002288145.1__GCF_002288265.1	GCF_002288145.1	GCF_002288265.1	97-100	train	97.0700	strict	
GCF_002319065.1__GCF_016307645.1	GCF_002319065.1	GCF_016307645.1	97-100	train	97.2500	strict	
GCF_002327125.1__GCF_012395955.1	GCF_002327125.1	GCF_012395955.1	97-100	test	98.3100	strict	
GCF_002368255.1__GCF_014697225.1	GCF_002368255.1	GCF_014697225.1	97-100	train	99.9900	strict	
GCF_002370195.2__GCF_014202525.1	GCF_002370195.2	GCF_014202525.1	97-100	train	98.6500	strict	
GCF_002412145.1__GCF_003594765.1	GCF_002412145.1	GCF_003594765.1	97-100	train	98.6600	strict	
GCF_002442575.1__GCF_014651795.1	GCF_002442575.1	GCF_014651795.1	97-100	train	97.4400	strict	
GCF_002531885.1__GCF_014193135.1	GCF_002531885.1	GCF_014193135.1	97-100	train	98.3400	strict	
GCF_002552175.1__GCF_002566505.1	GCF_002552175.1	GCF_002566505.1	97-100	test	99.7900	strict	
GCF_002560575.1__GCF_017498775.1	GCF_002560575.1	GCF_017498775.1	97-100	test	98.5300	strict	
GCF_002562195.1__GCF_002566035.1	GCF_002562195.1	GCF_002566035.1	97-100	train	99.0200	strict	
GCF_002569075.1__GCF_002569205.1	GCF_002569075.1	GCF_002569205.1	97-100	train	99.5600	strict	
GCF_002573675.1__GCF_002688545.1	GCF_002573675.1	GCF_002688545.1	97-100	train	97.8600	strict	
GCF_002578475.1__GCF_002582955.1	GCF_002578475.1	GCF_002582955.1	97-100	train	99.2400	strict	
GCF_002587065.1__GCF_002906925.1	GCF_002587065.1	GCF_002906925.1	97-100	test	97.5000	strict	
GCF_002632445.1__GCF_014467265.1	GCF_002632445.1	GCF_014467265.1	97-100	train	99.6300	strict	
GCF_002735565.1__GCF_900101325.1	GCF_002735565.1	GCF_900101325.1	97-100	train	97.7900	strict	
GCF_002736045.1__GCF_014269205.2	GCF_002736045.1	GCF_014269205.2	97-100	test	97.8500	strict	
GCF_002743065.1__GCF_002743135.1	GCF_002743065.1	GCF_002743135.1	97-100	test	97.1700	strict	
GCF_002752195.1__GCF_014304635.1	GCF_002752195.1	GCF_014304635.1	97-100	test	98.7900	strict	
GCF_002761935.1__GCF_002763735.1	GCF_002761935.1	GCF_002763735.1	97-100	train	98.0400	strict	
GCF_002763595.1__GCF_002763815.1	GCF_002763595.1	GCF_002763815.1	97-100	train	97.9900	strict	
GCF_002777315.1__GCF_013344965.1	GCF_002777315.1	GCF_013344965.1	97-100	train	97.2200	strict	
GCF_002777705.1__GCF_002777795.1	GCF_002777705.1	GCF_002777795.1	97-100	test	98.8100	strict	
GCF_002799025.1__GCF_900116025.1	GCF_002799025.1	GCF_900116025.1	97-100	train	98.3400	strict	
GCF_002812165.1__GCF_004769805.1	GCF_002812165.1	GCF_004769805.1	97-100	train	98.4400	strict	
GCF_002813655.1__GCF_002813675.1	GCF_002813655.1	GCF_002813675.1	97-100	train	99.1000	strict	
GCF_002813835.1__GCF_008107465.1	GCF_002813835.1	GCF_008107465.1	97-100	test	98.9100	strict	
GCF_002845395.1__GCF_002845485.1	GCF_002845395.1	GCF_002845485.1	97-100	train	99.9900	strict	
GCF_002860225.1__GCF_002860245.1	GCF_002860225.1	GCF_002860245.1	97-100	train	99.2600	strict	
GCF_002860225.1__GCF_003944805.1	GCF_002860225.1	GCF_003944805.1	97-100	train	99.2900	strict	
GCF_002860245.1__GCF_003944805.1	GCF_002860245.1	GCF_003944805.1	97-100	train	99.5000	strict	
GCF_002872905.1__GCF_002877195.1	GCF_002872905.1	GCF_002877195.1	97-100	train	99.9900	strict	
GCF_002875485.1__GCF_005146585.1	GCF_002875485.1	GCF_005146585.1	97-100	test	99.8800	strict	
GCF_002875555.1__GCF_002876915.1	GCF_002875555.1	GCF_002876915.1	97-100	test	99.9900	strict	
GCF_002891115.1__GCF_009909265.1	GCF_002891115.1	GCF_009909265.1	97-100	train	99.8200	strict	
GCF_002893785.1__GCF_009647615.1	GCF_002893785.1	GCF_009647615.1	97-100	train	98.1900	strict	
GCF_002902105.1__GCF_004684865.1	GCF_002902105.1	GCF_004684865.1	97-100	train	97.9100	strict	
GCF_002902745.1__GCF_017368615.1	GCF_002902745.1	GCF_017368615.1	97-100	train	99.5800	strict	
GCF_002906725.1__GCF_016106685.1	GCF_002906725.1	GCF_016106685.1	97-100	train	99.9900	strict	
GCF_002916795.1__GCF_011316565.1	GCF_002916795.1	GCF_011316565.1	97-100	train	99.4400	strict	
GCF_002923025.1__GCF_002923085.1	GCF_002923025.1	GCF_002923085.1	97-100	train	100.0000	strict	
GCF_002931915.1__GCF_002932135.1	GCF_002931915.1	GCF_002932135.1	97-100	train	99.2800	strict	
GCF_002931955.1__GCF_002932675.1	GCF_002931955.1	GCF_002932675.1	97-100	test	99.3200	strict	
GCF_002932535.1__GCF_002933215.1	GCF_002932535.1	GCF_002933215.1	97-100	test	99.2700	strict	
GCF_002978315.1__GCF_002978535.1	GCF_002978315.1	GCF_002978535.1	97-100	test	98.4600	strict	
GCF_002979885.1__GCF_002980105.1	GCF_002979885.1	GCF_002980105.1	97-100	test	99.9900	strict	
GCF_002980215.1__GCF_014472375.1	GCF_002980215.1	GCF_014472375.1	97-100	train	99.4000	strict	
GCF_002998215.1__GCF_019149305.1	GCF_002998215.1	GCF_019149305.1	97-100	train	97.9700	strict	
GCF_003012835.1__GCF_003385915.1	GCF_003012835.1	GCF_003385915.1	97-100	train	99.9900	strict	
GCF_003028395.1__GCF_018344415.1	GCF_003028395.1	GCF_018344415.1	97-100	test	100.0000	strict	
GCF_003034305.1__GCF_006265075.1	GCF_003034305.1	GCF_006265075.1	97-100	test	99.9600	strict	
GCF_003034305.1__GCF_006265105.1	GCF_003034305.1	GCF_006265105.1	97-100	test	99.9600	strict	
GCF_003035515.1__GCF_003042715.1	GCF_003035515.1	GCF_003042715.1	97-100	train	99.3600	strict	
GCF_003035515.1__GCF_003577625.1	GCF_003035515.1	GCF_003577625.1	97-100	train	99.3400	strict	
GCF_003035515.1__GCF_003577975.1	GCF_003035515.1	GCF_003577975.1	97-100	train	98.5500	strict	
GCF_003035835.1__GCF_004135035.1	GCF_003035835.1	GCF_004135035.1	97-100	test	98.9200	strict	
GCF_003050685.1__GCF_017301795.1	GCF_003050685.1	GCF_017301795.1	97-100	train	99.4000	strict	
GCF_003070625.1__GCF_004920495.1	GCF_003070625.1	GCF_004920495.1	97-100	train	99.9900	strict	
GCF_003076355.1__GCF_003693415.1	GCF_003076355.1	GCF_003693415.1	97-100	train	99.9800	strict	
GCF_003086195.1__GCF_900076365.1	GCF_003086195.1	GCF_900076365.1	97-100	train	99.9400	strict	
GCF_003086915.1__GCF_016624665.1	GCF_003086915.1	GCF_016624665.1	97-100	train	97.3500	strict	
GCF_003111765.1__GCF_003287775.1	GCF_003111765.1	GCF_003287775.1	97-100	train	99.9900	strict	
GCF_003111765.1__GCF_003287795.1	GCF_003111765.1	GCF_003287795.1	97-100	train	99.0700	strict	
GCF_003121855.1__GCF_003121945.1	GCF_003121855.1	GCF_003121945.1	97-100	train	98.5500	strict	
GCF_003124105.1__GCF_016082235.1	GCF_003124105.1	GCF_016082235.1	97-100	train	99.1800	strict	
GCF_003124115.1__GCF_003989055.1	GCF_003124115.1	GCF_003989055.1	97-100	test	98.7300	strict	
GCF_003182235.1__GCF_004216655.1	GCF_003182235.1	GCF_004216655.1	97-100	test	98.6300	strict	
GCF_003202855.1__GCF_016101375.1	GCF_003202855.1	GCF_016101375.1	97-100	train	97.5500	strict	
GCF_003206515.1__GCF_009687825.1	GCF_003206515.1	GCF_009687825.1	97-100	train	97.8200	strict	
GCF_003208415.1__GCF_005281435.1	GCF_003208415.1	GCF_005281435.1	97-100	train	98.4300	strict	
GCF_003253775.1__GCF_003584725.1	GCF_003253775.1	GCF_003584725.1	97-100	train	99.9600	strict	
GCF_003258855.1__GCF_900604295.1	GCF_003258855.1	GCF_900604295.1	97-100	train	97.4000	strict	
GCF_003259625.1__GCF_009865065.1	GCF_003259625.1	GCF_009865065.1	97-100	train	99.9900	strict	
GCF_003264315.1__GCF_003264355.1	GCF_003264315.1	GCF_003264355.1	97-100	train	99.1700	strict	
GCF_003264325.1__GCF_003264355.1	GCF_003264325.1	GCF_003264355.1	97-100	train	99.1900	strict	
GCF_003264385.1__GCF_003264445.1	GCF_003264385.1	GCF_003264445.1	97-100	train	97.8800	strict	
GCF_003287775.1__GCF_003287795.1	GCF_003287775.1	GCF_003287795.1	97-100	train	99.0800	strict	
GCF_003289585.1__GCF_008802075.1	GCF_003289585.1	GCF_008802075.1	97-100	train	98.3700	strict	
GCF_003289865.1__GCF_008000555.1	GCF_003289865.1	GCF_008000555.1	97-100	train	98.2900	strict	
GCF_003343265.1__GCF_003343285.1	GCF_003343265.1	GCF_003343285.1	97-100	train	99.9900	strict	
GCF_003353445.1__GCF_007991555.1	GCF_003353445.1	GCF_007991555.1	97-100	train	99.9900	strict	
GCF_003385915.1__GCF_006539845.1	GCF_003385915.1	GCF_006539845.1	97-100	train	100.0000	strict	
GCF_003387275.1__GCF_004366535.1	GCF_003387275.1	GCF_004366535.1	97-100	test	97.6900	strict	
GCF_003431765.1__GCF_016745295.1	GCF_003431765.1	GCF_016745295.1	97-100	test	98.9700	strict	
GCF_003433795.1__GCF_015550205.1	GCF_003433795.1	GCF_015550205.1	97-100	train	98.7400	strict	
GCF_003437625.1__GCF_900454955.1	GCF_003437625.1	GCF_900454955.1	97-100	train	98.2900	strict	
GCF_003459765.1__GCF_008569025.1	GCF_003459765.1	GCF_008569025.1	97-100	train	98.4700	strict	
GCF_003471485.1__GCF_015670895.1	GCF_003471485.1	GCF_015670895.1	97-100	test	97.7200	strict	
GCF_003473685.1__GCF_003479025.1	GCF_003473685.1	GCF_003479025.1	97-100	train	98.2600	strict	
GCF_003477535.1__GCF_900103155.1	GCF_003477535.1	GCF_900103155.1	97-100	train	98.7800	strict	
GCF_003492905.1__GCF_003493325.1	GCF_003492905.1	GCF_003493325.1	97-100	test	98.6900	strict	
GCF_003516165.1__GCF_003958395.1	GCF_003516165.1	GCF_003958395.1	97-100	train	99.9400	strict	
GCF_003546685.2__GCF_003546725.2	GCF_003546685.2	GCF_003546725.2	97-100	test	99.9800	strict	
GCF_003576035.1__GCF_016404565.1	GCF_003576035.1	GCF_016404565.1	97-100	train	99.7200	strict	
GCF_003578925.1__GCF_015235375.1	GCF_003578925.1	GCF_015235375.1	97-100	train	99.5700	strict	
