pairid	fastani_ani	fastani_mapped	fastani_total
GCF_001613085.1__GCF_001612805.1	84.7408	1560	2704
GCF_018332695.1__GCF_016862435.1	90.9855	2711	3529
GCA_000153745.1__GCA_905182285.1	81.2588	455	764
GCA_902599625.1__GCA_902584225.1	91.8217	203	353
GCA_900556675.1__GCA_900549335.1	90.8543	228	373
GCF_003231275.1__GCF_900188455.1	87.3422	1569	2331
GCF_014650075.1__GCA_002154345.1	89.8338	1717	2819
GCF_001025215.1__GCF_000010425.1	84.7061	505	771
GCF_002723615.1__GCF_014195545.1	87.4909	846	1236
GCF_000949475.1__GCF_010586825.1	93.5186	1500	1990
GCF_002902905.1__GCF_000165835.1	85.7685	1461	2216
GCA_018375675.1__GCA_018382595.1	94.0608	563	716
GCF_002531955.1__GCF_002204185.1	89.6131	1701	2227
GCF_002869765.1__GCF_002897375.1	84.7054	950	1392
GCF_014642405.1__GCF_000770675.1	90.6958	1158	1363
GCF_000493815.1__GCA_000182945.1	88.4373	443	761
GCA_902619805.1__GCA_902529515.1	92.4824	311	636
GCF_016481285.1__GCF_016481305.1	87.9121	447	518
GCA_903894575.1__GCA_903834825.1	86.3224	589	840
GCF_003664035.1__GCF_005938645.2	90.1968	1446	2003
GCA_902611605.1__GCA_902570265.1	93.6855	340	511
GCF_015627105.1__GCF_900096955.1	82.7389	615	825
GCF_016734815.1__GCF_016427455.1	84.8716	1274	1784
GCF_002272225.1__GCF_017303275.1	88.0923	1167	1370
GCA_014695255.1__GCA_014695195.1	91.3211	1509	2318
GCF_900156745.1__GCF_902859645.1	85.9679	1361	2075
GCF_900107925.1__GCF_902497555.1	91.0617	2723	3417
GCF_014851685.1__GCF_013359595.1	83.8853	1205	1990
GCF_002161085.1__GCF_017811815.1	88.9072	672	967
GCA_902599655.1__GCA_902525615.1	93.5981	172	223
GCA_016208645.1__GCA_016180655.1	94.5005	620	855
GCF_001074635.1__GCA_000430305.1	92.4957	458	593
GCF_001651875.1__GCF_002944405.1	84.6621	1307	1947
GCF_014252075.1__GCF_014251575.1	93.8753	210	212
GCF_007828215.1__GCF_000802155.2	86.555	1442	2047
GCF_002286815.1__GCF_000282455.1	86.2747	1350	1958
GCF_900460065.1__GCF_018619185.1	94.0698	2082	2811
GCF_002531935.1__GCF_000769405.2	88.9653	1657	2252
GCF_014205895.1__GCF_014205885.1	94.0711	342	373
GCA_902604575.1__GCA_902553675.1	89.6548	142	271
GCF_002561295.1__GCF_000746925.1	84.5883	1101	1564
GCF_016834655.1__GCF_016785085.1	87.4272	2697	3777
GCF_004022705.2__GCF_000230995.2	84.0567	1419	2256
GCF_008801935.1__GCF_000739875.1	83.0315	752	1154
GCA_902606105.1__GCA_902543535.1	89.5468	197	320
GCF_002261425.1__GCF_001676705.1	84.7612	1434	2053
GCF_003182135.1__GCF_001612825.1	85.37	1553	2427
GCA_902610845.1__GCA_902588745.1	90.303	253	336
GCF_016836705.1__GCA_000824805.1	84.688	1422	2371
GCF_018618475.1__GCF_005960665.1	83.5063	694	985
GCA_003216895.1__GCA_003216955.1	88.5582	356	437
GCA_910576865.1__GCA_910574635.1	88.7812	619	825
GCF_002113125.1__GCF_002112385.1	91.7633	1785	2031
GCF_004345505.1__GCA_005402585.1	84.6594	1446	2470
GCF_000737715.1__GCF_900156575.1	86.2032	1258	1737
GCF_001983105.1__GCF_001854805.1	91.1374	2200	3058
GCF_012933655.1__GCF_010894405.1	87.2399	2913	4121
GCA_902567045.1__GCA_902517495.1	90.3057	245	380
GCA_902627325.1__GCA_902624785.1	85.8195	131	291
GCF_001729765.1__GCF_009176645.1	87.8013	1191	1641
GCA_902621855.1__GCA_902620425.1	88.4119	328	483
GCA_015057755.1__GCA_017380975.1	86.1792	246	702
GCF_000745065.1__GCA_001311585.1	85.7402	362	738
GCA_002722135.1__GCA_002496845.1	82.226	379	631
GCF_001189245.1__GCF_013373795.1	90.7759	2101	2856
GCF_901521055.1__GCA_014763765.1	85.1912	801	1305
GCA_000681355.2__GCA_003445555.1	88.0585	303	727
GCF_000732625.1__GCF_000755285.1	91.1529	922	1055
GCF_004340665.1__GCF_000708265.2	90.3168	1415	1719
GCA_001629255.1__GCA_902573015.1	90.888	235	376
GCF_001602525.1__GCF_000016645.1	83.5728	1208	1966
GCF_005930975.1__GCF_001281265.1	93.9913	443	502
GCF_000383675.1__GCF_014518425.1	85.7315	1178	1637
GCF_008727875.1__GCF_003858645.1	83.338	1809	2608
GCF_003669035.1__GCF_902728305.1	84.5691	871	1519
GCA_910587405.1__GCA_910577095.1	93.8598	492	600
GCF_003731765.1__GCF_000633395.1	86.3701	1617	2331
GCF_014199195.1__GCF_018129005.1	84.8736	1101	1388
GCF_000722765.2__GCA_905221125.1	92.2222	513	647
GCF_000230675.1__GCF_000014585.1	86.7807	663	891
GCF_018617875.1__GCA_902362975.1	82.7724	540	862
GCA_902619165.1__GCA_902540655.1	92.5129	430	737
GCA_902609675.1__GCA_902569245.1	92.0373	196	298
GCF_002157145.1__GCF_000238595.1	84.4917	904	1374
GCA_009836025.1__GCA_002018045.1	85.8993	370	623
GCF_002902285.1__GCF_002994445.1	83.6176	644	879
GCF_008329905.1__GCA_900078375.1	84.5181	1488	2154
GCF_006175905.1__GCF_002096755.1	86.8957	442	625
GCF_002778275.1__GCA_002256145.1	85.0728	746	1072
GCF_009208735.1__GCF_001677885.1	86.3953	1470	2092
GCF_007828215.1__GCF_001623525.1	87.535	1540	2047
GCA_000432775.1__GCA_018712275.1	90.2519	525	812
GCF_003611275.1__GCA_002703405.1	94.9298	923	1318
GCF_002887735.1__GCA_003484865.1	93.1254	814	1439
GCF_003097355.1__GCF_001422645.1	84.0199	938	1546
GCF_003853415.1__GCF_902833055.1	92.7307	1844	2646
GCF_902810435.1__GCF_013393365.1	86.9019	584	715
GCA_001916065.1__GCA_000438255.1	85.9144	304	499
GCF_000971235.1__GCF_000971215.1	85.412	710	1015
GCF_000278235.1__GCF_014203215.1	84.8823	472	593
GCF_016598535.1__GCF_001894805.1	83.2952	1274	2113
GCA_902566725.1__GCA_902512865.1	84.1637	92	246
GCA_902535625.1__GCA_902532525.1	93.6477	223	312
GCF_017220215.1__GCA_001189345.1	85.3755	941	1917
GCF_003254625.1__GCF_013393195.1	85.4114	1326	1801
GCF_002242805.1__GCF_014650035.1	87.6355	1859	3422
GCF_000163935.1__GCA_000182945.1	84.6264	433	816
GCF_900604285.1__GCF_000420065.1	83.2087	455	668
GCF_001945445.1__GCF_900113905.1	89.7677	1403	1771
GCA_902598595.1__GCA_902572605.1	83.0859	152	225
GCA_002689135.1__GCA_002338445.1	82.1011	390	592
GCF_000235725.1__GCA_002366715.1	86.0219	993	1411
GCA_015066045.1__GCA_017516315.1	83.4248	489	712
GCA_000702685.1__GCA_017524035.1	85.413	534	916
GCA_902613855.1__GCA_902604175.1	89.4856	211	392
GCF_014252395.1__GCF_014251715.1	85.3479	198	208
GCF_900580675.1__GCF_000282455.1	83.7845	1102	1901
GCF_012935755.1__GCF_002007785.1	83.9047	1347	2368
GCF_001189955.1__GCF_017814915.1	86.6542	1173	1678
GCF_002892795.1__GCF_001969265.1	88.2887	1183	1612
GCF_001428525.1__GCF_900129795.1	91.7566	1510	1835
GCF_001921865.1__GCF_013407925.2	86.6626	1598	2240
GCF_000513935.1__GCF_000009625.1	88.1605	1550	2039
GCF_902506095.1__GCF_001457025.1	83.1909	945	1472
GCF_001269655.1__GCF_012985465.1	83.7009	1178	2182
GCF_009789555.1__GCA_002339675.1	82.8534	1030	1648
GCA_017546125.1__GCA_900771335.1	93.2663	483	594
GCF_018614775.1__GCF_001307275.1	88.8608	1504	1800
GCA_905216075.1__GCA_900765185.1	92.2995	327	528
GCF_900186955.1__GCF_001307105.1	91.2039	1115	1285
GCF_900167955.1__GCA_900065925.1	82.7256	360	508
GCF_003026285.1__GCF_003025615.1	93.5844	1666	2015
GCF_004117855.1__GCF_900961225.1	83.8215	966	1449
GCF_002954245.1__GCF_002929825.1	85.9022	869	1414
GCF_001426745.1__GCF_001552535.1	86.9799	1162	1803
GCA_017481885.1__GCA_017473555.1	84.1476	366	590
GCF_009496155.1__GCF_006385785.1	92.5192	528	701
GCA_004963905.1__GCF_002294725.1	88.101	1590	2260
GCF_003664105.1__GCF_001647635.1	87.3712	968	1345
GCF_002026015.1__GCA_902536545.1	92.8401	193	354
GCF_006438925.1__GCF_000282495.1	88.7515	1596	2293
GCA_003248315.1__GCF_013046785.1	85.0419	1621	2490
GCA_002973635.1__GCA_001312325.1	91.8303	1394	1836
GCF_001667925.1__GCF_001667735.1	82.8888	1266	1813
GCF_000244815.1__GCF_000243815.2	93.6334	1151	1399
GCF_003634095.1__GCF_001512305.1	83.7175	899	1426
GCF_002799155.1__GCF_001431665.1	91.3133	1204	1473
GCF_001735805.1__GCA_014204745.1	84.4638	1803	3232
GCF_013408425.1__GCF_000213805.1	86.3356	1336	1983
GCA_902626245.1__GCA_902595725.1	87.3985	167	238
GCF_015751665.1__GCF_013116745.1	83.0766	798	1103
GCF_001280065.1__GCA_000715635.1	89.8009	2072	2681
GCF_900116445.1__GCF_902859915.1	86.7655	1566	3245
GCF_003688625.1__GCF_003688595.1	94.5912	1202	1322
GCF_000800455.1__GCF_001025195.1	94.701	568	790
GCF_902506575.1__GCF_000720185.1	87.3274	1781	2565
GCA_902596205.1__GCA_902537845.1	83.7947	181	320
GCF_013386765.1__GCF_000282455.1	84.0846	1232	2320
GCF_000519105.1__GCF_014647335.1	91.2271	1066	1536
GCF_900116415.1__GCF_903166575.1	83.285	923	1471
GCF_000311825.1__GCF_900176605.1	83.0232	402	697
GCF_017741815.1__GCF_009498215.1	83.3951	1154	2145
GCA_009887095.1__GCA_000246735.1	88.0482	458	478
GCA_900538385.1__GCF_000212375.1	90.7219	539	640
GCF_002368115.1__GCA_017355425.1	87.1764	1299	1721
GCF_009451885.1__GCF_003002955.1	88.1259	1430	1882
GCF_000336635.1__GCF_000223905.1	90.4901	1064	1406
GCF_015477775.1__GCF_000308455.1	94.5859	2232	2863
GCA_017645645.1__GCA_902779745.1	90.3805	412	682
GCA_900548265.1__GCA_900547285.1	93.7206	425	616
GCA_900551235.1__GCA_902363685.1	87.6331	539	690
GCF_018687735.1__GCA_903900805.1	81.8714	411	607
GCF_004363805.1__GCA_019232825.1	82.546	827	1328
GCA_001704275.1__GCA_000963515.1	90.0575	2268	3271
GCA_003278445.1__GCA_003284445.1	84.3431	186	342
GCA_900557455.1__GCA_902405995.1	91.9467	223	279
GCF_001612665.1__GCA_014360565.1	87.9035	1366	2394
GCF_009299485.1__GCF_000741535.1	86.2595	531	784
GCA_017651225.1__GCA_017561865.1	84.2194	298	588
GCF_002967995.1__GCF_017976235.1	85.6077	1420	2158
GCF_900109725.1__GCF_902500215.1	88.572	933	1216
GCF_001654615.1__GCA_019120355.1	91.9467	323	512
GCF_002086125.1__GCF_002105755.1	88.7739	1393	1858
GCF_001679925.1__GCF_000813965.1	92.1147	1306	1663
GCF_006438925.1__GCF_001547895.1	83.6254	1295	2293
GCA_003284275.1__GCA_902593905.1	82.3176	166	310
GCF_000158955.1__GCA_013362785.1	85.0742	1495	2884
GCF_002742645.2__GCA_017744445.1	85.2087	1066	1622
GCF_019049625.1__GCF_019049675.1	91.1783	1455	1849
GCF_008386235.1__GCF_003555505.1	91.2971	804	882
GCF_014252255.1__GCF_014251635.1	84.7117	194	209
GCF_003048575.1__GCF_002165775.1	94.3481	540	608
GCF_003270085.1__GCF_002154505.1	87.5797	1389	2131
GCF_004364215.1__GCF_001685355.1	85.7755	2141	3436
GCA_900550465.1__GCA_019118865.1	89.4247	439	820
GCF_004137345.1__GCF_017872795.1	86.1177	1037	1513
GCF_001426405.1__GCF_014656075.1	87.0019	1780	2512
GCF_004364435.1__GCA_002338065.1	83.6371	1222	1793
GCF_006715305.1__GCF_001046895.1	88.5686	1134	1646
GCF_004331415.1__GCA_018261615.1	84.269	1122	1677
GCF_002197815.1__GCF_001941865.1	94.0736	1225	1567
GCF_003697915.1__GCF_000338275.1	94.8681	865	983
GCA_003225315.1__GCA_001914785.1	94.1729	1208	1630
GCF_900631945.1__GCF_017315735.1	88.2659	893	1319
GCA_003210075.1__GCA_902629075.1	84.8082	218	367
GCF_001499995.1__GCF_001499965.1	86.3064	1437	1726
GCA_001602645.1__GCA_002506535.1	83.8542	545	825
GCF_003217415.1__GCA_001507425.1	83.9059	1166	2031
GCA_902589185.1__GCA_902583415.1	92.614	237	448
GCF_900105155.1__GCF_902497895.1	84.1414	1186	2030
GCA_905339155.1__GCA_902384525.1	86.7281	583	1076
GCF_002261215.1__GCF_002261425.1	83.9509	1516	2168
GCA_900551205.1__GCA_900757285.1	93.9976	338	486
GCF_002904335.1__GCF_017308975.1	91.2486	2487	3400
GCA_017479185.1__GCA_902797945.1	82.7953	272	457
GCF_016028255.1__GCA_905221305.1	91.7275	521	674
GCA_900553165.1__GCA_900546115.1	93.6965	335	378
GCF_001280595.1__GCF_001514495.1	88.8453	1818	2332
GCF_000411315.1__GCF_000720135.1	84.7833	1782	3116
GCF_900186865.1__GCF_000382065.1	92.8228	1311	1668
GCF_005081185.1__GCF_005082585.1	81.8946	183	216
GCA_902624635.1__GCA_902543375.1	83.9415	199	309
GCA_003281335.1__GCA_902576415.1	91.2701	315	471
GCF_900114115.1__GCA_018902545.1	84.2172	880	1400
GCF_003268615.1__GCF_000236405.1	95.1153	196	206
GCF_000312545.1__GCF_902825145.1	83.4452	477	655
GCF_000763495.1__GCF_000027145.1	88.8381	790	1015
GCF_000774145.1__GCF_018502625.1	83.9414	1264	2095
GCA_017936645.1__GCA_017625835.1	82.569	341	606
GCF_001070815.1__GCF_002386345.1	87.0216	457	599
GCA_014804385.1__GCA_014804565.1	89.309	571	850
GCA_017395245.1__GCA_905235135.1	85.3394	708	1201
GCF_900199495.1__GCA_018374635.1	92.5449	696	1225
GCA_003208885.1__GCA_003210915.1	92.4344	241	321
GCF_003458415.1__GCA_905215815.1	92.5083	485	698
GCF_015207285.1__GCF_015207455.1	92.0344	1545	2033
GCF_900324475.1__GCF_011754535.1	94.2334	1425	1572
GCF_002208625.1__GCF_000621965.1	90.3964	439	493
GCF_003234085.1__GCF_015351025.1	84.2557	809	1163
GCA_902600245.1__GCA_902541745.1	89.3459	164	264
GCF_004342025.1__GCF_004217145.1	84.0014	1959	3029
GCA_902594395.1__GCA_902531765.1	89.8965	141	172
GCA_902545635.1__GCA_902526085.1	85.2096	227	366
GCF_008727735.1__GCA_905205085.1	90.4373	589	972
GCF_900215325.1__GCF_900177805.1	91.9568	963	1182
GCF_018531375.1__GCF_006538725.1	83.9308	871	1247
GCF_019222765.1__GCF_007990755.1	87.0707	2083	2982
GCA_002713825.1__GCA_002694065.1	88.8113	327	565
GCA_902619045.1__GCA_902518895.1	92.859	196	292
GCA_902629535.1__GCA_902587155.1	88.5581	163	254
GCF_014268825.1__GCF_000026105.1	86.1513	1206	1662
GCA_017529935.1__GCA_017412925.1	92.6124	564	725
GCF_000714715.1__GCF_019173545.1	90.9569	638	1106
GCF_000799375.1__GCF_900100075.1	83.2734	1065	1664
GCF_014651155.1__GCA_014655195.1	85.1619	1717	2702
GCA_900543695.1__GCA_904420095.1	94.7582	702	832
GCF_003002025.1__GCF_012689525.1	92.6787	2109	2871
GCF_004802395.1__GCF_900475755.1	95.2342	542	623
GCA_905193755.1__GCA_900768345.1	87.3964	328	430
GCA_003142515.1__GCA_017882335.1	85.7836	627	859
GCF_000717025.1__GCA_000720535.1	86.1564	1670	2704
GCA_018812385.1__GCA_014383445.1	91.2783	696	1016
GCF_002860865.1__GCF_000959945.1	86.7162	453	685
GCA_905221335.1__GCA_905221225.1	87.0538	441	595
GCF_000800455.1__GCF_000010425.1	84.2616	494	790
GCA_017543595.1__GCA_002389995.1	84.5659	474	740
GCF_001907675.1__GCF_900157385.1	83.7964	1328	2115
GCF_001563495.1__GCF_001045465.1	83.2982	1160	1686
GCA_017551675.1__GCA_902784425.1	88.8686	768	1076
GCF_001279725.1__GCF_008704535.1	86.8947	1640	2434
GCA_902613845.1__GCA_902546975.1	94.9304	329	411
GCF_000719115.1__GCF_014653695.1	90.4652	2178	2843
GCF_000763295.1__GCF_003326795.1	83.0483	974	1407
GCA_017515705.1__GCA_017405645.1	86.4562	304	477
GCF_900168205.1__GCF_903166575.1	90.1824	1157	1579
GCF_000715205.1__GCF_000691145.1	90.0232	1100	1203
GCF_002307355.1__GCF_004137795.1	89.2487	1353	1608
GCF_003942765.1__GCF_002005545.1	92.8896	501	671
GCF_013410355.1__GCF_006337065.1	86.8433	839	1301
GCF_016591715.1__GCA_000824785.1	92.217	1843	2230
GCF_007858795.1__GCF_001048535.1	92.3053	1450	1759
GCF_014144855.1__GCF_000186325.1	86.8357	586	739
GCF_003667505.1__GCF_900090225.1	84.3467	1321	2018
GCF_005503365.1__GCF_001571225.1	85.727	1011	2043
GCF_019219825.1__GCF_006539505.1	93.5617	2105	2748
GCA_900552465.1__GCF_003363715.1	91.2042	1092	1481
GCF_000718785.1__GCF_014649835.1	88.6447	1844	2607
GCF_000938255.1__GCF_007290395.1	88.109	1859	2828
GCF_003002915.1__GCF_900129495.1	87.7992	1149	1606
GCF_009744115.1__GCF_009744025.1	92.9416	1615	1917
GCF_900460065.1__GCF_014649875.1	91.8696	2072	2811
GCF_001180205.1__GCA_902623305.1	87.8711	162	280
GCF_004684245.1__GCF_000376265.1	85.2887	593	815
GCF_002140155.1__GCF_900090105.1	90.3653	1656	2139
GCA_902609915.1__GCA_902557235.1	83.2201	158	260
GCF_005239125.1__GCF_011603975.1	90.6944	881	1216
GCF_015230015.1__GCF_015679985.1	87.9931	487	654
GCF_002204745.1__GCF_900107135.1	84.2765	1108	1467
GCF_000718785.1__GCA_014656175.1	87.4802	1791	2607
GCF_002847525.1__GCF_000411415.1	89.4907	693	767
GCF_007670255.1__GCF_000514015.1	83.4645	1000	1428
GCA_017436955.1__GCA_017410075.1	85.0808	332	504
GCF_000204015.1__GCF_000495795.1	86.3873	1378	1801
GCF_904846285.1__GCA_002453355.1	84.4961	777	1042
GCF_010365865.1__GCF_017161265.1	90.0962	713	993
GCF_003952525.1__GCA_000824825.2	87.2703	1437	2055
GCA_002435545.1__GCA_905212635.1	89.8782	609	860
GCF_006442315.1__GCF_000359125.1	85.0326	1325	2241
GCF_015712165.1__GCF_900110755.1	85.016	1760	2950
GCF_003666015.1__GCF_018228765.1	94.2869	856	1238
GCF_002127655.1__GCF_003667705.1	95.0774	1841	2054
GCF_000716335.1__GCF_014649735.1	86.3861	1666	2591
GCF_003942965.1__GCA_905369855.1	93.7459	357	581
GCF_900101225.1__GCF_004001025.1	95.1972	2016	2452
GCF_900169085.1__GCF_000006685.1	82.5126	293	360
GCF_001662075.1__GCF_014193025.1	87.117	1411	2152
GCA_902599995.1__GCA_902578255.1	88.0972	198	303
GCF_006385805.1__GCF_016648925.1	85.6314	381	648
GCA_902535025.1__GCA_902525585.1	89.2971	183	290
GCA_003209375.1__GCA_003209655.1	83.4658	287	414
GCF_002096925.1__GCF_000148545.1	92.9122	459	645
GCF_002081825.1__GCF_000711885.1	94.3202	1407	1719
GCF_005871185.1__GCA_018815245.1	83.0073	767	1155
GCF_013403865.1__GCF_013403985.1	83.361	925	1352
GCF_004151235.1__GCF_018383905.1	82.9733	1098	1745
GCF_011305415.1__GCA_001800945.1	86.3957	467	1111
GCF_004785935.1__GCA_018366675.1	85.0841	370	718
GCF_003030305.1__GCF_008326345.1	85.9123	721	831
GCF_001700505.1__GCF_016909575.1	92.5737	1893	2172
GCF_019168305.1__GCF_000800255.1	83.2012	1037	1813
GCF_001954135.1__GCF_017876775.1	84.8412	1392	1890
GCF_000701425.1__GCF_000701405.1	87.2615	975	1275
GCF_002159265.1__GCF_016901955.1	86.0193	613	1194
GCA_900552295.1__GCA_900759435.1	92.2257	287	438
GCF_007994015.1__GCF_000708285.2	85.5931	1110	1922
GCF_003943395.1__GCF_000187745.1	87.0657	478	627
GCA_018381235.1__GCA_900758375.1	92.774	507	698
GCA_015056575.1__GCF_000526935.1	88.6733	874	1171
GCA_015056415.1__GCA_017938695.1	84.204	485	788
GCF_000716545.1__GCF_000269985.1	91.1713	1933	2451
GCF_016595245.1__GCF_004923315.1	90.6285	1954	2678
GCF_001662485.1__GCA_017997335.1	88.9934	539	1075
GCA_910579465.1__GCA_910577175.1	90.3478	878	1072
GCF_003353175.1__GCF_012275575.1	85.9045	1341	2753
GCF_008386395.1__GCF_004001025.1	94.8063	2021	2539
GCF_006715635.1__GCF_018614585.1	87.1234	1613	2596
GCF_000720325.1__GCF_014646335.1	86.7618	2294	3272
GCA_017962925.1__GCA_017554135.1	85.0344	291	629
GCF_003224335.1__GCF_011759505.1	87.8506	907	1090
GCF_001618885.1__GCA_900186985.1	85.0753	706	886
GCF_000744095.1__GCF_000219215.1	89.834	2013	3242
GCA_910579545.1__GCA_910578965.1	88.442	601	898
GCA_900539985.1__GCF_013408445.1	94.9356	642	685
GCF_900183975.1__GCF_017603965.1	94.8589	1140	1442
GCA_900553345.1__GCA_902406155.1	91.4008	344	430
GCF_001886715.1__GCF_001612665.1	85.2131	1517	2436
GCA_017537025.1__GCA_902168225.1	90.423	818	1051
GCF_009728995.1__GCF_014204715.1	85.9478	1339	1899
GCA_900557505.1__GCA_900757385.1	91.6498	256	346
GCF_902506325.1__GCA_018815245.1	83.0962	754	1089
GCF_003992015.1__GCF_001553345.1	92.4666	496	618
GCA_003279535.1__GCA_902571795.1	89.9523	237	370
GCF_000378605.1__GCF_000377905.1	83.5423	602	986
GCF_018614875.1__GCF_900099805.1	89.9527	1344	1844
GCF_003337275.1__GCF_003315485.1	82.9058	836	1342
GCF_013410105.1__GCA_016793775.1	84.5404	813	1347
GCF_002738225.1__GCF_001766235.1	87.8195	726	1039
GCA_902556905.1__GCA_902514745.1	85.9453	192	402
GCF_003417535.1__GCF_000723405.1	89.7949	1190	1506
GCA_007125075.1__GCA_007127015.1	88.6915	305	645
GCF_002938435.1__GCF_900109665.1	85.2365	1010	1461
GCF_900047545.1__GCA_002018045.1	84.8377	262	377
GCF_015694735.1__GCF_015694525.1	85.9911	1397	1843
GCF_016658865.1__GCA_905221355.1	87.1406	487	677
GCF_009729095.1__GCF_000295855.1	85.9277	1502	2102
GCF_003046425.1__GCF_000243815.2	91.0947	1117	1252
GCF_014252115.1__GCF_014251335.1	87.4895	202	210
GCF_001705035.1__GCF_000349565.1	85.5355	799	1081
GCA_900555155.1__GCF_002096845.1	86.5322	236	360
GCF_003943815.1__GCF_000212855.1	85.237	399	666
GCF_009695815.1__GCF_900112955.1	91.7581	572	716
GCA_001799895.1__GCA_001799735.1	83.3771	656	1062
GCA_017480345.1__GCA_905235615.1	90.097	380	714
GCF_001905735.1__GCF_016909575.1	84.1923	1487	2538
GCA_003211135.1__GCA_003283415.1	89.3991	292	446
GCA_900541175.1__GCA_905215275.1	92.53	421	685
GCF_003020115.1__GCF_000473065.1	88.2625	1767	2489
GCA_003702465.1__GCA_001437625.1	83.8384	234	322
GCF_004798705.1__GCF_003352915.1	84.0392	893	1390
GCF_004349085.1__GCF_900142695.1	83.2904	746	1263
GCF_001746295.1__GCF_001282115.1	90.9925	2067	3646
GCF_009857595.1__GCF_001425045.1	89.6735	1796	2156
GCA_901472455.1__GCA_002360945.1	91.3235	1338	1687
GCF_004216815.1__GCF_008365275.1	84.1001	652	1073
GCF_012184385.1__GCF_000719115.1	88.5076	2037	3028
GCF_004682055.1__GCF_003851495.1	87.2031	1503	2178
GCF_018531475.1__GCF_012911875.1	91.0014	1541	2207
GCA_017550315.1__GCA_017412675.1	87.2682	748	1063
GCF_016861565.1__GCF_002583405.1	83.0363	569	885
GCA_902782235.1__GCA_902764825.1	85.9024	600	743
GCF_009709555.1__GCF_004346005.1	84.9838	1699	2731
GCF_009711185.1__GCF_008824185.1	84.1184	829	1264
GCF_011290605.1__GCF_001698225.1	88.9737	1492	1770
GCA_014649575.1__GCA_014649155.1	84.7865	1579	2439
GCF_009617995.1__GCF_000023965.1	94.1559	933	1109
GCF_001050345.1__GCF_019139815.1	88.3019	1579	2083
GCF_016907675.1__GCF_900111455.1	85.1681	1133	1733
GCF_003992315.1__GCF_003992055.1	86.104	465	614
GCA_011389715.1__GCA_011390695.1	86.943	346	901
GCF_001618065.1__GCF_005221285.1	94.0021	634	754
GCA_003249035.1__GCF_016584665.1	86.1286	1052	1492
GCF_002551245.1__GCF_001905905.1	90.5622	1699	2445
GCF_002258785.1__GCF_002258315.1	88.8268	1487	2014
GCF_006151685.1__GCF_001457025.1	83.0232	899	1488
GCF_002846365.1__GCF_001613085.1	91.0271	2074	2683
GCF_013116755.1__GCF_013488205.1	86.6333	755	877
GCA_017625155.1__GCA_017503075.1	88.8994	258	520
GCF_017168255.1__GCF_018308945.1	84.9513	687	1025
GCF_900250075.1__GCF_000372525.1	94.4817	1843	2249
GCF_001984825.2__GCF_007035645.1	93.1748	1382	1738
GCF_000314795.2__GCA_018366675.1	91.0922	506	742
GCF_902364025.1__GCA_018380885.1	86.3578	1339	2140
GCF_003319175.1__GCF_016612865.1	84.2147	907	1314
GCF_003144405.1__GCF_002777965.1	93.5672	1134	1320
GCA_910587715.1__GCA_910584725.1	86.4784	937	1226
GCF_002812045.1__GCF_000347035.1	85.8072	1198	1379
GCF_002979755.1__GCF_903969135.1	88.2168	1403	1664
GCF_007671725.1__GCF_000337075.1	85.631	722	1059
GCF_001570585.1__GCF_001570565.1	92.8849	2251	2834
GCF_001806875.1__GCF_016728505.1	91.9392	677	759
GCF_003943815.1__GCF_000385925.1	92.8555	569	666
GCF_006715785.1__GCF_006540305.1	84.7465	1753	3045
GCF_003471165.1__GCF_013300825.1	88.3091	820	1319
GCA_004963905.1__GCF_000513935.1	84.485	1382	2260
GCF_014649835.1__GCF_001293595.1	84.6928	1486	2518
GCF_000377405.1__GCF_000377905.1	86.8691	762	915
GCF_003115845.1__GCF_013155275.1	82.9572	932	1481
GCF_004916905.1__GCF_903969135.1	87.0917	1209	1533
GCF_000969825.1__GCF_000969835.1	83.5623	1216	2259
GCA_003279535.1__GCA_003279945.1	89.6595	304	370
GCA_017935225.1__GCA_017453285.1	92.799	409	615
GCA_910588325.1__GCA_910585435.1	85.2916	766	1114
GCF_018709685.1__GCF_900184965.1	85.6732	689	931
GCA_016292515.1__GCA_002314455.1	83.6768	400	614
GCA_018969705.1__GCA_018970545.1	87.7094	268	362
GCA_900541895.1__GCF_900155605.1	83.9422	387	583
GCF_002210435.1__GCF_017599305.1	92.8248	2006	2427
GCF_004339745.1__GCF_900099835.1	86.1657	1723	3320
GCF_001423125.1__GCA_000383895.1	88.1608	1454	1756
GCF_002008345.1__GCF_001276215.1	91.5714	816	970
GCF_009729415.1__GCF_018326285.1	86.0638	1416	2027
GCA_902619825.1__GCA_902587025.1	94.7962	234	355
GCF_003053805.1__GCF_003033885.1	83.3817	1232	2177
GCF_003044645.1__GCF_001618065.1	95.5574	664	760
GCF_000337135.1__GCF_000025625.1	89.1564	1077	1394
GCA_004020875.1__GCF_900115245.1	88.5345	1548	2179
GCF_004795895.1__GCA_900078365.1	90.027	1063	1499
GCF_011038795.1__GCF_000187975.2	93.5364	655	742
GCF_003105155.1__GCF_000026105.1	84.0536	1139	1579
GCF_001423335.1__GCF_001509405.1	85.2051	888	1149
GCF_003943655.1__GCF_001578775.1	84.882	401	732
GCF_006974125.1__GCF_003205835.1	92.286	1334	1518
GCF_007673305.1__GCF_000746925.1	86.8175	1321	1803
GCA_016215215.1__GCA_016213245.1	86.1788	801	1363
GCF_000373145.1__GCF_000744885.1	85.3119	569	739
GCA_017536625.1__GCA_017399625.1	83.9927	387	603
