pairid	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCA_002422665.1__GCF_900104195.1	533	250	1911820	864813	0.4523506397045747
GCA_016284805.1__GCA_017387245.1	6	1	3655	86	0.0235294117647058
GCA_016284805.1__GCA_902778395.1	568	255	1501276	675767	0.4501284240872431
GCA_017387245.1__GCA_902778395.1	6	4	3510	1931	0.5501424501424501
GCA_005804765.1__GCA_903843785.1	17	9	9460	4436	0.4689217758985201
GCA_005804765.1__GCA_010030305.1	19	10	9559	4899	0.5125013076681662
GCA_010030305.1__GCA_903887055.1	838	427	1957312	968823	0.4949762735833633
GCA_004028785.1__GCF_009758015.1	1030	553	1303140	699031	0.5364204920422978
GCA_002415385.1__GCF_009758015.1	810	235	970798	272520	0.2807175128090499
GCA_016735585.1__GCF_009758015.1	1092	590	1352889	731987	0.541054735458711
GCF_000338475.1__GCF_000447675.1	144	66	130633	66196	0.5067326020224598
GCF_000340645.1__GCF_007830595.1	722	347	2015745	1003201	0.4976824945615641
GCF_000338475.1__GCF_900497605.1	597	331	2221186	1284822	0.5784396263977893
GCA_003537835.1__GCA_018715595.1	280	164	488905	305484	0.6248330452746443
GCA_018715885.1__GCA_905207615.1	315	162	2099474	1149061	0.5473089926333929
GCA_018715595.1__GCA_905207615.1	290	148	572516	295953	0.5169340245512789
GCA_009702825.1__GCA_009703685.1	310	169	1233563	720984	0.584472783311432
GCA_009702825.1__GCA_009706035.1	100	60	120842	75270	0.6228794624385562
GCA_009703685.1__GCA_009706035.1	111	49	137006	64871	0.4734902121074989
GCA_902532245.1__GCA_902593115.1	27	11	34961	13970	0.3995881124681788
GCA_902615235.1__GCA_902616095.1	86	34	153147	73935	0.4827714548766871
GCA_018652515.1__GCA_902593115.1	111	70	250469	144742	0.5778838898226927
GCF_000417735.2__GCF_000508005.1	43	2	26362	649	0.0246187694408618
GCF_001007105.1__GCF_001469535.1	42	41	29415	29328	0.997042325344212
GCF_000417695.2__GCF_001469535.1	44	2	24084	167	0.006934064108952
GCA_007126595.1__GCA_900149785.2	1149	573	1588395	773791	0.4871527548248389
GCA_011390555.1__GCA_900149785.2	892	444	3680273	1789826	0.4863296826077848
GCA_007126595.1__GCA_011390555.1	1110	557	1555938	776164	0.4988399280691133
GCA_005790275.1__GCA_903895155.1	30	15	14182	6820	0.4808912706247356
GCA_903836705.1__GCA_903934815.1	88	47	77114	41311	0.5357133594418653
GCA_013140665.1__GCA_903895115.1	90	36	82243	24934	0.3031747382755979
GCA_903865915.1__GCA_903931935.1	54	28	42729	21857	0.511526129794753
GCA_903876925.1__GCA_903915595.1	61	27	53053	20984	0.3955289993025842
GCA_903908885.1__GCA_903915595.1	149	77	120829	60361	0.4995572255005007
GCA_001773875.1__GCA_012516875.1	639	311	922720	452909	0.4908412086006589
GCA_001773875.1__GCA_016933885.1	556	264	739711	357107	0.4827655665523427
GCA_012516875.1__GCA_016933885.1	717	329	994641	448920	0.4513387242231116
GCF_003015205.1__GCF_900446395.1	17	6	15240	6568	0.4309711286089239
GCF_000175875.1__GCF_003015205.1	13	6	6619	1900	0.2870524248375887
GCF_900446595.1__GCF_900460885.1	80	37	70166	29956	0.426930422141778
GCA_003484445.1__GCA_003534055.1	328	165	949879	495189	0.5213179783951429
GCA_011523095.1__GCA_902623435.1	426	213	1830169	930321	0.5083251874553661
GCA_902602785.1__GCA_902623435.1	171	72	997322	503320	0.5046715103045957
GCA_002725415.1__GCA_902602785.1	93	47	191875	111468	0.5809407166123779
GCA_000179715.1__GCF_001562845.1	93	40	82949	27272	0.3287803349045799
GCA_000179715.1__GCF_016026575.1	91	43	82891	39124	0.4719933406521818
GCF_001562845.1__GCF_016026575.1	108	55	1323605	631521	0.4771219510352408
GCA_003553605.1__GCA_007126875.1	44	23	33164	19433	0.5859667108913279
GCA_003560055.1__GCA_003563265.1	489	251	2308163	1176525	0.5097235333899729
GCA_003553735.1__GCA_007123095.1	199	98	341694	155482	0.4550328656634299
GCA_905196345.1__GCA_910576485.1	50	24	46478	26044	0.5603511338697879
GCA_009911275.1__GCA_910576485.1	1476	740	2765394	1380467	0.4991936049618969
GCA_000434075.1__GCA_910576485.1	36	18	22259	13151	0.5908171975380745
GCA_001778615.1__GCA_001778835.1	21	5	570527	165842	0.2906821237207003
GCA_000994865.1__GCA_000998195.1	52	24	660360	222466	0.3368859410018777
GCA_000994865.1__GCA_001778615.1	154	98	221830	143944	0.6488932966686202
GCA_001822025.1__GCA_903846065.1	229	122	205573	114244	0.5557344592918331
GCA_001822025.1__GCA_903913255.1	230	105	208097	101878	0.4895697679447565
GCA_903846065.1__GCA_903913255.1	105	59	879787	416547	0.4734634633155525
GCF_003387655.1__GCF_007997175.1	717	267	1661147	565203	0.3402486354308198
GCA_002694565.1__GCA_013823925.1	114	61	176301	116665	0.6617375964969002
GCA_018380055.1__GCA_904420035.1	151	73	186236	96874	0.520167958933826
GCA_018716785.1__GCA_905209575.1	218	112	304850	161938	0.5312055109070034
GCA_017888325.1__GCA_905209575.1	279	119	433587	178637	0.4119980534471744
GCA_018061625.1__GCA_903888825.1	133	65	124902	64179	0.5138348465196714
GCA_018827825.1__GCA_903843495.1	870	429	922954	453652	0.4915217876513889
GCA_002375445.1__GCA_903944565.1	307	141	273648	120726	0.4411726012980179
GCF_000091985.1__GCF_900199535.1	22	16	23902	21733	0.909254455694084
GCF_000091985.1__GCF_900451085.1	48	6	1578561	22938	0.0145309557248658
GCF_900199535.1__GCF_900451085.1	22	16	23877	21752	0.9110022197093436
GCA_017888875.1__GCA_900550885.1	60	32	60432	31986	0.5292891183478952
GCA_017888875.1__GCA_905200885.1	64	28	61259	26792	0.4373561435870647
GCA_900550885.1__GCA_905200885.1	118	61	988976	425260	0.4300003235670026
GCF_011378975.1__GCF_900197635.1	169	87	202358	115096	0.5687741527392047
GCF_000750195.1__GCF_017347115.1	148	66	191457	93169	0.4866314629394589
GCF_000468595.1__GCF_011378975.1	772	463	3023520	1831313	0.6056890644017568
GCF_002836085.1__GCF_003410315.1	617	348	1505401	865563	0.5749717184989249
GCA_003562135.1__GCA_011390975.1	135	76	157355	92073	0.5851291665342696
GCA_007121255.1__GCA_011390975.1	118	73	139318	87259	0.6263296917842633
GCA_018661155.1__GCA_018670185.1	40	22	30479	17463	0.5729518684996227
GCA_018660325.1__GCA_018670185.1	75	42	626239	322307	0.5146709163753774
GCA_018660325.1__GCA_018661155.1	38	13	29287	11218	0.3830368422849728
GCA_003131995.1__GCA_003155095.1	443	226	355743	182044	0.5117289728821087
GCA_003131995.1__GCA_003167035.1	1372	658	3652306	1801078	0.4931344744936486
GCA_003155095.1__GCA_003167035.1	395	206	298333	162171	0.5435905514978229
GCF_000709935.2__GCF_001838545.1	573	254	957204	432835	0.4521867856799595
GCF_001838545.1__GCF_904423875.1	313	197	4420619	2356015	0.532960429297345
GCF_904423845.1__GCF_904423875.1	890	496	2019360	1029231	0.5096817803660566
GCA_018362815.1__GCF_010892375.1	147	78	1583613	809418	0.5111210882961936
GCA_018362855.1__GCF_010892375.1	113	66	174615	107218	0.6140251410245398
GCA_018362815.1__GCA_018362855.1	105	60	126141	79112	0.6271711814556726
GCA_018902575.1__GCA_019084525.1	92	22	5184505	1068399	0.2060754112494828
GCA_018902575.1__GCA_019192505.1	960	495	1403658	740443	0.5275095500470912
GCA_019084525.1__GCA_019192505.1	962	473	1402973	699305	0.4984450876816589
GCA_003562665.1__GCA_007132135.1	155	85	251730	140993	0.5600961347475469
GCA_003564745.1__GCA_007124025.1	22	9	15348	6468	0.4214229867083659
GCA_007124025.1__GCA_007128965.1	108	62	139485	82074	0.5884073556296376
GCA_017888235.1__GCF_016899615.1	617	346	1163807	647507	0.5563697417183433
GCA_017888235.1__GCF_002160435.1	609	303	1170217	550320	0.4702717530167482
GCA_017888235.1__GCA_905193575.1	248	106	207295	95828	0.4622783955232881
GCA_002483185.1__GCA_003452005.1	340	181	403070	232980	0.5780137445108791
GCA_002483185.1__GCA_003455255.1	264	114	294459	130005	0.4415045897731093
GCA_003452005.1__GCA_003455255.1	1343	689	4407733	2206465	0.500589532079189
GCA_017935935.1__GCA_905198725.1	1	0	185	0	0.0
GCA_002430455.1__GCA_902609745.1	92	47	226420	129132	0.5703206430527339
GCA_002430455.1__GCA_018701135.1	42	23	58128	30087	0.5175990916597853
GCA_002728045.1__GCA_018701135.1	63	24	101773	53140	0.5221424149823627
GCA_003553125.1__GCA_003567155.1	30	18	50867	39068	0.7680421491340161
GCA_002408325.1__GCA_002492185.1	60	23	55021	20709	0.3763835626397194
GCA_001311235.1__GCF_002077975.1	58	28	50804	20832	0.4100464530351941
GCA_009784415.1__GCF_018403725.1	30	14	22377	12396	0.5539616570585869
GCF_003335595.1__GCF_013347125.1	737	351	2889311	1325784	0.4588581845291143
GCA_018608135.1__GCF_003335595.1	43	22	32432	20005	0.6168290577207696
GCA_018608135.1__GCF_000712315.1	35	13	35672	8572	0.2403005158107199
GCF_003726115.1__GCF_012933555.1	1154	1139	2790856	2758805	0.9885157098753932
GCA_017431595.1__GCF_000701605.1	884	459	1789212	933144	0.521539090951771
GCA_002381665.1__GCF_903970845.1	1168	585	3835650	1811440	0.4722641534029434
GCF_016583605.1__GCF_016583685.1	80	39	76126	42384	0.5567611591309145
GCF_016583605.1__GCF_016653275.1	98	61	82849	60890	0.7349515383408369
GCF_016583685.1__GCF_016653275.1	331	142	2007799	846511	0.421611426243364
GCA_903891445.1__GCA_903920605.1	1863	883	3808359	1774385	0.4659185229123619
GCA_903891445.1__GCA_903922565.1	1463	732	5282862	2568742	0.4862406021584512
GCA_903908645.1__GCA_903922565.1	1826	902	4060097	2002090	0.4931138344724276
GCA_903882615.1__GCA_903900455.1	1080	552	1796589	943487	0.5251546124350088
GCA_903825385.1__GCA_903870665.1	1129	562	5156140	2657027	0.5153131994088601
GCA_903870665.1__GCA_903882615.1	1236	635	2057091	1078757	0.5244089833653446
GCF_008634075.2__GCF_014645255.1	758	326	1132723	521666	0.46054154457886
GCF_014635605.1__GCF_014645255.1	726	237	972081	275914	0.2838384867104696
GCF_013185225.1__GCF_014645255.1	807	533	1202236	833908	0.6936308678163023
GCA_902801535.1__GCA_905236745.1	55	25	53636	24373	0.454414945186069
GCA_000431895.1__GCA_902782775.1	92	50	88244	48191	0.5461107837360047
GCA_017412425.1__GCA_902759685.1	81	41	72735	36797	0.5059049975940056
GCA_902567595.1__GCA_902614945.1	184	93	490747	269812	0.549798572380473
GCA_902567595.1__GCA_902616265.1	117	44	996220	395187	0.3966864748750276
GCA_902614945.1__GCA_902616265.1	140	63	344921	179023	0.5190260958306395
GCF_000452225.2__GCF_015668845.1	397	173	3058924	1428901	0.46712536826675
GCF_000452225.2__GCF_003585605.1	343	117	3064679	953780	0.3112169333231963
GCA_017413205.1__GCA_900544505.1	148	61	160839	59228	0.3682440204179334
GCA_900544505.1__GCA_905200685.1	121	58	2876114	1187787	0.4129832823038308
GCA_015255295.1__GCF_001806915.1	231	116	1216873	569728	0.4681901891158732
GCA_015264955.1__GCA_015264975.1	298	155	1293343	657600	0.5084498079782394
GCA_015255295.1__GCA_015264955.1	342	167	818873	410487	0.5012828607122227
GCA_900012755.1__GCF_902362305.1	714	335	2462278	987473	0.4010404186692161
GCA_905209045.1__GCF_902362305.1	468	264	1188809	709319	0.5966635515040684
GCA_900543225.1__GCF_017307015.1	787	349	2259754	1014159	0.4487917711396904
GCF_014841545.1__GCF_015350895.1	686	357	2722693	1602031	0.5883994265971227
GCA_005503155.1__GCF_001297205.1	510	199	2896390	1070373	0.3695541691553969
GCF_001297205.1__GCF_015350895.1	696	372	2620307	1410053	0.5381251128207496
GCF_015863205.1__GCF_900100775.1	39	15	49252	15325	0.3111548769593113
GCF_000413455.1__GCF_015863205.1	26	14	31275	14081	0.4502318145483613
GCF_000413455.1__GCF_001810675.1	162	87	1660413	1007128	0.6065527070674586
GCA_015689545.1__GCA_015689655.1	154	85	2171382	1341428	0.617776144409413
GCA_015689545.1__GCA_015689785.1	166	29	2133235	362673	0.1700108051855515
GCA_015689655.1__GCA_015689785.1	208	86	2056643	977423	0.4752516601082444
GCF_010500775.1__GCF_900112435.1	1055	604	1356778	786446	0.5796423585877719
GCA_013373025.1__GCF_900100725.1	1171	572	1420320	692478	0.4875506928016221
GCF_010500775.1__GCF_010500785.1	1223	522	3166148	1409633	0.4452201855377575
GCA_001917095.1__GCA_004555365.1	677	352	946207	482671	0.5101114238216373
GCA_004558385.1__GCA_018373695.1	425	191	571879	267316	0.4674345447201243
GCA_008673965.1__GCA_014867925.1	394	192	414303	213544	0.5154295286300123
GCA_018365095.1__GCA_905197755.1	405	206	2462292	1170216	0.4752547626357881
GCA_017888805.1__GCA_905197755.1	518	291	1427788	743902	0.5210171257917842
GCA_905197755.1__GCA_910585325.1	602	286	1970433	936636	0.4753452667510136
GCA_003450775.1__GCA_903824765.1	21	6	6109	1807	0.2957930921591095
GCA_003450775.1__GCA_903948115.1	18	5	5545	1064	0.1918845807033363
GCA_903824765.1__GCA_903948115.1	62	26	1216280	462124	0.3799486960239419
GCA_003242125.1__GCA_014378945.1	1191	590	1880596	957111	0.5089402508566433
GCA_003242125.1__GCF_003003695.1	148	68	5273231	2227098	0.4223403071096259
GCA_014378945.1__GCF_003003695.1	1215	604	1899315	951435	0.5009358637192882
GCA_016286015.1__GCA_902759835.1	714	333	1462773	676497	0.4624757224805216
GCA_016702325.1__GCA_016717845.1	394	375	2354497	2323753	0.9869424339890857
GCA_016702325.1__GCA_018002605.1	430	223	2289612	1200246	0.5242137095717527
GCA_002725155.1__GCA_009392175.1	70	39	144745	77156	0.5330477736709386
GCA_002727165.1__GCA_014240175.1	46	22	50443	25147	0.4985230854627996
GCA_002719295.1__GCA_004213445.1	62	23	82849	27373	0.3303962630810269
GCA_018679955.1__GCF_004378585.1	314	167	512657	286014	0.5579051880692159
GCF_003426875.1__GCF_004378585.1	620	278	1454356	648364	0.4458083165332284
GCA_002732565.1__GCF_003426875.1	141	70	229828	115124	0.5009137267869885
GCA_003518335.1__GCA_018677395.1	42	20	22359	11103	0.4965785589695424
GCA_002470485.1__GCA_002471305.1	29	11	17971	5868	0.3265260697790885
GCA_016595575.1__GCA_018677395.1	110	71	102776	62229	0.6054818245504787
GCA_002413545.1__GCA_015658615.1	911	475	2628815	1414099	0.5379226001068923
GCA_002413545.1__GCA_012964995.1	654	319	2806724	1388947	0.4948641191652617
GCA_012964995.1__GCA_015658615.1	913	426	2619643	1188304	0.4536129541315362
GCA_003219555.1__GCA_003220035.1	1094	545	1527160	752036	0.4924408706356897
GCA_003219555.1__GCA_003221405.1	663	334	940849	472358	0.502055058782015
GCA_003221175.1__GCA_003221405.1	288	135	327707	152982	0.4668255484319834
GCA_002367115.1__GCF_018916625.1	92	41	102664	39254	0.3823540871191459
GCA_900466225.1__GCA_900467995.1	71	40	5401624	3234178	0.5987417858036769
GCA_900467135.1__GCF_002968565.1	967	512	4449975	2531715	0.568927915325367
GCA_003218265.1__GCA_003219765.1	100	49	79401	37463	0.4718202541529703
GCA_003219725.1__GCA_003221275.1	611	289	821909	381080	0.4636523021405046
GCA_003219035.1__GCA_003219515.1	153	84	133230	74723	0.5608571643023343
GCA_016714885.1__GCA_903866795.1	39	24	34975	25340	0.7245175125089349
GCA_016714885.1__GCA_903906845.1	48	24	48302	26962	0.5581963479773094
GCA_903866795.1__GCA_903906845.1	122	57	1064720	509920	0.4789240363663686
GCF_004521895.1__GCF_011440385.1	1170	611	1325172	699533	0.5278809090442599
GCA_003152915.1__GCA_903835475.1	1479	708	3273183	1468832	0.4487472897176845
GCA_003152915.1__GCA_903930525.1	1354	668	3399432	1671426	0.491678021504769
GCA_903835475.1__GCA_903930525.1	922	445	4466018	2199288	0.492449425864383
GCA_903851055.1__GCA_903919935.1	522	243	758323	341897	0.4508593303908756
GCA_903841125.1__GCA_903922405.1	48	27	32715	19000	0.5807733455601406
GCA_903910505.1__GCA_903923315.1	292	155	317363	155974	0.4914687597483008
GCA_002010355.1__GCA_002010385.1	187	88	257512	118649	0.4607513436267048
GCA_002010355.1__GCA_002376485.1	192	86	283483	135167	0.476808133115566
GCA_002010385.1__GCA_002376485.1	196	112	1627199	893208	0.5489236411772622
GCA_903926325.1__GCA_903930215.1	1102	608	1361751	758282	0.5568433582938437
GCA_903926325.1__GCA_903937245.1	1110	550	1336318	655950	0.4908637016039595
GCA_002686605.1__GCA_002701445.1	109	44	123371	52781	0.4278233944768219
GCA_002297765.1__GCA_002320395.1	127	71	143327	81625	0.5695019082238517
GCA_002320395.1__GCA_003522025.1	124	56	126927	58399	0.4600991120880506
GCA_009845725.1__GCA_011523455.1	1227	638	2350309	1196732	0.5091807077282179
GCA_009837805.1__GCA_009845725.1	1275	614	3391247	1670042	0.4924566096188216
GCA_003551345.1__GCA_003566495.1	659	338	1424481	710945	0.499090545960248
GCA_003551345.1__GCA_007118925.1	715	370	1507298	725878	0.4815756406496924
GCA_003566495.1__GCA_007118925.1	288	153	2703081	1411085	0.5220283816874152
GCA_018401915.1__GCA_903903505.1	151	77	169716	78874	0.4647410968912772
GCA_018401915.1__GCA_903905345.1	155	69	168499	89875	0.5333859548127882
GCA_903903505.1__GCA_903905345.1	312	159	2510137	1120804	0.4465110868450606
GCA_902559275.1__GCA_902575215.1	85	69	265234	197944	0.7462994940316853
GCA_016778205.1__GCA_905478865.1	150	70	674597	319023	0.4729090108612994
GCA_902511355.1__GCA_905479225.1	47	19	54773	16129	0.2944699030544246
GCA_013696435.1__GCA_016781545.1	385	190	407439	202285	0.4964792275653533
GCA_019163055.1__GCA_903933745.1	1899	961	3143015	1585674	0.5045072963380703
GCA_019163055.1__GCA_903960435.1	1807	929	3186530	1585395	0.4975302288068839
GCA_903933745.1__GCA_903960435.1	1132	547	6697452	3371061	0.5033348503281546
GCA_013316035.1__GCA_017406595.1	9	4	7414	4810	0.6487725923927704
GCA_013333155.2__GCA_902769085.1	10	3	1459	255	0.1747772446881425
GCA_017510845.1__GCA_017550505.1	31	17	10648	4340	0.4075882794891059
GCA_002070835.1__GCA_017996775.1	102	45	177260	88777	0.5008292903080221
GCA_903901925.1__GCA_903902835.1	230	122	223229	121303	0.5434016189652778
GCA_903934115.1__GCA_903952055.1	237	130	248057	129094	0.5204207097562253
GCA_903837205.1__GCA_903902835.1	244	131	237321	129112	0.5440395076710447
GCA_002706995.1__GCF_001463865.1	262	116	3328961	1538738	0.462227704079441
GCA_002706995.1__GCF_014334315.1	178	75	3483853	1176619	0.3377349733183346
GCA_011055635.1__GCF_001463865.1	893	442	1085065	546244	0.5034205324105008
GCF_000743365.1__GCF_009735725.1	957	557	3481528	2115851	0.6077363157785892
GCA_902506615.1__GCF_009735725.1	302	179	4473716	2625597	0.5868939825415829
GCA_902506615.1__GCF_000743365.1	1005	625	3555057	2312605	0.650511370141182
GCA_002436145.1__GCF_000800875.1	333	148	1926419	848048	0.4402199106217287
GCF_000800875.1__GCF_014250655.1	366	177	1364655	679751	0.4981119770198328
GCA_001825405.1__GCA_003520815.1	6	1	906	122	0.1346578366445916
GCA_001824235.1__GCA_003520815.1	9	5	1815	1035	0.5702479338842975
GCA_905208865.1__GCF_009719295.1	121	51	142194	62253	0.4378032828389384
GCA_003484605.1__GCF_009719295.1	359	181	1267148	591121	0.4664972047464069
GCA_003484605.1__GCA_905208865.1	89	39	96940	40496	0.4177429337734681
GCA_002686515.1__GCA_015660505.1	542	280	2340970	1178788	0.5035468203351602
GCA_003552105.1__GCA_003568135.1	1	1	174	174	1.0
GCA_003552105.1__GCA_003552945.1	3	0	528	0	0.0
GCA_003568135.1__GCA_007130225.1	62	35	297168	169941	0.5718684380552415
GCA_017558685.1__GCA_017964645.1	1032	485	1880867	870976	0.4630715515770121
GCA_002373885.1__GCA_017964645.1	900	441	1800640	908241	0.5043989914696997
GCA_017516235.1__GCA_017541855.1	478	273	1252436	713046	0.5693272949675672
GCF_002161755.1__GCF_904377885.1	355	154	2243204	1005992	0.4484621104455948
GCF_904377885.1__GCF_904390235.1	716	339	1024100	482995	0.4716287471926569
GCF_001623175.1__GCF_003574045.1	363	167	2818219	1246245	0.4422101334211429
GCF_000346125.2__GCF_003574045.1	615	346	2499753	1471119	0.5885057443675435
GCF_000346125.2__GCF_000785645.1	133	124	2872516	2845163	0.9904776857639784
GCA_002408835.1__GCA_002409175.1	288	139	436049	215891	0.4951072012549048
GCA_002408835.1__GCA_002424135.1	303	139	465143	219290	0.471446415403435
GCA_002424135.1__GCA_009929725.1	254	127	368929	174950	0.4742104849442575
GCA_004299625.1__GCF_902459675.1	228	107	234177	119660	0.5109810100906579
GCF_000504585.2__GCF_902459715.1	1334	954	2860780	2036748	0.7119554806731031
GCF_902459675.1__GCF_902459715.1	1211	626	2872734	1468130	0.5110567146140227
GCA_001698435.1__GCF_014696905.1	2483	1304	5456274	2908731	0.5330984111135181
GCA_001698435.1__GCF_014697485.1	2493	1076	5556625	2373434	0.4271358963399546
GCF_014696905.1__GCF_014697485.1	1195	689	7049901	4083373	0.5792099775585501
GCF_002174535.1__GCF_004785875.1	433	99	679030	122141	0.1798757050498505
GCF_002174535.1__GCF_016909025.1	38	25	3806801	2456122	0.6451931687524513
GCF_004785875.1__GCF_016909025.1	435	285	679081	458999	0.6759120046062251
GCA_007120645.1__GCA_007124835.1	115	53	89639	43332	0.4834056604826024
GCA_003560115.1__GCA_007120645.1	491	250	2902016	1478101	0.5093359237164785
GCA_003560115.1__GCA_007123115.1	153	76	127953	66810	0.5221448500621322
GCF_001678485.1__GCF_001678545.1	439	215	1331754	628425	0.4718776891227659
GCF_001678555.1__GCF_001678635.1	473	263	1337465	753109	0.5630868845166042
GCF_000771955.1__GCF_001678545.1	292	127	490064	211079	0.4307172124457213
GCA_003453475.1__GCA_017635715.1	4	3	567	348	0.6137566137566137
GCA_016280785.1__GCA_017544235.1	12	5	6303	1329	0.210851975249881
GCA_017544235.1__GCA_900321615.1	13	6	7166	2857	0.3986882500697739
GCF_002160675.1__GCF_002803405.1	293	127	551811	261914	0.4746443981725627
GCA_003564015.1__GCA_003567995.1	67	39	60143	32387	0.5384999085512862
GCA_003564015.1__GCA_007123295.1	51	24	46655	19349	0.4147251098488907
GCA_003567995.1__GCA_007123295.1	214	110	1247804	605656	0.4853775112116967
GCA_014872345.1__GCA_905211255.1	26	8	14440	4488	0.310803324099723
GCA_014872345.1__GCA_905193295.1	392	181	1510428	675542	0.4472520371709211
GCA_900753935.1__GCA_905193295.1	29	10	30681	20314	0.6621035820214465
GCA_005776805.1__GCA_903939585.1	158	81	146506	74887	0.5111531268343958
GCA_005776805.1__GCA_903959885.1	155	83	154326	81609	0.5288091442789938
GCA_903939585.1__GCA_903959885.1	593	296	1642140	809416	0.492903162945912
GCF_004119355.1__GCF_900446985.1	430	228	1815719	1174879	0.6470599250214378
GCF_004119355.1__GCF_012844005.1	447	254	1796413	1079075	0.6006831391222397
GCF_004115565.1__GCF_004119355.1	202	70	2596910	727246	0.2800428201208359
GCA_002403945.1__GCA_003138715.1	470	250	586394	316444	0.5396439936288571
GCA_002403945.1__GCA_003159855.1	571	293	682057	326548	0.4787693697154343
GCA_003138715.1__GCA_003159855.1	250	139	2596631	1289902	0.4967598399618583
GCA_000750175.1__GCA_017855575.1	71	31	108812	41912	0.3851781053560269
GCA_017856975.1__GCA_018608205.1	159	87	799073	453421	0.5674337638738889
GCA_017855575.1__GCA_017858495.1	93	54	1022533	531472	0.5197602424567227
GCA_002376665.1__GCF_001311015.1	90	46	70466	30089	0.427000255442341
GCF_000293015.1__GCF_900637575.1	109	50	116005	50790	0.4378259557777681
GCF_900450505.1__GCF_900637575.1	112	70	114391	70966	0.620380974027677
GCF_003938865.1__GCF_013416975.1	232	112	283163	130790	0.4618894417702878
GCF_000969485.1__GCF_013004295.1	251	135	357462	176705	0.4943322646882745
GCF_004331275.1__GCF_013004255.1	259	90	351157	117405	0.3343376324549987
GCA_018375435.1__GCA_900759615.1	177	89	250612	127789	0.5099077458381881
GCA_018375435.1__GCA_905193165.1	168	72	252854	106828	0.4224888670932633
GCA_014867465.1__GCA_905196905.1	75	39	80993	48215	0.5952983591174545
GCA_002332965.1__GCA_002391835.1	613	317	2737629	1487168	0.5432321180116079
GCA_903862675.1__GCA_903863635.1	57	15	3061224	582804	0.1903826704612272
GCA_009928105.1__GCA_903862675.1	191	89	245000	101154	0.4128734693877551
GCA_017994875.1__GCA_903863635.1	83	39	86669	46461	0.5360740287761483
GCA_002435565.1__GCA_900766525.1	731	365	2820154	1412553	0.5008779662387232
GCA_002435565.1__GCF_002915515.1	724	437	2597998	1523016	0.5862267792353959
GCA_900766525.1__GCF_002915515.1	870	489	3817873	2250234	0.5893946708023028
GCA_002380515.1__GCA_002453005.1	101	43	4023190	2231869	0.5547510806101625
GCA_002693685.1__GCA_002733585.1	267	130	340016	180118	0.5297338948755352
GCA_002471425.1__GCA_002716005.1	27	14	9937	6309	0.6348998691758075
GCF_006148815.1__GCF_900100805.1	510	283	3828707	1785313	0.4662965852440524
GCA_910585085.1__GCF_015548015.1	68	32	63082	33469	0.5305633936780698
GCA_003542695.1__GCA_014845725.1	107	60	115055	72334	0.6286906262222416
GCA_013316155.1__GCA_900756055.1	49	18	51093	29625	0.5798250249544947
GCA_003518505.1__GCA_007121795.1	1	1	88	88	1.0
GCA_002387145.1__GCA_002390935.1	149	81	2559241	1554915	0.6075688065328744
GCA_002387145.1__GCF_000687955.1	606	205	1596991	454335	0.2844944022852977
GCA_002390935.1__GCF_000687955.1	643	456	1658859	1260532	0.759878928829997
GCA_018623125.1__GCF_014280115.1	251	143	342162	192172	0.5616403925625874
GCA_018623125.1__GCF_014280075.1	225	122	293618	155404	0.5292727285111948
GCA_002378185.1__GCA_003208975.1	39	21	23252	13981	0.6012816101840702
GCA_000715175.2__GCF_002367875.1	1218	664	2269846	1258157	0.5542917889583698
GCA_000715175.2__GCA_001703815.1	1223	698	2274450	1278274	0.5620145529688496
GCF_001426255.1__GCF_002367875.1	1081	662	1821087	1113341	0.6113606873257565
GCA_000992775.1__GCA_003488815.1	277	137	695630	331195	0.4761079884421316
GCA_002382185.1__GCA_002422585.1	194	106	2120904	1009148	0.4758103148468766
GCA_002382185.1__GCA_012027095.1	239	131	263252	135541	0.5148716818865574
GCA_002422585.1__GCA_012027095.1	246	127	284914	142822	0.5012810883284079
GCA_018912195.1__GCF_000515155.1	951	351	1362094	488075	0.3583269583450187
GCF_002006875.1__GCF_010671765.1	1626	885	2892552	1580936	0.5465540463922516
GCF_003612775.1__GCF_016863575.1	1450	693	2263567	1110458	0.4905788076959949
GCA_003156875.1__GCA_903823195.1	10	6	8592	6412	0.7462756052141527
GCA_003156875.1__GCA_903843525.1	10	4	5526	1032	0.1867535287730727
GCA_003156875.1__GCA_003157305.1	857	416	1621383	773397	0.476998340305776
GCA_003315475.1__GCF_004022185.1	839	402	1118722	541896	0.4843884360904675
GCA_003315475.1__GCF_004022205.1	818	485	1087020	675423	0.6213528729922173
GCA_001602745.1__GCF_004022205.1	811	380	1087785	541846	0.4981186539619502
GCA_903857885.1__GCA_903936555.1	231	100	262767	112705	0.428916111992754
GCA_903900915.1__GCA_903906275.1	278	141	463693	243934	0.526067894059216
GCA_903906275.1__GCA_903994605.1	266	130	395212	199464	0.5047012742528061
GCA_002497815.1__GCA_018899975.1	35	13	23767	9299	0.3912567846173265
GCA_002497815.1__GCA_018903355.1	39	21	25657	14197	0.5533382702576295
GCA_018899975.1__GCA_018903355.1	258	122	2073757	1022709	0.4931672322263409
GCA_002699035.1__GCA_003525025.1	77	38	88217	41953	0.4755659340036501
