pairid	band	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_000750195.1__GCF_001941605.1	97-100	179	4	3517951	600	0.00017055382522383059
GCF_000750195.1__GCF_007827205.1	97-100	121	116	3539256	3536423	0.9991995492838043
GCF_000754115.1__GCF_003947475.1	97-100	625	423	8081615	5564614	0.6885522262567568
GCF_000755325.1__GCF_000764815.1	97-100	152	59	2976291	1358979	0.45660152182699876
GCF_000757905.1__GCF_004118055.1	97-100	312	165	1935397	1030773	0.5325899544124538
GCF_000758175.1__GCF_000968715.2	97-100	362	183	3028172	1463271	0.4832192491047404
GCF_000758345.1__GCF_014854775.1	97-100	301	292	4639586	4633339	0.998653543656697
GCF_000764815.1__GCF_003001855.1	97-100	205	133	2827732	1875287	0.6631770620412402
GCF_000771065.1__GCF_009696505.1	97-100	69	34	2051967	730392	0.3559472447656322
GCF_000771605.1__GCF_900094965.1	97-100	48	30	2042231	749579	0.3670392820400826
GCF_000773675.1__GCF_900445945.1	97-100	78	45	4090728	2361499	0.5772808654107533
GCF_000783055.1__GCF_002007035.1	97-100	289	211	5366646	3707649	0.6908689337809872
GCF_000785495.1__GCF_006538965.1	97-100	43	20	5675797	2899251	0.5108094951246495
GCF_000786255.1__GCF_003201175.1	97-100	154	96	4464373	2929460	0.6561862102472172
GCF_000798615.1__GCF_014534735.1	97-100	147	92	3483049	2500377	0.7178701763885608
GCF_000798615.1__GCF_016313165.1	97-100	129	73	3640878	2189173	0.6012761207598827
GCF_000800185.1__GCF_014651795.1	97-100	252	135	3359370	1770948	0.5271667008992758
GCF_000800955.1__GCF_003598585.1	97-100	420	209	2581760	1204582	0.46657396504709964
GCF_000803285.1__GCF_001510805.1	97-100	46	12	3744195	1099355	0.29361585067017076
GCF_000804525.1__GCF_000964665.1	97-100	105	42	1464054	706052	0.48225816807303556
GCF_000805375.1__GCF_001665445.1	97-100	266	111	5617369	2334802	0.4156397772693943
GCF_000805375.1__GCF_900236745.1	97-100	319	265	5833580	4926921	0.8445793149318257
GCF_000807975.1__GCF_001010995.1	97-100	324	139	2147088	884287	0.4118541019278204
GCF_000812585.1__GCF_002994485.1	97-100	409	217	3724750	1973160	0.5297429357675012
GCF_000813785.1__GCF_000813925.1	97-100	249	121	4294835	1694738	0.39459909402805926
GCF_000816225.1__GCF_018500385.1	97-100	61	34	1394063	967135	0.6937527213619471
GCF_000820525.2__GCF_016082235.1	97-100	259	112	1173103	549943	0.4687934478046685
GCF_000825065.1__GCF_000825085.1	97-100	57	3	2786808	38577	0.013842718981716717
GCF_000830905.1__GCF_002007905.1	97-100	35	1	1169051	316	0.00027030471724501324
GCF_000833915.1__GCF_002989205.1	97-100	178	79	1684760	642737	0.3815006291697334
GCF_000835205.1__GCF_001755835.1	97-100	349	93	7380518	1612523	0.21848371618360662
GCF_000835205.1__GCF_902832905.1	97-100	225	112	7396827	3825535	0.5171859501378091
GCF_000877015.1__GCF_003933955.1	97-100	464	195	2084433	945061	0.453389962642119
GCF_000940515.1__GCF_900454515.1	97-100	92	57	2014705	1281664	0.6361546727684698
GCF_000953895.1__GCF_902387735.1	97-100	242	92	4314787	1175699	0.27248135307722027
GCF_000958465.1__GCF_003076355.1	97-100	52	7	3239092	125504	0.03874666110132099
GCF_000958465.1__GCF_003693415.1	97-100	100	56	3290371	2040999	0.6202944895879522
GCF_000963495.1__GCF_016134935.2	97-100	103	94	5847703	5837035	0.9981756939434168
GCF_000965005.1__GCF_000965045.1	97-100	146	91	1514800	884266	0.5837509902297333
GCF_000965255.1__GCF_007991955.1	97-100	321	164	2415612	1073367	0.4443457806965688
GCF_000967575.1__GCF_014596995.1	97-100	471	240	4664731	2603961	0.5582231858600206
GCF_000967825.1__GCF_015390265.1	97-100	74	37	2811267	1293473	0.46010322036291823
GCF_000971865.1__GCF_000971875.1	97-100	170	78	2014766	1131264	0.5614865448394504
GCF_000972245.3__GCF_002237735.1	97-100	101	53	4786432	2197856	0.4591846285500348
GCF_001010305.1__GCF_014931035.1	97-100	288	85	4586516	965686	0.2105489221012202
GCF_001014685.1__GCF_001922405.1	97-100	98	48	2568679	1237045	0.4815880069093881
GCF_001014685.1__GCF_004209905.1	97-100	528	278	2489368	1247208	0.5010139119648039
GCF_001030225.1__GCF_002197345.1	97-100	224	7	4420090	4417	0.0009993009192120522
GCF_001043875.1__GCF_001476215.1	97-100	887	450	5781876	2817299	0.48726382233033017
GCF_001044155.1__GCF_900447205.1	97-100	37	17	2572064	1158858	0.45055566268957536
GCF_001044175.1__GCF_900475655.1	97-100	87	27	2213398	628650	0.284020316273892
GCF_001047325.1__GCF_001270485.1	97-100	510	163	10093457	2747334	0.27218959767699014
GCF_001050095.1__GCF_009933265.1	97-100	168	87	2321571	1218934	0.5250470478826622
GCF_001074295.1__GCF_015551785.1	97-100	343	197	1923773	983040	0.5109958399457732
GCF_001077855.1__GCF_014644275.1	97-100	150	101	4383752	2676955	0.6106538417319228
GCF_001078435.1__GCF_018785395.1	97-100	402	202	5609164	2634797	0.4697307834108612
GCF_001183565.1__GCF_001685165.1	97-100	215	45	2108567	303214	0.14380097952780252
GCF_001184645.1__GCF_003414885.1	97-100	162	73	1631744	781415	0.47888332973799813
GCF_001189035.1__GCF_900215595.1	97-100	314	198	9105647	5966400	0.6552417417455344
GCF_001223385.1__GCF_902173195.1	97-100	154	93	4126961	2594031	0.6285571877223943
GCF_001253055.1__GCF_008083325.1	97-100	261	120	3521765	1477386	0.41950158514267705
GCF_001267945.1__GCF_011090275.1	97-100	361	171	3521148	1230869	0.34956468742580543
GCF_001269685.1__GCF_900102295.1	97-100	382	217	6120597	3570589	0.5833726677315955
GCF_001272985.1__GCF_002896635.1	97-100	67	43	5515492	4582536	0.8308480911585041
GCF_001273895.1__GCF_900112635.1	97-100	482	238	4032018	1861558	0.46169387140632806
GCF_001278535.1__GCF_001988975.1	97-100	405	117	7696288	1655680	0.21512708464132319
GCF_001280885.1__GCF_004364395.1	97-100	809	382	7866980	4002789	0.5088088440545164
GCF_001280885.1__GCF_004794975.1	97-100	681	334	7981690	3762598	0.4714036751615259
GCF_001280945.1__GCF_013277735.1	97-100	931	472	4011644	1906938	0.4753507539552363
GCF_001282985.1__GCF_900197695.1	97-100	182	95	1438861	661608	0.4598136998639896
GCF_001283025.1__GCF_900197675.1	97-100	151	67	1457080	377642	0.2591772586268427
GCF_001294605.1__GCF_017615005.1	97-100	516	278	5181301	2734870	0.5278346114228839
GCF_001297765.1__GCF_001297785.1	97-100	53	20	4593599	1148804	0.25008800289272093
GCF_001297765.1__GCF_001297845.1	97-100	53	26	4614708	1652865	0.35817325819965207
GCF_001298125.1__GCF_013002825.1	97-100	335	227	4395849	3024727	0.6880871021729819
GCF_001298415.1__GCF_012952265.1	97-100	471	258	4308925	2170073	0.5036228293599911
GCF_001299615.1__GCF_012030115.1	97-100	223	96	3786176	1438032	0.3798111868016701
GCF_001406535.1__GCF_018305165.1	97-100	344	170	2244216	1042023	0.46431493225251047
GCF_001406535.1__GCF_018305205.1	97-100	386	196	2284453	1198646	0.5246971594512997
GCF_001406595.1__GCF_018305165.1	97-100	255	117	2386423	1135665	0.4758858760580165
GCF_001422425.1__GCF_001422845.1	97-100	186	82	4312554	1778969	0.412509385389725
GCF_001422425.1__GCF_001424745.1	97-100	193	66	4298226	911052	0.21196000396442624
GCF_001422775.1__GCF_001424745.1	97-100	232	102	4333722	1603321	0.3699639709238387
GCF_001431365.1__GCF_003254095.1	97-100	45	20	3763316	1957318	0.5201046098706567
GCF_001435115.1__GCF_001702175.1	97-100	319	174	3341238	2034217	0.6088213410717824
GCF_001436325.1__GCF_009217765.1	97-100	428	197	2713069	1270642	0.46834120326464235
GCF_001437465.1__GCF_902386015.1	97-100	77	0	2435532	0	0.0
GCF_001438685.1__GCF_002907065.1	97-100	57	29	1383278	707446	0.5114272040761149
GCF_001441635.1__GCF_900112725.1	97-100	130	75	6077235	3222727	0.5302949449873174
GCF_001447335.1__GCF_001481395.1	97-100	249	123	3798076	1715611	0.4517052844650818
GCF_001460955.1__GCF_002007845.1	97-100	41	13	1169356	147904	0.1264832950786587
GCF_001465255.1__GCF_005403365.1	97-100	122	47	4758274	1268491	0.26658637144477176
GCF_001467785.1__GCF_900101805.1	97-100	234	129	3051663	1614895	0.5291852344115323
GCF_001476855.1__GCF_005250605.1	97-100	462	221	4856433	2748756	0.5660030726255257
GCF_001476875.1__GCF_001913135.1	97-100	399	193	4825993	2435777	0.5047203756822689
GCF_001485395.1__GCF_002939035.1	97-100	315	194	5036649	3481523	0.6912379639716804
GCF_001499915.1__GCF_001499925.1	97-100	226	125	4695925	2346052	0.49959315789753883
GCF_001499915.1__GCF_001500105.1	97-100	187	66	4992034	1553660	0.3112278482077646
GCF_001499925.1__GCF_001500105.1	97-100	226	106	4730883	2072044	0.4379825077052212
GCF_001515365.1__GCF_003431565.1	97-100	541	279	5551518	3156392	0.5685637694050528
GCF_001524825.1__GCF_002925705.1	97-100	232	76	7246886	2180391	0.3008728162689464
GCF_001526385.1__GCF_001532725.1	97-100	198	93	6422546	3013776	0.46924942226961086
GCF_001527555.1__GCF_002223285.1	97-100	180	101	7155282	4350149	0.6079633199641887
GCF_001534765.1__GCF_003660425.1	97-100	140	47	2751098	790423	0.2873118296767327
GCF_001552095.1__GCF_003024475.1	97-100	201	143	3315601	2717295	0.81954825082994
GCF_001555555.1__GCF_002888235.1	97-100	324	148	6312452	2726769	0.43196669059820175
GCF_001556235.1__GCF_003815615.1	97-100	400	174	3737444	1693204	0.4530379585620547
GCF_001556235.1__GCF_003815635.1	97-100	399	190	3740349	1673023	0.4472906137903174
GCF_001556895.1__GCF_001557305.1	97-100	653	308	3742597	1726497	0.46130988722536787
GCF_001558125.2__GCF_900113515.1	97-100	91	48	8274448	4072237	0.49214606219049295
GCF_001560305.1__GCF_001560515.1	97-100	77	2	2218372	746	0.0003362826433077951
GCF_001560855.1__GCF_009834045.1	97-100	165	62	3249678	699815	0.21534902842681644
GCF_001573875.1__GCF_010692705.1	97-100	555	316	3651550	2188979	0.5994657063438814
GCF_001579135.1__GCF_900109835.1	97-100	629	306	1804246	710765	0.3939401833231167
GCF_001587475.1__GCF_011405175.1	97-100	300	147	3390553	1801781	0.531412132475145
GCF_001601275.1__GCF_018972165.1	97-100	133	119	3868435	3829972	0.9900572195215894
GCF_001610775.1__GCF_013620765.1	97-100	27	8	1340149	22647	0.01689886721551111
GCF_001623175.1__GCF_003574045.1	97-100	363	167	2818219	1246245	0.4422101334211429
GCF_001634305.1__GCF_002075365.1	97-100	239	125	3333579	2021575	0.6064278062706778
GCF_001635445.1__GCF_002869505.1	97-100	131	87	3807549	2488381	0.6535387988440858
GCF_001636145.1__GCF_009217765.1	97-100	473	192	2548865	1051555	0.4125581386224849
GCF_001636145.1__GCF_009295865.1	97-100	435	178	2564953	1025024	0.3996268157740122
GCF_001637525.1__GCF_018729275.1	97-100	83	30	3865522	1069638	0.2767124336635518
GCF_001643095.1__GCF_006740745.1	97-100	278	110	4753534	1660194	0.3492546808332495
GCF_001643095.1__GCF_009193375.1	97-100	336	131	4751712	1691058	0.3558839424611593
GCF_001644095.1__GCF_001644685.1	97-100	394	218	4475344	2514385	0.5618305542546003
GCF_001655035.1__GCF_004308085.1	97-100	355	170	4325035	1692540	0.39133556144632353
GCF_001655905.1__GCF_002983685.1	97-100	146	69	1516616	748814	0.493740010655301
GCF_001656335.1__GCF_900453075.1	97-100	163	51	1957286	665107	0.3398108401122779
GCF_001656355.1__GCF_900453075.1	97-100	150	79	1937737	1215873	0.6274706010155144
GCF_001657785.1__GCF_001657875.1	97-100	169	97	1457192	826380	0.567104403537763
GCF_001660045.1__GCF_009870095.1	97-100	725	342	7415584	3468484	0.4677290419743071
GCF_001665445.1__GCF_900236745.1	97-100	423	224	5570267	3183795	0.5715695495386487
GCF_001673235.1__GCF_002086345.1	97-100	317	168	5148368	2905096	0.564275125632045
GCF_001679125.1__GCF_016028775.1	97-100	203	124	1910289	1053645	0.5515631404462885
GCF_001679155.1__GCF_016127895.1	97-100	216	96	1959336	831745	0.424503505269132
GCF_001683975.1__GCF_003263315.1	97-100	334	174	3331934	1673754	0.5023370811066485
GCF_001685165.1__GCF_900618115.1	97-100	210	81	2134032	888124	0.4161718287260922
GCF_001702115.1__GCF_001702135.1	97-100	7	0	1378391	0	0.0
GCF_001702115.1__GCF_002907065.1	97-100	26	15	1369140	1122930	0.8201717866690039
GCF_001702155.1__GCF_001702195.1	97-100	51	14	3360032	164779	0.049040901991409605
GCF_001702175.1__GCF_001702195.1	97-100	209	121	3420353	1744712	0.5100970572335662
GCF_001715715.1__GCF_900332065.1	97-100	209	102	2330267	1163319	0.49922133386431683
GCF_001718335.1__GCF_016836745.1	97-100	182	98	6252016	4158883	0.6652067109233246
GCF_001722585.1__GCF_902385915.1	97-100	729	161	5980234	1083481	0.18117702417664594
GCF_001746215.1__GCF_003054835.1	97-100	565	306	2715857	1361839	0.5014398769891051
GCF_001747885.1__GCF_001747995.1	97-100	186	102	2576806	1421013	0.5514629351220076
GCF_001755835.1__GCF_902832905.1	97-100	369	211	7274294	4222649	0.5804891856171884
GCF_001756795.1__GCF_001853525.1	97-100	406	224	5052585	2909836	0.5759103508402135
GCF_001758545.1__GCF_001758795.1	97-100	470	306	6723639	4713851	0.701086271883425
GCF_001762595.1__GCF_017644995.1	97-100	131	85	1459280	891869	0.6111705772709829
GCF_001807395.1__GCF_001807575.1	97-100	124	50	2092671	716184	0.3422343980491917
GCF_001808785.1__GCF_018603625.1	97-100	146	97	1929824	1529984	0.7928101215447626
GCF_001869365.1__GCF_900518825.1	97-100	195	124	1663927	1122912	0.6748565291626375
GCF_001869395.1__GCF_900518835.1	97-100	272	136	1695568	808846	0.47703542411746386
GCF_001888095.1__GCF_003722115.1	97-100	29	21	1988567	1692266	0.8509977285150563
GCF_001888095.1__GCF_900177455.1	97-100	25	10	1990834	1107399	0.5562487881963036
GCF_001889125.1__GCF_014217915.1	97-100	310	8	2965587	11100	0.0037429352097915185
GCF_001889125.1__GCF_014883915.1	97-100	206	7	3066146	5205	0.0016975708266990547
GCF_001889445.1__GCF_001889465.1	97-100	60	0	2583466	0	0.0
GCF_001901345.1__GCF_001901355.1	97-100	219	85	4876149	1944086	0.39869290294451626
GCF_001905025.1__GCF_018555775.1	97-100	1261	631	7169032	3759995	0.5244773631921297
GCF_001913815.1__GCF_900167325.1	97-100	248	115	2795166	1447016	0.5176851750486375
GCF_001942225.1__GCF_001942435.1	97-100	330	158	2970446	1524855	0.513342104182335
GCF_001955615.1__GCF_001955625.1	97-100	159	73	4239754	1871162	0.44133739834905517
GCF_001984525.1__GCF_001984535.1	97-100	67	24	4883214	1838597	0.37651370593219957
GCF_001984525.1__GCF_007833835.1	97-100	237	150	4474833	2881093	0.6438436920439266
GCF_001984535.1__GCF_007833835.1	97-100	231	137	4482503	2703725	0.6031730486293038
GCF_001989795.2__GCF_003390655.1	97-100	185	103	3379051	2048646	0.6062785083740968
GCF_002003305.1__GCF_013294445.1	97-100	586	558	5465169	5452712	0.997720656030948
GCF_002003305.1__GCF_013297125.1	97-100	585	557	5464222	5451723	0.9977125746355108
GCF_002006175.1__GCF_002006215.1	97-100	275	131	4934905	2351031	0.4764085630827746
GCF_002006175.1__GCF_002006235.1	97-100	533	270	4224484	2223154	0.5262545674217254
GCF_002006215.1__GCF_002006235.1	97-100	520	269	4327817	2130686	0.49232349704250433
GCF_002007845.1__GCF_002007865.1	97-100	3	0	1394395	0	0.0
GCF_002037625.1__GCF_009648775.1	97-100	157	107	4172987	2836015	0.6796127090738601
GCF_002049255.1__GCF_002049395.1	97-100	330	164	2413721	1199072	0.4967732393263347
GCF_002049255.1__GCF_003047205.1	97-100	247	127	2392183	1228144	0.5133988495027345
GCF_002057455.1__GCF_012034275.1	97-100	1589	928	10718609	6357657	0.5931419832554765
GCF_002076915.1__GCF_014646495.1	97-100	42	34	2250718	2219265	0.9860253483555026
GCF_002086345.1__GCF_002285715.1	97-100	179	77	5061743	1895327	0.3744415708185896
GCF_002088815.1__GCF_003202815.1	97-100	534	264	2656892	1313983	0.49455642156324003
GCF_002095995.1__GCF_002128045.1	97-100	3	0	833401	0	0.0
GCF_002097765.1__GCF_900604905.1	97-100	121	62	3940031	1619244	0.41097240097857096
GCF_002112365.1__GCF_002113365.1	97-100	32	12	6270327	1691808	0.2698117657978603
GCF_002112395.1__GCF_002112455.1	97-100	31	3	6289800	225956	0.03592419472797227
GCF_002112395.1__GCF_002113365.1	97-100	32	8	6269008	1176327	0.1876416492051055
GCF_002113055.1__GCF_002113705.1	97-100	29	7	6162406	1167787	0.18950179524036553
GCF_002127615.1__GCF_002127625.1	97-100	200	42	6257804	890014	0.14222465260976536
GCF_002128025.1__GCF_009810255.1	97-100	39	22	806243	327706	0.4064605832236683
GCF_002142285.1__GCF_002142345.1	97-100	335	144	2968044	1337185	0.45052735067269895
GCF_002151115.1__GCF_011801245.1	97-100	377	209	2856067	1580700	0.553453402878854
GCF_002151265.1__GCF_900108215.1	97-100	406	198	4108923	1834093	0.4463683062447264
GCF_002157125.1__GCF_002157165.1	97-100	222	20	3724807	183622	0.04929705082706299
GCF_002157125.1__GCF_002157185.1	97-100	14	8	4608232	4156051	0.9018753830102304
GCF_002157165.1__GCF_002157185.1	97-100	227	213	3718307	3604334	0.969348146885128
GCF_002160465.1__GCF_015550635.1	97-100	266	154	2905632	1636481	0.5632100004405238
GCF_002162115.1__GCF_016019785.1	97-100	24	11	2520844	354252	0.14052912437263076
GCF_002204305.1__GCF_002920555.1	97-100	102	56	3194651	1649132	0.516216638374583
GCF_002206155.2__GCF_900076365.1	97-100	129	47	4620930	1042830	0.22567535106569456
GCF_002213185.1__GCF_002213225.1	97-100	124	80	3600558	2346920	0.6518211899377818
GCF_002213195.1__GCF_002213235.1	97-100	73	40	3553250	1617695	0.455271934144797
GCF_002213225.1__GCF_002213235.1	97-100	102	53	3554441	1923474	0.5411466950780728
GCF_002215055.1__GCF_902386745.1	97-100	1	0	3424272	0	0.0
GCF_002241275.1__GCF_018790395.1	97-100	266	139	3435531	1918335	0.5583809315066579
GCF_002250905.2__GCF_017909435.1	97-100	167	148	3972234	3792770	0.9548203857073878
GCF_002252745.1__GCF_002252965.1	97-100	252	115	2626727	1191373	0.45355798299556827
GCF_002253455.1__GCF_002253465.1	97-100	150	93	1709881	1232021	0.7205302591232957
GCF_002266475.1__GCF_003176815.1	97-100	148	122	2025919	1674959	0.8267650384837696
GCF_002285155.1__GCF_007786415.1	97-100	169	58	2312405	931943	0.4030189348319174
GCF_002288145.1__GCF_002288265.1	97-100	45	0	1236656	0	0.0
GCF_002319065.1__GCF_016307645.1	97-100	731	367	5341393	2587883	0.48449589835460527
GCF_002327125.1__GCF_012395955.1	97-100	374	152	4536148	1782043	0.3928538045936773
GCF_002368255.1__GCF_014697225.1	97-100	86	37	6732708	3020723	0.44866389571625565
GCF_002370195.2__GCF_014202525.1	97-100	401	198	2675006	1317247	0.49242768053604363
GCF_002412145.1__GCF_003594765.1	97-100	319	170	4746576	2120407	0.44672349078577905
GCF_002442575.1__GCF_014651795.1	97-100	252	183	3373988	2272379	0.6734994315332479
GCF_002531885.1__GCF_014193135.1	97-100	315	163	5694804	2651727	0.4656397305333072
GCF_002552175.1__GCF_002566505.1	97-100	157	99	4880505	3437937	0.7044223907157149
GCF_002560575.1__GCF_017498775.1	97-100	516	232	4619287	1873423	0.4055654043578587
GCF_002562195.1__GCF_002566035.1	97-100	448	238	5052808	2428368	0.4805977191296404
GCF_002569075.1__GCF_002569205.1	97-100	526	266	5295364	2645981	0.4996787756233566
GCF_002573675.1__GCF_002688545.1	97-100	442	102	5974281	1406284	0.235389664463389
GCF_002578475.1__GCF_002582955.1	97-100	402	203	5327946	2396076	0.44971852192195644
GCF_002587065.1__GCF_002906925.1	97-100	275	62	4309986	1095985	0.25428968910803884
GCF_002632445.1__GCF_014467265.1	97-100	290	119	3357904	1404337	0.41821832905288536
GCF_002735565.1__GCF_900101325.1	97-100	298	128	2694062	1268156	0.4707226485507757
GCF_002736045.1__GCF_014269205.2	97-100	498	48	5423258	419706	0.07739001168670198
GCF_002743065.1__GCF_002743135.1	97-100	290	148	2835843	1700161	0.5995257847490146
GCF_002752195.1__GCF_014304635.1	97-100	263	141	4759900	2628340	0.5521838694090212
GCF_002761935.1__GCF_002763735.1	97-100	279	15	1945605	9019	0.004635576080447984
GCF_002763595.1__GCF_002763815.1	97-100	298	283	1959980	1946908	0.9933305441892264
GCF_002777315.1__GCF_013344965.1	97-100	200	109	2031448	1114832	0.5487868751747522
GCF_002777705.1__GCF_002777795.1	97-100	204	91	2301447	1086884	0.4722611470088166
GCF_002799025.1__GCF_900116025.1	97-100	281	239	4272697	3967513	0.928573451382113
GCF_002812165.1__GCF_004769805.1	97-100	171	60	3638405	1188072	0.326536490577602
GCF_002813655.1__GCF_002813675.1	97-100	119	106	2287172	2123191	0.928304036600658
GCF_002813835.1__GCF_008107465.1	97-100	201	104	3466866	1865240	0.5380190639038255
GCF_002845395.1__GCF_002845485.1	97-100	53	4	1645030	179847	0.10932748946827718
GCF_002860225.1__GCF_002860245.1	97-100	328	153	4056157	2153659	0.5309604633153993
GCF_002860225.1__GCF_003944805.1	97-100	330	134	3957820	1396641	0.3528813841963505
GCF_002860245.1__GCF_003944805.1	97-100	309	181	4180969	2554142	0.6108971389168396
GCF_002872905.1__GCF_002877195.1	97-100	699	370	5370128	2908841	0.5416707013315138
GCF_002875485.1__GCF_005146585.1	97-100	235	121	4884924	2404923	0.4923153359192487
GCF_002875555.1__GCF_002876915.1	97-100	308	156	5832953	3007642	0.5156293904648297
GCF_002891115.1__GCF_009909265.1	97-100	198	87	6454214	2770841	0.42930727118747536
GCF_002893785.1__GCF_009647615.1	97-100	364	173	3157523	1447510	0.4584321317691114
GCF_002902105.1__GCF_004684865.1	97-100	334	151	2266195	1095453	0.4833886757317883
GCF_002902745.1__GCF_017368615.1	97-100	413	182	2713057	1179406	0.43471478852084566
GCF_002906725.1__GCF_016106685.1	97-100	336	158	4879476	2263328	0.46384652778290125
GCF_002916795.1__GCF_011316565.1	97-100	405	219	3052643	1791578	0.5868940455860708
GCF_002923025.1__GCF_002923085.1	97-100	41	7	4793571	1001214	0.2088659998986142
GCF_002931915.1__GCF_002932135.1	97-100	199	111	2944436	1821950	0.6187772463045554
GCF_002931955.1__GCF_002932675.1	97-100	213	102	2995050	1293049	0.43172868566468003
GCF_002932535.1__GCF_002933215.1	97-100	211	91	2960950	1164196	0.3931832688832976
GCF_002978315.1__GCF_002978535.1	97-100	303	139	4048862	1677907	0.41441447004121157
GCF_002979885.1__GCF_002980105.1	97-100	41	8	6067223	1111710	0.18323209811144242
GCF_002980215.1__GCF_014472375.1	97-100	151	81	5750653	2580438	0.4487208670041472
GCF_002998215.1__GCF_019149305.1	97-100	197	95	3759703	1415017	0.37636403726570955
GCF_003012835.1__GCF_003385915.1	97-100	117	54	6594921	2175700	0.3299053923466255
GCF_003028395.1__GCF_018344415.1	97-100	82	42	4730059	2792852	0.5904476032962802
GCF_003034305.1__GCF_006265075.1	97-100	172	148	955203	922226	0.9654764484617406
GCF_003034305.1__GCF_006265105.1	97-100	172	148	955206	922229	0.9654765568892992
GCF_003035515.1__GCF_003042715.1	97-100	459	214	2661160	1071546	0.40266124547189946
GCF_003035515.1__GCF_003577625.1	97-100	584	297	2661008	1304655	0.4902860119172885
GCF_003035515.1__GCF_003577975.1	97-100	555	284	2639527	1347255	0.5104153130466178
GCF_003035835.1__GCF_004135035.1	97-100	230	117	2452876	1177392	0.4800046965276679
GCF_003050685.1__GCF_017301795.1	97-100	205	30	4516813	854910	0.18927283462919542
GCF_003070625.1__GCF_004920495.1	97-100	46	13	3040419	902918	0.2969715687212848
GCF_003076355.1__GCF_003693415.1	97-100	71	43	3335615	2030120	0.6086194000206858
GCF_003086195.1__GCF_900076365.1	97-100	178	91	4594586	2821029	0.6139898132280036
GCF_003086915.1__GCF_016624665.1	97-100	699	334	4126194	1762140	0.4270618395548052
GCF_003111765.1__GCF_003287775.1	97-100	91	51	3744224	1828993	0.4884838620766279
GCF_003111765.1__GCF_003287795.1	97-100	370	178	3520824	1803324	0.5121880559778051
GCF_003121855.1__GCF_003121945.1	97-100	199	119	2276609	1516389	0.6660735330484945
GCF_003124105.1__GCF_016082235.1	97-100	260	111	1163772	542086	0.4658008613371004
GCF_003124115.1__GCF_003989055.1	97-100	402	212	1132836	684866	0.6045588240486708
GCF_003182235.1__GCF_004216655.1	97-100	175	61	5257982	2002877	0.3809212355614759
GCF_003202855.1__GCF_016101375.1	97-100	74	52	1990850	1285255	0.6455810332270135
GCF_003206515.1__GCF_009687825.1	97-100	208	165	3575708	3095442	0.8656864598563417
GCF_003208415.1__GCF_005281435.1	97-100	198	70	4589981	1326641	0.2890297367244004
GCF_003253775.1__GCF_003584725.1	97-100	111	0	3267328	0	0.0
GCF_003258855.1__GCF_900604295.1	97-100	1115	575	4861995	2749067	0.565419544857615
GCF_003259625.1__GCF_009865065.1	97-100	125	61	8280969	3533080	0.4266505526104493
GCF_003264315.1__GCF_003264355.1	97-100	626	342	6637019	3469524	0.5227533626165602
GCF_003264325.1__GCF_003264355.1	97-100	651	323	6634972	3418692	0.5152534177988995
GCF_003264385.1__GCF_003264445.1	97-100	568	301	6431489	3403272	0.5291577113791223
GCF_003287775.1__GCF_003287795.1	97-100	395	227	3513072	1886193	0.5369070147153261
GCF_003289585.1__GCF_008802075.1	97-100	142	52	1558899	614984	0.3944989380325473
GCF_003289865.1__GCF_008000555.1	97-100	171	72	1542051	570272	0.36981396853930254
GCF_003343265.1__GCF_003343285.1	97-100	4	0	3195300	0	0.0
GCF_003353445.1__GCF_007991555.1	97-100	13	11	1655282	1514471	0.9149323196893339
GCF_003385915.1__GCF_006539845.1	97-100	164	79	6517694	3438686	0.5275924276285447
GCF_003387275.1__GCF_004366535.1	97-100	402	133	7518642	1043276	0.13875856836912837
GCF_003431765.1__GCF_016745295.1	97-100	547	263	5605843	2639708	0.47088511041069114
GCF_003433795.1__GCF_015550205.1	97-100	308	162	2736080	1608928	0.5880412853425339
GCF_003437625.1__GCF_900454955.1	97-100	443	227	2438339	1151042	0.4720598735450649
GCF_003459765.1__GCF_008569025.1	97-100	857	446	4826613	2546052	0.527502826516234
GCF_003471485.1__GCF_015670895.1	97-100	313	181	2046752	1250226	0.6108341411172433
GCF_003473685.1__GCF_003479025.1	97-100	368	190	3100484	1519202	0.4899886598350451
GCF_003477535.1__GCF_900103155.1	97-100	292	146	3550723	1656337	0.4664787988249154
GCF_003492905.1__GCF_003493325.1	97-100	130	41	2056288	555995	0.27038770833657544
GCF_003516165.1__GCF_003958395.1	97-100	260	122	5243927	2219202	0.42319467833934377
GCF_003546685.2__GCF_003546725.2	97-100	8	5	2790728	1933199	0.6927221140863603
GCF_003576035.1__GCF_016404565.1	97-100	130	48	4598015	1630628	0.3546373815657409
GCF_003578925.1__GCF_015235375.1	97-100	229	107	2758609	1166622	0.4229022670483566
GCF_003579615.1__GCF_017368615.1	97-100	210	127	2709862	1632498	0.6024284631468318
GCF_003590545.1__GCF_016635095.1	97-100	345	166	1815177	763498	0.4206190360499279
GCF_003595075.1__GCF_016106695.1	97-100	358	189	4776664	2261482	0.4734438093196423
GCF_003600795.1__GCF_018971125.1	97-100	61	27	4547708	1885163	0.4145303524324781
GCF_003634035.1__GCF_016758215.1	97-100	210	162	2917709	2208572	0.7569541719205034
GCF_003665885.1__GCF_003665985.1	97-100	142	58	3609439	1625504	0.45034810118691576
