pairid	dd_breakpoints_ref	dd_breakpoints_qry	dd_relocations_ref	dd_relocations_qry	dd_translocations_ref	dd_translocations_qry	dd_inversions_ref	dd_inversions_qry	dd_insertions_ref	dd_insertions_qry	dd_insertionsum_ref	dd_insertionsum_qry	dd_tandemins_ref	dd_tandemins_qry	dd_tandeminssum_ref	dd_tandeminssum_qry
GCF_000468215.1__GCF_013116715.1	1186.0	1131.0	0.0	0.0	204.0	25.0	0.0	1.0	593.0	761.0	1724849.0	1803277.0	0.0	1.0	0.0	108.0
GCF_002157565.1__GCF_014856945.1	543.0	536.0	7.0	7.0	22.0	50.0	3.0	4.0	312.0	287.0	3113944.0	2847022.0	0.0	0.0	0.0	0.0
GCA_014697985.1__GCF_004146205.1	1406.0	1411.0	7.0	8.0	30.0	47.0	11.0	8.0	719.0	724.0	2229950.0	2326450.0	0.0	0.0	0.0	0.0
GCF_011440275.1__GCF_014530045.1	865.0	861.0	4.0	6.0	43.0	36.0	14.0	14.0	443.0	446.0	2745897.0	3044778.0	0.0	0.0	0.0	0.0
GCF_004146205.1__GCF_014530045.1	1428.0	1430.0	5.0	6.0	51.0	35.0	14.0	15.0	735.0	724.0	2257225.0	2243913.0	0.0	0.0	0.0	0.0
GCA_903941165.1__GCF_000747175.1	328.0	323.0	1.0	0.0	55.0	27.0	0.0	0.0	207.0	233.0	2709155.0	1319866.0	0.0	0.0	0.0	0.0
GCA_001830235.1__GCA_903941165.1	350.0	357.0	0.0	0.0	39.0	32.0	0.0	0.0	251.0	258.0	1330292.0	1591700.0	0.0	0.0	0.0	0.0
GCA_001830235.1__GCA_903932815.1	326.0	329.0	0.0	0.0	35.0	31.0	0.0	0.0	242.0	248.0	1253455.0	1588962.0	0.0	0.0	0.0	0.0
GCA_000494305.1__GCA_002433225.1	65.0	66.0	0.0	0.0	1.0	9.0	0.0	0.0	54.0	47.0	361628.0	629628.0	0.0	0.0	0.0	0.0
GCA_011523025.1__GCA_018655745.1	71.0	70.0	0.0	0.0	13.0	1.0	0.0	0.0	46.0	57.0	626021.0	234578.0	0.0	0.0	0.0	0.0
GCA_002448845.1__GCA_902583085.1	46.0	45.0	0.0	0.0	0.0	1.0	0.0	0.0	33.0	32.0	255325.0	185701.0	0.0	0.0	0.0	0.0
GCA_017554085.1__GCA_018110965.1	654.0	632.0	0.0	0.0	119.0	104.0	0.0	0.0	415.0	351.0	596210.0	211927.0	1.0	0.0	87.0	0.0
GCA_017389105.1__GCA_018110965.1	659.0	660.0	1.0	1.0	91.0	86.0	0.0	0.0	446.0	437.0	752401.0	610036.0	0.0	0.0	0.0	0.0
GCA_017384905.1__GCA_018110965.1	521.0	509.0	0.0	0.0	74.0	65.0	0.0	0.0	362.0	339.0	728397.0	490507.0	0.0	0.0	0.0	0.0
GCA_002472155.1__GCA_902790945.1	888.0	1028.0	5.0	3.0	87.0	162.0	2.0	2.0	407.0	415.0	404548.0	552777.0	2.0	0.0	72.0	0.0
GCA_004559305.1__GCA_902776045.1	857.0	859.0	1.0	0.0	112.0	138.0	1.0	1.0	582.0	532.0	1686311.0	807448.0	0.0	0.0	0.0	0.0
GCA_003554705.1__GCA_003561075.1	1223.0	1247.0	0.0	0.0	109.0	192.0	0.0	0.0	841.0	778.0	867100.0	1273063.0	0.0	0.0	0.0	0.0
GCA_003554705.1__GCA_003561905.1	1565.0	1555.0	1.0	2.0	164.0	227.0	0.0	0.0	1007.0	916.0	1214712.0	1143276.0	0.0	0.0	0.0	0.0
GCA_003561075.1__GCA_003561905.1	797.0	530.0	2.0	2.0	239.0	178.0	0.0	0.0	470.0	239.0	696438.0	344750.0	0.0	0.0	0.0	0.0
GCF_003634035.1__GCF_018682335.1	479.0	475.0	8.0	9.0	47.0	60.0	5.0	5.0	257.0	241.0	2475192.0	3168565.0	0.0	0.0	0.0	0.0
GCF_001273855.1__GCF_016758215.1	633.0	634.0	16.0	21.0	78.0	50.0	11.0	19.0	324.0	327.0	3171703.0	3000925.0	0.0	0.0	0.0	0.0
GCF_003634035.1__GCF_018682345.1	474.0	467.0	11.0	14.0	52.0	52.0	6.0	7.0	251.0	235.0	2377039.0	3180538.0	0.0	0.0	0.0	0.0
GCA_001628035.1__GCA_001628185.1	486.0	390.0	1.0	0.0	96.0	41.0	1.0	1.0	232.0	193.0	167523.0	115907.0	0.0	0.0	0.0	0.0
GCA_001628035.1__GCA_012960705.1	376.0	376.0	0.0	0.0	33.0	54.0	0.0	0.0	291.0	266.0	609883.0	719936.0	0.0	0.0	0.0	0.0
GCA_001628185.1__GCA_012960705.1	390.0	415.0	0.0	0.0	30.0	90.0	1.0	0.0	311.0	266.0	647180.0	873731.0	0.0	0.0	0.0	0.0
GCA_017386845.1__GCA_017937985.1	71.0	67.0	0.0	0.0	3.0	1.0	0.0	0.0	62.0	61.0	421956.0	193953.0	0.0	0.0	0.0	0.0
GCA_017937985.1__GCA_900545385.1	128.0	126.0	1.0	1.0	13.0	7.0	0.0	0.0	99.0	108.0	398555.0	631964.0	0.0	0.0	0.0	0.0
GCA_015657215.1__GCA_900545385.1	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	8.0	59966.0	100858.0	0.0	0.0	0.0	0.0
GCA_003058535.1__GCA_003094495.1	1212.0	1148.0	0.0	0.0	213.0	64.0	4.0	4.0	727.0	918.0	2673782.0	1938795.0	0.0	0.0	0.0	0.0
GCA_003058535.1__GCA_018619795.1	1270.0	1154.0	1.0	0.0	337.0	15.0	3.0	3.0	609.0	931.0	3355171.0	1907936.0	0.0	0.0	0.0	0.0
GCA_003094515.1__GCA_016843245.1	522.0	539.0	2.0	3.0	58.0	35.0	0.0	0.0	344.0	373.0	3380061.0	2243773.0	0.0	0.0	0.0	0.0
GCF_001864935.1__GCF_001864985.1	2174.0	2169.0	6.0	8.0	110.0	58.0	0.0	3.0	1089.0	1137.0	1744754.0	1736283.0	0.0	0.0	0.0	0.0
GCF_000834535.1__GCF_018598295.1	1073.0	1036.0	5.0	4.0	62.0	45.0	4.0	4.0	504.0	506.0	583073.0	535169.0	4.0	1.0	757.0	171.0
GCA_016710795.1__GCA_016791405.1	381.0	385.0	2.0	6.0	62.0	52.0	5.0	6.0	211.0	234.0	2725081.0	3358563.0	0.0	0.0	0.0	0.0
GCA_016710795.1__GCA_016860885.1	886.0	886.0	2.0	5.0	63.0	34.0	5.0	5.0	448.0	483.0	3260798.0	3086788.0	0.0	0.0	0.0	0.0
GCA_016791405.1__GCA_016860885.1	656.0	652.0	11.0	13.0	86.0	69.0	6.0	8.0	346.0	353.0	3339313.0	2536367.0	0.0	0.0	0.0	0.0
GCF_000376125.1__GCF_013459415.1	2444.0	2399.0	68.0	77.0	263.0	50.0	13.0	79.0	1116.0	1183.0	2448122.0	1865679.0	0.0	0.0	0.0	0.0
GCF_000496305.1__GCF_016598595.1	1292.0	1107.0	51.0	35.0	207.0	7.0	2.0	8.0	493.0	564.0	881167.0	618192.0	1.0	0.0	89.0	0.0
GCF_000496305.1__GCF_013459415.1	2580.0	2530.0	34.0	109.0	418.0	27.0	11.0	127.0	1333.0	1264.0	4348381.0	2742452.0	0.0	0.0	0.0	0.0
GCF_004353485.1__GCF_014653255.1	560.0	557.0	7.0	5.0	152.0	154.0	11.0	7.0	311.0	311.0	2698499.0	2611766.0	0.0	0.0	0.0	0.0
GCF_014647275.1__GCF_014653255.1	791.0	790.0	17.0	11.0	217.0	243.0	24.0	15.0	429.0	427.0	2687929.0	4359930.0	0.0	0.0	0.0	0.0
GCF_000708185.1__GCF_014875755.1	1136.0	1119.0	12.0	38.0	351.0	262.0	13.0	46.0	611.0	579.0	3738404.0	2284374.0	0.0	0.0	0.0	0.0
GCA_017511185.1__GCA_017544305.1	50.0	52.0	0.0	0.0	4.0	5.0	0.0	0.0	38.0	42.0	285732.0	915012.0	0.0	0.0	0.0	0.0
GCA_017533965.1__GCA_017544305.1	43.0	44.0	0.0	0.0	5.0	2.0	0.0	0.0	37.0	40.0	292276.0	132374.0	0.0	0.0	0.0	0.0
GCA_003157415.1__GCA_003170895.1	1322.0	1290.0	0.0	0.0	119.0	153.0	2.0	2.0	881.0	837.0	1067104.0	1324356.0	0.0	0.0	0.0	0.0
GCA_000996945.1__GCA_003521685.1	84.0	127.0	0.0	1.0	3.0	27.0	0.0	0.0	54.0	65.0	52623.0	76767.0	0.0	0.0	0.0	0.0
GCA_001817195.1__GCA_001817235.1	68.0	56.0	2.0	2.0	9.0	4.0	0.0	0.0	33.0	26.0	58442.0	37796.0	0.0	0.0	0.0	0.0
GCA_000996945.1__GCA_001817195.1	18.0	17.0	0.0	0.0	2.0	1.0	0.0	0.0	14.0	15.0	358708.0	197328.0	0.0	0.0	0.0	0.0
GCA_017991235.1__GCA_018062915.1	5164.0	4851.0	11.0	10.0	1006.0	493.0	26.0	32.0	2623.0	3032.0	5627990.0	5214329.0	0.0	0.0	0.0	0.0
GCA_014584455.1__GCA_017991235.1	3442.0	3599.0	0.0	5.0	455.0	635.0	9.0	9.0	2295.0	2160.0	5789671.0	4913007.0	0.0	0.0	0.0	0.0
GCA_015075455.1__GCA_017991235.1	3835.0	4013.0	16.0	8.0	365.0	949.0	40.0	21.0	2340.0	2136.0	5778580.0	7760954.0	0.0	0.0	0.0	0.0
GCA_000991855.1__GCA_001784965.1	459.0	459.0	8.0	5.0	34.0	35.0	0.0	0.0	236.0	244.0	654843.0	871878.0	0.0	0.0	0.0	0.0
GCA_000990805.1__GCA_001784965.1	94.0	118.0	0.0	1.0	12.0	7.0	0.0	0.0	24.0	76.0	59040.0	164924.0	0.0	1.0	0.0	18.0
GCA_000991855.1__GCA_000991935.1	32.0	31.0	0.0	0.0	3.0	1.0	0.0	0.0	13.0	16.0	8517.0	27153.0	1.0	0.0	24.0	0.0
GCA_018609085.1__GCA_905181845.1	133.0	189.0	0.0	0.0	25.0	44.0	0.0	0.0	54.0	105.0	54743.0	749045.0	0.0	0.0	0.0	0.0
GCA_018609085.1__GCA_905478435.1	385.0	497.0	3.0	2.0	41.0	86.0	0.0	0.0	185.0	264.0	205118.0	1512439.0	0.0	0.0	0.0	0.0
GCA_905181845.1__GCA_905478435.1	227.0	299.0	0.0	0.0	27.0	53.0	0.0	0.0	127.0	173.0	284698.0	849474.0	0.0	0.0	0.0	0.0
GCA_001805395.1__GCA_003529035.1	203.0	292.0	0.0	0.0	8.0	70.0	0.0	0.0	132.0	134.0	262844.0	126390.0	0.0	2.0	0.0	526.0
GCA_001805395.1__GCA_016201705.1	578.0	629.0	2.0	2.0	7.0	121.0	4.0	4.0	396.0	326.0	505076.0	499394.0	0.0	0.0	0.0	0.0
GCA_003529035.1__GCA_016201705.1	1044.0	1055.0	0.0	1.0	97.0	159.0	5.0	5.0	684.0	627.0	780069.0	878165.0	0.0	0.0	0.0	0.0
GCA_002298105.1__GCA_903871215.1	237.0	240.0	0.0	0.0	10.0	19.0	0.0	0.0	207.0	197.0	1210966.0	2905414.0	0.0	0.0	0.0	0.0
GCA_002298105.1__GCA_903919565.1	234.0	238.0	0.0	0.0	7.0	19.0	0.0	0.0	213.0	197.0	1395772.0	2844391.0	0.0	0.0	0.0	0.0
GCA_903871215.1__GCA_903919565.1	2070.0	2132.0	0.0	0.0	483.0	525.0	0.0	0.0	696.0	581.0	375835.0	328854.0	0.0	0.0	0.0	0.0
GCA_003552205.1__GCA_003554165.1	624.0	609.0	0.0	0.0	90.0	61.0	0.0	0.0	434.0	472.0	649049.0	708917.0	0.0	0.0	0.0	0.0
GCA_003552205.1__GCA_007120975.1	910.0	814.0	0.0	0.0	190.0	48.0	0.0	0.0	532.0	644.0	1152763.0	830500.0	0.0	0.0	0.0	0.0
GCA_003554165.1__GCA_007120975.1	552.0	244.0	0.0	0.0	160.0	63.0	0.0	0.0	294.0	93.0	626179.0	98273.0	2.0	2.0	154.0	230.0
GCF_001652445.1__GCF_012932945.1	329.0	326.0	7.0	7.0	44.0	43.0	0.0	0.0	192.0	173.0	3559341.0	3528945.0	0.0	0.0	0.0	0.0
GCF_000940515.1__GCF_900110905.1	352.0	360.0	8.0	5.0	47.0	87.0	7.0	4.0	205.0	185.0	1900918.0	1964434.0	0.0	0.0	0.0	0.0
GCF_900110905.1__GCF_900454515.1	344.0	321.0	6.0	21.0	87.0	0.0	4.0	34.0	181.0	181.0	2131982.0	1861439.0	0.0	0.0	0.0	0.0
GCF_900101275.1__GCF_900110905.1	337.0	348.0	4.0	5.0	17.0	39.0	2.0	2.0	151.0	127.0	148897.0	112037.0	1.0	2.0	165.0	415.0
GCA_017988525.1__GCA_018059655.1	529.0	324.0	0.0	0.0	168.0	84.0	0.0	0.0	237.0	132.0	303766.0	95890.0	0.0	0.0	0.0	0.0
GCA_018056875.1__GCA_018434395.1	308.0	217.0	0.0	0.0	76.0	44.0	0.0	0.0	132.0	81.0	587886.0	134176.0	0.0	0.0	0.0	0.0
GCA_018056875.1__GCA_018059655.1	24.0	25.0	0.0	0.0	1.0	0.0	0.0	0.0	23.0	22.0	140931.0	265223.0	0.0	0.0	0.0	0.0
GCA_010021865.1__GCA_016462855.1	424.0	424.0	0.0	0.0	42.0	27.0	1.0	1.0	297.0	312.0	879048.0	1036128.0	0.0	0.0	0.0	0.0
GCA_010029765.1__GCA_016462855.1	433.0	410.0	0.0	0.0	74.0	20.0	0.0	0.0	304.0	337.0	898053.0	782144.0	0.0	0.0	0.0	0.0
GCA_016462855.1__GCA_903954105.1	82.0	81.0	0.0	0.0	11.0	0.0	0.0	0.0	51.0	61.0	1291258.0	405036.0	0.0	0.0	0.0	0.0
GCA_002420045.1__GCA_902500795.1	230.0	232.0	1.0	0.0	9.0	39.0	0.0	0.0	187.0	157.0	1572738.0	2834354.0	0.0	0.0	0.0	0.0
GCA_002083355.1__GCA_015904025.1	173.0	178.0	3.0	4.0	9.0	6.0	0.0	0.0	157.0	125.0	1362506.0	783029.0	0.0	0.0	0.0	0.0
GCA_002483475.1__GCA_009594835.1	1048.0	1150.0	0.0	0.0	42.0	228.0	0.0	0.0	736.0	657.0	902355.0	2375523.0	0.0	0.0	0.0	0.0
GCA_904380175.1__GCA_904384285.1	413.0	390.0	2.0	2.0	75.0	36.0	1.0	1.0	257.0	267.0	1056061.0	849364.0	0.0	0.0	0.0	0.0
GCA_904390505.1__GCA_904394675.1	611.0	634.0	1.0	0.0	74.0	75.0	1.0	1.0	233.0	248.0	223061.0	183146.0	0.0	0.0	0.0	0.0
GCA_004555315.1__GCA_904380175.1	114.0	116.0	0.0	0.0	5.0	16.0	0.0	0.0	101.0	96.0	540837.0	633090.0	0.0	0.0	0.0	0.0
GCF_001310395.1__GCF_007990305.1	241.0	317.0	2.0	1.0	35.0	55.0	0.0	0.0	92.0	179.0	134388.0	174226.0	0.0	0.0	0.0	0.0
GCF_007990305.1__GCF_014645215.1	966.0	953.0	1.0	0.0	72.0	54.0	3.0	3.0	571.0	489.0	2045287.0	2212943.0	0.0	0.0	0.0	0.0
GCF_007991355.1__GCF_014645215.1	429.0	315.0	0.0	0.0	35.0	10.0	0.0	0.0	266.0	25.0	39875.0	7551.0	0.0	0.0	0.0	0.0
GCF_002871755.1__GCF_014235805.1	45.0	46.0	0.0	0.0	5.0	2.0	2.0	2.0	28.0	30.0	2020700.0	1648296.0	0.0	0.0	0.0	0.0
GCF_007666555.1__GCF_900187215.1	324.0	295.0	7.0	8.0	44.0	0.0	6.0	19.0	175.0	158.0	2438309.0	2539706.0	0.0	0.0	0.0	0.0
GCF_003113375.1__GCF_016728365.1	240.0	236.0	5.0	2.0	21.0	0.0	2.0	7.0	124.0	126.0	2369619.0	2220660.0	0.0	0.0	0.0	0.0
GCA_017408125.1__GCA_017532545.1	1572.0	1282.0	1.0	2.0	386.0	228.0	1.0	1.0	487.0	583.0	348229.0	350834.0	1.0	0.0	41.0	0.0
GCA_017408125.1__GCA_902767265.1	129.0	136.0	0.0	0.0	8.0	10.0	1.0	1.0	113.0	119.0	644303.0	573964.0	0.0	0.0	0.0	0.0
GCA_017532545.1__GCA_902767265.1	124.0	130.0	0.0	0.0	5.0	17.0	2.0	2.0	113.0	105.0	687308.0	914080.0	0.0	0.0	0.0	0.0
GCA_002347225.1__GCA_002382725.1	462.0	396.0	0.0	1.0	47.0	33.0	0.0	0.0	261.0	199.0	411880.0	129553.0	0.0	0.0	0.0	0.0
GCA_002347225.1__GCF_016918515.1	1218.0	1174.0	1.0	2.0	89.0	61.0	1.0	0.0	659.0	626.0	1133546.0	754352.0	0.0	0.0	0.0	0.0
GCA_002382725.1__GCF_016918515.1	1369.0	1340.0	8.0	6.0	92.0	85.0	2.0	3.0	746.0	675.0	1149112.0	961396.0	0.0	0.0	0.0	0.0
GCF_003289275.1__GCF_003944645.1	1002.0	996.0	11.0	16.0	52.0	19.0	2.0	6.0	501.0	504.0	1252371.0	852167.0	2.0	0.0	1907.0	0.0
GCF_003944645.1__GCF_900077545.1	1031.0	1013.0	18.0	18.0	25.0	35.0	9.0	9.0	517.0	480.0	905056.0	1259143.0	0.0	4.0	0.0	2152.0
GCA_005779075.1__GCA_005798485.1	3925.0	3870.0	6.0	7.0	665.0	592.0	4.0	9.0	2305.0	2306.0	5293011.0	5335938.0	0.0	0.0	0.0	0.0
GCA_005798485.1__GCA_014193005.1	3646.0	3533.0	13.0	23.0	865.0	539.0	6.0	16.0	1901.0	2151.0	3924894.0	5044458.0	0.0	0.0	0.0	0.0
GCA_005779075.1__GCA_014193005.1	4379.0	4211.0	7.0	8.0	683.0	307.0	4.0	11.0	2269.0	2517.0	2615349.0	3655126.0	0.0	0.0	0.0	0.0
GCA_003023685.1__GCF_000497695.1	228.0	216.0	0.0	0.0	35.0	3.0	1.0	1.0	129.0	123.0	2978856.0	673464.0	0.0	0.0	0.0	0.0
GCA_003511545.1__GCF_001953285.1	198.0	195.0	0.0	0.0	52.0	1.0	2.0	2.0	117.0	165.0	2596534.0	707220.0	0.0	0.0	0.0	0.0
GCA_003511545.1__GCF_002903155.1	67.0	65.0	0.0	0.0	19.0	1.0	0.0	0.0	48.0	57.0	2405498.0	292065.0	0.0	0.0	0.0	0.0
GCA_012523235.1__GCA_018432345.1	73.0	72.0	0.0	0.0	0.0	9.0	0.0	0.0	68.0	59.0	251745.0	500778.0	0.0	0.0	0.0	0.0
GCA_002345525.1__GCA_018432345.1	405.0	432.0	1.0	0.0	13.0	133.0	2.0	1.0	349.0	244.0	790366.0	1703326.0	0.0	0.0	0.0	0.0
GCA_005776855.1__GCA_903860385.1	213.0	210.0	0.0	0.0	45.0	13.0	1.0	2.0	150.0	183.0	3467502.0	2211599.0	0.0	0.0	0.0	0.0
GCA_005776855.1__GCA_903884195.1	213.0	210.0	0.0	0.0	45.0	13.0	1.0	2.0	150.0	183.0	3458869.0	2211623.0	0.0	0.0	0.0	0.0
GCA_903860385.1__GCA_903884195.1	409.0	373.0	3.0	3.0	71.0	52.0	0.0	0.0	101.0	164.0	30857.0	150889.0	8.0	9.0	326.0	455.0
GCA_016713705.1__GCA_016790965.1	1461.0	1484.0	28.0	86.0	13.0	86.0	24.0	8.0	618.0	671.0	539231.0	1555078.0	0.0	1.0	0.0	1695.0
GCA_016713705.1__GCA_017992095.1	204.0	367.0	6.0	0.0	1.0	45.0	0.0	0.0	16.0	250.0	22043.0	740109.0	1.0	0.0	9.0	0.0
GCA_016790965.1__GCA_017992095.1	1317.0	1307.0	9.0	3.0	66.0	65.0	6.0	6.0	561.0	614.0	908631.0	570502.0	1.0	0.0	1695.0	0.0
GCA_017426505.1__GCA_017429135.1	237.0	76.0	0.0	1.0	87.0	2.0	1.0	1.0	86.0	50.0	790982.0	10431.0	0.0	0.0	0.0	0.0
GCA_017429135.1__GCA_900753195.1	10.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	8.0	25809.0	560871.0	0.0	0.0	0.0	0.0
GCA_015656515.1__GCA_017429135.1	134.0	131.0	0.0	0.0	36.0	1.0	0.0	0.0	75.0	117.0	1801977.0	359421.0	0.0	0.0	0.0	0.0
GCA_001830725.1__GCA_002424905.1	396.0	364.0	0.0	1.0	79.0	13.0	0.0	0.0	246.0	289.0	1418463.0	952837.0	0.0	0.0	0.0	0.0
GCA_001830725.1__GCA_014763995.1	412.0	403.0	0.0	1.0	57.0	34.0	0.0	0.0	292.0	313.0	663096.0	975457.0	0.0	0.0	0.0	0.0
GCA_001829555.1__GCA_001830685.1	336.0	329.0	1.0	0.0	25.0	26.0	0.0	0.0	243.0	236.0	714631.0	603836.0	0.0	0.0	0.0	0.0
GCF_011602445.1__GCF_019061235.1	2230.0	2233.0	51.0	40.0	32.0	49.0	50.0	48.0	1080.0	1147.0	2189383.0	3219131.0	0.0	1.0	0.0	197.0
GCA_017649685.1__GCA_902780285.1	1218.0	1147.0	1.0	1.0	194.0	293.0	2.0	2.0	754.0	709.0	1463195.0	2007098.0	0.0	0.0	0.0	0.0
GCA_017649685.1__GCA_017964285.1	1060.0	1066.0	3.0	1.0	210.0	274.0	4.0	2.0	652.0	637.0	1668277.0	2107551.0	0.0	0.0	0.0	0.0
GCA_017964285.1__GCA_902780285.1	1733.0	1622.0	4.0	4.0	361.0	424.0	3.0	2.0	1017.0	936.0	1422721.0	1303749.0	0.0	0.0	0.0	0.0
GCF_011947235.1__GCF_016862875.1	2963.0	2972.0	13.0	12.0	209.0	262.0	4.0	3.0	1521.0	1549.0	2801773.0	3823699.0	0.0	0.0	0.0	0.0
GCA_902777045.1__GCA_902782685.1	2329.0	2710.0	12.0	14.0	325.0	559.0	12.0	2.0	1087.0	1430.0	874090.0	1675169.0	0.0	0.0	0.0	0.0
GCA_902777045.1__GCA_902794495.1	1639.0	1880.0	9.0	11.0	104.0	212.0	1.0	1.0	470.0	867.0	213207.0	781593.0	10.0	5.0	775.0	252.0
GCA_902782685.1__GCA_902794495.1	2214.0	1976.0	7.0	8.0	420.0	300.0	2.0	5.0	1207.0	1015.0	1175652.0	908669.0	0.0	0.0	0.0	0.0
GCA_002439865.1__GCA_900547355.1	807.0	725.0	4.0	16.0	172.0	57.0	0.0	15.0	374.0	383.0	368572.0	285162.0	0.0	0.0	0.0	0.0
GCA_002439865.1__GCA_905196965.1	748.0	685.0	7.0	11.0	166.0	67.0	0.0	3.0	349.0	367.0	319716.0	327119.0	0.0	0.0	0.0	0.0
GCA_002404925.1__GCA_002439865.1	424.0	446.0	1.0	0.0	36.0	45.0	0.0	0.0	214.0	230.0	85328.0	128249.0	0.0	0.0	0.0	0.0
GCA_900757645.1__GCA_905212975.1	134.0	130.0	4.0	4.0	23.0	22.0	1.0	0.0	85.0	79.0	947435.0	963767.0	0.0	0.0	0.0	0.0
GCA_900557305.1__GCA_905206315.1	47.0	48.0	0.0	0.0	7.0	10.0	0.0	0.0	35.0	37.0	950836.0	626762.0	0.0	0.0	0.0	0.0
GCA_900767315.1__GCA_902793505.1	99.0	99.0	1.0	1.0	32.0	10.0	0.0	2.0	56.0	75.0	1082871.0	674051.0	0.0	0.0	0.0	0.0
GCA_003449625.1__GCA_902385955.1	1134.0	815.0	0.0	2.0	281.0	32.0	3.0	3.0	511.0	477.0	1036934.0	619752.0	0.0	0.0	0.0	0.0
GCA_000508965.1__GCA_902385955.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_003343865.1__GCA_003449625.1	669.0	952.0	3.0	3.0	104.0	247.0	1.0	1.0	288.0	426.0	404620.0	791096.0	0.0	0.0	0.0	0.0
GCA_000998475.1__GCA_001000945.1	27.0	39.0	0.0	0.0	3.0	10.0	0.0	0.0	12.0	12.0	4922.0	10878.0	2.0	1.0	97.0	150.0
GCA_001000945.1__GCA_003508115.1	100.0	100.0	0.0	0.0	9.0	3.0	2.0	2.0	57.0	60.0	884175.0	853702.0	0.0	0.0	0.0	0.0
GCA_000993695.1__GCA_003508115.1	21.0	34.0	0.0	0.0	1.0	7.0	0.0	0.0	12.0	9.0	3432.0	2529.0	0.0	1.0	0.0	366.0
GCA_015656795.1__GCA_019115025.1	62.0	58.0	0.0	0.0	6.0	3.0	0.0	0.0	50.0	51.0	1157460.0	727493.0	0.0	0.0	0.0	0.0
GCA_015656795.1__GCF_904419935.1	58.0	56.0	0.0	0.0	1.0	7.0	0.0	0.0	53.0	47.0	203074.0	698196.0	0.0	0.0	0.0	0.0
GCA_019115025.1__GCF_904419935.1	1408.0	2233.0	6.0	3.0	94.0	463.0	0.0	0.0	561.0	884.0	334958.0	690769.0	11.0	5.0	702.0	773.0
GCA_017623015.1__GCA_905198875.1	155.0	156.0	0.0	1.0	32.0	21.0	2.0	2.0	104.0	113.0	2949543.0	2381952.0	0.0	0.0	0.0	0.0
GCA_017936995.1__GCA_900765545.1	140.0	140.0	0.0	0.0	26.0	20.0	1.0	1.0	95.0	97.0	1806084.0	2160847.0	0.0	0.0	0.0	0.0
GCA_017623015.1__GCA_900765545.1	128.0	130.0	1.0	0.0	23.0	19.0	1.0	1.0	91.0	88.0	1574519.0	2011588.0	0.0	0.0	0.0	0.0
GCA_015656135.1__GCA_015657045.1	320.0	304.0	0.0	1.0	89.0	13.0	1.0	0.0	191.0	241.0	1539697.0	753252.0	0.0	0.0	0.0	0.0
GCA_015656135.1__GCA_904501695.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_015657045.1__GCA_904501695.1	306.0	322.0	1.0	0.0	13.0	89.0	0.0	1.0	242.0	190.0	752663.0	1539100.0	0.0	0.0	0.0	0.0
GCA_002306245.1__GCA_002306405.1	163.0	138.0	0.0	1.0	6.0	10.0	0.0	0.0	95.0	51.0	181250.0	11707.0	2.0	0.0	100.0	0.0
GCA_002306245.1__GCF_005771485.1	228.0	228.0	5.0	5.0	21.0	11.0	4.0	7.0	128.0	132.0	4238470.0	3671821.0	0.0	0.0	0.0	0.0
GCA_002306405.1__GCF_005771485.1	254.0	253.0	5.0	6.0	26.0	10.0	4.0	7.0	141.0	149.0	4209121.0	3731236.0	0.0	0.0	0.0	0.0
GCF_007991695.1__GCF_008274645.2	1861.0	1850.0	31.0	37.0	96.0	43.0	3.0	6.0	968.0	850.0	4540570.0	4572433.0	0.0	0.0	0.0	0.0
GCF_007991695.1__GCF_900109255.1	239.0	245.0	0.0	1.0	37.0	16.0	2.0	3.0	131.0	151.0	4985726.0	5646655.0	0.0	0.0	0.0	0.0
GCA_018222465.1__GCF_008274645.2	1653.0	898.0	12.0	30.0	472.0	19.0	0.0	2.0	662.0	359.0	719697.0	511131.0	3.0	1.0	751.0	172.0
GCA_005804125.1__GCA_903891995.1	709.0	679.0	1.0	1.0	169.0	111.0	1.0	1.0	483.0	516.0	5457299.0	3988300.0	0.0	0.0	0.0	0.0
GCA_903820515.1__GCA_903835925.1	546.0	490.0	1.0	1.0	131.0	119.0	0.0	0.0	203.0	180.0	96037.0	113417.0	1.0	2.0	150.0	69.0
GCA_005792815.1__GCA_903891995.1	730.0	698.0	1.0	1.0	176.0	107.0	2.0	2.0	500.0	541.0	5570604.0	3914185.0	0.0	0.0	0.0	0.0
GCF_000764775.1__GCF_000764795.1	95.0	109.0	1.0	1.0	15.0	27.0	0.0	0.0	45.0	54.0	2425.0	5132.0	0.0	0.0	0.0	0.0
GCF_000764775.1__GCF_014636335.1	925.0	922.0	15.0	27.0	97.0	41.0	8.0	16.0	471.0	493.0	3366454.0	2942992.0	0.0	0.0	0.0	0.0
GCF_000764795.1__GCF_014636335.1	924.0	918.0	14.0	24.0	111.0	37.0	4.0	16.0	474.0	500.0	3365426.0	2930918.0	0.0	0.0	0.0	0.0
