pairid	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	band	phylum	skani_ani	anim_ani	discordance
GCF_907163105.1__GCF_907163125.1	NZ_OU015321.1	NZ_OU015319.1	95.2033	96.0974	0.8513	0.8071	0.09554	95.323	34	0.9771	33	1.52	0.7391	95.2435	97.0101	1.1389	3.24	AlfI:96.62,AloI:95.49,BcgI:95.90,FalI:96.18	1512	34	2090	318	42.47058823529411	ok	95.2033	gamma	95.4663	95-100	Bacteroidota	95.05	95.42	-2.289999999999992
GCA_902616725.1__GCA_902560185.1	CACMTZ010000001.1	CACEKW010000001.1	96.5402	97.1031	0.483	0.6164	0.19451	95.0993	22	0.9486	13	1.297	0.8139	96.526	97.5522	1.2959	1.37	AlfI:96.83,AloI:97.59,BcgI:96.29,FalI:97.32	302	22	347	26	11.909090909090908	ok	96.5402	gamma	97.0335	95-100	Proteobacteria	95.05	95.44	0.5799999999999983
GCF_003044425.1__GCF_014054945.1	NZ_POWW01000001.1	NZ_CP059566.1	97.1817	97.3892	0.3992	0.356	0.07083	94.8797	205	0.8848	192	2.863	0.8278	97.0598	97.6109	0.6645	1.35	AlfI:97.30,AloI:97.72,BcgI:97.40,FalI:97.06	2482	205	2080	53	8.195121951219512	ok	97.1817	gamma	97.2474	90-95	Proteobacteria	94.76	95.84	7.359999999999999
GCF_003048615.2__GCF_003048375.1	NZ_CP049263.1	NZ_CP021642.1	95.7437	96.1799	0.7891	0.7644	0.08651	95.2707	77	0.9552	76	2.623	0.7441	95.6901	96.7145	1.126	2.93	AlfI:96.40,AloI:96.91,BcgI:95.79,FalI:96.31	1780	77	2337	102	22.025974025974023	ok	95.7437	gamma	95.8911	95-100	Campylobacterota	95.08	95.31	-0.21000000000000796
GCA_902546095.1__GCA_902535165.1	CACCIQ010000001.1	CACASE010000001.1	95.5681	96.1687	0.5659	0.4704	0.21567	93.8989	23	0.9779	5	1.968	0.7466	95.5869	96.8147	1.4328	1.01	AlfI:96.59,AloI:96.30,BcgI:95.15,FalI:96.29	311	23	398	23	10.608695652173912	ok	95.5681	gamma	96.0952	90-95	Bacteroidota	94.62	95.16	-2.6299999999999955
GCF_000271485.2__GCA_002434245.1	NZ_AKVN02000001.1	DJJR01000065.1	95.5732	96.2126	0.6454	0.7272	0.0711	94.735	83	0.9654	82	1.968	0.7431	95.4977	96.9645	0.2269	0.41	AlfI:96.30,AloI:96.08,BcgI:96.24,FalI:96.13	2573	83	3464	140	28.53012048192771	ok	95.5732	gamma	95.663	90-95	Firmicutes_C	94.35	95.34	-1.2000000000000028
GCA_003282435.1__GCA_003283875.1	QBZG01000001.1	QBXD01000001.1	96.57	96.9631	0.3968	0.4056	0.17616	94.291	29	0.967	9	1.968	0.8044	96.4994	97.3183	0.8573	0.65	AlfI:97.12,AloI:97.67,BcgI:96.81,FalI:96.88	400	29	441	26	10.10344827586207	ok	96.57	gamma	96.9523	90-95	Proteobacteria	94.25	95.64	-1.0600000000000023
GCA_004552305.1__GCA_900772715.1	SFOX01000029.1	CAAGRN010000001.1	96.7303	96.7303	0.3527	0.45	0.08909	94.228	148	0.913	107	inf	0.7786	96.7238	96.7361	0.7829	5.17	AlfI:97.05,AloI:96.88,BcgI:96.26,FalI:96.54	1653	148	1658	37	8.587837837837839	ok	96.7303	uniform	96.9393	90-95	Firmicutes_A	94.18	95.27	3.969999999999999
GCF_000833025.1__GCF_001485415.1	NZ_CP010817.1	NZ_BCMQ01000001.1	95.3452	96.2187	0.8172	0.7839	0.08473	95.3652	55	0.97	54	1.434	0.7507	95.3978	97.0541	0.8042	1.96	AlfI:96.33,AloI:96.64,BcgI:95.84,FalI:96.25	2039	55	2578	243	32.72727272727273	ok	95.3452	gamma	95.5985	95-100	Bacteroidota	95.08	95.02	-1.980000000000004
GCA_011361755.1__GCA_011380255.1	DTFF01000064.1	DRYQ01000086.1	95.8112	95.8112	0.5552	0.5813	0.13786	93.9221	56	0.9681	20	inf	0.7143	95.6169	96.0917	0.9595	3.5	AlfI:95.48,AloI:95.50,BcgI:95.34,FalI:96.30	775	56	1001	45	11.821428571428571	ok	95.8112	uniform	95.9259	90-95	Thermoproteota	94.67	95.13	-1.6800000000000068
GCF_001418475.1__GCF_001418645.1	NZ_LIQX01000001.1	NZ_LIQW01000001.1	97.1123	97.3366	0.5208	0.522	0.03304	95.5216	688	0.97	201	2.701	0.8236	97.0233	97.5572	0.5679	7.2	AlfI:97.25,AloI:97.37,BcgI:97.29,FalI:97.82	9118	688	9865	76	10.434593023255816	ok	97.1123	gamma	97.11	95-100	Actinobacteriota	95.1	95.1	-1.9000000000000057
GCF_000159355.1__GCA_910589175.1	NZ_GG670151.1	CAJURR010000001.1	95.6268	96.1757	0.8017	0.7574	0.11537	95.2824	41	0.96	38	2.175	0.7465	95.5644	96.8188	1.0612	2.39	AlfI:96.47,AloI:96.60,BcgI:95.54,FalI:96.25	1007	41	1370	65	23.24390243902439	ok	95.6268	gamma	95.8356	90-95	Firmicutes	94.59	95.19	-0.8100000000000023
GCA_017550455.1__GCA_016291915.1	JAFZPF010000254.1	JAEEZP010000251.1	96.6237	96.8748	0.4354	0.4645	0.08433	94.6156	157	0.9748	27	3.258	0.7925	96.4522	97.2121	0.2454	0.2	AlfI:96.78,AloI:97.02,BcgI:96.90,FalI:96.86	1919	157	1886	24	7.656050955414012	ok	96.6237	gamma	96.6629	90-95	Bacteroidota	94.92	95.28	-2.200000000000003
GCA_018676385.1__GCA_003527555.1	JABHEX010000126.1	DPWT01000187.1	96.4491	96.6286	0.4298	0.5559	0.0827	94.5398	177	0.976	28	4.604	0.772	96.4122	96.8281	0.2994	0.36	AlfI:96.53,AloI:96.83,BcgI:96.68,FalI:96.55	1771	177	2066	25	7.429378531073446	ok	96.4491	gamma	96.611	90-95	Verrucomicrobiota	94.86	95.11	-2.489999999999995
