q_acc	r_acc	skani_ani	skani_af_min	band	phylum
GCF_001320525.1	GCF_002356095.1	86.75	29.34	85-90	Proteobacteria
GCF_002904295.1	GCF_902497555.1	88.78	38.37	85-90	Actinobacteriota
GCF_002148965.1	GCF_014651075.1	90.25	43.50	90-95	Actinobacteriota
GCF_001905595.1	GCF_014650075.1	92.39	57.33	90-95	Actinobacteriota
GCF_001462435.1	GCF_902499115.1	84.79	18.92	80-85	Proteobacteria
GCF_018613715.1	GCF_002216065.1	83.64	21.91	80-85	Bacteroidota
GCF_003202755.1	GCF_000967185.1	91.09	67.47	90-95	Actinobacteriota
GCF_900249755.1	GCA_013361545.1	93.50	59.42	90-95	Proteobacteria
GCA_004017275.1	GCF_013170705.1	86.50	32.18	85-90	Proteobacteria
GCF_015291745.1	GCF_000011365.1	88.75	41.62	85-90	Proteobacteria
GCA_017543005.1	GCA_016280695.1	88.75	30.44	85-90	Firmicutes
GCF_902833145.1	GCF_902499135.1	90.01	45.95	90-95	Proteobacteria
GCF_014656075.1	GCF_014649855.1	91.42	47.77	90-95	Actinobacteriota
GCF_002959755.1	GCA_905209685.1	94.38	76.31	90-95	Firmicutes_C
GCF_010993815.1	GCF_018449435.1	92.54	69.18	90-95	Bacteroidota
GCA_902594855.1	GCA_902589965.1	93.85	69.46	90-95	Proteobacteria
GCA_902594865.1	GCA_902573295.1	90.02	46.54	90-95	Proteobacteria
GCF_004769615.1	GCF_004769555.1	82.31	18.43	80-85	Spirochaetota
GCF_002159265.1	GCA_019119165.1	89.40	31.80	85-90	Firmicutes_A
GCF_001514305.1	GCA_001298545.1	84.51	15.22	80-85	Actinobacteriota
GCF_004341175.1	GCF_000759675.1	84.23	18.25	80-85	Firmicutes
GCF_000337335.1	GCF_000337415.1	88.84	40.50	85-90	Halobacteriota
GCF_002101315.1	GCA_902566365.1	82.65	16.64	80-85	Proteobacteria
GCF_004114955.1	GCF_002266465.2	86.50	32.42	85-90	Proteobacteria
GCF_001423745.1	GCF_000685965.1	93.10	73.22	90-95	Actinobacteriota
GCA_007120555.1	GCA_007693825.1	91.85	27.61	90-95	Bacteroidota
GCF_001921865.1	GCF_000503215.1	83.50	16.31	80-85	Proteobacteria
GCF_900105155.1	GCF_017114825.1	85.75	28.13	85-90	Proteobacteria
GCA_002708885.1	GCA_012960505.1	82.68	19.21	80-85	Verrucomicrobiota
GCF_002077695.1	GCA_002095305.1	82.68	15.96	80-85	Proteobacteria
GCA_910586485.1	GCA_910578815.1	90.14	53.18	90-95	Firmicutes_A
GCA_900550355.1	GCA_018380195.1	94.00	62.17	90-95	Actinobacteriota
GCA_002420115.1	GCA_902500805.1	93.21	66.53	90-95	Nitrospirota
GCA_003560215.1	GCA_003554665.1	89.44	36.34	85-90	Bacteroidota
GCF_000719285.1	GCA_001298545.1	84.78	16.66	80-85	Actinobacteriota
GCA_016218665.1	GCA_002422505.1	84.21	18.33	80-85	Desulfobacterota_I
GCA_003279055.1	GCA_902594875.1	92.25	69.82	90-95	Cyanobacteria
GCA_902790135.1	GCA_902777325.1	90.85	57.52	90-95	Actinobacteriota
GCA_016870865.1	GCA_005787785.1	83.64	19.70	80-85	Actinobacteriota
GCF_000722695.1	GCA_001579015.1	85.01	19.00	85-90	Firmicutes
GCF_002015085.1	GCF_004519515.1	89.50	30.69	85-90	Proteobacteria
GCF_009828055.1	GCF_009905735.1	91.81	70.36	90-95	Proteobacteria
GCF_900239505.1	GCF_900239185.1	88.37	29.75	85-90	Bacteroidota
GCF_003611275.1	GCF_000172095.1	88.28	50.88	85-90	Proteobacteria
GCF_002968835.1	GCF_001570725.1	87.57	43.46	85-90	Firmicutes
GCF_001667015.1	GCA_002102225.1	91.23	69.26	90-95	Actinobacteriota
GCF_003752655.1	GCF_014649375.1	84.54	17.56	80-85	Actinobacteriota
GCF_900176515.1	GCF_001302585.1	84.46	17.74	80-85	Actinobacteriota
GCF_006715005.1	GCF_000422085.1	84.54	27.65	80-85	Proteobacteria
GCF_009829295.1	GCF_000308435.1	88.30	42.16	85-90	Actinobacteriota
GCF_000373625.1	GCF_019090105.1	88.27	38.63	85-90	Actinobacteriota
GCF_006739205.1	GCF_002355215.1	94.85	78.62	90-95	Firmicutes
GCF_900184245.1	GCF_000023405.1	84.55	22.87	80-85	Actinobacteriota
GCF_003955685.1	GCF_000819445.1	83.58	17.56	80-85	Actinobacteriota
GCA_003210655.1	GCA_003209065.1	91.54	46.41	90-95	Cyanobacteria
GCF_013170705.1	GCA_017306585.1	87.25	37.40	85-90	Proteobacteria
GCA_003282175.1	GCA_902517885.1	91.00	67.56	90-95	Proteobacteria
GCF_013364075.1	GCF_000220945.1	91.31	51.46	90-95	Actinobacteriota
GCF_003469205.1	GCA_905209455.1	93.52	66.33	90-95	Actinobacteriota
GCF_001687475.2	GCA_000163995.1	82.90	24.83	80-85	Campylobacterota
GCF_900107155.1	GCF_003352875.1	83.50	15.38	80-85	Proteobacteria
GCF_009831655.1	GCF_002215585.1	84.52	27.88	80-85	Proteobacteria
GCF_001042905.1	GCF_000512695.2	94.00	65.66	90-95	Proteobacteria
GCA_900548515.1	GCF_003459505.1	93.27	58.69	90-95	Actinobacteriota
GCF_002884975.1	GCF_018847895.1	84.38	27.35	80-85	Verrucomicrobiota
GCF_003353015.1	GCF_009192945.1	83.50	18.72	80-85	Proteobacteria
GCF_001579175.1	GCF_001579665.1	86.25	25.43	85-90	Firmicutes
GCF_016028255.1	GCA_905221095.1	86.75	34.01	85-90	Firmicutes
GCF_015557435.1	GCA_902835305.1	92.25	63.38	90-95	Actinobacteriota
GCF_001279695.1	GCF_003627815.1	89.59	38.69	85-90	Actinobacteriota
GCF_900090295.1	GCF_900090245.1	94.25	64.39	90-95	Actinobacteriota
GCA_013390785.1	GCA_000402075.1	88.81	45.37	85-90	Thermoproteota
GCF_018617875.1	GCF_018617395.1	83.78	19.90	80-85	Firmicutes
GCF_001418655.1	GCF_011045015.1	86.35	21.18	85-90	Actinobacteriota
GCF_003854965.1	GCF_000520735.1	85.35	18.62	85-90	Firmicutes
GCF_001905385.1	GCF_014647975.1	85.25	19.45	85-90	Actinobacteriota
GCF_001883995.1	GCF_001595725.1	91.75	56.84	90-95	Firmicutes
GCF_002968835.1	GCF_900109515.1	83.77	16.37	80-85	Firmicutes
GCA_003210315.1	GCF_000230675.1	87.05	28.27	85-90	Cyanobacteria
GCF_001037465.1	GCF_016306625.1	86.00	32.03	85-90	Proteobacteria
GCA_900553635.1	GCA_902362725.1	91.01	32.49	90-95	Firmicutes_A
GCA_017936765.1	GCA_017938695.1	85.55	24.36	85-90	Firmicutes_A
GCF_003339585.1	GCA_902363455.1	87.41	47.98	85-90	Firmicutes
GCA_902603305.1	GCA_902581585.1	87.00	20.29	85-90	Proteobacteria
GCF_002836055.1	GCF_000153485.2	94.81	59.59	90-95	Bacteroidota
GCA_900553005.1	GCA_900760475.1	88.73	36.95	85-90	Firmicutes_A
GCA_017449185.1	GCA_017403885.1	84.90	23.93	80-85	Firmicutes_A
GCF_000332875.2	GCA_905215045.1	93.40	47.53	90-95	Firmicutes_A
GCA_900215435.1	GCF_011752625.1	83.55	20.12	80-85	Proteobacteria
GCF_000163295.1	GCF_001182725.1	88.28	44.27	85-90	Firmicutes_A
GCF_001544755.2	GCF_018408855.1	88.79	41.93	85-90	Proteobacteria
GCF_016598475.1	GCF_014203845.1	88.00	34.04	85-90	Actinobacteriota
GCA_002704515.1	GCA_013330155.1	90.57	49.83	90-95	Thermoplasmatota
GCA_003331565.1	GCA_002172535.2	93.83	39.97	90-95	Proteobacteria
GCF_004217535.1	GCF_900091475.1	84.52	17.82	80-85	Actinobacteriota
GCF_000620065.1	GCA_011327565.1	83.84	20.86	80-85	Deinococcota
GCA_902599575.1	GCA_902583455.1	92.60	49.79	90-95	Proteobacteria
GCA_902519955.1	GCA_902517365.1	91.67	41.93	90-95	Bacteroidota
GCF_003997935.1	GCF_003148495.1	91.37	52.38	90-95	Proteobacteria
GCF_006440675.1	GCF_016591715.1	90.27	57.22	90-95	Proteobacteria
GCF_018882205.1	GCF_018688355.1	91.39	71.67	90-95	Proteobacteria
GCF_013359735.1	GCF_007858535.1	88.50	48.91	85-90	Actinobacteriota
GCF_012650175.1	GCF_002091475.1	88.76	37.58	85-90	Proteobacteria
GCA_900317425.1	GCA_902782615.1	89.80	45.71	85-90	Firmicutes_A
GCF_008692785.1	GCF_000006945.2	95.07	73.06	95-100	Proteobacteria
GCF_014596515.1	GCF_000720635.1	88.31	25.28	85-90	Actinobacteriota
GCF_000972785.3	GCF_902459645.1	83.75	17.02	80-85	Proteobacteria
GCA_011523635.1	GCA_009841105.1	88.45	47.32	85-90	Actinobacteriota
GCF_010604095.1	GCF_010120595.1	87.88	43.12	85-90	Firmicutes
GCF_017695955.1	GCA_902606505.1	91.26	56.33	90-95	Cyanobacteria
GCF_003367505.1	GCF_016925635.1	93.21	70.81	90-95	Firmicutes
GCF_000722765.2	GCA_905221235.1	92.00	64.81	90-95	Firmicutes
GCF_002205675.1	GCF_900108295.1	82.76	15.19	80-85	Proteobacteria
GCA_002737455.1	GCA_018657375.1	86.51	25.91	85-90	Thermoproteota
GCF_000591415.1	GCF_001720485.1	84.52	19.11	80-85	Proteobacteria
GCF_000959525.1	GCF_000012365.1	84.78	18.01	80-85	Proteobacteria
GCF_001602375.1	GCA_016841385.1	87.26	31.73	85-90	Halobacteriota
GCF_002096755.1	GCA_905221455.1	92.25	66.11	90-95	Firmicutes
GCF_004366135.1	GCF_000202635.1	83.04	16.45	80-85	Actinobacteriota
GCA_007136525.1	GCA_007127175.1	91.52	32.98	90-95	Desulfobacterota
GCA_009917805.1	GCA_903853185.1	88.59	27.86	85-90	Verrucomicrobiota
GCF_900187645.1	GCF_000282415.1	83.75	15.68	80-85	Proteobacteria
GCF_002567495.1	GCF_000291355.1	89.28	47.80	85-90	Firmicutes
GCF_000499205.1	GCF_000316035.1	83.79	15.87	80-85	Firmicutes
GCF_016741855.1	GCF_003675325.1	88.00	32.29	85-90	Actinobacteriota
GCF_003063245.1	GCF_013201935.1	83.94	21.32	80-85	Campylobacterota
GCA_001802655.1	GCA_012274165.1	86.02	19.12	85-90	Proteobacteria
GCF_002096435.1	GCA_905221335.1	92.07	64.01	90-95	Firmicutes
GCF_001515305.1	GCF_013391415.1	92.42	76.99	90-95	Proteobacteria
GCF_004362015.1	GCF_900142715.1	85.09	26.57	85-90	Bacteroidota
GCF_014649535.1	GCF_014648655.1	89.54	42.03	85-90	Actinobacteriota
GCF_001542405.1	GCF_014194695.1	87.03	29.38	85-90	Proteobacteria
GCF_004762045.1	GCF_000723385.1	87.55	42.96	85-90	Actinobacteriota
GCA_003281125.1	GCA_000634735.1	91.50	46.95	90-95	Cyanobacteria
GCA_003216635.1	GCA_902574405.1	92.50	41.73	90-95	Cyanobacteria
GCF_900089605.1	GCF_012034245.1	84.30	15.85	80-85	Actinobacteriota
GCF_000413935.1	GCF_000367945.1	88.52	48.83	85-90	Proteobacteria
GCF_009602705.1	GCA_002439165.1	87.04	43.41	85-90	Bacteroidota
GCA_902624495.1	GCA_902619495.1	86.77	25.88	85-90	Proteobacteria
GCF_000935215.1	GCF_013409135.1	96.75	80.14	95-100	Proteobacteria
GCF_013410105.1	GCA_015657575.1	86.00	16.55	85-90	Proteobacteria
GCF_003284935.1	GCF_001667315.1	86.82	41.30	85-90	Actinobacteriota
GCF_905220835.1	GCF_000472525.1	84.27	16.03	80-85	Proteobacteria
GCF_000785555.1	GCF_000189395.1	86.57	45.52	85-90	Firmicutes
GCF_018588945.1	GCF_012847295.1	83.60	18.92	80-85	Actinobacteriota
GCF_004348735.1	GCF_004348335.1	86.03	18.32	85-90	Actinobacteriota
GCF_007830295.1	GCF_000445445.1	91.71	45.06	90-95	Firmicutes_C
GCF_002869965.1	GCF_900156175.1	91.01	61.13	90-95	Proteobacteria
GCA_002715425.1	GCA_002703045.1	89.18	34.72	85-90	Actinobacteriota
GCF_014334015.1	GCF_001314995.1	94.12	59.34	90-95	Bacteroidota
GCA_902628565.1	GCA_902541515.1	92.55	39.32	90-95	Proteobacteria
GCF_009749395.1	GCF_001660485.1	85.31	22.87	85-90	Actinobacteriota
GCF_000737785.1	GCF_900128945.1	84.65	21.09	80-85	Bacteroidota
GCF_013179505.1	GCF_006538985.1	86.08	25.02	85-90	Actinobacteriota
GCF_004028635.1	GCF_001513975.1	90.63	48.37	90-95	Actinobacteriota
GCF_013376015.1	GCF_013376045.1	87.75	40.57	85-90	Proteobacteria
GCA_017115085.1	GCA_017115105.1	86.51	21.44	85-90	Cyanobacteria
GCF_002093545.1	GCF_001588645.1	92.25	61.70	90-95	Firmicutes
GCF_013085465.1	GCF_014649655.1	88.45	32.46	85-90	Actinobacteriota
GCA_905235495.1	GCA_902774685.1	91.67	42.07	90-95	Methanobacteriota
GCF_008244685.1	GCF_007859305.1	84.06	17.95	80-85	Proteobacteria
GCF_001953885.1	GCF_016860525.1	86.54	23.53	85-90	Actinobacteriota
GCF_009451885.1	GCF_016918015.1	84.84	21.98	80-85	Actinobacteriota
GCA_002705085.1	GCA_002168105.2	84.86	28.39	80-85	Planctomycetota
GCA_018195615.1	GCA_014655195.1	85.01	16.47	85-90	Actinobacteriota
GCF_013623905.1	GCF_011617465.1	91.03	64.70	90-95	Actinobacteriota
GCF_014490035.1	GCF_902859695.1	86.50	30.77	85-90	Proteobacteria
GCA_902586495.1	GCA_902539145.1	90.01	33.95	90-95	Proteobacteria
GCA_013205585.1	GCA_903825095.1	88.58	29.68	85-90	Bacteroidota
GCF_001676655.1	GCA_002342025.1	94.93	63.43	90-95	Proteobacteria
GCA_900546675.1	GCF_000174775.1	87.60	39.49	85-90	Bacteroidota
GCF_002165785.1	GCA_018375265.1	90.25	36.11	90-95	Campylobacterota
GCA_902597675.1	GCA_902560185.1	94.00	57.24	90-95	Proteobacteria
GCA_003158295.1	GCA_003141455.1	88.97	42.48	85-90	Chloroflexota
GCF_013337765.1	GCF_000230935.1	86.79	37.93	85-90	Actinobacteriota
GCA_003281415.1	GCA_902626435.1	89.51	47.05	85-90	Cyanobacteria
GCA_900470285.1	GCF_008801715.1	93.28	78.55	90-95	Proteobacteria
GCA_902577575.1	GCA_902549495.1	88.50	18.01	85-90	Proteobacteria
GCF_904831005.1	GCF_001426995.1	85.06	23.23	85-90	Actinobacteriota
GCF_000012645.1	GCA_902537445.1	91.00	50.38	90-95	Cyanobacteria
GCF_012927265.1	GCF_900129385.1	86.02	36.64	85-90	Bacteroidota
GCA_003702545.1	GCA_016125975.1	87.28	34.29	85-90	Thermoproteota
GCA_902631535.1	GCA_902609855.1	85.51	32.15	85-90	Proteobacteria
GCF_016907515.1	GCF_014873635.1	84.29	15.58	80-85	Actinobacteriota
GCF_000812945.1	GCF_900142885.1	84.00	21.48	80-85	Bacteroidota
GCA_007095785.1	GCA_007096045.1	94.50	58.15	90-95	Cyanobacteria
GCF_015230015.1	GCF_003048615.2	93.95	72.31	90-95	Campylobacterota
GCF_001074825.1	GCF_001075675.1	87.25	34.77	85-90	Firmicutes
GCF_014596525.1	GCF_001008345.1	85.50	16.69	85-90	Actinobacteriota
GCF_001953885.1	GCF_007176755.1	86.01	21.84	85-90	Actinobacteriota
GCF_012349115.1	GCF_001652265.1	94.77	69.86	90-95	Proteobacteria
GCF_012911005.1	GCF_014822185.1	92.28	58.60	90-95	Proteobacteria
GCA_003215695.1	GCA_003278445.1	83.73	16.92	80-85	Cyanobacteria
GCF_009674625.1	GCF_009674605.1	85.77	29.68	85-90	Halobacteriota
GCA_902534465.1	GCA_902518235.1	84.01	22.38	80-85	Proteobacteria
GCF_900323885.1	GCF_900099965.1	84.80	15.16	80-85	Actinobacteriota
GCA_902800625.1	GCA_902765395.1	94.67	67.48	90-95	Firmicutes_A
GCF_003601975.1	GCF_000472705.1	84.51	21.16	80-85	Proteobacteria
GCF_001439845.1	GCF_003851685.1	88.00	46.42	85-90	Proteobacteria
GCF_900141825.1	GCF_900100545.1	90.59	52.87	90-95	Firmicutes_A
GCF_001708445.1	GCF_000263715.2	87.50	39.09	85-90	Proteobacteria
GCF_007474545.1	GCF_007474535.1	88.16	47.46	85-90	Bacteroidota
GCF_008364625.1	GCF_009176645.1	88.26	53.31	85-90	Proteobacteria
GCF_008086165.1	GCF_900115185.1	84.68	29.54	80-85	Bacteroidota
GCF_002954715.1	GCA_000953695.1	86.76	29.76	85-90	Proteobacteria
GCA_902790375.1	GCA_902761635.1	92.85	55.96	90-95	Firmicutes_A
GCA_009912235.1	GCF_003086695.1	87.03	33.77	85-90	Proteobacteria
GCF_000717995.1	GCA_014655195.1	84.76	19.50	80-85	Actinobacteriota
GCF_002096445.1	GCF_001281025.1	86.25	35.83	85-90	Firmicutes
GCA_902799075.1	GCA_902791215.1	92.84	52.61	90-95	Firmicutes_A
GCF_001428045.1	GCF_000620565.1	84.37	17.75	80-85	Firmicutes
GCF_904419005.1	GCA_900761355.1	94.50	64.63	90-95	Firmicutes_A
GCF_007049795.1	GCF_002741105.1	95.00	70.57	95-100	Proteobacteria
GCA_003216415.1	GCF_001180305.1	89.79	63.57	85-90	Cyanobacteria
GCA_003367665.1	GCF_014217625.1	84.76	17.43	80-85	Actinobacteriota
GCF_014648635.1	GCA_014649295.1	90.53	47.04	90-95	Actinobacteriota
GCF_002303925.1	GCF_001874645.1	85.00	22.89	85-90	Proteobacteria
GCA_902625715.1	GCA_902576045.1	92.09	57.48	90-95	Proteobacteria
GCF_003751305.1	GCF_000284595.1	84.25	18.77	80-85	Proteobacteria
GCA_902573295.1	GCA_902566705.1	89.05	40.50	85-90	Proteobacteria
GCA_002419215.1	GCA_002327315.1	87.09	30.32	85-90	Desulfobacterota
GCF_003284975.1	GCF_001667775.1	83.04	15.40	80-85	Actinobacteriota
GCF_000225445.1	GCA_011752475.1	88.02	62.82	85-90	Proteobacteria
GCF_002086695.1	GCF_001021385.1	86.06	40.62	85-90	Actinobacteriota
GCF_900091565.1	GCF_900091435.1	87.52	30.48	85-90	Actinobacteriota
GCA_905371745.1	GCA_905221195.1	86.75	30.15	85-90	Firmicutes
GCA_017305555.1	GCA_017305595.1	90.78	53.50	90-95	Proteobacteria
GCA_902780815.1	GCA_902775345.1	84.79	20.24	80-85	Firmicutes_A
GCF_004005495.1	GCF_002803065.1	90.05	39.87	90-95	Actinobacteriota
GCF_001513955.1	GCF_000719285.1	85.25	21.31	85-90	Actinobacteriota
GCA_900545745.1	GCA_900752345.1	92.50	50.82	90-95	Actinobacteriota
GCA_902593405.1	GCA_902564785.1	90.00	53.07	90-95	Proteobacteria
GCF_001673535.1	GCF_010731675.1	82.71	15.29	80-85	Actinobacteriota
GCF_001442625.1	GCA_002151545.1	87.78	37.37	85-90	Bacteroidota
GCF_003755185.1	GCF_017833035.1	83.28	16.19	80-85	Actinobacteriota
GCF_000960035.1	GCF_903645285.1	86.25	30.24	85-90	Firmicutes
GCA_003284215.1	GCA_000307935.1	84.53	15.52	80-85	Proteobacteria
GCA_003210025.1	GCA_902575835.1	94.00	62.95	90-95	Proteobacteria
GCF_901543175.1	GCA_905369855.1	88.51	29.89	85-90	Firmicutes
GCF_001884135.1	GCF_000007825.1	89.84	56.36	85-90	Firmicutes
GCF_004569295.1	GCF_014217215.1	92.96	63.31	90-95	Actinobacteriota
GCF_002150735.1	GCF_002242805.1	85.75	16.32	85-90	Actinobacteriota
GCF_002096895.1	GCA_905371745.1	86.75	32.27	85-90	Firmicutes
GCF_002300555.1	GCF_003111685.1	90.77	56.98	90-95	Proteobacteria
GCF_015351235.1	GCF_003856975.1	87.90	52.05	85-90	Actinobacteriota
GCF_018614775.1	GCF_014268655.2	87.25	35.67	85-90	Proteobacteria
GCA_900549915.1	GCA_900770925.1	90.60	18.50	90-95	Firmicutes
GCF_001017125.1	GCF_000304355.2	83.00	16.51	80-85	Halobacteriota
GCA_018064445.1	GCA_018065305.1	90.47	53.12	90-95	Bacteroidota
GCF_013371215.1	GCA_002354635.1	82.65	17.42	80-85	Proteobacteria
GCA_004558145.1	GCA_019114225.1	91.48	65.53	90-95	Firmicutes_A
GCF_001428075.1	GCF_014644495.1	82.66	16.68	80-85	Actinobacteriota
GCF_003337175.1	GCF_000154985.1	84.98	18.60	80-85	Firmicutes
GCF_013343115.1	GCF_000222765.1	85.80	20.03	85-90	Firmicutes
GCF_003324185.1	GCF_010509575.1	84.98	19.81	80-85	Firmicutes_A
GCA_003564505.1	GCA_003566935.1	89.78	26.83	85-90	Firmicutes_D
GCA_003509845.1	GCA_903910765.1	90.96	39.63	90-95	Bacteroidota
GCF_000819745.1	GCF_000819885.1	86.51	31.47	85-90	Proteobacteria
GCA_007280825.1	GCA_016234355.1	87.86	28.12	85-90	Bacteroidota
GCF_002086125.1	GCF_002102155.1	83.56	19.25	80-85	Actinobacteriota
GCA_903900795.1	GCA_903894655.1	90.91	48.05	90-95	Gemmatimonadota
GCF_900103585.1	GCA_013362785.1	90.37	38.69	90-95	Actinobacteriota
GCF_000759475.1	GCF_000468095.1	83.25	17.78	80-85	Proteobacteria
GCF_003688345.1	GCF_003217415.1	83.51	17.12	80-85	Bacteroidota
GCF_014207095.1	GCF_003627795.1	86.75	32.37	85-90	Proteobacteria
GCA_017960885.1	GCA_017962175.1	87.76	24.79	85-90	Bacteroidota
GCF_900119625.1	GCA_905214175.1	89.61	35.60	85-90	Actinobacteriota
GCF_003315515.1	GCF_005484945.1	83.79	23.41	80-85	Proteobacteria
GCF_010728925.1	GCF_000243415.2	84.27	23.65	80-85	Actinobacteriota
GCF_003384945.1	GCF_001618005.1	91.01	64.90	90-95	Actinobacteriota
GCF_001667015.1	GCF_001667185.1	91.78	70.19	90-95	Actinobacteriota
GCF_003943935.1	GCF_003626515.1	91.75	61.13	90-95	Firmicutes
GCF_001953955.1	GCF_000613945.1	90.18	57.49	90-95	Bacteroidota
GCF_014596475.1	GCF_001279695.1	84.95	16.27	80-85	Actinobacteriota
GCF_006227205.1	GCF_014596565.1	94.57	80.25	90-95	Proteobacteria
GCA_902613755.1	GCA_902589725.1	90.29	55.05	90-95	Proteobacteria
GCF_009729075.1	GCF_018326285.1	89.64	50.96	85-90	Actinobacteriota
GCF_002909485.1	GCF_002890915.1	84.50	24.38	80-85	Proteobacteria
GCF_003206135.1	GCF_003206695.1	84.00	25.14	80-85	Proteobacteria
GCA_902626045.1	GCA_902594835.1	84.51	18.70	80-85	Proteobacteria
GCF_900637665.1	GCF_003815715.1	94.70	74.48	90-95	Bacteroidota
GCF_013072695.1	GCF_000369805.1	88.53	47.43	85-90	Proteobacteria
GCF_900156455.1	GCF_006539145.1	83.00	15.92	80-85	Actinobacteriota
GCF_003234175.1	GCF_015350995.1	84.30	19.44	80-85	Actinobacteriota
GCF_001440415.1	GCF_018398895.1	92.29	57.93	90-95	Proteobacteria
GCA_017530735.1	GCA_902774335.1	85.57	22.36	85-90	Bacteroidota
GCF_000245335.1	GCF_004116955.1	87.31	47.99	85-90	Firmicutes
GCF_006494365.1	GCF_900129565.1	82.94	15.33	80-85	Proteobacteria
GCF_009709555.1	GCF_008042075.1	85.27	17.71	85-90	Actinobacteriota
GCA_003279945.1	GCA_003281645.1	90.25	62.15	90-95	Cyanobacteria
GCF_006716765.1	GCF_900188445.1	84.51	17.68	80-85	Actinobacteriota
GCF_002236105.1	GCF_010448615.1	85.50	24.83	85-90	Proteobacteria
GCA_012026675.1	GCA_903933395.1	86.77	25.22	85-90	Proteobacteria
GCA_900552385.1	GCA_900551185.1	95.03	59.44	95-100	Actinobacteriota
GCA_004294385.1	GCA_003542015.1	86.56	16.50	85-90	Cyanobacteria
GCA_902603625.1	GCA_902596515.1	86.27	15.82	85-90	Proteobacteria
GCF_014078525.1	GCF_003175215.1	84.43	33.31	80-85	Thermoproteota
GCA_903953815.1	GCA_903910765.1	90.95	54.16	90-95	Bacteroidota
GCA_017503325.1	GCA_017408625.1	90.79	40.67	90-95	Firmicutes_A
GCF_008373765.1	GCF_003515065.1	85.86	20.01	85-90	Actinobacteriota
GCA_900319305.1	GCA_902799765.1	89.39	36.23	85-90	Bacteroidota
GCA_014381745.1	GCA_018673475.1	83.23	22.38	80-85	Actinobacteriota
GCA_902544135.1	GCA_902538745.1	93.30	55.71	90-95	Proteobacteria
GCA_008373205.1	GCA_002721875.1	84.55	15.15	80-85	Chloroflexota
GCF_001672815.1	GCA_002102225.1	86.50	34.78	85-90	Actinobacteriota
GCA_902584815.1	GCA_902518955.1	94.00	64.00	90-95	Proteobacteria
GCA_015259035.1	GCA_902373375.1	89.70	46.78	85-90	Actinobacteriota
GCF_002095535.1	GCF_900068845.1	83.10	15.30	80-85	Proteobacteria
GCF_007556585.1	GCF_004342625.1	94.57	74.85	90-95	Proteobacteria
GCF_900184965.1	GCA_905200945.1	94.11	77.95	90-95	Verrucomicrobiota
GCA_002789895.1	GCA_001000865.1	86.86	18.69	85-90	Patescibacteria
GCF_013385635.1	GCF_900105185.1	83.51	15.96	80-85	Proteobacteria
GCF_018424685.1	GCA_000517385.1	87.78	40.27	85-90	Firmicutes
GCA_902604245.1	GCA_902531455.1	90.75	28.54	90-95	Proteobacteria
GCF_003721435.2	GCF_000336995.1	84.51	16.06	80-85	Halobacteriota
GCF_008807375.1	GCF_002355475.1	86.50	36.89	85-90	Proteobacteria
GCA_902630555.1	GCA_902618195.1	93.35	39.26	90-95	Proteobacteria
GCA_009920495.1	GCA_903953815.1	91.96	55.63	90-95	Bacteroidota
GCA_902527485.1	GCA_902523895.1	88.55	39.28	85-90	Proteobacteria
GCF_001422735.1	GCA_016783915.1	84.76	16.23	80-85	Proteobacteria
GCA_902563075.1	GCA_902524045.1	83.38	16.12	80-85	Proteobacteria
GCA_017628675.1	GCA_017936605.1	89.54	39.30	85-90	Bacteroidota
GCA_903879465.1	GCA_903855995.1	88.35	20.86	85-90	Verrucomicrobiota
GCF_001705435.1	GCF_014842265.1	92.55	73.82	90-95	Proteobacteria
GCF_016803235.1	GCF_900114845.1	85.53	23.70	85-90	Actinobacteriota
GCF_900230285.1	GCA_902805535.1	87.86	32.60	85-90	Actinobacteriota
GCA_902630925.1	GCA_902545945.1	86.02	23.99	85-90	Proteobacteria
GCF_006715175.1	GCF_003234365.1	84.71	21.75	80-85	Actinobacteriota
GCA_900548255.1	GCA_900544205.1	92.50	62.22	90-95	Actinobacteriota
GCF_001984825.2	GCF_000025565.1	89.02	54.92	85-90	Proteobacteria
GCA_902604795.1	GCA_902585265.1	90.02	42.15	90-95	Proteobacteria
GCF_001969855.1	GCF_001042485.2	94.86	84.99	90-95	Firmicutes
GCF_001766415.1	GCF_000416965.1	84.78	32.66	80-85	Firmicutes
GCF_006438925.1	GCF_013386825.1	83.75	16.03	80-85	Proteobacteria
GCF_003611675.1	GCF_014930455.1	90.44	48.68	90-95	Myxococcota
GCA_902572675.1	GCA_902534685.1	89.29	40.08	85-90	Cyanobacteria
GCF_003149455.1	GCF_902167325.1	90.92	76.31	90-95	Bacteroidota
GCF_900143095.1	GCF_000444135.1	85.01	24.29	85-90	Proteobacteria
GCF_018687895.1	GCF_000019745.1	83.75	18.80	80-85	Proteobacteria
GCA_905234715.1	GCA_902787975.1	88.44	37.12	85-90	Firmicutes_A
GCF_000735435.1	GCF_001598295.1	95.34	83.43	95-100	Proteobacteria
GCF_003339645.1	GCF_900102175.1	86.90	41.52	85-90	Actinobacteriota
GCF_000006985.1	GCA_013334655.1	83.07	16.55	80-85	Bacteroidota
GCF_003413745.1	GCA_002364245.1	84.95	18.59	80-85	Bacteroidota
GCA_002438565.1	GCA_002349565.1	88.79	48.82	85-90	Proteobacteria
GCF_006715305.1	GCF_002929215.1	85.35	28.28	85-90	Actinobacteriota
