pairid	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95
GCA_903930765.1__GCA_903892355.1	CAIYZV010000001.1	CAITIE010000001.1	94.3837	95.4141	0.8116	0.7651	0.04774	93.8798	359	0.9950	26	1.729	0.6726	94.6642	96.5382	0.3183	1.24	AlfI:95.25,AloI:95.57,BcgI:95.44,FalI:95.32	5968	359	9465	87	15.467966573816156	ok	94.3837	gamma	94.7662
GCF_003173575.1__GCF_014306625.1	NZ_QGNY01000001.1	NZ_JACRYL010000010.1	85.2819	88.6977	0.4009	0.3874	0.20770	85.2844	29	0.9497	19	3.165	0.2380	88.1932	92.5781	1.7931	2.03	AlfI:89.29,AloI:87.50,BcgI:89.02,FalI:88.25	645	29	1868	41	13.379310344827585	ok	85.2819	gamma	88.5649
GCF_003253745.1__GCF_001425625.1	NZ_MZXV01000013.1	NZ_LMCP01000001.1	91.3383	92.2422	0.6239	0.7210	0.05722	88.8971	91	0.9869	64	4.741	0.4223	91.8275	93.9455	0.2601	0.45	AlfI:92.26,AloI:92.01,BcgI:92.27,FalI:92.11	5216	91	12517	237	54.08791208791209	ok	91.3383	gamma	91.9330
GCF_003231305.1__GCF_902498185.1	NZ_QKVM01000001.1	NZ_CABVIX010000001.1	86.3334	88.8226	0.3983	0.4601	0.11943	85.1491	70	0.9828	18	4.219	0.2227	88.4582	92.3905	1.5125	5.01	AlfI:88.66,AloI:88.66,BcgI:88.69,FalI:90.17	1479	70	5431	76	15.7	ok	86.3334	gamma	88.6680
GCF_900114915.1__GCF_002266435.2	NZ_FOUS01000049.1	NZ_CP029426.1	92.1348	93.2132	0.7523	0.8963	0.04602	90.2553	57	0.9959	30	3.258	0.4940	92.6396	94.9804	0.3253	1.20	AlfI:93.21,AloI:93.07,BcgI:93.26,FalI:92.93	7765	57	16246	595	128.6140350877193	ok	92.1348	gamma	92.7270
GCF_004769405.1__GCF_002812205.1	NZ_RQES01000005.1	NZ_NPEA01000001.1	87.8466	89.9213	0.8760	0.8723	0.12877	88.7811	21	0.9903	11	3.601	0.3146	89.4268	92.8868	0.8609	1.70	AlfI:89.88,AloI:89.29,BcgI:89.73,FalI:90.15	1214	21	4015	154	54.57142857142857	ok	87.8466	gamma	89.6594
GCF_011947225.1__GCF_016863255.1	NZ_JAATVW010000001.1	NZ_BOON01000001.1	87.2585	89.6546	0.4301	0.3914	0.12538	85.8607	58	0.9684	31	3.707	0.2640	89.2198	93.0795	2.2500	10.92	AlfI:90.30,AloI:90.11,BcgI:89.16,FalI:91.41	1487	58	4262	85	17.396551724137932	ok	87.2585	gamma	89.4425
GCF_002754245.1__GCF_900128945.1	NZ_PEEX01000001.1	NZ_FQUD01000002.1	84.5857	87.9643	0.6621	0.6740	0.16888	86.1291	13	0.9808	12	3.454	0.2202	87.4801	92.1836	0.4931	0.36	AlfI:88.05,AloI:87.59,BcgI:87.82,FalI:88.08	800	13	3249	187	48.15384615384615	ok	84.5857	gamma	87.7799
GCF_904846525.1__GCF_904846185.1	NZ_CAJHAZ010000001.1	NZ_CAJGZQ010000001.1	96.4388	97.1269	0.8503	0.8295	0.05871	96.4239	62	0.9887	30	1.224	0.8112	96.3122	97.7408	0.8384	2.69	AlfI:97.19,AloI:96.40,BcgI:97.24,FalI:96.85	2754	62	3610	148	43.516129032258064	ok	96.4388	gamma	96.4634
GCF_014205255.1__GCF_016860545.1	NZ_JACHNE010000001.1	NZ_BNEB01000001.1	84.7850	88.7290	0.5571	0.5433	0.09582	85.6248	41	0.9763	40	2.948	0.2207	88.2150	93.2658	3.5720	26.54	AlfI:88.83,AloI:87.44,BcgI:88.59,FalI:91.01	2187	41	8717	293	41.1219512195122	INCONSISTENT	88.7290	uniform_fallback	88.3846
GCF_002929805.1__GCF_002929505.1	NZ_PJJM01000001.1	NZ_PJJL01000001.1	86.3885	88.5863	0.4705	0.5055	0.12930	85.3108	58	0.9782	19	4.943	0.2085	88.2584	91.9859	3.2930	8.52	AlfI:89.07,AloI:87.24,BcgI:88.35,FalI:90.53	1226	58	4808	58	15.706896551724139	ok	86.3885	gamma	88.4847
GCF_900115095.1__GCF_001552135.1	NZ_FOVH01000055.1	NZ_BCQP01000001.1	88.5471	90.5441	0.3744	0.3972	0.09599	86.4421	95	0.9622	66	3.601	0.3151	90.0688	93.4047	0.7025	3.15	AlfI:90.11,AloI:90.10,BcgI:90.74,FalI:90.80	2404	95	6218	175	18.705263157894738	ok	88.5471	gamma	90.2415
GCF_001839655.1__GCF_000213805.1	NZ_LWDZ01000001.1	NC_015556.1	91.1623	92.4923	0.8420	0.8843	0.06412	90.2882	44	0.9932	26	3.258	0.4397	91.9412	94.6209	1.1957	9.09	AlfI:92.42,AloI:92.87,BcgI:92.35,FalI:93.55	4103	44	9629	343	87.56818181818181	ok	91.1623	gamma	92.0606
GCF_003290185.1__GCF_000737715.1	NZ_QNFY01000001.1	NZ_JPRN01000001.1	87.3003	89.6428	0.4288	0.4273	0.18414	86.5281	31	0.9710	15	3.454	0.2982	89.1424	92.8111	0.2366	0.10	AlfI:89.49,AloI:89.49,BcgI:89.64,FalI:89.72	762	31	2056	57	17.193548387096776	ok	87.3003	gamma	89.4746
GCA_011772475.1__GCA_011773465.1	WVZK01000188.1	WVXO01000001.1	89.5516	89.5516	0.3209	0.4249	0.24150	86.6083	27	0.9847	4	inf	0.2945	89.3997	90.6734	2.4693	3.67	AlfI:91.13,AloI:90.60,BcgI:88.66,FalI:89.38	644	27	1179	38	10.518518518518519	ok	89.5516	uniform	89.8308
GCA_012837825.1__GCA_002304935.1	DUQM01000030.1	DBPS01000001.1	89.1219	89.1219	0.1990	0.2146	0.44766	85.1495	8	1.0000	0	inf	0.2718	88.8636	91.5915	5.7011	3.82	AlfI:87.65,AloI:84.58,BcgI:86.95,FalI:90.28	196	8	374	8	6.5	ok	89.1219	uniform	89.6638
GCF_001807265.1__GCF_013978595.1	NZ_KV788368.1	NZ_JACDTZ010000001.1	93.1391	94.5719	0.8887	0.8893	0.07647	93.3778	47	0.9954	11	1.729	0.6031	93.7725	96.1837	0.7432	3.69	AlfI:94.72,AloI:95.13,BcgI:94.38,FalI:94.64	2595	47	4553	170	51.91489361702128	ok	93.1391	gamma	93.9275
GCF_000749845.1__GCF_019056595.1	NZ_JQHM01000001.1	NZ_CP036163.1	92.6564	93.5489	0.8176	0.8289	0.07463	91.8161	45	0.9931	19	3.454	0.5213	93.0203	95.0245	0.7620	1.32	AlfI:93.54,AloI:93.92,BcgI:93.57,FalI:93.16	2890	45	5769	348	61.37777777777778	ok	92.6564	gamma	93.1641
GCF_015207875.1__GCF_002368115.1	NZ_JADEVZ010000101.1	NZ_AP018316.1	94.1266	95.5633	0.2500	0.2642	0.16254	91.9841	52	0.9828	6	1.260	0.6961	94.5165	96.9106	1.2711	2.26	AlfI:94.70,AloI:94.63,BcgI:95.90,FalI:95.64	1625	52	848	28	7.596153846153846	INCONSISTENT	94.1266	gamma	94.8777
GCF_014205165.1__GCF_900091595.1	NZ_JACHMZ010000001.1	NZ_FMCW01000097.1	96.6944	97.1924	0.8080	0.8132	0.03471	96.0521	97	0.9871	96	1.565	0.8130	96.5173	97.7041	0.4881	7.91	AlfI:97.31,AloI:97.56,BcgI:97.07,FalI:97.37	9412	97	9811	363	76.5979381443299	ok	96.6944	gamma	96.6067
GCA_009836625.1__GCA_009837085.1	VXVC01000013.1	VXUF01000036.1	93.2694	93.9791	0.8025	0.7978	0.06611	92.2786	146	0.9624	131	3.707	0.5565	93.4757	95.2033	0.9204	3.72	AlfI:93.92,AloI:93.75,BcgI:93.96,FalI:94.67	3703	146	6786	161	23.965753424657535	ok	93.2694	gamma	93.6057
GCF_002023715.1__GCF_001521765.1	NZ_MAHX01000001.1	NZ_LNOK01000001.1	95.3863	96.1538	0.8225	0.7914	0.07593	95.2306	42	0.9875	27	1.631	0.7430	95.4340	96.9261	0.6610	3.68	AlfI:96.14,AloI:95.71,BcgI:95.83,FalI:96.37	2285	42	3201	194	51.976190476190474	ok	95.3863	gamma	95.6115
GCF_014205055.1__GCF_004803895.1	NZ_JACHMS010000001.1	NZ_CP021978.1	94.2092	95.0023	0.7915	0.8112	0.04386	92.8265	50	0.9932	49	2.516	0.6379	94.3496	96.1469	1.3214	19.67	AlfI:94.70,AloI:94.88,BcgI:95.01,FalI:96.02	7510	50	12294	1324	143.32	ok	94.2092	gamma	94.4405
GCF_900163785.1__GCF_001606025.1	NZ_FUKN01000014.1	NZ_CP014945.1	90.6197	91.9765	0.9274	0.9035	0.11009	90.7449	21	0.9921	11	3.556	0.4146	91.4516	94.1084	2.6957	2.81	AlfI:91.99,AloI:89.42,BcgI:92.12,FalI:91.89	1442	21	3647	287	66.95238095238095	ok	90.6197	gamma	91.6557
GCF_017875395.1__GCF_000006175.1	NZ_JAGGMO010000001.1	NC_014222.1	86.2794	88.9143	0.7481	0.7584	0.31117	87.3418	10	0.9895	2	3.601	0.2576	88.4619	92.7086	2.4633	3.05	AlfI:88.83,AloI:89.49,BcgI:87.13,FalI:89.60	237	10	811	67	19.8	ok	86.2794	gamma	89.0189
GCF_001612785.1__GCF_001612745.1	NZ_BDBC01000001.1	NZ_BDBA01000001.1	90.3765	91.2397	0.4411	0.3982	0.08212	87.4058	199	0.9439	132	6.138	0.3538	90.9179	93.0077	1.9112	6.73	AlfI:91.33,AloI:90.82,BcgI:91.16,FalI:92.73	3214	199	7308	75	12.155778894472363	ok	90.3765	gamma	91.0660
GCF_004364245.1__GCF_019049325.1	NZ_SOAV01000001.1	NZ_JAGMUO010000088.1	92.5681	93.5566	0.7538	0.7032	0.05677	90.9603	100	0.9840	76	3.165	0.5219	92.9899	95.1291	2.0736	23.38	AlfI:93.43,AloI:92.88,BcgI:93.54,FalI:94.95	5093	100	10040	248	47.87	ok	92.5681	gamma	93.0994
GCF_009709675.1__GCF_016907355.1	NZ_WMLB01000001.1	NZ_JAFBBW010000001.1	86.3044	89.2469	0.6949	0.7588	0.10076	86.5294	38	0.9946	8	3.454	0.2387	88.7995	93.0346	4.2673	15.81	AlfI:89.38,AloI:87.60,BcgI:89.20,FalI:91.86	1707	38	7061	212	40.078947368421055	ok	86.3044	gamma	88.9775
GCF_002551815.1__GCF_000291355.1	NZ_NVPR01000087.1	NZ_JH791984.1	86.7168	89.8086	0.2694	0.2733	0.21878	85.8442	27	0.9849	5	2.701	0.3035	89.2124	93.4384	1.1716	0.72	AlfI:89.38,AloI:88.86,BcgI:90.03,FalI:89.94	1454	27	1415	80	13.11111111111111	INCONSISTENT	86.7168	gamma	89.6095
GCA_017617115.1__GCA_017551545.1	JAFZXA010000086.1	JAFZLJ010000146.1	88.9061	89.7873	0.3489	0.2676	0.23659	86.2578	31	0.9840	3	7.405	0.3013	89.5196	91.7329	1.2706	1.11	AlfI:90.38,AloI:90.11,BcgI:89.11,FalI:89.93	556	31	1187	14	6.967741935483871	ok	88.9061	gamma	89.9438
GCF_003287975.1__GCF_001863355.1	NZ_QMKQ01000001.1	NZ_MOLR01000001.1	92.8085	94.0151	0.7612	0.7622	0.06434	91.8934	69	0.9930	25	2.374	0.5585	93.2995	95.7431	1.4669	17.16	AlfI:94.13,AloI:94.48,BcgI:93.68,FalI:95.14	3745	69	7209	368	52.20289855072464	ok	92.8085	gamma	93.4262
GCA_902527545.1__GCA_902514885.1	CABZPR010000001.1	CABXST010000001.1	NaN	NaN	0.0000	0.0000	NaN	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	48	0	0	0	0	BELOW_DETECTION	NaN	none	82.4920
GCA_017629035.1__GCA_017559425.1	JAGBXX010000007.1	JAFYSI010000018.1	90.4752	90.4752	0.0824	0.0833	0.44443	85.3680	12	0.9870	1	inf	0.3188	90.4041	91.3749	3.9614	2.64	AlfI:89.40,AloI:93.36,BcgI:89.85,FalI:91.84	337	12	286	11	7.333333333333333	INCONSISTENT	90.4752	uniform	91.2016
GCF_003952025.1__GCF_002860345.1	NZ_QXGI01000001.1	NZ_NMYC01000001.1	93.2596	94.0167	0.7644	0.9081	0.07387	92.4705	35	0.9926	20	3.497	0.5560	93.4963	95.2970	0.6363	1.55	AlfI:93.76,AloI:93.86,BcgI:94.08,FalI:94.39	2786	35	5300	361	77.77142857142857	ok	93.2596	gamma	93.6411
GCA_902606445.1__GCA_902532565.1	CACLGJ010000001.1	CACAIR010000001.1	91.2283	91.2283	0.1795	0.2373	0.80521	86.3848	1	1.0000	0	inf	0.3951	90.7448	93.1687	6.2127	1.15	AlfI:90.54,AloI:87.52,BcgI:93.73,FalI:91.16	47	1	82	5	5	INCONSISTENT	91.2283	uniform	92.2640
GCF_000876655.1__GCF_000685965.1	NZ_JYCN01000001.1	NZ_JMLE01000001.1	89.0859	91.0815	0.7557	0.7199	0.09380	88.6242	53	0.9873	24	3.165	0.3512	90.5443	94.0093	2.2062	19.97	AlfI:91.13,AloI:91.49,BcgI:90.53,FalI:92.74	2114	53	5984	185	36.20754716981132	ok	89.0859	gamma	90.7148
GCF_001865065.1__GCF_018885305.1	NZ_MJGN01000001.1	NZ_CP076544.1	85.6043	88.9573	0.5528	0.6422	0.12323	85.9155	49	0.9848	15	3.258	0.2272	88.4942	92.9974	3.8250	11.81	AlfI:88.46,AloI:87.46,BcgI:89.08,FalI:91.29	1213	49	5007	96	20.816326530612244	ok	85.6043	gamma	88.7121
GCA_902529785.1__GCA_902522525.1	CABZXV010000001.1	CABYVU010000001.1	94.0696	94.6162	0.4738	0.4190	0.30493	91.7294	13	0.9832	2	3.707	0.6301	94.1120	95.5077	2.1078	2.32	AlfI:94.46,AloI:96.30,BcgI:94.91,FalI:94.19	199	13	297	18	10	ok	94.0696	gamma	94.7524
GCF_004569505.1__GCF_000213575.1	NZ_SPPK01000100.1	NZ_GL892004.1	94.3203	94.9790	0.8003	0.8310	0.08272	93.8845	31	0.9903	21	2.863	0.6499	94.4154	95.8810	1.3599	4.01	AlfI:95.30,AloI:93.94,BcgI:94.96,FalI:95.04	2301	31	3596	468	70.45161290322581	ok	94.3203	gamma	94.5900
GCF_900582195.1__GCF_003732425.1	NZ_UTHA01000310.1	NZ_MOBX01000013.1	92.7770	93.6869	0.8340	0.8707	0.05072	91.4807	99	0.9945	32	3.258	0.5302	93.1628	95.1134	0.4734	1.68	AlfI:93.70,AloI:94.10,BcgI:93.63,FalI:93.82	6083	99	12057	853	59.54545454545455	ok	92.7770	gamma	93.2607
GCF_002013415.1__GCF_013449725.1	NZ_MAEX01000001.1	NZ_JACCFF010000001.1	87.5818	88.5038	0.7510	0.8177	0.10455	86.5570	40	0.9938	9	9.871	0.2075	88.3019	90.8975	1.9385	8.60	AlfI:88.36,AloI:88.50,BcgI:88.35,FalI:90.29	1594	40	7432	117	36.825	ok	87.5818	gamma	88.4836
GCF_002860865.1__GCA_905221095.1	NZ_PKIE01000001.1	CAJNBV010000001.1	93.6538	94.5049	0.7310	0.7834	0.12227	93.2677	45	0.9708	31	2.623	0.6198	93.8700	95.6352	0.1416	0.05	AlfI:94.45,AloI:94.45,BcgI:94.59,FalI:94.49	1396	45	1896	124	23.88888888888889	ok	93.6538	gamma	94.1233
GCF_002584535.1__GCF_000161455.1	NZ_NUOT01000100.1	NZ_CM000745.1	91.1455	92.5906	0.6057	0.5553	0.11436	90.1304	59	0.9867	17	2.781	0.4757	91.9560	94.6543	1.2960	3.78	AlfI:92.65,AloI:93.27,BcgI:91.97,FalI:92.76	2071	59	3180	172	22.35593220338983	ok	91.1455	gamma	92.1740
GCF_001921865.1__GCF_001439695.1	NZ_MSCT01000001.1	NZ_JYLL01000010.1	87.0406	88.8629	0.3964	0.3761	0.11759	85.0757	68	0.9584	48	5.395	0.2256	88.5461	91.9076	0.7788	1.08	AlfI:88.67,AloI:89.45,BcgI:88.85,FalI:89.02	1616	68	5541	101	17.279411764705884	ok	87.0406	gamma	88.7526
GCF_900155425.1__GCF_000156495.1	NZ_LT700189.1	NZ_DS996545.1	88.4945	89.9543	0.5369	0.5811	0.12464	87.1613	52	0.9571	48	5.089	0.2929	89.5787	92.4399	0.5221	1.27	AlfI:89.64,AloI:90.16,BcgI:90.14,FalI:89.64	1564	52	4112	88	21.596153846153847	ok	88.4945	gamma	89.8018
GCA_902573755.1__GCA_902559935.1	CACGLD010000001.1	CACEJN010000001.1	95.3872	95.3872	0.3212	0.3757	0.31640	92.1738	15	0.9806	2	inf	0.6875	95.1286	95.7627	3.5988	4.11	AlfI:97.48,AloI:94.46,BcgI:93.88,FalI:95.50	185	15	223	15	7.733333333333333	ok	95.3872	uniform	95.8266
GCA_017995215.1__GCA_012523055.1	JAGOJH010000082.1	JAAYJG010000191.1	92.9547	92.9547	0.1114	0.1012	0.25609	88.2916	22	1.0000	0	inf	0.4882	92.8174	93.4491	1.4300	0.97	AlfI:93.12,AloI:94.00,BcgI:92.79,FalI:92.57	807	22	550	9	5.7272727272727275	INCONSISTENT	92.9547	uniform	93.3050
GCF_005497185.1__GCF_012427845.1	NZ_RJTN01000001.1	NZ_CP038498.1	94.4989	95.3315	0.8498	0.8745	0.05933	94.1162	49	0.9970	11	2.148	0.6652	94.6496	96.3982	0.5471	2.68	AlfI:95.30,AloI:95.59,BcgI:95.25,FalI:95.79	3838	49	6158	427	76.3265306122449	ok	94.4989	gamma	94.7753
GCF_902506505.1__GCF_014174475.1	NZ_LR733411.1	NZ_JACJUD010000001.1	87.7554	90.2213	0.6409	0.6180	0.09671	87.1345	84	0.9522	83	3.258	0.2937	89.7086	93.6885	1.9249	10.55	AlfI:89.73,AloI:90.68,BcgI:90.25,FalI:91.66	2006	84	6466	100	20.702380952380953	ok	87.7554	gamma	89.8817
GCF_018069625.1__GCF_000147815.2	NZ_CP072941.1	NC_015957.1	96.1602	96.8051	0.8568	0.8285	0.03213	95.2791	71	0.9928	70	1.520	0.7832	96.0520	97.4756	0.9431	24.34	AlfI:96.70,AloI:96.72,BcgI:96.75,FalI:97.65	11028	71	13533	1028	137.71830985915494	ok	96.1602	gamma	96.1306
GCF_013179805.1__GCF_000214075.1	NZ_SRRZ01000001.1	NZ_AFJC01000040.1	93.1767	94.3716	0.6477	0.7398	0.06518	92.2987	197	0.9871	41	2.175	0.5903	93.6164	95.9235	0.9409	7.14	AlfI:94.59,AloI:94.16,BcgI:94.48,FalI:93.65	3911	197	6532	58	16.868020304568528	ok	93.1767	gamma	93.7475
GCA_900545605.1__GCA_900544465.1	UQZL01000001.1	UQVT01000001.1	95.6258	96.5470	0.5395	0.6007	0.07293	94.5888	162	0.9465	105	1.224	0.7642	95.7124	97.3819	1.0873	4.51	AlfI:96.63,AloI:97.51,BcgI:96.42,FalI:96.67	2240	162	2894	81	12.45679012345679	ok	95.6258	gamma	95.8852
GCF_004166885.1__GCA_902373455.1	NZ_RCYU01000001.1	CABKMC010000001.1	92.4420	93.3238	0.0748	0.0989	0.37524	88.4369	20	0.8667	16	3.355	0.5311	92.8345	94.7084	3.9656	3.73	AlfI:92.36,AloI:95.58,BcgI:91.61,FalI:93.67	336	20	256	10	6.2	INCONSISTENT	92.4420	gamma	93.5732
GCA_900551605.1__GCA_900542315.1	URWS01000001.1	UQMV01000001.1	94.9236	96.3539	0.7208	0.6283	0.06989	94.7726	222	0.9978	4	0.945	0.7486	95.2686	97.5310	0.7633	5.34	AlfI:96.24,AloI:96.88,BcgI:96.25,FalI:97.00	2385	222	3456	33	9.036036036036036	ok	94.9236	gamma	95.4304
GCF_003149025.1__GCF_004011095.1	NZ_QGDV01000001.1	NZ_CP028129.1	85.6791	88.3046	0.6569	0.7227	0.13582	NaN	35	0.9864	11	4.472	0.1975	87.9667	92.0497	3.2469	9.42	AlfI:88.13,AloI:87.51,BcgI:88.20,FalI:90.76	1022	35	4612	143	23.82857142857143	BELOW_DETECTION	85.6791	gamma	88.2042
GCA_002364755.1__GCA_014171555.1	DEZI01000027.1	CP050452.1	89.8348	91.4237	0.7976	0.8036	0.07396	88.8961	58	0.9928	21	3.601	0.3653	90.9474	93.9224	2.1754	21.08	AlfI:91.62,AloI:91.84,BcgI:90.99,FalI:93.16	3050	58	8806	291	50.62068965517241	ok	89.8348	gamma	91.0817
GCF_000215385.1__GCA_905370255.1	NZ_AFNN01000030.1	CAJPKC010000001.1	95.7089	96.2941	0.0836	0.0634	0.26230	91.8502	27	0.8874	17	1.729	0.7548	95.9580	96.6215	0.7348	0.34	AlfI:96.67,AloI:95.93,BcgI:96.63,FalI:96.15	525	27	248	10	5.962962962962963	INCONSISTENT	95.7089	gamma	96.5828
GCF_004343775.1__GCF_001443045.1	NZ_PTXL01000011.1	NZ_LKPJ01000040.1	91.1186	92.2915	0.5738	0.6034	0.05317	88.3408	151	0.9763	134	3.817	0.4230	91.8034	94.2988	0.9830	5.13	AlfI:92.02,AloI:91.99,BcgI:92.35,FalI:92.97	6348	151	14390	267	37.50993377483444	ok	91.1186	gamma	91.9015
GCF_002216875.1__GCF_000485795.1	NZ_CP022358.1	NZ_AXZL01000001.1	92.7363	94.2400	0.7926	0.8284	0.06941	92.5600	88	0.9720	86	1.833	0.5802	93.4271	96.0239	1.5403	7.29	AlfI:94.13,AloI:95.67,BcgI:94.14,FalI:94.40	3312	88	5967	201	34.90909090909091	ok	92.7363	gamma	93.5658
GCF_009695995.1__GCA_003447295.1	NZ_VUMU01000001.1	DLZQ01000075.1	94.1841	95.2203	0.4512	0.5824	0.11317	92.7583	74	0.9484	55	1.833	0.6612	94.4549	96.4210	0.7129	1.37	AlfI:95.22,AloI:95.75,BcgI:95.04,FalI:95.21	1260	74	1809	110	14.662162162162161	ok	94.1841	gamma	94.6958
GCF_009763245.1__GCF_900105355.1	NZ_WKJZ01000001.1	NZ_FNSC01000003.1	88.0730	89.1292	0.4214	0.3343	0.14065	85.5466	73	0.9187	67	7.948	0.2363	88.8893	91.6199	2.6981	8.86	AlfI:89.33,AloI:91.25,BcgI:88.55,FalI:89.71	1178	73	3658	40	11.36986301369863	ok	88.0730	gamma	89.1357
GCF_900580675.1__GCF_003852235.1	NZ_UTBG01000254.1	NZ_CP027732.1	89.5542	91.0470	0.6406	0.6718	0.07976	88.0357	118	0.9916	20	4.097	0.3427	90.6252	93.4753	1.2559	8.18	AlfI:91.11,AloI:92.02,BcgI:90.76,FalI:91.80	2807	118	8092	122	21.033898305084747	ok	89.5542	gamma	90.7690
GCF_017696175.1__GCA_902596585.1	NZ_JAAORE010000001.1	CACJUL010000001.1	91.8966	91.8966	0.4061	0.5783	0.27601	89.3110	20	0.9325	17	inf	0.4384	91.6690	92.7895	1.5018	0.84	AlfI:91.14,AloI:91.08,BcgI:92.58,FalI:91.98	317	20	609	29	12.75	ok	91.8966	uniform	92.1863
GCF_900114375.1__GCA_014138645.1	NZ_FOSV01000064.1	JACJIB010000001.1	89.2973	91.7779	0.3441	0.3281	0.10757	87.6038	132	0.9277	98	2.305	0.3910	91.1136	94.7311	2.8190	12.18	AlfI:91.98,AloI:90.71,BcgI:91.58,FalI:93.53	2167	132	3973	55	10.530303030303031	ok	89.2973	gamma	91.3119
GCF_014199935.1__GCF_003111705.1	NZ_JACHOP010000001.1	NZ_CP029173.1	89.3402	91.0438	0.3457	0.3098	0.11336	86.9556	127	0.9256	92	3.707	0.3438	90.5560	93.6853	2.7416	8.61	AlfI:91.43,AloI:89.53,BcgI:90.93,FalI:92.27	2085	127	4042	49	10.007874015748031	ok	89.3402	gamma	90.7614
GCF_002855495.1__GCF_001296025.1	NZ_PKRO01000100.1	NZ_LJHV01000001.1	84.8200	87.6297	0.5004	0.5368	0.15840	NaN	42	0.9773	13	4.741	0.1721	87.3111	91.6656	1.2164	1.81	AlfI:87.55,AloI:88.66,BcgI:87.44,FalI:88.26	761	42	3846	53	14.30952380952381	BELOW_DETECTION	84.8200	gamma	87.5872
GCA_003349915.1__GCF_011947365.2	QFXE01000001.1	NZ_JAAVSH020000001.1	93.5695	93.9435	0.7240	0.7516	0.07758	92.1538	101	0.9685	80	6.320	0.5543	93.5864	94.8110	1.0591	4.74	AlfI:94.28,AloI:93.86,BcgI:93.92,FalI:93.22	2813	101	4863	80	25.326732673267326	ok	93.5695	gamma	93.7383
GCF_001514145.1__GCF_006539505.1	NZ_KQ948656.1	NZ_BJND01000001.1	86.7840	89.6711	0.3322	0.3997	0.09865	85.3691	89	0.9596	66	3.165	0.2672	89.1760	93.3347	3.1310	20.62	AlfI:89.72,AloI:88.61,BcgI:89.55,FalI:91.74	2451	89	6917	124	18.59550561797753	ok	86.7840	gamma	89.3518
GCF_013359695.1__GCF_900187615.1	NZ_JABFMU010000100.1	NZ_FYDO01000067.1	89.0912	90.8626	0.5112	0.5684	0.08558	87.3526	104	0.9809	41	3.707	0.3320	90.4075	93.5531	0.9528	4.95	AlfI:90.79,AloI:91.54,BcgI:90.69,FalI:91.64	2594	104	7306	140	21.201923076923077	ok	89.0912	gamma	90.5617
GCF_003143935.1__GCF_015163075.1	NZ_QFRX01000001.1	NZ_JADDXU010000001.1	93.4953	94.6022	0.7902	0.8030	0.04402	92.1643	88	0.9888	83	2.148	0.6053	93.8708	96.0586	2.2099	61.72	AlfI:94.08,AloI:94.13,BcgI:94.67,FalI:96.29	7835	88	13546	409	84.04545454545455	ok	93.4953	gamma	93.9600
GCF_007829855.1__GCA_003268675.1	NZ_VIWQ01000001.1	CP029378.1	84.3386	88.9230	0.5129	0.5313	0.10498	85.8560	49	0.9780	31	2.516	0.2293	88.3539	93.7496	4.1606	41.52	AlfI:88.13,AloI:87.81,BcgI:88.92,FalI:91.98	1813	49	7045	327	29.122448979591837	INCONSISTENT	88.9230	uniform_fallback	88.5403
GCF_004331265.1__GCF_900322725.1	NZ_SJOO01000001.1	NZ_LT991957.1	87.3554	90.4919	0.7656	0.7080	0.09677	87.7797	40	0.9888	19	2.516	0.3119	89.8926	94.0767	1.0829	9.46	AlfI:91.08,AloI:91.03,BcgI:90.00,FalI:90.27	1814	40	6201	195	43.1	ok	87.3554	gamma	90.0674
GCF_007829875.1__GCF_900091845.1	NZ_VIWV01000001.1	NZ_FMCI01000396.1	89.2947	90.8173	0.2943	0.2792	0.11158	86.5601	112	0.9162	111	4.219	0.3312	90.3972	93.3278	2.5642	12.59	AlfI:90.67,AloI:90.19,BcgI:90.68,FalI:92.76	2340	112	4350	45	11.839285714285714	ok	89.2947	gamma	90.5982
GCA_017303395.1__GCA_002337045.1	JAFLBN010000001.1	DDFF01000014.1	91.8216	93.8587	0.7645	0.8148	0.09377	92.1400	54	0.9904	16	1.611	0.5523	92.9257	96.0837	0.6313	0.54	AlfI:93.82,AloI:93.36,BcgI:93.99,FalI:93.78	1911	54	3607	176	31.685185185185187	ok	91.8216	gamma	93.1109
GCA_900554985.1__GCA_900752425.1	USJQ01000001.1	CAADVE010000001.1	95.4283	95.9919	0.5421	0.4349	0.09120	93.6078	145	0.9905	10	2.305	0.7195	95.4528	96.6567	0.7253	1.30	AlfI:95.82,AloI:95.71,BcgI:96.00,FalI:96.43	1621	145	2132	29	8.172413793103448	ok	95.4283	gamma	95.6569
GCF_013433315.1__GCF_012974785.1	NZ_WXVV01000001.1	NZ_CP027561.1	88.4894	90.3346	0.7950	0.8013	0.07074	87.4457	67	0.9918	26	4.046	0.2989	89.9017	93.2547	1.2798	6.37	AlfI:90.35,AloI:91.48,BcgI:90.20,FalI:90.34	3426	67	11717	187	47.985074626865675	ok	88.4894	gamma	90.0279
