pairid	ani_gated	breakpoint_count	synteny_score	dnadiff_blocks	dnadiff_breakpoints	dnadiff_large_indels	dnadiff_synteny_score	dnadiff_blocks_min10000	dnadiff_breakpoints_min10000	dnadiff_large_indels_min10000	dnadiff_blocks_min5000	dnadiff_breakpoints_min5000	dnadiff_large_indels_min5000	mm2_blocks	mm2_breakpoints	mm2_large_indels	mm2_synteny_score	mm2_status
GCF_006575665.1__GCF_005281475.1	87.0092	31	0.9423	1137	59	657	0.94806338028169	1137	58	93	1137	59	224	88	31	81	0.643678	ok
GCF_016406305.1__GCF_000217915.1	90.1857	51	0.9747	727	491	384	0.3236914600550964	727	491	362	727	491	372	172	94	67	0.450292	ok
GCA_017466215.1__GCA_017410075.1	90.0525	3	0.9779	386	285	163	0.2597402597402597	386	254	89	386	265	119	182	144	99	0.20442	ok
GCA_017556515.1__GCA_017380975.1	94.5589	2	0.973	436	329	159	0.2436781609195402	436	269	36	436	286	74	390	335	165	0.138817	ok
GCF_008370325.1__GCF_900094585.1	89.9046	45	0.9883	1015	617	653	0.3915187376725838	1015	611	553	1015	614	593	184	126	121	0.311475	ok
GCA_900539945.1__GCA_004558805.1	89.4064	20	0.9613	727	523	350	0.2796143250688705	727	496	269	727	510	304	283	205	134	0.27305	ok
GCF_003610295.1__GCF_902833645.1	91.1867	93	0.9837	1311	830	756	0.366412213740458	1311	830	614	1311	830	666	271	183	207	0.322222	ok
GCA_900472575.1__GCA_002376235.1	89.1024	27	0.9909	794	440	390	0.4451450189155107	794	429	267	794	434	311	130	103	63	0.20155	ok
GCF_900290235.1__GCF_009857135.1	94.7951	54	0.992	1592	157	1150	0.9013199245757384	1592	147	375	1592	149	699	271	196	149	0.274074	ok
GCF_900156625.1__GCF_000973105.1	93.9675	15	0.9952	387	57	312	0.8523316062176166	387	49	175	387	50	226	70	49	43	0.289855	ok
GCF_014281965.1__GCF_004795915.1	95.4907	16	0.9977	356	37	261	0.895774647887324	356	35	134	356	36	187	48	37	25	0.212766	ok
GCF_001700965.1__GCA_002345545.1	87.2117	85	0.9136	1057	767	545	0.2736742424242424	1057	767	526	1057	767	529	311	157	282	0.493548	ok
GCF_002846275.1__GCF_016862935.1	90.6005	107	0.9699	2149	1547	1085	0.2797951582867783	2149	1547	1060	2149	1547	1068	262	142	231	0.455939	ok
GCF_014873765.1__GCA_018902545.1	87.0907	7	0.9905	754	565	345	0.249667994687915	754	548	289	754	555	318	252	185	127	0.262948	ok
GCF_001261775.1__GCF_015667585.1	91.1729	42	0.9752	570	411	271	0.2776801405975395	570	408	245	570	410	263	124	88	69	0.284553	ok
GCA_003162475.1__GCA_003132305.1	86.7862	16	0.9443	341	219	206	0.3558823529411764	341	215	162	341	217	184	129	89	80	0.304688	ok
GCA_005503215.1__GCF_001468285.1	88.3331	58	0.9578	1303	953	672	0.2680491551459293	1303	928	598	1303	937	624	394	296	212	0.246819	ok
GCA_016125555.1__GCF_006542605.1	85.9946	22	0.974	1013	76	829	0.924901185770751	1013	75	84	1013	76	248	121	93	61	0.225	ok
GCF_000482425.1__GCF_018131185.1	91.0733	55	0.9902	1469	978	774	0.3337874659400545	1469	978	706	1469	978	721	130	68	105	0.472868	ok
GCF_001684975.1__GCF_000799375.1	85.0646	13	0.9605	931	515	519	0.446236559139785	931	496	267	931	511	366	138	92	86	0.328467	ok
GCF_001422645.1__GCF_005937985.2	84.772	16	0.9798	913	73	708	0.9199561403508772	913	72	126	913	72	337	123	78	90	0.360656	ok
GCF_900167915.1__GCF_000016765.1	94.8734	44	0.9922	717	132	345	0.8156424581005587	717	124	167	717	128	234	114	72	71	0.362832	ok
GCF_016743335.1__GCF_002964045.1	91.4949	14	0.9659	806	598	374	0.2571428571428571	806	548	263	806	576	318	698	507	285	0.272597	ok
GCF_002559145.1__GCF_018613065.1	88.3097	14	0.9721	951	697	467	0.2663157894736842	951	679	420	951	687	442	441	321	224	0.270455	ok
GCA_003282485.1__GCA_902554325.1	92.2844	6	0.9759	108	71	65	0.3364485981308411	108	60	37	108	63	45	63	54	34	0.129032	ok
GCF_012034205.1__GCF_900101585.1	87.8186	26	0.9841	2068	1353	994	0.3454281567489115	2068	1314	710	2068	1338	789	347	266	176	0.231214	ok
GCA_902594655.1__GCA_902569105.1	92.5585	0	1.0	101	74	48	0.26	101	68	23	101	73	36	52	47	19	0.078431	ok
GCF_007995085.1__GCF_002902945.1	90.2702	105	0.983	1682	886	1044	0.4729327781082688	1682	885	656	1682	886	799	337	225	256	0.330357	ok
GCA_902558435.1__GCA_902555585.1	87.4132	3	0.97	127	85	62	0.3253968253968253	127	82	44	127	83	52	56	47	28	0.145455	ok
GCF_003097235.1__GCF_001642705.1	89.499	46	0.9849	1167	817	562	0.2993138936535163	1167	787	437	1167	800	490	356	270	193	0.239437	ok
GCA_900321605.1__GCA_900319035.1	95.7869	42	0.9757	515	366	262	0.2879377431906614	515	341	195	515	350	220	236	182	114	0.225532	ok
GCF_004153545.1__GCF_001483745.1	90.6607	21	0.9882	617	391	328	0.3652597402597403	617	384	259	617	389	294	145	70	60	0.513889	ok
GCF_005877905.1__GCF_017491605.1	90.2779	70	0.9812	1398	1037	666	0.2576950608446671	1398	1001	566	1398	1020	618	326	260	155	0.2	ok
GCA_003212115.1__GCA_000634515.1	91.6126	0	1.0	153	86	87	0.4342105263157895	153	65	27	153	73	45	123	73	52	0.401639	ok
GCF_008973465.1__GCF_003330845.1	87.0877	35	0.9831	1984	184	1021	0.9072112960161371	1984	178	189	1984	180	314	243	100	232	0.586777	ok
GCA_902573465.1__GCA_902531765.1	91.9887	5	0.9667	88	62	50	0.2873563218390804	88	57	39	88	59	43	44	35	22	0.186047	ok
GCA_902606505.1__GCA_902542595.1	94.1793	1	0.994	103	71	54	0.303921568627451	103	63	33	103	69	47	88	76	44	0.126437	ok
GCA_017554185.1__GCA_017446885.1	89.4808	0	1.0	322	236	160	0.264797507788162	322	190	75	322	213	110	195	140	108	0.278351	ok
GCA_017477555.1__GCA_902781045.1	91.0067	9	0.9883	927	645	461	0.3034557235421166	927	536	225	927	578	318	621	452	316	0.270968	ok
GCF_006539505.1__GCA_000720845.1	88.2211	30	0.9789	2008	1462	988	0.2715495764823119	2008	1411	825	2008	1444	886	618	459	320	0.256078	ok
GCA_900555155.1__GCF_000960035.1	95.6302	0	1.0	362	247	225	0.3157894736842105	362	158	12	362	180	62	287	222	146	0.223776	ok
GCA_017512365.1__GCA_902793875.1	91.7281	24	0.937	471	350	236	0.2553191489361702	471	332	196	471	343	216	296	250	158	0.152542	ok
GCF_002027705.1__GCF_014640555.1	90.6373	50	0.9656	1236	897	621	0.2736842105263157	1236	864	528	1236	884	577	662	457	290	0.308623	ok
GCF_000611675.1__GCA_017997335.1	95.6302	6	0.9439	666	497	334	0.2526315789473684	666	487	313	666	491	320	331	289	155	0.124242	ok
GCF_018140925.1__GCA_900114885.1	88.9675	23	0.9635	907	599	532	0.3388520971302428	907	599	515	907	599	518	230	150	161	0.344978	ok
GCF_001549985.1__GCF_000243275.1	90.6075	4	0.9964	629	100	459	0.8407643312101911	629	97	211	629	97	302	149	102	89	0.310811	ok
GCF_007829875.1__GCF_014655295.1	86.5793	47	0.9752	1997	1392	993	0.3026052104208416	1997	1390	858	1997	1391	893	372	210	315	0.433962	ok
GCF_001171885.1__GCA_905221085.1	93.0392	33	0.9648	440	266	211	0.3940774487471526	440	261	157	440	262	180	247	183	116	0.256098	ok
GCA_003278535.1__GCA_902534675.1	94.0746	6	0.9732	90	72	38	0.1910112359550562	90	69	32	90	70	35	78	66	46	0.142857	ok
GCA_017438745.1__GCA_902789705.1	92.9054	69	0.9429	1038	782	482	0.2459016393442623	1038	720	363	1038	756	428	558	478	246	0.141831	ok
GCF_014750685.1__GCF_012113595.1	88.9478	45	0.9779	839	92	657	0.8902147971360381	839	88	330	839	91	467	88	62	47	0.287356	ok
GCA_004020545.1__GCF_002294995.1	91.2416	47	0.9887	1406	971	711	0.3088967971530248	1406	919	548	1406	940	611	366	279	180	0.235616	ok
GCF_000160475.1__GCF_000158275.2	97.7279	1	0.9375	703	315	472	0.5512820512820513	703	306	215	703	308	293	744	544	408	0.267833	ok
GCA_017453725.1__GCA_017438525.1	90.4488	1	0.9973	460	342	201	0.2549019607843137	460	274	59	460	295	104	343	246	155	0.280702	ok
GCF_003944205.1__GCA_905221355.1	92.1572	19	0.9798	315	187	163	0.4044585987261146	315	182	115	315	184	138	79	56	39	0.282051	ok
GCF_017872795.1__GCF_017916455.1	85.092	26	0.971	968	329	699	0.6597724922440538	968	322	265	968	324	425	164	88	125	0.460123	ok
GCF_017916365.1__GCF_014269285.1	83.4644	18	0.948	1323	976	659	0.2617246596066566	1323	965	621	1323	971	639	404	249	260	0.382134	ok
GCA_017380515.1__GCA_900768045.1	88.7016	1	0.9943	521	362	248	0.3038461538461539	521	301	108	521	334	179	414	308	189	0.254237	ok
GCA_900542905.1__GCA_900757235.1	95.1314	110	0.9449	401	293	199	0.2674999999999999	401	285	181	401	290	191	283	231	137	0.180851	ok
GCA_003281165.1__GCA_902622705.1	92.3267	9	0.9686	102	75	47	0.2574257425742574	102	70	33	102	73	41	67	54	39	0.181818	ok
GCF_001076775.1__GCA_905221165.1	93.6425	27	0.9735	357	254	168	0.2865168539325843	357	244	129	357	249	153	195	140	97	0.278351	ok
GCF_005844325.1__GCA_905197665.1	93.7881	38	0.9833	369	273	178	0.2581521739130434	369	260	137	369	265	152	158	117	83	0.254777	ok
GCF_001402795.1__GCF_000332215.1	95.2218	47	0.9768	2208	1571	934	0.2881739918441323	2208	1230	240	2208	1348	493	4165	3122	1848	0.25024	ok
GCF_002192455.1__GCF_014655595.1	86.1566	37	0.9762	2057	1460	1027	0.2898832684824902	2057	1460	910	2057	1460	945	489	291	419	0.403689	ok
GCA_014654415.1__GCA_902582875.1	88.7601	1	0.9744	103	71	51	0.303921568627451	103	71	41	103	71	47	50	40	32	0.183673	ok
GCA_902534685.1__GCA_902525585.1	93.6651	0	1.0	94	73	51	0.2150537634408602	94	60	21	94	63	29	74	60	35	0.178082	ok
GCF_008801605.1__GCF_001605965.1	86.1163	39	0.9681	1266	140	1000	0.8893280632411067	1266	137	223	1266	139	539	348	236	216	0.319885	ok
GCA_014653665.1__GCA_902519455.1	95.2372	0	1.0	80	59	43	0.2531645569620253	80	50	27	80	56	33	72	56	41	0.211268	ok
GCF_900111095.1__GCA_018223185.1	85.0398	11	0.9604	789	561	408	0.2880710659898476	789	549	357	789	553	370	200	139	116	0.301508	ok
GCF_003958645.1__GCF_003149455.1	85.7546	12	0.968	897	597	485	0.3337053571428571	897	577	381	897	590	428	178	117	115	0.338983	ok
GCF_003052605.1__GCF_000418555.1	91.114	46	0.9844	1070	682	593	0.3620205799812909	1070	627	394	1070	656	489	310	224	166	0.275081	ok
GCF_008973465.1__GCF_019219825.1	86.9802	65	0.9624	1878	1396	886	0.2562599893446989	1878	1396	812	1878	1396	823	418	207	353	0.503597	ok
GCA_003280265.1__GCA_003278445.1	89.6237	1	0.9714	128	79	73	0.3779527559055118	128	74	35	128	77	54	62	49	30	0.196721	ok
GCA_902525575.1__GCA_902521655.1	93.3675	8	0.9487	80	52	46	0.3417721518987342	80	49	31	80	52	38	55	47	28	0.12963	ok
GCF_000631985.1__GCF_014268505.2	87.8106	35	0.9872	1234	820	642	0.3349553933495539	1234	802	487	1234	809	564	333	239	180	0.28012	ok
GCF_003501885.1__GCF_003248355.1	88.9301	8	0.9915	1694	668	1131	0.6054341405788541	1694	585	342	1694	625	551	644	474	341	0.26283	ok
GCF_006538985.1__GCF_000281065.1	86.5763	26	0.9783	703	508	378	0.2763532763532763	703	484	327	703	493	349	176	134	96	0.234286	ok
GCA_002841885.1__GCF_900114115.1	90.5566	33	0.9818	584	398	298	0.3173241852487135	584	391	258	584	394	278	145	110	88	0.236111	ok
GCA_017442365.1__GCA_900769405.1	88.0476	17	0.9798	418	271	235	0.3501199040767386	418	267	212	418	269	218	52	41	28	0.196078	ok
GCF_001423885.1__GCF_009866655.1	87.8413	25	0.9853	1082	106	960	0.9019426456984274	1082	103	171	1082	104	499	141	91	107	0.35	ok
GCF_013344765.1__GCF_013009345.1	93.1458	4	0.9971	517	361	250	0.3003875968992248	517	297	100	517	327	168	393	308	195	0.214286	ok
GCF_004794465.1__GCF_900095745.1	87.9807	10	0.9901	759	506	403	0.3324538258575198	759	474	283	759	495	335	283	207	152	0.265957	ok
GCF_002270355.1__GCF_009905545.1	90.5951	59	0.969	1389	987	746	0.2889048991354467	1389	970	696	1389	975	713	629	461	284	0.265924	ok
GCF_012027645.1__GCA_011050175.1	92.9487	14	0.8586	405	299	207	0.2599009900990099	405	299	205	405	299	205	274	206	237	0.245421	ok
GCA_002720735.1__GCA_002691825.1	90.3742	0	1.0	273	205	148	0.2463235294117647	273	184	108	273	193	124	78	67	41	0.12987	ok
GCA_017303485.1__GCA_016792905.1	88.7164	14	0.9798	992	702	479	0.2916246215943491	992	611	271	992	656	367	393	309	190	0.211735	ok
GCF_019047785.1__GCF_009755685.1	89.2622	21	0.984	536	25	521	0.9532710280373832	536	25	343	536	25	474	37	7	35	0.805556	ok
GCA_900316905.1__GCA_016290995.1	89.0409	5	0.9838	823	591	393	0.281021897810219	823	522	234	823	558	313	339	255	169	0.245562	ok
GCF_002284535.1__GCF_016756495.1	86.9147	48	0.9715	1531	169	1221	0.8895424836601307	1531	162	213	1531	166	551	318	211	194	0.334385	ok
GCF_000836725.1__GCF_014201585.1	88.797	3	0.9933	334	222	175	0.3333333333333333	334	198	107	334	214	144	273	198	145	0.272059	ok
GCF_003946915.1__GCF_900129555.1	88.0506	3	0.9858	981	621	542	0.3663265306122448	981	612	391	981	618	448	484	342	204	0.291925	ok
GCF_002836055.1__GCF_000355905.1	92.0329	7	0.9901	458	317	218	0.3063457330415755	458	286	137	458	300	169	477	340	230	0.285714	ok
GCF_000767835.1__GCF_000194945.1	86.9734	1	0.9898	446	216	293	0.5146067415730338	446	196	119	446	206	170	255	189	132	0.255906	ok
GCA_900472295.1__GCF_016467435.1	87.5636	59	0.975	1657	1173	838	0.2916666666666666	1657	1149	721	1657	1163	761	316	241	175	0.234921	ok
GCF_003434305.1__GCF_000158815.1	91.1763	15	0.9937	1546	144	1080	0.9067961165048544	1546	135	220	1546	139	521	251	165	157	0.34	ok
GCF_002259485.1__GCF_000954115.1	91.0655	21	0.9954	454	45	221	0.9006622516556292	454	38	59	454	39	83	66	33	61	0.492308	ok
GCF_004571025.1__GCF_004570865.1	90.4055	111	0.9818	2050	1520	965	0.258174719375305	2050	1471	848	2050	1498	905	460	329	265	0.283224	ok
GCF_900177705.1__GCA_902794535.1	88.4709	69	0.9564	949	711	473	0.25	949	696	436	949	703	446	207	157	108	0.237864	ok
GCF_001983955.1__GCA_905221105.1	89.0268	32	0.9292	416	250	220	0.3975903614457831	416	250	161	416	250	185	104	54	81	0.475728	ok
GCA_002697065.1__GCA_001629235.1	92.0276	0	1.0	167	113	79	0.3192771084337349	167	96	40	167	103	59	102	90	45	0.108911	ok
GCF_010119195.1__GCF_001280425.1	85.2441	22	0.9299	911	504	550	0.4461538461538461	911	499	391	911	501	423	186	125	112	0.324324	ok
GCF_016901995.1__GCA_018884025.1	93.2638	14	0.9474	588	446	267	0.2402044293015331	588	405	195	588	426	227	440	336	235	0.234624	ok
GCF_003234365.1__GCF_003234185.1	86.2874	15	0.9874	987	618	599	0.3732251521298174	987	597	470	987	605	514	220	155	139	0.292237	ok
GCF_009193305.1__GCF_000741715.1	86.013	17	0.9803	621	465	278	0.25	621	463	246	621	465	253	88	57	42	0.344828	ok
GCF_003069545.1__GCF_000230695.2	91.2969	34	0.9893	714	59	497	0.9172510518934082	714	51	173	714	55	319	80	58	42	0.265823	ok
GCF_002234405.1__GCF_000384215.1	94.087	33	0.9957	1602	417	1063	0.7395377888819488	1602	384	474	1602	397	736	604	434	336	0.280265	ok
GCF_009717815.1__GCF_006385805.1	90.5409	15	0.947	425	143	282	0.6627358490566038	425	137	107	425	139	163	314	238	173	0.239617	ok
GCA_902588855.1__GCA_902554745.1	86.7632	0	1.0	74	55	40	0.2465753424657534	74	48	27	74	52	34	51	40	33	0.2	ok
GCF_004770895.1__GCF_003112675.1	87.6854	2	0.9982	454	251	255	0.4459161147902869	454	248	207	454	250	238	57	39	31	0.303571	ok
GCA_018267275.1__GCA_002405445.1	93.002	40	0.9095	763	548	390	0.2808398950131233	763	541	366	763	546	376	324	268	187	0.170279	ok
GCF_001422045.1__GCF_004795835.1	92.3913	85	0.9695	843	187	530	0.7779097387173397	843	186	197	843	187	324	300	224	187	0.250836	ok
GCF_900142645.1__GCF_002441855.2	89.0246	20	0.9838	499	64	379	0.8714859437751004	499	63	179	499	64	269	96	71	54	0.252632	ok
GCF_003943505.1__GCF_000212855.1	92.6259	13	0.9226	405	116	333	0.7128712871287128	405	112	119	405	114	204	575	434	296	0.243902	ok
GCF_001238295.1__GCF_017872555.1	86.8253	11	0.9803	647	300	374	0.5356037151702786	647	292	223	647	296	269	110	84	70	0.229358	ok
GCF_900478295.1__GCF_000277405.1	94.7559	17	0.9803	210	48	121	0.7703349282296651	210	46	72	210	46	86	19	14	10	0.222222	ok
GCF_002128425.1__GCF_001712755.1	92.4248	16	0.9872	891	619	455	0.3044943820224719	891	597	383	891	611	417	154	111	85	0.27451	ok
GCA_902592965.1__GCA_902519255.1	95.8739	3	0.985	86	54	48	0.3647058823529412	86	52	39	86	54	42	49	38	28	0.208333	ok
GCA_017303455.1__GCA_016786805.1	93.9652	29	0.9284	820	609	431	0.2564102564102564	820	591	389	820	601	411	589	540	294	0.081633	ok
GCF_001439785.1__GCF_013385825.1	88.601	40	0.9817	1167	832	611	0.2864493996569468	1167	806	540	1167	824	581	457	314	258	0.311404	ok
GCF_004404055.1__GCF_002954245.1	88.1283	26	0.9801	767	525	391	0.314621409921671	767	516	302	767	520	331	195	136	113	0.298969	ok
GCA_900547025.1__GCA_900761155.1	95.3902	63	0.9701	436	319	209	0.2666666666666667	436	257	93	436	286	147	331	283	162	0.142424	ok
GCF_002252985.1__GCF_001542905.1	93.5471	19	0.9842	729	189	428	0.7403846153846154	729	162	126	729	173	242	283	208	137	0.262411	ok
GCF_003609775.1__GCF_000144405.1	91.0065	48	0.9653	569	247	338	0.5651408450704225	569	243	235	569	245	258	90	64	60	0.280899	ok
GCF_002902905.1__GCF_001571245.1	86.3349	59	0.9569	1351	888	677	0.3422222222222222	1351	887	509	1351	888	546	302	122	268	0.594684	ok
GCF_002007785.1__GCF_000346755.1	90.6206	136	0.9577	1046	758	535	0.2746411483253588	1046	758	520	1046	758	527	447	300	286	0.327354	ok
GCF_000337035.1__GCF_000336875.1	92.0813	23	0.9721	924	684	465	0.2589382448537378	924	647	368	924	666	410	259	196	136	0.24031	ok
GCA_017511715.1__GCA_002348925.1	87.8849	0	1.0	184	131	84	0.2841530054644808	184	127	67	184	127	73	36	25	24	0.285714	ok
GCF_003319095.1__GCF_900102425.1	88.3191	21	0.9721	1082	791	490	0.2682701202590194	1082	787	397	1082	789	410	218	125	161	0.423963	ok
GCA_902579465.1__GCA_902522365.1	92.6752	4	0.9385	102	68	58	0.3267326732673267	102	66	49	102	67	51	65	59	31	0.078125	ok
GCF_016767175.1__GCA_012728075.1	95.2496	8	0.871	490	369	223	0.245398773006135	490	366	216	490	368	220	392	221	219	0.434783	ok
GCF_900186955.1__GCF_003431975.1	93.0368	4	0.9982	323	40	144	0.8757763975155279	323	37	32	323	38	50	2	0	1	1.0	ok
GCA_902610315.1__GCA_902528175.1	92.6513	2	0.9808	68	52	31	0.2238805970149253	68	48	21	68	52	27	37	34	22	0.055556	ok
GCF_000470055.1__GCA_000163995.1	86.024	7	0.9613	320	24	283	0.9247648902821316	320	24	68	320	24	188	26	11	23	0.56	ok
GCF_013620795.1__GCF_019090095.1	85.4435	25	0.9773	933	438	559	0.5300429184549356	933	423	308	933	433	388	156	87	102	0.43871	ok
GCF_001654965.1__GCF_011046025.1	88.6019	4	0.9864	750	42	738	0.9439252336448598	750	39	264	750	39	531	118	67	95	0.42735	ok
GCF_014651075.1__GCA_002128465.1	90.3726	93	0.9343	2049	1526	1035	0.2548828125	2049	1499	982	2049	1514	1006	811	639	398	0.211111	ok
GCF_014203965.1__GCF_900109095.1	89.3789	182	0.9333	1118	646	581	0.4216651745747538	1118	644	470	1118	645	493	327	242	239	0.257669	ok
GCF_001180105.1__GCA_902562205.1	92.7885	2	0.9862	124	84	54	0.3170731707317072	124	79	36	124	81	41	82	70	39	0.135802	ok
GCA_017542065.1__GCA_017515795.1	92.1657	1	0.975	183	128	92	0.2967032967032966	183	123	73	183	126	83	53	38	33	0.269231	ok
GCA_900553305.1__GCA_000438155.1	92.8455	2	0.9973	757	522	349	0.3095238095238095	757	403	82	757	442	176	492	376	250	0.234216	ok
GCF_005938215.1__GCF_001507595.1	85.3835	27	0.9705	831	539	440	0.3506024096385542	831	536	337	831	536	360	147	91	104	0.376712	ok
GCA_905214105.1__GCA_900758845.1	93.9402	81	0.9649	348	249	191	0.2824207492795388	348	237	171	348	246	183	135	115	71	0.141791	ok
GCF_003254565.1__GCF_016735615.1	90.9524	8	0.995	950	504	580	0.4689146469968388	950	501	384	950	504	453	104	74	55	0.281553	ok
GCA_009701525.1__GCA_009702205.1	92.9351	0	1.0	209	143	96	0.3125	209	114	20	209	123	46	180	144	74	0.195531	ok
GCF_900239975.1__GCF_900634605.1	86.3964	2	0.9874	136	25	92	0.8148148148148149	136	25	50	136	25	56	5	2	4	0.5	ok
GCA_009728235.1__GCF_003602275.1	84.6601	2	0.9949	705	482	346	0.315340909090909	705	451	217	705	474	273	248	190	124	0.230769	ok
GCA_018063305.1__GCA_016709845.1	92.1357	4	0.9957	791	558	364	0.2936708860759494	791	437	116	791	503	235	432	339	204	0.213457	ok
GCF_008364625.1__GCF_900322725.1	87.7181	22	0.9857	514	53	374	0.8966861598440545	514	49	166	514	49	264	87	62	51	0.27907	ok
GCA_900544225.1__GCA_900541235.1	94.0201	13	0.9934	396	270	198	0.3164556962025316	396	218	82	396	242	135	223	166	113	0.252252	ok
GCA_902635975.1__GCA_902594255.1	95.3682	1	0.9917	73	52	33	0.2777777777777778	73	49	26	73	49	28	58	52	24	0.087719	ok
GCF_000720115.1__GCF_002080455.1	92.3445	31	0.9928	1819	356	1057	0.8041804180418042	1819	335	355	1819	347	596	454	328	241	0.275938	ok
GCF_003075395.1__GCF_001866135.1	85.3006	20	0.9746	701	382	493	0.4542857142857143	701	381	377	701	382	421	169	107	116	0.363095	ok
GCF_014204855.1__GCF_013870515.1	91.0474	120	0.8883	2055	1573	989	0.2341772151898734	2055	1573	977	2055	1573	979	731	554	607	0.241096	ok
GCA_015066975.1__GCA_017430465.1	91.1561	12	0.9695	638	471	307	0.260596546310832	638	398	163	638	433	227	416	339	197	0.183133	ok
GCA_015134375.1__GCA_002688505.1	92.9576	0	1.0	61	2	35	0.9666666666666668	61	2	2	61	2	12	4	2	2	0.333333	ok
GCF_017874195.1__GCA_001315965.1	92.476	62	0.9144	780	601	364	0.2284980744544287	780	578	321	780	593	349	428	342	199	0.199063	ok
GCA_902583345.1__GCA_902554035.1	87.5771	1	0.96	124	93	55	0.2439024390243902	124	83	35	124	89	46	59	43	29	0.258621	ok
GCF_900111895.1__GCF_009834565.1	88.947	41	0.9863	1126	90	667	0.92	1126	86	233	1126	87	415	207	122	129	0.407767	ok
GCF_003942675.1__GCF_018448765.1	92.7169	3	0.997	306	181	163	0.4065573770491804	306	169	104	306	177	133	88	70	44	0.195402	ok
GCF_900475885.1__GCF_001276515.1	93.8733	45	0.8991	435	332	194	0.2350230414746543	435	331	186	435	331	189	286	183	152	0.357895	ok
GCA_002729295.1__GCA_018222765.1	94.0222	9	0.9951	464	310	248	0.3304535637149027	464	255	112	464	279	176	241	197	107	0.179167	ok
GCF_003201865.1__GCF_900234795.1	89.7012	72	0.973	1690	235	1032	0.8608644168146833	1690	229	171	1690	231	402	242	183	125	0.240664	ok
GCF_004342485.1__GCF_001425705.1	88.6277	46	0.977	1435	855	873	0.403765690376569	1435	820	630	1435	835	714	452	323	253	0.283814	ok
GCF_014851685.1__GCF_012935695.1	86.1238	31	0.9815	1193	147	815	0.8766778523489933	1193	143	233	1193	146	478	331	222	190	0.327273	ok
GCA_900316445.1__GCA_902776545.1	93.1663	52	0.9743	983	695	477	0.2922606924643585	983	652	350	983	677	426	450	355	220	0.209354	ok
GCA_902617625.1__GCA_902543375.1	89.5757	1	0.9821	108	76	52	0.2897196261682243	108	72	36	108	74	45	49	38	26	0.208333	ok
GCF_003172935.1__GCF_900090285.1	94.6405	26	0.9932	1487	560	991	0.6231493943472409	1487	474	321	1487	515	589	903	660	472	0.268293	ok
GCF_001422285.1__GCF_011759585.1	85.6735	15	0.9816	917	534	391	0.4170305676855895	917	533	134	917	533	177	176	100	131	0.428571	ok
GCA_902611415.1__GCA_902574995.1	95.615	5	0.9854	81	50	49	0.375	81	44	35	81	44	39	39	33	22	0.131579	ok
GCF_002150735.1__GCF_014650435.1	88.7341	4	0.9966	2166	1466	1099	0.3228637413394919	2166	1254	584	2166	1359	809	1023	774	516	0.242661	ok
GCF_000695625.1__GCF_900119165.1	90.9747	34	0.9928	1757	244	1281	0.8610478359908884	1757	235	401	1757	240	751	432	324	219	0.24826	ok
GCF_000819865.1__GCF_000820085.1	90.1235	65	0.9721	1201	823	688	0.3141666666666667	1201	810	626	1201	816	649	166	128	96	0.224242	ok
GCA_017551215.1__GCA_017428325.1	87.267	0	1.0	490	322	261	0.3415132924335378	490	251	69	490	272	118	285	214	129	0.246479	ok
GCF_011752525.1__GCF_016648105.1	89.191	63	0.9684	1111	757	649	0.318018018018018	1111	734	575	1111	748	620	333	237	178	0.286145	ok
GCF_000622145.1__GCF_900156255.1	88.3942	38	0.9234	876	618	490	0.2937142857142857	876	605	456	876	614	471	309	225	168	0.269481	ok
GCF_003751445.1__GCF_017353455.1	95.0798	373	0.9136	1552	1161	807	0.2514506769825918	1552	1157	801	1552	1160	805	861	720	577	0.162791	ok
GCF_000015965.1__GCA_902600475.1	92.858	24	0.9494	96	78	37	0.1789473684210526	96	78	35	96	78	36	51	46	42	0.08	ok
GCF_000377905.1__GCF_000385215.1	88.7419	40	0.9179	681	494	342	0.2735294117647059	681	487	316	681	491	327	535	393	268	0.264045	ok
GCF_001693515.2__GCF_001693385.1	88.4386	68	0.9843	1878	226	1206	0.8795950985615344	1878	216	309	1878	222	625	222	116	193	0.475113	ok
GCF_011758655.1__GCA_000620205.1	89.405	36	0.9661	1282	885	705	0.3091334894613583	1282	882	619	1282	884	644	224	119	190	0.466368	ok
GCA_001799635.1__GCA_016234365.1	87.34	11	0.9611	700	506	362	0.2761087267525035	700	475	287	700	492	327	267	208	135	0.218045	ok
GCF_009689985.1__GCF_000448485.1	95.9862	48	0.9002	399	290	201	0.2713567839195979	399	281	181	399	286	188	296	264	119	0.105085	ok
GCF_001465595.2__GCF_000767615.3	85.6005	37	0.9828	1178	32	695	0.9728122344944776	1178	32	111	1178	32	301	51	11	49	0.78	ok
GCA_900551135.1__GCA_905215625.1	88.9595	0	1.0	477	351	218	0.2626050420168067	477	280	69	477	306	126	304	231	156	0.237624	ok
GCA_902627045.1__GCA_902621345.1	90.3122	0	1.0	94	33	76	0.6451612903225806	94	29	45	94	31	63	42	31	22	0.243902	ok
GCF_001269775.1__GCF_019141525.1	87.9549	38	0.9832	1228	101	818	0.917685411572942	1228	97	208	1228	99	474	170	110	112	0.349112	ok
GCA_900547685.1__GCF_002222595.2	91.7648	2	0.9937	326	81	228	0.7507692307692307	326	70	91	326	78	163	133	105	61	0.204545	ok
