pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCF_000346445.1__GCF_014581725.1	GCF_000346445.1	GCF_014581725.1	ok	13	142	0.00168	0.45463	3512	0	0.9860	7599	0.9816	7725	20	2107	false
GCF_000347675.2__GCF_001853345.1	GCF_000347675.2	GCF_001853345.1	ok	17	37	0.00317	0.01904	102	0	0.9998	5353	0.9931	5357	221	1517	false
GCF_000364325.1__GCF_000468815.1	GCF_000364325.1	GCF_000468815.1	ok	0	3	0.00000	0.25598	642	0	0.9988	2503	0.9988	2508	7	369	false
GCF_000364325.1__GCF_900105895.1	GCF_000364325.1	GCF_900105895.1	ok	2	9	0.00088	0.06842	156	0	0.9991	2275	0.9961	2280	86	372	false
GCF_000367445.1__GCF_003208575.1	GCF_000367445.1	GCF_003208575.1	ok	4	23	0.01439	0.34173	95	0	0.9509	252	0.9154	278	4	21	false
GCF_000371465.1__GCF_015670125.1	GCF_000371465.1	GCF_015670125.1	ok	13	52	0.00837	0.15701	244	0	0.9813	1519	0.9667	1554	18	174	false
GCF_000372105.1__GCF_004028055.1	GCF_000372105.1	GCF_004028055.1	ok	15	172	0.00129	0.49047	5712	0	0.9998	11501	0.9852	11646	349	3366	false
GCF_000377125.1__GCF_000701285.1	GCF_000377125.1	GCF_000701285.1	ok	33	123	0.00387	0.41943	3574	0	0.9959	8430	0.9856	8521	114	1715	false
GCF_000381685.1__GCF_012396345.1	GCF_000381685.1	GCF_012396345.1	ok	18	237	0.00352	0.49746	2546	0	0.9943	4894	0.9537	5118	71	896	false
GCF_000394055.1__GCF_902387535.1	GCF_000394055.1	GCF_902387535.1	ok	2	39	0.00072	0.47727	1323	0	0.9996	2734	0.9859	2772	19	227	false
GCF_000404105.1__GCF_017897245.1	GCF_000404105.1	GCF_017897245.1	ok	19	88	0.00695	0.47896	1309	0	0.9841	2668	0.9679	2733	62	620	false
GCF_000413455.1__GCF_001810675.1	GCF_000413455.1	GCF_001810675.1	ok	6	36	0.00651	0.36876	340	0	1.0000	896	0.9611	922	18	139	false
GCF_000421805.1__GCF_005435095.1	GCF_000421805.1	GCF_005435095.1	ok	2	60	0.00079	0.25491	649	0	0.9904	2481	0.9764	2546	30	370	false
GCF_000424485.1__GCF_900109475.1	GCF_000424485.1	GCF_900109475.1	ok	14	86	0.00425	0.44691	1473	0	0.9868	3218	0.9739	3296	34	479	false
GCF_000424565.1__GCF_900111185.1	GCF_000424565.1	GCF_900111185.1	ok	20	101	0.00627	0.44312	1414	0	0.9892	3105	0.9683	3191	18	601	false
GCF_000428085.1__GCF_001752545.1	GCF_000428085.1	GCF_001752545.1	ok	0	12	0.00000	0.19854	407	0	0.9946	2035	0.9941	2050	7	203	false
GCF_000468635.1__GCF_000613565.1	GCF_000468635.1	GCF_000613565.1	ok	19	112	0.00527	0.45593	1645	0	0.9949	3515	0.9690	3608	28	1261	false
GCF_000470275.1__GCF_000470455.1	GCF_000470275.1	GCF_000470455.1	ok	0	0	0.00000	0.00000	0	0	1.0000	2429	1.0000	2429	1	279	true
GCF_000472845.1__GCF_902833725.1	GCF_000472845.1	GCF_902833725.1	ok	40	249	0.00265	0.34582	5226	0	0.9955	14860	0.9835	15112	324	4144	false
GCF_000475275.1__GCF_012273635.1	GCF_000475275.1	GCF_012273635.1	ok	4	28	0.00051	0.33145	2582	0	0.9997	7760	0.9964	7790	15	2254	false
GCF_000477935.1__GCF_000477955.1	GCF_000477935.1	GCF_000477955.1	ok	0	2	0.00000	0.17626	686	0	1.0000	3889	0.9995	3892	32	590	false
GCF_000478015.1__GCF_000478075.1	GCF_000478015.1	GCF_000478075.1	ok	7	21	0.00181	0.16667	644	0	0.9997	3855	0.9946	3864	91	577	false
GCF_000503935.1__GCF_009720185.1	GCF_000503935.1	GCF_009720185.1	ok	4	42	0.00049	0.39580	3204	0	0.9999	8060	0.9948	8095	107	1527	false
GCF_000509385.1__GCF_002204305.1	GCF_000509385.1	GCF_002204305.1	ok	3	23	0.00053	0.42551	2399	0	1.0000	5618	0.9959	5638	448	1159	false
GCF_000510915.2__GCF_900004755.1	GCF_000510915.2	GCF_900004755.1	ok	6	69	0.00069	0.33725	2930	0	0.9956	8614	0.9920	8688	470	1671	false
GCF_000510915.2__GCF_900105815.1	GCF_000510915.2	GCF_900105815.1	ok	6	48	0.00066	0.47574	4343	0	0.9961	9092	0.9947	9129	45	1631	false
GCF_000512145.1__GCF_000568735.2	GCF_000512145.1	GCF_000568735.2	ok	0	0	0.00000	0.00000	0	0	1.0000	727	1.0000	727	29	54	true
GCF_000513535.1__GCF_001270075.1	GCF_000513535.1	GCF_001270075.1	ok	3	110	0.00076	0.45881	1821	0	0.9809	3849	0.9722	3969	36	718	false
GCF_000517765.1__GCF_015553015.1	GCF_000517765.1	GCF_015553015.1	ok	3	16	0.00139	0.27957	605	0	0.9954	2143	0.9926	2164	8	210	false
GCF_000518465.1__GCF_900177285.1	GCF_000518465.1	GCF_900177285.1	ok	3	102	0.00052	0.43161	2493	0	0.9912	5619	0.9822	5776	48	979	false
GCF_000519065.1__GCF_003315425.1	GCF_000519065.1	GCF_003315425.1	ok	25	190	0.01109	0.47095	1062	0	0.9237	2057	0.9160	2255	80	564	false
GCF_000526615.1__GCF_003722135.1	GCF_000526615.1	GCF_003722135.1	ok	11	85	0.00163	0.33873	2279	0	0.9909	6630	0.9873	6728	196	1262	false
GCF_000526895.1__GCF_900445535.1	GCF_000526895.1	GCF_900445535.1	ok	0	35	0.00000	0.32536	558	0	0.9778	1676	0.9796	1715	78	168	false
GCF_000526895.1__GCF_902728075.1	GCF_000526895.1	GCF_902728075.1	ok	4	29	0.00376	0.31925	340	0	0.9838	1031	0.9726	1065	41	167	false
GCF_000568425.1__GCF_001941605.1	GCF_000568425.1	GCF_001941605.1	ok	5	51	0.00288	0.35250	613	0	0.9735	1692	0.9707	1739	18	139	false
GCF_000576145.2__GCF_001889445.1	GCF_000576145.2	GCF_001889445.1	ok	3	6	0.00093	0.00000	0	0	1.0000	3210	0.9981	3210	39	648	true
GCF_000585195.1__GCF_000648635.1	GCF_000585195.1	GCF_000648635.1	ok	5	18	0.00415	0.13765	166	0	0.9966	1184	0.9850	1206	15	108	false
GCF_000597945.1__GCF_002188895.1	GCF_000597945.1	GCF_002188895.1	ok	17	114	0.00393	0.46172	1996	0	0.9806	4236	0.9737	4323	58	428	false
GCF_000614865.1__GCF_009617915.1	GCF_000614865.1	GCF_009617915.1	ok	0	80	0.00000	0.40808	2173	0	0.9842	5240	0.9850	5325	41	539	false
GCF_000621365.1__GCF_004766445.2	GCF_000621365.1	GCF_004766445.2	ok	4	51	0.00117	0.46626	1589	0	0.9865	3360	0.9850	3408	45	535	false
GCF_000632125.1__GCF_001598535.1	GCF_000632125.1	GCF_001598535.1	ok	1	34	0.00013	0.43014	3439	0	0.9961	7906	0.9957	7995	40	1355	false
GCF_000685635.1__GCF_005406325.1	GCF_000685635.1	GCF_005406325.1	ok	4	16	0.00071	0.11708	660	0	0.9993	5629	0.9972	5637	58	704	false
GCF_000706685.1__GCF_002836825.1	GCF_000706685.1	GCF_002836825.1	ok	0	10	0.00000	0.33580	272	0	0.9864	798	0.9876	810	25	103	false
GCF_000719785.1__GCF_016834575.1	GCF_000719785.1	GCF_016834575.1	ok	65	345	0.00677	0.46892	4503	0	0.9928	9339	0.9642	9603	83	1426	false
GCF_000723565.1__GCF_002079945.1	GCF_000723565.1	GCF_002079945.1	ok	6	16	0.00270	0.43834	974	0	0.9977	2216	0.9928	2222	16	269	false
GCF_000735205.1__GCF_014219705.1	GCF_000735205.1	GCF_014219705.1	ok	4	58	0.00195	0.47105	968	0	0.9813	1996	0.9717	2055	11	263	false
GCF_000735425.1__GCF_900706845.1	GCF_000735425.1	GCF_900706845.1	ok	3	42	0.00054	0.00145	8	0	0.9937	5490	0.9924	5527	82	688	false
GCF_000735425.1__GCF_902385615.1	GCF_000735425.1	GCF_902385615.1	ok	1	26	0.00018	0.30950	1723	0	0.9978	5516	0.9953	5567	26	683	false
GCF_000741405.1__GCF_001005065.1	GCF_000741405.1	GCF_001005065.1	ok	2	45	0.00030	0.48581	3201	0	0.9968	6535	0.9932	6589	37	1173	false
GCF_000741885.1__GCF_002759215.2	GCF_000741885.1	GCF_002759215.2	ok	6	129	0.00049	0.49353	6024	0	0.9898	12079	0.9894	12206	96	2856	false
GCF_000742335.1__GCF_003795605.1	GCF_000742335.1	GCF_003795605.1	ok	3	290	0.00071	0.47421	1995	0	0.9962	3899	0.9308	4207	75	708	false
GCF_000744755.1__GCF_001587475.1	GCF_000744755.1	GCF_001587475.1	ok	4	87	0.00092	0.45234	1974	0	0.9998	4284	0.9801	4364	158	730	false
GCF_000746985.1__GCF_002587065.1	GCF_000746985.1	GCF_002587065.1	ok	23	108	0.00523	0.48068	2115	0	0.9850	4333	0.9756	4400	54	1238	false
GCF_000746985.1__GCF_002906925.1	GCF_000746985.1	GCF_002906925.1	ok	9	94	0.00208	0.44282	1913	0	0.9860	4237	0.9783	4320	22	1196	false
GCF_000747685.1__GCF_000755325.1	GCF_000747685.1	GCF_000755325.1	ok	3	29	0.00179	0.19714	331	0	0.9897	1635	0.9826	1679	2	171	false
GCF_000750195.1__GCF_001941605.1	GCF_000750195.1	GCF_001941605.1	ok	3	6	0.00180	0.00000	0	0	1.0000	1666	0.9964	1666	34	137	true
GCF_000750195.1__GCF_007827205.1	GCF_000750195.1	GCF_007827205.1	ok	2	4	0.00117	0.00000	0	0	1.0000	1715	0.9977	1715	38	140	true
GCF_000754115.1__GCF_003947475.1	GCF_000754115.1	GCF_003947475.1	ok	26	73	0.00271	0.31988	3067	0	0.9993	9561	0.9924	9588	114	2948	false
GCF_000755325.1__GCF_000764815.1	GCF_000755325.1	GCF_000764815.1	ok	0	27	0.00000	0.46930	772	0	0.9876	1597	0.9834	1645	4	173	false
GCF_000757905.1__GCF_004118055.1	GCF_000757905.1	GCF_004118055.1	ok	9	136	0.01164	0.43467	336	0	0.9969	639	0.8225	773	31	129	false
GCF_000758175.1__GCF_000968715.2	GCF_000758175.1	GCF_000968715.2	ok	13	97	0.00382	0.46602	1584	0	0.9768	3319	0.9715	3399	30	878	false
GCF_000758345.1__GCF_014854775.1	GCF_000758345.1	GCF_014854775.1	ok	6	12	0.00183	0.00000	0	0	1.0000	3284	0.9964	3284	81	749	true
GCF_000764815.1__GCF_003001855.1	GCF_000764815.1	GCF_003001855.1	ok	5	31	0.00327	0.35252	539	0	0.9848	1494	0.9797	1529	10	170	false
GCF_000771065.1__GCF_009696505.1	GCF_000771065.1	GCF_009696505.1	ok	0	24	0.00000	0.32997	1046	0	1.0000	3140	0.9924	3170	4	688	false
GCF_000771605.1__GCF_900094965.1	GCF_000771605.1	GCF_900094965.1	ok	0	16	0.00000	0.36992	1311	0	0.9949	3509	0.9955	3544	16	528	false
GCF_000773675.1__GCF_900445945.1	GCF_000773675.1	GCF_900445945.1	ok	4	27	0.00054	0.42018	3140	0	0.9999	7454	0.9964	7473	75	1320	false
GCF_000783055.1__GCF_002007035.1	GCF_000783055.1	GCF_002007035.1	ok	2	211	0.00045	0.31051	1388	1	0.9574	4249	0.9528	4471	24	368	false
GCF_000785495.1__GCF_006538965.1	GCF_000785495.1	GCF_006538965.1	ok	0	33	0.00000	0.48850	4842	0	0.9999	9879	0.9967	9912	36	1501	false
GCF_000786255.1__GCF_003201175.1	GCF_000786255.1	GCF_003201175.1	ok	2	31	0.00038	0.33201	1761	0	0.9955	5261	0.9941	5304	12	719	false
GCF_000798615.1__GCF_014534735.1	GCF_000798615.1	GCF_014534735.1	ok	5	32	0.00156	0.27971	899	0	0.9938	3182	0.9900	3214	19	524	false
GCF_000798615.1__GCF_016313165.1	GCF_000798615.1	GCF_016313165.1	ok	2	31	0.00057	0.39603	1398	0	0.9923	3502	0.9912	3530	22	531	false
GCF_000800185.1__GCF_014651795.1	GCF_000800185.1	GCF_014651795.1	ok	0	40	0.00000	0.48237	1806	0	0.9946	3693	0.9893	3744	35	932	false
GCF_000800955.1__GCF_003598585.1	GCF_000800955.1	GCF_003598585.1	ok	3	240	0.00102	0.46396	1358	0	0.9870	2663	0.9173	2927	15	516	false
GCF_000803285.1__GCF_001510805.1	GCF_000803285.1	GCF_001510805.1	ok	0	20	0.00000	0.28863	1102	0	0.9971	3786	0.9947	3818	22	390	false
GCF_000804525.1__GCF_000964665.1	GCF_000804525.1	GCF_000964665.1	ok	60	137	0.06085	0.47769	471	0	0.9990	969	0.8690	986	36	87	false
GCF_000805375.1__GCF_001665445.1	GCF_000805375.1	GCF_001665445.1	ok	6	81	0.00075	0.41431	3295	0	0.9918	7875	0.9898	7953	45	1652	false
GCF_000805375.1__GCF_900236745.1	GCF_000805375.1	GCF_900236745.1	ok	38	80	0.00433	0.15805	1388	0	0.9995	8764	0.9909	8782	80	1651	false
GCF_000807975.1__GCF_001010995.1	GCF_000807975.1	GCF_001010995.1	ok	4	66	0.00276	0.41586	603	0	0.9986	1387	0.9545	1450	53	236	false
GCF_000812585.1__GCF_002994485.1	GCF_000812585.1	GCF_002994485.1	ok	7	142	0.00160	0.47010	2052	0	0.9723	4206	0.9673	4365	64	881	false
GCF_000813785.1__GCF_000813925.1	GCF_000813785.1	GCF_000813925.1	ok	8	70	0.00149	0.38576	2070	0	0.9904	5279	0.9869	5366	20	1153	false
GCF_000816225.1__GCF_018500385.1	GCF_000816225.1	GCF_018500385.1	ok	2	23	0.00168	0.30420	362	0	0.9840	1170	0.9807	1190	13	107	false
GCF_000820525.2__GCF_016082235.1	GCF_000820525.2	GCF_016082235.1	ok	11	88	0.02540	0.48961	212	0	0.8194	354	0.8000	433	38	31	false
GCF_000825065.1__GCF_000825085.1	GCF_000825065.1	GCF_000825085.1	ok	0	5	0.00000	0.00114	6	0	0.9992	5201	0.9990	5257	92	852	false
GCF_000830905.1__GCF_002007905.1	GCF_000830905.1	GCF_002007905.1	ok	0	0	0.00000	0.00000	0	0	1.0000	639	1.0000	639	1	93	true
GCF_000833915.1__GCF_002989205.1	GCF_000833915.1	GCF_002989205.1	ok	9	42	0.01040	0.37225	322	0	0.9750	819	0.9509	865	33	109	false
GCF_000835205.1__GCF_001755835.1	GCF_000835205.1	GCF_001755835.1	ok	26	75	0.00186	0.21410	3000	0	0.9999	13989	0.9947	14012	197	3143	false
GCF_000835205.1__GCF_902832905.1	GCF_000835205.1	GCF_902832905.1	ok	52	154	0.00374	0.47881	6666	0	0.9999	13872	0.9890	13922	232	3126	false
GCF_000877015.1__GCF_003933955.1	GCF_000877015.1	GCF_003933955.1	ok	6	108	0.00401	0.48663	728	0	0.9781	1339	0.9252	1496	26	212	false
GCF_000940515.1__GCF_900454515.1	GCF_000940515.1	GCF_900454515.1	ok	6	20	0.00814	0.38670	285	0	0.9905	729	0.9731	737	66	123	false
GCF_000953895.1__GCF_902387735.1	GCF_000953895.1	GCF_902387735.1	ok	7	89	0.00155	0.27409	1240	0	0.9869	4432	0.9803	4524	15	812	false
GCF_000958465.1__GCF_003076355.1	GCF_000958465.1	GCF_003076355.1	ok	11	22	0.00196	0.04013	225	0	1.0000	5605	0.9961	5607	43	883	false
GCF_000958465.1__GCF_003693415.1	GCF_000958465.1	GCF_003693415.1	ok	1	57	0.00018	0.38898	2216	0	0.9903	5638	0.9900	5697	33	890	false
GCF_000963495.1__GCF_016134935.2	GCF_000963495.1	GCF_016134935.2	ok	6	12	0.00063	0.00031	3	0	1.0000	9547	0.9987	9547	47	1727	true
GCF_000965005.1__GCF_000965045.1	GCF_000965005.1	GCF_000965045.1	ok	31	62	0.03452	0.41425	372	0	1.0000	898	0.9333	898	19	54	true
GCF_000965255.1__GCF_007991955.1	GCF_000965255.1	GCF_007991955.1	ok	2	100	0.00100	0.42310	850	0	0.9943	1904	0.9500	2009	83	338	false
GCF_000967575.1__GCF_014596995.1	GCF_000967575.1	GCF_014596995.1	ok	6	168	0.00175	0.44519	1523	0	0.9558	3242	0.9507	3421	51	673	false
GCF_000967825.1__GCF_015390265.1	GCF_000967825.1	GCF_015390265.1	ok	14	45	0.00420	0.47073	1568	0	0.9970	3312	0.9865	3331	100	1054	false
GCF_000971865.1__GCF_000971875.1	GCF_000971865.1	GCF_000971875.1	ok	3	88	0.00090	0.43866	1466	0	0.9844	3219	0.9734	3342	111	465	false
GCF_000972245.3__GCF_002237735.1	GCF_000972245.3	GCF_002237735.1	ok	3	27	0.00059	0.49408	2502	1	0.9962	5041	0.9947	5065	35	582	false
GCF_001010305.1__GCF_014931035.1	GCF_001010305.1	GCF_014931035.1	ok	15	75	0.00277	0.20590	1116	0	0.9998	5375	0.9862	5420	66	2244	false
GCF_001014685.1__GCF_001922405.1	GCF_001014685.1	GCF_001922405.1	ok	0	32	0.00000	0.47809	862	0	0.9994	1771	0.9823	1803	23	166	false
GCF_001014685.1__GCF_004209905.1	GCF_001014685.1	GCF_004209905.1	ok	4	286	0.00255	0.49458	776	0	0.9968	1263	0.8149	1569	36	176	false
GCF_001030225.1__GCF_002197345.1	GCF_001030225.1	GCF_002197345.1	ok	3	6	0.00072	0.00000	0	0	1.0000	4174	0.9986	4174	69	792	true
GCF_001043875.1__GCF_001476215.1	GCF_001043875.1	GCF_001476215.1	ok	34	440	0.00423	0.49155	3954	0	0.9659	7422	0.9440	8044	165	1806	false
GCF_001044155.1__GCF_900447205.1	GCF_001044155.1	GCF_900447205.1	ok	22	51	0.00509	0.44365	1917	0	0.9972	4308	0.9882	4321	76	639	false
GCF_001044175.1__GCF_900475655.1	GCF_001044175.1	GCF_900475655.1	ok	9	22	0.00368	0.26618	650	1	0.9971	2435	0.9910	2443	20	526	false
GCF_001047325.1__GCF_001270485.1	GCF_001047325.1	GCF_001270485.1	ok	11	133	0.00072	0.27518	4232	0	0.9960	15098	0.9913	15379	80	2353	false
GCF_001050095.1__GCF_009933265.1	GCF_001050095.1	GCF_009933265.1	ok	12	56	0.00657	0.48357	883	1	0.9989	1790	0.9695	1827	24	215	false
GCF_001074295.1__GCF_015551785.1	GCF_001074295.1	GCF_015551785.1	ok	3	108	0.00234	0.48752	625	0	0.9852	1133	0.9129	1282	9	253	false
GCF_001077855.1__GCF_014644275.1	GCF_001077855.1	GCF_014644275.1	ok	2	18	0.00037	0.38405	2052	0	0.9998	5318	0.9966	5343	229	850	false
GCF_001078435.1__GCF_018785395.1	GCF_001078435.1	GCF_018785395.1	ok	11	83	0.00247	0.46559	2077	0	0.9973	4381	0.9814	4461	44	460	false
GCF_001183565.1__GCF_001685165.1	GCF_001183565.1	GCF_001685165.1	ok	4	61	0.00165	0.12644	307	0	0.9862	2355	0.9747	2428	17	488	false
GCF_001184645.1__GCF_003414885.1	GCF_001184645.1	GCF_003414885.1	ok	6	29	0.00699	0.47203	405	0	0.9870	832	0.9661	858	14	97	false
GCF_001189035.1__GCF_900215595.1	GCF_001189035.1	GCF_900215595.1	ok	54	112	0.00404	0.34970	4678	1	0.9987	13358	0.9917	13378	141	2044	false
GCF_001223385.1__GCF_902173195.1	GCF_001223385.1	GCF_902173195.1	ok	4	54	0.00106	0.37566	1423	0	0.9904	3722	0.9857	3788	7	373	false
GCF_001253055.1__GCF_008083325.1	GCF_001253055.1	GCF_008083325.1	ok	2	48	0.00070	0.41304	1185	0	0.9950	2809	0.9832	2869	37	580	false
GCF_001267945.1__GCF_011090275.1	GCF_001267945.1	GCF_011090275.1	ok	2	124	0.00070	0.34480	982	0	0.9963	2708	0.9562	2848	47	463	false
GCF_001269685.1__GCF_900102295.1	GCF_001269685.1	GCF_900102295.1	ok	3	26	0.00033	0.42144	3873	0	1.0000	9169	0.9972	9190	77	1820	false
GCF_001272985.1__GCF_002896635.1	GCF_001272985.1	GCF_002896635.1	ok	0	10	0.00000	0.17653	808	1	0.9996	4546	0.9978	4578	17	365	false
GCF_001273895.1__GCF_900112635.1	GCF_001273895.1	GCF_900112635.1	ok	26	69	0.00763	0.46551	1586	1	0.9938	3385	0.9799	3408	109	518	false
GCF_001278535.1__GCF_001988975.1	GCF_001278535.1	GCF_001988975.1	ok	49	140	0.00430	0.20883	2380	0	0.9996	11353	0.9878	11397	357	4973	false
GCF_001280885.1__GCF_004364395.1	GCF_001280885.1	GCF_004364395.1	ok	36	198	0.00343	0.49018	5143	0	0.9867	10350	0.9812	10492	169	1798	false
GCF_001280885.1__GCF_004794975.1	GCF_001280885.1	GCF_004794975.1	ok	24	189	0.00218	0.47110	5176	0	0.9906	10802	0.9828	10987	102	1852	false
GCF_001280945.1__GCF_013277735.1	GCF_001280945.1	GCF_013277735.1	ok	17	132	0.00798	0.48849	1040	0	0.9663	1978	0.9371	2129	127	288	false
GCF_001282985.1__GCF_900197695.1	GCF_001282985.1	GCF_900197695.1	ok	3	52	0.00258	0.47039	548	0	0.9791	1078	0.9540	1165	15	95	false
GCF_001283025.1__GCF_900197675.1	GCF_001283025.1	GCF_900197675.1	ok	5	46	0.00428	0.25834	302	0	0.9848	1104	0.9599	1169	12	103	false
GCF_001294605.1__GCF_017615005.1	GCF_001294605.1	GCF_017615005.1	ok	9	163	0.00161	0.48075	2684	0	0.9998	5438	0.9709	5583	32	1353	false
GCF_001297765.1__GCF_001297785.1	GCF_001297765.1	GCF_001297785.1	ok	0	4	0.00000	0.24623	1502	0	0.9993	6061	0.9993	6100	100	728	false
GCF_001297765.1__GCF_001297845.1	GCF_001297765.1	GCF_001297845.1	ok	1	4	0.00016	0.33798	2061	0	0.9993	6060	0.9993	6098	99	729	false
GCF_001298125.1__GCF_013002825.1	GCF_001298125.1	GCF_013002825.1	ok	3	50	0.00075	0.31891	1275	0	0.9929	3931	0.9874	3998	42	482	false
GCF_001298415.1__GCF_012952265.1	GCF_001298415.1	GCF_012952265.1	ok	6	73	0.00162	0.49581	1833	0	0.9937	3614	0.9802	3697	45	473	false
GCF_001299615.1__GCF_012030115.1	GCF_001299615.1	GCF_012030115.1	ok	4	63	0.00213	0.37859	711	0	0.9846	1796	0.9661	1878	28	107	false
GCF_001406535.1__GCF_018305165.1	GCF_001406535.1	GCF_018305165.1	ok	9	120	0.00716	0.46221	581	0	0.9682	1128	0.9035	1257	18	126	false
GCF_001406535.1__GCF_018305205.1	GCF_001406535.1	GCF_018305205.1	ok	21	125	0.01699	0.47977	593	0	0.9407	1110	0.8977	1236	26	132	false
GCF_001406595.1__GCF_018305165.1	GCF_001406595.1	GCF_018305165.1	ok	4	75	0.00278	0.45758	658	0	0.9712	1348	0.9473	1438	26	118	false
GCF_001422425.1__GCF_001422845.1	GCF_001422425.1	GCF_001422845.1	ok	13	56	0.00210	0.41332	2556	0	0.9967	6132	0.9909	6184	40	1231	false
GCF_001422425.1__GCF_001424745.1	GCF_001422425.1	GCF_001424745.1	ok	17	56	0.00275	0.20998	1300	0	0.9982	6143	0.9909	6191	44	1233	false
GCF_001422775.1__GCF_001424745.1	GCF_001422775.1	GCF_001424745.1	ok	33	93	0.00537	0.37868	2327	0	0.9980	6090	0.9849	6145	50	1279	false
GCF_001431365.1__GCF_003254095.1	GCF_001431365.1	GCF_003254095.1	ok	0	9	0.00000	0.47419	1617	0	0.9982	3375	0.9973	3410	27	302	false
GCF_001435115.1__GCF_001702175.1	GCF_001435115.1	GCF_001702175.1	ok	12	91	0.00321	0.39047	1458	0	0.9809	3656	0.9757	3734	46	418	false
GCF_001436325.1__GCF_009217765.1	GCF_001436325.1	GCF_009217765.1	ok	16	108	0.00595	0.46989	1264	0	0.9676	2602	0.9600	2690	92	563	false
GCF_001437465.1__GCF_902386015.1	GCF_001437465.1	GCF_902386015.1	ok	0	0	0.00000	0.00000	0	0	0.9980	3030	1.0000	3097	8	350	false
GCF_001438685.1__GCF_002907065.1	GCF_001438685.1	GCF_002907065.1	ok	0	14	0.00000	0.48163	472	0	0.9937	950	0.9855	980	16	60	false
GCF_001441635.1__GCF_900112725.1	GCF_001441635.1	GCF_900112725.1	ok	1	46	0.00009	0.47522	5207	0	0.9996	10866	0.9958	10957	60	1620	false
GCF_001447335.1__GCF_001481395.1	GCF_001447335.1	GCF_001481395.1	ok	23	82	0.00444	0.45107	2337	0	0.9923	5140	0.9842	5181	74	959	false
GCF_001460955.1__GCF_002007845.1	GCF_001460955.1	GCF_002007845.1	ok	3	15	0.00321	0.11432	107	0	0.9914	927	0.9840	936	7	116	false
GCF_001465255.1__GCF_005403365.1	GCF_001465255.1	GCF_005403365.1	ok	0	32	0.00000	0.26640	1722	0	1.0000	6431	0.9950	6464	49	891	false
GCF_001467785.1__GCF_900101805.1	GCF_001467785.1	GCF_900101805.1	ok	7	70	0.00243	0.45761	1317	0	0.9938	2709	0.9748	2878	23	207	false
GCF_001476855.1__GCF_005250605.1	GCF_001476855.1	GCF_005250605.1	ok	7	183	0.00122	0.42172	2427	0	0.9708	5555	0.9682	5755	55	1283	false
GCF_001476875.1__GCF_001913135.1	GCF_001476875.1	GCF_001913135.1	ok	19	157	0.00340	0.49553	2769	0	0.9767	5457	0.9720	5588	131	1298	false
GCF_001485395.1__GCF_002939035.1	GCF_001485395.1	GCF_002939035.1	ok	2	129	0.00028	0.29979	2118	0	0.9988	6927	0.9817	7065	21	3029	false
GCF_001499915.1__GCF_001499925.1	GCF_001499915.1	GCF_001499925.1	ok	8	65	0.00119	0.49322	3312	0	0.9949	6644	0.9903	6715	28	1515	false
GCF_001499915.1__GCF_001500105.1	GCF_001499915.1	GCF_001500105.1	ok	2	38	0.00026	0.31284	2442	0	0.9970	7738	0.9951	7806	41	1528	false
GCF_001499925.1__GCF_001500105.1	GCF_001499925.1	GCF_001500105.1	ok	2	50	0.00029	0.44176	3034	0	0.9972	6796	0.9927	6868	23	1509	false
GCF_001515365.1__GCF_003431565.1	GCF_001515365.1	GCF_003431565.1	ok	3	205	0.00047	0.43017	2766	0	0.9726	6201	0.9680	6430	47	1490	false
GCF_001524825.1__GCF_002925705.1	GCF_001524825.1	GCF_002925705.1	ok	7	67	0.00042	0.30611	5086	0	0.9978	16520	0.9960	16615	157	4554	false
GCF_001526385.1__GCF_001532725.1	GCF_001526385.1	GCF_001532725.1	ok	7	55	0.00050	0.47090	6627	0	0.9985	13998	0.9961	14073	129	4433	false
GCF_001527555.1__GCF_002223285.1	GCF_001527555.1	GCF_002223285.1	ok	6	64	0.00036	0.38992	6480	0	0.9969	16555	0.9961	16619	132	4503	false
GCF_001534765.1__GCF_003660425.1	GCF_001534765.1	GCF_003660425.1	ok	0	37	0.00000	0.27987	520	0	0.9790	1818	0.9801	1858	14	149	false
GCF_001552095.1__GCF_003024475.1	GCF_001552095.1	GCF_003024475.1	ok	6	41	0.00175	0.18015	619	0	0.9956	3398	0.9881	3436	30	712	false
GCF_001555555.1__GCF_002888235.1	GCF_001555555.1	GCF_002888235.1	ok	12	235	0.00078	0.43124	6610	0	1.0000	15113	0.9847	15328	126	3490	false
GCF_001556235.1__GCF_003815615.1	GCF_001556235.1	GCF_003815615.1	ok	9	132	0.00333	0.45391	1226	0	0.9526	2572	0.9512	2701	42	315	false
GCF_001556235.1__GCF_003815635.1	GCF_001556235.1	GCF_003815635.1	ok	4	134	0.00148	0.44798	1210	0	0.9489	2562	0.9504	2701	33	320	false
GCF_001556895.1__GCF_001557305.1	GCF_001556895.1	GCF_001557305.1	ok	15	276	0.00192	0.45500	3549	0	0.9913	7311	0.9636	7800	256	1598	false
GCF_001558125.2__GCF_900113515.1	GCF_001558125.2	GCF_900113515.1	ok	3	56	0.00021	0.49469	7219	0	0.9986	14511	0.9962	14593	109	2468	false
