pairid	band	phylum	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_018100795.1__GCF_000213655.1	90-95	Proteobacteria	611	265	3712208	1395195	0.37583966200169816
GCF_010731675.1__GCA_002291465.1	85-90	Actinobacteriota	979	296	3188349	965323	0.30276578881421073
GCA_004551485.1__GCF_010993975.1	80-85	Proteobacteria	1057	361	2180145	717230	0.3289827052787773
GCA_905198825.1__GCA_900757595.1	90-95	Actinobacteriota	547	273	1466233	742602	0.5064692992177915
GCF_000577555.1__GCA_014490595.1	80-85	Actinobacteriota	510	312	972214	576540	0.5930175866630186
GCF_009832925.1__GCF_014649695.1	90-95	Actinobacteriota	1036	551	6357367	2943206	0.4629599014812264
GCF_003386735.1__GCF_014779795.1	80-85	Actinobacteriota	997	903	1937049	1796671	0.9275299695567846
GCF_005083565.1__GCF_001700895.1	80-85	Proteobacteria	155	0	335480	0	0.0
GCF_000731985.1__GCF_005576615.1	80-85	Halobacteriota	1304	923	1975688	1394288	0.7057227659428007
GCA_902601865.1__GCA_902588615.1	80-85	Proteobacteria	98	50	578002	288668	0.49942387742602967
GCF_000720925.1__GCF_013201035.1	90-95	Actinobacteriota	593	106	3219129	527084	0.16373497303152498
GCF_013408145.1__GCA_001627335.1	90-95	Actinobacteriota	660	354	2901213	1593495	0.5492512959234638
GCF_002560985.1__GCF_900116295.1	85-90	Firmicutes	1385	585	3040600	1230389	0.40465335788989015
GCA_004555735.1__GCF_000025305.1	85-90	Firmicutes_C	548	292	1386814	774952	0.5588002428588117
GCA_902571975.1__GCA_902555585.1	90-95	Proteobacteria	109	61	868239	585075	0.6738639936699458
GCA_902623585.1__GCA_902614085.1	90-95	Proteobacteria	87	40	986487	539741	0.5471344275190652
GCF_017876625.1__GCF_014203545.1	90-95	Actinobacteriota	1128	588	6358501	3548640	0.5580938022971137
GCA_902600635.1__GCA_902593845.1	90-95	Proteobacteria	66	36	543168	272310	0.5013366030399434
GCF_000708615.2__GCF_003815835.1	85-90	Bacteroidota	782	308	3042247	1293591	0.4252090642212812
GCA_902597015.1__GCA_902585605.1	90-95	Proteobacteria	123	66	832633	477234	0.5731624857530269
GCF_002909255.1__GCF_000733925.1	80-85	Bacteroidota	880	584	2546471	1728735	0.6788748036007478
GCA_900548815.1__GCF_003439125.1	90-95	Actinobacteriota	421	193	1697516	794668	0.4681357937126955
GCF_014287585.1__GCA_910577325.1	85-90	Bacteroidota	861	445	2401034	1288997	0.5368507901179242
GCF_000799245.1__GCF_000426025.1	80-85	Proteobacteria	1717	875	2256138	1099251	0.4872268451663861
GCF_900068835.1__GCF_000175935.2	80-85	Proteobacteria	869	486	2676499	1549336	0.5788666463166995
GCF_004005375.1__GCF_000986865.1	80-85	Proteobacteria	691	353	1885055	910131	0.4828140292988799
GCF_001426345.1__GCA_014860165.1	80-85	Proteobacteria	1142	574	2231164	1126814	0.5050341436129303
GCF_003437035.1__GCA_900759045.1	90-95	Actinobacteriota	393	243	1649500	1017405	0.6167959987875113
GCF_019038615.1__GCF_000281065.1	80-85	Actinobacteriota	804	359	2056374	872417	0.42425016071979127
GCF_003286825.1__GCF_002884575.1	90-95	Firmicutes	268	193	1692105	1037192	0.6129595976609017
GCF_014207235.1__GCA_017745175.1	85-90	Proteobacteria	915	392	2222919	948708	0.4267847816317194
GCF_018638295.1__GCF_900101585.1	85-90	Actinobacteriota	2194	989	3740659	1755893	0.46940739586260066
GCF_003390395.1__GCF_003390375.1	90-95	Proteobacteria	369	310	3904178	3247688	0.8318493675237143
GCA_902617025.1__GCA_902590505.1	85-90	Proteobacteria	102	47	566267	218675	0.386169421845172
GCF_009362735.1__GCF_900007165.1	90-95	Proteobacteria	1007	485	7297659	3236726	0.44352935646897174
GCF_003437535.1__GCA_902362595.1	80-85	Bacteroidota	589	250	1941480	752807	0.3877490368172734
GCF_006489205.1__GCF_900169275.1	85-90	Actinobacteriota	1174	776	2463343	1449547	0.5884470818720738
GCF_002914585.1__GCF_016584665.1	85-90	Cyanobacteria	1727	840	3625043	1781713	0.49150120426157706
GCA_012965485.1__GCA_002435305.1	90-95	Chloroflexota	472	247	1413229	695301	0.4919945741277599
GCF_012935755.1__GCF_000282315.2	85-90	Proteobacteria	1390	691	4520670	2152147	0.4760681491902749
GCF_900156465.1__GCF_001605965.1	80-85	Proteobacteria	1144	737	2446088	1636344	0.6689636677012438
GCF_014252095.1__GCF_014251735.1	90-95	Bacteroidota	30	4	625061	24916	0.03986170949715308
GCF_000981785.2__GCF_000010625.1	95-100	Cyanobacteria	1944	1036	3412160	1810292	0.5305413579668011
GCA_002691465.1__GCA_902595845.1	80-85	Proteobacteria	169	71	738702	356553	0.4826750164477692
GCF_015330165.1__GCF_018603515.1	80-85	Bacteroidota	667	380	2432542	1408140	0.5788759248555626
GCA_005843825.1__GCA_903908555.1	85-90	Bacteroidota	545	256	1660561	780660	0.470118231127914
GCF_001074825.1__GCA_905221335.1	85-90	Firmicutes	421	203	1148652	562177	0.4894232543886225
GCF_000745725.1__GCF_003627755.1	80-85	Proteobacteria	1152	921	3114148	2507687	0.8052562049074097
GCF_009857475.1__GCF_900113115.1	85-90	Proteobacteria	1056	676	3750614	2389976	0.6372225987531641
GCF_003286645.1__GCF_000193205.1	90-95	Firmicutes	309	122	1696727	673731	0.3970768426505855
GCF_900291955.1__GCA_902765855.1	90-95	Firmicutes_A	583	344	1714012	990734	0.5780204572663435
GCA_900549085.1__GCA_905210085.1	90-95	Actinobacteriota	432	228	1638348	837249	0.5110324546433358
GCF_002632875.1__GCF_016306625.1	80-85	Proteobacteria	693	342	2216305	1138187	0.5135516095483248
GCA_003725745.1__GCF_011766325.1	90-95	Actinobacteriota	2023	1388	4788786	3301523	0.6894279677563374
GCF_900113155.1__GCF_002234575.2	90-95	Firmicutes_A	796	369	3477582	1612001	0.463540759067651
GCA_002403295.1__GCA_002403075.1	85-90	Krumholzibacteriota	734	350	1572011	794839	0.5056192354888102
GCA_017992915.1__GCA_002376715.1	90-95	Bacteroidota	193	107	947663	504277	0.532126926977206
GCA_015487095.1__GCA_003229995.1	85-90	Proteobacteria	801	380	1542858	715126	0.46350733508851755
GCF_001075875.1__GCF_000215385.1	85-90	Firmicutes	426	224	1350566	734420	0.543786827152468
GCA_016291475.1__GCA_902794095.1	80-85	Firmicutes_A	496	244	1405395	672648	0.4786184666944169
GCF_001693275.1__GCF_001693255.1	90-95	Cyanobacteria	428	204	2823158	1359710	0.48162731239271767
GCF_001909055.1__GCF_000981585.1	80-85	Firmicutes	1487	815	3957178	2132926	0.5390017835942684
GCF_002890895.1__GCA_002476945.1	80-85	Proteobacteria	873	326	2182516	826530	0.3787051274767287
GCA_900544645.1__GCA_900543945.1	90-95	Actinobacteriota	442	252	1555341	874394	0.562187970355054
GCF_016599145.1__GCF_007559025.1	85-90	Actinobacteriota	938	513	2926540	1572116	0.5371927258810746
GCA_900618065.1__GCF_000143825.1	90-95	Actinobacteriota	355	234	1944690	1142308	0.5873985056744263
GCF_000721605.1__GCF_017948455.1	80-85	Actinobacteriota	1970	825	3512657	1433307	0.40804069398179216
GCF_013608025.1__GCF_000585995.1	85-90	Proteobacteria	1208	561	4552685	2117392	0.46508642702053843
GCF_003350005.1__GCF_001444505.1	80-85	Proteobacteria	809	459	1624208	895318	0.5512335858461478
GCF_000763885.1__GCF_016919705.1	85-90	Proteobacteria	686	363	2736214	1408070	0.5146052172819816
GCF_000176035.2__GCA_000824785.1	80-85	Proteobacteria	1801	947	3291824	1728676	0.525142291932983
GCF_006717095.1__GCF_000284015.1	80-85	Actinobacteriota	1200	1129	2019962	1878270	0.9298541259687063
GCF_900009265.2__GCA_001873365.1	90-95	Cyanobacteria	1467	785	4010279	2210234	0.5511422023255739
GCF_008274625.1__GCF_000799335.1	90-95	Bacteroidota	663	425	4335604	2786478	0.642696611590911
GCF_900637025.1__GCF_001814775.1	80-85	Firmicutes	389	211	852874	463406	0.5433463794182962
GCF_001836165.1__GCF_016728705.1	90-95	Actinobacteriota	309	156	2270571	1094082	0.48185324308290733
GCA_902705865.1__GCA_902705835.1	90-95	Proteobacteria	351	133	4541549	1225752	0.2698973411935003
GCA_004213965.1__GCA_014239895.1	80-85	Bacteroidota	210	116	582157	308374	0.5297093395767808
GCA_902626065.1__GCA_000384495.1	85-90	Actinobacteriota	79	45	304685	181529	0.5957923757323137
GCF_004123845.1__GCA_017308075.1	80-85	Proteobacteria	1656	1037	2616627	1584697	0.6056258687233602
GCF_003991355.1__GCF_007970185.1	85-90	Bacteroidota	997	428	5333218	2217426	0.4157763661639183
GCF_000820165.1__GCF_000014805.1	85-90	Proteobacteria	1175	485	3091808	1253009	0.4052674034092673
GCF_904846175.1__GCA_002453355.1	80-85	Proteobacteria	924	354	1730952	675984	0.39052729365112376
GCA_902599405.1__GCA_902538085.1	90-95	Proteobacteria	85	43	995363	504709	0.5070602383251136
GCA_014653585.1__GCA_902520355.1	80-85	Proteobacteria	78	33	311192	141077	0.45334391629604875
GCA_015066345.1__GCA_017550105.1	85-90	Firmicutes_A	478	237	1305522	647750	0.49616168858127246
GCF_900105335.1__GCF_002362255.1	80-85	Actinobacteriota	722	365	1448557	696340	0.48071287495072684
GCF_004119495.1__GCF_002304005.1	80-85	Bacteroidota	951	527	2050434	1107599	0.5401778355216506
GCF_000739595.1__GCF_000022205.1	85-90	Halobacteriota	932	406	2103956	824403	0.39183471517465196
GCF_003441615.1__GCA_018828385.1	80-85	Proteobacteria	646	227	1807183	652647	0.361140515376694
GCF_018130765.1__GCF_000473065.1	90-95	Proteobacteria	1788	909	5217392	2759303	0.5288663378178217
GCF_001613085.1__GCF_001612665.1	85-90	Actinobacteriota	1169	559	5409285	2582369	0.47739562622416826
GCF_900047545.1__GCA_001007665.1	85-90	Cyanobacteria	420	223	1157784	591750	0.5111056984722538
GCA_905182295.1__GCA_000173115.1	90-95	Bacteroidota	81	42	833206	465065	0.5581632873503072
GCF_001673105.1__GCF_002101885.1	80-85	Actinobacteriota	1017	479	2930871	1438255	0.49072613567775586
GCF_002009585.1__GCF_014207375.1	85-90	Actinobacteriota	751	314	2962339	1232415	0.4160276727275305
GCF_003050925.1__GCF_900636825.1	80-85	Proteobacteria	1200	555	3069255	1400939	0.45644268723191783
GCF_000332415.1__GCF_000244815.1	80-85	Spirochaetota	965	354	2321127	765787	0.3299203361125867
GCF_001908185.1__GCF_000244915.1	85-90	Proteobacteria	1886	962	4767179	2338188	0.4904762334286168
GCF_004014805.1__GCF_010725725.1	90-95	Actinobacteriota	524	308	4653285	2789381	0.5994434039608577
GCF_000744705.1__GCF_014084105.1	85-90	Actinobacteriota	2239	1447	3449978	2310498	0.6697138358563446
GCA_016292575.1__GCA_016293225.1	90-95	Firmicutes_A	409	209	1619420	744665	0.459834385150239
GCF_000259505.1__GCA_001579015.1	80-85	Firmicutes	508	241	990323	468661	0.4732405487906471
GCA_003260025.2__GCF_006874475.1	85-90	Actinobacteriota	2355	1187	4556114	2283854	0.5012723562228689
GCA_002499945.1__GCA_910577825.1	90-95	Firmicutes_A	814	393	2366808	1114100	0.47071836836786085
GCF_000507185.2__GCF_009176725.1	90-95	Proteobacteria	437	52	5377434	322889	0.060045181400645735
GCF_002802865.1__GCF_012932375.1	90-95	Actinobacteriota	339	156	2306571	998989	0.43310567938294553
GCA_017857425.1__GCA_009937455.1	90-95	Verrucomicrobiota	452	242	1601378	898057	0.5608026337316986
GCA_902604225.1__GCA_902524795.1	90-95	Proteobacteria	83	55	607996	392009	0.6447558865518852
GCA_003524145.1__GCA_905202255.1	90-95	Firmicutes_A	328	200	1469587	863282	0.5874317070033962
GCA_017549505.1__GCA_017399865.1	80-85	Bacteroidota	355	182	845218	446956	0.5288055862511211
GCF_019090105.1__GCF_002005565.1	80-85	Actinobacteriota	1734	895	2764169	1437201	0.5199396274250959
GCF_003386675.1__GCF_017833635.1	90-95	Actinobacteriota	493	193	2857776	1172553	0.41030262693787056
GCF_900128425.1__GCF_000312365.2	90-95	Firmicutes_A	357	176	1616072	711359	0.44017778910840605
GCF_000633395.1__GCF_001547895.1	85-90	Proteobacteria	1274	703	5392351	3008085	0.5578429519888449
GCF_008638365.1__GCF_000092985.1	85-90	Actinobacteriota	1909	705	3656151	1303284	0.3564633955216839
GCF_004348725.1__GCF_004342025.1	85-90	Actinobacteriota	1836	913	5397324	2570399	0.47623581611924726
GCA_900541925.1__GCA_002439095.1	80-85	Bacteroidota	354	168	1283714	555906	0.43304505520700093
GCF_900100275.1__GCF_014648475.1	85-90	Actinobacteriota	1680	858	5529027	2705564	0.48933817830876936
GCF_010993675.1__GCA_001577635.1	90-95	Proteobacteria	444	263	3004768	1938004	0.6449762510782863
GCA_902583585.1__GCA_902539235.1	85-90	Proteobacteria	89	48	394595	194034	0.49172949479846423
GCA_910585245.1__GCA_910576865.1	80-85	Firmicutes_A	765	398	1365779	727729	0.5328307141931454
GCF_011682045.1__GCF_003953935.1	90-95	Proteobacteria	1262	529	5510632	2189546	0.3973311954055361
GCF_000488275.1__GCF_008993995.1	85-90	Proteobacteria	564	304	1797371	1007681	0.560641626019336
GCA_002279275.1__GCA_001873935.1	90-95	Desulfobacterota_E	453	209	1142024	567510	0.4969335145320939
GCF_009856295.1__GCF_000770635.1	85-90	Firmicutes	1163	573	3249411	1607642	0.4947487406179151
GCF_003818115.1__GCF_018342065.1	85-90	Proteobacteria	520	294	3766752	2133528	0.5664105308764686
GCA_002709915.1__GCA_002380675.1	85-90	Verrucomicrobiota	663	324	2593294	1257895	0.48505684276445327
GCF_000185285.1__GCF_900105015.1	80-85	Actinobacteriota	496	277	1064294	591304	0.555583325660015
GCF_002914525.1__GCF_000271845.1	90-95	Proteobacteria	922	610	5445895	3833845	0.7039880497145098
GCA_902625845.1__GCA_902623195.1	85-90	Cyanobacteria	127	70	735122	392761	0.5342800242680806
GCF_001678665.1__GCA_018819685.1	85-90	Proteobacteria	710	333	1644525	723826	0.4401428984053146
GCA_900549215.1__GCA_900542635.1	95-100	Actinobacteriota	428	235	1647121	945441	0.5739960816479178
GCA_900545705.1__GCA_900545715.1	90-95	Verrucomicrobiota	307	128	2073210	750424	0.36196236753633254
GCA_003852775.1__GCF_008365275.1	80-85	Actinobacteriota	672	398	1150282	727411	0.6323762346972308
GCF_001428845.1__GCA_003454835.1	85-90	Proteobacteria	1153	530	2956508	1401107	0.47390604050454116
GCA_900314925.1__GCA_902791695.1	80-85	Bacteroidota	646	351	1009424	565610	0.5603294552140626
GCA_002167775.1__GCA_002480215.1	85-90	Bacteroidota	328	166	1673923	834121	0.4983030880153986
GCF_001280065.1__GCF_014650575.1	80-85	Actinobacteriota	2069	1047	3375886	1709692	0.5064424568839113
GCA_902790405.1__GCA_902762455.1	85-90	Bacteroidota	897	458	1273185	668197	0.5248231796635996
GCF_006716765.1__GCF_001552195.1	80-85	Actinobacteriota	2007	937	3770814	1795614	0.47618736962364094
GCA_902615045.1__GCA_902586025.1	90-95	Proteobacteria	88	38	677248	233504	0.34478359478359477
GCA_900320345.1__GCA_017458765.1	90-95	Firmicutes_A	478	220	1759375	806320	0.45829911190053285
GCF_000187745.1__GCA_018364455.1	90-95	Firmicutes	495	268	1559449	825400	0.5292895118724626
GCF_002879865.1__GCF_013409845.1	80-85	Proteobacteria	1525	548	3182498	1036831	0.32579156373389706
GCF_001028025.1__GCA_000509105.1	80-85	Firmicutes_A	964	488	2559857	1286363	0.502513616971573
GCA_009911715.1__GCA_905187815.1	85-90	Thermoplasmatota	432	261	908377	501215	0.5517698048277312
GCF_002096755.1__GCA_000385835.1	90-95	Firmicutes	439	182	1516018	607759	0.400891678067147
GCF_014208105.1__GCF_008327685.1	90-95	Actinobacteriota	1496	1217	6378839	5283963	0.8283581071727943
GCF_013393185.1__GCF_012927105.1	80-85	Proteobacteria	1060	549	2152360	1117816	0.5193443475998439
GCA_017538795.1__GCA_002311655.1	80-85	Bacteroidota	538	207	990092	377469	0.3812463892244357
GCA_003216815.1__GCA_003216895.1	85-90	Cyanobacteria	177	98	917633	558979	0.6091531145893838
GCA_017475045.1__GCA_902781185.1	85-90	Fibrobacterota	700	364	1489317	782494	0.525404598215155
GCF_000332875.2__GCF_001404655.1	85-90	Firmicutes_A	487	233	1680313	764846	0.4551806716962852
GCA_003216775.1__GCA_003281365.1	85-90	Cyanobacteria	115	52	1348824	452644	0.3355841829623435
GCA_017303455.1__GCA_002400415.1	85-90	Bacteroidota	750	364	3007467	1398027	0.4648519834132843
GCF_001668725.1__GCF_001672755.1	80-85	Actinobacteriota	1327	814	2728477	1683178	0.6168928673395451
GCA_902591315.1__GCA_902555695.1	90-95	Proteobacteria	79	34	674138	335878	0.4982332994134732
GCF_003944715.1__GCF_003944705.1	85-90	Bacteroidota	1717	897	3011257	1489250	0.4945609092814064
GCF_000420645.1__GCA_903885465.1	90-95	Proteobacteria	888	448	3848894	2052835	0.5333571150569488
GCA_003280455.1__GCA_902526535.1	90-95	Proteobacteria	60	37	666722	483153	0.7246693524437472
GCF_009208075.1__GCF_003667345.1	80-85	Campylobacterota	468	204	1380616	627424	0.45445221553277665
GCF_006716345.1__GCF_014171575.1	80-85	Actinobacteriota	790	530	1789329	1292780	0.7224942981419292
GCF_003997495.1__GCF_000502715.1	85-90	Proteobacteria	1641	632	3476921	1357602	0.3904609854523586
GCF_002205795.1__GCA_015999765.1	80-85	Bacteroidota	445	225	1588529	762417	0.47995157784340103
GCF_007475365.1__GCA_905221225.1	85-90	Firmicutes	395	265	1151245	745105	0.6472167088673566
GCF_015354575.1__GCF_003627215.1	85-90	Proteobacteria	1267	651	3339270	1687717	0.5054149559634291
GCF_000719345.1__GCF_000612545.1	90-95	Actinobacteriota	1375	693	5118906	2484965	0.48544845324372043
GCA_910587625.1__GCA_910585685.1	90-95	Firmicutes_A	126	55	1368423	509841	0.372575585180898
GCF_013618475.1__GCF_006542275.1	80-85	Firmicutes	1456	851	2821429	1587475	0.562649281622894
GCF_001542625.1__GCF_014648915.1	80-85	Actinobacteriota	2215	735	3965541	1403113	0.3538263757706704
GCF_014192115.1__GCA_002453355.1	80-85	Proteobacteria	898	481	1635845	886463	0.5418991408110182
GCA_005877305.1__GCA_007280335.1	85-90	Thermoproteota	251	94	848782	350181	0.412568833929089
GCF_000223985.1__GCA_018399035.1	85-90	Proteobacteria	1611	655	3239869	1358857	0.41941726656232087
GCF_001440035.1__GCF_018130945.1	80-85	Proteobacteria	2092	1101	3962525	1990065	0.502221437088725
GCF_003096925.1__GCF_900112425.1	90-95	Proteobacteria	1664	952	5856841	3420468	0.5840124394703561
GCF_003999415.1__GCF_012986595.1	90-95	Proteobacteria	939	406	5101420	2046345	0.40113242979405733
GCF_003364315.1__GCF_000687535.1	80-85	Campylobacterota	471	260	863855	466744	0.5403036389208837
GCF_006385805.1__GCA_902836505.1	90-95	Firmicutes	423	188	1181972	531087	0.4493228265982612
GCA_903863195.1__GCA_903840385.1	80-85	Acidobacteriota	1035	482	1758101	816757	0.4645677353007592
GCA_017937685.1__GCA_017549085.1	90-95	Planctomycetota	1093	562	1768896	933773	0.5278846240819133
GCF_001580545.1__GCF_000013645.1	80-85	Proteobacteria	1649	830	3344127	1694299	0.5066491194861917
GCA_003216775.1__GCA_003281485.1	85-90	Cyanobacteria	118	45	1254033	518349	0.4133455818148326
GCF_000745545.1__GCA_017745235.1	85-90	Proteobacteria	1518	916	2448436	1459857	0.5962406205430733
GCF_001592305.1__GCF_001571145.1	80-85	Proteobacteria	1503	715	2164829	1047974	0.484090891243604
GCF_002294985.1__GCF_018588885.1	80-85	Proteobacteria	1609	802	2938336	1418356	0.48270721932413446
GCA_009772935.1__GCA_017990895.1	90-95	Proteobacteria	1121	509	3936949	1774057	0.450617216529856
GCF_001513955.1__GCF_000720765.1	85-90	Actinobacteriota	2480	1103	5167087	2372243	0.459106455919941
GCF_903181435.1__GCF_000210075.1	80-85	Bacteroidota	804	351	2419594	1029829	0.42562057932033226
GCF_008123425.1__GCF_001908205.1	85-90	Proteobacteria	1956	972	4914781	2396634	0.48763800462319684
GCF_002754715.1__GCF_008705135.1	85-90	Actinobacteriota	2254	190	4497951	308619	0.06861324189614337
GCF_003144405.1__GCF_000160755.1	80-85	Proteobacteria	737	223	2228590	622451	0.2793026083756994
GCA_902594825.1__GCA_902514695.1	80-85	Proteobacteria	83	47	285421	124960	0.43780941136076185
GCF_002754615.1__GCF_000716545.1	85-90	Actinobacteriota	1954	1014	5047815	2545929	0.504362580641327
GCA_018242725.1__GCA_016788465.1	80-85	Nitrospirota	713	381	1648379	851774	0.5167343189885336
GCA_900540905.1__GCA_905209765.1	90-95	Actinobacteriota	463	231	1702846	915126	0.5374097246609499
GCA_003214215.1__GCA_003281255.1	90-95	Cyanobacteria	96	57	911754	406141	0.4454501981894239
GCF_014268505.2__GCF_000292795.1	85-90	Proteobacteria	1140	489	4171879	1713613	0.4107532840717576
GCF_016839165.1__GCF_002831585.1	90-95	Proteobacteria	1539	659	5651583	2258732	0.3996635986766893
GCF_002964575.1__GCF_000440115.1	85-90	Firmicutes	594	328	1219317	697870	0.5723450095422273
GCF_003336745.1__GCA_002355995.1	80-85	Deinococcota	630	335	1063001	549417	0.5168546407764433
GCA_002724825.1__GCA_002715425.1	85-90	Actinobacteriota	91	48	832969	434566	0.5217072904273748
GCF_001746295.1__GCF_000717875.1	80-85	Actinobacteriota	2170	1178	3996167	2195521	0.5494067189884707
GCA_902538515.1__GCA_902537395.1	90-95	Cyanobacteria	106	47	744136	386802	0.519800144059688
GCF_900104705.1__GCF_900117395.1	80-85	Actinobacteriota	799	47	1586716	78928	0.049742991184307715
GCF_002286785.1__GCF_002091635.1	90-95	Proteobacteria	688	383	5039449	2753700	0.5464287861629317
GCA_003213155.1__GCA_902563555.1	80-85	Proteobacteria	100	43	402754	160104	0.39752305377476077
GCF_001875325.1__GCF_001267405.1	90-95	Firmicutes_B	419	259	1873480	1245078	0.6645803531396118
GCF_005503145.1__GCF_900100735.1	85-90	Proteobacteria	1407	817	5441557	3228424	0.5932904865280286
GCA_905221305.1__GCA_905221255.1	90-95	Firmicutes	229	59	1560878	364355	0.2334295185145796
GCF_001855555.1__GCF_000007705.1	85-90	Proteobacteria	1137	626	2689893	1506285	0.55997952334907
GCA_018385415.1__GCA_016293495.1	85-90	Spirochaetota	474	231	830665	412613	0.49672611702671954
GCF_008727115.1__GCF_000761245.1	80-85	Proteobacteria	1097	249	2461802	534210	0.21699957998246813
GCF_006337065.1__GCF_003070885.1	80-85	Actinobacteriota	753	749	1796264	1793966	0.9987206780295101
GCF_002706745.1__GCF_005405305.1	90-95	Firmicutes	336	142	2066952	867415	0.4196589954677225
GCA_902625325.1__GCA_902601345.1	90-95	Thermoplasmatota	91	45	873162	464975	0.532518593342358
GCF_011043625.1__GCF_003722335.1	90-95	Proteobacteria	1109	568	4329356	1958997	0.45249154839657446
GCF_003755065.1__GCF_013359815.1	85-90	Actinobacteriota	821	350	2849206	1194706	0.4193119065451919
GCF_900078685.2__GCF_002102265.1	85-90	Actinobacteriota	959	362	2974166	1041617	0.35022154109757153
GCF_002913945.1__GCF_003048595.2	90-95	Campylobacterota	162	120	1665705	1164165	0.6989022666078327
GCA_012728975.1__GCA_002376715.1	85-90	Bacteroidota	330	173	1442815	807449	0.5596344645709949
GCF_012027615.1__GCF_000221185.1	85-90	Methanobacteriota_B	569	285	1194169	617915	0.5174435109268454
GCA_902800395.1__GCA_902776365.1	80-85	Bacteroidota	658	249	989084	389930	0.3942334523660276
GCF_000982955.1__GCF_900090225.1	85-90	Actinobacteriota	1559	784	3581113	1740844	0.4861181425998007
GCF_007829875.1__GCF_003270085.1	85-90	Actinobacteriota	1804	965	3068560	1577822	0.5141897176525797
GCF_009495355.1__GCA_002439605.1	80-85	Bacteroidota	490	238	1374829	634656	0.46162540941455266
GCF_003236315.1__GCF_016863555.1	85-90	Actinobacteriota	1590	812	3647595	1809165	0.4959884526653864
GCF_003626635.1__GCF_016802865.1	80-85	Actinobacteriota	1659	814	3037907	1531825	0.5042369631460081
GCA_900544235.1__GCA_900754075.1	90-95	Actinobacteriota	384	145	1546618	563173	0.36413193173750724
GCF_008084905.1__GCF_003148645.1	80-85	Bacteroidota	552	232	1902095	772721	0.40624732203175973
GCF_010448615.1__GCF_902497745.1	85-90	Proteobacteria	1422	662	4741704	2148331	0.4530715118446871
GCA_016288175.1__GCA_002309375.1	85-90	Firmicutes_A	538	263	1030057	500394	0.4857925338112357
GCA_010030955.1__GCA_014191535.1	85-90	Cyanobacteria	755	364	1368506	655582	0.47904941593241096
GCF_004346385.1__GCF_014451325.1	85-90	Actinobacteriota	1414	735	2724415	1401924	0.5145779919725886
GCF_017696315.1__GCA_017644295.1	90-95	Cyanobacteria	113	21	1447357	47456	0.03278804054562903
GCF_012276695.1__GCA_905612365.1	90-95	Proteobacteria	111	49	524996	223332	0.42539752683829973
GCF_000817895.1__GCF_902497995.1	85-90	Proteobacteria	1176	551	2889733	1382055	0.47826390881095243
GCF_006715245.1__GCF_009806575.1	90-95	Firmicutes	398	8	3904842	2131	0.0005457327082632281
GCF_001646665.1__GCF_009739905.1	85-90	Actinobacteriota	1796	768	4989545	1974343	0.39569600033670405
GCF_013464485.1__GCF_002192255.1	90-95	Proteobacteria	745	380	3726207	1901169	0.5102156160406548
GCF_004362055.1__GCF_000745775.1	85-90	Bacteroidota	1007	243	3599356	853772	0.23720132156974746
GCF_005796185.1__GCF_005796225.1	90-95	Actinobacteriota	466	251	3095530	1924452	0.6216874008651184
GCF_015864665.1__GCF_004118935.1	85-90	Actinobacteriota	527	366	1869221	1265032	0.676769627561428
GCA_003209795.1__GCA_003278045.1	80-85	Cyanobacteria	142	68	571724	235847	0.412518977688535
GCF_016625195.1__GCF_000468095.1	80-85	Proteobacteria	788	240	2434742	729565	0.29964776555380407
GCF_004784475.1__GCF_000373625.1	85-90	Actinobacteriota	1802	540	4239701	1216396	0.28690608134866113
GCF_002135435.1__GCF_001605895.1	80-85	Proteobacteria	717	522	1719543	1271415	0.7393912219700234
GCA_902619055.1__GCA_902560675.1	85-90	Proteobacteria	95	54	434546	248206	0.5711846386803698
GCF_007829875.1__GCF_003665435.1	90-95	Actinobacteriota	1481	1193	5407363	4646094	0.8592162205496469
GCF_002993025.1__GCA_017996075.1	90-95	Campylobacterota	266	134	908800	445922	0.4906712147887324
GCF_003074055.1__GCF_014655295.1	80-85	Actinobacteriota	1912	999	3352147	1749128	0.5217933461748545
GCF_007829315.1__GCF_009769165.1	90-95	Proteobacteria	1066	554	3503350	1714006	0.4892477200393909
GCF_006715835.1__GCF_000960475.2	90-95	Actinobacteriota	867	490	4724869	2724314	0.5765903774263371
GCF_002101295.1__GCA_902546765.1	90-95	Proteobacteria	86	57	854885	555301	0.649562221819309
GCA_003282965.1__GCA_902572605.1	80-85	Proteobacteria	104	61	486080	235120	0.4837063857801185
GCF_900474185.1__GCA_016779825.1	85-90	Cyanobacteria	207	96	1445719	657687	0.4549203545087254
GCA_902616145.1__GCA_902544345.1	85-90	Proteobacteria	86	33	384064	163523	0.42577018413597734
GCF_003465825.1__GCA_905199225.1	90-95	Actinobacteriota	395	245	1754874	1042760	0.5942079032454751
GCF_900002405.1__GCF_009930875.1	85-90	Actinobacteriota	979	416	1863110	768131	0.41228429883367057
GCF_013409255.1__GCF_902859825.1	80-85	Proteobacteria	1623	956	3242796	1905626	0.5876490534711404
GCA_902634305.1__GCA_902588595.1	85-90	Proteobacteria	140	90	577113	383256	0.6640917809856995
GCF_018492665.1__GCF_000523515.1	80-85	Bacteroidota	686	282	3079789	1164606	0.3781447365387694
