pairid	anim_ani	anim_af_ref	anim_af_qry	aligned_bases_qry	af_tier
GCA_002426325.1__GCA_012728345.1	83.4900	35.24	24.96	836361	verylow-AF
GCA_002316705.1__GCA_002385395.1	83.5000	35.27	21.23	778115	verylow-AF
GCA_903851485.1__GCA_903867405.1	85.1900	12.18	15.13	430709	verylow-AF
GCA_903827875.1__GCA_903870925.1	85.3800	11.88	14.93	419287	verylow-AF
GCA_903827875.1__GCA_903851485.1	99.9300	97.94	99.29	2788206	strict
GCF_000215915.2__GCF_009797925.1	84.4700	23.18	19.49	613164	verylow-AF
GCF_007097495.1__GCF_014207545.1	99.9900	99.99	99.36	6929142	strict
GCF_001682195.2__GCF_007097495.1	84.1800	5.34	4.93	361021	verylow-AF
GCF_007097495.1__GCF_012844325.1	83.7800	4.52	5.33	371859	verylow-AF
GCA_003454625.1__GCF_014287465.1	82.9200	4.70	5.49	175429	verylow-AF
GCA_017502655.1__GCA_017520145.1	97.4200	76.41	81.74	1439400	strict
GCA_017502655.1__GCA_017629055.1	84.7500	27.18	27.00	475496	verylow-AF
GCA_017520145.1__GCA_017629055.1	84.8400	29.68	27.49	524265	verylow-AF
GCA_017936815.1__GCA_900771985.1	83.0800	1.69	1.84	35786	verylow-AF
GCA_002404725.1__GCA_905199645.1	86.2400	45.65	48.32	1113365	low-AF
GCA_003504195.1__GCA_017436565.1	84.1200	4.61	4.62	93237	verylow-AF
GCA_018399735.1__GCF_001687065.1	98.6900	81.62	91.68	1955067	strict
GCA_011054385.1__GCF_001687065.1	85.2400	4.01	4.60	93526	verylow-AF
GCA_010912735.1__GCF_015233875.1	84.1200	5.57	6.06	136734	verylow-AF
GCA_003552165.1__GCA_007119535.1	83.2300	25.16	12.74	524893	verylow-AF
GCA_003552165.1__GCA_007135485.1	99.8600	95.86	45.67	1882097	low-AF
GCA_007119535.1__GCA_007124815.1	82.3000	0.50	0.68	14156	verylow-AF
GCF_014652155.1__GCF_018860285.1	84.4700	3.07	4.04	145521	verylow-AF
GCF_003590545.1__GCF_016635095.1	98.3000	93.92	86.80	1955588	strict
GCF_003590545.1__GCF_900699055.1	92.5500	86.87	56.57	1274456	low-AF
GCF_016635095.1__GCF_900699055.1	92.5300	86.76	63.98	1246811	strict
GCA_002327505.1__GCA_018676795.1	82.5900	6.60	7.98	75720	verylow-AF
GCA_002327505.1__GCA_002687155.1	99.8900	76.62	53.18	504525	low-AF
GCA_018676795.1__GCA_018698515.1	99.9600	96.64	99.01	1147943	strict
GCF_011421605.1__GCF_016798325.1	85.2100	36.60	35.73	1701637	low-AF
GCA_002683455.1__GCF_016798325.1	83.0700	7.32	7.78	347050	verylow-AF
GCA_002683455.1__GCF_011421605.1	83.2300	6.35	6.92	308854	verylow-AF
GCA_902383915.1__GCA_902406015.1	84.6300	2.02	2.01	50113	verylow-AF
GCA_902383915.1__GCA_910585515.1	86.4100	57.80	55.09	1376704	low-AF
GCA_004115465.1__GCA_905212415.1	99.6600	79.30	89.68	2131925	strict
GCF_014696055.1__GCF_014697225.1	83.6900	8.06	9.74	543192	verylow-AF
GCF_014696055.1__GCF_014697285.1	83.7000	7.67	9.84	548347	verylow-AF
GCF_014697225.1__GCF_014697285.1	99.9900	94.14	99.94	6739909	strict
GCF_000760315.1__GCF_000760335.1	99.9900	99.80	99.58	2572104	strict
GCF_000760335.1__GCF_001632025.1	93.6500	85.01	80.54	2074033	strict
GCA_004213165.1__GCF_001632025.1	96.9900	60.76	97.99	1478566	strict
GCA_016783025.1__GCA_016785045.1	99.7500	43.14	41.42	1066371	low-AF
GCA_016776415.1__GCA_018814905.1	98.9400	42.58	88.70	1665842	strict
GCA_016776415.1__GCA_016783025.1	84.3800	6.41	8.58	161155	verylow-AF
GCA_002365235.1__GCA_002415885.1	99.9700	96.05	96.62	3017388	strict
GCA_903848195.1__GCA_903856835.1	99.9800	97.39	95.05	3779366	strict
GCF_000452225.2__GCF_015668845.1	96.6400	84.17	86.61	3062042	strict
GCF_000452225.2__GCF_003585605.1	96.3100	86.57	87.09	3078999	strict
GCA_017413205.1__GCA_900544505.1	84.5800	4.60	4.77	163159	verylow-AF
GCA_017386375.1__GCA_017413205.1	NA	NA	NA	NA	dnadiff_failed
GCA_900544505.1__GCA_905200685.1	99.9400	93.43	80.97	2859419	strict
GCA_015255295.1__GCF_001806915.1	96.8200	63.28	90.40	1225725	strict
GCA_015264955.1__GCA_015264975.1	95.3600	87.58	75.17	1301089	strict
GCA_015255295.1__GCA_015264955.1	89.1300	47.08	60.67	822640	strict
GCA_900012755.1__GCF_902362305.1	87.8700	62.66	62.25	2472432	strict
GCA_905209045.1__GCF_902362305.1	85.3700	30.40	35.28	1196125	low-AF
GCA_900543225.1__GCF_017307015.1	88.0200	57.51	59.32	2258144	low-AF
GCF_014841545.1__GCF_015350895.1	89.7300	80.45	77.16	2731333	strict
GCA_005503155.1__GCF_001297205.1	94.0500	84.18	85.17	2891789	strict
GCF_001297205.1__GCF_015350895.1	89.6600	77.27	76.14	2623291	strict
GCF_015863205.1__GCF_900100775.1	85.3000	2.49	2.26	50085	verylow-AF
GCF_000413455.1__GCF_015863205.1	84.6600	1.41	1.66	32455	verylow-AF
GCF_000413455.1__GCF_001810675.1	97.0300	90.83	86.03	1678446	strict
GCA_015689545.1__GCA_015689655.1	96.8300	83.10	86.47	2171059	strict
GCA_015689545.1__GCA_015689785.1	93.4400	87.74	84.93	2132317	strict
GCA_015689655.1__GCA_015689785.1	93.4100	84.60	78.62	2056155	strict
GCF_010500775.1__GCF_900112435.1	84.8000	26.35	24.48	1365596	verylow-AF
GCA_013373025.1__GCF_900100725.1	85.3200	23.22	32.37	1423217	low-AF
GCF_010500775.1__GCF_010500785.1	87.4200	49.47	56.87	3172484	low-AF
GCA_001917095.1__GCA_004555365.1	86.1900	33.74	45.37	948994	low-AF
GCA_004558385.1__GCA_018373695.1	85.1000	21.39	23.66	572526	verylow-AF
GCA_008673965.1__GCA_014867925.1	84.6700	18.25	16.59	427862	verylow-AF
GCA_018365095.1__GCA_905197755.1	98.7700	80.66	88.82	2476240	strict
GCA_017888805.1__GCA_905197755.1	91.1200	46.58	81.68	1431513	strict
GCA_905197755.1__GCA_910585325.1	92.9000	78.66	64.71	1985648	strict
GCA_003450775.1__GCA_903824765.1	85.6500	0.49	0.72	6109	verylow-AF
GCA_003450775.1__GCA_903948115.1	85.3400	0.45	0.66	5545	verylow-AF
GCA_903824765.1__GCA_903948115.1	99.9900	98.47	97.46	1217706	strict
GCA_003242125.1__GCA_014378945.1	85.3700	48.88	35.82	1880763	low-AF
GCA_003242125.1__GCF_003003695.1	99.9800	92.47	99.98	5249530	strict
GCA_014378945.1__GCF_003003695.1	85.3800	33.30	49.39	1905616	low-AF
GCA_016286015.1__GCA_902759835.1	90.1600	56.43	49.77	1463702	low-AF
GCA_016702325.1__GCA_016717845.1	93.4500	84.07	83.61	2373681	strict
GCA_016702325.1__GCA_018002605.1	93.6100	85.22	80.87	2295843	strict
GCA_016717845.1__GCA_018002605.1	99.9400	94.50	90.65	2577893	strict
GCA_002725155.1__GCA_009392175.1	81.8400	11.65	13.06	144745	verylow-AF
GCA_002727165.1__GCA_014240175.1	82.0200	4.72	3.97	53856	verylow-AF
GCA_002719295.1__GCA_004213445.1	82.5100	8.20	7.27	92432	verylow-AF
GCA_018679955.1__GCF_004378585.1	83.2600	14.09	18.23	512656	verylow-AF
GCF_003426875.1__GCF_004378585.1	84.4100	40.08	42.92	1455709	low-AF
GCA_002732565.1__GCF_003426875.1	82.8100	6.80	18.55	228371	verylow-AF
GCA_003518335.1__GCA_018677395.1	83.7100	0.68	0.96	22359	verylow-AF
GCA_002470485.1__GCA_002471305.1	83.7300	0.66	0.91	17971	verylow-AF
GCA_016595575.1__GCA_018677395.1	82.8000	3.12	2.60	102776	verylow-AF
GCA_002413545.1__GCA_015658615.1	91.8300	67.93	78.88	2616866	strict
GCA_002413545.1__GCA_012964995.1	99.5400	77.92	82.74	2744771	strict
GCA_012964995.1__GCA_015658615.1	91.7900	66.19	72.48	2626489	strict
GCA_003219555.1__GCA_003220035.1	89.3900	49.08	59.95	1535078	low-AF
GCA_003219555.1__GCA_003221405.1	87.8200	48.78	37.06	949040	low-AF
GCA_003221175.1__GCA_003221405.1	84.6000	16.71	10.30	329011	verylow-AF
GCA_002367115.1__GCF_018916625.1	83.5700	2.75	2.37	102520	verylow-AF
GCA_900466225.1__GCA_900467995.1	99.9900	99.96	99.94	5400033	strict
GCA_900467135.1__GCF_002968565.1	88.9700	68.83	67.94	4467399	strict
GCA_003218265.1__GCA_003219765.1	83.4400	3.34	3.52	79409	verylow-AF
GCA_003219725.1__GCA_003221275.1	86.5300	41.16	41.66	819247	low-AF
GCA_003219035.1__GCA_003219515.1	83.7800	4.62	4.65	136682	verylow-AF
GCA_016714885.1__GCA_903866795.1	81.8100	3.02	1.22	36006	verylow-AF
GCA_016714885.1__GCA_903906845.1	82.3200	3.59	1.76	52035	verylow-AF
GCA_903866795.1__GCA_903906845.1	99.1400	78.22	93.29	1063215	strict
GCF_004521895.1__GCF_011440385.1	85.5700	30.61	36.63	1325783	low-AF
GCA_003152915.1__GCA_903835475.1	91.1600	69.50	68.40	3267336	strict
GCA_003152915.1__GCA_903930525.1	91.1400	72.59	71.40	3410757	strict
GCA_903835475.1__GCA_903930525.1	99.6000	93.62	93.19	4434816	strict
GCA_903851055.1__GCA_903919935.1	84.0100	20.66	22.79	758098	verylow-AF
GCA_903841125.1__GCA_903922405.1	81.1800	1.15	1.12	32715	verylow-AF
GCA_903910505.1__GCA_903923315.1	83.3200	11.83	9.39	318425	verylow-AF
GCA_002010355.1__GCA_002010385.1	83.3900	15.26	15.12	256765	verylow-AF
GCA_002010355.1__GCA_002376485.1	83.3300	15.11	16.82	285732	verylow-AF
GCA_002010385.1__GCA_002376485.1	99.2100	86.45	95.50	1633564	strict
GCA_903926325.1__GCA_903930215.1	84.5400	33.59	29.48	1351750	verylow-AF
GCA_903926325.1__GCA_903937245.1	84.6300	33.48	29.16	1337112	verylow-AF
GCA_903930215.1__GCA_903937245.1	99.7200	94.39	94.01	3801986	strict
GCA_002686605.1__GCA_002701445.1	84.3600	3.52	4.55	125440	verylow-AF
GCA_002297765.1__GCA_002320395.1	84.9400	4.53	4.27	143249	verylow-AF
GCA_002320395.1__GCA_003522025.1	85.5900	4.30	4.01	126828	verylow-AF
GCA_009845725.1__GCA_011523455.1	87.4400	43.48	54.55	2346536	low-AF
GCA_009837805.1__GCA_009845725.1	90.1500	79.15	67.37	3387902	strict
GCA_009835815.1__GCA_011523455.1	95.5200	82.01	83.09	4458916	strict
GCA_003551345.1__GCA_003566495.1	87.1600	46.41	50.29	1421364	low-AF
GCA_003551345.1__GCA_007118925.1	87.0700	47.82	53.23	1504467	low-AF
GCA_003566495.1__GCA_007118925.1	99.8400	85.45	88.00	2700939	strict
GCA_018401915.1__GCA_903903505.1	82.4600	6.66	7.03	169921	verylow-AF
GCA_018401915.1__GCA_903905345.1	82.4600	6.52	6.97	168470	verylow-AF
GCA_903903505.1__GCA_903905345.1	99.9900	96.77	97.82	2509757	strict
GCA_902559275.1__GCA_902575215.1	83.3300	24.43	19.39	265320	verylow-AF
GCA_016778205.1__GCA_905478865.1	98.7900	63.91	73.98	661929	strict
GCA_902511355.1__GCA_905479225.1	81.7700	4.95	4.56	54773	verylow-AF
GCA_013696435.1__GCA_016781545.1	83.1800	12.81	17.53	427211	verylow-AF
GCA_019163055.1__GCA_903933745.1	92.1300	46.56	66.14	3126168	strict
GCA_019163055.1__GCA_903960435.1	92.1300	46.79	67.54	3192429	strict
GCA_903933745.1__GCA_903960435.1	99.8500	95.22	96.62	6711433	strict
GCA_013316035.1__GCA_017406595.1	85.2100	1.11	0.84	7414	verylow-AF
GCA_013333155.2__GCA_902769085.1	88.7500	0.17	0.18	1459	verylow-AF
GCA_003530025.1__GCA_905213035.1	98.7200	50.85	90.77	645686	strict
GCA_003487045.1__GCA_003530025.1	99.0200	66.92	60.58	470276	strict
GCA_900543855.1__GCA_905213035.1	98.8900	89.36	90.69	1130436	strict
GCA_900066555.1__GCF_003464045.1	97.4600	72.69	83.25	2242469	strict
GCA_900066095.1__GCA_900066555.1	97.7400	80.41	72.00	2163395	strict
GCF_000337255.1__GCF_000485535.1	99.9700	99.72	99.84	3608414	strict
GCA_016293465.1__GCA_016297085.1	98.7800	94.62	79.09	1755707	strict
GCF_001282805.1__GCF_001461995.1	95.7400	87.70	85.40	4059188	strict
GCF_003050685.1__GCF_017301795.1	99.4000	97.90	95.53	4548962	strict
GCF_006838285.1__GCF_017301695.1	95.2100	83.81	85.10	3933385	strict
GCA_005880595.1__GCA_005881015.1	97.6500	52.61	75.80	2437939	strict
GCA_005880425.1__GCA_005880595.1	98.2100	64.18	60.44	2085557	strict
GCA_005880595.1__GCA_005881515.1	97.7100	57.53	74.57	2398113	strict
GCA_004195525.1__GCA_015660245.1	99.4700	95.27	82.68	1319391	strict
GCA_900765435.1__GCA_902385565.1	98.2500	77.79	95.32	1980026	strict
GCA_900540725.1__GCA_900765435.1	97.6200	87.55	85.73	1815925	strict
GCA_902385565.1__GCA_905213495.1	97.4000	91.38	75.35	1933306	strict
GCA_902561665.1__GCA_902577125.1	95.4900	85.05	53.84	607081	low-AF
GCF_018916835.1__GCF_900460335.1	98.5600	85.41	86.37	2714561	strict
GCA_003446085.1__GCF_018916835.1	99.2700	54.05	94.25	1699909	strict
GCF_004346445.1__GCF_900460335.1	99.4900	92.35	92.09	2935489	strict
GCF_004565215.1__GCF_904820355.1	98.4400	80.10	85.83	3030677	strict
GCF_002860585.1__GCF_004564745.1	96.6900	82.31	87.96	2897040	strict
GCF_000317975.2__GCF_900005785.1	98.9300	89.31	87.85	3206787	strict
GCA_016838965.1__GCA_016839085.1	98.1100	90.56	81.87	2283087	strict
GCF_017104825.1__GCF_902499205.1	97.5500	84.28	72.92	7505006	strict
GCF_902499025.1__GCF_902499305.1	95.0700	79.50	79.40	7047895	strict
GCF_902499095.1__GCF_902499305.1	99.0000	97.02	93.74	8590117	strict
GCF_000686065.1__GCF_000686965.1	98.4300	82.93	89.61	3104048	strict
GCA_016215525.1__GCF_003258855.1	97.4000	85.00	91.21	4562605	strict
GCA_016215525.1__GCF_900604295.1	98.0100	86.62	96.61	4832868	strict
GCF_003258855.1__GCF_900604295.1	97.4000	87.59	90.73	4873090	strict
GCF_018068205.1__GCF_018771265.1	99.5100	90.57	93.51	4044560	strict
GCF_011682035.1__GCF_018067475.1	99.4800	89.97	89.03	4055326	strict
GCF_004120665.1__GCF_016406205.1	99.4400	90.97	90.33	4095065	strict
GCA_017991735.1__GCA_018057325.1	99.9000	94.38	90.57	550224	strict
GCA_905201875.1__GCF_000158315.2	98.7300	86.49	83.78	3010480	strict
GCF_000158315.2__GCF_003463295.1	98.7700	85.92	88.91	3100854	strict
GCA_905201875.1__GCF_000242995.2	98.6600	83.85	86.15	3095715	strict
GCF_002160465.1__GCF_015550635.1	98.6200	82.52	71.39	2918164	strict
GCF_002160465.1__GCF_015558205.1	98.6100	86.59	71.13	2907553	strict
GCA_018364715.1__GCF_904384175.1	99.0100	95.54	92.12	2859141	strict
GCA_003132345.1__GCA_003134935.1	99.0100	79.07	88.20	3338028	strict
GCA_003134935.1__GCA_003167435.1	99.2300	93.88	77.99	3371924	strict
GCA_003131505.1__GCA_003134935.1	99.0500	73.68	96.80	3109950	strict
GCA_015762695.1__GCA_015762725.1	96.4200	75.06	61.65	2719419	strict
GCA_902786495.1__GCA_902787845.1	95.7400	72.14	76.54	2607650	strict
GCA_905214355.1__GCA_905373145.1	99.4800	94.89	93.86	2526846	strict
GCF_001483765.1__GCF_014138825.1	98.6300	91.65	93.75	2742447	strict
GCF_002196895.1__GCF_002196905.1	99.8200	94.94	94.74	4109550	strict
GCA_900752585.1__GCA_905197195.1	100.0000	97.11	99.23	2980945	strict
GCA_017420335.1__GCA_902789405.1	98.9500	68.05	81.48	1988290	strict
GCA_017420335.1__GCA_902790165.1	98.4000	60.44	89.21	2176882	strict
GCA_902789405.1__GCA_902790165.1	98.2900	64.91	79.38	2324746	strict
GCF_004564155.1__GCF_900101805.1	98.7000	87.40	90.90	2697769	strict
GCF_001467785.1__GCF_900101805.1	99.9800	99.90	99.33	3040694	strict
GCF_004564155.1__GCF_900640145.1	98.7000	87.66	91.14	2704836	strict
GCA_002779155.1__GCA_002789755.1	99.9000	76.25	86.69	1228482	strict
GCA_002781685.1__GCA_002784285.1	99.5800	78.17	93.59	1581741	strict
GCA_001873345.1__GCA_002781685.1	99.5900	80.04	85.10	1356572	strict
GCA_900546595.1__GCA_900761175.1	98.7800	85.69	82.21	1787723	strict
GCA_900546595.1__GCA_905213195.1	99.0600	82.43	92.34	2007960	strict
GCA_900761175.1__GCA_905213195.1	98.7500	77.61	90.57	1891745	strict
GCA_003218855.1__GCA_003219305.1	96.6500	71.84	78.48	1544833	strict
GCA_003218855.1__GCA_003219835.1	98.4700	69.06	94.32	1856490	strict
GCA_003219305.1__GCA_003219835.1	96.4100	66.72	83.52	1825841	strict
GCA_017389045.1__GCA_017444765.1	98.3900	86.95	89.54	1651118	strict
GCA_017962885.1__GCA_902785225.1	98.6900	84.01	90.65	1705504	strict
GCA_017444765.1__GCA_902799505.1	98.0700	85.92	72.53	1374808	strict
GCA_003672615.1__GCA_013329535.1	100.0000	98.79	98.79	1626577	strict
GCF_001587475.1__GCF_011405175.1	99.2900	88.83	93.09	3398897	strict
GCF_007829715.1__GCF_011405175.1	97.3000	73.06	81.17	2878100	strict
GCF_000744755.1__GCF_001587475.1	99.1900	94.43	95.21	3567163	strict
GCA_014869875.1__GCA_905209055.1	97.0700	88.01	94.92	1717668	strict
GCA_014869765.1__GCA_905209055.1	97.1300	85.47	94.21	1673503	strict
GCA_018265115.1__GCA_905209055.1	95.7200	82.53	88.37	1613973	strict
GCF_002327125.1__GCF_014050135.1	98.0700	90.88	88.32	4549889	strict
GCF_002327125.1__GCF_012395955.1	98.3100	92.34	88.72	4570598	strict
GCF_012395955.1__GCF_014050135.1	99.4600	95.20	96.17	4737083	strict
GCA_015259565.1__GCA_015259595.1	96.6700	91.54	88.08	1775685	strict
GCA_015259565.1__GCA_905372995.1	96.6500	92.75	85.03	1714248	strict
GCA_015259595.1__GCA_905372995.1	96.7100	92.70	88.16	1710467	strict
GCA_014847325.1__GCA_900767785.1	97.1500	78.93	85.68	1741523	strict
GCA_014847325.1__GCA_905209365.1	96.9300	85.83	89.04	1809644	strict
GCA_900767785.1__GCA_905209365.1	96.8000	85.21	81.38	1792320	strict
GCF_018618605.1__GCF_018618655.1	99.1300	96.27	92.87	2842033	strict
GCF_018618605.1__GCF_018618725.1	98.8500	93.39	93.64	2865673	strict
GCF_018618505.1__GCF_018618595.1	99.1500	89.24	96.17	2852586	strict
GCA_903819625.1__GCA_903917195.1	99.3500	86.45	96.95	3018181	strict
GCA_903819625.1__GCA_903831365.1	99.4000	91.26	83.63	2603388	strict
GCA_903868785.1__GCA_903917195.1	99.3300	86.64	96.05	3087780	strict
GCA_019119645.1__GCF_904376885.1	99.9700	83.96	95.35	2663139	strict
GCA_001314745.1__GCF_900215475.1	98.7800	77.91	92.83	3279604	strict
GCA_007692565.1__GCA_007693425.1	96.6900	80.37	88.35	2888499	strict
GCA_007125865.1__GCA_007132815.1	99.9200	94.86	93.09	2734634	strict
GCA_007118755.1__GCA_007125865.1	99.8300	77.86	95.91	2278938	strict
GCA_900768445.1__GCA_902783145.1	97.9900	78.37	78.56	827293	strict
GCA_015658545.1__GCA_016776775.1	83.2600	13.29	11.74	244789	verylow-AF
GCA_018063765.1__GCF_904426495.1	89.5600	23.14	73.08	1022038	strict
GCF_002997995.1__GCF_900149465.2	84.0400	67.62	67.77	727187	strict
GCF_018336315.1__GCF_900149615.1	82.9900	45.74	48.71	506699	low-AF
GCF_900149465.2__GCF_900149615.1	98.7300	97.63	99.90	1073885	strict
GCA_003669795.1__GCA_903939225.1	93.5500	67.38	85.03	3014526	strict
GCA_009927115.1__GCA_903959455.1	85.6900	57.82	69.63	2643595	strict
GCA_003671115.1__GCA_903959455.1	87.7700	37.32	85.14	1708144	strict
GCA_001897215.1__GCA_001898655.1	85.6900	37.00	41.02	1300823	low-AF
GCA_001897215.1__GCA_017306895.1	85.6900	38.61	40.83	1294786	low-AF
GCA_001898655.1__GCA_017306895.1	99.9700	99.82	95.15	3340858	strict
GCA_017640175.1__GCA_902613655.1	80.9200	6.03	5.95	56448	verylow-AF
GCA_017640175.1__GCA_902570375.1	82.5200	19.72	19.60	186066	verylow-AF
GCA_902569645.1__GCA_902583355.1	85.5100	20.27	27.58	160296	verylow-AF
GCA_900548825.1__GCA_905206125.1	98.8100	81.06	88.94	2285795	strict
GCA_014848515.1__GCA_905202465.1	98.2700	89.94	86.65	2400672	strict
GCA_900548825.1__GCA_905202465.1	91.6800	59.98	61.58	1582499	strict
GCF_004803735.1__GCF_012726095.1	93.6300	81.38	83.81	2779236	strict
GCF_012726095.1__GCF_017612575.1	97.6900	89.37	88.90	3019005	strict
GCF_009217585.1__GCF_012726095.1	93.6800	76.78	84.37	2610719	strict
GCA_002279175.1__GCF_004361875.1	90.1000	68.56	87.05	1923836	strict
GCA_002279115.1__GCF_004361875.1	96.4200	70.83	92.88	1877963	strict
GCA_002279175.1__GCA_002282755.1	99.3000	90.00	90.91	2009035	strict
GCF_001458275.1__GCF_900156595.1	85.6500	38.02	29.44	1303141	verylow-AF
GCF_012295595.1__GCF_900111045.1	99.9900	100.00	99.80	3977537	strict
GCF_900111045.1__GCF_900156595.1	83.0900	7.94	6.87	271755	verylow-AF
GCA_903821935.1__GCA_903890235.1	81.4300	2.59	2.62	17162	verylow-AF
GCA_903838755.1__GCA_903863065.1	99.8900	98.90	93.68	3459179	strict
GCA_903838755.1__GCA_903870205.1	89.7400	70.53	65.80	2429661	strict
GCA_903863065.1__GCA_903870205.1	89.8500	66.20	65.18	2292749	strict
GCA_005880815.1__GCA_005881505.1	90.9000	76.78	60.39	1612628	strict
GCA_005880815.1__GCA_005889115.1	90.8500	73.99	70.45	1881416	strict
GCA_005881505.1__GCA_005889115.1	98.6700	73.23	88.85	1846752	strict
GCA_018662625.1__GCA_905182665.1	82.7800	8.17	9.98	257778	verylow-AF
GCA_017886365.1__GCA_905182665.1	94.3300	77.53	75.09	2411777	strict
GCA_018662625.1__GCF_900142425.1	83.1600	9.65	12.19	314899	verylow-AF
GCA_002349685.1__GCA_902757205.1	88.4900	49.90	47.22	1211079	low-AF
GCA_002423885.1__GCA_902788225.1	81.9000	0.27	0.67	6897	verylow-AF
GCA_002349685.1__GCA_018371925.1	84.5400	0.96	0.69	17776	verylow-AF
GCA_009837005.1__GCA_009840475.1	86.5500	50.09	53.86	1591557	low-AF
GCA_009837005.1__GCA_009845075.1	99.7700	97.79	80.81	2387958	strict
GCA_009840475.1__GCA_009844215.1	99.8100	95.35	87.07	2739328	strict
GCA_003526015.1__GCF_000711815.1	88.8600	77.44	87.27	1664428	strict
GCA_001508295.1__GCF_000711815.1	89.5100	80.32	86.57	1834589	strict
GCA_003973205.1__GCA_018692235.1	85.7500	10.13	11.99	321156	verylow-AF
GCA_003973205.1__GCA_015660695.1	85.8100	10.25	10.80	289252	verylow-AF
GCA_018692235.1__GCA_018696855.1	99.7800	96.88	93.90	2980653	strict
GCA_003534735.1__GCA_902799735.1	83.9300	2.05	3.12	53969	verylow-AF
GCA_002437265.1__GCA_902777775.1	83.6200	3.97	7.62	98353	verylow-AF
GCA_015656575.1__GCA_902757315.1	83.3900	0.89	1.14	21898	verylow-AF
GCA_016194875.1__GCA_018815585.1	84.1300	15.76	20.21	616267	verylow-AF
GCA_017855135.1__GCA_018815585.1	83.1200	2.05	3.37	79290	verylow-AF
GCA_003537855.1__GCA_017856735.1	83.2700	7.62	5.33	182177	verylow-AF
GCA_017382375.1__GCA_017472405.1	86.1700	61.63	53.12	813887	low-AF
GCA_013316065.1__GCA_017482695.1	99.1700	64.43	96.11	1316767	strict
GCA_017423765.1__GCA_017482695.1	83.3400	0.73	0.90	15070	verylow-AF
GCA_016928735.1__GCA_017988415.1	83.7800	15.48	11.35	369005	verylow-AF
GCA_016928735.1__GCA_018059845.1	83.9500	15.51	11.37	369686	verylow-AF
GCA_017988415.1__GCA_018059845.1	99.6100	74.99	74.28	1813629	strict
GCA_012521265.1__GCA_012843105.1	82.0600	19.17	16.68	254937	verylow-AF
GCA_009842145.1__GCA_009843795.1	89.7700	62.02	71.36	1554477	strict
GCA_009836985.1__GCA_009843795.1	89.6700	55.99	69.96	1399394	strict
GCA_009836985.1__GCA_009842145.1	99.7700	87.66	95.19	1904155	strict
GCA_017857535.1__GCF_000189575.1	99.0600	77.95	92.97	2033182	strict
GCF_000189575.1__GCF_009602405.1	89.6600	71.36	68.17	1810001	strict
GCF_000007005.1__GCF_019175305.1	89.0400	73.22	70.16	2099506	strict
GCA_002167275.2__GCA_902575355.1	86.1900	36.94	25.24	513609	verylow-AF
GCF_000722995.1__GCF_004348755.1	93.8500	73.44	80.41	3965589	strict
GCF_001620335.1__GCF_004348755.1	87.8300	63.88	65.04	3700053	strict
GCF_000196475.1__GCF_002204205.1	86.9200	60.77	66.29	3376812	strict
GCA_903826105.1__GCA_903882455.1	85.6800	36.76	35.15	1248976	low-AF
GCA_903826105.1__GCA_903888405.1	86.2900	39.03	36.16	1284771	low-AF
GCA_903826105.1__GCA_903884295.1	99.9800	98.78	97.76	3473767	strict
GCF_001653095.1__GCF_017152025.1	84.2500	2.56	1.83	89075	verylow-AF
GCA_018896365.1__GCA_018898755.1	89.4900	5.10	5.49	56364	verylow-AF
GCA_018896365.1__GCA_018900475.1	99.5100	74.59	78.55	806651	strict
GCA_018898755.1__GCA_018900475.1	89.0500	3.39	3.31	36990	verylow-AF
GCF_002302615.1__GCF_018332555.1	85.3100	1.64	2.65	66457	verylow-AF
GCA_905371935.1__GCF_002302515.1	81.9600	0.33	0.54	8747	verylow-AF
GCA_905371935.1__GCF_000173675.1	86.0200	1.50	2.68	43763	verylow-AF
GCF_002185265.2__GCF_014164835.1	86.1300	55.87	60.14	3129916	strict
GCA_016742985.1__GCF_009834305.1	95.4300	85.92	86.53	4462233	strict
GCF_003386805.1__GCF_014164835.1	86.7700	61.45	66.16	3474895	strict
GCA_002471415.1__GCA_018659765.1	87.8300	60.79	81.64	1942190	strict
GCA_002471415.1__GCA_018661815.1	87.8100	61.12	81.65	1942488	strict
GCA_018659765.1__GCA_018661815.1	99.8000	98.45	98.10	3149736	strict
GCF_001422895.1__GCF_008040095.1	85.3000	23.19	26.99	1284663	verylow-AF
GCF_001422215.1__GCF_009660015.1	84.8800	20.97	25.00	1251332	verylow-AF
GCF_008039465.1__GCF_008039485.1	85.5900	33.00	29.52	1555969	verylow-AF
GCA_003551145.1__GCA_003566065.1	84.9400	1.37	2.06	33118	verylow-AF
GCA_003556265.1__GCA_003568265.1	87.0600	19.52	30.66	581629	low-AF
GCA_003551145.1__GCA_003838035.1	89.4000	38.05	67.58	1085762	strict
GCF_002920875.1__GCF_004310055.1	83.3600	6.72	7.47	461576	verylow-AF
GCF_001672575.1__GCF_010722915.1	83.8600	10.99	13.92	786415	verylow-AF
GCF_000010045.1__GCF_000378805.1	96.8100	82.41	72.15	4132240	strict
GCF_000378805.1__GCF_000384015.1	86.8800	63.59	53.40	2652436	low-AF
GCA_012842225.1__GCF_000378805.1	86.7500	48.70	60.83	2409026	strict
GCA_001800925.1__GCF_002217365.1	83.1200	2.59	5.48	144499	verylow-AF
GCA_002384925.1__GCA_002683475.1	84.3100	43.37	32.38	1216365	low-AF
