cluster	genomes	expected_pairs	rows	median_junctions	pct_pairs_ge2_junctions	median_raw_inverted_fraction
HROM_Genome_2677	2	1	1	0.0	0.0	0.43525
HROM_Genome_2678	2	1	1	1.0	0.0	0.56635
HROM_Genome_2679	10	45	45	0.0	17.77777777777778	0.51025
HROM_Genome_2680	7	21	21	0.0	9.523809523809524	0.50333
HROM_Genome_2682	8	28	28	0.0	3.5714285714285716	0.50153
HROM_Genome_2683	3	3	3	0.0	0.0	0.47666
HROM_Genome_2684	2	1	1	0.0	0.0	0.59509
HROM_Genome_2690	5	10	10	0.0	10.0	0.43455
HROM_Genome_2691	2	1	1	2.0	100.0	0.64245
HROM_Genome_2693	5	10	10	0.0	0.0	0.47458
HROM_Genome_2695	2	1	1	0.0	0.0	0.53119
HROM_Genome_2697	45	990	990	2.0	56.86868686868687	0.5
HROM_Genome_2698	6	15	15	0.0	0.0	0.47386
HROM_Genome_2699	4	6	6	0.0	0.0	0.52929
HROM_Genome_2700	3	3	3	0.0	0.0	0.45599
HROM_Genome_2703	3	3	3	0.0	0.0	0.49419
HROM_Genome_2705	2	1	1	0.0	0.0	0.46641
HROM_Genome_2706	46	1035	1035	0.0	2.7053140096618358	0.49919
HROM_Genome_2708	115	6555	6555	0.0	3.4172387490465295	0.49827
HROM_Genome_2710	2	1	1	0.0	0.0	0.52192
HROM_Genome_2711	148	10878	10878	0.0	27.716492002206287	0.49841
HROM_Genome_2713	11	55	55	2.0	54.54545454545455	0.5194
HROM_Genome_2714	2	1	1	1.0	0.0	0.38754
HROM_Genome_2715	433	93528	93528	1.0	49.59477375759131	0.49836
HROM_Genome_2716	99	4851	4851	2.0	53.14368171511029	0.49968
HROM_Genome_2717	55	1485	1485	1.0	38.45117845117845	0.50098
HROM_Genome_2718	10	45	45	1.0	42.22222222222222	0.49805
HROM_Genome_2719	11	55	55	1.0	20.0	0.50341
HROM_Genome_2720	3	3	3	1.0	0.0	0.51946
HROM_Genome_2721	6	15	15	0.0	6.666666666666667	0.49484
HROM_Genome_2722	156	12090	12090	0.0	19.809760132340777	0.49972
HROM_Genome_2723	4	6	6	3.0	66.66666666666667	0.53038
HROM_Genome_2724	2	1	1	4.0	100.0	0.54223
HROM_Genome_2726	6	15	15	1.0	40.0	0.49749
HROM_Genome_2727	453	102378	102378	0.0	15.976088612787903	0.4994
HROM_Genome_2728	882	388521	388521	1.0	42.98017352987355	0.49895
HROM_Genome_2729	4	6	6	4.0	83.33333333333333	0.49688
HROM_Genome_2730	30	435	435	1.0	39.310344827586206	0.50103
HROM_Genome_2731	9	36	36	3.0	69.44444444444444	0.49534
HROM_Genome_2732	4	6	6	0.0	0.0	0.50707
HROM_Genome_2733	11	55	55	1.0	47.27272727272727	0.5
HROM_Genome_2734	24	276	276	1.0	35.507246376811594	0.5
HROM_Genome_2735	22	231	231	0.0	13.41991341991342	0.49977
HROM_Genome_2736	21	210	210	1.0	31.904761904761905	0.49135
HROM_Genome_2737	12	66	66	3.0	63.63636363636363	0.50356
HROM_Genome_2738	2	1	1	0.0	0.0	0.48647
HROM_Genome_2739	15	105	105	3.0	76.19047619047619	0.49327
HROM_Genome_2740	11	55	55	1.0	23.636363636363637	0.49362
HROM_Genome_2741	7	21	21	2.0	52.38095238095238	0.49866
HROM_Genome_2742	11	55	55	1.0	45.45454545454545	0.49784
HROM_Genome_2743	10	45	45	0.0	22.22222222222222	0.50425
HROM_Genome_2745	3	3	3	1.0	33.333333333333336	0.51136
HROM_Genome_2746	5	10	10	1.0	20.0	0.5295
HROM_Genome_2747	5	10	10	0.0	10.0	0.49979
HROM_Genome_2748	3	3	3	2.0	100.0	0.49735
HROM_Genome_2749	6	15	15	2.0	66.66666666666667	0.50907
HROM_Genome_2750	5	10	10	4.0	100.0	0.48275
HROM_Genome_2754	209	21736	21736	0.0	2.097902097902098	0.49787
HROM_Genome_2755	24	276	276	0.0	2.536231884057971	0.49604
HROM_Genome_2756	89	3916	3916	0.0	3.72829417773238	0.5
HROM_Genome_2757	42	861	861	0.0	1.0452961672473868	0.49381
HROM_Genome_2758	318	50403	50403	0.0	3.140686070273595	0.5
HROM_Genome_2759	42	861	861	0.0	11.033681765389083	0.50292
HROM_Genome_2760	2	1	1	0.0	0.0	0.50887
HROM_Genome_2762	29	406	406	0.0	15.763546798029557	0.49466
HROM_Genome_2763	51	1275	1275	0.0	11.764705882352942	0.49724
HROM_Genome_2764	12	66	66	0.0	1.5151515151515151	0.49306
HROM_Genome_2765	5	10	10	0.0	0.0	0.46166
HROM_Genome_2766	28	378	378	0.0	8.201058201058201	0.49597
HROM_Genome_2768	15	105	105	0.0	11.428571428571429	0.48675
HROM_Genome_2770	27	351	351	0.0	3.988603988603989	0.49722
HROM_Genome_2771	9	36	36	0.0	13.88888888888889	0.50455
HROM_Genome_2772	3	3	3	0.0	0.0	0.46746
HROM_Genome_2773	2	1	1	0.0	0.0	0.52174
HROM_Genome_2774	20	190	190	0.0	0.5263157894736842	0.49802
HROM_Genome_2776	9	36	36	0.0	2.7777777777777777	0.49354
HROM_Genome_2778	2	1	1	0.0	0.0	0.52852
HROM_Genome_2787	2	1	1	0.0	0.0	0.46966
HROM_Genome_2790	3	3	3	0.0	0.0	0.44894
HROM_Genome_2791	3	3	3	0.0	0.0	0.46912
HROM_Genome_2797	3	3	3	0.0	0.0	0.51605
HROM_Genome_2801	131	8515	8515	0.0	5.860246623605402	0.49922
HROM_Genome_2802	721	259560	259560	0.0	1.8573740175681923	0.49836
HROM_Genome_2803	677	228826	228826	0.0	4.813264226967215	0.4993
HROM_Genome_2804	938	439453	439453	0.0	3.535986783569574	0.49921
HROM_Genome_2806	1093	596778	596778	0.0	2.4650707633324287	0.49912
HROM_Genome_2807	9	36	36	0.0	0.0	0.50185
HROM_Genome_2808	2	1	1	2.0	100.0	0.0
HROM_Genome_2809	41	820	820	0.0	7.560975609756097	0.49624
HROM_Genome_2810	24	276	276	0.0	3.6231884057971016	0.4962
HROM_Genome_2812	86	3655	3655	0.0	0.8207934336525308	0.5
HROM_Genome_2813	7	21	21	0.0	0.0	0.50827
HROM_Genome_2814	2	1	1	0.0	0.0	0.57288
HROM_Genome_2818	5	10	10	0.0	10.0	0.49813
HROM_Genome_2820	9	36	36	0.0	2.7777777777777777	0.49702
HROM_Genome_2821	2	1	1	0.0	0.0	0.46024
HROM_Genome_2824	2	1	1	0.0	0.0	0.41928
HROM_Genome_2826	2	1	1	0.0	0.0	0.45175
HROM_Genome_2830	68	2278	2278	0.0	5.882352941176471	0.50175
HROM_Genome_2831	4	6	6	0.0	0.0	0.51464
HROM_Genome_2832	2	1	1	0.0	0.0	0.45723
HROM_Genome_2833	4	6	6	0.0	16.666666666666668	0.4803
HROM_Genome_2837	3	3	3	0.0	0.0	0.55954
HROM_Genome_2844	4	6	6	0.0	0.0	0.5523
HROM_Genome_2853	2205	2429910	2429910	0.0	6.819388372408855	0.49927
HROM_Genome_2854	106	5565	5565	0.0	7.834681042228212	0.49878
HROM_Genome_2855	16	120	120	0.0	22.5	0.50397
HROM_Genome_2857	291	42195	42195	0.0	28.21187344472094	0.49899
HROM_Genome_2858	9	36	36	2.0	61.111111111111114	0.52147
HROM_Genome_2859	3	3	3	3.0	100.0	0.51648
HROM_Genome_2861	3	3	3	0.0	0.0	0.51033
HROM_Genome_2862	871	378885	378885	0.0	6.848516040487219	0.49692
HROM_Genome_2863	113	6328	6328	0.0	1.3274336283185841	0.4968
HROM_Genome_2864	205	20910	20910	0.0	6.32233381157341	0.49545
HROM_Genome_2865	35	595	595	0.0	3.5294117647058822	0.49771
HROM_Genome_2866	77	2926	2926	0.0	8.61244019138756	0.49747
HROM_Genome_2867	65	2080	2080	0.0	9.423076923076923	0.4981
HROM_Genome_2868	15	105	105	1.0	44.76190476190476	0.50467
HROM_Genome_2869	4	6	6	0.0	0.0	0.5418
HROM_Genome_2870	44	946	946	0.0	8.879492600422832	0.49599
HROM_Genome_2871	2	1	1	0.0	0.0	0.49313
HROM_Genome_2872	8	28	28	0.0	0.0	0.49529
HROM_Genome_2873	21	210	210	0.0	18.571428571428573	0.50441
HROM_Genome_2874	26	325	325	0.0	0.9230769230769231	0.5
HROM_Genome_2876	3	3	3	0.0	0.0	0.5566
HROM_Genome_2880	1209	730236	730236	0.0	11.575025060391436	0.49469
HROM_Genome_2881	195	18915	18915	0.0	8.125826063970393	0.49437
HROM_Genome_2882	72	2556	2556	0.0	7.120500782472614	0.4932
HROM_Genome_2884	79	3081	3081	0.0	2.9535864978902953	0.4899
HROM_Genome_2885	21	210	210	0.0	10.952380952380953	0.4916
HROM_Genome_2887	266	35245	35245	0.0	9.272237196765499	0.49785
HROM_Genome_2888	65	2080	2080	0.0	6.875	0.49826
HROM_Genome_2889	914	417241	417241	0.0	8.145652033237386	0.49757
HROM_Genome_2890	31	465	465	0.0	11.397849462365592	0.49669
HROM_Genome_2891	45	990	990	0.0	13.030303030303031	0.49615
HROM_Genome_2892	16	120	120	0.0	14.166666666666666	0.50704
HROM_Genome_2893	102	5151	5151	0.0	7.338380896913221	0.49618
HROM_Genome_2894	64	2016	2016	1.0	39.08730158730159	0.49863
HROM_Genome_2895	40	780	780	0.0	13.205128205128204	0.4965
HROM_Genome_2896	7	21	21	0.0	0.0	0.50303
HROM_Genome_2897	4	6	6	1.0	33.333333333333336	0.49502
HROM_Genome_2899	2	1	1	0.0	0.0	0.53333
HROM_Genome_2900	7	21	21	1.0	42.857142857142854	0.52681
HROM_Genome_2902	53	1378	1378	0.0	21.552975326560233	0.49548
HROM_Genome_2903	20	190	190	0.0	1.0526315789473684	0.48485
HROM_Genome_2904	4	6	6	0.0	0.0	0.52448
HROM_Genome_2905	85	3570	3570	0.0	6.778711484593837	0.5
HROM_Genome_2906	26	325	325	0.0	0.9230769230769231	0.5141
HROM_Genome_2907	7	21	21	0.0	0.0	0.50725
HROM_Genome_2908	3	3	3	0.0	0.0	0.44262
HROM_Genome_2909	2	1	1	0.0	0.0	0.49881
HROM_Genome_2910	31	465	465	0.0	0.0	0.4953
HROM_Genome_2911	2	1	1	0.0	0.0	0.52255
HROM_Genome_2913	147	10731	10731	0.0	21.91780821917808	0.49701
HROM_Genome_2914	168	14028	14028	0.0	16.110635871114912	0.5011
HROM_Genome_2915	25	300	300	1.0	35.333333333333336	0.49357
HROM_Genome_2918	402	80601	80601	0.0	18.357092343767448	0.49847
HROM_Genome_2919	60	1770	1770	0.0	12.033898305084746	0.49821
HROM_Genome_2924	3	3	3	0.0	0.0	0.51881
HROM_Genome_2925	422	88831	88831	1.0	41.64537154822078	0.5
HROM_Genome_2926	31	465	465	2.0	51.61290322580645	0.48775
HROM_Genome_2927	2	1	1	0.0	0.0	0.4422
HROM_Genome_2928	321	51360	51360	0.0	3.713006230529595	0.5
HROM_Genome_2929	20	190	190	0.0	3.1578947368421053	0.5
HROM_Genome_2931	8	28	28	0.0	3.5714285714285716	0.51656
HROM_Genome_2932	2	1	1	4.0	100.0	0.41352
HROM_Genome_2933	66	2145	2145	0.0	2.097902097902098	0.49367
HROM_Genome_2934	353	62128	62128	0.0	17.47843162503219	0.49892
HROM_Genome_2935	16	120	120	0.0	8.333333333333334	0.49011
HROM_Genome_2937	183	16653	16653	0.0	9.36768149882904	0.49322
HROM_Genome_2938	2	1	1	0.0	0.0	0.44291
HROM_Genome_2939	2	1	1	0.0	0.0	0.28344
HROM_Genome_2953	2	1	1	0.0	0.0	0.46196
HROM_Genome_2954	2	1	1	2.0	100.0	0.54676
HROM_Genome_2955	2	1	1	0.0	0.0	0.54167
HROM_Genome_2957	2	1	1	0.0	0.0	0.56716
HROM_Genome_2958	4	6	6	0.0	16.666666666666668	0.53198
HROM_Genome_2969	2	1	1	3.0	100.0	0.50161
HROM_Genome_2973	4	6	6	2.0	50.0	0.46795
HROM_Genome_2980	2	1	1	0.0	0.0	0.57429
HROM_Genome_2986	5	10	10	0.0	0.0	0.42241
HROM_Genome_2994	2	1	1	0.0	0.0	0.54002
HROM_Genome_2996	2	1	1	1.0	0.0	0.50826
HROM_Genome_2997	2	1	1	2.0	100.0	0.54847
HROM_Genome_2999	2	1	1	1.0	0.0	0.49309
HROM_Genome_3012	2	1	1	0.0	0.0	0.43552
HROM_Genome_3019	2	1	1	0.0	0.0	0.54753
HROM_Genome_3020	3	3	3	0.0	0.0	0.51522
HROM_Genome_3023	2	1	1	1.0	0.0	0.41633
HROM_Genome_3025	2	1	1	0.0	0.0	0.55043
HROM_Genome_3026	2	1	1	0.0	0.0	0.51212
HROM_Genome_3030	2	1	1	0.0	0.0	0.54026
HROM_Genome_3033	2	1	1	0.0	0.0	0.574
HROM_Genome_3035	2	1	1	0.0	0.0	0.39556
HROM_Genome_3036	4	6	6	2.0	50.0	0.54545
HROM_Genome_3041	2	1	1	0.0	0.0	0.6145
HROM_Genome_3043	3	3	3	0.0	0.0	0.53076
HROM_Genome_3047	2	1	1	0.0	0.0	0.4227
HROM_Genome_3049	2	1	1	0.0	0.0	0.43673
HROM_Genome_3059	2	1	1	1.0	0.0	0.4805
HROM_Genome_3064	2	1	1	2.0	100.0	0.55182
HROM_Genome_3074	2	1	1	0.0	0.0	0.563
HROM_Genome_3113	2	1	1	0.0	0.0	0.43255
HROM_Genome_3115	9	36	36	0.0	5.555555555555555	0.54147
HROM_Genome_3121	3	3	3	0.0	0.0	0.46128
HROM_Genome_3125	2	1	1	0.0	0.0	0.4424
HROM_Genome_3128	2	1	1	2.0	100.0	0.64377
HROM_Genome_3141	5	10	10	1.0	10.0	0.5422
HROM_Genome_3158	2	1	1	0.0	0.0	0.53968
HROM_Genome_3165	2	1	1	2.0	100.0	0.53581
HROM_Genome_3166	2	1	1	0.0	0.0	0.45521
HROM_Genome_3177	2	1	1	0.0	0.0	0.0
HROM_Genome_3186	2	1	1	0.0	0.0	0.50105
HROM_Genome_3192	2	1	1	0.0	0.0	0.58076
HROM_Genome_3230	2	1	1	0.0	0.0	0.53125
HROM_Genome_3238	2	1	1	1.0	0.0	0.50994
HROM_Genome_3239	2	1	1	2.0	100.0	0.58885
HROM_Genome_3251	2	1	1	1.0	0.0	0.55115
HROM_Genome_3258	2	1	1	2.0	100.0	0.50894
HROM_Genome_3267	2	1	1	0.0	0.0	0.49726
HROM_Genome_3279	44	946	946	0.0	0.0	0.49505
HROM_Genome_3280	37	666	666	0.0	2.1021021021021022	0.49511
HROM_Genome_3281	8	28	28	0.0	0.0	0.4976
HROM_Genome_3282	144	10296	10296	0.0	5.001942501942502	0.49876
HROM_Genome_3286	3	3	3	0.0	0.0	0.60572
HROM_Genome_3287	3	3	3	0.0	0.0	0.49554
HROM_Genome_3288	19	171	171	0.0	10.526315789473685	0.4985
HROM_Genome_3289	27	351	351	0.0	12.535612535612536	0.50551
HROM_Genome_3290	2	1	1	0.0	0.0	0.44985
HROM_Genome_3291	3	3	3	0.0	33.333333333333336	0.51478
HROM_Genome_3292	4	6	6	0.0	0.0	0.52823
HROM_Genome_3293	40	780	780	0.0	3.9743589743589745	0.50139
HROM_Genome_3294	27	351	351	0.0	7.977207977207978	0.5019
HROM_Genome_3295	14	91	91	0.0	0.0	0.49656
HROM_Genome_3296	6	15	15	0.0	0.0	0.46145
HROM_Genome_3297	5	10	10	0.0	0.0	0.4697
HROM_Genome_3298	7	21	21	0.0	0.0	0.48512
HROM_Genome_3299	10	45	45	0.0	0.0	0.51671
HROM_Genome_3300	62	1891	1891	0.0	9.042834479111582	0.49796
HROM_Genome_3301	14	91	91	0.0	2.197802197802198	0.49757
HROM_Genome_3302	16	120	120	0.0	0.0	0.5023
HROM_Genome_3303	16	120	120	0.0	22.5	0.50391
HROM_Genome_3304	11	55	55	0.0	5.454545454545454	0.50633
HROM_Genome_3305	4	6	6	0.0	0.0	0.44415
HROM_Genome_3306	19	171	171	0.0	19.883040935672515	0.51709
HROM_Genome_3307	9	36	36	0.0	16.666666666666668	0.50918
HROM_Genome_3308	3	3	3	0.0	0.0	0.55321
HROM_Genome_3309	3	3	3	0.0	0.0	0.48557
HROM_Genome_3310	2	1	1	0.0	0.0	0.62141
HROM_Genome_3312	3	3	3	0.0	0.0	0.51953
HROM_Genome_3313	2	1	1	0.0	0.0	0.50066
HROM_Genome_3314	17	136	136	0.0	12.5	0.49098
HROM_Genome_3316	18	153	153	0.0	9.803921568627452	0.50741
HROM_Genome_3317	5	10	10	0.0	10.0	0.46588
HROM_Genome_3318	2	1	1	0.0	0.0	0.56909
HROM_Genome_3319	2	1	1	0.0	0.0	0.49552
HROM_Genome_3320	3	3	3	0.0	0.0	0.37049
HROM_Genome_3321	7	21	21	0.0	0.0	0.49946
HROM_Genome_3322	2	1	1	0.0	0.0	0.46779
HROM_Genome_3323	12	66	66	0.0	1.5151515151515151	0.50868
HROM_Genome_3326	3	3	3	0.0	0.0	0.51121
HROM_Genome_3327	5	10	10	0.0	0.0	0.53356
HROM_Genome_3328	2	1	1	0.0	0.0	0.73554
HROM_Genome_3329	5	10	10	1.0	30.0	0.50704
HROM_Genome_3330	4	6	6	1.0	0.0	0.37742
HROM_Genome_3331	17	136	136	0.0	22.058823529411764	0.49529
HROM_Genome_3332	3	3	3	0.0	0.0	0.55928
HROM_Genome_3334	5	10	10	0.0	0.0	0.54848
HROM_Genome_3335	3	3	3	0.0	0.0	0.5153
HROM_Genome_3339	3	3	3	0.0	0.0	0.49845
HROM_Genome_3340	7	21	21	0.0	0.0	0.50185
HROM_Genome_3343	3	3	3	0.0	0.0	0.50603
HROM_Genome_3345	5	10	10	0.0	0.0	0.50263
HROM_Genome_3346	3	3	3	0.0	0.0	0.50899
HROM_Genome_3347	2	1	1	0.0	0.0	0.4165
HROM_Genome_3349	2	1	1	0.0	0.0	0.4622
HROM_Genome_3353	21	210	210	0.0	20.476190476190474	0.49661
HROM_Genome_3356	2	1	1	0.0	0.0	0.51608
HROM_Genome_3360	2	1	1	0.0	0.0	0.54325
HROM_Genome_3367	5	10	10	1.0	40.0	0.48701
HROM_Genome_3369	2	1	1	1.0	0.0	0.48037
HROM_Genome_3370	2	1	1	2.0	100.0	0.49292
HROM_Genome_3373	3	3	3	0.0	0.0	0.49827
HROM_Genome_3374	2	1	1	0.0	0.0	0.65177
HROM_Genome_3376	2	1	1	0.0	0.0	0.56146
HROM_Genome_3377	3	3	3	0.0	0.0	0.4485
HROM_Genome_3378	2	1	1	0.0	0.0	0.51147
HROM_Genome_3381	2	1	1	0.0	0.0	0.26087
HROM_Genome_3389	4	6	6	0.0	0.0	0.47847
HROM_Genome_3390	2	1	1	0.0	0.0	0.0
HROM_Genome_3392	2	1	1	0.0	0.0	0.50507
HROM_Genome_3395	2	1	1	0.0	0.0	0.33805
HROM_Genome_3396	2	1	1	0.0	0.0	0.53455
HROM_Genome_3400	2	1	1	0.0	0.0	0.29128
HROM_Genome_3416	11	55	55	0.0	18.181818181818183	0.50213
HROM_Genome_3417	76	2850	2850	0.0	15.052631578947368	0.5
HROM_Genome_3418	16	120	120	0.0	1.6666666666666667	0.48807
HROM_Genome_3419	34	561	561	0.0	9.090909090909092	0.50311
HROM_Genome_3420	28	378	378	0.0	3.1746031746031744	0.50519
HROM_Genome_3421	61	1830	1830	0.0	6.229508196721311	0.49892
HROM_Genome_3422	3	3	3	0.0	0.0	0.49747
HROM_Genome_3424	80	3160	3160	0.0	0.6645569620253164	0.49892
HROM_Genome_3425	2	1	1	0.0	0.0	0.4707
HROM_Genome_3426	9	36	36	0.0	0.0	0.48776
HROM_Genome_3427	2	1	1	0.0	0.0	0.4878
HROM_Genome_3428	5	10	10	0.0	0.0	0.51546
HROM_Genome_3429	4	6	6	0.0	33.333333333333336	0.56458
HROM_Genome_3430	409	83436	83436	0.0	1.3519344167985043	0.5
HROM_Genome_3432	10	45	45	0.0	0.0	0.52217
HROM_Genome_3433	11	55	55	0.0	1.8181818181818181	0.49306
HROM_Genome_3434	6	15	15	0.0	0.0	0.50147
HROM_Genome_3435	103	5253	5253	0.0	3.3695031410622502	0.49673
HROM_Genome_3436	6	15	15	0.0	6.666666666666667	0.50518
HROM_Genome_3437	14	91	91	0.0	1.098901098901099	0.49162
HROM_Genome_3438	4	6	6	0.0	0.0	0.61419
HROM_Genome_3439	29	406	406	0.0	3.6945812807881775	0.49558
HROM_Genome_3440	32	496	496	0.0	2.620967741935484	0.50774
HROM_Genome_3441	6	15	15	0.0	0.0	0.49606
HROM_Genome_3442	4	6	6	1.0	33.333333333333336	0.61795
HROM_Genome_3444	4	6	6	0.0	0.0	0.50522
HROM_Genome_3445	20	190	190	0.0	0.5263157894736842	0.51343
HROM_Genome_3446	46	1035	1035	0.0	4.734299516908212	0.49563
HROM_Genome_3447	14	91	91	0.0	3.2967032967032965	0.51479
HROM_Genome_3452	23	253	253	0.0	1.976284584980237	0.50735
HROM_Genome_3453	9	36	36	0.0	8.333333333333334	0.49258
HROM_Genome_3454	5	10	10	0.0	0.0	0.47059
HROM_Genome_3455	17	136	136	0.0	2.2058823529411766	0.50172
HROM_Genome_3456	25	300	300	0.0	1.3333333333333333	0.49691
HROM_Genome_3457	40	780	780	0.0	4.102564102564102	0.49864
HROM_Genome_3459	12	66	66	0.0	1.5151515151515151	0.5
HROM_Genome_3460	9	36	36	0.0	8.333333333333334	0.43552
HROM_Genome_3461	14	91	91	0.0	2.197802197802198	0.48165
HROM_Genome_3463	73	2628	2628	0.0	2.321156773211568	0.4977
HROM_Genome_3464	4	6	6	0.0	0.0	1.0
HROM_Genome_3465	13	78	78	0.0	5.128205128205129	0.49281
HROM_Genome_3466	2	1	1	0.0	0.0	0.48036
HROM_Genome_3469	2	1	1	0.0	0.0	0.49666
HROM_Genome_3470	2	1	1	0.0	0.0	0.36396
HROM_Genome_3472	41	820	820	0.0	6.585365853658536	0.5
HROM_Genome_3474	4	6	6	0.0	0.0	0.58647
HROM_Genome_3475	5	10	10	0.0	10.0	0.54839
HROM_Genome_3476	3	3	3	0.0	0.0	0.42831
HROM_Genome_3477	4	6	6	0.0	0.0	0.54128
HROM_Genome_3478	4	6	6	0.0	0.0	0.44948
HROM_Genome_3479	30	435	435	0.0	0.6896551724137931	0.49446
HROM_Genome_3480	5	10	10	0.0	0.0	0.40239
HROM_Genome_3481	4	6	6	0.0	0.0	0.70852
HROM_Genome_3482	10	45	45	0.0	0.0	0.54068
HROM_Genome_3483	9	36	36	0.0	0.0	0.53133
HROM_Genome_3484	5	10	10	0.0	0.0	0.50952
HROM_Genome_3485	24	276	276	0.0	3.6231884057971016	0.48718
HROM_Genome_3486	3	3	3	0.0	0.0	0.50113
HROM_Genome_3487	4	6	6	0.0	0.0	0.50198
HROM_Genome_3488	7	21	21	0.0	0.0	0.4466
HROM_Genome_3489	4	6	6	0.0	0.0	0.53641
HROM_Genome_3490	10	45	45	0.0	20.0	0.4911
HROM_Genome_3492	4	6	6	0.0	0.0	0.59694
HROM_Genome_3494	13	78	78	0.0	5.128205128205129	0.50233
HROM_Genome_3495	14	91	91	0.0	0.0	0.51376
HROM_Genome_3498	9	36	36	0.0	2.7777777777777777	0.48117
HROM_Genome_3499	7	21	21	0.0	0.0	0.5
HROM_Genome_3500	4	6	6	0.0	0.0	0.45977
HROM_Genome_3501	5	10	10	0.0	0.0	0.53617
HROM_Genome_3502	2	1	1	0.0	0.0	0.47027
HROM_Genome_3503	2	1	1	0.0	0.0	0.72881
HROM_Genome_3504	4	6	6	0.0	0.0	0.47443
HROM_Genome_3505	6	15	15	0.0	0.0	0.35325
HROM_Genome_3506	4	6	6	0.0	0.0	0.49902
HROM_Genome_3507	6	15	15	0.0	6.666666666666667	0.45192
HROM_Genome_3508	4	6	6	0.0	16.666666666666668	0.48544
HROM_Genome_3509	6	15	15	0.0	0.0	0.50996
HROM_Genome_3511	4	6	6	0.0	0.0	0.69014
HROM_Genome_3513	2	1	1	0.0	0.0	0.5752
HROM_Genome_3514	7	21	21	0.0	0.0	0.52304
HROM_Genome_3516	4	6	6	0.0	0.0	0.46032
HROM_Genome_3517	3	3	3	0.0	0.0	0.61364
HROM_Genome_3518	4	6	6	0.0	0.0	0.52203
HROM_Genome_3519	3	3	3	0.0	0.0	0.6131
HROM_Genome_3520	12	66	66	0.0	10.606060606060606	0.49697
HROM_Genome_3521	2	1	1	0.0	0.0	0.4505
HROM_Genome_3523	4	6	6	0.0	0.0	0.63636
HROM_Genome_3524	2	1	1	0.0	0.0	0.67617
HROM_Genome_3525	2	1	1	0.0	0.0	0.676
HROM_Genome_3526	3	3	3	0.0	0.0	0.49606
HROM_Genome_3528	3	3	3	0.0	0.0	0.31636
HROM_Genome_3529	4	6	6	1.0	16.666666666666668	0.45187
HROM_Genome_3530	4	6	6	0.0	0.0	0.25962
HROM_Genome_3532	4	6	6	0.0	0.0	0.58124
HROM_Genome_3533	4	6	6	0.0	0.0	0.55696
HROM_Genome_3534	2	1	1	0.0	0.0	0.58776
HROM_Genome_3536	2	1	1	0.0	0.0	0.60858
HROM_Genome_3540	5	10	10	0.0	0.0	0.59596
HROM_Genome_3549	2	1	1	0.0	0.0	0.43825
HROM_Genome_3553	3	3	3	0.0	0.0	0.48734
HROM_Genome_3558	2	1	1	2.0	100.0	0.57805
HROM_Genome_3559	2	1	1	1.0	0.0	0.42566
HROM_Genome_3572	868	376278	376278	0.0	6.995625574708062	0.49858
HROM_Genome_3573	54	1431	1431	0.0	1.7470300489168413	0.49396
HROM_Genome_3575	5	10	10	0.0	0.0	0.46584
HROM_Genome_3576	62	1891	1891	0.0	1.5864621893178212	0.49837
HROM_Genome_3577	3	3	3	0.0	0.0	0.53176
HROM_Genome_3578	21	210	210	0.0	10.952380952380953	0.5
HROM_Genome_3579	5	10	10	0.0	0.0	0.5
HROM_Genome_3580	91	4095	4095	0.0	1.3675213675213675	0.49924
HROM_Genome_3582	2	1	1	0.0	0.0	0.50725
HROM_Genome_3583	6	15	15	0.0	0.0	0.49455
HROM_Genome_3584	8	28	28	0.0	0.0	0.53103
HROM_Genome_3585	26	325	325	0.0	0.3076923076923077	0.49296
HROM_Genome_3586	12	66	66	0.0	1.5151515151515151	0.50155
HROM_Genome_3587	21	210	210	0.0	1.9047619047619047	0.49541
HROM_Genome_3588	18	153	153	0.0	3.9215686274509802	0.50495
HROM_Genome_3589	14	91	91	0.0	0.0	0.49034
HROM_Genome_3590	13	78	78	0.0	0.0	0.48808
HROM_Genome_3591	3	3	3	0.0	0.0	0.51526
HROM_Genome_3592	11	55	55	0.0	9.090909090909092	0.51189
HROM_Genome_3593	36	630	630	0.0	3.1746031746031744	0.50149
HROM_Genome_3594	9	36	36	0.0	11.11111111111111	0.5305
HROM_Genome_3595	8	28	28	0.0	17.857142857142858	0.5015
HROM_Genome_3596	10	45	45	0.0	0.0	0.50442
HROM_Genome_3597	8	28	28	0.0	0.0	0.53767
HROM_Genome_3598	9	36	36	0.0	0.0	0.47561
HROM_Genome_3599	10	45	45	0.0	2.2222222222222223	0.51186
HROM_Genome_3600	22	231	231	0.0	1.7316017316017316	0.50314
HROM_Genome_3601	2	1	1	0.0	0.0	0.4408
HROM_Genome_3603	6	15	15	0.0	0.0	0.53418
HROM_Genome_3605	3	3	3	0.0	0.0	0.4447
HROM_Genome_3606	3	3	3	0.0	0.0	0.58427
HROM_Genome_3607	2	1	1	0.0	0.0	0.4506
HROM_Genome_3608	2	1	1	0.0	0.0	0.48608
HROM_Genome_3609	6	15	15	0.0	0.0	0.53581
HROM_Genome_3610	2	1	1	0.0	0.0	0.45137
HROM_Genome_3611	3	3	3	0.0	0.0	0.46725
HROM_Genome_3614	2	1	1	0.0	0.0	0.55087
HROM_Genome_3615	7	21	21	0.0	0.0	0.48754
HROM_Genome_3616	7	21	21	0.0	28.571428571428573	0.47743
HROM_Genome_3617	3	3	3	0.0	0.0	0.46377
