query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	query_asm	ref_asm	band	anim_ani	skani_ani
JAABRV010000100.1	JAABTL010000010.1	93.9238	94.7263	0.5758	0.4986	0.09189	148	0.8863	194	2.623	0.6132	94.1983	95.7793	1.7249	7.42	AlfI:94.89,AloI:94.83,BcgI:94.55,FalI:96.27	1924	148	2914	49	11.216216216216216	INCONSISTENT	GCA_011390735.1	GCA_011389865.1	0.9-0.95	90.6631	91.47
JAGXSJ010000001.1	JAGXSO010000001.1	94.0251	94.9032	0.2981	0.4938	0.12726	95	0.7356	280	2.374	0.6323	94.2308	96.101	0.2598	0.25	AlfI:94.80,AloI:94.85,BcgI:95.00,FalI:94.74	1177	95	1495	38	9.2	INCONSISTENT	GCA_018333895.1	GCA_018333775.1	0.9-0.95	92.2592	92.19
LDIX01000001.1	JAHIKO010000024.1	96.5683	96.5683	0.478	0.484	0.18966	31	0.7	126	inf	0.7757	96.4426	96.6929	0.7867	0.63	AlfI:96.80,AloI:96.59,BcgI:96.01,FalI:96.69	437	31	424	17	10.483870967741936	ok	GCA_001468925.1	GCA_018897535.1	0.9-0.95	94.9096	94.67
NZ_AXAM01000001.1	JAERRQ010000200.1	95.4127	95.4127	0.124	0.1977	0.18251	59	0.395	559	inf	0.6824	95.2847	95.5976	0.7919	1.0	AlfI:94.84,AloI:95.09,BcgI:95.63,FalI:95.61	1019	59	632	14	7.186440677966102	ok	GCF_000472805.1	GCA_016735355.1	0.9-0.95	92.7503	92.6
NC_002939.5	CP014963.1	92.8777	93.9302	0.8885	0.8939	0.07476	28	0.9651	99	2.701	0.5552	93.2913	95.4729	0.22	0.46	AlfI:93.90,AloI:94.06,BcgI:93.87,FalI:94.09	2840	28	5456	443	98.85714285714286	INCONSISTENT	GCF_000007985.2	GCA_001628815.1	0.9-0.95	92.7946	93.0
JACPGA010000196.1	MGPK01000001.1	94.1622	94.1622	0.1499	0.122	0.24629	43	0.5125	214	inf	0.5808	94.4195	93.5725	0.7237	0.48	AlfI:93.74,AloI:94.11,BcgI:94.46,FalI:93.92	631	43	446	15	6.232558139534884	ok	GCA_016182705.1	GCA_001795535.1	0.9-0.95	90.0634	90.27
JAGYOR010000001.1	DSBH01000137.1	96.5458	96.5458	0.3569	0.3575	0.10798	127	0.6796	389	inf	0.7649	96.5905	96.5179	0.1228	0.04	AlfI:96.53,AloI:96.62,BcgI:96.54,FalI:96.50	1397	127	1239	23	7.496062992125984	ok	GCA_018399535.1	GCA_011056825.1	0.9-0.95	94.5594	94.19
JADFYC010000100.1	JADFYA010000100.1	96.9944	97.499	0.0391	0.0421	0.20866	33	0.2618	454	0.892	0.838	97.3741	97.5813	1.3308	1.48	AlfI:98.31,AloI:97.78,BcgI:97.58,FalI:96.98	952	33	234	14	5.878787878787879	ok	GCA_015233295.1	GCA_015233285.1	0.9-0.95	91.1766	90.91
DTJU01000049.1	DTEM01000061.1	94.13	94.4004	0.738	0.7643	0.12212	73	0.9058	112	6.784	0.6189	94.0975	94.9452	0.9321	0.96	AlfI:93.80,AloI:94.68,BcgI:94.73,FalI:94.33	1235	73	1929	60	15.753424657534246	ok	GCA_011370455.1	GCA_011361925.1	0.9-0.95	92.9984	93.04
DCWS01000015.1	DRHF01000001.1	95.0715	95.0715	0.3173	0.1745	0.13786	86	0.5855	485	inf	0.6526	95.0083	95.1974	0.3725	0.26	AlfI:95.13,AloI:95.35,BcgI:94.98,FalI:95.06	1229	86	1192	32	8.965116279069768	ok	GCA_002328165.1	GCA_011049715.1	0.9-0.95	93.383	90.6
JAFGFW010000157.1	JADFWI010000364.1	96.7735	96.7735	0.2324	0.2764	0.09877	140	0.6027	623	inf	0.7855	96.7449	96.7946	0.4113	0.73	AlfI:96.50,AloI:96.79,BcgI:96.91,FalI:96.77	1702	140	1385	30	7.75	ok	GCA_016930875.1	GCA_015222985.1	0.9-0.95	94.767	94.65
JACRLF010000048.1	JACRNN010000127.1	94.8311	95.9024	0.3879	0.3797	0.12462	104	0.4435	931	1.352	0.7177	95.139	96.8199	0.947	2.95	AlfI:95.33,AloI:96.00,BcgI:96.28,FalI:95.58	1808	104	1254	22	8.134615384615385	INCONSISTENT	GCA_016235365.1	GCA_016234955.1	0.9-0.95	93.5942	93.06
JAHIQI010000073.1	JAHIND010000013.1	94.6241	95.3309	0.7795	0.8396	0.07045	86	0.9237	223	2.444	0.6714	94.7237	96.217	0.6243	3.67	AlfI:95.54,AloI:95.50,BcgI:95.32,FalI:94.92	2996	86	4479	113	32.406976744186046	INCONSISTENT	GCA_018902755.1	GCA_018896025.1	0.9-0.95	93.3276	93.21
NZ_AULM01000001.1	LR026961.1	95.127	95.7345	0.7889	0.7957	0.05566	85	0.7955	1049	2.444	0.7006	95.1344	96.5015	0.4928	4.95	AlfI:95.43,AloI:95.56,BcgI:95.93,FalI:95.52	5226	85	6344	459	49.0	INCONSISTENT	GCF_000422285.1	GCA_900498135.1	0.9-0.95	94.4263	94.08
PHAW01000244.1	DDWZ01000014.1	94.2201	94.7311	0.4688	0.4224	0.10231	152	0.7367	439	3.93	0.6191	94.2644	95.5839	0.763	1.51	AlfI:94.90,AloI:94.14,BcgI:94.79,FalI:94.48	2018	152	2381	34	9.078947368421051	INCONSISTENT	GCA_002841785.1	GCA_002347095.1	0.9-0.95	91.8677	91.52
NZ_NAAD01000001.1	NZ_PPFX01000010.1	95.4033	95.8615	0.8296	0.8111	0.05562	100	0.8487	688	2.985	0.7085	95.3545	96.4985	0.7028	5.06	AlfI:96.14,AloI:95.47,BcgI:95.84,FalI:95.44	4596	100	5954	212	39.59	INCONSISTENT	GCF_002093115.1	GCF_002898515.1	0.9-0.95	94.4831	94.2
NZ_FQVB01000078.1	JACIYN010000001.1	95.3774	96.4295	0.7884	0.7835	0.06345	117	0.9103	281	1.189	0.7578	95.4601	97.3878	0.3721	1.11	AlfI:96.61,AloI:96.24,BcgI:96.40,FalI:96.48	3201	117	4209	152	25.35897435897436	INCONSISTENT	GCF_900129305.1	GCA_014359885.1	0.9-0.95	94.4097	94.44
JACQWO010000002.1	QZJR01000098.1	95.1281	95.3887	0.1968	0.3042	0.18163	53	0.4763	419	5.395	0.6836	95.1082	95.7774	0.735	0.87	AlfI:95.82,AloI:95.60,BcgI:95.52,FalI:95.08	871	53	663	18	8.18867924528302	ok	GCA_016209225.1	GCA_003599365.1	0.9-0.95	92.8545	92.37
NZ_AUCT01000001.1	NZ_FQZU01000102.1	93.3174	94.2592	0.8121	0.805	0.06813	114	0.8785	447	2.701	0.5872	93.6068	95.5972	0.9727	8.97	AlfI:94.52,AloI:94.56,BcgI:94.32,FalI:93.59	3728	114	6253	98	29.350877192982455	INCONSISTENT	GCF_000429905.1	GCF_900142135.1	0.9-0.95	93.0882	93.03
WOUX01000308.1	PFIF01000237.1	96.503	96.503	0.0727	0.0591	0.25262	30	0.2402	484	inf	0.7693	97.2105	95.8863	0.9056	1.03	AlfI:96.92,AloI:96.95,BcgI:96.95,FalI:96.04	865	30	223	9	6.1	INCONSISTENT	GCA_009773075.1	GCA_002782605.1	0.9-0.95	93.3557	93.36
DIVU01000070.1	NZ_FOJJ01000041.1	94.2404	94.6625	0.4329	0.4055	0.09707	158	0.8094	326	4.604	0.6126	94.3077	95.3328	1.0451	2.46	AlfI:94.81,AloI:93.76,BcgI:94.77,FalI:94.33	2021	158	2642	37	9.759493670886076	INCONSISTENT	GCA_002423365.1	GCF_900111775.1	0.9-0.95	91.4815	91.53
DFBQ01000061.1	WTCF01000082.1	96.2002	96.2002	0.0755	0.1325	0.23802	31	0.3602	334	inf	0.7438	96.7112	95.6899	1.3106	1.74	AlfI:96.99,AloI:96.79,BcgI:95.68,FalI:95.96	666	31	280	14	7.064516129032258	ok	GCA_002367355.1	GCA_013138705.1	0.9-0.95	93.5802	92.99
DSAQ01000150.1	QYQD01000044.1	95.904	95.904	0.1662	0.1815	0.18289	50	0.4985	343	inf	0.7204	95.7413	96.1224	1.186	1.44	AlfI:95.79,AloI:96.86,BcgI:95.67,FalI:95.91	859	50	551	15	7.82	ok	GCA_011046395.1	GCA_007280345.1	0.9-0.95	93.4034	93.11
JADHXI010000127.1	JABMQV010000154.1	96.8082	96.8082	0.1347	0.1165	0.13681	85	0.381	780	inf	0.788	97.1627	96.5373	0.2587	0.11	AlfI:96.69,AloI:96.95,BcgI:96.77,FalI:96.85	1424	85	694	26	6.647058823529412	ok	GCA_016783065.1	GCA_013203065.1	0.9-0.95	94.5437	94.23
WOUX01000308.1	QZJR01000098.1	96.997	96.997	0.14	0.155	0.18392	45	0.4933	265	inf	0.8047	97.1337	96.9127	0.4151	0.18	AlfI:97.19,AloI:97.12,BcgI:96.78,FalI:97.00	721	45	372	12	6.733333333333333	ok	GCA_009773075.1	GCA_003599365.1	0.9-0.95	93.5326	93.68
JACNLL010000040.1	JABMRH010000052.1	95.6099	95.6099	0.1058	0.1322	0.2399	38	0.3185	428	inf	0.6974	95.6694	95.569	1.1046	0.66	AlfI:95.92,AloI:96.30,BcgI:95.19,FalI:95.66	706	38	339	10	6.2631578947368425	ok	GCA_014381545.1	GCA_013202725.1	0.9-0.95	91.7111	91.24
JAADIK010000143.1	BDTX01000001.1	94.3947	94.6048	0.5756	0.481	0.11429	113	0.433	1328	8.183	0.6083	94.3288	95.1358	0.6816	1.78	AlfI:95.02,AloI:94.34,BcgI:94.43,FalI:94.72	2532	113	1931	30	9.973451327433628	ok	GCA_013151365.1	GCA_002897615.1	0.9-0.95	92.3662	91.9
DHGT01000047.1	NZ_BCAG01000001.1	95.0558	95.6309	0.8104	0.6017	0.0595	132	0.9585	151	2.623	0.6902	95.0937	96.3714	0.2251	0.49	AlfI:95.56,AloI:95.46,BcgI:95.68,FalI:95.66	3789	132	5591	161	27.416666666666668	INCONSISTENT	GCA_002402905.1	GCF_001293685.1	0.9-0.95	93.8198	93.86
WKKR01000001.1	JACRPV010000055.1	95.5497	95.9666	0.508	0.7217	0.06528	171	0.8556	453	3.074	0.7175	95.4825	96.5646	0.567	2.58	AlfI:95.81,AloI:96.21,BcgI:95.91,FalI:96.38	3150	171	4212	72	16.695906432748536	INCONSISTENT	GCA_009684525.1	GCA_016223015.1	0.9-0.95	94.342	94.29
JACQYR010000027.1	JACRDC010000038.1	95.3628	95.8231	0.5056	0.4867	0.08645	167	0.7322	567	2.948	0.711	95.3436	96.3991	0.6137	2.79	AlfI:95.96,AloI:95.93,BcgI:96.00,FalI:95.38	2382	167	2557	51	10.281437125748504	INCONSISTENT	GCA_016208115.1	GCA_016218705.1	0.9-0.95	92.1857	92.82
DRMH01000001.1	WGAR01000001.1	95.3442	95.3442	0.3692	0.4004	0.16102	83	0.611	310	inf	0.6763	95.342	95.3815	0.8651	1.53	AlfI:95.44,AloI:95.72,BcgI:95.39,FalI:94.85	924	83	843	25	6.867469879518072	ok	GCA_011322625.1	GCA_015494725.1	0.9-0.95	93.8374	93.78
JACREU010000050.1	MGPQ01000001.1	94.9315	95.5777	0.8345	0.6253	0.09281	79	0.9476	83	2.374	0.6933	95.0033	96.3485	1.1512	3.11	AlfI:94.92,AloI:96.07,BcgI:95.65,FalI:95.40	1688	79	2440	111	20.0126582278481	INCONSISTENT	GCA_016212705.1	GCA_001797465.1	0.9-0.95	93.5419	94.39
NC_011979.1	BBCJ01000001.1	95.5719	96.2482	0.8169	0.8477	0.05581	80	0.9517	185	1.888	0.742	95.4859	97.0718	0.7143	4.14	AlfI:96.47,AloI:95.75,BcgI:96.16,FalI:96.41	3835	80	5481	197	46.6125	INCONSISTENT	GCF_000022265.1	GCA_001311985.1	0.9-0.95	95.1219	94.68
DSMB01000052.1	DTGX01000150.1	96.3571	96.3571	0.471	0.5059	0.0927	152	0.7436	443	inf	0.7582	96.3381	96.3744	0.3786	0.91	AlfI:96.59,AloI:96.54,BcgI:96.48,FalI:96.21	1822	152	1900	36	9.453947368421051	ok	GCA_011047885.1	GCA_011334825.1	0.9-0.95	95.2839	94.8
JAHDRW010000047.1	JAHDKO010000170.1	91.9932	92.8913	0.764	0.6871	0.08712	87	0.8904	255	4.046	0.4767	92.399	94.4703	0.9379	3.05	AlfI:93.19,AloI:92.25,BcgI:92.89,FalI:92.98	2377	87	4906	124	24.816091954022987	INCONSISTENT	GCA_018433085.1	GCA_018436855.1	0.9-0.95	90.9573	90.64
JAFZPK010000171.1	JAFPZV010000111.1	96.2654	96.2654	0.2186	0.2785	0.14731	81	0.5948	314	inf	0.7423	96.573	95.9367	1.6464	2.83	AlfI:96.39,AloI:96.60,BcgI:96.43,FalI:94.96	925	81	698	22	6.691358024691358	ok	GCA_017552515.1	GCA_017417085.1	0.9-0.95	93.3936	93.57
NZ_VZRA01000001.1	NZ_VZQZ01000001.1	94.9162	95.6842	0.8963	0.9206	0.06143	29	0.973	93	2.086	0.6958	94.9385	96.6856	0.1998	0.22	AlfI:95.69,AloI:95.81,BcgI:95.67,FalI:95.61	3461	29	5333	716	116.72413793103448	INCONSISTENT	GCF_008802355.1	GCF_008802365.1	0.9-0.95	94.6546	94.41
JAHIVS010000376.1	VMSR01000168.1	95.3031	95.3031	0.2072	0.2105	0.12612	124	0.5583	610	inf	0.67	95.251	95.4128	1.0142	2.63	AlfI:95.27,AloI:95.92,BcgI:94.90,FalI:95.40	1801	124	1347	22	7.217741935483871	ok	GCA_018816605.1	GCA_013792075.1	0.9-0.95	92.7392	92.78
JAGWVP010000684.1	JAFMJW010000147.1	95.3638	95.7597	0.2932	0.2826	0.07783	266	0.7143	714	3.454	0.6995	95.33	96.3248	1.2797	2.89	AlfI:95.75,AloI:94.82,BcgI:95.80,FalI:96.10	3141	266	3088	25	7.7105263157894735	ok	GCA_018970825.1	GCA_017853315.1	0.9-0.95	90.2416	91.05
JACNKC010000101.1	DBZX01000095.1	94.8185	95.1224	0.6743	0.7538	0.07931	137	0.9098	200	5.395	0.6475	94.7451	95.7634	0.6468	3.57	AlfI:95.46,AloI:95.51,BcgI:94.94,FalI:94.87	2336	137	3507	97	15.72992700729927	INCONSISTENT	GCA_014382245.1	GCA_002311335.1	0.9-0.95	93.3748	93.85
MGSI01000001.1	JACPSF010000036.1	97.0632	97.0632	0.5065	0.184	0.08998	131	0.7977	267	inf	0.8057	96.9599	97.1398	0.0758	0.03	AlfI:97.04,AloI:97.01,BcgI:97.09,FalI:97.04	1476	131	1485	30	9.0381679389313	ok	GCA_001798455.1	GCA_016193385.1	0.9-0.95	95.0257	94.93
DUBO01000001.1	JACNKC010000101.1	93.8602	94.4478	0.7792	0.769	0.083	121	0.9129	189	3.817	0.5923	93.9661	95.456	1.5764	9.1	AlfI:95.05,AloI:93.47,BcgI:94.22,FalI:94.30	2226	121	3804	62	17.363636363636363	INCONSISTENT	GCA_012960245.1	GCA_014382245.1	0.9-0.95	92.6637	92.63
MGSR01000001.1	JACPDC010000044.1	96.7477	96.7477	0.3396	0.1947	0.11645	100	0.6526	355	inf	0.7814	96.5934	96.8789	1.1566	2.51	AlfI:96.45,AloI:95.83,BcgI:96.99,FalI:96.71	1200	100	998	23	7.67	ok	GCA_001798565.1	GCA_016184235.1	0.9-0.95	93.9002	94.04
DUBO01000001.1	DBZX01000095.1	94.9103	95.4346	0.7974	0.8596	0.073	105	0.9431	141	3.074	0.6732	94.9263	96.2005	0.8106	3.18	AlfI:95.72,AloI:95.53,BcgI:95.34,FalI:94.91	2533	105	3871	92	23.266666666666666	INCONSISTENT	GCA_012960245.1	GCA_002311335.1	0.9-0.95	94.0138	94.24
DLMJ01000040.1	PLDK01000010.1	93.3493	94.0682	0.724	0.7242	0.07181	104	0.8988	313	3.601	0.5617	93.5504	95.2938	0.5318	1.12	AlfI:93.97,AloI:94.17,BcgI:94.13,FalI:93.64	3137	104	5562	148	27.73076923076923	INCONSISTENT	GCA_002479255.1	GCA_003135135.1	0.9-0.95	92.3722	91.61
JAADGT010000136.1	NZ_JAFN01000001.1	95.8618	96.1637	0.5472	0.3981	0.07774	217	0.7408	627	3.707	0.7329	95.8169	96.5678	0.8248	3.66	AlfI:96.32,AloI:96.44,BcgI:95.98,FalI:95.62	2776	217	2851	37	9.258064516129032	ok	GCA_013152215.1	GCF_000526155.1	0.9-0.95	93.7285	93.52
JADGQY010000006.1	NCBQ01000097.1	94.7333	94.7333	0.2245	0.2683	0.16723	66	0.654	255	inf	0.6224	94.6751	94.9117	1.8616	3.47	AlfI:93.86,AloI:94.78,BcgI:94.50,FalI:95.72	858	66	887	24	8.303030303030303	ok	GCA_017881405.1	GCA_002279275.1	0.9-0.95	91.2803	90.65
WSYE01000024.1	NZ_KE386885.1	93.3063	94.5682	0.743	0.4804	0.08662	62	0.8825	255	1.911	0.6084	93.7841	96.1046	0.8338	5.17	AlfI:94.59,AloI:94.97,BcgI:94.19,FalI:95.02	2217	62	3624	109	31.887096774193548	INCONSISTENT	GCA_009773665.1	GCF_000429325.1	0.9-0.95	92.3152	92.3
NZ_JNJP01000001.1	USCL01000001.1	93.6387	94.1463	0.3635	0.4666	0.09306	199	0.662	817	4.604	0.5747	93.7615	94.9699	1.0481	5.29	AlfI:94.26,AloI:93.83,BcgI:94.44,FalI:93.39	2573	199	3304	31	9.040201005025123	INCONSISTENT	GCF_000701705.1	GCA_900553145.1	0.9-0.95	90.7598	90.29
NZ_KI632512.1	NZ_VSMK01000111.1	94.9174	95.5344	0.5044	0.4922	0.06731	271	0.666	1326	2.548	0.6828	94.9815	96.3446	0.8904	9.97	AlfI:95.82,AloI:95.93,BcgI:95.03,FalI:95.52	3971	271	4536	57	10.756457564575646	INCONSISTENT	GCF_000504305.1	GCF_011682075.1	0.9-0.95	92.2699	92.85
NZ_FORX01000044.1	NZ_JADBGG010000001.1	95.0646	95.6121	0.7467	0.7363	0.0598	74	0.9465	201	2.781	0.6902	95.0572	96.3675	0.4113	2.92	AlfI:95.86,AloI:95.61,BcgI:95.45,FalI:95.63	3800	74	5625	195	49.067567567567565	INCONSISTENT	GCF_900114115.1	GCF_014873765.1	0.9-0.95	94.1919	93.94
NC_011769.1	NZ_AGFG01000084.1	91.2316	93.3105	0.863	0.8339	0.07228	74	0.9146	271	1.833	0.5046	92.4727	95.7504	1.9217	23.98	AlfI:93.58,AloI:93.53,BcgI:92.55,FalI:94.47	3175	74	6722	151	40.229729729729726	INCONSISTENT	GCF_000021385.1	GCF_000226255.1	0.9-0.95	91.2075	90.63
NZ_VSMK01000111.1	NZ_AGFG01000084.1	93.9224	94.7074	0.401	0.4102	0.08395	204	0.7485	620	2.701	0.6157	94.1532	95.7938	1.2543	9.41	AlfI:94.97,AloI:94.86,BcgI:94.11,FalI:95.36	3045	204	3592	48	10.044117647058824	INCONSISTENT	GCF_011682075.1	GCF_000226255.1	0.9-0.95	91.1919	91.2
WRIL01000001.1	WRHT01000001.1	94.6239	94.6239	0.1846	0.2075	0.23067	38	0.4724	277	inf	0.6134	94.7566	94.2632	2.8229	4.32	AlfI:95.25,AloI:94.92,BcgI:94.66,FalI:92.42	554	38	460	16	7.526315789473684	ok	GCA_009782775.1	GCA_009783115.1	0.9-0.95	91.3978	90.61
DQED01000355.1	NZ_JNJA01000001.1	96.4249	96.7775	0.5779	0.3737	0.05965	306	0.8495	482	2.516	0.7821	96.3188	97.1701	0.4096	1.53	AlfI:96.80,AloI:96.62,BcgI:96.86,FalI:96.45	3629	306	3832	43	9.88888888888889	ok	GCA_003525525.1	GCF_000702665.1	0.9-0.95	94.092	94.41
URTO01000001.1	NZ_JNJP01000001.1	95.7247	95.8567	0.4832	0.2496	0.08379	215	0.7801	445	7.948	0.7104	95.7097	96.025	1.1047	5.77	AlfI:96.01,AloI:95.85,BcgI:96.04,FalI:94.93	2421	215	2568	36	8.344186046511627	ok	GCA_900550745.1	GCF_000701705.1	0.9-0.95	93.37	93.51
NZ_AGFG01000084.1	NZ_VRYY01000111.1	94.4502	94.9402	0.3989	0.4105	0.08195	218	0.6463	1041	3.707	0.6349	94.5478	95.651	0.6507	4.36	AlfI:95.20,AloI:94.70,BcgI:94.58,FalI:95.23	3013	218	3511	48	9.724770642201834	INCONSISTENT	GCF_000226255.1	GCF_015731765.1	0.9-0.95	91.2775	90.77
NZ_VNHP01000008.1	DTIN01000034.1	92.6906	92.6906	0.8075	0.7391	0.17521	29	0.9243	52	inf	0.5026	92.9019	92.0493	1.266	1.26	AlfI:93.82,AloI:93.20,BcgI:92.55,FalI:92.57	703	29	1286	89	22.896551724137932	ok	GCF_008124665.1	GCA_011333985.1	0.9-0.95	91.0846	90.35
PMYJ01000225.1	PLAX01000161.1	94.1603	94.1603	0.207	0.2646	0.16109	75	0.5626	402	inf	0.5685	93.9599	94.6596	2.2853	3.73	AlfI:94.49,AloI:93.35,BcgI:93.97,FalI:95.63	1101	75	1050	25	7.893333333333333	ok	GCA_003170875.1	GCA_003135255.1	0.9-0.95	90.3319	90.08
VBFW01000210.1	VBIA01000014.1	94.1502	94.1502	0.4519	0.3743	0.10189	188	0.7455	442	inf	0.567	94.1848	94.0805	0.4449	0.59	AlfI:94.29,AloI:94.27,BcgI:94.06,FalI:94.51	2080	188	2564	29	7.888297872340425	ok	GCA_005880525.1	GCA_005879985.1	0.9-0.95	91.1878	90.66
PLYD01000285.1	PLJM01000018.1	96.0161	96.4846	0.6809	0.6707	0.0555	223	0.9261	262	2.305	0.7583	95.8928	97.0786	0.307	0.82	AlfI:96.44,AloI:96.75,BcgI:96.46,FalI:96.65	3833	223	4940	98	15.72645739910314	INCONSISTENT	GCA_003151665.1	GCA_003139695.1	0.9-0.95	94.9271	94.81
JAEKNQ010000038.1	QHBT01000023.1	93.1017	93.709	0.7029	0.728	0.09185	85	0.9132	166	4.472	0.5342	93.3002	94.8279	1.4239	7.65	AlfI:93.98,AloI:93.37,BcgI:93.45,FalI:94.79	1965	85	3656	100	21.55294117647059	INCONSISTENT	GCA_016464825.1	GCA_003244185.1	0.9-0.95	91.9963	91.37
PLOF01000053.1	PLAX01000161.1	94.3601	94.7339	0.3436	0.3932	0.12527	105	0.6726	405	5.089	0.6153	94.343	95.5028	1.3524	3.27	AlfI:95.24,AloI:94.11,BcgI:94.54,FalI:95.47	1338	105	1553	28	8.923809523809524	INCONSISTENT	GCA_003142035.1	GCA_003135255.1	0.9-0.95	91.6193	90.89
JACPBF010000004.1	MGUU01000001.1	92.8273	93.8784	0.7397	0.744	0.12815	38	0.921	86	2.623	0.5734	93.1959	95.3517	1.3641	4.97	AlfI:94.20,AloI:92.83,BcgI:93.06,FalI:94.15	1126	38	2001	168	27.394736842105264	INCONSISTENT	GCA_016180425.1	GCA_001800135.1	0.9-0.95	91.8432	91.55
DJWX01000024.1	CACWKJ010000001.1	96.5448	96.9398	0.1423	0.1729	0.19825	32	0.4095	336	1.781	0.8009	96.6843	97.1439	1.5069	2.08	AlfI:97.96,AloI:96.71,BcgI:96.46,FalI:96.99	595	32	340	18	8.28125	ok	GCA_002448285.1	GCA_902761395.1	0.9-0.95	91.5725	91.69
JACQRQ010000063.1	MGUX01000001.1	96.5007	96.6471	0.2576	0.2988	0.12498	88	0.6871	271	5.395	0.7746	96.4649	96.7851	0.7998	1.32	AlfI:96.96,AloI:96.16,BcgI:96.72,FalI:96.33	1037	88	902	23	7.761363636363637	ok	GCA_016206405.1	GCA_001800185.1	0.9-0.95	94.1142	93.43
CACWKJ010000001.1	JAGCCP010000010.1	94.6966	94.6966	0.1526	0.1159	0.29005	28	0.5015	161	inf	0.6314	94.6676	94.7873	0.5685	0.24	AlfI:94.92,AloI:94.37,BcgI:94.35,FalI:94.87	495	28	302	14	6.785714285714286	ok	GCA_902761395.1	GCA_017651625.1	0.9-0.95	90.0993	90.53
JACPFR010000044.1	JACPOW010000061.1	92.9243	93.8292	0.6229	0.6797	0.08116	119	0.8965	260	3.165	0.5497	93.2464	95.2186	2.1219	11.87	AlfI:94.25,AloI:92.12,BcgI:93.98,FalI:93.79	2572	119	4714	80	19.915966386554626	INCONSISTENT	GCA_016182905.1	GCA_016191335.1	0.9-0.95	90.2238	90.53
DIWH01000066.1	DCTU01000359.1	92.7992	93.6691	0.3378	0.3954	0.11783	136	0.6002	680	3.355	0.5374	93.1257	95.0922	1.0899	3.68	AlfI:93.72,AloI:93.58,BcgI:93.39,FalI:94.48	1785	136	2331	25	8.507352941176471	INCONSISTENT	GCA_002423485.1	GCA_002329445.1	0.9-0.95	89.9611	90.49
JABEUW010000128.1	JABEUX010000053.1	94.1454	95.2624	0.5273	0.5004	0.08247	213	0.8701	256	1.729	0.6576	94.4839	96.5061	1.0894	2.78	AlfI:95.34,AloI:94.25,BcgI:95.34,FalI:94.57	2212	213	3243	34	9.046948356807512	INCONSISTENT	GCA_013043945.1	GCA_013044185.1	0.9-0.95	91.9534	91.93
DBTP01000113.1	MNYL01000047.1	95.8377	95.8377	0.2289	0.242	0.14798	80	0.6249	317	inf	0.7154	95.8471	95.8335	1.0472	2.16	AlfI:96.50,AloI:95.68,BcgI:95.45,FalI:95.94	1005	80	842	30	7.6	ok	GCA_002307115.1	GCA_001873075.1	0.9-0.95	93.0053	92.35
CAITPB010000001.1	CAIWRR010000001.1	93.9874	97.5234	0.146	0.1386	0.1573	49	0.4321	393	0.274	0.841	95.799	98.6966	0.6984	0.96	AlfI:98.01,AloI:97.70,BcgI:97.46,FalI:97.31	904	49	487	21	7.1020408163265305	INCONSISTENT	GCA_903894145.1	GCA_903915125.1	0.9-0.95	89.8839	90.89
NZ_PCGR01000001.1	NZ_NOKQ01000120.1	89.1849	92.5783	0.845	0.7758	0.11823	26	0.893	143	1.434	0.4689	91.5745	95.7117	0.6292	0.81	AlfI:92.65,AloI:92.12,BcgI:92.47,FalI:92.75	1346	26	3045	204	46.88461538461539	INCONSISTENT	GCF_002798305.1	GCF_002265435.1	0.9-0.95	90.3521	91.01
NZ_FOXX01000035.1	NZ_FXAJ01000031.1	95.9793	96.1933	0.8097	0.8207	0.05955	39	0.9619	142	4.741	0.7483	95.8914	96.5188	0.6945	6.77	AlfI:95.89,AloI:96.17,BcgI:95.69,FalI:96.38	3757	39	4996	890	92.87179487179488	ok	GCF_900115845.1	GCF_900177535.1	0.9-0.95	95.0862	94.33
NZ_JH976434.1	NZ_JAFBDS010000001.1	91.4994	92.7091	0.8288	0.8583	0.11728	33	0.795	321	3.165	0.4817	92.1294	94.5386	1.0257	1.89	AlfI:92.38,AloI:91.84,BcgI:92.87,FalI:92.85	1584	33	2920	188	38.72727272727273	INCONSISTENT	GCF_000306965.1	GCF_016908375.1	0.9-0.95	91.7187	90.96
NZ_SWFM01000010.1	NZ_JAFKOI010000100.1	92.4118	93.7379	0.8767	0.8461	0.0878	35	0.938	143	2.239	0.56	93.0118	95.4138	0.4495	1.38	AlfI:93.52,AloI:93.46,BcgI:93.60,FalI:93.91	2324	35	4359	493	62.82857142857143	INCONSISTENT	GCF_005144865.1	GCF_017303315.1	0.9-0.95	92.1442	92.08
NZ_LAYY01000001.1	NZ_LIGG01000001.1	94.1438	94.6463	0.7334	0.7714	0.06903	72	0.8839	408	4.046	0.6207	94.1525	95.5546	0.447	1.52	AlfI:94.73,AloI:95.00,BcgI:94.57,FalI:94.55	3582	72	5520	285	44.138888888888886	INCONSISTENT	GCF_000986785.1	GCF_001273925.1	0.9-0.95	93.2543	92.5
