query	reference	s2b_raw_ani	s2b_mash_ani	s2b_af_q	s2b_af_r	s2b_shared_tags	s2b_containment	s2b_ref_gc	s2b_corrected_ani	s2b_error
GCA_016793845.1	GCF_014199685.1	1.000000	0.873049	0.014088	0.011557	53	0.500000	0.647769	0.845049	
GCA_017936285.1	GCA_015061245.1	1.000000	0.915420	0.047811	0.051561	71	0.500000	0.403691	0.887420	
GCF_900095695.1	GCF_001655005.1	1.000000	0.897601	0.029033	0.024241	79	0.500000	0.481418	0.869601	
GCF_006861775.1	GCF_900111345.1	1.000000	0.860471	0.029792	0.028970	83	0.500000	0.370163	0.832471	
GCA_001805105.1	GCA_003535475.1	1.000000	0.891794	0.030019	0.035496	64	0.500000	0.428453	0.863794	
GCA_001914705.1	GCA_005884005.1	1.000000	0.858961	0.013354	0.007487	44	0.500000	0.677620	0.830961	
GCA_002338445.1	GCA_002720735.1	1.000000	0.930693	0.081731	0.093407	187	0.500000	0.428209	0.902693	
GCA_002726005.1	GCA_902533755.1	1.000000	0.924796	0.041841	0.050251	20	0.500000	0.322356	0.896796	
GCA_017642445.1	GCA_017649605.1	1.000000	0.929360	0.139815	0.131304	302	0.500000	0.480192	0.901360	
GCF_002368155.1	GCF_014696315.1	1.000000	0.862394	0.109115	0.129091	923	0.500000	0.406493	0.834394	
GCA_905479975.1	GCF_902728235.1	1.000000	0.801588	0.018108	0.009721	40	0.500000	0.516006	0.773588	
GCA_018725485.1	GCA_018725175.1	0.000000	0.000000	0.008264	0.005859	0	0.000000	0.386138	0.000000	
