query	reference	fastani_ani	label	q_species	r_species	q_genus	r_genus	bcgi_raw_ani	bcgi_mash_ani	bcgi_af_q	bcgi_af_r	bcgi_shared_tags	cjepi_raw_ani	cjepi_mash_ani	cjepi_af_q	cjepi_af_r	cjepi_shared_tags	multi_raw_ani	multi_mash_ani	multi_af_q	multi_af_r	multi_shared_tags
GCF_000317245.1	GCF_000317205.1	0.862491	mid_high	s__Fischerella muscicola_A	s__Fischerella muscicola	g__Fischerella	g__Fischerella	0.962708	0.921382	0.084222	0.077519	150	0.953565	0.920227	0.113516	0.118611	1332	1.000000	0.861089	0.022434	0.024192	9786
GCA_017998575.1	GCA_017307855.1	0.921316	mid_high	s__JAGOCV01 sp017998575	s__JAGOCV01 sp017307855	g__JAGOCV01	g__JAGOCV01	0.971605	0.945583	0.200370	0.153338	974	0.966180	0.935064	0.204285	0.146857	944	1.000000	0.904306	0.085324	0.065056	21970
GCF_002915575.1	GCF_015234305.1	0.868573	mid_high	s__Superficieibacter electus	s__Superficieibacter sp900766525	g__Superficieibacter	g__Superficieibacter	0.969276	0.921955	0.082684	0.081908	297	0.964573	0.919420	0.105714	0.121928	1012	1.000000	0.880713	0.037903	0.041135	13930
GCA_013203195.1	GCA_014383215.1	0.944645	mid_high	s__Desulfatibia_A sp013203195	s__Desulfatibia_A vada	g__Desulfatibia_A	g__Desulfatibia_A	0.986753	0.955971	0.292435	0.204263	460	0.983517	0.947464	0.286258	0.204722	1656	1.000000	0.931298	0.184213	0.131595	40441
GCA_002371265.1	GCA_002392915.1	0.948332	mid_high	s__UBA1723 sp002371265	s__UBA1723 sp002392915	g__UBA1723	g__UBA1723	0.984091	0.963995	0.310734	0.321262	550	0.983236	0.957801	0.320847	0.319201	2364	1.000000	0.940059	0.196515	0.197647	51847
GCF_014054985.1	GCA_905373195.1	0.912964	mid_high	s__Kingella_B oralis	s__Kingella_B oralis_A	g__Kingella_B	g__Kingella_B	0.974191	0.943557	0.128073	0.210724	224	0.971871	0.929158	0.120427	0.181089	316	1.000000	0.904847	0.059873	0.094218	6736
GCA_017413145.1	GCA_902793555.1	0.898661	mid_high	s__UBA3636 sp017413145	s__UBA3636 sp902793555	g__UBA3636	g__UBA3636	0.973094	0.944750	0.172527	0.168845	633	0.965790	0.931799	0.160781	0.156433	642	1.000000	0.899275	0.066020	0.065033	17515
GCF_016415625.1	GCF_000262305.1	0.845735	mid_high	s__Shimwellia pseudoproteus	s__Shimwellia blattae	g__Shimwellia	g__Shimwellia	0.965310	0.912423	0.059079	0.062286	109	0.958406	0.908206	0.081013	0.086839	512	1.000000	0.856570	0.020339	0.020733	5164
GCF_002355395.1	GCF_004216855.1	0.939802	mid_high	s__Microcella alkaliphila_A	s__Microcella alkaliphila	g__Microcella	g__Microcella	0.979380	0.950631	0.206780	0.205258	976	0.977768	0.940109	0.196491	0.200496	728	1.000000	0.921878	0.118999	0.121345	27298
GCA_016841765.1	GCF_001644195.2	0.847496	mid_high	s__Bacillus_BL sp016841765	s__Bacillus_BL marinisedimentorum	g__Bacillus_BL	g__Bacillus_BL	0.963398	0.919771	0.074670	0.078867	181	0.956561	0.914042	0.096601	0.099800	648	1.000000	0.859191	0.021974	0.022390	5994
GCA_012800855.1	GCA_012510625.1	0.828717	mid_high	s__JAAZIN01 sp012800855	s__JAAZIN01 sp012510625	g__JAAZIN01	g__JAAZIN01	0.958686	0.909738	0.053832	0.057561	59	0.949769	0.893324	0.057143	0.055115	160	1.000000	0.829020	0.010045	0.009697	1123
GCA_011375535.1	GCA_011373125.1	0.840904	mid_high	s__DRZP01 sp011375535	s__DRZP01 sp011373125	g__DRZP01	g__DRZP01	0.962500	0.899464	0.026224	0.061224	15	0.954993	0.908797	0.065642	0.110644	158	1.000000	0.843076	0.010959	0.018991	1264
GCF_904420205.1	GCA_900542005.1	0.842506	mid_high	s__Parachristensenella avicola	s__Parachristensenella sp900542005	g__Parachristensenella	g__Parachristensenella	0.962993	0.906691	0.045157	0.056464	76	0.954161	0.901108	0.064645	0.074176	324	1.000000	0.841513	0.013504	0.013956	2687
GCF_902712915.1	GCF_000202835.1	0.895124	mid_high	s__Acidiphilium sp002255515	s__Acidiphilium multivorum	g__Acidiphilium	g__Acidiphilium	0.971498	0.942929	0.166256	0.155930	944	0.969096	0.927665	0.143361	0.140341	773	1.000000	0.898848	0.066962	0.062002	20769
GCA_010672525.1	GCA_010692555.1	0.905025	mid_high	s__Okeania sp010672525	s__Okeania sp010692555	g__Okeania	g__Okeania	0.971966	0.946370	0.192679	0.167699	379	0.969941	0.944816	0.234366	0.216744	3609	1.000000	0.912385	0.098797	0.088502	53297
GCF_014132355.1	GCA_010672585.1	0.910434	mid_high	s__Okeania sp014132355	s__Okeania sp010672585	g__Okeania	g__Okeania	0.967866	0.948203	0.165602	0.219402	389	0.969860	0.947994	0.229297	0.263005	3893	1.000000	0.917025	0.098709	0.113816	58790
GCF_014132355.1	GCF_003838195.1	0.901574	mid_high	s__Okeania sp014132355	s__Okeania hirsuta	g__Okeania	g__Okeania	0.968839	0.945866	0.149851	0.208778	352	0.966026	0.941954	0.186594	0.233250	3168	1.000000	0.906831	0.072193	0.089569	42997
GCA_012269595.1	GCA_013911165.1	0.944264	mid_high	s__UBA12191 sp012269595	s__UBA12191 sp013911165	g__UBA12191	g__UBA12191	0.974989	0.953703	0.219895	0.234940	546	0.970998	0.950240	0.254914	0.267076	2088	1.000000	0.918283	0.107155	0.112032	26588
GCA_007121175.1	GCA_007130855.1	0.825423	mid_high	s__CSSed10-48 sp007121175	s__CSSed10-48 sp007130855	g__CSSed10-48	g__CSSed10-48	0.962605	0.900396	0.048147	0.035395	178	0.952059	0.886886	0.055198	0.040303	197	1.000000	0.839325	0.015039	0.011031	2999
GCF_001425325.1	GCF_001422325.1	0.865354	mid_high	s__Leifsonia_A sp001425325	s__Leifsonia_A sp001422325	g__Leifsonia_A	g__Leifsonia_A	0.961872	0.939837	0.155988	0.136357	986	0.957646	0.932198	0.178279	0.144151	1003	1.000000	0.883774	0.047878	0.038453	15655
GCA_905614375.1	GCA_018649665.1	0.848166	mid_high	s__UBA1328 sp905614375	s__UBA1328 sp018649665	g__UBA1328	g__UBA1328	0.954923	0.909640	0.082242	0.037442	113	0.948367	0.905173	0.106056	0.056310	373	1.000000	0.834128	0.015598	0.008083	1756
GCF_001270375.1	GCF_000008765.1	0.780869	mid_high	s__Clostridium_S sp001270375	s__Clostridium_S acetobutylicum	g__Clostridium_S	g__Clostridium_S	0.000000	0.280442	0.000000	0.000000	0	0.952242	0.850622	0.017984	0.017455	76	1.000000	0.769600	0.002073	0.001922	364
GCF_008828755.2	GCF_014201705.1	0.913097	mid_high	s__Borreliella turdi	s__Borreliella spielmanii	g__Borreliella	g__Borreliella	0.966346	0.959514	0.279570	0.268041	26	0.960291	0.967760	0.417445	0.420063	402	1.000000	0.920293	0.116906	0.114917	5743
GCA_017513365.1	GCA_017457425.1	0.949534	mid_high	s__UBA7488 sp017513365	s__UBA7488 sp017457425	g__UBA7488	g__UBA7488	0.982730	0.961930	0.300000	0.291560	114	0.982360	0.954895	0.301370	0.290471	506	1.000000	0.937141	0.184297	0.180242	12943
GCF_000213785.1	GCA_002878215.1	0.882618	mid_high	s__Hydrogenobaculum sp000213785	s__Hydrogenobaculum sp002878215	g__Hydrogenobaculum	g__Hydrogenobaculum	0.963942	0.923405	0.078313	0.094891	13	0.953007	0.920904	0.117276	0.119078	186	1.000000	0.863504	0.024712	0.025056	1945
GCA_013694585.1	GCA_009379865.1	0.876280	mid_high	s__Nitrosocosmicus sp013694585	s__Nitrosocosmicus sp009379865	g__Nitrosocosmicus	g__Nitrosocosmicus	0.963710	0.921643	0.094225	0.070455	31	0.962045	0.931091	0.189299	0.127880	605	1.000000	0.877511	0.043786	0.030231	5594
GCA_001602645.1	GCF_000235565.1	0.893189	mid_high	s__Methanothrix_A sp001602645	s__Methanothrix_A harundinacea_E	g__Methanothrix_A	g__Methanothrix_A	0.967556	0.938354	0.128268	0.150817	157	0.964130	0.926537	0.130357	0.145216	730	1.000000	0.894353	0.057091	0.058826	13976
GCA_002412595.1	GCF_003966975.1	0.816089	mid_high	s__Pelolinea sp002412595	s__Pelolinea submarina	g__Pelolinea	g__Pelolinea	0.958008	0.879755	0.025397	0.017907	32	0.948816	0.885150	0.050422	0.040172	233	1.000000	0.814114	0.007675	0.005566	1211
GCF_900099975.1	GCF_001766675.1	0.866153	mid_high	s__Arthrobacter_G cupressi	s__Arthrobacter_G sp001766675	g__Arthrobacter_G	g__Arthrobacter_G	0.965183	0.932883	0.118282	0.115233	438	0.956928	0.922833	0.125415	0.123580	718	1.000000	0.874304	0.033162	0.033537	9633
GCF_002871995.1	GCF_000411155.1	0.869885	mid_high	s__Gleimia europaea_A	s__Gleimia europaea_B	g__Gleimia	g__Gleimia	0.968750	0.856925	0.009861	0.010699	17	0.966776	0.849847	0.016823	0.017895	68	1.000000	0.809949	0.005544	0.006152	782
GCA_902518895.1	GCA_902575375.1	0.921323	mid_high	s__AG-337-I02 sp902518895	s__AG-337-I02 sp902575375	g__AG-337-I02	g__AG-337-I02	0.982422	0.940923	0.146789	0.155340	16	0.974074	0.940175	0.186289	0.212224	250	1.000000	0.912620	0.086940	0.101832	5393
GCF_014698015.1	GCF_004136555.1	0.857784	mid_high	s__Kocuria sp014698015	s__Kocuria carniphila	g__Kocuria	g__Kocuria	0.959319	0.922761	0.091964	0.077541	222	0.956207	0.922937	0.135499	0.115023	784	1.000000	0.868832	0.030809	0.027065	7514
GCA_005880855.1	GCA_005880315.1	0.871924	mid_high	s__UBA10449 sp005880855	s__UBA10449 sp005880315	g__UBA10449	g__UBA10449	0.962221	0.932375	0.114332	0.115403	493	0.957550	0.923843	0.128656	0.127216	739	1.000000	0.874017	0.032994	0.033079	8913
GCF_000474945.1	GCF_000382285.1	0.859537	mid_high	s__Solimonas soli	s__Solimonas variicoloris	g__Solimonas	g__Solimonas	0.961358	0.920892	0.077716	0.081412	558	0.957833	0.899866	0.066517	0.067411	296	1.000000	0.859694	0.022090	0.022398	7150
GCF_000426685.1	GCF_000382285.1	0.950204	mid_high	s__Solimonas flava	s__Solimonas variicoloris	g__Solimonas	g__Solimonas	0.978044	0.965300	0.315571	0.343887	2357	0.975565	0.956469	0.299123	0.318606	1399	1.000000	0.936734	0.171829	0.187763	59938
GCA_903909015.1	GCA_903953055.1	0.833681	mid_high	s__Methylopumilus_A sp903909015	s__Methylopumilus_A sp903953055	g__Methylopumilus_A	g__Methylopumilus_A	0.964120	0.896584	0.040602	0.032887	27	0.951522	0.898467	0.067088	0.061973	191	1.000000	0.843441	0.014500	0.014385	1390
GCF_002946355.1	GCF_001183965.1	0.826492	mid_high	s__Pradoshia eiseniae	s__Pradoshia sp001183965	g__Pradoshia	g__Pradoshia	0.959906	0.897597	0.039435	0.036128	53	0.955951	0.904699	0.080683	0.072147	581	1.000000	0.850839	0.018301	0.017114	4542
GCA_903841915.1	GCA_903830285.1	0.871595	mid_high	s__CAILAF01 sp903841915	s__CAILAF01 sp903830285	g__CAILAF01	g__CAILAF01	0.962726	0.917917	0.080976	0.064591	83	0.953876	0.923830	0.149731	0.109231	697	1.000000	0.863915	0.028652	0.021971	4916
GCA_903918315.1	GCA_903900905.1	0.860086	mid_high	s__CAIXEA01 sp903918315	s__CAIXEA01 sp903900905	g__CAIXEA01	g__CAIXEA01	0.970680	0.931870	0.118487	0.107810	664	0.964579	0.916395	0.107680	0.101663	917	1.000000	0.880408	0.040679	0.037779	16318
GCA_018777385.1	GCF_015762685.1	0.944149	mid_high	s__Symbiopectobacterium endolongispinus	s__Symbiopectobacterium sp015762685	g__Symbiopectobacterium	g__Symbiopectobacterium	0.974480	0.953388	0.229450	0.220666	709	0.972843	0.948040	0.245410	0.246345	1938	1.000000	0.919130	0.110702	0.112329	32858
GCA_002718395.1	GCA_002710905.1	0.837297	mid_high	s__GCA-002718395 sp002718395	s__GCA-002718395 sp002710905	g__GCA-002718395	g__GCA-002718395	0.000000	0.883430	0.030303	0.018987	0	0.960058	0.883422	0.053292	0.034623	51	1.000000	0.813868	0.007688	0.005317	291
GCA_015661585.1	GCF_003351865.1	0.852738	mid_high	s__Methanofervidicoccus okinawensis_D	s__Methanofervidicoccus sp003351865	g__Methanofervidicoccus	g__Methanofervidicoccus	0.000000	0.924398	0.102941	0.076923	0	0.960764	0.921252	0.132167	0.107670	219	1.000000	0.869380	0.034247	0.024976	2405
GCA_011047455.1	GCA_011380505.1	0.867289	mid_high	s__HRBIN24 sp011047455	s__HRBIN24 sp011380505	g__HRBIN24	g__HRBIN24	0.964023	0.925722	0.091188	0.094519	119	0.956358	0.909855	0.084565	0.090938	286	1.000000	0.867331	0.026050	0.029347	3709
GCA_017417585.1	GCA_017525435.1	0.866645	mid_high	s__RGIG1601 sp017417585	s__RGIG1601 sp017525435	g__RGIG1601	g__RGIG1601	0.972112	0.931061	0.106901	0.113465	316	0.966590	0.916301	0.099451	0.109517	725	1.000000	0.885574	0.042836	0.047551	10253
GCF_900107035.1	GCF_001447355.1	0.955370	mid_high	s__Alicyclobacillus hesperidum	s__Alicyclobacillus tengchongensis	g__Alicyclobacillus	g__Alicyclobacillus	0.978440	0.975090	0.445487	0.455809	1377	0.977225	0.971165	0.455232	0.462954	2893	1.000000	0.945878	0.226918	0.233842	49216
GCF_001570745.1	GCF_900156755.1	0.822204	mid_high	s__Alicyclobacillus mali	s__Alicyclobacillus vulcanalis	g__Alicyclobacillus	g__Alicyclobacillus	0.959230	0.906177	0.052577	0.046924	151	0.954550	0.895726	0.060449	0.059318	339	1.000000	0.841614	0.014154	0.013294	3195
GCF_000332455.1	GCF_004769235.1	0.838596	mid_high	s__Leptospira_A vanthielii	s__Leptospira_A kanakyensis	g__Leptospira_A	g__Leptospira_A	0.960938	0.870353	0.015355	0.016227	16	0.952682	0.872011	0.031451	0.031680	299	1.000000	0.817920	0.007233	0.007422	1842
GCA_000436095.1	GCA_003150755.1	0.845251	mid_high	s__CAG-266 sp000436095	s__CAG-266 sp003150755	g__CAG-266	g__CAG-266	0.956731	0.910997	0.067638	0.049656	65	0.949963	0.910608	0.105816	0.075689	151	1.000000	0.848289	0.019525	0.013567	1268
GCA_002168105.2	GCA_004213555.1	0.862993	mid_high	s__UBA8653 sp002168105	s__UBA8653 sp002862275	g__UBA8653	g__UBA8653	0.972333	0.923163	0.084682	0.086406	157	0.962387	0.920543	0.113650	0.120506	771	1.000000	0.884422	0.041908	0.045517	7318
GCA_011772475.1	GCA_011049545.1	0.842800	mid_high	s__SOIV01 sp011772475	s__SOIV01 sp011049545	g__SOIV01	g__SOIV01	0.957292	0.895008	0.034404	0.035088	30	0.948989	0.896672	0.062449	0.060427	379	1.000000	0.826774	0.009511	0.009156	1890
GCF_900635775.1	GCF_002921145.1	0.950812	mid_high	s__Avibacterium volantium	s__Avibacterium endocarditidis	g__Avibacterium	g__Avibacterium	0.982111	0.963827	0.301639	0.327402	276	0.978836	0.961487	0.360012	0.347124	1183	1.000000	0.939837	0.198149	0.192508	20572
GCF_002921145.1	GCF_002921135.1	0.955151	mid_high	s__Avibacterium endocarditidis	s__Avibacterium gallinarum	g__Avibacterium	g__Avibacterium	0.980180	0.962386	0.304864	0.295402	257	0.980013	0.960438	0.344190	0.343083	1173	1.000000	0.939125	0.193116	0.190220	20637
GCA_012960475.1	GCA_014238415.1	0.918726	mid_high	s__GCA-2686945 sp012960475	s__GCA-2686945 sp014238415	g__GCA-2686945	g__GCA-2686945	0.965871	0.957614	0.252952	0.262327	814	0.962975	0.954733	0.293646	0.295518	2967	1.000000	0.910844	0.089099	0.090184	25920
GCF_002735645.1	GCF_900451195.1	0.921500	mid_high	s__Iodobacter sp002735645	s__Iodobacter fluviatilis	g__Iodobacter	g__Iodobacter	0.970194	0.955213	0.245868	0.231442	714	0.965611	0.951000	0.278012	0.255154	2042	1.000000	0.912907	0.099016	0.089361	24891
GCA_016195815.1	GCA_003141915.1	0.769783	mid_high	s__Fen-1038 sp016195815	s__Fen-1038 sp003141915	g__Fen-1038	g__Fen-1038	0.946429	0.838957	0.005531	0.006040	14	0.945602	0.805581	0.005501	0.005013	32	1.000000	0.723842	0.000577	0.000581	127
GCA_011362045.1	GCA_017601345.1	0.834896	mid_high	s__JAAOZP01 sp011362045	s__JAAOZP01 sp017601345	g__JAAOZP01	g__JAAOZP01	0.953947	0.895413	0.029276	0.042316	19	0.950768	0.872805	0.029171	0.035652	82	1.000000	0.809725	0.005261	0.006447	457
GCF_014654615.1	GCF_014203715.1	0.842179	mid_high	s__Streptosporangium violaceochromogenes	s__Streptosporangium saharense	g__Streptosporangium	g__Streptosporangium	0.966001	0.909785	0.071684	0.043357	341	0.957233	0.892092	0.066349	0.044414	543	1.000000	0.840755	0.016021	0.011287	7958
GCF_008330225.1	GCF_008802365.1	0.887569	mid_high	s__Oryzomonas sp008330225	s__Oryzomonas japonica	g__Oryzomonas	g__Oryzomonas	0.965286	0.938814	0.133208	0.149559	424	0.957987	0.921717	0.117447	0.124241	655	1.000000	0.879699	0.036612	0.040665	10559
GCF_015220045.1	GCF_011806565.1	0.930056	mid_high	s__Marivivens aquimaris	s__Marivivens donghaensis	g__Marivivens	g__Marivivens	0.971457	0.957045	0.232582	0.275096	1362	0.969546	0.953393	0.246804	0.327060	1564	1.000000	0.921182	0.107159	0.130366	35651
GCF_000196455.1	GCF_900168025.1	0.962032	mid_high	s__Acetoanaerobium sticklandii	s__Acetoanaerobium noterae	g__Acetoanaerobium	g__Acetoanaerobium	0.983051	0.968218	0.375796	0.348083	118	0.982122	0.965636	0.410281	0.381078	1301	1.000000	0.946444	0.227650	0.242117	33071
GCA_002715375.1	GCA_002474345.1	0.826876	mid_high	s__UBA7317 sp002715375	s__UBA7317 sp002474345	g__UBA7317	g__UBA7317	0.000000	0.851922	0.011719	0.006536	0	0.949797	0.889375	0.060635	0.041967	256	1.000000	0.831586	0.012771	0.008685	1705
GCA_005222975.1	GCA_019057795.1	0.931240	mid_high	s__SOKP01 sp005222975	s__SOKP01 sp019057795	g__SOKP01	g__SOKP01	0.976293	0.953715	0.259701	0.199085	174	0.972638	0.948822	0.300464	0.209884	1359	1.000000	0.916326	0.124740	0.086753	21901
GCA_009844405.1	GCA_009843735.1	0.863481	mid_high	s__VYCW01 sp009844405	s__VYCW01 sp009843735	g__VYCW01	g__VYCW01	0.978878	0.918821	0.073355	0.075545	253	0.972796	0.911956	0.093818	0.091815	516	1.000000	0.887385	0.047747	0.047185	13128
GCA_015258605.1	GCF_000024225.1	0.890909	mid_high	s__Lancefieldella sp015258605	s__Lancefieldella parvula	g__Lancefieldella	g__Lancefieldella	0.970930	0.916096	0.077617	0.059972	43	0.956054	0.924864	0.152377	0.113502	327	1.000000	0.866164	0.031386	0.022455	2132
GCA_011375275.1	GCA_015485525.1	0.949328	mid_high	s__DRLW01 sp011375275	s__DRLW01 sp015485525	g__DRLW01	g__DRLW01	0.979041	0.963336	0.324337	0.295068	1406	0.976869	0.955880	0.326252	0.282973	1843	1.000000	0.932311	0.168766	0.150287	47168
GCF_000948415.1	GCF_003403095.1	0.878726	mid_high	s__Thalassospira sp000948415	s__Thalassospira indica	g__Thalassospira	g__Thalassospira	0.964346	0.938118	0.144748	0.131636	667	0.960567	0.935722	0.186627	0.166561	1577	1.000000	0.889588	0.052724	0.047826	17340
GCA_903894145.1	GCA_903915125.1	0.880423	mid_high	s__CAIOVX01 sp903894145	s__CAIOVX01 sp903915125	g__CAIOVX01	g__CAIOVX01	0.987959	0.937146	0.140283	0.127635	109	0.979374	0.934987	0.180192	0.165797	413	1.000000	0.916240	0.106661	0.100806	11327
GCA_000472185.1	GCA_017852835.1	0.920215	mid_high	s__HIMB11 sp000472185	s__HIMB11 sp003486095	g__HIMB11	g__HIMB11	0.966635	0.938817	0.125176	0.159186	266	0.963257	0.937865	0.164167	0.212582	1007	1.000000	0.892171	0.046867	0.062196	10454
GCA_017307915.1	GCA_003577305.1	0.801020	mid_high	s__SCN-69-89 sp017307915	s__SCN-69-89 sp003577305	g__SCN-69-89	g__SCN-69-89	0.956522	0.868382	0.011383	0.019295	115	0.949130	0.847166	0.010617	0.024534	83	1.000000	0.780920	0.001897	0.003576	860
GCA_900754615.1	GCA_900547815.1	0.881407	mid_high	s__Holdemanella sp900754615	s__Holdemanella sp900547815	g__Holdemanella	g__Holdemanella	0.972782	0.923026	0.084932	0.085399	31	0.964528	0.919430	0.113238	0.113892	355	1.000000	0.878824	0.038705	0.036554	4267
GCA_009773155.1	GCA_019135865.1	0.852305	mid_high	s__UBA2231 sp009773155	s__UBA2231 sp019135865	g__UBA2231	g__UBA2231	0.962993	0.918416	0.081662	0.066125	114	0.952256	0.901790	0.074296	0.066963	211	1.000000	0.845214	0.016219	0.014158	2784
GCF_900115605.1	GCF_900116255.1	0.848630	mid_high	s__Halolactibacillus halophilus	s__Halolactibacillus miurensis	g__Halolactibacillus	g__Halolactibacillus	0.969758	0.900698	0.046407	0.037440	31	0.960821	0.900623	0.076662	0.060933	294	1.000000	0.860058	0.026366	0.019552	4184
GCF_000346485.2	GCF_009725235.1	0.885111	mid_high	s__Tolypothrix_A hofmannii	s__Tolypothrix_A sp009725235	g__Tolypothrix_A	g__Tolypothrix_A	0.969562	0.933150	0.127226	0.108980	500	0.961533	0.930594	0.163487	0.144148	3574	1.000000	0.883786	0.045503	0.040647	33939
GCF_000482505.1	GCF_007990635.1	0.886233	mid_high	s__Leptotrichia trevisanii	s__Leptotrichia hongkongensis	g__Leptotrichia	g__Leptotrichia	0.966595	0.924846	0.084302	0.096667	29	0.964732	0.936228	0.153171	0.208569	628	1.000000	0.891751	0.051686	0.055545	6039
GCF_007990635.1	GCF_007990525.1	0.914557	mid_high	s__Leptotrichia hongkongensis	s__Leptotrichia hofstadii	g__Leptotrichia	g__Leptotrichia	0.982582	0.947635	0.203333	0.172316	61	0.974528	0.945030	0.246762	0.208240	743	1.000000	0.916209	0.111219	0.096573	12092
GCA_011620145.1	GCA_002862435.1	0.946426	mid_high	s__Macondimonas sp011620145	s__Macondimonas sp002862435	g__Macondimonas	g__Macondimonas	0.983659	0.958380	0.344444	0.202336	589	0.981928	0.949742	0.329966	0.200857	1078	1.000000	0.934065	0.214906	0.130819	28120
GCA_001316285.1	GCA_001316005.1	0.851009	mid_high	s__Vulcanisaeta sp001316285	s__Vulcanisaeta distributa_B	g__Vulcanisaeta	g__Vulcanisaeta	0.957933	0.904819	0.043845	0.051587	26	0.952813	0.918460	0.105565	0.115935	478	1.000000	0.853064	0.018040	0.019698	2517
GCF_012563145.1	GCF_012562965.1	0.903503	mid_high	s__GCA-012562765 sp012563145	s__GCA-012562765 sp012562965	g__GCA-012562765	g__GCA-012562765	0.000000	0.957118	0.214286	0.300000	0	0.967919	0.974937	0.493056	0.523985	142	1.000000	0.923963	0.124371	0.131599	2226
GCA_002733415.1	GCA_013214625.1	0.938364	mid_high	s__GCA-2733415 sp002733415	s__GCA-2733415 sp013214625	g__GCA-2733415	g__GCA-2733415	0.981086	0.953928	0.218391	0.240000	114	0.977656	0.948908	0.259844	0.243822	1036	1.000000	0.925075	0.133757	0.129288	23024
GCA_002747145.1	GCF_000373985.1	0.842857	mid_high	s__Desulfobacter postgatei_A	s__Desulfobacter curvatus	g__Desulfobacter	g__Desulfobacter	0.957500	0.888978	0.060533	0.013557	25	0.952070	0.890319	0.096882	0.027640	289	1.000000	0.814797	0.012966	0.003459	1259
GCF_013389365.1	GCF_000745975.1	0.856860	mid_high	s__Desulfobacter latus	s__Desulfobacter vibrioformis	g__Desulfobacter	g__Desulfobacter	0.962316	0.905322	0.048159	0.048502	68	0.954686	0.904941	0.079601	0.074092	622	1.000000	0.837280	0.012586	0.011974	3508
GCA_019116905.1	GCA_910586745.1	0.835614	mid_high	s__Mucispirillum faecigallinarum	s__Mucispirillum sp910586745	g__Mucispirillum	g__Mucispirillum	0.000000	0.899199	0.042169	0.037433	0	0.955672	0.909480	0.095060	0.079276	127	1.000000	0.833612	0.011253	0.010839	1026
GCA_011370395.1	GCF_003264935.1	0.839642	mid_high	s__Methanothermobacter_A sp011370395	s__Methanothermobacter_A tenebrarum	g__Methanothermobacter_A	g__Methanothermobacter_A	0.966912	0.917081	0.072034	0.068826	17	0.954669	0.912544	0.099424	0.089434	259	1.000000	0.847431	0.017084	0.015290	1436
GCA_011370395.1	GCA_001507955.1	0.838243	mid_high	s__Methanothermobacter_A sp011370395	s__Methanothermobacter_A sp001507955	g__Methanothermobacter_A	g__Methanothermobacter_A	0.970982	0.912611	0.059322	0.062780	14	0.957339	0.915855	0.103647	0.102584	270	1.000000	0.857195	0.021902	0.020282	1841
GCA_009694585.1	GCA_014190275.1	0.823075	mid_high	s__GCA-2737125 sp009694585	s__GCA-2737125 sp014190275	g__GCA-2737125	g__GCA-2737125	0.957746	0.894036	0.038840	0.029206	71	0.946016	0.898888	0.074883	0.056802	271	1.000000	0.824779	0.010122	0.007428	1243
GCA_012727675.1	GCA_012510855.1	0.826256	mid_high	s__DTU087 sp012727675	s__DTU087 sp012510855	g__DTU087	g__DTU087	0.967076	0.912475	0.062500	0.059072	56	0.956959	0.905204	0.080168	0.074619	401	1.000000	0.851994	0.018671	0.017666	2834
GCF_005930495.1	GCF_010682105.1	0.848119	mid_high	s__Modestobacter excelsi	s__Modestobacter muralis	g__Modestobacter	g__Modestobacter	0.964552	0.915406	0.060437	0.073691	335	0.958515	0.905932	0.070567	0.088169	433	1.000000	0.854912	0.017766	0.022007	7654
GCF_007994135.1	GCA_019112525.1	0.846231	mid_high	s__Modestobacter roseus	s__Modestobacter sp019112525	g__Modestobacter	g__Modestobacter	0.964516	0.934938	0.123868	0.125503	561	0.958768	0.931793	0.150614	0.166936	724	1.000000	0.878461	0.036116	0.038511	12714
GCA_014381945.1	GCA_002329075.1	0.890090	mid_high	s__S20-B6 sp014381945	s__S20-B6 sp002329075	g__S20-B6	g__S20-B6	0.963999	0.935038	0.116912	0.133821	421	0.959334	0.932538	0.157049	0.166667	694	1.000000	0.885033	0.042945	0.046390	9443
GCF_015355625.1	GCF_002893765.1	0.840557	mid_high	s__Tamlana_A sp015355625	s__Tamlana_A carrageenivorans	g__Tamlana_A	g__Tamlana_A	0.977242	0.921138	0.076923	0.083560	92	0.969454	0.919841	0.118654	0.111132	582	1.000000	0.890774	0.053713	0.050081	9655
GCA_016217665.1	GCA_016214375.1	0.919113	mid_high	s__JACRHF01 sp016217665	s__JACRHF01 sp016214375	g__JACRHF01	g__JACRHF01	0.977351	0.948829	0.180763	0.209213	109	0.971625	0.936558	0.160570	0.202532	496	1.000000	0.909110	0.077270	0.095329	10979
GCA_003676145.1	GCA_001709035.1	0.891928	mid_high	s__Thiodiazotropha endolucinida	s__Thiodiazotropha endoloripes_B	g__Thiodiazotropha	g__Thiodiazotropha	0.964124	0.930594	0.105917	0.111146	358	0.958327	0.927965	0.146669	0.139414	1550	1.000000	0.874824	0.034724	0.032766	12873
GCA_900553025.1	GCA_000758905.1	0.831454	mid_high	s__S5-A14a sp900553025	s__S5-A14a sp000758905	g__S5-A14a	g__S5-A14a	0.965625	0.897269	0.039761	0.035088	20	0.954643	0.898836	0.071429	0.059380	138	1.000000	0.837792	0.014204	0.010885	1098
GCA_019058015.1	GCA_019058135.1	0.933759	mid_high	s__6H3-1 sp019058015	s__6H3-1 sp019058135	g__6H3-1	g__6H3-1	0.982955	0.950613	0.200405	0.211538	99	0.978052	0.947310	0.229220	0.253549	1161	1.000000	0.925211	0.127527	0.137164	24302
