query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
NZ_JXCB02000001.1	NZ_AP018268.1	92.1501	93.9163	0.6571	0.6853	0.06964	91	0.9741	82	1.781	0.5631	92.9911	95.9717	0.9562	5.48	AlfI:94.16,AloI:93.20,BcgI:94.09,FalI:93.64	4019	91	6586	219	34.86813186813187	ok	92.1501	gamma
NZ_AP011952.1	NC_000916.1	97.3043	98.4425	0.7223	0.7194	0.08026	10	0.9893	9	0.312	0.9018	97.3747	98.9239	0.5216	1.75	AlfI:98.56,AloI:98.07,BcgI:98.59,FalI:98.45	873	10	1005	425	84	ok	97.3043	gamma
NZ_AP011952.1	NZ_QKOF01000002.1	90.0936	92.6409	0.7941	0.7914	0.19367	10	0.9800	9	1.781	0.4700	91.7590	95.4225	1.2485	2.17	AlfI:92.81,AloI:92.51,BcgI:92.05,FalI:93.30	469	10	1115	207	45.1	ok	90.0936	gamma
NZ_JXTG01000001.1	NZ_PEDM01000010.1	90.1577	92.5193	0.6622	0.7177	0.12537	49	0.9793	21	1.968	0.4547	91.7255	95.2917	1.1651	5.51	AlfI:92.76,AloI:92.75,BcgI:92.04,FalI:93.20	1239	49	2628	152	21.244897959183675	ok	90.1577	gamma
NZ_JXTG01000001.1	NZ_JACHES010000001.1	88.0638	89.2464	0.6643	0.6948	0.16702	28	0.9863	8	6.784	0.2556	88.9814	91.9382	2.6866	17.75	AlfI:88.34,AloI:88.50,BcgI:88.50,FalI:91.02	749	28	2583	99	21.535714285714285	ok	88.0638	gamma
NZ_JXZC01000001.1	NZ_VTUY01000001.1	89.5025	90.7412	0.7554	0.6595	0.12505	35	0.9863	16	4.741	0.3567	90.3059	92.9726	0.3495	0.26	AlfI:90.73,AloI:90.48,BcgI:90.70,FalI:90.83	1709	35	3656	177	33.885714285714286	ok	89.5025	gamma
NZ_JTDV01000001.1	NZ_JTDW01000001.1	87.0150	88.2185	0.2343	0.2242	0.31001	19	0.9515	8	7.948	0.2161	87.9461	91.0434	2.4490	0.90	AlfI:87.72,AloI:90.17,BcgI:87.93,FalI:88.52	356	19	899	28	9.263157894736842	INCONSISTENT	87.0150	gamma
NZ_CP009505.1	DUKH01000068.1	94.2978	95.0343	0.5530	0.6108	0.08624	147	0.9258	146	2.591	0.6520	94.4317	95.9821	0.8239	5.46	AlfI:94.90,AloI:95.10,BcgI:95.44,FalI:94.62	2389	147	3275	52	13.387755102040817	ok	94.2978	gamma
NZ_CP009505.1	JAENYU010000015.1	90.0596	91.1226	0.5263	0.5554	0.13326	60	0.9415	59	5.089	0.3705	90.7346	92.9269	1.5547	5.93	AlfI:91.92,AloI:91.34,BcgI:91.33,FalI:90.37	1385	60	2954	77	16.833333333333332	ok	90.0596	gamma
NZ_CP009518.1	NZ_CAAGSW010000001.1	83.8354	87.6509	0.6775	0.6282	0.20665	20	0.9517	19	3.454	0.1937	87.1990	92.0924	1.0731	1.36	AlfI:88.13,AloI:88.01,BcgI:87.77,FalI:87.06	479	20	2281	82	19.7	BELOW_DETECTION	83.8354	gamma
NZ_LAYY01000001.1	NZ_LIGG01000001.1	94.0982	94.6228	0.7385	0.7770	0.06904	72	0.9939	19	3.930	0.6190	94.1193	95.5540	0.4766	1.59	AlfI:94.71,AloI:94.99,BcgI:94.56,FalI:94.51	3582	72	5554	285	44.138888888888886	ok	94.0982	gamma
NZ_LBBT01000001.1	NZ_CM017267.1	96.1177	96.7760	0.6550	0.6674	0.09640	98	0.9954	4	1.392	0.7928	96.0662	97.3604	1.3556	3.55	AlfI:96.20,AloI:97.29,BcgI:95.94,FalI:96.85	1390	98	1655	36	9.928571428571429	ok	96.1177	gamma
NZ_LBBT01000001.1	NZ_JADPFO010000010.1	89.3001	90.5572	0.1895	0.2186	0.34790	11	1.0000	0	4.604	0.3618	90.1120	92.9559	4.1757	2.49	AlfI:88.52,AloI:91.57,BcgI:87.39,FalI:90.88	286	11	499	20	7.909090909090909	ok	89.3001	gamma
NZ_JNBQ01000001.1	NZ_CP052757.1	93.0530	94.4658	0.8625	0.8678	0.05901	88	0.9952	19	1.833	0.5920	93.6548	96.1781	2.4370	22.82	AlfI:94.01,AloI:94.92,BcgI:94.42,FalI:96.44	4210	88	7766	346	46.23863636363637	ok	93.0530	gamma
NZ_LAQL01000001.1	NZ_MTSZ01000001.1	83.5695	88.5806	0.6948	0.7030	0.14481	25	0.9936	5	2.374	0.2315	87.9749	93.3855	0.9849	2.11	AlfI:89.16,AloI:88.85,BcgI:88.56,FalI:88.18	923	25	3967	132	32.28	INCONSISTENT	88.5806	uniform_fallback
NZ_CP011968.1	NZ_AVHW01000001.1	93.3357	93.4975	0.6168	0.5510	0.14390	60	0.9352	59	11.233	0.5568	93.3346	93.9658	3.7902	8.04	AlfI:92.06,AloI:94.44,BcgI:90.65,FalI:93.69	1096	60	1680	74	15.2	ok	93.3357	gamma
NZ_CVTY01000001.1	NZ_BGZJ01000001.1	94.1362	95.2604	0.9002	0.8898	0.08138	19	0.9939	13	1.729	0.6645	94.4275	96.5054	1.4826	8.08	AlfI:95.88,AloI:94.39,BcgI:95.35,FalI:95.04	2191	19	3483	526	112	ok	94.1362	gamma
NZ_KQ236743.1	NZ_JABFCH010000099.1	90.8775	92.4083	0.8140	0.7907	0.09601	53	0.9743	47	2.863	0.4481	91.8230	94.5029	0.4213	0.68	AlfI:92.58,AloI:92.16,BcgI:92.31,FalI:92.48	1984	53	4518	170	34.64150943396226	ok	90.8775	gamma
NZ_LFYS01000001.1	NZ_CP007520.1	92.3913	94.0077	0.4057	0.5274	0.37086	9	1.0000	0	1.781	0.5905	93.0278	95.9720	3.1183	1.19	AlfI:95.31,AloI:94.80,BcgI:92.19,FalI:94.06	186	9	244	14	6.888888888888889	ok	92.3913	gamma
NZ_LILB01000012.1	NZ_PHTX01000001.1	87.0244	89.1418	0.3152	0.3203	0.22855	20	0.9552	15	4.219	0.2640	88.7186	92.4515	0.8004	0.84	AlfI:88.89,AloI:89.04,BcgI:88.73,FalI:89.53	658	20	1431	74	17	INCONSISTENT	87.0244	gamma
NZ_LBIO01000001.1	NZ_LBIP01000001.1	89.0309	91.9688	0.7468	0.7520	0.12818	37	0.9864	14	1.833	0.4293	91.1172	95.0843	0.6085	1.11	AlfI:92.16,AloI:91.55,BcgI:91.72,FalI:92.15	1217	37	2871	117	28.45945945945946	ok	89.0309	gamma
NZ_LGRO01000003.1	NZ_FWWY01000002.1	88.2463	90.3137	0.6555	0.6646	0.14991	9	0.9905	7	3.601	0.3093	89.8321	93.2575	0.3675	0.16	AlfI:90.46,AloI:90.10,BcgI:90.27,FalI:90.35	834	9	2670	248	82.22222222222223	ok	88.2463	gamma
NZ_CP012036.1	NZ_JACJSD010000001.1	94.0376	94.7860	0.4288	0.4000	0.09946	137	0.9077	136	2.781	0.6294	94.1656	95.8870	0.5844	0.43	AlfI:94.78,AloI:95.31,BcgI:94.78,FalI:94.72	2429	137	2560	39	10.766423357664234	ok	94.0376	gamma
NZ_LGKP01000025.1	NZ_JAFBCZ010000001.1	93.7356	94.3735	0.8489	0.8690	0.05174	101	0.9879	65	3.601	0.5869	93.8910	95.4292	0.1122	0.14	AlfI:94.36,AloI:94.37,BcgI:94.36,FalI:94.47	5553	101	9940	341	53.603960396039604	ok	93.7356	gamma
NZ_CZAY01000001.1	NZ_DS264419.1	90.5273	95.1235	0.4600	0.5468	0.11894	57	0.9753	24	0.588	0.6592	93.5489	97.5489	0.8962	2.72	AlfI:95.68,AloI:95.29,BcgI:94.78,FalI:95.02	1169	57	1866	50	17.596491228070175	ok	90.5273	gamma
NZ_LMMO01000001.1	NZ_JXQZ01000001.1	88.1337	89.7468	0.5073	0.5003	0.13799	57	0.9395	50	5.089	0.2642	89.4041	92.5999	5.2263	22.49	AlfI:89.63,AloI:88.09,BcgI:89.54,FalI:93.32	1102	57	3403	74	14.614035087719298	ok	88.1337	gamma
NZ_LMOB01000001.1	NZ_FXWJ01000006.1	89.0740	91.0086	0.9001	0.8920	0.08184	20	0.9929	17	3.355	0.3403	90.5119	93.7736	3.9850	40.45	AlfI:90.55,AloI:89.99,BcgI:91.00,FalI:93.98	2524	20	7822	348	120.7	ok	89.0740	gamma
NZ_LMEC01000001.1	NZ_LMDJ01000001.1	91.4389	92.7498	0.8743	0.9020	0.05329	57	0.9925	42	3.074	0.4609	92.1846	94.7335	0.8343	6.90	AlfI:92.83,AloI:92.84,BcgI:92.54,FalI:93.37	5946	57	13366	435	98.52631578947368	ok	91.4389	gamma
NZ_LN831025.1	NZ_AINS01000187.1	86.0926	91.1792	0.4850	0.4637	0.23168	33	0.9086	32	1.336	0.3955	90.1881	95.1562	2.7097	2.41	AlfI:91.17,AloI:88.76,BcgI:89.60,FalI:91.47	470	33	1044	32	10.636363636363637	ok	86.0926	gamma
NZ_LNSG01000001.1	NZ_JABWGQ010000042.1	85.3104	90.0999	0.3254	0.4222	0.13258	75	0.9322	58	1.968	0.2846	89.4332	94.3819	3.2186	9.87	AlfI:91.27,AloI:90.26,BcgI:89.92,FalI:88.05	1231	75	3537	51	11.626666666666667	ok	85.3104	gamma
NZ_LOPW02000001.1	NC_013967.1	93.5583	95.0559	0.7814	0.7523	0.07676	29	0.9919	19	1.476	0.6432	94.0864	96.6763	0.6400	1.85	AlfI:95.28,AloI:95.18,BcgI:94.94,FalI:95.58	2494	29	4169	322	81	ok	93.5583	gamma
NZ_LOPU01000001.1	NZ_QQRR01000001.1	83.9731	88.7082	0.7400	0.7697	0.13255	17	0.9965	3	2.548	0.2211	88.1287	93.6483	0.8906	0.70	AlfI:88.59,AloI:89.04,BcgI:88.66,FalI:88.15	1007	17	4618	240	51.529411764705884	INCONSISTENT	88.7082	uniform_fallback
NZ_CP012200.1	NZ_KE387145.1	88.3699	90.8233	0.3483	0.3336	0.25998	27	0.9061	26	2.623	0.3667	90.2105	93.5924	3.0015	2.87	AlfI:92.27,AloI:89.27,BcgI:90.84,FalI:90.80	487	27	851	41	10.296296296296296	ok	88.3699	gamma
NZ_LN831302.1	NZ_BCMZ01000001.1	90.2425	92.3477	0.7382	0.8210	0.10915	22	0.9868	18	2.305	0.4342	91.6221	95.0606	1.2094	2.80	AlfI:91.92,AloI:92.78,BcgI:92.22,FalI:93.13	1518	22	3556	634	62.13636363636363	ok	90.2425	gamma
NZ_CP014162.1	NZ_NBTM02000001.1	92.0535	94.9563	0.9504	0.9507	0.13337	5	0.9950	4	0.892	0.6470	93.5914	97.1306	2.6694	5.48	AlfI:94.73,AloI:92.74,BcgI:95.41,FalI:94.92	825	5	1502	370	159	ok	92.0535	gamma
NZ_AP017308.1	NZ_BBWW01000001.1	86.8726	89.6924	0.0809	0.0849	0.30072	19	0.8994	18	3.165	0.2752	89.1820	93.2491	0.3690	0.06	AlfI:89.41,AloI:89.66,BcgI:89.78,FalI:89.61	763	19	742	27	9.473684210526315	INCONSISTENT	86.8726	gamma
NZ_BCQV01000001.1	NZ_BCRP01000001.1	92.9572	94.1035	0.7041	0.7400	0.08369	81	0.9902	20	2.374	0.5667	93.4684	95.5857	0.8418	2.20	AlfI:94.20,AloI:94.53,BcgI:94.01,FalI:93.69	2230	81	4169	98	25.91358024691358	ok	92.9572	gamma
NZ_KQ960135.1	JABZKH010000100.1	92.2715	92.2715	0.0608	0.0749	0.72736	4	0.9677	1	inf	0.4663	91.8797	93.4704	2.9023	0.72	AlfI:94.59,AloI:92.18,BcgI:93.73,FalI:91.69	143	4	84	14	8.5	INCONSISTENT	92.2715	uniform
NZ_LOHX01000001.1	NZ_LKKW01000008.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	96	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_BBXC01000001.1	NZ_BBXF01000001.1	95.5364	96.3773	0.8535	0.8717	0.03722	93	0.9919	65	1.476	0.7496	95.5380	97.2520	1.2295	17.14	AlfI:96.52,AloI:95.80,BcgI:96.34,FalI:97.02	8451	93	11791	565	86.6774193548387	ok	95.5364	gamma
NZ_BBQT01000001.1	NC_008346.1	92.3044	94.4677	0.7259	0.8001	0.10773	42	0.9879	15	1.260	0.6055	93.4144	96.5365	1.3344	8.38	AlfI:93.70,AloI:94.58,BcgI:94.67,FalI:95.03	1639	42	2486	121	30.238095238095237	ok	92.3044	gamma
NZ_BCSG01000001.1	NZ_FTOO01000028.1	82.5673	87.0055	0.5176	0.4930	0.20520	27	0.9837	5	3.601	0.1529	86.6086	91.8324	2.1248	2.19	AlfI:87.43,AloI:85.31,BcgI:87.11,FalI:87.03	444	27	2594	31	12.148148148148149	BELOW_DETECTION	87.0055	uniform_fallback
NZ_LSRE01000001.1	NZ_HE997626.1	83.6291	87.4372	0.7172	0.7645	0.11659	37	0.9895	11	3.817	0.1651	87.0634	92.1321	3.5841	31.26	AlfI:88.63,AloI:86.65,BcgI:86.85,FalI:90.24	1302	37	7414	160	29.027027027027028	BELOW_DETECTION	87.4372	uniform_fallback
NZ_CP010776.1	NZ_CP047897.1	80.5151	86.8229	0.7782	0.7638	0.17766	15	0.9746	14	2.623	0.1661	86.2479	92.7046	1.7959	5.61	AlfI:87.20,AloI:87.70,BcgI:87.53,FalI:85.90	652	15	3590	229	36.8	BELOW_DETECTION	86.8229	uniform_fallback
NZ_CP011008.1	NZ_JADILK010000001.1	91.8557	92.3555	0.5658	0.5786	0.10738	68	0.9572	67	6.985	0.4557	92.0331	93.4563	0.9170	1.75	AlfI:92.45,AloI:91.65,BcgI:92.57,FalI:92.29	2052	68	3634	230	23.014705882352942	ok	91.8557	gamma
NZ_BCUV01000001.1	DXAR01000057.1	88.8206	89.9387	0.3061	0.3786	0.16153	60	0.9152	52	6.507	0.2756	89.6566	92.4363	4.2893	25.34	AlfI:89.25,AloI:90.44,BcgI:89.58,FalI:93.54	948	60	2391	28	10.35	ok	88.8206	gamma
NZ_BCWB01000001.1	NZ_KQ950180.1	86.0103	88.8824	0.5477	0.4776	0.14943	48	0.9938	4	3.707	0.2273	88.4511	92.7335	4.4652	16.50	AlfI:88.81,AloI:87.50,BcgI:88.82,FalI:91.97	928	48	3466	64	14.270833333333334	ok	86.0103	gamma
NZ_BCWB01000001.1	NZ_LIZN01000001.1	86.7640	88.4187	0.3769	0.2720	0.18632	36	0.9975	1	6.320	0.2063	88.1429	91.3536	4.1296	8.14	AlfI:88.46,AloI:86.86,BcgI:88.39,FalI:90.99	748	36	2399	49	12.083333333333334	ok	86.7640	gamma
NZ_BCWD01000001.1	NZ_RHOA01000001.1	87.7991	91.0196	0.7277	0.7441	0.16243	40	0.9855	9	2.086	0.3620	90.3098	94.5611	1.7063	7.92	AlfI:90.55,AloI:91.55,BcgI:90.23,FalI:91.94	716	40	2078	56	16.275	ok	87.7991	gamma
NZ_LRPB01000001.1	NZ_LQZQ01000001.1	93.3428	94.4942	0.8533	0.8546	0.08886	44	0.9866	26	2.086	0.6145	93.7116	95.9282	0.8303	1.48	AlfI:94.47,AloI:93.73,BcgI:94.56,FalI:94.56	2066	44	3592	166	44.47727272727273	ok	93.3428	gamma
NZ_LUHJ01000001.1	NC_019684.1	91.4355	91.4355	0.0719	0.0617	0.39637	13	0.9709	3	inf	0.3880	91.1474	92.8558	3.3508	1.91	AlfI:90.67,AloI:94.02,BcgI:91.79,FalI:91.08	576	13	311	17	8.692307692307692	INCONSISTENT	91.4355	uniform
NZ_CP014991.1	NZ_NXLL01000010.1	91.8669	91.8669	0.5851	0.5448	0.16567	50	0.9262	49	inf	0.4184	91.8063	92.1843	5.1990	2.39	AlfI:92.21,AloI:87.01,BcgI:91.44,FalI:91.89	813	50	1612	40	13.3	ok	91.8669	uniform
NZ_BDCO01000001.1	JAFKMU010000010.1	89.5904	91.0460	0.6257	0.5947	0.09231	70	0.9656	67	4.166	0.3468	90.6174	93.3936	1.1887	2.92	AlfI:90.82,AloI:90.25,BcgI:91.13,FalI:91.43	2084	70	6083	150	27.9	ok	89.5904	gamma
NZ_LSZA01000001.1	NZ_ML776472.1	86.7061	90.7313	0.1777	0.1972	0.26390	17	0.9915	1	1.968	0.3327	89.9329	94.7372	2.2643	3.64	AlfI:89.68,AloI:89.15,BcgI:91.41,FalI:89.85	565	17	818	20	7.882352941176471	INCONSISTENT	86.7061	gamma
NZ_CP011486.1	NZ_LT635477.1	90.1745	92.1052	0.9437	0.9382	0.18431	8	0.9867	7	2.516	0.4407	91.3623	94.7287	2.9441	2.64	AlfI:92.76,AloI:89.81,BcgI:91.60,FalI:92.11	581	8	1337	346	66	ok	90.1745	gamma
NZ_LXFF01000001.1	JAGHEJ010000104.1	90.1071	90.1071	0.1190	0.1169	0.73719	3	1.0000	0	inf	0.3441	89.5472	92.9965	5.0980	3.87	AloI:94.53,BcgI:92.69,FalI:89.43	108	3	121	7	6	INCONSISTENT	90.1071	uniform
NZ_LZEX01000001.1	NZ_NRQY01000002.1	86.2520	87.9124	0.3485	0.3854	0.23592	23	0.9738	7	6.784	0.1879	87.6797	90.8936	2.7306	4.60	AlfI:87.09,AloI:89.82,BcgI:88.26,FalI:87.42	446	23	1638	37	12.304347826086957	BELOW_DETECTION	86.2520	gamma
NZ_LWDV01000001.1	NZ_PVNB01000001.1	88.6747	90.5291	0.3774	0.3185	0.24944	24	0.9394	18	3.454	0.3589	89.9690	93.1669	2.2811	2.67	AlfI:92.27,AloI:89.99,BcgI:90.45,FalI:90.29	576	24	974	27	12.625	ok	88.6747	gamma
NZ_MBFG01000001.1	NZ_CAVG010000001.1	96.2398	96.5922	0.5958	0.6091	0.13205	55	0.9429	34	2.516	0.7740	96.2347	96.9113	1.1400	1.30	AlfI:95.83,AloI:96.97,BcgI:96.53,FalI:96.74	769	55	866	37	11.2	ok	96.2398	gamma
NZ_CP016757.1	NZ_KK073872.1	85.8662	88.3864	0.5708	0.5995	0.16445	38	0.9444	37	4.472	0.2117	88.0043	91.6310	2.7838	11.22	AlfI:88.58,AloI:86.27,BcgI:89.06,FalI:86.73	948	38	3097	121	17.55263157894737	ok	85.8662	gamma
NZ_LYDR01000001.1	NZ_CP036299.1	92.8661	93.6776	0.8269	0.8715	0.06102	99	0.9872	53	3.601	0.5344	93.1640	95.0074	0.9583	6.17	AlfI:94.01,AloI:93.59,BcgI:93.70,FalI:93.05	4470	99	8462	478	42.23232323232323	ok	92.8661	gamma
NZ_MIKA01000001.1	NZ_JAFREN010000001.1	87.0533	91.0044	0.1487	0.1450	0.38131	15	0.9505	5	1.729	0.3699	90.2477	94.5407	2.7522	1.36	AlfI:88.67,AloI:91.02,BcgI:91.42,FalI:91.30	352	15	384	16	7.4	INCONSISTENT	87.0533	gamma
NZ_CP017260.1	JABHDE010000064.1	89.8701	89.8701	0.1177	0.1610	0.43880	13	0.8776	12	inf	0.3031	89.6942	91.3019	3.3598	1.68	AlfI:88.89,AloI:87.43,BcgI:89.41,FalI:90.79	233	13	337	14	7.615384615384615	INCONSISTENT	89.8701	uniform
NZ_BDGT01000001.1	NZ_MCIF01000001.1	88.9810	90.6662	0.8541	0.8070	0.08474	91	0.9958	9	4.046	0.3199	90.2343	93.3438	0.3369	0.54	AlfI:90.67,AloI:90.82,BcgI:90.60,FalI:90.94	2412	91	7676	104	24.36263736263736	ok	88.9810	gamma
NZ_BDGT01000001.1	NZ_BKZV01000001.1	88.2490	92.7070	0.8758	0.8742	0.07057	100	0.9942	17	1.174	0.4570	91.6673	96.1653	0.3302	0.38	AlfI:92.68,AloI:92.58,BcgI:92.69,FalI:92.91	3187	100	7963	149	29.91	ok	88.2490	gamma
NZ_LZQD01000001.1	NZ_JACJST010000001.1	92.8784	94.3439	0.4822	0.4706	0.12920	62	0.9433	51	1.781	0.6003	93.5142	95.9437	0.6738	1.23	AlfI:94.77,AloI:94.36,BcgI:94.36,FalI:94.10	1527	62	1755	52	14.67741935483871	ok	92.8784	gamma
NZ_CP016312.1	NZ_LHCI01000001.1	86.4784	89.3596	0.2354	0.2518	0.35158	17	0.8904	16	3.165	0.2786	88.7955	92.8823	1.8226	1.29	AlfI:90.20,AloI:88.38,BcgI:90.01,FalI:88.84	348	17	589	16	8.647058823529411	INCONSISTENT	86.4784	gamma
NZ_MAOC01000001.1	NZ_VHIV01000001.1	90.1297	91.9766	0.7449	0.7398	0.10829	44	0.9967	5	2.623	0.4344	91.3124	94.4483	0.6081	1.88	AlfI:92.04,AloI:91.82,BcgI:91.58,FalI:92.19	2817	44	3981	124	34.84090909090909	ok	90.1297	gamma
NZ_CP018022.1	NZ_CP013197.1	99.9999	99.9999	0.0041	0.0030	7.62492	1	1.0000	0	inf	1.0000	99.9999	99.9999	0.0000	0.00	BcgI:100.00,FalI:100.00	31	1	6	6	6	INCONSISTENT	99.9999	uniform
NZ_MPIN01000030.1	NZ_ANAH02000076.1	94.5520	95.6071	0.7523	0.7933	0.03685	213	0.9814	175	1.631	0.6889	94.7352	96.8284	1.3360	54.97	AlfI:95.91,AloI:95.20,BcgI:95.27,FalI:96.54	10823	213	15335	323	44.413145539906104	ok	94.5520	gamma
NZ_CP013243.1	NZ_CP011663.1	93.3643	95.3488	0.8316	0.8751	0.10858	16	0.9881	15	1.014	0.6909	94.0889	97.0125	1.6167	1.98	AlfI:95.31,AloI:95.74,BcgI:94.13,FalI:95.38	1492	16	2154	297	78.8125	ok	93.3643	gamma
NZ_CP017921.1	NZ_QBKB01000001.1	92.4828	93.5202	0.8300	0.8575	0.13617	12	0.9878	11	2.985	0.5360	92.8913	95.1481	1.1943	2.19	AlfI:93.63,AloI:94.39,BcgI:93.20,FalI:93.49	959	12	1842	391	75.33333333333333	ok	92.4828	gamma
NZ_JXUP01000001.1	NZ_POZK01000001.1	94.3871	95.2124	0.8417	0.8506	0.10525	33	0.9840	21	2.148	0.6713	94.5285	96.2708	0.9684	5.54	AlfI:94.89,AloI:95.14,BcgI:94.63,FalI:95.60	1374	33	2137	131	40.09090909090909	ok	94.3871	gamma
NZ_LKKW01000008.1	NZ_WOEI01000010.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	100	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_MRCE01000001.1	NZ_JADEWG010000100.1	90.0179	91.8227	0.1638	0.1583	0.19573	52	0.9509	19	2.863	0.4124	91.2337	94.1311	1.5915	3.95	AlfI:91.77,AloI:92.28,BcgI:92.44,FalI:90.85	1358	52	1216	29	8.076923076923077	INCONSISTENT	90.0179	gamma
NZ_CP018744.1	NZ_FMTE01000048.1	92.6909	92.6909	0.8132	0.7907	0.21578	4	0.9952	2	inf	0.4961	92.8076	92.4714	3.0247	5.76	AlfI:92.74,AloI:90.49,BcgI:90.11,FalI:93.13	472	4	843	205	104.5	ok	92.6909	uniform
NZ_MLBG01000001.1	ALAO01000001.1	89.7627	91.0557	0.1238	0.1405	0.23339	29	0.9840	3	4.604	0.3491	90.6171	93.4224	1.9744	3.56	AlfI:92.00,AloI:92.21,BcgI:90.59,FalI:90.23	847	29	952	14	7.344827586206897	INCONSISTENT	89.7627	gamma
NZ_CP015780.1	NZ_CP044535.1	92.3981	92.3981	0.7465	0.8810	0.22431	5	0.9950	2	inf	0.4773	92.2353	93.1500	5.7822	8.88	AlfI:90.52,AloI:94.14,BcgI:88.35,FalI:92.85	424	5	847	366	80.2	ok	92.3981	uniform
NZ_CP015780.1	NZ_JACHFB010000001.1	94.6948	94.6948	0.7384	0.7546	0.17706	7	0.9946	3	inf	0.6414	94.5622	95.0271	3.7673	10.22	AlfI:92.18,AloI:95.95,BcgI:92.22,FalI:95.11	743	7	847	255	79.85714285714286	ok	94.6948	uniform
NZ_BDJL01000001.1	NC_007503.1	93.0650	93.7275	0.8026	0.8066	0.12825	36	0.9948	5	4.046	0.5599	93.2066	94.9318	0.6740	0.69	AlfI:94.02,AloI:93.35,BcgI:93.53,FalI:93.79	1173	36	2005	124	27.666666666666668	ok	93.0650	gamma
NZ_BDJL01000001.1	NZ_BDJK01000001.1	86.4330	89.4493	0.2461	0.2379	0.35557	11	0.9910	1	2.948	0.2890	88.8236	93.3912	0.3326	0.03	AlfI:89.73,AloI:89.49,BcgI:89.40,FalI:89.40	305	11	573	22	11	ok	86.4330	gamma
NZ_MTQL01000001.1	NZ_FUZP01000004.1	93.9427	94.7653	0.8751	0.9459	0.05930	26	0.9944	22	2.623	0.6164	94.1388	95.9772	1.5818	12.40	AlfI:94.89,AloI:94.56,BcgI:94.65,FalI:96.14	4033	26	6990	690	152.15384615384616	ok	93.9427	gamma
NZ_CP019633.1	NZ_CP021023.1	85.8343	88.0230	0.3987	0.3651	0.23095	37	0.8850	36	5.239	0.2015	87.6748	91.4443	2.2279	1.49	AlfI:88.19,AloI:86.00,BcgI:88.23,FalI:88.01	625	37	1684	49	8.486486486486486	INCONSISTENT	85.8343	gamma
NZ_CP019645.1	NZ_FZMS01000111.1	95.7876	96.6880	0.7385	0.7952	0.08318	77	0.9521	76	1.189	0.7827	95.7622	97.5053	0.4049	0.19	AlfI:96.76,AloI:97.03,BcgI:96.63,FalI:96.66	1750	77	2237	125	20.636363636363637	ok	95.7876	gamma
NZ_CP019509.1	NZ_QJKI01000001.1	91.7576	92.5829	0.1142	0.1223	0.20905	50	0.8665	49	4.604	0.4464	92.2320	93.9766	1.8413	5.74	AlfI:93.33,AloI:93.05,BcgI:91.49,FalI:93.26	997	50	874	40	7.36	INCONSISTENT	91.7576	gamma
NZ_MUHX01000094.1	NZ_ADFP01000140.1	94.3905	95.3734	0.7194	0.7364	0.07692	119	0.9690	68	1.856	0.6701	94.6230	96.4618	1.1228	8.55	AlfI:95.62,AloI:94.50,BcgI:95.55,FalI:94.55	2409	119	3678	85	18.84873949579832	ok	94.3905	gamma
NZ_CP023401.1	NZ_LSGQ01000001.1	92.2801	93.7447	0.8700	0.8376	0.10288	31	0.9812	30	2.086	0.5608	92.9455	95.5538	0.6768	1.19	AlfI:94.11,AloI:93.43,BcgI:93.60,FalI:93.74	1692	31	3195	329	51.41935483870968	ok	92.2801	gamma
NZ_CP054587.1	NZ_BBJN01000071.1	86.8032	89.9885	0.4693	0.5049	0.16308	38	0.9404	37	2.701	0.2881	89.4275	93.7932	2.7492	5.60	AlfI:89.66,AloI:90.49,BcgI:89.64,FalI:92.39	892	38	2441	43	16.36842105263158	ok	86.8032	gamma
NZ_NAAD01000001.1	NZ_PPFX01000010.1	95.3692	95.8398	0.8368	0.8226	0.05559	100	0.9857	56	2.948	0.7067	95.3204	96.4984	0.6810	4.83	AlfI:96.12,AloI:95.47,BcgI:95.81,FalI:95.43	4596	100	6006	212	39.59	ok	95.3692	gamma
NZ_NCVJ01000021.1	NZ_KQ970235.1	87.2795	90.2677	0.6883	0.7090	0.19673	24	0.9634	17	2.516	0.3321	89.6092	93.8327	1.0537	1.05	AlfI:90.33,AloI:90.64,BcgI:89.59,FalI:90.44	601	24	1636	90	19.625	ok	87.2795	gamma
NZ_MSQD01000001.1	NZ_CP047602.1	93.2336	93.6262	0.8235	0.8093	0.12510	29	0.9963	4	6.138	0.5511	93.3255	94.3851	1.5691	5.86	AlfI:94.41,AloI:93.65,BcgI:92.84,FalI:93.69	1185	29	2093	183	38.03448275862069	ok	93.2336	gamma
NZ_NESS01000001.1	NZ_LJIZ01000030.1	92.7897	93.4864	0.7031	0.6732	0.11454	47	0.9839	21	4.097	0.5427	92.9740	94.7886	0.8295	2.48	AlfI:93.80,AloI:93.32,BcgI:92.97,FalI:93.68	1530	47	2650	122	28.319148936170212	ok	92.7897	gamma
