query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	pairid
F_JS_NJ_1_M1_ctg	FJSNT53M9_ctg	99.2053	99.449	0.8449	0.8676	0.02105	98.922	57	0.993	28	0.166	0.9665	99.114	99.5419	0.1146	0.82	AlfI:99.43,AloI:99.45,BcgI:99.44,FalI:99.55	4044	57	4243	294	70.29824561403508	ok	99.2053	gamma	99.204	F_JS_NJ_1_M1_ctg__FJSNT53M9_ctg
F_JS_NJ_1_M1_ctg	FJSNT54M6_ctg	99.2144	99.46	0.8471	0.8536	0.02082	98.9023	57	0.993	28	0.161	0.9672	99.1193	99.5541	0.123	0.9	AlfI:99.44,AloI:99.47,BcgI:99.45,FalI:99.56	4064	57	4251	305	70.35087719298245	ok	99.2144	gamma	99.209	F_JS_NJ_1_M1_ctg__FJSNT54M6_ctg
F_JS_NJ_1_M1_ctg	FJSNT70M6_ctg	99.1379	99.4126	0.872	0.8555	0.02149	98.8991	51	0.9948	21	0.166	0.9643	99.0597	99.5116	0.0621	0.48	AlfI:99.37,AloI:99.42,BcgI:99.43,FalI:99.41	4149	51	4358	276	80.11764705882354	ok	99.1379	gamma	99.1508	F_JS_NJ_1_M1_ctg__FJSNT70M6_ctg
F_JS_NJ_1_M1_ctg	FJSNTY49M10_ctg	99.155	99.4223	0.8498	0.8821	0.02153	98.936	56	0.9935	26	0.173	0.9649	99.045	99.528	0.0356	0.04	AlfI:99.42,AloI:99.40,BcgI:99.42,FalI:99.44	4050	56	4272	334	71.5	ok	99.155	gamma	99.1376	F_JS_NJ_1_M1_ctg__FJSNTY49M10_ctg
F_JS_NJ_1_M1_ctg	FJSWX14M1_ctg	99.1075	99.3669	0.8773	0.9042	0.02219	98.9989	59	0.9932	28	0.194	0.9615	99.0279	99.463	0.1495	1.15	AlfI:99.38,AloI:99.24,BcgI:99.39,FalI:99.32	4191	59	4413	305	70.0677966101695	ok	99.1075	gamma	99.1197	F_JS_NJ_1_M1_ctg__FJSWX14M1_ctg
F_JS_NJ_1_M1_ctg	FJSWX30M1_ctg	99.1315	99.4121	0.857	0.8727	0.0217	98.9127	54	0.9937	25	0.17	0.9642	99.0262	99.5207	0.1041	0.67	AlfI:99.40,AloI:99.50,BcgI:99.41,FalI:99.41	4057	54	4288	313	74.4074074074074	ok	99.1315	gamma	99.1194	F_JS_NJ_1_M1_ctg__FJSWX30M1_ctg
F_JS_NJ_1_M1_ctg	FJSWX38M1_ctg	99.0768	99.3354	0.8498	0.8269	0.0231	98.7173	58	0.993	28	0.221	0.9595	98.9656	99.4418	0.1186	0.68	AlfI:99.32,AloI:99.32,BcgI:99.33,FalI:99.44	4081	58	4298	478	69.1896551724138	ok	99.0768	gamma	99.061	F_JS_NJ_1_M1_ctg__FJSWX38M1_ctg
F_JS_NJ_1_M1_ctg	FJSWX9M2_ctg	99.1361	99.4283	0.8391	0.896	0.02158	98.9466	49	0.9949	20	0.152	0.9652	99.0571	99.5321	0.0977	0.77	AlfI:99.38,AloI:99.38,BcgI:99.45,FalI:99.48	4009	49	4207	386	80.63265306122449	ok	99.1361	gamma	99.1499	F_JS_NJ_1_M1_ctg__FJSWX9M2_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ10M2_ctg	99.1532	99.4229	0.8561	0.8722	0.02149	98.9248	56	0.9932	27	0.17	0.9649	99.0478	99.5281	0.1211	0.97	AlfI:99.41,AloI:99.53,BcgI:99.42,FalI:99.41	4063	56	4285	313	71.76785714285714	ok	99.1532	gamma	99.1401	F_JS_NJ_1_M1_ctg__FJSWXJ10M2_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ11M1_ctg	99.1139	99.3945	0.8737	0.8731	0.02175	98.93	55	0.9941	24	0.178	0.9632	99.0102	99.503	0.0227	0.06	AlfI:99.38,AloI:99.39,BcgI:99.40,FalI:99.39	4169	55	4398	304	74.8	ok	99.1139	gamma	99.1028	F_JS_NJ_1_M1_ctg__FJSWXJ11M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ12M2_ctg	99.0536	99.3611	0.8731	0.8766	0.0224	98.9007	56	0.9939	25	0.183	0.9611	98.9457	99.4801	0.0678	0.23	AlfI:99.36,AloI:99.30,BcgI:99.37,FalI:99.35	4146	56	4399	304	73.17857142857143	ok	99.0536	gamma	99.0408	F_JS_NJ_1_M1_ctg__FJSWXJ12M2_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ13M2_ctg	99.0896	99.3653	0.8776	0.8976	0.02225	98.9734	56	0.9939	25	0.194	0.9614	98.9852	99.4735	0.1156	0.53	AlfI:99.38,AloI:99.27,BcgI:99.37,FalI:99.39	4176	56	4415	305	73.66071428571429	ok	99.0896	gamma	99.0787	F_JS_NJ_1_M1_ctg__FJSWXJ13M2_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ17M1_ctg	99.1116	99.3937	0.8737	0.8766	0.02177	98.9374	55	0.9941	24	0.178	0.9631	99.0067	99.5031	0.0216	0.06	AlfI:99.38,AloI:99.39,BcgI:99.40,FalI:99.39	4168	55	4399	304	74.81818181818181	ok	99.1116	gamma	99.0995	F_JS_NJ_1_M1_ctg__FJSWXJ17M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ18M1_ctg	99.1971	99.404	0.8703	0.83	0.02156	98.8489	65	0.9917	34	0.214	0.9637	99.097	99.4899	0.1375	1.28	AlfI:99.40,AloI:99.44,BcgI:99.38,FalI:99.52	4177	65	4380	361	63.43076923076923	ok	99.1971	gamma	99.1864	F_JS_NJ_1_M1_ctg__FJSWXJ18M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ20M1_ctg	99.213	99.404	0.8654	0.8281	0.02159	98.8419	69	0.9907	38	0.227	0.9637	99.1155	99.4846	0.1268	1.1	AlfI:99.40,AloI:99.44,BcgI:99.38,FalI:99.51	4166	69	4363	422	59.66666666666666	ok	99.213	gamma	99.2043	F_JS_NJ_1_M1_ctg__FJSWXJ20M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ21M1_ctg	99.0686	99.4482	0.8506	0.8416	0.02111	98.8365	52	0.9944	22	0.126	0.9664	98.9809	99.5792	0.1794	1.07	AlfI:99.44,AloI:99.35,BcgI:99.45,FalI:99.53	4038	52	4268	475	76.67307692307692	ok	99.0686	gamma	99.0761	F_JS_NJ_1_M1_ctg__FJSWXJ21M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ24M1_ctg	99.0939	99.3671	0.8214	0.8358	0.02293	98.7117	58	0.9927	28	0.194	0.9615	98.9899	99.4746	0.2012	1.24	AlfI:99.37,AloI:99.28,BcgI:99.36,FalI:99.48	3929	58	4146	314	66.79310344827586	ok	99.0939	gamma	99.0861	F_JS_NJ_1_M1_ctg__FJSWXJ24M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ2M1_ctg	99.0904	99.411	0.8491	0.8502	0.02182	98.8345	57	0.9929	28	0.161	0.9642	98.9699	99.5359	0.1913	2.01	AlfI:99.36,AloI:99.40,BcgI:99.41,FalI:99.56	4029	57	4268	465	69.87719298245614	ok	99.0904	gamma	99.0655	F_JS_NJ_1_M1_ctg__FJSWXJ2M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ37M4_ctg	99.0826	99.3655	0.8758	0.8356	0.02226	98.8129	57	0.9936	26	0.188	0.9614	98.9843	99.4741	0.1088	0.48	AlfI:99.38,AloI:99.28,BcgI:99.37,FalI:99.39	4175	57	4411	305	72.3157894736842	ok	99.0826	gamma	99.0778	F_JS_NJ_1_M1_ctg__FJSWXJ37M4_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ39M4_ctg	99.0625	99.3563	0.8511	0.8466	0.02273	98.7871	61	0.9922	31	0.188	0.9608	98.9625	99.4692	0.2187	1.54	AlfI:99.36,AloI:99.26,BcgI:99.35,FalI:99.48	4079	61	4299	294	65.72131147540983	ok	99.0625	gamma	99.058	F_JS_NJ_1_M1_ctg__FJSWXJ39M4_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ3M1_ctg	99.1137	99.3926	0.8631	0.8836	0.02196	98.9399	59	0.9926	30	0.178	0.963	99.0172	99.4989	0.1164	0.89	AlfI:99.40,AloI:99.43,BcgI:99.37,FalI:99.49	4104	59	4330	450	68.79661016949153	ok	99.1137	gamma	99.1103	F_JS_NJ_1_M1_ctg__FJSWXJ3M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ41M1_ctg	99.1398	99.4256	0.8375	0.8938	0.02164	98.9381	51	0.9944	22	0.156	0.9651	99.0567	99.5287	0.0817	0.6	AlfI:99.38,AloI:99.39,BcgI:99.44,FalI:99.47	4007	51	4205	385	77.45098039215686	ok	99.1398	gamma	99.1495	F_JS_NJ_1_M1_ctg__FJSWXJ41M1_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ43M4_ctg	99.1998	99.4017	0.8725	0.8286	0.0216	98.8372	55	0.9941	24	0.221	0.9636	99.0972	99.487	0.1415	1.37	AlfI:99.39,AloI:99.44,BcgI:99.38,FalI:99.52	4178	55	4381	410	74.96363636363637	ok	99.1998	gamma	99.1866	F_JS_NJ_1_M1_ctg__FJSWXJ43M4_ctg
F_JS_NJ_1_M1_ctg	FJSWXJ5M1_ctg	99.1528	99.3878	0.8541	0.829	0.02203	98.7934	65	0.9913	35	0.206	0.9628	99.0485	99.4835	0.0886	0.38	AlfI:99.37,AloI:99.39,BcgI:99.39,FalI:99.46	4119	65	4323	385	62.47692307692308	ok	99.1528	gamma	99.1404	F_JS_NJ_1_M1_ctg__FJSWXJ5M1_ctg
F_JS_NJ_1_M1_ctg	FSCCD3M1_ctg	99.2404	99.4586	0.8471	0.8486	0.02074	98.9038	65	0.9911	36	0.17	0.9671	99.1585	99.5412	0.1663	1.87	AlfI:99.43,AloI:99.44,BcgI:99.45,FalI:99.60	4126	65	4278	310	62.87692307692308	ok	99.2404	gamma	99.2462	F_JS_NJ_1_M1_ctg__FSCCD3M1_ctg
F_JS_NJ_1_M1_ctg	FSCCD5M1_ctg	99.0384	99.3269	0.8975	0.9061	0.02276	98.9922	54	0.9949	21	0.208	0.959	98.9266	99.4428	0.1761	1.02	AlfI:99.31,AloI:99.25,BcgI:99.33,FalI:99.43	4236	54	4499	464	77.33333333333333	ok	99.0384	gamma	99.0213	F_JS_NJ_1_M1_ctg__FSCCD5M1_ctg
F_JS_NJ_1_M1_ctg	FSCDJY15M2_ctg	99.0201	99.3711	0.8638	0.8677	0.02247	98.8698	61	0.9922	31	0.166	0.9617	98.9052	99.5049	0.118	0.64	AlfI:99.34,AloI:99.37,BcgI:99.37,FalI:99.45	4063	61	4319	219	65.75409836065573	ok	99.0201	gamma	99.0025	F_JS_NJ_1_M1_ctg__FSCDJY15M2_ctg
F_JS_NJ_1_M1_ctg	FSCDJY6M1_ctg	99.0764	99.3858	0.8417	0.8821	0.02233	98.8774	56	0.9934	26	0.17	0.9626	98.9695	99.5042	0.2394	1.86	AlfI:99.40,AloI:99.27,BcgI:99.38,FalI:99.51	4024	56	4250	349	70.875	ok	99.0764	gamma	99.0653	F_JS_NJ_1_M1_ctg__FSCDJY6M1_ctg
F_JS_NJ_1_M1_ctg	FSCDJY7M2_ctg	99.0022	99.3976	0.8199	0.8526	0.02243	98.7626	62	0.9914	33	0.141	0.9634	98.9041	99.5386	0.2716	4.43	AlfI:99.34,AloI:99.40,BcgI:99.39,FalI:99.61	3917	62	4153	330	62.32258064516129	ok	99.0022	gamma	99.0035	F_JS_NJ_1_M1_ctg__FSCDJY7M2_ctg
F_JS_NJ_1_M1_ctg	FSCREG14M4-2-1_ctg	99.1052	99.3792	0.8339	0.8801	0.02254	98.8538	53	0.9944	22	0.188	0.9622	98.9968	99.4878	0.1258	0.92	AlfI:99.38,AloI:99.39,BcgI:99.36,FalI:99.49	3991	53	4208	310	74.15094339622641	ok	99.1052	gamma	99.092	F_JS_NJ_1_M1_ctg__FSCREG14M4-2-1_ctg
F_JS_NJ_1_M1_ctg	FSCREG2M3-3_ctg	99.1	99.3884	0.8305	0.8412	0.02249	98.7542	51	0.9943	22	0.178	0.9628	98.9942	99.5003	0.1436	1.03	AlfI:99.39,AloI:99.36,BcgI:99.38,FalI:99.50	3946	51	4165	306	76.37254901960785	ok	99.1	gamma	99.09	F_JS_NJ_1_M1_ctg__FSCREG2M3-3_ctg
F_JS_NJ_1_M1_ctg	FSCREG6M5-3_ctg	99.0665	99.3074	0.8397	0.8267	0.02381	98.6773	61	0.9915	33	0.251	0.9578	98.9466	99.4118	0.0648	0.11	AlfI:99.30,AloI:99.27,BcgI:99.31,FalI:99.34	3988	61	4218	227	64.47540983606558	ok	99.0665	gamma	99.0436	F_JS_NJ_1_M1_ctg__FSCREG6M5-3_ctg
F_JS_NJ_1_M1_ctg	FSCREG7M3-3_ctg	99.1086	99.3719	0.8664	0.8944	0.02235	98.9552	57	0.9933	27	0.2	0.9618	98.9952	99.4791	0.1485	1.31	AlfI:99.30,AloI:99.38,BcgI:99.39,FalI:99.45	4101	57	4330	303	71.17543859649123	ok	99.1086	gamma	99.0891	F_JS_NJ_1_M1_ctg__FSCREG7M3-3_ctg
F_JS_NJ_1_M1_ctg	FSDJN3M1_ctg	99.0123	99.3285	0.8701	0.7707	0.023	98.6051	66	0.9916	34	0.2	0.9591	98.8798	99.4587	0.2529	2.85	AlfI:99.28,AloI:99.25,BcgI:99.34,FalI:99.50	4157	66	4407	309	61.96969696969697	ok	99.0123	gamma	98.9771	F_JS_NJ_1_M1_ctg__FSDJN3M1_ctg
F_JS_NJ_1_M1_ctg	FSDJN6M3_ctg	99.4723	99.5458	0.712	0.6146	0.01958	98.3623	221	0.9499	189	0.244	0.9724	99.4907	99.5604	0.0972	0.7	AlfI:99.50,AloI:99.60,BcgI:99.56,FalI:99.54	4317	221	3938	126	17.226244343891402	ok	99.4723	gamma	99.563	F_JS_NJ_1_M1_ctg__FSDJN6M3_ctg
F_JS_NJ_1_M1_ctg	FSDLZ46M1_ctg	99.1855	99.3868	0.8626	0.8216	0.02199	98.7827	52	0.9946	22	0.221	0.9627	99.105	99.4659	0.161	2.02	AlfI:99.41,AloI:99.45,BcgI:99.35,FalI:99.51	4124	52	4328	483	78.40384615384616	ok	99.1855	gamma	99.1945	F_JS_NJ_1_M1_ctg__FSDLZ46M1_ctg
F_JS_NJ_1_M1_ctg	FSDLZ50M2_ctg	99.1827	99.4231	0.827	0.8853	0.02173	98.9102	60	0.9921	31	0.188	0.9649	99.0635	99.5237	0.1917	2.65	AlfI:99.41,AloI:99.43,BcgI:99.40,FalI:99.59	3996	60	4185	448	65.51666666666667	ok	99.1827	gamma	99.1563	F_JS_NJ_1_M1_ctg__FSDLZ50M2_ctg
F_JS_NJ_1_M1_ctg	FSDLZ51M1_ctg	99.172	99.3896	0.8152	0.8269	0.02244	98.7523	93	0.9835	64	0.208	0.9629	99.0932	99.4729	0.0708	0.29	AlfI:99.40,AloI:99.39,BcgI:99.38,FalI:99.45	3990	93	4145	202	42.11827956989247	ok	99.172	gamma	99.1852	F_JS_NJ_1_M1_ctg__FSDLZ51M1_ctg
F_JS_NJ_1_M1_ctg	FSDLZ56M1_ctg	99.2433	99.4567	0.8317	0.823	0.02094	98.8317	86	0.9856	57	0.178	0.967	99.1532	99.5402	0.0825	0.55	AlfI:99.47,AloI:99.49,BcgI:99.44,FalI:99.52	4063	86	4214	227	46.41860465116279	ok	99.2433	gamma	99.2418	F_JS_NJ_1_M1_ctg__FSDLZ56M1_ctg
F_JS_NJ_1_M1_ctg	FSDLZ59M1_ctg	99.0181	99.4203	0.811	0.8485	0.02211	98.7481	56	0.9929	27	0.133	0.9647	98.9185	99.5627	0.1261	1.01	AlfI:99.43,AloI:99.45,BcgI:99.40,FalI:99.52	3870	56	4105	308	68.19642857142857	ok	99.0181	gamma	99.0179	F_JS_NJ_1_M1_ctg__FSDLZ59M1_ctg
F_JS_NJ_1_M1_ctg	FSDLZ61M5_ctg	99.0095	99.4183	0.834	0.8114	0.02187	98.6958	56	0.9931	27	0.133	0.9646	98.9083	99.5633	0.1039	0.74	AlfI:99.43,AloI:99.45,BcgI:99.40,FalI:99.50	3965	56	4213	308	69.94642857142857	ok	99.0095	gamma	99.0067	F_JS_NJ_1_M1_ctg__FSDLZ61M5_ctg
F_JS_NJ_1_M1_ctg	FSDTA2M6_ctg	99.1578	99.4261	0.8281	0.8376	0.02173	98.7813	54	0.9936	25	0.17	0.9651	99.0484	99.5318	0.1134	0.66	AlfI:99.38,AloI:99.44,BcgI:99.43,FalI:99.50	3947	54	4168	225	72.46296296296296	ok	99.1578	gamma	99.142	F_JS_NJ_1_M1_ctg__FSDTA2M6_ctg
F_JS_NJ_1_M1_ctg	FSDTA5M1_ctg	99.0888	99.3335	0.8463	0.8471	0.02316	98.7594	57	0.9932	27	0.227	0.9594	98.9844	99.4339	0.1619	1.57	AlfI:99.27,AloI:99.43,BcgI:99.33,FalI:99.41	4055	57	4282	349	70.3157894736842	ok	99.0888	gamma	99.0793	F_JS_NJ_1_M1_ctg__FSDTA5M1_ctg
F_JS_NJ_1_M1_ctg	FSDTA7M1_ctg	99.0154	99.2637	0.8242	0.8315	0.02475	98.6083	57	0.9927	28	0.259	0.9551	98.9284	99.3621	0.129	0.67	AlfI:99.22,AloI:99.24,BcgI:99.27,FalI:99.35	3906	57	4159	318	68.0	ok	99.0154	gamma	99.0267	F_JS_NJ_1_M1_ctg__FSDTA7M1_ctg
F_JS_NJ_1_M1_ctg	FSHHK13M1_ctg	99.0059	99.4008	0.8799	0.8696	0.02182	98.9185	52	0.9953	19	0.146	0.9635	98.888	99.5473	0.0674	0.18	AlfI:99.39,AloI:99.38,BcgI:99.40,FalI:99.44	4110	52	4368	477	78.01923076923077	ok	99.0059	gamma	98.9854	F_JS_NJ_1_M1_ctg__FSHHK13M1_ctg
F_JS_NJ_1_M1_ctg	FSHHK15M2_ctg	98.8895	99.2838	0.8316	0.8695	0.02443	98.712	57	0.9932	26	0.188	0.9564	98.7693	99.4365	0.2502	2.17	AlfI:99.23,AloI:99.18,BcgI:99.30,FalI:99.43	3931	57	4207	311	67.9298245614035	ok	98.8895	gamma	98.8725	F_JS_NJ_1_M1_ctg__FSHHK15M2_ctg
F_JS_NJ_1_M1_ctg	FSHHK16M1_ctg	99.1392	99.3943	0.8447	0.8669	0.02215	98.8579	51	0.9944	22	0.194	0.9631	99.0268	99.498	0.0653	0.56	AlfI:99.44,AloI:99.38,BcgI:99.37,FalI:99.41	4024	51	4241	322	78.09803921568627	ok	99.1392	gamma	99.1205	F_JS_NJ_1_M1_ctg__FSHHK16M1_ctg
F_JS_NJ_1_M1_ctg	FSHHK17M1_ctg	99.1719	99.4346	0.8389	0.8518	0.02146	98.8492	53	0.9939	24	0.166	0.9656	99.0744	99.535	0.1972	1.87	AlfI:99.46,AloI:99.37,BcgI:99.42,FalI:99.57	3995	53	4200	462	74.54716981132076	ok	99.1719	gamma	99.1666	F_JS_NJ_1_M1_ctg__FSHHK17M1_ctg
F_JS_NJ_1_M1_ctg	FSHHK18M1_ctg	99.0189	99.3634	0.8656	0.8565	0.02252	98.829	54	0.9938	25	0.17	0.9612	98.9059	99.4949	0.1186	1.79	AlfI:99.44,AloI:99.39,BcgI:99.32,FalI:99.35	4098	54	4352	480	74.85185185185185	ok	99.0189	gamma	99.0028	F_JS_NJ_1_M1_ctg__FSHHK18M1_ctg
F_JS_NJ_1_M1_ctg	FSHHK21M1_ctg	99.2343	99.4625	0.8526	0.8027	0.02064	98.7926	61	0.9923	31	0.17	0.9673	99.1324	99.5535	0.0515	0.26	AlfI:99.48,AloI:99.48,BcgI:99.45,FalI:99.50	4108	61	4298	309	66.42622950819673	ok	99.2343	gamma	99.2211	F_JS_NJ_1_M1_ctg__FSHHK21M1_ctg
F_JS_NJ_1_M1_ctg	FSHHK22M1_ctg	99.1224	99.3866	0.8631	0.8671	0.02209	98.8854	51	0.9945	22	0.188	0.9627	99.0222	99.4898	0.1518	1.72	AlfI:99.43,AloI:99.36,BcgI:99.36,FalI:99.51	4087	51	4319	322	79.33333333333333	ok	99.1224	gamma	99.1152	F_JS_NJ_1_M1_ctg__FSHHK22M1_ctg
F_JS_NJ_1_M1_ctg	FSHHK25M1_ctg	99.1165	99.4295	0.8703	0.8915	0.02116	98.9923	49	0.9953	19	0.146	0.9653	99.0304	99.5413	0.1753	2.19	AlfI:99.42,AloI:99.44,BcgI:99.41,FalI:99.58	4162	49	4373	488	83.63265306122449	ok	99.1165	gamma	99.1226	F_JS_NJ_1_M1_ctg__FSHHK25M1_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M10_ctg	99.0095	99.3733	0.8681	0.8669	0.02228	98.8706	59	0.9928	29	0.161	0.9618	98.8943	99.5107	0.3246	4.31	AlfI:99.31,AloI:99.23,BcgI:99.40,FalI:99.56	4114	59	4378	479	68.83050847457628	ok	99.0095	gamma	98.9914	F_JS_NJ_1_M1_ctg__FXJWS23M10_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M13_ctg	99.151	99.3813	0.8542	0.881	0.02219	98.9229	67	0.991	36	0.214	0.9623	99.0419	99.4772	0.1421	1.03	AlfI:99.35,AloI:99.28,BcgI:99.41,FalI:99.42	4104	67	4308	277	60.28358208955224	ok	99.151	gamma	99.1343	F_JS_NJ_1_M1_ctg__FXJWS23M13_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M14_ctg	99.1405	99.3803	0.8565	0.8837	0.0222	98.9325	68	0.9908	37	0.208	0.9623	99.0324	99.4788	0.1436	0.98	AlfI:99.35,AloI:99.28,BcgI:99.40,FalI:99.42	4103	68	4315	277	59.44117647058823	ok	99.1405	gamma	99.125	F_JS_NJ_1_M1_ctg__FXJWS23M14_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M15_ctg	99.145	99.383	0.8566	0.8861	0.02215	98.9415	68	0.9908	37	0.208	0.9624	99.0363	99.481	0.1338	1.02	AlfI:99.35,AloI:99.28,BcgI:99.41,FalI:99.41	4103	68	4316	277	59.48529411764706	ok	99.145	gamma	99.1288	F_JS_NJ_1_M1_ctg__FXJWS23M15_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M55_ctg	99.0003	99.3764	0.8712	0.8668	0.02222	98.8784	58	0.9931	28	0.156	0.962	98.8879	99.5167	0.2677	3.44	AlfI:99.30,AloI:99.25,BcgI:99.41,FalI:99.52	4130	58	4381	372	70.12068965517241	ok	99.0003	gamma	98.9852	F_JS_NJ_1_M1_ctg__FXJWS23M55_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M56_ctg	99.1401	99.381	0.8562	0.8572	0.02219	98.8647	68	0.9908	37	0.208	0.9623	99.0289	99.4807	0.1338	1.03	AlfI:99.35,AloI:99.28,BcgI:99.41,FalI:99.41	4100	68	4316	277	59.45588235294117	ok	99.1401	gamma	99.1217	F_JS_NJ_1_M1_ctg__FXJWS23M56_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M57_ctg	98.9519	99.3169	0.871	0.8996	0.0233	98.9035	57	0.9933	27	0.183	0.9584	98.8388	99.4568	0.1984	1.59	AlfI:99.37,AloI:99.18,BcgI:99.31,FalI:99.38	4114	57	4384	302	71.0701754385965	ok	98.9519	gamma	98.9377	F_JS_NJ_1_M1_ctg__FXJWS23M57_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M58_ctg	99.0439	99.3433	0.8618	0.8869	0.02284	98.8949	59	0.9928	29	0.194	0.96	98.9388	99.4598	0.2411	2.01	AlfI:99.39,AloI:99.21,BcgI:99.33,FalI:99.45	4134	59	4353	274	68.59322033898304	ok	99.0439	gamma	99.0346	F_JS_NJ_1_M1_ctg__FXJWS23M58_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M59_ctg	99.1413	99.3815	0.8594	0.8865	0.02216	98.944	66	0.9913	35	0.208	0.9623	99.0307	99.4808	0.1338	1.02	AlfI:99.35,AloI:99.28,BcgI:99.41,FalI:99.41	4107	66	4324	277	61.333333333333336	ok	99.1413	gamma	99.1233	F_JS_NJ_1_M1_ctg__FXJWS23M59_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M60_ctg	99.1398	99.3801	0.8555	0.8818	0.02222	98.9222	64	0.9918	33	0.208	0.9623	99.0311	99.4789	0.1419	0.99	AlfI:99.35,AloI:99.28,BcgI:99.40,FalI:99.42	4112	64	4309	212	63.09375	ok	99.1398	gamma	99.1239	F_JS_NJ_1_M1_ctg__FXJWS23M60_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M61_ctg	99.1445	99.3835	0.8591	0.8831	0.02213	98.9373	66	0.9913	35	0.208	0.9625	99.0335	99.4824	0.1419	1.0	AlfI:99.36,AloI:99.28,BcgI:99.41,FalI:99.42	4106	66	4320	277	61.28787878787879	ok	99.1445	gamma	99.126	F_JS_NJ_1_M1_ctg__FXJWS23M61_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M7_ctg	99.1556	99.3836	0.8585	0.8858	0.02213	98.946	67	0.991	36	0.214	0.9625	99.0476	99.4785	0.1432	1.17	AlfI:99.35,AloI:99.28,BcgI:99.41,FalI:99.42	4103	67	4317	277	60.43283582089552	ok	99.1556	gamma	99.1396	F_JS_NJ_1_M1_ctg__FXJWS23M7_ctg
F_JS_NJ_1_M1_ctg	FXJWS23M8_ctg	99.0173	99.3759	0.8668	0.8645	0.02224	98.8661	59	0.9928	29	0.161	0.962	98.9033	99.5113	0.3462	4.84	AlfI:99.31,AloI:99.22,BcgI:99.40,FalI:99.56	4114	59	4371	462	68.76271186440678	ok	99.0173	gamma	99.0002	F_JS_NJ_1_M1_ctg__FXJWS23M8_ctg
F_JS_NJ_1_M1_ctg	FXJWS49M11_ctg	99.1183	99.4258	0.848	0.8694	0.02151	98.9004	59	0.9927	29	0.161	0.9651	98.986	99.5496	0.1566	1.93	AlfI:99.43,AloI:99.49,BcgI:99.39,FalI:99.55	4056	59	4274	480	67.71186440677967	ok	99.1183	gamma	99.081	F_JS_NJ_1_M1_ctg__FXJWS49M11_ctg
F_JS_NJ_1_M1_ctg	FXJWS49M12_ctg	99.1152	99.4241	0.8507	0.8761	0.02153	98.9192	58	0.9929	28	0.161	0.965	98.9837	99.5481	0.1485	1.78	AlfI:99.43,AloI:99.49,BcgI:99.39,FalI:99.54	4054	58	4280	480	68.77586206896552	ok	99.1152	gamma	99.0786	F_JS_NJ_1_M1_ctg__FXJWS49M12_ctg
F_JS_NJ_1_M1_ctg	FXJWS49M14_ctg	98.9926	99.3945	0.8598	0.8124	0.022	98.7315	60	0.9925	30	0.141	0.9632	98.8946	99.5373	0.2437	2.86	AlfI:99.33,AloI:99.26,BcgI:99.43,FalI:99.50	4070	60	4336	485	67.03333333333333	ok	98.9926	gamma	98.9921	F_JS_NJ_1_M1_ctg__FXJWS49M14_ctg
F_JS_NJ_1_M1_ctg	FXJWS49M16_ctg	99.0991	99.4185	0.8527	0.8808	0.02166	98.9235	53	0.9942	23	0.161	0.9646	98.9638	99.5468	0.126	1.43	AlfI:99.43,AloI:99.49,BcgI:99.39,FalI:99.51	4049	53	4274	386	75.16981132075472	ok	99.0991	gamma	99.0596	F_JS_NJ_1_M1_ctg__FXJWS49M16_ctg
