GCA_000007325.1	AE009951.2
GCA_018698915.1	JABIPN010000011.1
GCA_018716365.1	DVKA01000011.1
GCA_018725175.1	QLTX01000001.1
GCA_018725345.1	QLUI01000001.1
GCA_018725485.1	QLUP01000001.1
GCA_018771605.1	CP076324.1
GCA_018777385.1	JAFJYB010000008.1
GCA_018812705.1	JAHJCZ010000007.1
GCA_018816105.1	JAHIWE010000017.1
GCA_018816605.1	JAHIVS010000376.1
GCA_018816945.1	JAHIVC010000060.1
GCA_018817165.1	JAHITY010000076.1
GCA_018817585.1	JAHITE010000065.1
GCA_018817795.1	JAHITJ010000134.1
GCA_018817845.1	JAHITH010000052.1
GCA_018818165.1	JAHISP010000052.1
GCA_018818345.1	JAHISI010000041.1
GCA_018819285.1	JAHJQM010000007.1
GCA_018819325.1	JAHJQJ010000015.1
GCA_018819345.1	JAHJQG010000015.1
GCA_018821925.1	JAHJLF010000073.1
GCA_018822105.1	JAHJLB010000048.1
GCA_018822365.1	JAHJKL010000012.1
GCA_018823005.1	JAHJJB010000005.1
GCA_018829985.1	JAHJSU010000052.1
GCA_018830225.1	JAHJSS010000010.1
GCA_018883285.1	VEQJ01000304.1
GCA_018894445.1	JAHIPJ010000044.1
GCA_018894655.1	JAHIPE010000080.1
GCA_018895675.1	JAHIOG010000106.1
GCA_018896025.1	JAHIND010000013.1
GCA_018896525.1	JAHIMR010000036.1
GCA_018896985.1	JAHILQ010000080.1
GCA_018897535.1	JAHIKO010000024.1
GCA_018901315.1	JAHIFA010000120.1
GCA_018902755.1	JAHIQI010000073.1
GCA_018970045.1	JAGWXC010000303.1
GCA_018970325.1	JAGWWP010000089.1
GCA_018970785.1	JAGWVR010000013.1
GCA_018970825.1	JAGWVP010000684.1
GCA_018970845.1	JAGWVO010000628.1
GCA_018970865.1	JAGWVN010000115.1
GCA_018993265.1	JAGKSW010000009.1
GCA_019008365.1	JAHHUL010000001.1
GCA_019057385.1	JAHQJS010000001.1
GCA_019057475.1	DXJO01000023.1
GCA_019057795.1	JAHLWS010000001.1
GCA_019058015.1	JAHLWH010000273.1
GCA_019058135.1	JAHLWE010000506.1
GCA_019058165.1	JAHLVZ010000227.1
GCA_019058295.1	JAHPZI010000001.1
GCA_019058315.1	JAHPZH010000004.1
GCA_019084405.1	JAHRFX010000073.1
GCA_019112525.1	CP077800.1
GCA_019114065.1	DXGF01000045.1
GCA_019116785.1	DXAZ01000032.1
GCA_019116905.1	DXAQ01000097.1
GCA_019116945.1	DXAR01000057.1
GCA_019117165.1	DXAG01000044.1
GCA_019119225.1	DWXM01000027.1
GCA_019120515.1	DWUY01000156.1
GCA_019135865.1	JAGVVD010000047.1
GCA_019136135.1	JAGVUR010000038.1
GCA_019136335.1	JAGVUK010000243.1
GCA_019186845.1	JABARW010000019.1
GCA_019218375.1	JAHUUK010000001.1
GCA_019218415.1	JAHUUL010000001.1
GCA_019233825.1	JAFAMB010000024.1
GCA_019236035.1	JAFAJU010000149.1
GCA_019237325.1	JAFAHI010000151.1
GCA_019239425.1	JAFAZX010000057.1
GCA_019239825.1	JAFAZK010000052.1
GCA_019240665.1	JAFAXZ010000089.1
GCA_019240835.1	JAFAXQ010000106.1
GCA_019242475.1	JAFAVK010000104.1
GCA_019243005.1	JAFAUY010000286.1
GCA_019243675.1	JAFATZ010000397.1
GCA_019247305.1	JAFAPC010000008.1
GCA_019247695.1	JAFBAP010000131.1
GCA_019248265.1	JAEHGX010000001.1
GCA_900095875.1	LT608310.1
GCA_900102385.1	FNBQ01000061.1
GCA_900103495.1	FMWZ01000031.1
GCA_900110015.1	FOCD01000013.1
GCA_900155405.1	LT700188.1
GCA_900299235.1	OMIZ01000001.1
GCA_900299245.1	OMJA01000001.1
GCA_900315435.1	OMYY01000082.1
GCA_900315945.1	ONAZ01000044.1
GCA_900316395.1	ONCT01000075.1
GCA_900317935.1	ONIU01000369.1
GCA_900317985.1	ONJD01000170.1
GCA_900318215.1	ONJV01000323.1
GCA_900319565.1	ONPC01000259.1
GCA_900320095.1	ONQZ01000078.1
GCA_900321845.1	ONXT01000305.1
GCA_900455085.1	UGTZ01000002.1
GCA_900470285.1	UCAG01000023.1
GCA_900498135.1	LR026961.1
GCA_900538305.1	UPXY01000001.1
GCA_900538465.1	UPXV01000001.1
GCA_900538885.1	UQAI01000001.1
GCA_900539225.1	UQBO01000001.1
GCA_900539265.1	UQBM01000001.1
GCA_900539655.1	UQCR01000001.1
GCA_900539725.1	UQDI01000001.1
GCA_900539765.1	UQDF01000001.1
GCA_900539805.1	UQDH01000001.1
GCA_900539915.1	UQDU01000001.1
GCA_900540475.1	UQGG01000001.1
GCA_900541905.1	UQLQ01000001.1
GCA_900542005.1	UQLW01000001.1
GCA_900542375.1	UQNI01000001.1
GCA_900542625.1	UQOH01000001.1
GCA_900542935.1	UQPN01000001.1
GCA_900543035.1	UQPV01000001.1
GCA_900543425.1	UQRQ01000001.1
GCA_900544245.1	UQUH01000001.1
GCA_900544375.1	UQUZ01000001.1
GCA_900544435.1	UQVG01000001.1
GCA_900544635.1	UQVV01000001.1
GCA_900544715.1	UQWL01000001.1
GCA_900544795.1	UQWM01000001.1
GCA_900544965.1	UQXE01000001.1
GCA_900545035.1	UQXM01000001.1
GCA_900545535.1	UQZN01000001.1
GCA_900545755.1	URAG01000001.1
GCA_900545915.1	URAV01000001.1
GCA_900546275.1	URCH01000001.1
GCA_900547045.1	URFB01000001.1
GCA_900547135.1	URFJ01000001.1
GCA_900547155.1	URFH01000001.1
GCA_900547395.1	URGP01000001.1
GCA_900547585.1	URHD01000001.1
GCA_900547815.1	URHY01000001.1
GCA_900548305.1	URJZ01000001.1
GCA_900548415.1	URKO01000001.1
GCA_900549045.1	URNE01000001.1
GCA_900549745.1	URPJ01000001.1
GCA_900550095.1	URRG01000001.1
GCA_900550745.1	URTO01000001.1
GCA_900551535.1	URWJ01000001.1
GCA_900551745.1	URXA01000001.1
GCA_900552105.1	URYH01000001.1
GCA_900552205.1	URYR01000001.1
GCA_900552445.1	URZS01000001.1
GCA_900553145.1	USCL01000001.1
GCA_900553245.1	USCP01000001.1
GCA_900553405.1	USDF01000001.1
GCA_900553865.1	USFC01000001.1
GCA_900553925.1	USFH01000001.1
GCA_900554165.1	USGR01000001.1
GCA_900554305.1	USGV01000001.1
GCA_900554315.1	USGP01000001.1
GCA_900554395.1	USHB01000001.1
GCA_900554895.1	USIX01000001.1
GCA_900556425.1	USOR01000001.1
GCA_900556745.1	USPU01000001.1
GCA_900557435.1	USSH01000001.1
GCA_900557675.1	USTO01000001.1
GCA_900604495.1	UWOR01000032.1
GCA_900696545.1	CAADGN010000001.1
GCA_900696625.1	CAADGU010000001.1
GCA_900696685.1	CAADHA010000001.1
GCA_900752975.1	CAADXH010000001.1
GCA_900753135.1	CAADXZ010000001.1
GCA_900754115.1	CAAEBM010000001.1
GCA_900754615.1	CAAEDN010000001.1
GCA_900754715.1	CAAEDX010000001.1
GCA_900758075.1	CAAEQF010000001.1
GCA_900759105.1	CAAETY010000001.1
GCA_900760665.1	CAAEZV010000001.1
GCA_900761525.1	CAAFDE010000001.1
GCA_900765095.1	CAAFRB010000001.1
GCA_900766215.1	CAAFUQ010000001.1
GCA_900766245.1	CAAFUR010000001.1
GCA_900766395.1	CAAFWB010000001.1
GCA_900767685.1	CAAGAB010000001.1
GCA_900767835.1	CAAGAO010000001.1
GCA_900768425.1	CAAGCR010000001.1
GCA_900769635.1	CAAGHJ010000001.1
GCA_900770865.1	CAAGLU010000001.1
GCA_900770895.1	CAAGMF010000001.1
GCA_900771165.1	CAAGMX010000001.1
GCA_900772775.1	CAAGRW010000001.1
GCA_902158745.1	CABGHH010000001.1
GCA_902363255.1	CABIZO010000001.1
GCA_902364065.1	CABJCJ010000001.1
GCA_902364645.1	CABJEP010000001.1
GCA_902373435.1	CABKMD010000001.1
GCA_902387145.1	CABMKY010000001.1
GCA_902399855.1	CABOGK010000001.1
GCA_902406105.1	CABPCP010000001.1
GCA_902505605.1	CABWKN010000001.1
GCA_902515565.1	CABXVR010000001.1
GCA_902518075.1	CABYEX010000001.1
GCA_902519955.1	CABYMF010000001.1
GCA_902524215.1	CABZCK010000001.1
GCA_902525615.1	CABZHT010000001.1
GCA_902527075.1	CABZNM010000001.1
GCA_902529115.1	CABZVB010000001.1
GCA_902529365.1	CABZWK010000001.1
GCA_902533655.1	CACAMX010000001.1
GCA_902533755.1	CACANC010000001.1
GCA_902536695.1	CACAYQ010000001.1
GCA_902537725.1	CACBCD010000001.1
GCA_902547295.1	CACCNJ010000001.1
GCA_902551855.1	CACDER010000001.1
GCA_902560065.1	CACEKG010000001.1
GCA_902562835.1	CACEUX010000001.1
GCA_902563095.1	CACEWA010000001.1
GCA_902564695.1	CACFCB010000001.1
GCA_902567855.1	CACFOQ010000001.1
GCA_902571315.1	CACGBM010000001.1
GCA_902572695.1	CACGGZ010000001.1
GCA_902581045.1	CACHMU010000001.1
GCA_902586905.1	CACIJH010000001.1
GCA_902591645.1	CACJBM010000001.1
GCA_902593945.1	CACJKA010000001.1
GCA_902594515.1	CACJML010000001.1
GCA_902595825.1	CACJRP010000001.1
GCA_902596065.1	CACJSL010000001.1
GCA_902605165.1	CACLBJ010000001.1
GCA_902609185.1	CACLQX010000001.1
GCA_902609885.1	CACLTT010000001.1
GCA_902612915.1	CACMFH010000001.1
GCA_902614225.1	CACMKJ010000001.1
GCA_902615915.1	CACMQQ010000001.1
GCA_902620405.1	CACNIC010000001.1
GCA_902622745.1	CACNQW010000001.1
GCA_902624275.1	CACNWW010000001.1
GCA_902624425.1	CACNXK010000001.1
GCA_902624455.1	CACNXQ010000001.1
GCA_902628925.1	CACOPA010000001.1
GCA_902629505.1	CACORF010000001.1
GCA_902633855.1	CACPHU010000001.1
GCA_902635965.1	CACPQA010000001.1
GCA_902761395.1	CACWKJ010000001.1
GCA_902761575.1	CACWKU010000001.1
GCA_902761585.1	CACWKX010000001.1
GCA_902762495.1	CACWOL010000001.1
GCA_902766095.1	CACXCN010000001.1
GCA_902766695.1	CACXEY010000001.1
GCA_902769185.1	CACXNV010000001.1
GCA_902770245.1	CACXSS010000001.1
GCA_902772725.1	CACYBS010000001.1
GCA_902772845.1	CACYCI010000001.1
GCA_902774245.1	CACYHQ010000001.1
GCA_902776415.1	CACYPY010000001.1
GCA_902780535.1	CACZFT010000001.1
GCA_902780915.1	CACZHK010000001.1
GCA_902782705.1	CACZOL010000001.1
GCA_902782895.1	CACZPA010000001.1
GCA_902783175.1	CACZQA010000001.1
GCA_902783255.1	CACZQB010000001.1
GCA_902784195.1	CACZTX010000001.1
GCA_902787125.1	CADAEX010000001.1
GCA_902790465.1	CADASF010000001.1
GCA_902791745.1	CADAWZ010000001.1
GCA_902793555.1	CADBEF010000001.1
GCA_902794055.1	CADBGC010000001.1
GCA_902795845.1	CADBMU010000001.1
GCA_902796565.1	CADBPP010000001.1
GCA_902796785.1	CADBQJ010000001.1
GCA_902796885.1	CADBQY010000001.1
GCA_902797925.1	CADBUT010000001.1
GCA_902801365.1	CADCHY010000001.1
GCA_902801565.1	CADCIX010000001.1
GCA_902802585.1	CADCMR010000001.1
GCA_902809935.1	LR778134.1
GCA_902812385.1	CADDZD010000001.1
GCA_902812435.1	CADDZA010000001.1
GCA_902812505.1	CADDZQ010000001.1
GCA_902826595.1	CADEFK010000001.1
GCA_902834555.1	CADFJN010000001.1
GCA_903821715.1	CAIJMB010000001.1
GCA_903827085.1	CAIKHC010000001.1
GCA_903828245.1	CAIKLP010000001.1
GCA_903828265.1	CAIKLL010000001.1
GCA_903831825.1	CAIKZE010000001.1
GCA_903832735.1	CAILCO010000001.1
GCA_903838995.1	CAIMAP010000001.1
GCA_903839205.1	CAIMBM010000001.1
GCA_903840235.1	CAIMFE010000001.1
GCA_903843965.1	CAIMRY010000001.1
GCA_903845215.1	CAIMWI010000001.1
GCA_903847405.1	CAINDP010000001.1
GCA_903847545.1	CAINDZ010000001.1
GCA_903854995.1	CAINXS010000001.1
GCA_903855135.1	CAINYB010000001.1
GCA_903855945.1	CAIOAK010000001.1
GCA_903856555.1	CAIOCC010000001.1
GCA_903857265.1	CAIODZ010000001.1
GCA_903857665.1	CAIOFV010000001.1
GCA_903857815.1	CAIOGK010000001.1
GCA_903859115.1	CAIOLH010000001.1
GCA_903859215.1	CAIOLW010000001.1
GCA_903859365.1	CAIOMD010000001.1
GCA_903861125.1	CAIOTF010000001.1
GCA_903861835.1	CAIOVX010000001.1
GCA_903862595.1	CAIOYO010000001.1
GCA_903863035.1	CAIPAT010000001.1
GCA_903868295.1	CAIPUQ010000001.1
GCA_903869265.1	CAIPYE010000001.1
GCA_903869675.1	CAIQAB010000001.1
GCA_903871855.1	CAIQIK010000001.1
GCA_903873545.1	CAIQPA010000001.1
GCA_903873585.1	CAIQOV010000001.1
GCA_903873975.1	CAIQQN010000001.1
GCA_903874275.1	CAIQRS010000001.1
GCA_903880655.1	CAIRQE010000001.1
GCA_903880675.1	CAIRQL010000001.1
GCA_903881535.1	CAIRTT010000001.1
GCA_903885605.1	CAISJD010000001.1
GCA_903885795.1	CAISJV010000001.1
GCA_903887035.1	CAISOG010000001.1
GCA_903892045.1	CAITGX010000001.1
GCA_903893135.1	CAITLA010000001.1
GCA_903893625.1	CAITND010000001.1
GCA_903894145.1	CAITPB010000001.1
GCA_903896925.1	CAITZM010000001.1
GCA_903903945.1	CAIVAP010000001.1
GCA_903904005.1	CAIVAR010000001.1
GCA_903904605.1	CAIVDC010000001.1
GCA_903905475.1	CAIVGK010000001.1
GCA_903906305.1	CAIVJR010000001.1
GCA_903907915.1	CAIVPV010000001.1
GCA_903909015.1	CAIVUE010000001.1
GCA_903912275.1	CAIWGR010000001.1
GCA_903912445.1	CAIWHP010000001.1
GCA_903912525.1	CAIWHK010000001.1
GCA_903914415.1	CAIWOY010000001.1
GCA_903915125.1	CAIWRR010000001.1
GCA_903915615.1	CAIWTR010000001.1
GCA_903916245.1	CAIWVZ010000001.1
GCA_903916325.1	CAIWWK010000001.1
GCA_903920925.1	CAIXOA010000001.1
GCA_903924005.1	CAIXZV010000001.1
GCA_903924445.1	CAIYBQ010000001.1
GCA_903925955.1	CAIYHO010000001.1
GCA_903925985.1	CAIYHK010000001.1
GCA_903927725.1	CAIYOC010000001.1
GCA_903928115.1	CAIYPP010000001.1
GCA_903929325.1	CAIYUD010000001.1
GCA_903930455.1	CAIYYT010000001.1
GCA_903932805.1	CAIZHO010000001.1
GCA_903934135.1	CAIZMQ010000001.1
GCA_903934795.1	CAIZPE010000001.1
GCA_903937385.1	CAIZZF010000001.1
GCA_903945435.1	CAJAVM010000001.1
GCA_903951425.1	CAJBBX010000001.1
GCA_903951635.1	CAJBCV010000001.1
GCA_903953055.1	CAJBIA010000001.1
GCA_903957465.1	CAJBPJ010000001.1
GCA_903958625.1	CAJBTU010000001.1
GCA_903960945.1	CAJCCR010000001.1
GCA_904397895.1	CAJFOZ010000001.1
GCA_904399395.1	CAJFPJ010000001.1
GCA_904419835.1	CAJFTA010000001.1
GCA_904424815.1	CAJGBI010000001.1
GCA_904501845.1	CAJGCH010000001.1
GCA_904502055.1	CAJGDZ010000001.1
GCA_905067535.1	CAJHIR010000001.1
GCA_905067555.1	CAJHIS010000001.1
GCA_905181835.1	CAJIZF010000001.1
GCA_905182435.1	CAJJBN010000001.1
GCA_905182465.1	CAJJBI010000001.1
GCA_905182565.1	CAJJCB010000001.1
GCA_905199855.1	CAJKHY010000001.1
GCA_905202485.1	CAJKRY010000001.1
GCA_905207485.1	CAJLLL010000001.1
GCA_905212395.1	CAJMEI010000001.1
GCA_905214865.1	CAJMNO010000001.1
GCA_905215015.1	CAJMOS010000001.1
GCA_905215145.1	CAJMOW010000001.1
GCA_905216205.1	CAJMTA010000001.1
GCA_905233585.1	CAJOFD010000001.1
GCA_905233625.1	CAJOFJ010000001.1
GCA_905234245.1	CAJOGN010000001.1
GCA_905339155.1	CAJPFJ010000001.1
GCA_905339165.1	CAJPFH010000001.1
GCA_905339295.1	CAJPFI010000001.1
GCA_905365345.1	CAJPIQ010000001.1
GCA_905371725.1	CAJPML010000001.1
GCA_905372025.1	CAJPNP010000001.1
GCA_905372135.1	CAJPNS010000001.1
GCA_905372225.1	CAJPOE010000001.1
GCA_905372345.1	CAJPPE010000001.1
GCA_905372355.1	CAJPOT010000001.1
GCA_905373275.1	CAJPSI010000001.1
GCA_905373295.1	CAJPSJ010000001.1
GCA_905373385.1	CAJPSN010000001.1
GCA_905477545.1	CAJQGN010000001.1
GCA_905478895.1	CAJQKK010000001.1
GCA_905479435.1	CAJQMN010000001.1
GCA_905479615.1	CAJQNH010000001.1
GCA_905479745.1	CAJQNO010000001.1
GCA_905479975.1	CAJQOS010000001.1
GCA_905480125.1	CAJQPE010000001.1
GCA_905480285.1	CAJQPT010000001.1
GCA_905612265.1	CAJQRI010000001.1
GCA_905612515.1	CAJQSI010000001.1
GCA_905614375.1	CAJQSP010000001.1
GCA_910576855.1	CAJTJP010000001.1
GCA_910577525.1	CAJTLI010000001.1
GCA_910578285.1	CAJTQL010000001.1
GCA_910579155.1	CAJTTS010000001.1
GCA_910579535.1	CAJTUR010000001.1
GCA_910579775.1	CAJTUE010000001.1
GCA_910583695.1	CAJTZL010000001.1
GCA_910583945.1	CAJTYF010000001.1
GCA_910584255.1	CAJTXV010000001.1
GCA_910584395.1	CAJUAS010000001.1
GCA_910584465.1	CAJUBK010000001.1
GCA_910586745.1	CAJUJZ010000001.1
GCA_910587775.1	CAJUNF010000001.1
GCA_910588025.1	CAJUQG010000001.1
GCF_000005825.2	NC_013791.2
GCF_000006175.1	NC_014222.1
GCF_000007185.1	NC_003551.1
GCF_000007985.2	NC_002939.5
GCF_000008185.1	NC_002967.9
GCF_000008645.1	NC_000916.1
GCF_000009905.1	NC_006177.1
GCF_000010065.1	NC_006576.1
GCF_000010185.1	NC_010376.1
GCF_000010325.1	NC_009662.1
GCF_000010625.1	NC_010296.1
GCF_000011205.1	NC_003106.2
GCF_000011485.1	NC_005071.1
GCF_000011905.1	NC_002936.3
GCF_000012125.1	NC_007429.1
GCF_000012285.1	NC_007181.1
GCF_000012865.1	NC_007503.1
GCF_000013385.1	NC_007760.1
GCF_000014445.1	NC_008531.1
GCF_000014725.1	NC_008346.1
GCF_000015945.1	NC_009033.1
GCF_000016125.1	NC_009135.1
GCF_000016785.1	NC_009486.1
GCF_000017425.1	NC_009674.1
GCF_000017845.1	NC_010546.1
GCF_000018305.1	NC_009954.1
GCF_000018425.1	NC_010424.1
GCF_000018485.1	NC_009975.1
GCF_000018605.1	NC_010003.1
GCF_000020785.1	NC_011126.1
GCF_000020945.1	NC_011295.1
GCF_000020965.1	NC_011297.1
GCF_000021385.1	NC_011769.1
GCF_000021645.1	NC_011661.1
GCF_000021725.1	NC_012115.1
GCF_000022065.1	NC_011898.1
GCF_000022145.1	NC_011891.1
GCF_000022265.1	NC_011979.1
GCF_000022485.1	NC_012623.1
GCF_000022545.1	NC_012883.1
GCF_000022565.1	NC_012483.1
GCF_000023125.1	NC_013037.1
GCF_000023465.1	NC_014041.1
GCF_000023905.1	NC_013192.1
GCF_000023965.1	NC_013202.1
GCF_000023985.1	NC_013156.1
GCF_000024565.1	NC_013515.1
GCF_000024605.1	NC_013385.1
GCF_000024885.1	NC_013512.1
GCF_000024945.1	NC_013520.1
GCF_000025125.1	NC_013771.1
GCF_000025325.1	NC_013743.1
GCF_000025505.1	NC_013849.1
GCF_000025665.1	NC_013926.1
GCF_000025685.1	NC_013967.1
GCF_000025865.1	NC_014002.1
GCF_000058485.1	NC_008278.1
GCF_000062885.1	NC_009142.1
GCF_000067165.1	NC_010162.1
GCF_000067205.1	NC_010170.1
GCF_000091545.1	NC_006461.1
GCF_000092125.1	NC_014212.1
GCF_000092185.1	NC_014160.1
GCF_000092245.1	NC_014166.1
GCF_000092465.1	NC_014205.1
GCF_000143985.1	NC_014364.1
GCF_000145295.1	NC_014408.1
GCF_000145615.1	NC_014410.1
GCF_000147075.1	NC_014484.1
GCF_000147875.1	NC_014507.1
GCF_000151105.2	NC_014804.1
GCF_000152705.1	NZ_CH672413.1
GCF_000154065.1	NZ_DS264419.1
GCF_000155955.1	NZ_GG697146.2
GCF_000160475.1	NZ_GG665928.1
GCF_000163935.1	NZ_GG770404.1
GCF_000165485.1	NC_014623.1
GCF_000169255.2	NZ_AAXG02000066.1
GCF_000169335.1	NZ_AAXW01000163.1
GCF_000170955.2	NZ_ABCY02000001.1
GCF_000172155.1	NZ_ABIZ01000001.1
GCF_000173915.1	NZ_ACDZ02000015.1
GCF_000174355.1	NZ_ACIS01000020.1
GCF_000175115.2	NC_014973.1
GCF_000175255.2	NC_017262.1
GCF_000175855.1	NZ_ACYB01000047.1
GCF_000177335.1	NZ_ADFP01000140.1
GCF_000178855.1	NZ_ADVG01000010.1
GCF_000178955.2	NC_016631.1
GCF_000183405.1	NC_014758.1
GCF_000183545.2	NZ_JH976535.1
GCF_000183745.1	NC_014761.1
GCF_000184345.1	NC_017583.1
GCF_000184705.1	NC_014831.1
GCF_000186705.1	NZ_AEUE01000026.1
GCF_000189775.2	NC_015555.1
GCF_000196175.1	NC_005363.1
GCF_000196455.1	NC_014614.1
GCF_000196655.1	NC_014253.1
GCF_000196895.1	NC_014297.1
GCF_000200595.1	NC_014810.2
GCF_000200735.1	NC_014970.1
GCF_000204565.1	NC_015425.1
GCF_000208405.1	NC_015437.1
GCF_000211815.1	NZ_GL890815.1
GCF_000212355.1	NC_015496.1
GCF_000212735.1	NC_015510.1
GCF_000213785.1	NC_015557.1
GCF_000215975.1	NC_015682.1
GCF_000217715.1	NC_015666.1
GCF_000219725.1	NC_015732.1
GCF_000223215.1	NC_017243.1
GCF_000224415.1	NZ_AFXQ01000067.1
GCF_000226255.1	NZ_AGFG01000084.1
GCF_000226295.1	NC_016024.1
GCF_000230715.2	NC_019792.1
GCF_000234095.1	NZ_JH376797.1
GCF_000235565.1	NC_017527.1
GCF_000236585.1	NC_017278.1
GCF_000238775.1	NZ_AFEJ01000511.1
GCF_000238995.1	NC_016638.1
GCF_000242455.2	NC_019892.1
GCF_000243075.1	NC_016745.1
GCF_000243155.2	NC_018017.1
GCF_000244875.1	NC_016791.1
GCF_000245735.1	NZ_AHTH01000065.1
GCF_000254135.1	NZ_AINS01000187.1
GCF_000255295.1	NC_017030.1
GCF_000258765.1	NZ_AJLT01000001.1
GCF_000259275.1	NC_017735.1
GCF_000262465.1	NZ_CM001489.1
GCF_000264765.2	NZ_CP006664.1
GCF_000265295.1	NC_018002.1
GCF_000271485.2	NZ_AKVN02000001.1
GCF_000271665.2	NZ_CP010978.1
GCF_000272005.1	NZ_AKKU01000001.1
GCF_000277405.1	NC_017741.1
GCF_000277545.1	NZ_AKXM01000001.1
GCF_000284455.1	NC_017039.1
GCF_000286455.1	NZ_ALKG01000001.1
GCF_000302455.1	NZ_AMPO01000001.1
GCF_000306965.1	NZ_JH976434.1
GCF_000307855.1	NZ_AJLR01000001.1
GCF_000312025.1	NZ_HE978593.1
GCF_000312385.1	NZ_HE997626.1
GCF_000312485.1	NZ_HE997643.1
GCF_000312505.2	NZ_HG326224.1
GCF_000313565.1	NZ_HE578923.1
GCF_000316195.1	NZ_JH994108.1
GCF_000316625.1	NC_019676.1
GCF_000316645.1	NC_019684.1
GCF_000317105.1	NC_019693.1
GCF_000317125.1	NC_019695.1
GCF_000317145.1	NC_019697.1
GCF_000317225.1	NZ_AJLL01000001.1
GCF_000317245.1	NZ_AJLJ01000001.1
GCF_000317515.1	NC_019738.1
GCF_000317575.1	NC_019748.1
GCF_000317795.1	NC_019791.1
GCF_000317895.1	NC_019567.1
GCF_000319385.1	NC_019566.1
GCF_000327285.1	NZ_HE998567.1
GCF_000328685.1	NC_019974.1
GCF_000332455.1	NZ_AOGY02000089.1
GCF_000335475.2	NZ_ANAH02000076.1
GCF_000336615.1	NZ_AOLW01000001.1
GCF_000336635.1	NZ_AOLY01000001.1
GCF_000336815.1	NZ_AOLG01000001.1
GCF_000337095.1	NZ_AOIV01000001.1
GCF_000337175.1	NZ_AOIJ01000001.1
GCF_000337375.1	NZ_AOJG01000001.1
GCF_000337455.1	NZ_AOIU01000001.1
GCF_000337495.1	NZ_AOIS01000001.1
GCF_000337615.1	NZ_AOII01000001.1
GCF_000337675.1	NZ_AOIB01000001.1
GCF_000337695.1	NZ_AOIA01000001.1
GCF_000337775.1	NZ_AOLQ01000001.1
GCF_000337795.1	NZ_AOLP01000001.1
GCF_000337815.1	NZ_AOLN01000001.1
GCF_000340565.2	NZ_CP007203.1
GCF_000341185.1	NZ_ANBH01000001.1
GCF_000341245.1	NZ_ANAD01000001.1
GCF_000341505.1	NZ_BANW01000034.1
GCF_000341735.1	NZ_KB455575.1
GCF_000346485.2	NZ_KQ976354.1
GCF_000348905.1	NZ_AOFT01000001.1
GCF_000373205.1	NZ_KB890687.1
GCF_000373985.1	NZ_KB892900.1
GCF_000374545.1	NZ_KB894582.1
GCF_000376445.1	NZ_AQXI01000001.1
GCF_000378205.1	NZ_KB899406.1
GCF_000378405.1	NZ_KB899636.1
GCF_000379085.1	NZ_KB905378.1
GCF_000379365.1	NZ_KB901875.1
GCF_000380245.2	NZ_HG428752.1
GCF_000381065.1	NZ_KB905839.1
GCF_000381265.1	NZ_KB906253.1
GCF_000382125.1	NZ_KB907546.1
GCF_000382285.1	NZ_KB907925.1
GCF_000404225.1	NC_021353.1
GCF_000407445.1	NZ_ASWB01000001.1
GCF_000411155.1	NZ_KE150266.1
GCF_000411415.1	NZ_KE150450.1
GCF_000412995.1	NZ_KE332512.1
GCF_000413055.1	NZ_KE332518.1
GCF_000413095.1	NZ_KE332527.1
GCF_000418325.1	NC_021658.1
GCF_000420345.1	NZ_ATUT01000001.1
GCF_000420725.1	NZ_ATVM01000001.1
GCF_000422285.1	NZ_AULM01000001.1
GCF_000422565.1	NZ_KE383875.1
GCF_000422625.1	NZ_KE383895.1
GCF_000422965.1	NZ_AUHB01000001.1
GCF_000426085.1	NZ_KE384492.1
GCF_000426625.1	NZ_KE384547.1
GCF_000426685.1	NZ_AUFV01000001.1
GCF_000426725.1	NZ_KE384560.1
GCF_000427685.1	NZ_KE386573.1
GCF_000428885.1	NZ_KE386810.1
GCF_000428925.1	NZ_AUAW01000001.1
GCF_000429325.1	NZ_KE386885.1
GCF_000429565.1	NZ_AUCC01000001.1
GCF_000429905.1	NZ_AUCT01000001.1
GCF_000430045.1	NZ_AUQW01000001.1
GCF_000430485.1	NZ_KE387145.1
GCF_000430885.1	NZ_AUMW01000001.1
GCF_000438455.1	NZ_CAVG010000001.1
GCF_000445425.4	NC_022079.2
GCF_000449425.2	NZ_AVHW01000001.1
GCF_000452245.2	NZ_AVNC01000001.1
GCF_000469385.1	NZ_KI271281.1
GCF_000469505.1	NZ_KI272822.1
GCF_000472805.1	NZ_AXAM01000001.1
GCF_000474275.2	NZ_ATAE01000001.1
GCF_000474945.1	NZ_AXDW01000001.1
GCF_000482505.1	NZ_KI519443.1
GCF_000482865.1	NZ_KI519516.1
GCF_000484595.1	NZ_AXVE01000001.1
GCF_000487995.1	NZ_KI530573.1
GCF_000498755.1	NZ_AXUS01000001.1
GCF_000500045.1	NZ_AYOT01000001.1
GCF_000500065.1	NZ_AYOU01000001.1
GCF_000504285.1	NZ_KI632511.1
GCF_000504305.1	NZ_KI632512.1
GCF_000505665.1	NC_023033.1
GCF_000510265.1	NZ_CP006745.1
GCF_000512235.1	NZ_KI867149.1
GCF_000512735.1	NZ_CP007028.1
GCF_000512895.1	NZ_CP007033.1
GCF_000515355.1	NZ_KI911564.1
GCF_000517405.1	NZ_CP006568.1
GCF_000517425.1	NZ_CP006569.1
