query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	skani_ani	skani_align_frac_ref	skani_align_frac_query	s2b_ani	s2b_ani_uniform	s2b_af_q	s2b_af_r	s2b_std_err	s2b_het_shape	s2b_retention	s2b_ani_from_loss	s2b_ani_from_hist	s2b_n_anchors	s2b_n_chains	s2b_n_tags	s2b_flag	fastani_ani
GCA_900544575.1	GCA_018713795.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Limadaptatus	g__Limadaptatus	s__Limadaptatus stercorigallinarum	s__Limadaptatus stercoripullorum						0.000000	0.000000						91	0	0	BELOW_DETECTION	
GCA_003456155.1	GCA_017849335.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA10649	g__UBA10649	s__UBA10649 sp003456155	s__UBA10649 sp017849335						0.000000	0.000000						132	0	0	BELOW_DETECTION	
GCA_903934925.1	GCA_903908025.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA10649	g__UBA10649	s__UBA10649 sp903934925	s__UBA10649 sp903908025						0.000000	0.000000						222	0	0	BELOW_DETECTION	
GCA_017856385.1	GCA_016125355.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA10649	g__UBA10649	s__UBA10649 sp017856385	s__UBA10649 sp016125355				89.051900	89.051900	0.032100	0.025100	0.584030	inf	0.231900	89.036700	89.678600	267	7	212	ok	
GCA_003456155.1	GCA_016717115.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA10649	g__UBA10649	s__UBA10649 sp003456155	s__UBA10649 sp016717115				89.884100	89.884100	0.006900	0.003600	1.160980	inf	0.278400	89.440700	92.066200	167	1	47	ok	
GCA_015486655.1	GCA_011682715.1	mid_high	d__Bacteria	d__Bacteria	p__WOR-3	p__WOR-3	g__QNBC01	g__QNBC01	s__QNBC01 sp015486655	s__QNBC01 sp011682715						0.000000	0.000000						23	0	0	BELOW_DETECTION	
GCA_003641665.1	GCA_011682715.1	mid_high	d__Bacteria	d__Bacteria	p__WOR-3	p__WOR-3	g__QNBC01	g__QNBC01	s__QNBC01 sp003641665	s__QNBC01 sp011682715						0.000000	0.000000						62	0	0	BELOW_DETECTION	
GCA_016198725.1	GCA_016203345.1	mid_high	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__JACQIC01	g__JACQIC01	s__JACQIC01 sp016198725	s__JACQIC01 sp016203345						0.000000	0.000000						7	0	0	BELOW_DETECTION	
GCF_001999335.1	GCF_001998965.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rodentibacter	g__Rodentibacter	s__Rodentibacter sp001999335	s__Rodentibacter rarus				93.433000	93.433000	0.008000	0.007900	1.281090	inf	0.527500	92.736700	95.158600	170	2	21	ok	
GCF_001019715.1	GCF_001999335.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rodentibacter	g__Rodentibacter	s__Rodentibacter heylii	s__Rodentibacter sp001999335	0.921200	0.743400	0.670100	93.136900	93.688600	0.596600	0.662400	0.140820	4.741000	0.544600	93.288300	94.745600	966	50	1606	INCONSISTENT	0.919625
GCF_001019715.1	GCF_001999425.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rodentibacter	g__Rodentibacter	s__Rodentibacter heylii	s__Rodentibacter sp001999425	0.930400	0.735400	0.679400	92.808000	94.217100	0.655900	0.713800	0.131050	1.911000	0.584700	93.418700	95.941000	1056	44	1718	INCONSISTENT	
GCF_002000545.1	GCF_001019715.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rodentibacter	g__Rodentibacter	s__Rodentibacter trehalosifermentans	s__Rodentibacter heylii				90.519300	94.284300	0.028500	0.025800	0.629540	0.855000	0.590400	93.015200	96.947200	230	3	77	INCONSISTENT	
GCF_001019715.1	GCF_001998965.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rodentibacter	g__Rodentibacter	s__Rodentibacter heylii	s__Rodentibacter rarus				91.636600	91.636600	0.030600	0.034400	0.716100	inf	0.402700	91.527500	92.257400	206	6	91	ok	
GCA_003577245.1	GCA_015075555.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__UCB2	g__UCB2	s__UCB2 sp003577245	s__UCB2 sp015075555	0.828400	0.141300	0.205900			0.700300	0.504000		6.985000				461	24	2711	BELOW_DETECTION	0.825265
GCF_016908195.1	GCF_000818095.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Jeotgalibacillus	g__Jeotgalibacillus	s__Jeotgalibacillus terrae	s__Jeotgalibacillus malaysiensis						0.427000	0.386900		2.701000				399	27	1748	BELOW_DETECTION	
GCF_000829435.1	GCF_004405125.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Jeotgalibacillus	g__Jeotgalibacillus	s__Jeotgalibacillus soli	s__Jeotgalibacillus salarius				88.081000	88.081000	0.010200	0.011400	1.205970	inf	0.220300	87.907600	89.888400	46	1	61	ok	
GCF_000829445.1	GCF_000829435.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Jeotgalibacillus	g__Jeotgalibacillus	s__Jeotgalibacillus alimentarius	s__Jeotgalibacillus soli						0.011600	0.010200		inf				42	1	52	BELOW_DETECTION	
GCF_004405125.1	GCF_004358665.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Jeotgalibacillus	g__Jeotgalibacillus	s__Jeotgalibacillus salarius	s__Jeotgalibacillus sp004358665						0.014400	0.012300		inf				47	1	61	BELOW_DETECTION	
GCF_004358665.1	GCF_000818095.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Jeotgalibacillus	g__Jeotgalibacillus	s__Jeotgalibacillus sp004358665	s__Jeotgalibacillus malaysiensis				93.796000	93.796000	0.001400	0.001300	1.744850	inf	0.566000	95.134000	89.771200	48	1	9	ok	
GCA_003555395.1	GCA_003551675.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Natronoplasma	g__Natronoplasma	s__Natronoplasma sp003555395	s__Natronoplasma halalkaliphilum				81.637100	92.765100	0.005900	0.005400	1.632890	0.650000	0.487000	90.692800	97.730500	57	1	17	ok	
GCA_003551675.1	GCA_003554965.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Natronoplasma	g__Natronoplasma	s__Natronoplasma halalkaliphilum	s__Natronoplasma sp003554965				99.442100	99.442100	0.003700	0.003400	0.395140	inf	0.965800	98.759800	99.648100	46	2	13	ok	
GCA_018334755.1	GCA_003551675.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Natronoplasma	g__Natronoplasma	s__Natronoplasma sp018334755	s__Natronoplasma halalkaliphilum						0.000000	0.000000						9	0	0	BELOW_DETECTION	
GCA_018334755.1	GCA_018334835.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Natronoplasma	g__Natronoplasma	s__Natronoplasma sp018334755	s__Natronoplasma sp018334835						0.000000	0.000000						14	0	0	BELOW_DETECTION	
GCA_003555395.1	GCA_003554965.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Natronoplasma	g__Natronoplasma	s__Natronoplasma sp003555395	s__Natronoplasma sp003554965						0.000000	0.000000						18	0	0	BELOW_DETECTION	
GCA_016932375.1	GCA_018400395.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__M55B120	g__M55B120	s__M55B120 sp016932375	s__M55B120 sp018400395						0.000000	0.000000						7	0	0	BELOW_DETECTION	
GCA_018920185.1	GCA_016177025.1	mid_high	d__Archaea	d__Archaea	p__Aenigmatarchaeota	p__Aenigmatarchaeota	g__JACOWB01	g__JACOWB01	s__JACOWB01 sp018920185	s__JACOWB01 sp016177025						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_003210775.1	GCA_003210315.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Synechococcus_C	g__Synechococcus_C	s__Synechococcus_C sp003210775	s__Synechococcus_C sp003210315						0.000000	0.000000						37	0	0	BELOW_DETECTION	
GCA_011523155.1	GCF_014304815.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Synechococcus_C	g__Synechococcus_C	s__Synechococcus_C sp011523155	s__Synechococcus_C sp001632165						0.000000	0.000000						54	0	0	BELOW_DETECTION	
GCF_014279835.1	GCF_014279815.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Synechococcus_C	g__Synechococcus_C	s__Synechococcus_C sp014279835	s__Synechococcus_C sp014279815						0.099800	0.092900		inf				96	2	430	BELOW_DETECTION	
GCF_014279875.1	GCF_014279815.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Synechococcus_C	g__Synechococcus_C	s__Synechococcus_C sp002172935	s__Synechococcus_C sp014279815						0.314700	0.297300		2.701000				217	10	1462	BELOW_DETECTION	
GCF_900473965.1	GCF_000153285.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Synechococcus_C	g__Synechococcus_C	s__Synechococcus_C sp900473965	s__Synechococcus_C sp000153285						0.026200	0.030400		2.026000				106	2	161	BELOW_DETECTION	
GCF_002980595.1	GCF_002980625.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Malikia	g__Malikia	s__Malikia granosa	s__Malikia spinosa	0.914400	0.638800	0.629700	92.869000	93.740000	0.715300	0.751600	0.065890	3.355000	0.534700	93.202400	95.183400	3739	109	7072	INCONSISTENT	
GCF_002245495.1	GCF_002242685.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Oceanimonas	g__Oceanimonas	s__Oceanimonas baumannii	s__Oceanimonas doudoroffii	0.832300	0.190900	0.192100			0.480000	0.492900		3.454000				620	32	2745	BELOW_DETECTION	0.832716
GCF_000243075.1	GCF_000381965.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Oceanimonas	g__Oceanimonas	s__Oceanimonas sp000243075	s__Oceanimonas smirnovii	0.849100	0.273200	0.254300	84.991500	88.673600	0.644000	0.655600	0.148760	3.165000	0.217800	88.188900	92.923400	852	35	3621	INCONSISTENT	0.847302
GCF_000243075.1	GCF_003049725.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Oceanimonas	g__Oceanimonas	s__Oceanimonas sp000243075	s__Oceanimonas marisflavi	0.872400	0.461200	0.440000	89.551400	90.809100	0.641000	0.643300	0.121030	4.943000	0.330700	90.430500	93.091300	1315	51	3672	INCONSISTENT	
GCF_002242685.1	GCF_000381965.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Oceanimonas	g__Oceanimonas	s__Oceanimonas doudoroffii	s__Oceanimonas smirnovii	0.837600	0.219100	0.187700			0.433700	0.490300		3.165000				676	34	2695	BELOW_DETECTION	
GCA_002293585.1	GCA_009777095.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA932	g__UBA932	s__UBA932 sp002293585	s__UBA932 sp009777095						0.000000	0.000000						12	0	0	BELOW_DETECTION	
GCA_009929975.1	GCA_007133255.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SLHU01	g__SLHU01	s__SLHU01 sp009929975	s__SLHU01 sp007133255						0.000000	0.000000						7	0	0	BELOW_DETECTION	
GCA_009929975.1	GCA_007135995.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SLHU01	g__SLHU01	s__SLHU01 sp009929975	s__SLHU01 sp007135995						0.000000	0.000000						7	0	0	BELOW_DETECTION	
GCA_002257205.1	GCA_002304505.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__NCEH01	g__NCEH01	s__NCEH01 sp002257205	s__NCEH01 sp002304505	0.939000	0.581800	0.611600	96.417600	96.791400	0.490600	0.466000	0.046790	2.305000	0.782300	96.370800	97.157000	5628	440	6145	ok	
GCA_902594835.1	GCA_014653545.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pelagibacter_A	g__Pelagibacter_A	s__Pelagibacter_A sp902594835	s__Pelagibacter_A sp014653545						0.000000	0.000000						19	0	0	BELOW_DETECTION	
GCA_902591415.1	GCA_902613545.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pelagibacter_A	g__Pelagibacter_A	s__Pelagibacter_A sp902591415	s__Pelagibacter_A sp902613545						0.000000	0.000000						29	0	0	BELOW_DETECTION	
GCA_902579115.1	GCA_902554785.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pelagibacter_A	g__Pelagibacter_A	s__Pelagibacter_A sp902579115	s__Pelagibacter_A sp902554785	0.867100	0.307400	0.214200	89.221800	92.333400	0.182200	0.258700	0.577960	1.520000	0.469300	91.358400	95.542700	90	6	138	INCONSISTENT	
GCA_902617025.1	GCA_902574045.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pelagibacter_A	g__Pelagibacter_A	s__Pelagibacter_A sp902617025	s__Pelagibacter_A sp902574045						0.000000	0.000000						15	0	0	BELOW_DETECTION	
GCA_902557775.1	GCA_902615435.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pelagibacter_A	g__Pelagibacter_A	s__Pelagibacter_A sp902557775	s__Pelagibacter_A sp902615435				92.314300	92.314300	0.095800	0.090200	0.745230	inf	0.466600	92.047000	93.424900	64	4	78	ok	
GCA_017945845.1	GCF_004570605.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__WM01	g__WM01	s__WM01 sp017945845	s__WM01 sp004570605						0.000000	0.000000						17	0	0	BELOW_DETECTION	
GCF_004570605.1	GCA_013874835.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__WM01	g__WM01	s__WM01 sp004570605	s__WM01 sp013874835				98.571400	98.571400	0.002400	0.010900	1.002910	inf	0.913900	99.999900	98.078000	42	4	5	ok	
GCA_017945845.1	GCA_013874835.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__WM01	g__WM01	s__WM01 sp017945845	s__WM01 sp013874835				89.243100	94.514700	0.015600	0.011800	1.212830	0.631000	0.610700	93.069900	97.184500	79	2	20	ok	
GCF_009763255.1	GCF_000067205.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella_A	g__Bordetella_A	s__Bordetella_A sp009763255	s__Bordetella_A petrii						0.095200	0.077700		8.183000				365	19	837	BELOW_DETECTION	
GCF_019218885.1	GCF_002261265.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella_A	g__Bordetella_A	s__Bordetella_A sp019218885	s__Bordetella_A sp002261265	0.832900	0.234900	0.157200			0.420300	0.579700		5.791000				1149	40	5736	BELOW_DETECTION	
GCF_000067205.1	GCF_019218885.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella_A	g__Bordetella_A	s__Bordetella_A petrii	s__Bordetella_A sp019218885	0.863200	0.293300	0.342500	89.559300	90.134800	0.648300	0.629300	0.093970	10.464000	0.285700	89.927500	91.705300	2044	49	6743	INCONSISTENT	
GCF_002261265.1	GCF_009763255.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella_A	g__Bordetella_A	s__Bordetella_A sp002261265	s__Bordetella_A sp009763255						0.136000	0.130700		5.791000				308	14	1224	BELOW_DETECTION	
GCF_002261185.1	GCF_017356245.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella_A	g__Bordetella_A	s__Bordetella_A sp002261185	s__Bordetella_A petrii_D						0.118500	0.132000		4.472000				501	28	1458	BELOW_DETECTION	
GCA_002483265.1	GCA_002432085.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fluviicola	g__Fluviicola	s__Fluviicola sp002483265	s__Fluviicola sp002432085						0.000000	0.000000						12	0	0	BELOW_DETECTION	
GCA_902168135.1	GCF_000194605.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fluviicola	g__Fluviicola	s__Fluviicola sp902168135	s__Fluviicola taffensis				83.684800	92.006700	0.009300	0.009000	1.000230	0.866000	0.420900	90.628100	96.679000	184	2	48	INCONSISTENT	
GCA_002243285.1	GCA_902168135.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fluviicola	g__Fluviicola	s__Fluviicola riflensis	s__Fluviicola sp902168135						0.000000	0.000000						45	0	0	BELOW_DETECTION	
GCF_000194605.1	GCA_002483265.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fluviicola	g__Fluviicola	s__Fluviicola taffensis	s__Fluviicola sp002483265				89.816400	89.816400	0.050000	0.048000	0.520170	inf	0.296100	89.653600	90.715400	341	9	240	ok	
GCA_017983675.1	GCF_007558725.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fluviicola	g__Fluviicola	s__Fluviicola sp017983675	s__Fluviicola chungangensis				92.861600	92.861600	0.004800	0.003300	1.771450	inf	0.486500	93.667100	89.690100	23	1	11	ok	
GCA_903828635.1	GCA_903862855.1	mid_high	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__CAIOZW01	g__CAIOZW01	s__CAIOZW01 sp903828635	s__CAIOZW01 sp903862855						0.000000	0.000000						107	0	0	BELOW_DETECTION	
GCA_017411715.1	GCA_900548675.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__UMGS1109	g__UMGS1109	s__UMGS1109 sp017411715	s__UMGS1109 sp900548675						0.000000	0.000000						22	0	0	BELOW_DETECTION	
GCA_017849455.1	GCF_012927185.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Pseudobacter	g__Pseudobacter	s__Pseudobacter sp017849455	s__Pseudobacter sp012927185						0.000000	0.000000						98	0	0	BELOW_DETECTION	
GCA_017849455.1	GCA_017744805.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Pseudobacter	g__Pseudobacter	s__Pseudobacter sp017849455	s__Pseudobacter sp017744805						0.000000	0.000000						102	0	0	BELOW_DETECTION	
GCF_012927185.1	GCF_003991355.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Pseudobacter	g__Pseudobacter	s__Pseudobacter sp012927185	s__Pseudobacter rhizosphaerae						0.054400	0.049300		4.604000				289	9	472	BELOW_DETECTION	
GCF_003991355.1	GCA_017849455.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Pseudobacter	g__Pseudobacter	s__Pseudobacter rhizosphaerae	s__Pseudobacter sp017849455						0.000000	0.000000						90	0	0	BELOW_DETECTION	
GCF_003991355.1	GCA_017744805.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Pseudobacter	g__Pseudobacter	s__Pseudobacter rhizosphaerae	s__Pseudobacter sp017744805				90.900100	90.900100	0.033100	0.037000	0.413400	inf	0.345300	90.864500	91.105600	548	18	306	ok	
GCA_001872945.1	GCA_000993275.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__GWC2-39-10	g__GWC2-39-10	s__GWC2-39-10 sp001872945	s__GWC2-39-10 sp000993275	0.847300	0.184100	0.225900	88.881800	88.881800	0.036800	0.030600	1.452240	inf	0.268800	90.135700	65.730500	100	2	33	INCONSISTENT	
GCA_002417975.1	GCA_903789415.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA5808	g__UBA5808	s__UBA5808 sp002417975	s__UBA5808 sp903789415						0.000000	0.000000						6	0	0	BELOW_DETECTION	
GCA_005798775.1	GCA_009921765.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp005798775	s__SYIM01 sp009921765	0.872300	0.296500	0.407200	91.818400	91.818400	0.284900	0.210900	0.138690	inf	0.390000	91.933000	91.202000	1588	119	2194	ok	
GCA_903866395.1	GCA_009921765.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp903866395	s__SYIM01 sp009921765	0.882200	0.449100	0.437600	92.121400	92.121400	0.345000	0.352800	0.101580	inf	0.412100	92.035900	92.498700	2369	186	3935	ok	
GCA_009921765.1	GCA_016868375.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp009921765	s__SYIM01 sp016868375				90.901300	90.901300	0.004900	0.005200	0.914090	inf	0.330200	91.402400	86.442600	321	3	58	INCONSISTENT	
GCA_005798775.1	GCA_903907905.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp005798775	s__SYIM01 sp903907905				94.281900	94.281900	0.005500	0.004500	0.752850	inf	0.578200	93.972500	94.946500	105	3	47	ok	
GCF_018476885.1	GCA_016223015.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__Geoanaerobacter	g__Geoanaerobacter	s__Geoanaerobacter pelophilus	s__Geoanaerobacter sp016223015				94.317900	94.317900	0.011900	0.017800	0.549410	inf	0.585900	94.406500	94.203200	137	4	86	ok	
GCA_009684525.1	GCF_000813145.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__Geoanaerobacter	g__Geoanaerobacter	s__Geoanaerobacter sp009684525	s__Geoanaerobacter sp000813145						0.024600	0.022400		2.444000				158	4	165	BELOW_DETECTION	
GCA_009684525.1	GCF_018476885.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__Geoanaerobacter	g__Geoanaerobacter	s__Geoanaerobacter sp009684525	s__Geoanaerobacter pelophilus						0.013300	0.011600		inf				115	1	90	BELOW_DETECTION	
GCA_016223015.1	GCF_000813145.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__Geoanaerobacter	g__Geoanaerobacter	s__Geoanaerobacter sp016223015	s__Geoanaerobacter sp000813145				95.366700	95.366700	0.011700	0.007300	0.606190	inf	0.670500	95.394400	95.332800	172	2	55	ok	
GCA_009684525.1	GCA_016223015.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__Geoanaerobacter	g__Geoanaerobacter	s__Geoanaerobacter sp009684525	s__Geoanaerobacter sp016223015	0.942900	0.765300	0.520000	95.549700	95.966600	0.508000	0.721700	0.065280	3.074000	0.717500	95.482500	96.564600	3150	171	4212	INCONSISTENT	0.940174
GCA_002700865.1	GCA_905479265.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA7985	g__UBA7985	s__UBA7985 sp002700865	s__UBA7985 sp905479265				92.411400	92.411400	0.008100	0.006700	1.082420	inf	0.436700	92.058100	93.788000	132	2	34	ok	
GCA_002711265.1	GCA_002705565.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA7985	g__UBA7985	s__UBA7985 sp002711265	s__UBA7985 sp002705565						0.006300	0.004600		inf				82	1	27	BELOW_DETECTION	
GCA_002711265.1	GCA_002690455.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA7985	g__UBA7985	s__UBA7985 sp002711265	s__UBA7985 sp002690455						0.125500	0.162400		1.565000				174	9	502	BELOW_DETECTION	
GCA_002705565.1	GCA_002708995.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA7985	g__UBA7985	s__UBA7985 sp002705565	s__UBA7985 sp002708995						0.000000	0.000000						87	0	0	BELOW_DETECTION	
GCA_002784625.1	GCA_009991965.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__UM-FILTER-42-14	g__UM-FILTER-42-14	s__UM-FILTER-42-14 sp002784625	s__UM-FILTER-42-14 sp009991965						0.000000	0.000000						4	0	0	BELOW_DETECTION	
GCA_002772695.1	GCA_009991965.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__UM-FILTER-42-14	g__UM-FILTER-42-14	s__UM-FILTER-42-14 sp002772695	s__UM-FILTER-42-14 sp009991965				99.999900	99.999900	0.019000	0.018500	3.886610	inf	1.000000	99.999900	99.999900	34	1	21	ok	
GCA_902796435.1	GCA_900316145.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG159	g__RUG159	s__RUG159 sp902796435	s__RUG159 sp900316145				96.052700	96.052700	0.001700	0.001800	1.433380	inf	0.724900	96.373000	95.666600	180	1	8	ok	
GCA_017474705.1	GCA_902796435.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG159	g__RUG159	s__RUG159 sp017474705	s__RUG159 sp902796435				92.080800	93.661000	0.042100	0.038400	0.382400	2.026000	0.535200	92.989800	95.402300	449	18	221	INCONSISTENT	
GCA_900316145.1	GCA_017474705.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG159	g__RUG159	s__RUG159 sp900316145	s__RUG159 sp017474705						0.000000	0.000000						126	0	0	BELOW_DETECTION	
GCA_905233585.1	GCA_002309615.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA1205	g__UBA1205	s__UBA1205 sp905233585	s__UBA1205 sp002309615						0.000000	0.000000						6	0	0	BELOW_DETECTION	
GCA_905233585.1	GCA_017616775.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA1205	g__UBA1205	s__UBA1205 sp905233585	s__UBA1205 sp017616775						0.000000	0.000000						16	0	0	BELOW_DETECTION	
GCA_905233585.1	GCA_017618435.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA1205	g__UBA1205	s__UBA1205 sp905233585	s__UBA1205 sp017618435	0.905300	0.565200	0.589300	94.760000	94.760000	0.132400	0.125400	0.256700	inf	0.629800	95.017500	94.306000	723	38	360	ok	
GCA_905233585.1	GCA_002309475.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA1205	g__UBA1205	s__UBA1205 sp905233585	s__UBA1205 sp002309475						0.000000	0.000000						10	0	0	BELOW_DETECTION	
