genome	n_markers	n_present	fraction_present	status	missing_markers	status_extended	n_cag_sv	cag_sv_types	cag_sv_list
GCA_019673995.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	INV:483840-597443;TRA:2361-1666206
GCA_019674015.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	4	INS;INV;TRA	INV:555299-646136;INS:555536-556051;INV:483773-556167;TRA:1459-1666206
GCA_019674095.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516627-683253
GCA_019674175.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INS;TRA	INS:558928-560529;TRA:2361-1666206
GCA_019674335.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_019674475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INS;INV;TRA	TRA:2361-1666206;TRA:181741-1067641;INV:516643-681311;INS:555536-555996
GCA_019674495.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INS;INV;TRA	TRA:1459-1666206;INV:516643-683237;INS:558395-558751;INS:556320-558395
GCA_019674505.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INS;INV;TRA	INV:499786-683253;INS:558928-560529;INS:556375-556799;TRA:1459-1666206
GCA_019674515.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	INV:483813-683213;TRA:2361-1666206
GCA_019674555.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA	partial	1	TRA	TRA:1459-1666206
GCA_019674575.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516633-698301
GCA_019676035.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516627-556167
GCA_019676995.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA	complete_rearranged	3	INS;TRA	TRA:1459-1666206;INS:555996-556051;INS:558928-560529
GCA_019677035.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INS;TRA	TRA:1459-1666206;INS:556320-556799
GCA_019677055.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:476313-1587502;TRA:1459-1666206
GCA_022921215.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0536|cagP	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022921295.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022921335.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	INV;TRA	INV:483789-683237;TRA:68586-1059225;TRA:1459-1666206
GCA_022921355.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022921455.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:476313-1465867;TRA:1459-1666206;DEL:545696-583160
GCA_022921855.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	INV:483772-1026226;TRA:1459-1666206
GCA_022921935.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:476313-545696;TRA:1459-1666206
GCA_022921975.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022922035.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022922055.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	INV:483773-1040912;TRA:1459-1660648
GCA_022922415.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1656308
GCA_022922955.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	INV:483789-683237;TRA:72516-1067476;TRA:1459-1666206
GCA_022922995.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA	complete_rearranged	3	TRA	TRA:476313-566642;TRA:568539-1057560;TRA:2361-1666206
GCA_022923015.1	28	4	0.14285714285714285	empty	HP0521,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB	empty	3	DEL;INV;TRA	INV:483789-681311;DEL:549034-587157;TRA:2361-1666206
GCA_022923035.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	INV;TRA	INV:483821-683205;TRA:96389-1059225;TRA:1459-1666206
GCA_022923115.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:476313-967853;TRA:1459-1666206
GCA_022923135.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022923155.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022923515.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	2	INV;TRA	INV:483811-1039850;TRA:1459-1666206
GCA_022923575.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	INV:483808-1040877;TRA:1459-1666206
GCA_022923615.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	2	TRA	TRA:461438-1067476;TRA:1459-1656308
GCA_022923775.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-655390;INV:483789-656005;TRA:1459-1666206
GCA_022924035.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	INV:483808-1040877;TRA:1459-1666206
GCA_022924175.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:26572-1057560;TRA:1459-1666206
GCA_022924355.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:2361-1666206
GCA_022924475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022924655.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022924735.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022924875.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022924995.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	1	TRA	TRA:1459-1660648
GCA_022925175.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022925255.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022925755.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:26582-1059225;TRA:1459-1666206
GCA_022925775.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	4	INS;INV;TRA	INV:483789-683237;INS:566642-568539;TRA:96389-1059225;TRA:1459-1666206
GCA_022925815.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	INV:516633-683247;TRA:3878-1666206
GCA_022925855.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_022925875.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:2361-1666206
GCA_022925925.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	TRA	TRA:476313-566642;TRA:1459-1666206
GCA_022925945.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:476313-1469829
GCA_022969895.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_023024715.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:483811-678579
GCA_023024815.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516661-761691
GCA_024406245.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	TRA:1459-1666206;DEL:536928-587157
GCA_024406295.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	TRA:1459-1666206;INV:516627-687256;DEL:546687-587157
GCA_024406305.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	3	INV;TRA	TRA:474832-1445558;TRA:1459-1666206;INV:545836-579713
GCA_024406485.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	TRA:1459-1666206;DEL:536928-587157
GCA_024406915.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY	complete_rearranged	4	INV;TRA	TRA:484404-1067476;INV:516627-556167;TRA:1459-1059225;TRA:474832-1664863
GCA_024411815.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:456998-1067476
GCA_024411855.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB	complete_rearranged	4	INV;TRA	INV:516694-579326;TRA:484404-658891;TRA:476313-1543079;TRA:1459-1666206
GCA_024411875.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	3	INV;TRA	TRA:476313-1543079;TRA:1459-1666206;INV:583521-622801
GCA_024411895.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	4	DEL;INV;TRA	INV:516580-583838;DEL:553197-558173;TRA:1459-1666206;TRA:474832-1463414
GCA_024411915.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	DEL:536928-587157;TRA:1459-1666206
GCA_024411935.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	3	DEL;INV;TRA	TRA:1459-1666206;INV:546161-579388;DEL:556799-558173
GCA_024411955.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:476313-1040281
GCA_024411965.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_024411995.1	28	28	1.0	complete		complete_rearranged	2	INS;TRA	TRA:1459-1666206;INS:536781-546400
GCA_024412005.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_024412025.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_024412135.1	28	27	0.9642857142857143	complete	HP0521	complete_collinear	0	none	none
GCA_024412155.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:474832-1040281
GCA_024412425.1	28	6	0.21428571428571427	partial	HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0547|cagA	partial	2	DEL;TRA	TRA:1459-1666206;DEL:536781-583917
GCA_024413815.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_030062565.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY	complete_rearranged	8	INV;TRA	TRA:1459-1666206;TRA:335801-949331;TRA:239150-1611161;TRA:390980-1315735;TRA:517258-1174257;INV:557609-579326;TRA:558173-1040281;TRA:546400-1056304
GCA_030062585.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	5	INV;TRA	TRA:53038-1463414;TRA:1459-1666206;INV:545836-579326;TRA:517258-1445558;TRA:335245-1202182
GCA_030062605.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	6	INV;TRA	TRA:1459-1664863;TRA:517258-843732;INV:545713-579449;TRA:546400-1040281;TRA:83598-750604;TRA:501430-1477135
GCA_030062625.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	7	DEL;INV;TRA	TRA:335801-656652;INV:516582-657328;DEL:555536-558751;TRA:1459-1666206;TRA:144005-1176357;TRA:239150-1591269;TRA:301622-1202653
GCA_030062645.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	3	TRA	TRA:1459-1666206;TRA:517258-695920;TRA:500417-1502324
GCA_030062665.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	5	DEL;TRA	TRA:532473-1059225;DEL:546687-587380;TRA:53038-1470290;TRA:2145-1666206;TRA:390980-1250973
GCA_030062685.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	4	INV;TRA	TRA:1459-1664863;INV:516562-657348;TRA:476313-1611161;TRA:444979-695920
GCA_030406585.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	INV;TRA	INV:516709-930678;TRA:331915-949380;TRA:474832-1468287
GCA_030581095.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_030581115.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	1	TRA	TRA:2145-1664863
GCA_030581175.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY	complete_rearranged	4	INV;TRA	TRA:1459-1666206;INV:516627-556167;INV:555420-567273;INV:567943-696516
GCA_030581205.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1666206;DEL:537874-587157;TRA:456998-1067641
GCA_030581215.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	DEL:537874-587157;TRA:1459-1666206;TRA:456998-1067641
GCA_035621155.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:2361-1666206
GCA_040821695.1	28	28	1.0	complete		complete_rearranged	3	INS;TRA	TRA:1459-1666206;INS:566642-568539;TRA:182298-1067641
GCA_040847485.1	28	26	0.9285714285714286	complete	HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	INV:516667-634395;TRA:1459-1666206
GCA_040848365.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	INV;TRA	INV:516627-657283;TRA:1459-1666206;TRA:456998-1067641
GCA_040848625.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	2	INV;TRA	INV:516694-696484;TRA:1459-1666206
GCA_040848725.1	28	27	0.9642857142857143	complete	HP0546|cagB	complete_collinear	0	none	none
GCA_040849325.1	28	28	1.0	complete		complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040849575.1	28	28	1.0	complete		complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:499821-774489
GCA_040849885.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:476313-1543079;TRA:1459-1666206;DEL:536928-587157
GCA_040857565.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	2	INV;TRA	TRA:1459-1656308;INV:546222-565557
GCA_040857585.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	TRA:1459-1666206;DEL:546687-587157
GCA_040860865.1	28	28	1.0	complete		complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:582545-696535
GCA_040860925.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;TRA:245538-1067641;INV:535662-696509
GCA_040860985.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1658994;DEL:546687-587157;TRA:482594-1059225
GCA_040861005.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:535573-547365;INV:548447-583390
GCA_040861025.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	TRA:1459-1666206;DEL:546687-587157;INV:531777-547383
GCA_040861065.1	28	28	1.0	complete		complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:499786-696551
GCA_040861105.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	INV:500841-982646;TRA:181741-1067641;TRA:1459-1660648
GCA_040861125.1	28	27	0.9642857142857143	complete	HP0546|cagB	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:516669-696509;TRA:72516-1065105
GCA_040861145.1	28	28	1.0	complete		complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040861165.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:535620-696551
GCA_040861185.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040861205.1	28	1	0.03571428571428571	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB	empty	2	DEL;TRA	TRA:1459-1666206;DEL:545696-580461
GCA_040861225.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	2	TRA	TRA:248003-1067641;TRA:1459-1666206
GCA_040861245.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;TRA:247340-1067641;INV:535496-546451
GCA_040861285.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	INV:516643-774508;TRA:1459-1658291;TRA:72417-1065105
GCA_040861305.1	28	2	0.07142857142857142	empty	HP0521,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	TRA:1459-1666206;INV:516717-775100;DEL:549034-583160
GCA_040861325.1	28	28	1.0	complete		complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:582564-696516
GCA_040861345.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1655350;DEL:545696-583917;TRA:456998-1067641
GCA_040861365.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	4	INS;INV;TRA	INS:536781-546400;TRA:53038-1067641;INV:565783-696535;TRA:1459-1666206
GCA_040861385.1	28	28	1.0	complete		complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040861405.1	28	26	0.9285714285714286	complete	HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:270032-1059225;TRA:1459-1660648
GCA_040861445.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:516633-696545;TRA:476313-1445187
GCA_040861455.1	28	7	0.25	partial	HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	partial	2	DEL;TRA	DEL:553197-583160;TRA:1459-1666206
